POA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
POA6084,53,0,0,0,0,53,17,0,0,0,0,17,21,0,0,0,0,21,18,0,0,0,0,18,45,0,0,0,0,45,230,0,0,0,0,227,258,0,0,0,0,262,465,0,0,0,0,466,268,0,0,0,0,268,201,0,0,0,0,201,83,0,0,0,0,83,98,0,0,0,0,98,1758,0,0,0,0,1761
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,50,22,14,0,0,92,19,4,8,0,0,27,9,3,9,0,0,22,25,9,12,0,0,43,36,11,11,0,0,58,116,56,55,0,0,229,110,91,82,0,0,280,231,110,65,4,0,408,169,61,26,0,0,253,174,36,33,0,0,238,91,19,26,0,0,148,54,25,17,0,0,88,1087,447,354,4,0,1891
POA6101,80,16,3,0,0,103,37,5,0,0,0,41,21,6,3,0,0,30,40,8,3,0,0,56,46,10,14,0,0,71,174,60,31,0,0,264,253,95,39,0,0,382,446,113,35,0,0,594,273,35,26,0,0,335,244,24,10,0,0,275,127,13,7,0,0,141,83,19,11,0,0,117,1825,393,188,0,3,2405
POA6102,37,8,9,0,0,52,9,7,0,0,0,12,15,3,4,0,0,24,19,8,0,0,0,32,15,14,3,0,0,31,96,91,7,0,0,188,155,85,6,0,0,249,214,67,4,0,0,286,89,18,0,0,0,107,50,10,0,0,0,58,49,12,0,0,0,61,38,16,10,0,0,58,796,335,42,0,0,1166
POA6103,34,10,11,0,0,53,18,0,3,0,0,21,5,0,4,0,0,8,21,0,10,0,0,36,24,7,22,0,0,49,98,50,86,0,0,234,115,54,108,0,0,275,196,62,100,0,0,357,92,17,26,0,0,139,78,14,14,0,0,105,38,4,12,0,0,55,41,8,25,0,0,75,757,234,417,0,0,1413
POA6104,89,10,3,0,0,107,28,0,0,0,0,31,13,0,0,0,0,13,50,10,0,0,0,58,70,16,8,0,0,86,197,58,17,0,0,271,307,51,17,0,0,376,383,52,9,0,0,447,171,17,10,0,0,193,155,11,13,0,0,171,83,8,0,0,0,94,82,11,0,0,0,91,1619,240,80,0,4,1940
POA6105,74,18,0,0,0,90,25,4,0,0,0,31,20,5,0,0,0,30,47,14,0,0,0,58,58,30,0,0,0,84,219,81,8,0,0,309,340,92,16,0,0,440,378,56,6,0,0,441,159,25,0,0,0,185,116,14,3,0,0,132,68,6,0,0,0,72,88,11,3,0,0,103,1579,354,38,0,5,1980
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6107,232,22,3,0,0,267,91,7,0,0,0,95,80,10,0,0,0,89,144,17,5,0,0,169,217,29,18,0,0,265,823,135,42,0,3,1003,1227,163,40,0,0,1433,1448,88,18,0,0,1558,501,27,0,0,0,534,352,22,0,0,0,379,240,5,0,0,0,249,329,39,5,0,0,378,5683,567,138,9,5,6406
POA6108,174,6,0,0,0,178,61,3,6,0,0,72,62,4,0,0,0,63,88,13,0,0,0,100,167,10,0,0,0,178,588,31,3,0,0,623,807,24,6,0,0,845,816,22,0,0,0,839,233,5,0,0,0,238,154,8,0,0,0,159,83,4,0,0,0,82,198,3,0,0,0,203,3435,128,20,0,0,3586
POA6109,84,4,0,0,0,89,27,0,0,0,0,27,19,0,0,0,0,22,72,5,0,0,0,80,120,11,3,0,0,135,400,20,18,0,0,437,446,10,8,0,0,463,367,7,0,0,0,377,117,0,0,0,0,117,67,0,4,0,0,71,52,0,0,0,0,55,114,5,0,0,0,125,1881,71,34,8,5,1992
POA6110,264,13,0,0,0,278,98,10,0,0,0,108,100,10,0,0,0,105,190,17,6,0,0,212,257,33,4,0,0,291,1105,71,14,0,0,1189,1496,63,8,0,6,1569,1773,35,10,0,0,1820,726,4,0,0,0,735,408,4,0,0,0,418,268,0,0,0,0,265,386,14,0,0,0,400,7074,266,48,0,0,7393
POA6111,199,8,0,0,0,206,76,5,0,0,0,83,71,3,0,0,0,75,135,17,0,0,0,153,194,14,5,0,0,215,660,49,6,0,0,711,690,38,0,0,0,729,844,8,0,0,0,852,343,0,0,0,0,343,266,0,0,0,0,266,131,0,0,0,0,133,208,3,0,0,0,213,3820,146,14,0,0,3982
POA6112,364,9,0,0,0,373,145,15,0,0,0,159,126,18,3,0,0,143,278,41,0,6,0,324,434,51,0,0,0,489,1768,99,3,0,0,1875,2939,81,5,0,5,3021,3713,35,0,0,0,3750,1493,10,0,0,6,1508,817,8,0,0,0,822,453,9,0,0,0,466,652,12,0,0,0,667,13171,393,23,10,8,13596
POA6121,25,0,0,0,0,25,4,0,0,0,0,4,12,0,0,0,0,12,5,0,0,0,0,5,15,0,0,0,0,15,46,0,0,0,0,50,37,0,0,0,0,37,106,0,0,0,0,106,66,0,0,0,0,67,114,0,0,0,0,114,72,0,0,0,0,72,33,0,0,0,0,33,530,0,0,0,0,532
POA6122,107,0,0,0,0,107,28,0,4,0,0,30,25,0,0,0,0,25,59,0,0,0,0,62,113,6,0,0,0,115,522,7,0,0,0,532,1056,13,0,0,0,1071,1492,4,0,0,0,1499,580,0,0,0,0,580,303,0,0,0,0,303,167,0,0,0,0,167,236,0,0,0,0,236,4686,30,0,0,4,4720
POA6123,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,11,44,0,0,0,0,44,98,0,0,0,0,98,154,0,0,0,0,154,71,0,0,0,0,71,29,0,0,0,0,29,5,0,0,0,0,5,16,0,0,0,0,16,453,0,0,0,0,453
POA6124,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,40,0,0,0,0,40,30,0,0,0,0,30,43,0,0,0,0,43,44,0,0,0,0,44,25,0,0,0,0,25,12,0,0,0,0,17,12,0,0,0,0,12,240,0,0,0,0,240
POA6125,22,0,0,0,0,22,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,10,11,0,0,0,0,11,46,0,0,0,0,49,64,0,0,0,0,66,106,0,0,0,0,111,89,0,0,0,3,95,83,0,0,0,0,83,51,0,0,0,0,53,28,0,0,0,0,28,528,0,0,3,9,536
POA6126,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,29,0,0,0,0,29
POA6147,102,11,0,0,0,116,37,4,0,0,0,45,44,3,0,0,0,50,71,6,3,0,0,80,83,19,0,0,0,107,350,47,8,0,0,405,394,42,12,0,0,451,411,27,8,0,0,452,126,3,0,0,0,128,84,6,3,0,0,93,48,3,0,0,0,52,111,10,4,0,0,125,1861,194,37,0,3,2093
POA6148,118,14,0,0,0,132,25,8,0,0,0,38,25,10,5,0,0,38,45,15,0,0,0,61,62,7,0,0,0,71,198,42,0,0,0,243,280,52,0,0,0,335,460,41,3,0,0,501,215,14,5,0,0,234,247,23,0,0,0,275,261,9,0,0,0,275,118,14,0,0,0,131,2068,255,16,0,0,2332
POA6149,139,12,3,0,0,152,44,0,0,0,0,43,44,4,0,0,0,44,59,9,0,0,0,62,69,3,0,0,0,72,200,16,0,0,0,212,214,44,0,0,0,258,489,31,0,0,0,525,384,11,0,0,0,398,322,7,0,0,0,331,195,4,0,0,0,203,117,0,5,0,0,124,2272,144,17,0,0,2429
POA6150,99,9,0,0,0,106,28,0,0,0,0,30,24,0,0,0,0,26,24,0,0,0,0,30,28,5,0,0,0,31,78,5,0,0,0,79,110,6,0,0,0,121,227,12,0,0,0,241,165,9,0,0,0,171,236,10,0,0,0,245,134,3,0,0,0,137,75,3,0,0,0,79,1222,66,0,0,0,1288
POA6151,77,30,15,0,0,125,15,3,4,0,0,24,23,9,6,0,0,33,23,14,10,0,0,39,15,8,13,0,0,41,62,58,45,0,0,160,80,69,51,0,0,202,140,83,50,0,0,273,154,45,14,0,0,216,193,43,20,0,0,254,351,52,17,0,0,423,61,29,10,0,0,106,1195,446,253,0,0,1896
POA6152,110,68,8,0,0,186,26,13,4,0,0,45,26,12,6,0,0,40,38,25,5,0,0,73,37,26,9,0,0,73,116,137,58,0,0,303,147,156,46,0,0,345,328,224,36,0,0,593,263,101,22,0,0,386,328,95,19,0,0,451,392,61,10,0,0,461,129,48,10,0,0,193,1941,965,227,0,7,3149
POA6153,130,24,3,0,0,157,12,8,4,0,0,26,20,11,0,0,0,31,27,7,0,0,0,34,34,10,6,0,0,51,103,36,15,0,0,157,109,41,37,0,0,184,236,79,49,0,0,358,189,57,23,0,0,273,347,64,14,0,0,429,563,65,16,0,0,643,129,32,11,0,0,172,1891,430,191,0,0,2515
POA6154,51,11,0,0,0,65,14,4,0,0,0,16,21,3,0,0,0,26,11,3,0,0,0,18,22,14,0,0,0,34,100,24,4,0,0,123,83,36,10,0,0,130,198,67,3,0,0,262,169,24,0,0,0,194,246,21,0,0,0,267,178,11,0,0,0,192,67,18,0,0,0,87,1162,237,15,0,0,1415
POA6155,391,9,3,0,0,402,102,3,0,0,0,107,95,4,4,0,0,100,134,4,4,0,0,141,216,6,3,0,0,216,743,42,19,0,0,796,1040,46,29,0,0,1107,1785,59,41,0,0,1884,1029,22,8,0,0,1057,772,13,6,0,0,788,502,10,0,0,0,512,442,5,6,0,0,457,7243,208,123,0,0,7576
POA6156,109,10,5,0,0,125,28,3,0,0,0,34,25,5,0,0,0,38,45,5,0,0,0,49,60,11,6,0,0,70,163,49,27,0,0,243,241,68,26,0,0,337,431,79,13,0,0,524,326,37,3,0,0,369,388,30,0,0,0,413,355,24,0,0,0,376,112,16,0,0,0,130,2284,344,82,0,0,2708
POA6157,74,21,7,0,0,97,35,6,0,0,0,35,20,0,0,0,0,29,41,27,5,0,0,70,40,18,14,0,0,71,111,97,25,0,0,231,136,130,31,0,0,293,317,158,19,0,0,498,231,52,7,0,0,290,237,46,4,0,0,285,228,29,3,0,4,258,108,32,6,0,0,148,1578,614,113,0,5,2311
POA6158,40,7,3,0,0,51,12,6,3,0,0,16,9,0,0,0,0,9,8,5,5,0,0,25,14,5,8,0,0,28,38,14,22,0,0,80,44,18,23,0,0,81,95,27,16,0,0,140,74,31,6,0,0,110,137,12,3,0,0,152,248,16,0,0,0,265,55,9,3,0,0,72,775,153,96,0,0,1022
POA6159,16,0,9,0,0,22,3,0,0,0,0,3,0,5,0,0,0,5,5,0,0,0,0,5,0,3,4,0,0,10,8,11,21,0,0,41,14,19,14,0,0,48,28,27,24,0,0,80,27,16,12,0,0,61,29,20,23,0,0,74,66,19,37,0,0,115,10,9,15,0,0,34,190,135,158,0,0,490
POA6160,38,13,10,0,0,64,10,9,8,0,0,26,10,9,0,0,0,22,10,6,0,0,0,20,15,4,14,0,0,30,50,35,57,0,0,140,32,42,42,0,0,114,99,85,40,0,0,223,83,33,25,0,0,142,104,42,17,0,0,166,84,16,11,0,0,112,34,12,11,0,0,59,573,309,231,3,3,1122
POA6161,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6162,66,12,0,0,0,88,20,0,0,0,0,28,21,4,0,0,0,20,24,0,4,0,0,28,37,6,3,0,0,47,98,13,8,0,0,125,128,15,10,0,0,161,285,28,12,0,0,330,192,22,9,0,0,223,272,34,0,0,0,304,146,15,0,0,0,162,78,13,4,0,0,97,1371,170,60,4,0,1608
POA6163,357,47,14,0,0,418,100,20,0,0,0,126,117,20,13,0,0,147,182,32,13,0,0,231,240,51,33,0,0,326,764,211,75,0,0,1051,1120,246,83,0,0,1445,1778,163,53,0,0,1998,749,71,23,0,0,844,646,42,23,0,0,716,374,16,18,0,0,412,361,52,23,0,0,438,6794,981,374,0,0,8158
POA6164,391,31,7,0,0,432,111,3,0,0,0,112,136,5,6,0,0,144,223,13,10,0,0,250,308,18,17,0,0,346,1148,114,77,0,0,1331,2186,167,63,0,0,2414,3413,146,48,0,7,3605,1578,41,9,0,0,1625,1001,25,12,0,0,1030,534,14,0,0,0,555,564,32,10,0,6,605,11585,596,258,0,8,12441
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10
POA6166,62,4,0,0,0,63,22,0,0,0,0,22,12,0,0,0,0,13,28,0,0,0,0,30,54,0,0,0,0,53,121,8,3,0,0,134,209,14,0,0,0,220,400,4,3,0,0,405,261,7,0,0,0,264,219,0,0,0,0,220,132,3,0,0,0,137,123,0,0,0,0,120,1623,38,16,3,0,1683
POA6167,188,0,0,0,0,194,93,0,0,0,0,100,83,3,0,0,0,90,152,3,5,0,0,155,291,12,13,0,0,317,942,22,20,0,0,986,1092,15,5,0,0,1113,1012,10,3,0,0,1022,354,0,0,0,0,357,204,0,0,0,0,201,118,0,0,0,0,116,234,0,0,0,0,238,4764,71,64,0,3,4898
POA6168,139,20,7,0,0,167,76,10,6,0,0,88,64,7,5,0,0,75,111,27,8,5,0,145,186,31,16,0,0,233,610,50,33,0,0,701,603,25,24,0,0,655,497,21,12,0,0,536,143,7,10,0,0,164,106,6,7,0,0,123,73,5,9,0,0,83,166,12,3,0,0,182,2765,226,137,5,7,3140
POA6169,239,4,8,0,0,247,96,4,0,0,0,102,86,0,0,0,0,86,177,0,7,0,0,182,248,11,11,0,0,273,1060,21,17,0,0,1096,1332,12,9,0,0,1348,1132,8,12,5,0,1144,384,0,3,0,0,390,245,0,4,0,0,243,136,0,0,0,0,138,317,9,4,0,0,325,5444,70,71,5,0,5582
POA6170,62,0,0,0,0,61,27,0,0,0,0,30,22,0,0,0,0,24,53,0,0,0,0,52,76,0,0,0,0,77,469,8,4,0,0,480,852,11,4,0,0,867,1104,10,6,0,0,1118,343,0,0,0,0,348,175,3,0,0,0,176,103,0,0,0,0,105,176,4,0,0,0,185,3470,39,10,0,0,3526
POA6171,128,4,0,0,0,131,51,0,0,0,0,50,41,4,0,0,0,47,101,5,0,0,0,104,140,6,0,0,0,150,818,31,0,3,3,850,1739,23,0,0,0,1764,2439,18,0,0,0,2456,801,4,0,0,0,811,389,0,0,0,0,396,253,0,0,0,0,252,372,4,0,0,0,375,7271,93,4,4,4,7380
POA6172,75,6,0,0,0,76,34,0,0,0,0,36,23,0,0,0,0,27,58,0,0,0,0,58,90,5,0,0,0,92,395,4,0,0,0,400,555,6,0,0,0,554,593,4,0,0,0,596,172,0,0,0,0,172,105,0,0,0,0,105,63,0,0,0,0,63,147,0,0,0,0,147,2313,18,0,0,0,2337
POA6173,73,0,0,0,0,69,27,0,0,0,0,27,12,0,0,0,0,13,29,0,0,0,0,29,38,0,0,0,0,38,241,5,0,0,0,243,397,0,0,0,0,399,729,3,0,0,0,735,315,0,0,0,0,317,229,0,0,0,0,229,119,0,0,0,0,119,140,0,0,0,0,140,2356,9,0,0,0,2370
POA6174,15,0,0,0,0,20,12,0,0,0,0,13,15,0,0,0,0,15,17,0,0,0,0,17,31,0,0,0,0,31,184,0,0,0,0,190,265,11,0,0,9,278,327,0,0,0,12,335,107,0,0,0,0,107,74,0,0,0,0,74,24,0,0,0,0,28,53,0,0,0,0,57,1112,14,0,0,22,1156
POA6175,19,0,0,0,0,19,14,0,0,0,0,14,9,0,0,0,0,9,11,0,0,0,0,11,18,0,0,0,0,18,83,0,0,0,0,83,160,0,0,0,0,160,211,0,0,0,0,211,94,0,0,0,0,94,51,0,0,0,0,51,36,0,0,0,0,36,62,0,0,0,0,62,773,0,0,0,0,773
POA6176,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,10,40,0,0,0,0,40,117,0,0,0,0,117,126,0,0,0,0,126,32,0,0,0,0,32,24,0,0,0,0,24,25,0,0,0,0,25,19,0,0,0,0,19,406,0,0,0,0,406
POA6180,24,0,0,0,0,23,10,0,0,0,0,10,14,0,0,0,0,14,26,0,0,0,0,26,22,0,0,0,0,22,176,0,0,0,0,182,330,0,0,0,0,329,392,0,0,0,0,392,101,0,0,0,0,101,55,0,0,0,0,55,45,0,0,0,0,45,61,0,0,0,0,61,1255,3,0,0,0,1257
POA6181,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,19,0,0,0,0,19,14,0,0,0,0,14,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,92,0,0,0,0,92
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,11,0,0,0,0,12,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,25,0,0,0,0,25,51,0,0,0,0,51,39,0,0,0,0,42,36,0,0,0,0,41,18,0,0,0,0,18,20,0,0,0,0,20,233,0,0,5,6,241
POA6208,66,0,0,0,0,64,38,0,0,0,0,41,29,0,0,0,0,29,56,4,0,0,0,62,97,0,0,0,0,99,295,0,0,0,0,303,387,4,0,5,0,389,436,4,0,0,0,440,175,0,0,0,0,173,127,0,0,0,0,130,70,0,0,0,0,70,103,0,0,0,0,103,1873,18,0,5,0,1896
POA6209,17,0,0,0,0,17,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,4,0,0,0,0,3,25,0,0,0,0,22,37,0,0,0,0,37,41,0,0,0,0,41,29,0,0,0,0,29,29,0,0,0,0,29,19,0,0,0,0,19,18,0,0,0,0,18,243,0,0,4,0,247
POA6210,397,41,15,0,0,451,180,25,5,0,0,215,151,32,3,0,0,190,306,40,7,0,0,348,432,57,18,3,0,503,1584,127,26,0,0,1737,1991,72,21,0,0,2080,2187,52,19,0,0,2271,773,18,3,0,0,803,549,20,21,0,0,580,376,8,11,0,0,392,576,25,11,0,0,622,9503,523,160,3,0,10186
POA6211,49,3,0,0,0,57,31,0,0,0,0,32,18,0,0,0,0,21,33,0,0,3,0,37,47,0,0,0,0,46,151,3,0,0,0,158,254,0,0,0,0,256,394,0,0,0,0,395,132,0,5,0,0,138,97,0,0,0,0,97,57,0,0,0,0,62,76,0,0,0,0,78,1343,11,9,3,0,1365
POA6213,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,10,0,0,0,0,14,19,0,0,0,0,19,7,0,0,0,0,7,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,74,0,0,0,0,75
POA6214,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,17,10,0,0,0,0,10,25,0,0,0,0,25,9,0,0,0,0,9,12,0,0,0,0,12,5,0,0,0,0,5,11,0,0,0,0,11,96,0,0,0,0,98
POA6215,24,0,0,0,0,24,8,0,0,0,0,9,14,0,0,0,0,12,31,0,0,0,0,31,39,0,0,0,0,39,98,0,0,0,0,96,116,0,0,0,0,118,108,0,0,0,0,111,51,0,0,0,0,51,37,0,0,0,0,37,16,0,0,0,0,16,38,0,0,0,0,37,580,7,0,0,3,588
POA6218,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,15,0,0,0,0,15,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,70,0,0,0,0,70
POA6219,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,21,0,0,0,0,21,33,0,0,0,0,33,9,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,99,0,0,0,0,99
POA6220,31,0,0,0,0,31,10,0,0,0,0,6,11,0,0,0,0,17,22,0,0,0,0,22,27,0,0,0,0,30,86,0,0,0,0,88,89,0,0,0,0,89,92,0,0,0,0,98,34,0,0,0,0,34,25,0,0,0,0,20,14,0,0,0,0,14,29,0,0,0,0,29,468,0,0,4,0,473
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,21
POA6223,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
POA6224,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,16,0,0,0,0,22,42,0,0,0,0,43,29,0,0,0,0,29,24,0,0,0,0,27,14,0,0,0,0,14,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,172,0,0,0,0,177
POA6225,49,0,0,0,3,51,46,0,0,0,0,46,47,0,0,0,0,47,101,3,0,0,0,104,136,5,0,0,0,139,260,5,3,0,0,268,215,0,0,0,0,216,191,0,0,0,0,191,48,0,0,0,0,48,41,0,0,0,0,47,30,0,0,0,0,30,86,3,0,0,0,85,1249,12,10,0,0,1273
POA6226,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,17,14,0,0,0,0,14,44,0,0,0,0,44,30,0,0,0,0,30,26,0,0,0,0,26,6,0,0,0,0,6,7,0,0,0,0,7,168,0,0,0,0,168
POA6227,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,24,0,0,0,0,24,32,0,0,0,0,32,30,0,0,0,0,35,20,0,0,0,0,20,12,0,0,0,0,12,10,0,0,0,0,10,5,0,0,0,0,5,148,0,0,0,0,148
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA6230,240,23,3,0,0,268,98,14,0,0,0,113,99,14,0,0,0,111,199,17,6,0,0,223,331,30,3,0,0,375,1155,95,9,0,0,1265,1342,49,3,5,3,1405,1220,36,8,0,0,1272,403,20,0,0,0,424,298,13,4,0,0,314,187,10,4,0,0,195,297,23,3,0,4,324,5876,346,51,0,15,6290
POA6232,62,0,0,0,0,62,30,3,0,0,0,33,25,0,0,0,0,25,36,0,0,0,0,38,86,6,0,0,0,91,346,9,0,0,0,356,501,7,0,0,0,508,440,8,0,0,0,440,143,0,0,0,0,143,67,0,0,0,0,69,37,0,0,0,0,38,95,4,0,0,0,103,1864,38,0,0,0,1903
POA6233,114,0,0,0,0,118,48,0,0,0,0,51,49,0,0,0,0,50,90,0,0,3,0,88,119,0,0,4,0,122,513,3,0,0,0,515,873,3,0,0,0,880,863,0,0,0,0,872,302,0,0,0,0,302,175,0,0,0,0,179,111,0,0,0,0,111,176,3,0,0,0,179,3429,24,0,7,4,3465
POA6236,10,0,0,0,0,10,14,0,0,0,0,14,7,0,0,0,0,7,9,0,0,0,0,9,10,0,0,0,0,10,50,0,0,0,0,55,64,0,0,0,0,64,75,0,0,0,0,77,33,0,0,0,0,33,35,0,0,0,0,36,17,0,0,0,0,17,13,0,0,0,0,13,338,0,0,0,0,340
POA6237,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,18,0,0,0,0,18,21,0,0,0,0,21,47,0,0,0,0,47,61,0,0,0,0,61,90,0,0,0,0,90,45,0,0,0,0,45,37,0,0,0,0,39,23,3,0,0,0,26,22,0,0,0,0,22,381,5,0,0,0,382
POA6239,27,0,0,0,0,27,14,0,0,0,0,16,14,0,0,0,0,14,26,0,0,0,0,26,43,0,0,0,0,42,134,8,0,0,0,141,115,0,0,0,0,115,148,0,0,0,0,149,57,0,0,0,0,64,47,0,0,0,0,49,21,0,0,0,0,21,33,0,0,0,0,32,681,8,0,3,3,690
