POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6057,69,112,180,810,1045,1862,0,0,0,89,109,197,34,32,64,1423,1653,3074,15,21,40,32,45,73,16,26,45,22,22,42,14,26,38,6,7,10,31,49,78,62,62,124,95,123,217,9,15,21,50,59,106,88,140,226,239,288,531,29,34,58,3058,3748,6803,44,51,98,93,82,170,4,7,7,0,0,0,14,17,32,17,33,49,36,50,84,4152,3793,7940,29,19,45,10,9,14,4185,3821,8001,419,388,809,9,9,18,7916,8265,16183
POA6058,61,112,171,607,743,1348,0,0,0,91,107,200,3,3,5,983,1144,2129,16,23,38,17,17,39,23,20,44,12,19,30,14,16,25,0,0,5,37,38,79,37,54,90,74,91,166,9,10,26,38,64,106,76,139,211,270,329,597,29,25,54,2340,2845,5185,156,132,292,181,187,370,3,0,5,0,3,3,32,34,62,21,33,47,49,69,117,3143,2789,5930,26,16,45,3,14,12,3171,2816,5982,424,410,828,12,0,10,6392,6577,12967
POA6059,461,604,1067,721,962,1678,0,0,0,107,118,228,3,3,7,3126,3598,6721,20,37,61,595,626,1222,16,29,49,25,41,63,15,28,42,16,15,34,44,51,91,42,66,112,78,89,166,7,9,19,6,18,17,121,183,306,268,365,630,6,8,11,5215,6248,11461,208,208,413,564,539,1106,628,655,1278,0,0,0,69,67,139,58,71,135,125,146,269,3643,3380,7021,42,23,64,22,26,45,3704,3429,7131,555,499,1058,15,26,40,11476,12347,23827
POA6060,510,681,1186,608,879,1490,0,0,0,94,130,228,0,0,0,2725,3374,6101,26,36,55,371,457,826,68,85,150,20,26,42,12,26,36,14,13,28,42,73,116,58,100,154,92,100,191,8,8,13,7,15,26,100,182,284,296,376,676,11,11,22,4545,5888,10434,544,477,1017,321,277,596,318,365,684,0,0,0,98,98,194,73,90,156,167,179,352,4567,4506,9069,51,39,93,27,22,53,4643,4563,9215,710,705,1413,16,29,44,11776,13172,24948
POA6061,1005,1280,2281,814,1051,1870,0,0,0,521,559,1085,0,0,0,3505,3926,7425,17,49,64,675,688,1363,100,150,254,44,56,103,24,24,46,142,143,290,145,166,310,255,328,583,127,163,292,14,23,42,59,69,124,106,155,264,878,1060,1931,15,29,46,7437,8645,16085,951,785,1738,2599,2332,4929,26,38,63,5,4,5,575,469,1042,109,130,239,682,600,1289,5761,5226,10987,41,54,95,27,53,77,5831,5331,11162,1755,1683,3441,34,58,88,20323,20745,41071
POA6062,763,976,1739,1069,1302,2374,0,0,0,150,207,353,0,0,0,4687,5077,9767,56,63,116,506,525,1033,40,48,84,23,32,49,17,39,61,18,26,42,91,114,213,99,133,236,136,171,301,21,29,51,29,37,62,145,238,386,483,530,1012,17,23,34,7593,8592,16187,464,389,857,739,676,1415,192,213,408,0,0,0,131,98,232,73,110,187,209,214,418,5760,5080,10837,51,28,82,25,38,62,5835,5149,10979,784,724,1509,19,35,62,16605,16964,33569
POA6063,382,488,872,455,542,1001,0,0,0,173,174,345,0,0,0,1431,1526,2959,19,23,39,114,105,222,31,30,65,3,12,16,6,12,18,26,33,53,60,60,124,91,105,198,52,58,110,13,21,34,10,15,26,68,80,148,263,273,532,4,3,9,2823,3073,5900,342,318,660,782,729,1513,9,3,10,0,0,0,99,87,194,29,35,59,130,124,255,2475,2172,4645,6,16,22,13,15,28,2494,2198,4696,415,421,838,6,19,27,7390,7384,14781
POA6064,1025,1185,2213,896,1095,1993,0,0,0,584,622,1209,3,3,7,3001,3306,6305,32,37,69,501,524,1031,102,111,215,24,34,54,20,24,49,52,59,118,103,128,236,211,267,474,90,117,200,16,18,38,47,51,95,95,136,227,766,805,1573,14,12,29,6563,7364,13926,152,134,292,1181,1096,2281,8,10,16,0,0,0,53,42,95,47,78,128,100,123,230,5140,4470,9618,51,46,102,12,20,40,5212,4540,9756,964,970,1933,19,40,55,15231,15465,30698
POA6065,733,969,1704,2637,3397,6034,3,3,8,510,579,1091,0,0,0,6290,7402,13697,82,119,201,743,747,1489,121,166,283,87,105,191,37,47,83,156,154,310,247,297,545,665,727,1390,363,439,801,25,42,65,45,66,119,310,466,780,1338,1548,2893,38,43,78,13701,16357,30056,1771,1700,3475,1168,1214,2380,30,30,57,0,0,0,232,235,467,146,183,331,383,421,799,13219,12313,25536,84,67,151,29,48,81,13332,12431,25761,1317,1259,2580,42,63,102,32481,34438,66918
POA6066,434,562,992,609,791,1398,0,0,0,234,208,445,0,0,3,1971,2136,4107,22,35,52,179,200,379,24,41,62,26,26,51,11,13,25,15,19,30,51,67,113,86,112,196,57,64,121,16,13,31,18,26,40,75,85,161,281,340,625,8,6,17,3681,4170,7857,104,93,201,828,813,1642,34,40,74,0,0,0,23,23,45,24,42,65,48,63,115,3317,2928,6250,25,14,50,7,17,27,3354,2966,6323,449,443,894,4,18,22,8940,9172,18115
POA6067,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,48,0,0,0,0,0,0,24,25,48,0,0,3,0,0,0,42,51,83
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,0,10
POA6069,228,346,578,2082,2716,4796,0,0,0,369,433,809,0,0,0,3702,4192,7896,29,40,71,167,167,330,85,101,186,62,73,133,41,49,97,32,20,48,145,159,307,380,448,829,242,301,543,29,53,83,53,64,118,189,230,417,899,1096,1996,31,34,66,8545,10173,18720,659,655,1315,561,592,1156,17,17,29,3,3,5,452,431,874,67,90,157,519,520,1039,9945,9800,19744,58,45,101,30,46,72,10026,9894,19921,1136,1126,2261,31,34,63,21727,23354,45078
POA6070,10,18,29,226,242,462,0,0,0,27,32,59,3,0,3,185,207,391,7,10,20,9,6,14,16,9,21,15,13,22,9,7,17,0,0,0,3,10,13,6,6,8,19,19,42,0,0,0,4,4,9,24,34,55,65,72,142,7,11,18,615,680,1298,0,4,4,5,4,13,0,5,13,0,0,0,0,0,0,22,13,31,22,13,31,1016,1012,2033,10,3,11,3,5,9,1025,1025,2048,78,74,152,0,0,0,1762,1832,3591
POA6071,11,17,29,193,236,425,0,0,0,44,42,80,16,16,28,185,188,370,8,11,14,10,8,28,13,15,28,3,4,7,6,9,12,0,0,0,4,13,19,0,6,5,15,17,28,0,0,3,3,4,9,26,44,64,52,83,138,3,0,7,580,698,1275,6,3,7,0,5,3,3,3,8,0,0,0,0,0,0,9,12,24,9,12,24,885,861,1744,10,0,6,0,6,9,893,870,1766,80,89,172,3,0,0,1594,1696,3292
POA6072,0,0,7,36,51,90,0,0,0,14,16,26,4,7,8,52,48,99,0,0,0,0,0,0,4,5,11,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,5,3,15,0,0,6,0,0,0,3,5,9,24,15,40,0,0,0,148,164,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,221,211,427,0,0,0,0,0,0,221,212,428,23,19,44,0,0,0,393,402,797
POA6073,10,23,35,205,265,473,0,0,0,34,44,72,17,18,35,187,241,429,5,11,17,8,3,9,10,13,24,3,8,9,0,0,4,0,0,6,8,8,14,6,11,17,13,15,28,0,0,0,3,3,7,34,40,74,52,73,123,0,0,7,583,768,1352,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,9,9,17,9,9,17,742,757,1496,3,0,3,3,4,7,751,758,1512,76,84,161,0,3,0,1430,1648,3082
POA6074,3,5,7,68,73,133,0,0,0,5,5,16,0,0,0,55,52,116,0,3,5,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,8,8,0,0,0,0,0,0,8,11,18,14,19,36,3,7,6,164,184,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,271,242,513,0,0,3,0,4,4,269,252,520,31,32,63,0,0,0,479,478,951
POA6076,57,109,166,1311,1558,2874,0,0,0,182,217,396,83,60,142,2243,2441,4683,39,50,88,49,50,103,26,39,68,6,15,24,40,39,82,0,0,0,37,41,73,48,48,103,153,187,339,5,7,11,129,143,273,218,306,525,358,416,777,40,35,73,4979,5659,10639,27,21,52,29,20,51,7,10,18,0,0,0,12,15,32,33,41,75,42,60,105,4901,4610,9507,34,34,67,9,32,37,4946,4671,9616,488,478,964,16,11,21,10584,11047,21637
POA6077,22,25,43,98,136,232,0,0,0,9,12,22,0,0,0,201,177,376,0,0,0,6,0,10,0,0,0,6,0,9,5,3,6,0,0,0,6,8,11,28,25,58,8,17,23,0,0,3,0,0,0,14,17,36,26,35,66,0,0,0,405,446,852,7,4,13,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,252,554,6,4,7,3,5,4,313,255,571,45,46,90,0,8,5,800,787,1586
POA6078,8,12,16,42,64,101,0,0,0,18,16,29,0,0,0,111,104,219,0,0,0,8,3,13,0,0,6,0,0,0,0,0,0,0,0,0,0,4,8,7,7,15,18,3,18,0,0,0,0,0,0,5,15,24,18,22,47,0,0,0,235,244,473,0,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,207,147,353,0,0,0,0,0,3,211,151,360,24,32,56,0,0,4,479,435,917
POA6079,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,16,15,34
POA6081,16,22,40,284,337,617,0,0,0,57,60,115,21,20,45,259,347,607,14,15,30,6,4,11,18,23,41,3,0,4,10,8,14,0,0,0,9,12,17,16,21,35,21,30,49,0,0,0,7,10,13,16,50,76,65,79,144,10,4,17,813,1027,1843,0,3,7,8,12,16,0,0,4,0,0,0,0,0,0,4,13,17,8,13,16,1357,1215,2577,11,9,16,4,4,8,1372,1230,2595,111,118,230,3,0,6,2335,2423,4755
POA6082,8,24,34,164,215,375,0,0,0,57,59,115,4,0,3,168,192,363,3,10,14,15,6,21,3,10,13,0,0,4,0,4,10,0,0,5,4,0,3,4,9,12,10,13,25,0,0,0,0,0,0,13,20,33,40,59,102,12,3,15,503,597,1103,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,12,9,963,916,1879,3,4,10,0,6,9,965,929,1893,118,103,224,3,0,5,1605,1667,3272
POA6083,5,24,29,229,246,476,0,0,0,19,27,44,0,0,3,232,259,492,3,12,16,5,3,7,3,9,10,0,0,0,0,9,8,0,0,0,3,9,12,5,15,22,21,24,48,0,3,3,5,8,15,26,44,68,42,63,102,0,0,0,603,724,1325,0,0,0,7,3,14,4,0,4,0,0,0,0,0,0,3,17,15,3,17,15,890,857,1745,5,6,15,0,0,4,900,865,1761,109,98,201,0,0,0,1623,1730,3360
POA6084,11,32,47,553,658,1215,0,0,0,31,33,72,0,0,0,655,753,1403,4,12,15,19,16,33,4,12,22,10,5,7,12,9,22,0,0,0,12,26,36,52,35,83,59,53,111,3,11,13,8,12,24,44,78,119,131,140,265,4,13,13,1615,1850,3464,4,10,11,14,13,30,0,4,4,0,0,0,11,7,18,7,17,23,19,30,43,2324,2057,4378,16,7,26,3,6,9,2344,2067,4412,363,301,671,53,4,60,4428,4313,8747
POA6090,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,7,0,8,5,0,5,0,0,0,23,3,22
POA6100,246,364,609,503,561,1059,0,0,0,90,72,160,0,0,0,1435,1568,2998,18,28,45,52,57,106,16,25,39,4,3,9,13,21,40,7,10,16,40,40,82,55,64,120,80,91,171,5,8,11,12,16,29,100,117,221,215,248,461,4,9,11,2645,2935,5578,417,368,781,250,249,501,10,7,15,4,0,4,45,45,82,25,29,53,72,73,144,3670,3323,6999,34,29,64,4,16,23,3710,3369,7080,757,687,1446,29,29,59,8131,8075,16206
POA6101,249,306,558,497,592,1092,0,0,0,66,83,155,0,0,4,1516,1734,3248,21,26,45,55,55,110,41,41,83,5,10,19,18,32,51,18,23,40,29,34,62,49,69,112,73,89,156,7,7,11,19,12,35,93,125,222,221,276,498,5,4,12,2738,3220,5956,240,204,445,355,312,662,5,7,11,0,0,0,52,52,102,36,42,75,87,92,183,4140,3730,7868,51,47,95,10,19,30,4203,3788,7993,645,515,1156,13,20,30,8537,8456,16994
POA6102,512,548,1061,292,467,758,0,0,0,112,118,230,9,12,21,962,1045,2005,8,16,21,20,24,46,19,17,38,12,4,11,11,16,24,17,14,30,54,48,101,55,70,125,87,82,167,0,6,10,11,30,45,88,146,236,234,249,483,0,10,15,1982,2381,4359,356,298,656,708,419,1130,7,6,9,0,0,0,96,80,176,33,40,70,131,120,249,2534,2180,4707,36,25,57,8,8,18,2580,2213,4791,702,863,1559,25,33,62,6995,6882,13877
POA6103,202,284,488,298,353,642,0,0,0,55,65,118,0,0,0,1000,1128,2124,3,8,12,44,36,76,22,21,42,4,12,15,9,9,20,6,3,14,29,39,64,46,63,109,53,51,101,0,9,7,9,19,28,58,56,115,158,198,352,4,0,9,1796,2055,3853,211,154,369,363,280,639,4,3,7,0,0,0,45,33,81,23,34,58,74,68,138,2373,1984,4358,37,18,54,11,9,19,2426,2011,4434,499,352,850,29,23,55,5599,5233,10829
POA6104,237,284,519,567,648,1213,0,0,0,86,76,159,0,0,4,1530,1624,3154,16,15,32,40,48,91,27,33,58,16,12,31,15,24,45,11,10,26,49,47,92,69,94,165,75,79,158,13,24,38,20,21,44,101,112,212,226,281,507,14,12,18,2878,3156,6039,227,180,410,417,381,800,4,8,7,0,0,0,73,34,108,30,40,69,100,73,175,3044,2597,5641,25,19,46,8,13,28,3084,2625,5713,802,707,1512,49,21,69,7794,7444,15240
POA6105,307,359,663,484,616,1104,0,0,0,77,83,160,0,0,0,1569,1759,3329,15,13,31,53,55,110,22,25,47,27,35,67,5,11,14,8,7,15,40,71,114,60,92,146,79,84,159,7,13,17,16,29,49,62,111,174,223,291,516,6,8,12,2761,3305,6067,273,223,496,984,894,1883,0,3,3,0,0,0,109,66,170,17,30,52,125,95,219,2805,2575,5377,18,20,41,3,9,12,2825,2600,5428,546,543,1085,12,21,36,7840,8043,15884
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,18,0,24
POA6107,1028,1184,2211,1094,1329,2418,0,0,0,522,589,1115,13,14,31,4082,4477,8554,71,92,166,101,113,214,70,107,177,33,37,69,22,39,59,84,90,171,177,200,385,289,304,593,302,319,622,16,27,40,77,103,176,215,258,469,909,1060,1968,41,43,83,8125,9199,17321,1735,1436,3168,2835,2513,5345,4,8,6,5,0,5,1278,1133,2413,91,103,185,1369,1237,2608,7290,6516,13810,48,24,76,20,37,59,7367,6575,13939,1651,1469,3117,71,75,145,24173,23695,47866
POA6108,398,543,935,872,1187,2062,0,0,0,210,251,463,4,3,3,1903,2094,4002,38,40,80,58,59,118,44,56,99,34,27,59,21,28,51,20,24,45,78,100,174,158,170,329,157,181,337,9,14,20,43,57,97,130,184,311,418,497,921,17,30,50,4222,5012,9228,253,229,480,1365,1331,2689,8,4,11,0,5,3,202,166,367,37,56,94,242,224,459,4294,3851,8148,27,23,48,16,23,38,4335,3896,8233,645,594,1238,26,32,55,11486,11856,23338
POA6109,133,166,297,406,507,918,0,0,0,181,213,393,0,0,0,1208,1255,2456,19,21,37,23,29,47,22,35,58,14,11,28,9,12,23,28,18,49,28,38,63,68,100,169,70,76,150,5,12,17,39,26,62,50,52,102,241,288,522,16,20,35,2427,2703,5125,280,264,548,938,879,1818,4,0,3,0,0,0,169,146,321,23,37,59,190,186,373,2011,1750,3758,19,12,29,3,7,11,2030,1768,3800,535,464,996,17,12,31,6548,6447,12997
POA6110,456,636,1088,1580,2040,3620,0,0,0,473,538,1011,8,10,15,3406,3843,7247,43,59,105,65,76,143,73,89,163,49,69,116,32,39,69,59,57,114,131,159,294,424,472,898,256,296,550,35,44,83,89,125,214,199,308,498,845,910,1758,24,49,71,7790,9176,16968,857,884,1741,2564,2362,4927,9,10,18,3,0,5,316,303,620,50,103,154,368,410,773,8147,7449,15592,45,36,79,24,44,65,8211,7522,15737,1385,1443,2825,42,61,107,21681,22504,44188
POA6111,139,217,349,1216,1446,2662,0,0,0,267,266,534,29,30,62,1517,1670,3191,34,37,72,31,33,60,75,82,157,20,28,47,21,18,43,8,6,12,39,54,88,110,134,242,242,269,508,11,17,27,62,61,121,128,176,300,420,484,902,22,24,48,4241,4838,9081,140,129,270,225,188,411,5,9,17,0,0,3,59,47,99,36,69,103,91,116,203,5689,5268,10961,39,35,73,27,31,54,5753,5330,11090,792,794,1587,11,20,33,11407,11636,23039
POA6112,761,1000,1764,2388,2996,5378,0,0,0,795,882,1677,77,80,160,5046,5742,10788,53,59,112,80,96,178,95,138,229,85,90,178,60,64,127,110,92,200,251,258,508,717,846,1555,808,909,1715,27,36,68,191,218,408,255,334,597,1721,1988,3714,51,72,122,12810,14900,27716,2019,2024,4042,1096,1163,2264,10,8,17,7,3,6,1066,961,2028,130,199,330,1203,1165,2365,13577,13077,26660,105,67,174,35,53,81,13718,13197,26917,2155,2013,4167,63,90,152,33842,35558,69404
POA6121,9,13,23,187,222,406,0,0,0,31,31,68,0,0,0,282,307,592,0,5,3,7,9,12,0,4,5,0,3,3,0,3,7,0,0,0,0,6,9,15,10,25,37,36,74,5,4,9,0,4,7,28,31,55,74,80,152,0,3,3,670,755,1426,0,4,0,8,5,21,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,744,665,1411,5,4,8,0,0,0,748,675,1421,68,61,135,4,0,6,1520,1522,3039
POA6122,64,97,164,848,1101,1948,0,0,0,149,193,349,8,3,13,1315,1522,2839,15,13,21,27,19,51,26,38,69,41,45,80,9,20,27,3,4,12,60,63,124,167,185,348,281,307,588,4,7,12,29,44,77,76,117,196,484,544,1030,14,12,25,3567,4236,7805,219,239,456,179,181,366,0,0,0,0,0,0,255,248,500,31,56,80,286,301,580,5305,5386,10691,22,23,46,5,19,21,5332,5423,10759,442,455,901,5,25,29,10104,10959,21059
POA6123,9,9,18,111,121,234,0,0,0,6,16,24,0,0,0,115,128,240,0,0,0,6,0,3,0,4,7,0,0,0,0,6,6,0,0,0,0,0,5,14,9,30,49,46,99,0,0,0,6,5,10,14,21,32,59,58,115,5,0,5,379,417,796,5,7,10,0,0,0,0,0,0,0,0,0,0,3,6,0,6,4,3,5,10,594,581,1176,5,0,12,0,0,0,603,585,1192,75,70,139,0,0,0,1072,1091,2165
POA6124,6,10,10,84,88,173,0,0,0,8,9,14,0,0,0,68,77,147,0,0,0,3,4,7,0,4,4,0,0,0,0,7,8,0,0,0,0,9,8,3,5,12,37,35,72,0,0,0,0,6,5,7,3,5,25,23,52,0,0,4,239,271,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,273,555,3,0,3,0,0,0,287,274,562,46,44,93,0,0,0,581,599,1177
POA6125,11,16,27,188,271,461,0,0,0,19,29,56,0,0,0,194,177,377,4,12,14,0,0,3,7,4,14,0,0,0,3,8,10,0,0,0,7,4,7,4,5,11,58,48,107,0,0,0,0,0,0,31,40,68,73,80,153,0,0,0,601,685,1291,0,0,0,4,0,11,0,3,3,0,0,0,0,0,0,0,8,15,0,8,15,790,764,1552,4,3,5,3,0,3,801,768,1566,488,123,611,0,5,4,1915,1611,3525
POA6126,31,0,34,19,21,36,0,0,0,0,0,0,0,0,0,23,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,4,4,0,0,0,0,0,0,0,0,0,3,5,9,3,8,15,0,0,0,49,64,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,90,0,0,0,0,0,0,49,42,87,15,8,23,0,0,0,145,113,258
POA6147,506,566,1068,457,580,1041,0,0,0,136,142,282,3,9,13,1150,1276,2430,15,10,23,33,34,66,33,44,81,14,22,33,15,15,30,22,19,37,55,79,133,79,99,174,140,135,277,0,12,9,12,14,25,88,115,203,278,324,599,5,13,22,2537,2947,5476,311,272,579,685,658,1336,3,4,5,0,0,0,153,95,245,32,42,75,180,140,325,2689,2421,5112,14,8,27,16,14,26,2721,2444,5166,439,365,805,30,17,44,7397,7406,14803
POA6148,502,670,1173,696,924,1622,0,0,0,235,251,482,26,29,61,1427,1691,3117,26,26,52,47,48,99,20,35,51,4,8,16,18,20,48,24,23,39,69,80,144,119,152,271,189,221,408,5,7,16,36,85,124,155,235,388,364,428,792,5,5,17,3479,4271,7745,525,508,1036,406,395,802,6,5,10,0,0,0,92,81,170,43,38,80,135,113,250,3505,3241,6745,23,25,50,11,19,27,3536,3279,6820,373,360,728,24,28,58,8984,9635,18623
POA6149,338,427,767,959,1146,2110,0,0,0,162,229,386,29,36,62,1498,1698,3200,24,31,56,35,45,78,18,17,33,10,11,15,18,19,43,6,13,21,101,106,207,149,161,308,283,273,556,0,9,18,4,8,16,194,285,477,331,417,746,6,0,8,3813,4514,8322,290,301,587,162,162,318,12,8,20,0,0,0,56,67,116,30,39,73,88,99,185,3902,3662,7564,36,17,50,7,18,28,3947,3695,7642,315,313,628,11,14,31,8973,9534,18503
POA6150,287,395,686,539,692,1232,0,0,0,173,173,345,15,17,35,1550,1688,3236,11,10,18,44,42,82,3,5,15,3,0,7,6,12,21,11,5,13,59,57,119,87,97,187,189,214,409,0,0,9,0,3,9,154,191,343,235,299,533,0,0,4,3080,3526,6611,180,165,344,111,92,201,9,0,8,0,0,0,25,30,58,25,32,60,52,66,116,2198,2123,4327,16,8,27,5,9,18,2226,2143,4370,621,840,1462,18,20,35,6581,7252,13831
POA6151,171,255,427,810,969,1774,0,0,0,63,74,141,6,7,10,1635,1870,3505,25,23,43,116,123,236,20,19,44,6,6,9,16,24,35,9,8,17,47,51,98,44,58,106,114,126,237,4,7,9,12,26,35,232,254,486,207,263,467,6,10,17,3371,3905,7269,165,158,319,155,116,275,30,26,55,0,0,0,21,34,53,46,51,93,66,82,145,3911,3390,7300,48,36,85,9,17,32,3968,3438,7410,485,517,1000,50,40,89,8454,8536,16990
POA6152,407,523,931,1009,1414,2426,0,0,0,142,215,358,23,15,38,2791,3049,5838,39,52,96,114,117,232,29,42,72,28,26,53,26,48,73,18,18,39,64,74,137,114,133,247,184,227,411,11,8,20,17,24,40,246,393,643,317,412,724,6,11,19,5174,6278,11451,257,248,507,429,363,795,19,16,27,7,0,10,28,33,60,55,76,132,84,111,199,5192,4971,10167,48,34,87,13,28,39,5258,5035,10290,765,829,1587,48,35,87,12445,13427,25879
POA6153,228,363,595,995,1296,2282,0,0,0,205,252,457,13,7,18,2117,2494,4607,8,19,31,113,128,241,16,26,43,13,16,29,18,32,50,6,8,14,48,62,109,116,159,274,207,255,461,6,6,7,14,21,43,236,332,564,342,418,760,7,13,18,4469,5540,10002,182,208,395,189,205,397,20,13,33,0,0,4,49,54,101,88,89,180,140,147,284,4291,3985,8279,33,19,47,14,28,45,4340,4035,8369,450,473,925,59,51,116,10074,11039,21109
POA6154,78,139,218,525,709,1230,0,0,0,97,120,214,6,10,18,1087,1366,2454,12,28,33,50,43,92,14,14,30,0,5,5,12,19,33,0,7,3,24,31,55,56,71,127,110,123,235,0,0,3,3,5,13,101,181,282,125,168,292,4,3,8,2235,2899,5136,41,34,75,47,59,109,3,7,12,0,0,0,16,12,23,12,19,29,24,31,51,2277,2072,4348,11,16,23,9,18,22,2296,2104,4397,195,206,396,16,12,29,4941,5484,10422
