SA1_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
50302104232,0,4,0,10,0,5,5,10,0,28,0,28,0,31,5,33,0,8,0,11,3,6,0,9,0,9,4,13,0,8,0,7,0,0,0,0,7,97,9,116,0,3,0,3,0,10,0,10,0,36,3,41,0,22,0,22,0,10,0,10,6,15,0,21,3,10,0,13,0,5,0,7,0,3,0,6,7,109,7,128,0,12,0,12,0,19,5,20,4,66,4,70,5,50,5,61,0,14,0,16,5,23,0,30,3,15,7,25,0,11,0,11,0,3,0,10,15,213,22,247
50302104233,0,11,0,11,0,21,5,29,0,62,4,68,5,42,0,48,3,32,3,37,11,27,0,39,3,24,0,31,0,11,0,13,0,0,0,0,24,229,17,266,0,10,0,13,0,38,6,43,4,98,9,103,3,46,5,48,7,31,3,47,3,29,0,40,8,29,0,32,5,16,0,11,0,4,0,4,32,290,24,344,0,28,0,29,0,61,13,69,4,159,13,172,5,89,5,94,15,63,11,87,10,55,0,71,13,45,0,63,5,21,0,23,0,4,0,4,60,520,35,613
50302104234,0,6,0,6,0,9,3,17,3,55,10,67,3,37,0,44,0,19,0,22,6,18,0,20,6,17,0,25,0,5,0,5,0,0,0,0,16,179,16,205,0,10,0,11,0,15,4,22,4,65,5,75,3,45,3,51,3,20,0,29,3,20,3,25,4,17,0,23,0,7,0,10,0,0,0,0,21,199,20,244,0,14,3,15,0,30,3,33,7,119,17,146,9,87,5,92,0,43,3,50,9,40,3,47,10,34,5,40,0,14,0,16,0,0,0,0,32,383,33,448
50302104235,0,8,0,8,0,10,0,13,0,24,0,26,0,18,3,17,0,4,0,9,3,14,0,21,0,14,0,14,0,9,0,8,0,0,0,0,14,96,3,113,0,5,0,6,0,23,0,23,3,28,0,31,0,23,0,23,3,20,3,25,7,22,0,28,0,18,0,15,0,10,0,7,0,4,0,4,14,142,3,161,0,14,0,13,0,24,0,29,5,49,0,51,0,37,3,44,6,27,5,32,11,40,0,46,4,24,0,31,4,12,0,15,0,4,0,4,29,237,5,276
50302104236,0,7,3,10,0,16,0,16,4,76,7,87,0,32,4,45,3,15,3,23,0,11,0,13,0,11,0,12,0,5,0,5,0,0,0,0,8,174,23,202,0,0,0,0,0,24,4,28,4,85,6,95,0,30,4,37,4,12,0,24,0,7,0,7,0,13,0,10,5,0,0,3,0,0,0,0,16,170,9,196,0,9,3,7,0,42,4,40,5,160,12,183,4,64,7,81,9,29,10,39,0,17,0,22,4,18,0,24,5,5,0,5,0,0,0,0,28,342,32,399
50302104237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,22,0,16,8,41,0,53,4,34,3,40,12,97,9,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,34,4,44,10,78,10,97,3,82,11,91,17,195,22,234,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,13,51,4,61,14,121,12,149,9,112,6,130,30,291,24,351
50302104238,0,11,0,16,0,3,0,5,0,19,0,19,0,35,0,37,5,35,0,38,3,19,0,30,8,34,3,39,4,20,0,26,0,3,0,3,26,182,8,214,0,8,0,8,0,22,0,25,0,20,0,20,3,38,0,43,5,29,0,39,12,22,0,38,9,38,0,48,3,17,0,23,5,3,0,7,27,200,5,235,0,25,0,25,0,28,0,30,0,34,0,34,0,71,0,76,7,69,0,73,14,46,5,63,13,68,6,91,7,41,0,46,5,9,0,11,54,386,11,448
50302104239,0,0,0,0,0,10,0,10,0,3,0,4,0,10,0,10,0,15,0,18,5,20,0,28,6,24,0,30,0,7,0,9,0,0,0,0,14,96,4,117,0,5,0,5,0,6,0,7,0,19,0,19,0,12,0,14,0,8,0,11,12,22,0,31,4,19,0,23,6,4,0,7,0,5,0,5,23,88,4,116,0,6,0,6,0,15,0,17,0,21,0,24,0,21,0,24,4,25,0,30,19,41,3,62,12,45,3,57,5,8,0,19,0,5,0,5,39,184,6,228
50302104240,0,7,0,6,4,24,0,32,0,87,4,92,0,38,0,41,5,31,0,32,5,21,6,33,0,20,6,27,5,15,0,18,0,7,0,11,21,244,23,285,0,5,0,6,0,24,0,27,6,85,11,101,5,34,3,44,5,28,3,32,8,28,0,39,4,25,0,27,5,30,0,33,0,9,0,6,30,263,24,320,4,12,5,14,3,44,0,54,8,170,15,190,8,73,3,87,8,52,7,71,12,51,10,66,5,41,7,56,9,41,0,55,6,16,0,16,55,507,41,608
50302104241,0,5,0,5,0,11,0,14,4,64,0,66,0,47,0,49,0,18,0,17,0,8,0,9,0,8,0,8,0,0,0,3,0,3,0,3,8,168,3,174,0,10,0,10,0,9,0,9,5,61,0,63,4,41,0,46,0,17,0,17,0,6,0,6,0,12,0,14,0,3,0,6,0,0,0,0,13,156,3,172,0,7,0,7,0,18,0,17,11,128,0,135,4,88,3,93,0,35,0,31,0,19,0,16,0,22,0,21,3,8,0,11,0,0,0,6,17,320,13,344
50302104242,0,7,0,10,0,5,0,5,0,46,5,51,0,31,5,31,5,22,0,25,5,24,3,30,4,23,3,30,0,12,0,12,0,0,0,4,15,163,12,195,0,5,0,5,0,6,0,6,0,31,0,37,8,33,6,46,8,25,4,29,8,24,0,38,4,17,3,29,5,13,4,17,0,3,0,3,32,157,16,217,0,16,0,13,0,8,0,8,0,80,5,88,8,59,13,74,10,43,4,56,17,49,7,69,9,42,4,59,5,18,4,26,0,6,0,5,53,324,31,409
50302104243,0,4,0,4,0,12,0,12,3,46,3,56,3,34,0,40,5,18,0,22,0,14,0,14,0,13,0,11,0,3,0,3,0,0,0,0,10,139,3,154,0,0,0,0,0,20,0,20,0,57,0,56,0,46,0,48,4,20,0,24,6,3,0,12,0,10,0,9,0,4,0,4,0,0,0,0,14,155,7,178,0,7,0,7,0,25,0,25,3,103,3,111,6,81,4,92,9,43,3,48,10,12,0,20,4,21,0,21,0,6,0,6,0,0,0,0,30,295,7,333
50302104244,0,5,0,5,0,6,0,12,4,43,15,58,0,14,5,16,0,9,0,9,0,8,6,12,0,4,0,4,0,0,0,0,0,0,0,0,6,90,18,114,0,0,0,0,0,13,0,20,3,43,14,56,0,21,6,21,5,8,3,12,0,10,0,10,0,10,0,13,0,4,3,6,0,0,0,0,6,108,23,141,0,0,0,0,3,22,5,31,4,83,19,110,0,27,4,39,5,17,3,19,0,18,6,23,0,15,0,21,0,4,3,6,0,0,0,0,12,195,39,250
50302104301,0,3,0,3,0,14,0,14,0,42,3,48,0,22,0,22,0,19,0,21,0,4,0,10,4,7,0,14,0,4,0,4,0,3,0,3,6,124,8,136,0,6,0,6,0,13,0,16,4,40,3,45,0,22,0,24,4,13,0,18,0,9,0,13,0,13,0,17,0,4,0,4,0,0,0,0,11,124,7,136,0,11,0,11,0,29,0,25,3,81,7,96,0,46,0,46,3,36,0,39,4,16,0,19,7,24,0,27,0,5,0,12,0,6,0,6,17,246,8,272
50302104303,0,8,3,12,0,13,4,15,0,52,3,62,0,49,7,57,0,20,3,28,3,13,0,16,0,16,5,19,0,6,0,6,0,0,0,0,7,173,26,202,0,5,0,5,0,21,0,23,0,60,5,66,0,47,8,53,5,18,0,20,0,7,0,15,0,12,3,17,0,0,0,6,0,3,0,3,16,173,7,198,0,13,3,17,0,33,0,39,0,114,9,123,6,95,13,107,3,40,3,43,6,17,0,28,7,29,4,34,0,9,0,8,0,4,0,4,20,343,30,399
50302104304,0,4,0,7,3,7,0,9,4,60,7,70,3,44,3,51,0,14,0,15,0,18,0,23,0,15,0,25,0,15,0,21,0,16,0,18,20,203,14,231,0,7,0,6,0,20,0,21,4,56,5,72,3,40,7,52,3,9,4,15,5,13,0,18,4,24,3,35,0,16,0,20,3,32,0,35,28,225,16,276,4,16,0,13,3,26,0,29,10,117,13,139,6,84,7,98,7,29,4,34,5,33,0,40,11,48,7,59,3,35,0,42,3,42,0,47,52,424,30,502
50302104305,0,9,0,6,0,15,0,15,0,49,3,55,0,32,7,29,0,11,0,16,0,5,0,10,0,14,0,15,0,9,0,10,0,0,0,0,5,136,11,152,0,9,0,11,0,25,3,33,4,55,0,62,0,29,4,33,5,15,0,23,4,11,0,21,5,13,5,29,0,4,0,9,0,8,0,3,28,180,19,221,0,19,0,18,0,43,3,43,4,103,7,117,6,55,3,66,5,28,0,31,3,17,0,27,3,29,6,41,4,15,3,17,0,5,0,8,27,315,31,376
50302104306,0,11,0,9,0,11,0,11,0,66,3,68,3,44,3,52,0,28,3,34,5,10,0,18,5,12,0,15,6,9,0,11,0,0,0,0,19,196,13,224,0,5,0,5,5,17,0,18,0,69,4,73,3,35,4,45,7,27,0,36,13,18,0,35,3,19,0,21,0,14,0,22,0,5,0,5,36,208,15,254,4,16,0,16,5,29,0,30,4,130,13,143,9,84,6,94,5,56,3,70,20,32,0,50,6,33,0,39,7,25,0,30,0,9,0,9,56,403,29,485
50302104307,0,0,0,3,0,16,0,14,0,38,3,40,0,20,4,25,0,10,0,16,0,6,0,9,0,4,0,4,0,0,0,0,0,3,0,3,3,104,11,116,0,5,0,3,3,17,3,18,0,41,6,48,0,30,0,33,0,11,0,11,0,11,0,14,0,7,0,7,0,7,0,7,0,0,0,0,5,121,11,136,0,5,0,8,3,33,5,33,0,82,4,87,0,53,6,58,0,22,0,25,6,19,0,20,0,7,0,12,0,9,0,9,0,3,0,3,8,218,23,254
50302104308,0,3,0,3,0,12,0,12,3,60,0,64,5,27,0,28,0,18,3,21,0,12,0,12,4,9,0,14,3,9,0,12,0,0,0,0,19,146,7,170,0,5,0,5,0,18,0,18,5,59,0,69,8,29,0,40,5,14,0,23,0,25,0,25,0,16,0,18,0,14,0,17,0,4,0,7,20,179,9,209,0,3,0,3,0,27,0,27,12,118,0,129,10,53,3,67,7,28,0,47,4,34,0,39,4,24,0,31,4,23,0,26,0,9,0,12,39,327,11,374
50302104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
50302104310,0,7,0,6,0,9,0,6,0,31,6,33,0,33,0,35,0,28,0,24,3,28,4,29,3,24,0,30,0,7,18,24,0,0,11,11,10,155,35,200,0,6,0,12,0,11,0,8,3,53,0,57,3,34,3,44,4,32,7,37,5,23,5,33,7,24,9,35,0,7,13,20,0,4,30,37,23,198,64,289,0,14,0,21,0,13,0,14,3,85,6,90,3,67,6,83,5,54,3,63,13,50,9,69,7,48,7,67,4,11,30,45,0,4,38,49,39,352,103,489
50302104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50302104313,0,4,0,3,0,14,0,17,4,85,9,100,3,74,9,83,8,23,0,28,3,12,0,11,0,6,0,5,0,0,0,0,0,0,0,0,18,220,25,254,0,3,0,12,0,25,0,28,5,109,0,116,5,59,4,71,0,22,0,21,0,11,0,11,0,7,0,11,0,3,0,3,0,0,0,0,14,245,9,269,0,12,3,13,0,36,3,44,7,198,15,219,11,131,12,155,5,43,0,56,3,19,0,21,3,20,0,24,0,3,0,6,0,0,0,0,32,460,33,524
50302104314,0,3,0,3,0,13,0,13,0,66,3,70,7,54,0,59,0,10,0,14,0,10,0,12,0,11,0,9,0,0,0,5,0,3,0,4,9,175,6,194,0,3,0,3,0,14,0,16,5,61,0,70,4,51,0,54,0,12,0,12,3,10,0,8,4,23,4,26,0,11,0,11,0,4,0,4,16,187,8,215,0,8,0,8,0,28,0,31,6,125,5,142,8,105,4,112,0,27,0,26,8,18,0,27,5,33,4,37,0,13,0,14,0,13,0,11,24,363,16,409
50302104315,0,6,0,6,0,18,0,18,0,56,8,62,5,35,3,43,0,14,0,16,0,10,0,13,0,7,0,7,0,0,0,3,0,0,0,0,7,146,14,166,0,10,0,9,0,18,0,18,4,60,6,67,4,31,0,39,0,12,3,16,0,11,0,11,0,3,0,3,0,0,0,0,0,0,0,0,23,143,10,166,0,14,0,12,0,30,0,34,5,115,5,128,8,70,6,83,0,23,7,35,0,18,0,20,0,10,0,10,0,6,0,10,0,0,0,0,28,285,22,334
50302104316,0,17,0,17,5,18,0,20,6,53,0,55,5,38,0,44,0,25,0,28,8,18,0,21,0,18,0,15,0,9,0,13,0,3,0,3,16,197,0,212,0,12,0,12,0,24,0,26,4,56,3,64,8,44,0,44,4,27,0,31,10,20,0,22,5,27,0,30,0,5,3,9,0,3,0,3,24,216,4,246,0,31,0,31,0,44,0,48,3,109,8,121,7,78,0,88,4,49,0,56,9,31,0,41,4,45,0,50,3,18,3,20,0,7,0,7,38,413,10,461
50302104317,3,19,0,20,0,13,0,17,0,34,5,39,0,64,4,69,3,52,0,59,10,20,0,27,4,13,0,25,3,6,0,8,0,3,0,3,28,233,9,268,0,19,0,20,0,13,0,17,4,44,0,50,9,69,4,78,15,43,0,55,4,18,3,28,9,20,0,31,0,10,0,10,0,3,0,3,39,246,8,291,7,40,0,40,0,31,0,30,4,77,4,89,16,131,4,151,22,95,0,115,14,37,5,54,15,37,0,53,3,19,0,17,0,9,0,9,66,472,18,558
50302104318,0,4,0,9,0,14,0,14,0,10,0,12,0,22,0,24,0,26,0,30,0,22,0,25,3,25,0,28,5,13,0,15,0,5,0,5,16,140,6,161,0,9,0,9,0,16,0,15,3,22,0,20,0,15,0,19,0,27,0,23,11,16,0,29,5,21,0,26,6,6,0,8,0,0,0,0,27,119,6,158,0,12,0,18,5,24,0,27,4,30,5,35,10,32,0,43,5,49,0,54,8,38,5,49,10,45,0,55,7,22,0,27,0,3,0,3,46,261,9,317
50302104319,0,26,0,26,0,6,0,6,0,16,0,16,0,43,6,46,4,42,6,48,3,20,0,23,0,15,0,15,0,6,0,10,0,3,0,3,14,184,6,206,0,27,0,27,0,5,0,10,9,19,0,24,0,48,0,47,15,40,0,51,7,15,0,23,3,12,0,17,0,10,0,10,0,5,0,8,35,167,10,217,0,50,0,55,0,9,0,14,9,29,0,39,8,90,6,92,19,85,3,107,14,38,0,48,6,27,4,33,0,9,0,13,0,10,0,10,52,351,19,418
50302104320,0,18,0,18,0,11,0,11,0,11,0,11,0,44,3,50,0,28,0,28,3,27,0,34,3,25,0,28,0,30,0,31,0,18,0,18,18,202,0,218,0,12,0,12,0,11,0,15,0,9,0,9,5,48,5,55,5,24,3,33,9,24,0,32,3,29,0,33,0,19,0,19,0,36,0,36,20,212,6,241,0,27,0,27,0,25,0,21,0,27,0,27,9,88,6,104,6,52,3,64,12,50,0,60,9,52,0,55,0,48,0,47,0,55,0,55,35,412,8,456
50302104321,0,9,0,9,0,5,0,12,5,37,0,42,0,51,4,55,0,42,0,41,6,20,0,26,4,26,4,31,0,17,3,19,3,8,0,14,25,210,11,242,0,14,0,15,0,5,0,10,4,36,3,40,3,43,0,53,8,39,0,44,10,25,0,34,7,27,0,37,3,18,0,22,0,4,0,7,36,208,13,253,0,24,0,24,0,17,0,16,5,72,3,88,8,93,4,106,5,76,0,83,10,45,0,59,12,50,10,67,6,27,0,38,10,12,0,17,62,420,21,497
50302104322,3,18,0,13,0,5,0,5,0,15,0,23,3,25,0,30,6,19,0,30,0,28,0,30,6,15,0,20,0,7,0,8,0,3,0,3,11,136,3,153,0,14,0,14,0,11,0,9,0,20,0,24,7,23,0,33,4,24,0,36,5,19,4,28,3,15,0,17,0,3,0,4,0,0,0,0,27,138,3,167,3,31,0,30,0,16,0,15,0,40,0,45,9,53,0,57,13,46,0,60,5,45,4,56,9,34,0,42,3,9,0,16,0,6,0,6,39,277,4,325
50302104323,0,18,0,18,0,9,0,12,0,18,0,18,4,26,0,29,5,39,3,41,4,39,0,40,3,16,0,18,0,3,0,3,0,0,0,0,13,168,6,186,0,21,0,21,0,12,0,12,0,26,0,25,3,37,0,36,8,38,0,43,15,32,0,46,0,13,0,17,0,4,0,4,0,3,0,8,33,177,3,218,0,36,0,39,0,21,0,23,8,39,0,46,7,60,0,67,10,74,3,92,14,71,0,87,3,33,0,37,0,6,0,6,0,9,0,6,48,348,9,402
50302104324,0,6,0,6,0,8,0,6,0,14,0,19,0,31,0,35,5,10,0,11,7,5,0,10,10,15,3,25,8,34,0,37,3,33,5,44,28,161,7,197,0,0,0,0,0,4,0,4,0,19,0,20,0,29,0,31,4,13,0,16,8,10,0,23,6,26,0,31,11,48,0,63,15,119,10,142,46,271,11,325,0,10,0,10,0,9,0,16,0,33,4,41,6,58,0,66,7,24,0,30,7,17,0,28,10,42,7,54,24,84,0,101,18,150,11,183,72,426,21,522
50302104325,0,21,0,21,3,13,0,15,0,19,0,21,4,27,0,36,5,30,0,32,10,22,0,34,5,16,0,20,0,4,0,8,0,0,0,0,23,152,4,184,0,12,0,14,0,8,0,13,0,17,0,22,0,34,0,36,4,26,0,31,13,16,0,31,7,15,0,24,0,0,0,3,0,9,0,9,35,141,3,180,0,29,0,34,0,23,0,24,3,36,0,35,6,64,0,68,6,51,0,62,22,37,0,69,10,31,0,45,3,11,0,11,0,10,0,10,59,292,12,359
50302104326,3,14,0,14,0,7,0,8,0,14,0,17,4,25,0,35,0,19,0,21,4,12,0,15,4,11,0,20,0,8,0,8,0,6,0,6,17,115,0,136,0,9,0,11,0,12,0,12,0,9,0,16,4,29,0,36,0,19,0,25,9,16,0,24,0,10,0,12,0,3,0,4,0,4,0,4,18,118,0,132,3,20,0,27,0,25,0,24,0,27,0,24,7,54,0,66,3,36,0,42,15,33,0,47,4,24,0,28,0,7,0,11,0,6,0,6,38,227,3,270
50302104327,0,17,0,17,0,8,0,8,0,9,0,9,3,17,0,22,5,30,0,35,5,20,0,26,6,9,3,21,0,5,0,5,0,0,0,0,17,122,4,139,0,14,0,12,0,11,0,11,0,8,0,7,3,20,0,20,12,33,0,39,15,10,0,21,3,11,0,13,0,4,0,4,0,3,0,3,32,105,0,135,0,27,0,31,0,15,0,15,0,22,0,21,7,38,0,49,12,57,0,73,16,29,0,49,10,17,6,33,0,11,0,11,0,6,0,6,47,224,9,276
50302104328,0,14,0,15,0,9,0,8,0,12,0,12,0,33,0,31,6,30,0,42,9,21,0,28,0,16,0,14,0,0,0,0,0,0,0,4,19,134,3,156,3,12,0,17,0,9,0,11,3,11,4,19,5,34,0,41,12,32,0,45,10,18,0,31,4,11,0,17,0,6,0,9,0,4,0,9,40,147,9,191,4,28,0,31,3,14,0,20,3,22,8,30,6,63,0,70,16,58,5,78,13,41,0,55,6,29,0,37,0,10,0,12,5,6,0,12,57,277,11,343
50302104329,0,35,0,35,4,11,0,10,0,14,0,17,4,33,0,37,15,55,0,65,12,16,0,29,5,14,0,20,0,10,0,10,0,3,0,5,37,192,3,235,0,22,0,24,0,11,0,12,0,23,0,23,8,40,3,45,14,38,0,57,13,17,0,26,8,14,0,24,0,8,0,10,0,0,0,3,48,180,0,228,0,56,0,59,5,24,0,30,0,37,0,37,14,69,0,85,27,99,0,127,19,35,0,56,11,33,3,46,0,15,0,20,3,9,0,5,81,376,4,459
50302104330,0,16,0,16,0,13,0,10,0,26,4,29,0,34,0,41,4,41,0,47,4,22,4,31,5,20,0,30,0,10,0,12,0,6,0,6,16,194,6,219,0,20,0,20,3,13,0,18,4,27,0,31,8,38,0,41,8,40,0,52,17,24,0,39,0,19,0,23,0,10,0,13,0,6,5,10,37,195,3,232,0,39,0,39,4,27,0,28,3,49,0,58,15,70,0,86,8,87,0,95,21,43,4,66,8,44,0,49,5,22,0,24,0,7,5,9,52,382,7,454
50302104331,0,18,0,18,0,12,0,12,0,35,0,35,0,55,3,64,4,29,4,40,9,23,0,37,4,14,0,20,0,13,0,13,0,3,0,4,23,214,13,251,0,12,0,12,0,15,0,15,0,41,6,43,8,48,0,53,10,34,0,46,9,20,0,22,3,26,4,26,4,9,0,16,0,3,0,5,33,206,11,251,0,30,0,30,0,30,0,30,0,81,6,87,8,101,8,118,14,66,3,87,17,45,3,68,7,31,7,45,5,23,0,29,3,3,0,13,55,420,20,499
50302104332,0,7,0,11,0,12,0,12,0,11,0,12,0,17,0,17,0,28,3,29,0,13,3,23,0,14,0,18,0,6,0,6,0,0,0,0,7,121,5,132,0,11,0,11,0,8,0,9,0,18,0,16,7,22,0,27,7,29,0,38,6,9,0,16,4,20,3,29,0,19,0,24,3,38,0,38,27,178,3,204,0,23,0,24,0,13,0,20,3,31,0,27,7,39,0,46,12,57,3,66,8,28,3,42,8,38,3,40,0,31,0,30,4,38,0,42,36,295,8,339
50302104333,0,12,0,12,0,6,0,6,4,23,0,30,4,18,0,20,3,12,0,21,7,23,0,33,8,24,5,26,0,16,0,18,4,0,0,3,23,133,3,169,0,8,0,8,0,9,0,9,0,12,0,21,3,23,0,24,5,13,0,17,7,17,0,32,6,24,0,38,3,13,0,20,3,14,0,17,32,141,7,175,0,16,0,16,0,12,0,12,5,35,5,46,10,42,0,45,6,33,0,36,18,40,0,60,10,50,9,64,6,27,0,32,7,14,0,20,56,271,12,344
50302104334,0,21,0,18,0,7,0,7,0,32,0,31,0,41,0,41,3,33,0,39,5,28,0,33,0,24,0,27,0,13,0,13,0,0,0,0,14,190,7,211,0,14,0,14,0,4,0,4,0,26,0,32,10,31,0,41,9,35,0,41,9,21,0,33,3,25,5,31,0,6,0,13,0,0,0,3,34,171,8,205,0,31,0,33,0,11,0,11,0,58,3,64,9,68,0,83,8,69,0,80,16,41,3,63,9,53,7,60,0,22,0,25,0,4,0,4,46,357,12,415
50302104335,0,10,0,10,0,3,0,8,0,52,3,58,0,38,0,44,7,20,0,27,3,15,0,17,0,16,0,19,0,7,0,12,0,0,0,0,11,181,11,199,0,6,4,8,0,20,0,20,4,59,0,69,9,32,6,42,9,31,0,38,0,22,0,32,5,17,0,20,0,4,0,6,0,0,0,0,29,196,14,234,0,15,4,22,0,24,0,29,3,115,3,124,10,69,3,83,9,56,3,69,4,38,0,50,10,33,0,46,3,18,3,24,0,0,0,0,39,369,22,433
50302104337,0,3,0,5,0,16,0,16,0,51,5,65,0,58,0,62,3,28,0,36,3,13,3,20,0,26,6,26,0,0,0,0,0,0,0,0,13,202,12,223,0,6,0,6,0,8,0,16,3,67,0,69,4,45,0,49,3,20,0,29,11,17,6,34,0,18,0,25,0,3,0,4,0,6,0,6,24,193,17,234,0,7,0,10,0,22,0,24,6,119,8,135,9,105,4,111,13,52,0,59,8,32,10,52,0,40,5,49,0,12,0,12,0,0,0,0,35,392,27,459
50302104338,0,8,0,8,0,13,0,13,0,17,3,24,0,25,0,29,5,21,0,22,8,24,3,38,4,17,0,21,0,5,0,5,0,5,0,5,16,130,5,155,0,9,0,9,0,12,0,12,0,17,0,17,6,21,0,24,3,27,0,36,4,23,0,30,10,11,0,22,0,4,4,13,0,3,0,3,25,138,4,166,0,16,0,16,0,23,0,22,0,40,3,37,4,49,0,56,6,45,0,53,10,53,3,64,11,29,0,40,0,13,4,12,0,4,0,4,37,271,13,322
