SA1_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
50102101502,0,0,0,9,12,16,0,0,0,9,12,20,3,3,3,4,7,11,0,0,3,11,12,20,0,0,0,15,6,18,0,0,0,15,8,18,4,8,6,3,14,18,0,0,0,9,16,25,0,0,0,13,11,15,0,0,0,13,8,16,0,0,0,10,8,16,0,0,0,10,8,16,4,0,4,10,13,23,0,0,0,13,17,31,0,0,0,10,7,17,0,0,3,8,13,23,0,0,0,10,3,15,0,0,0,10,8,16,0,0,4,11,12,18,0,0,0,7,15,21,0,0,0,11,16,27,6,0,6,12,16,29,0,0,0,16,14,26,0,0,0,18,14,26,0,0,0,14,13,31,0,0,0,16,14,29,0,0,0,37,35,64,0,0,0,39,36,72,7,15,28,159,168,330,9,4,12,179,187,369
50102101503,0,0,0,12,13,25,0,0,0,11,18,27,0,0,0,14,15,27,0,0,4,13,14,29,0,0,0,16,14,28,0,6,6,16,13,34,0,0,0,18,11,31,0,0,0,18,16,29,0,3,0,32,23,58,0,0,0,35,24,60,0,0,0,15,13,30,3,0,3,26,18,38,0,0,0,8,12,20,0,3,8,10,14,27,0,0,0,10,13,22,0,0,0,10,9,25,0,0,0,16,21,34,0,4,0,23,23,38,0,0,0,18,6,24,0,0,0,14,6,22,0,0,0,19,21,36,0,0,3,22,22,44,0,0,0,20,7,31,0,0,0,20,7,31,0,0,4,14,16,28,0,0,0,15,14,28,0,0,0,40,67,111,0,0,0,44,67,117,10,8,13,259,256,513,14,13,27,278,277,553
50102101504,0,0,0,10,3,17,3,0,3,13,3,16,6,0,5,10,3,18,0,0,5,15,7,19,0,0,0,11,11,16,0,0,0,11,11,15,0,0,0,6,5,12,0,0,0,6,5,12,0,0,0,11,8,13,4,0,4,7,8,15,0,0,0,4,9,13,0,0,0,7,9,16,0,0,0,8,15,24,0,0,0,8,13,25,0,0,0,6,6,12,0,0,0,12,6,14,0,0,0,9,6,12,0,0,0,9,6,12,0,0,0,11,12,16,0,0,0,9,12,20,0,0,0,8,10,15,0,0,0,10,10,15,0,0,0,5,8,15,0,0,0,5,8,15,0,0,0,4,13,13,0,0,0,4,13,13,0,0,0,34,35,70,0,0,0,37,33,74,7,0,5,131,135,268,13,3,13,147,140,289
50102101505,0,0,0,5,4,15,0,0,0,12,12,17,3,3,5,17,15,32,0,0,0,21,18,36,6,0,4,15,12,24,0,0,0,16,15,30,0,0,5,18,18,30,0,0,0,12,23,37,0,0,0,7,16,23,0,0,0,10,16,27,0,0,0,20,26,44,0,0,4,21,23,45,0,0,0,9,11,22,5,0,5,14,11,28,0,5,5,11,20,32,0,0,4,14,21,33,0,0,0,19,19,33,3,0,3,28,19,44,0,0,0,15,20,35,0,0,4,13,24,36,0,0,0,18,18,36,3,0,4,25,20,47,0,0,0,13,18,31,0,0,3,15,17,32,0,0,0,18,17,37,0,9,8,21,28,48,0,6,3,59,78,134,0,3,6,65,81,141,12,16,33,247,288,533,22,18,41,290,322,606
50102101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0
50102101507,0,4,4,14,12,25,4,0,4,13,11,28,0,0,5,16,12,25,0,0,0,15,12,30,0,3,3,15,14,35,0,0,0,15,19,33,0,0,0,8,14,19,0,0,0,8,14,22,0,0,3,15,14,26,0,0,0,20,12,32,0,0,4,17,14,32,0,0,0,19,18,36,4,0,4,18,19,41,4,0,4,25,19,41,0,0,0,16,14,36,0,0,0,21,14,35,0,0,0,18,11,31,0,0,0,18,11,31,0,0,0,19,19,38,0,0,0,19,19,38,0,0,0,18,22,47,0,0,0,20,21,47,0,3,0,24,28,55,8,0,9,32,32,62,0,0,0,22,25,42,0,4,4,22,26,46,0,0,0,75,73,149,0,4,7,79,78,157,9,18,22,297,301,597,12,8,24,317,324,643
50102101508,0,4,4,9,8,14,0,0,0,9,8,13,0,0,0,8,9,22,0,0,0,8,9,22,0,0,0,6,12,12,0,0,0,6,12,12,0,0,0,4,4,13,0,0,0,4,7,8,0,0,0,16,19,30,0,0,0,15,18,34,0,0,0,10,6,21,0,0,0,15,8,22,0,0,0,16,9,25,0,0,0,15,12,27,0,0,0,14,11,18,0,0,0,14,11,21,0,0,0,16,12,24,0,0,0,15,15,28,0,0,0,8,15,21,0,0,0,11,15,24,0,0,0,14,20,35,0,0,0,14,30,38,0,0,0,13,14,29,0,0,0,13,17,27,0,0,0,15,22,40,0,0,0,15,22,44,0,0,0,48,55,103,4,0,4,56,55,109,5,9,13,184,215,403,7,7,21,199,239,432
50102101509,0,0,0,17,4,20,0,0,0,17,9,19,0,0,0,0,0,9,0,0,0,7,3,8,0,0,0,3,9,7,0,4,0,3,7,12,0,0,0,6,0,11,0,0,3,7,4,9,0,0,0,6,5,11,0,0,0,11,5,11,0,0,0,6,6,13,0,0,0,6,4,14,0,0,0,3,8,10,0,0,0,3,9,12,0,0,0,3,8,16,0,0,0,3,7,17,0,0,0,8,8,12,0,5,3,5,9,13,0,0,0,8,5,15,0,0,0,8,5,20,0,0,0,6,8,16,0,0,0,6,8,13,0,0,0,5,12,18,0,0,0,5,12,18,0,0,0,12,13,19,0,0,0,9,13,16,0,0,0,33,36,69,0,0,0,37,35,68,3,6,4,124,118,239,8,7,15,129,130,258
50102101510,0,0,0,14,10,25,0,0,0,14,11,26,0,0,0,9,11,20,0,0,0,9,10,23,0,0,0,12,9,23,0,0,0,12,11,23,0,0,0,10,13,22,0,0,0,10,16,27,0,0,0,6,3,16,0,0,0,6,3,13,0,0,0,12,10,23,5,0,0,13,17,28,0,0,0,17,15,31,0,0,0,17,14,30,0,0,0,16,16,34,0,0,0,16,14,33,0,0,4,12,6,15,0,0,0,16,8,21,0,0,0,14,20,38,0,5,5,16,26,43,0,0,0,5,14,22,0,0,0,3,15,23,0,0,0,12,13,22,0,0,0,12,15,26,0,0,0,10,23,35,0,0,0,10,23,35,0,0,3,94,129,220,5,12,15,102,140,244,5,13,16,249,296,541,10,15,28,263,326,590
50102101513,6,3,7,14,20,29,0,0,0,17,28,44,4,4,10,28,17,47,0,0,0,30,25,55,7,4,6,18,22,40,0,0,0,24,27,48,3,3,6,14,14,28,0,0,0,21,18,35,3,5,9,11,14,25,0,0,0,14,17,30,3,9,11,15,12,33,0,0,0,22,19,42,0,0,6,13,17,35,0,0,0,17,22,35,0,0,0,18,17,30,0,0,0,18,17,35,3,4,10,20,13,35,0,0,0,23,15,39,0,0,0,13,18,33,4,0,4,11,20,38,0,0,4,10,9,18,0,0,0,13,14,21,0,0,0,16,22,40,0,0,0,16,23,41,0,0,0,14,21,30,4,0,4,16,16,33,0,4,6,31,27,56,7,0,7,35,30,66,29,41,74,234,236,470,14,5,16,274,284,558
50102101514,3,0,3,27,22,52,0,0,0,29,20,52,0,0,4,17,24,45,0,0,0,20,29,50,5,5,8,30,24,48,0,3,5,28,30,57,0,3,4,20,18,32,0,0,0,18,22,39,0,3,7,24,12,39,0,0,0,23,17,41,0,3,3,14,29,46,0,0,0,20,33,50,0,0,0,27,23,49,0,0,0,25,21,51,0,0,0,23,35,60,0,0,3,29,35,58,0,0,0,25,22,47,0,0,0,25,24,49,0,5,0,10,17,24,0,0,0,12,15,28,0,0,0,13,20,34,0,0,0,10,22,31,0,0,0,26,19,43,0,0,0,26,19,43,0,0,0,14,14,27,0,0,0,8,14,26,0,3,3,25,22,48,0,0,0,23,19,48,12,23,40,279,299,582,8,13,17,303,333,635
50102101515,0,0,3,17,20,38,0,0,0,20,21,42,0,0,3,16,18,32,0,0,0,20,15,38,4,0,4,12,11,24,0,0,0,17,14,33,0,0,0,18,7,25,0,0,0,18,7,26,4,0,4,11,11,17,0,0,0,11,12,22,0,4,4,23,21,47,0,3,3,26,26,52,0,0,0,24,25,50,0,0,3,30,26,56,0,0,5,23,17,38,0,0,0,21,21,43,0,0,0,16,13,25,0,0,0,14,13,26,0,0,0,16,12,26,0,0,0,16,18,33,0,0,0,21,20,32,3,0,6,20,19,42,0,0,0,15,16,28,0,5,5,15,13,30,0,0,0,12,13,32,0,0,0,19,16,34,0,0,0,27,25,57,0,0,4,33,34,66,14,14,28,251,226,476,8,16,21,273,254,527
50102101516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50102101517,0,0,0,19,23,36,0,0,0,19,21,33,0,4,4,21,19,44,0,0,4,19,25,46,6,0,5,25,16,36,6,0,4,33,16,47,0,3,3,8,19,25,0,0,0,8,16,26,0,6,6,15,16,32,0,5,5,14,22,41,0,0,0,18,27,43,0,0,0,22,27,48,0,0,0,27,31,64,0,3,3,33,38,70,0,0,0,23,15,41,4,0,4,25,15,41,0,0,0,19,20,37,0,0,0,12,20,36,0,0,0,10,16,27,4,0,0,16,18,34,0,0,0,8,14,21,0,0,0,12,17,28,0,0,0,9,16,23,0,0,5,12,16,28,0,0,0,17,10,30,0,3,3,14,18,35,0,0,0,15,21,38,0,0,5,18,23,35,8,13,19,236,264,503,20,15,30,265,291,552
50102101518,0,0,0,9,4,14,0,0,0,7,4,16,0,0,0,8,8,15,0,0,0,8,8,18,0,0,0,4,10,14,0,0,0,4,10,14,0,0,0,7,8,13,0,0,0,7,8,13,0,0,0,4,8,10,0,0,0,3,8,13,0,0,0,5,8,11,0,0,0,5,8,11,0,0,0,4,10,15,0,0,0,4,10,15,0,0,0,5,9,14,0,0,0,5,9,14,0,0,0,9,4,14,0,0,0,9,4,14,0,0,0,4,8,12,0,0,0,4,8,12,0,0,0,13,16,32,0,0,0,19,16,35,0,0,0,8,14,22,0,0,0,15,14,27,0,0,0,11,20,28,0,0,0,11,20,28,0,0,0,30,28,51,0,0,0,27,27,54,0,0,0,133,149,281,4,3,4,139,150,288
50102101519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50102101520,0,0,0,6,6,14,0,0,0,6,6,14,0,0,4,7,17,18,0,0,0,9,15,20,0,6,3,9,3,15,0,0,0,8,9,17,0,0,0,4,7,10,0,0,0,4,10,16,0,0,0,6,5,8,0,0,0,6,5,8,0,0,0,14,14,27,0,0,0,19,14,32,0,0,0,8,15,27,0,0,0,12,15,28,0,0,0,4,12,16,0,0,0,4,12,15,0,0,0,11,6,20,0,0,0,11,6,20,0,0,3,4,3,11,0,0,0,5,3,9,0,0,0,3,9,14,0,0,0,3,7,12,0,0,0,8,8,11,0,0,0,6,8,15,0,0,0,6,9,17,0,0,0,6,9,17,0,0,0,27,28,58,0,0,0,27,28,58,9,3,9,119,142,263,4,0,3,127,149,276
50102101521,0,0,0,5,10,16,0,0,0,5,10,16,0,0,0,10,5,15,0,0,0,13,6,22,0,0,0,12,7,19,4,0,4,11,7,23,0,0,0,11,8,14,0,0,0,11,8,16,0,0,0,9,9,17,0,0,0,10,9,21,0,0,0,10,11,17,0,0,0,10,11,17,0,0,0,12,8,16,0,0,0,12,8,16,0,0,0,9,8,14,0,0,0,9,13,17,0,0,0,4,5,17,0,0,0,4,5,17,0,0,0,12,17,26,0,0,0,12,17,26,0,0,0,9,19,25,0,0,0,8,22,32,0,0,0,16,19,31,0,0,0,16,19,31,0,0,0,16,7,25,0,3,3,16,12,29,0,0,0,33,27,56,0,0,0,30,27,59,0,4,4,163,161,322,8,3,8,175,164,338
50102101601,0,0,0,3,9,14,0,0,0,3,9,14,0,0,0,8,8,15,0,0,0,8,8,15,0,0,0,11,9,22,0,0,0,11,9,22,0,0,0,9,17,25,0,0,0,9,15,26,0,0,0,9,5,7,0,0,0,9,0,7,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,4,10,14,0,0,0,4,10,14,0,0,0,6,3,15,0,0,0,6,3,15,0,0,0,6,5,16,0,0,0,11,5,14,0,0,0,3,17,19,0,0,0,3,17,19,0,0,0,12,11,22,0,0,0,12,11,22,0,0,0,15,19,37,0,0,0,15,19,37,0,0,0,26,26,52,0,0,4,28,23,55,0,0,0,124,138,259,6,3,5,124,142,266
50102101602,0,0,0,14,17,27,0,0,0,14,21,29,0,0,0,10,13,25,0,0,0,8,14,23,0,0,0,15,18,31,0,0,0,15,18,32,5,3,8,4,8,17,0,0,0,10,8,19,0,0,0,7,11,18,0,0,0,7,11,18,0,0,0,14,17,30,0,0,0,12,16,32,0,0,0,17,18,37,0,0,0,17,19,37,0,0,0,16,9,30,3,0,3,15,9,25,0,0,0,11,17,27,0,0,0,13,17,33,0,3,3,5,10,20,0,0,0,6,12,21,3,0,3,10,24,35,0,3,3,14,22,35,0,0,0,19,16,37,3,0,7,28,18,47,0,0,0,25,19,37,0,0,0,28,19,41,0,0,0,56,67,124,0,3,6,57,65,130,6,13,21,226,263,484,14,10,21,243,285,526
50102101603,0,0,0,6,5,9,0,0,0,4,5,16,0,0,0,8,7,11,0,3,4,8,7,17,3,0,3,6,3,9,0,0,0,6,8,13,0,0,0,0,3,9,0,0,0,3,3,10,0,0,4,3,3,9,0,0,0,12,4,9,0,0,0,5,6,18,0,0,0,14,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3,0,6,10,0,0,0,6,0,4,0,0,0,5,0,4,0,0,0,5,5,10,0,0,0,4,9,11,0,0,0,3,10,12,4,0,4,6,10,15,0,0,0,6,12,17,0,0,0,9,10,14,0,0,0,11,7,19,0,0,0,12,9,21,0,0,0,25,23,46,0,0,0,25,23,46,10,9,12,90,91,181,5,3,13,106,105,208
50102101604,0,0,0,6,5,8,0,0,0,6,5,8,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,12,7,21,0,0,0,9,7,20,5,0,5,6,8,15,0,0,0,11,8,13,0,0,0,7,0,7,0,0,0,7,0,3,0,0,0,5,0,3,0,0,0,7,0,5,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,4,9,8,0,0,0,8,9,13,0,0,0,0,4,10,0,0,0,0,8,11,0,0,0,6,10,18,0,0,0,9,10,19,0,0,0,7,7,15,0,0,0,9,7,16,0,0,3,6,8,19,0,0,0,9,12,22,0,0,0,13,15,24,0,0,0,13,15,27,0,0,0,25,22,45,0,0,0,26,22,50,9,0,11,111,92,205,5,0,5,126,95,225
50102101605,3,0,3,11,9,14,0,6,7,11,11,26,3,4,6,8,10,13,0,0,0,13,12,23,4,0,7,4,3,12,0,0,4,13,6,17,5,0,7,7,4,14,0,5,3,12,8,19,0,0,0,7,3,11,3,0,3,11,8,16,0,0,0,0,11,13,0,0,0,0,10,13,0,0,0,4,9,10,0,3,8,5,13,17,5,0,5,5,8,10,0,0,0,6,8,15,3,0,6,6,9,12,4,0,5,12,12,21,0,0,0,10,7,19,0,5,5,10,7,18,0,0,0,10,12,19,4,0,9,17,8,27,0,0,0,8,16,24,0,0,0,10,19,25,0,0,0,9,9,19,0,0,4,14,14,22,3,0,0,69,87,153,0,4,6,72,91,167,24,4,28,157,191,347,22,31,52,207,224,429
50102101606,0,0,0,7,8,13,0,0,0,7,11,15,0,0,0,3,13,13,0,0,0,3,13,13,0,0,0,4,9,13,0,0,0,4,9,13,0,0,3,4,10,14,0,0,0,9,11,19,0,0,0,5,6,8,0,0,0,3,7,11,0,0,0,5,6,10,0,0,0,5,6,10,0,0,0,8,7,15,0,0,0,8,6,17,0,5,6,0,8,11,0,0,0,0,8,14,0,0,0,5,6,12,0,0,0,5,6,12,0,0,0,4,11,17,0,5,5,11,14,20,0,0,0,10,5,14,0,0,0,10,8,13,0,0,0,5,0,13,0,0,0,5,0,13,0,0,0,8,9,12,0,0,0,8,9,12,0,0,0,26,32,54,0,0,0,26,28,55,3,8,12,91,117,209,0,5,8,99,133,226
50102101607,0,0,0,11,15,23,0,0,0,11,16,24,0,0,0,18,17,34,0,0,0,18,18,39,0,0,3,20,15,33,0,0,0,18,20,34,0,0,0,3,8,11,0,0,0,3,8,11,0,0,0,9,6,16,0,0,0,12,6,21,0,6,5,16,12,27,3,0,6,18,15,27,0,0,0,17,20,34,0,0,0,17,20,34,0,0,0,14,19,33,0,0,0,17,16,35,0,0,0,10,15,27,0,0,0,10,15,27,0,0,0,15,9,28,0,0,0,19,9,24,0,0,0,16,14,26,0,0,0,16,19,30,0,0,0,10,14,27,0,0,0,10,14,27,0,0,0,13,15,26,0,0,0,11,15,29,0,0,0,62,55,115,5,0,6,66,52,119,6,4,8,224,233,461,11,10,19,243,244,488
50102101608,3,0,3,7,14,21,0,0,0,12,16,28,0,0,3,19,21,31,0,0,0,21,22,34,0,0,4,22,22,39,0,0,0,16,22,45,0,0,0,19,27,45,0,0,0,24,28,52,0,0,0,18,11,26,0,0,0,18,11,33,0,0,0,10,6,19,0,0,0,13,6,19,0,0,0,10,18,20,0,0,0,11,19,26,0,0,3,22,18,40,5,0,5,30,17,46,0,0,0,20,33,54,0,0,0,26,33,61,0,0,0,23,27,45,0,0,3,22,26,50,0,0,0,39,27,58,0,0,7,35,29,64,0,0,0,31,29,54,5,4,3,33,35,65,0,0,0,26,26,53,0,0,0,27,25,55,0,0,0,89,63,155,4,5,7,92,69,162,10,10,24,348,331,681,20,15,31,376,354,736
50102101609,0,0,0,11,5,16,0,0,0,13,3,23,0,0,0,10,0,11,0,0,0,8,0,14,0,0,0,10,9,21,0,5,5,10,12,26,0,0,0,6,10,15,0,0,0,6,13,18,0,0,3,5,7,11,0,0,0,9,9,18,0,0,0,5,4,9,0,0,0,4,4,12,0,0,0,10,8,21,0,0,0,10,13,22,0,0,0,5,8,17,0,0,0,7,8,14,0,0,0,6,7,14,0,0,3,11,7,18,0,0,0,4,5,12,0,0,0,4,7,13,5,0,5,10,14,23,7,0,7,20,14,35,0,0,0,14,16,26,0,4,3,15,18,33,0,0,0,8,16,22,0,0,0,8,16,22,0,0,3,28,12,38,0,4,4,27,16,40,8,4,12,135,122,254,8,14,20,154,135,286
50102101610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50102101611,0,0,0,9,7,15,0,0,0,9,12,19,3,3,3,16,17,32,0,0,4,19,22,42,0,3,0,19,14,31,5,0,3,21,18,40,0,0,0,20,18,34,0,5,5,26,23,45,0,0,0,15,9,24,0,3,4,11,9,24,0,0,0,11,10,22,0,0,0,11,14,19,0,0,0,9,10,28,0,0,0,9,10,28,0,0,0,16,16,34,0,0,0,16,16,34,0,0,0,23,17,42,9,5,9,31,24,55,0,0,3,15,18,35,0,3,9,19,22,38,0,0,0,19,22,40,3,0,5,23,26,46,0,0,3,20,29,50,0,3,3,24,35,57,0,0,0,19,21,34,0,0,3,16,19,33,0,0,0,45,40,82,5,4,4,46,41,90,8,8,18,251,245,500,25,25,53,285,283,570
50102101612,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,12,0,0,4,3,6,8,0,0,0,8,5,11,0,0,0,0,0,0,3,3,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,10,3,8,0,0,0,4,0,0,4,0,4,7,0,7,0,0,0,6,7,5,9,0,9,9,7,16,0,0,0,12,10,16,6,3,8,17,8,28,0,0,0,9,0,11,0,0,0,9,0,11,0,0,0,9,11,19,0,0,0,10,12,22,0,0,3,14,11,23,6,0,3,22,14,28,0,0,0,58,54,117,0,3,9,63,58,125,0,3,8,124,100,217,28,13,42,152,120,268
