IARE_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
IARE506001,0,0,4,10,9,6,4,31,10,8,15,21,17,10,10,89,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,10,36,26,44,32,148,5,7,5,10,9,24,14,72,0,0,0,3,8,5,4,26,5,0,0,0,5,5,0,13,0,9,13,13,6,0,3,51,0,0,0,0,0,3,0,3,11,6,7,17,15,14,14,84,460,268,246,189,89,44,13,1312,21,10,13,20,7,6,3,84,510,308,306,282,150,118,66,1746
IARE506002,0,0,0,0,7,8,10,34,15,9,12,7,9,7,0,66,0,0,0,0,4,3,0,10,0,0,0,0,0,0,4,3,0,0,3,12,12,24,13,74,0,0,0,9,9,14,7,40,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,5,5,15,15,15,9,9,4,55,0,0,0,0,0,0,0,0,11,3,6,6,11,13,7,56,227,93,93,81,60,26,14,584,9,6,6,8,4,5,6,44,268,124,126,137,104,70,39,862
IARE506003,0,0,9,10,9,16,12,46,37,24,28,12,21,12,6,130,0,0,0,0,4,0,4,12,0,0,0,0,0,0,0,0,0,7,7,16,17,16,18,82,0,0,0,3,7,11,3,31,0,0,4,3,4,3,4,11,0,0,0,0,3,0,0,3,16,12,29,15,9,5,0,91,0,0,0,0,3,0,3,7,16,16,11,4,11,5,0,71,463,198,175,129,74,34,10,1084,33,20,14,16,15,0,3,95,549,263,256,199,144,76,34,1530
IARE506004,0,0,4,8,32,30,26,105,60,45,44,31,28,38,22,259,0,0,0,4,10,5,9,28,0,0,0,0,0,0,6,7,4,4,9,28,50,48,46,194,8,3,3,8,20,30,25,96,0,0,0,6,10,10,12,48,4,0,0,0,3,9,7,26,7,20,42,28,18,8,6,127,0,0,0,0,12,14,5,37,44,17,17,12,29,24,22,158,722,361,320,212,153,102,25,1890,92,50,37,23,16,15,11,250,935,483,462,338,313,237,146,2916
IARE506005,0,0,0,0,8,7,11,27,11,10,5,11,15,6,5,56,0,0,0,0,4,0,6,12,0,0,0,0,0,3,3,5,0,0,7,12,42,27,30,120,0,7,4,3,10,10,5,42,0,0,0,0,5,8,4,17,0,0,0,0,4,0,3,7,0,7,3,3,8,5,0,32,0,0,0,6,4,0,0,8,3,10,9,11,15,10,11,64,214,125,93,68,58,21,8,592,12,35,70,55,17,13,5,206,243,193,185,157,144,83,62,1070
IARE507001,0,0,4,4,18,21,25,76,28,29,23,17,22,19,12,148,0,0,0,0,7,9,4,24,0,0,0,0,0,0,3,3,0,4,3,11,21,27,28,92,0,0,0,3,3,19,26,58,0,0,0,0,0,0,4,6,0,0,0,0,3,12,3,28,13,39,33,27,33,12,9,157,0,0,0,0,0,3,6,8,18,13,0,10,14,12,12,94,328,164,96,65,62,37,16,771,51,38,81,58,27,14,4,278,433,262,231,166,163,129,86,1476
IARE507002,0,0,5,6,7,28,31,82,19,21,9,16,10,19,19,109,0,0,3,0,0,6,7,15,0,0,0,0,0,0,3,3,0,0,0,8,12,42,36,107,0,0,0,9,6,21,32,78,0,0,3,0,4,6,8,20,0,5,0,5,3,9,8,31,8,18,23,18,18,21,8,117,0,0,0,0,0,6,4,11,10,8,8,4,10,9,19,73,234,102,58,50,33,45,20,542,22,4,12,6,6,7,9,71,289,149,103,96,87,146,106,976
IARE507003,0,0,8,10,25,16,19,74,41,31,29,16,22,19,15,178,0,0,0,0,3,10,9,24,0,0,0,0,0,3,4,6,0,4,3,14,25,17,32,103,4,0,0,4,7,10,21,52,0,0,0,0,4,5,7,16,0,0,0,0,7,8,5,24,14,40,46,20,34,16,12,183,0,0,0,0,3,3,4,14,30,15,13,6,19,12,10,109,313,174,99,56,51,26,11,729,34,32,57,40,22,15,9,203,418,276,225,138,152,99,92,1402
IARE507004,0,0,5,0,8,7,11,32,29,13,16,9,12,7,6,95,0,4,0,0,4,4,4,12,0,0,0,0,0,0,0,3,0,0,0,0,7,11,10,30,0,0,0,3,4,8,10,19,0,0,0,0,0,0,0,4,0,0,0,0,0,6,11,17,11,19,20,10,20,10,11,95,0,0,0,0,0,0,4,4,14,13,7,4,15,4,12,66,238,98,47,47,34,18,9,498,34,10,8,3,6,5,0,63,313,145,93,77,79,48,43,797
IARE507005,0,0,0,4,10,11,5,26,11,8,0,5,5,11,6,51,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,6,7,10,7,30,0,0,0,0,8,7,8,20,0,0,0,0,0,0,0,5,3,0,0,0,6,6,4,13,0,15,5,4,9,5,4,47,0,0,0,0,4,0,0,5,6,3,0,0,13,7,4,31,80,32,27,13,3,16,4,178,4,3,0,3,3,3,4,30,104,63,41,27,37,48,30,337
IARE507006,0,0,4,9,5,21,14,53,26,25,10,17,8,14,6,108,0,0,0,0,0,3,5,15,0,0,0,0,0,0,3,4,0,0,6,3,3,19,10,49,0,0,0,0,3,5,6,17,0,0,0,0,0,0,3,3,0,0,0,0,4,7,5,10,4,27,21,16,15,11,3,98,0,0,0,0,0,4,3,7,33,7,6,8,3,6,0,67,225,96,59,56,34,16,4,492,15,15,0,0,0,4,3,43,302,163,100,90,72,62,29,815
IARE507007,0,0,0,8,9,12,13,34,17,3,4,10,11,10,7,61,0,0,0,0,4,0,9,12,0,0,0,0,0,0,5,11,0,0,3,4,4,17,11,40,0,0,0,3,3,7,7,17,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,13,3,9,11,3,11,8,8,42,0,0,0,0,0,0,0,4,6,0,3,3,3,11,9,29,92,33,20,22,15,13,8,203,16,12,0,0,4,0,0,27,128,55,38,39,44,46,47,385
IARE507008,0,0,0,0,3,9,0,22,12,3,9,7,11,6,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,29,0,0,0,0,4,4,4,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,3,10,9,6,0,5,34,0,0,0,0,0,3,0,5,0,0,5,0,0,0,6,12,93,44,20,26,18,8,5,220,26,13,5,5,0,5,0,55,129,61,41,53,42,38,24,393
IARE507009,0,4,9,23,36,56,44,165,99,65,61,45,50,37,13,358,0,3,4,6,12,12,25,63,0,0,0,0,0,0,5,10,0,3,7,9,32,53,49,160,3,0,0,3,18,26,33,79,0,0,0,0,9,0,6,22,10,6,0,6,11,12,18,48,42,94,82,64,43,42,23,398,0,0,0,0,4,6,6,19,85,44,36,31,28,33,24,273,785,321,211,134,87,51,28,1611,86,44,24,9,8,12,10,195,1069,523,370,261,223,192,141,2771
IARE507010,0,0,0,4,8,18,13,37,25,18,6,11,10,5,8,74,0,0,0,0,5,7,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,32,0,0,0,4,0,7,8,23,0,0,0,4,0,0,4,10,0,3,0,3,4,4,0,7,3,18,8,14,12,18,6,76,0,0,0,0,0,0,8,6,9,8,0,9,4,10,4,39,140,79,21,17,28,18,9,328,10,7,0,0,0,6,5,30,188,113,38,52,61,58,41,557
IARE507011,3,0,0,0,3,14,18,38,26,11,15,10,7,10,7,85,0,0,0,0,0,10,4,11,0,0,0,0,0,0,0,0,0,0,4,9,6,10,14,43,0,0,0,3,4,10,8,23,0,0,0,0,0,0,0,8,0,0,0,0,0,7,3,10,6,11,14,11,8,9,4,70,0,0,0,0,0,0,8,8,13,4,5,8,11,14,0,52,185,106,50,31,34,28,16,455,17,7,4,3,0,4,3,36,253,135,79,61,70,75,63,732
IARE507012,0,0,0,3,4,12,12,36,23,16,9,15,4,6,3,81,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,0,3,6,4,9,9,14,36,0,0,0,0,3,6,9,13,0,0,0,0,0,3,0,9,0,0,0,0,4,0,10,6,0,12,14,8,14,12,7,64,0,0,0,0,5,0,0,10,16,3,5,5,6,8,10,44,129,75,34,42,20,19,0,322,8,14,0,3,0,6,0,38,174,128,57,65,50,54,37,558
IARE507013,0,0,3,0,18,15,23,58,14,9,12,12,13,9,22,90,0,0,0,0,4,0,3,9,0,0,0,0,0,0,5,11,0,4,3,17,18,15,27,82,0,0,4,0,5,9,20,37,0,0,0,0,0,5,3,9,0,0,0,0,4,0,10,14,5,4,16,16,18,6,8,75,0,0,0,0,0,0,8,8,6,7,0,4,6,3,9,37,162,105,47,29,37,17,14,402,41,20,7,3,4,3,0,81,231,142,82,66,92,53,66,731
IARE507014,0,0,0,0,0,9,16,29,8,14,8,4,9,6,5,56,3,0,0,0,0,0,10,10,0,0,0,0,0,0,4,3,0,0,0,10,10,24,12,54,0,0,0,4,0,7,7,22,0,0,0,0,0,0,8,14,0,0,0,0,0,0,3,10,11,7,9,3,8,12,7,53,3,0,0,0,4,3,0,10,16,4,4,0,9,7,0,40,157,64,34,24,22,15,3,325,21,19,10,6,0,3,0,60,211,101,55,50,53,55,35,557
IARE507015,0,0,5,14,30,43,35,128,59,40,30,33,18,12,14,209,0,0,4,5,8,12,17,34,0,0,0,0,0,0,6,6,0,0,7,17,26,25,26,99,0,5,3,0,14,13,25,56,0,0,0,3,4,0,9,12,0,0,5,0,0,8,5,26,19,57,32,39,38,25,16,220,0,0,5,0,6,0,6,11,30,25,7,14,22,25,9,140,509,202,128,108,83,53,22,1119,51,32,18,11,6,5,8,126,661,342,215,201,179,147,104,1849
IARE508001,0,0,0,4,10,12,23,45,10,8,3,0,11,9,5,56,0,0,0,0,0,3,5,14,0,0,0,0,0,4,21,18,0,0,3,15,23,34,25,106,0,3,3,8,7,10,13,43,0,0,5,5,13,9,13,40,0,0,0,3,3,0,4,12,4,3,5,10,4,8,0,42,0,0,0,0,5,6,4,10,16,8,3,17,18,11,12,80,270,145,137,93,67,35,24,764,30,12,15,9,8,11,3,82,328,173,167,142,138,106,97,1149
IARE508003,0,0,0,0,0,8,4,10,0,0,0,7,3,5,6,20,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,9,27,31,19,98,0,0,0,0,17,8,4,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,0,4,12,5,4,35,294,192,148,117,55,29,13,860,17,0,6,5,0,0,0,26,317,205,164,145,101,72,43,1049
IARE508005,0,0,0,0,3,9,8,21,4,0,5,9,12,3,0,37,0,0,0,0,3,7,3,10,0,0,0,0,0,0,3,10,0,0,3,6,20,25,28,88,0,3,4,8,8,11,14,45,0,0,0,0,0,9,10,19,0,0,0,0,0,0,0,3,0,3,7,4,5,9,0,23,0,0,0,0,4,4,4,10,3,3,9,7,5,15,11,56,277,168,163,121,97,51,19,895,45,20,10,7,6,0,0,83,326,203,193,149,142,104,72,1190
IARE508006,0,0,0,0,0,0,0,3,5,0,0,3,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,10,13,6,39,0,0,0,4,0,3,4,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,15,0,0,0,0,0,0,0,0,6,0,7,4,0,0,0,18,131,108,99,64,50,20,4,465,61,28,78,61,36,15,0,286,198,146,191,141,96,52,19,845
IARE594994,0,0,0,3,8,6,4,24,9,15,11,17,10,3,0,56,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,10,4,11,33,0,7,0,0,8,0,8,22,0,0,0,3,3,0,0,7,0,0,0,0,4,0,0,7,4,13,11,18,20,8,0,76,0,0,0,0,3,0,3,8,3,5,6,8,3,3,0,32,73,59,37,33,19,12,3,236,66,102,192,287,258,123,72,1106,150,188,247,356,306,156,84,1495
IARE597997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,9
