LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA51540,7,8,0,3,0,0,8,71,3,9,10,9,3,0,0,0,0,0,0,13,45,45,95,172,162,62,79,89,39,20,10,54,77,913,0,0,5,0,5,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,5,8,3,3,0,0,0,0,0,0,32,6,0,16,6,0,0,0,0,0,0,0,0,33,7,3,16,17,0,5,4,3,0,0,3,3,62,3,3,8,13,4,4,3,4,0,0,0,0,48,8,3,9,13,5,12,16,5,0,0,5,7,68,0,3,10,12,5,10,11,9,0,0,0,4,55,3,0,4,7,4,8,13,0,0,0,0,5,59,0,0,5,4,4,9,10,0,0,0,0,0,44,3,4,10,19,3,20,28,15,6,3,4,3,109,0,0,7,13,5,16,14,16,8,0,5,9,84,0,0,0,8,5,0,9,3,12,0
LGA51610,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,9,0,5,14,11,9,0,0,4,0,0,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,19,12,8,6,30,30,15,0,0,9,148,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,6,0,0,0,0,0,14,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,6,0,0,0,0,0,8,0,0,3,0,0,5,8,3,0,0,0,3,18,0,0,0,0,0,0,3,4,0,0,0,5,17,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,7,3,4,0,0,16,0,0,0,0,0,0,3,8,4,0,0,0,16,0,0,0,0,0,0,0,5,0,0
LGA51710,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,5,63,25,19,26,19,17,16,7,6,4,8,27,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,13,5,0,0,3,0,0,0,0,0,0,0,3,14,0,0,0,6,0,0,0,4,0,0,0,3,15,8,0,5,4,4,4,3,0,3,0,0,10,37,4,3,0,7,0,3,7,0,0,0,0,4,33,3,0,0,4,0,0,5,0,0,0
LGA51750,5,4,14,25,15,27,8,103,0,0,0,3,0,0,5,4,3,0,3,0,18,10,13,32,63,25,61,133,216,147,82,185,36,1001,0,0,0,0,0,8,5,11,8,0,9,6,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,7,0,0,0,0,13,0,6,9,0,3,0,0,9,4,0,0,0,20,0,0,3,3,9,5,10,6,5,0,3,0,36,0,0,0,3,6,4,4,12,7,7,5,0,49,0,0,0,5,0,0,12,11,8,8,8,0,45,0,0,0,0,3,4,17,11,8,6,0,0,58,0,0,0,3,0,3,9,19,9,3,6,0,57,0,0,0,0,0,4,14,24,12,9,7,6,69,0,0,0,0,0,3,7,26,27,11,16,5,106,0,0,0,3,0,0,11,32,28,15,18,0,105,0,0,0,0,0,3,0,10,4,5
LGA51820,41,146,273,104,19,23,25,725,16,17,23,8,6,13,21,18,6,0,0,55,178,203,370,472,418,289,567,1456,2465,639,104,129,286,7392,4,0,3,13,6,12,10,33,17,0,0,8,124,4,3,5,4,3,0,8,14,7,0,0,5,63,27,14,53,23,8,14,36,45,12,0,6,14,265,10,20,132,50,15,23,35,39,10,0,0,13,358,8,19,166,72,31,38,74,87,17,3,4,17,544,4,8,40,80,27,36,95,134,26,6,3,4,466,0,6,28,49,37,39,89,198,50,6,0,16,533,4,0,21,28,33,45,151,274,75,12,4,15,648,0,4,15,19,23,37,149,349,120,15,9,14,755,4,0,5,16,5,42,121,368,148,18,8,17,748,6,4,12,10,10,43,144,518,255,28,18,15,1061,0,0,3,15,6,28,94,508,290,40,14,15,1020,0,4,5,10,6,15,45,221,216,36
LGA51860,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,14,6,0,0,4,3,0,5,19,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,0
LGA51890,14,7,7,0,0,0,0,44,0,3,3,4,0,4,4,0,0,0,0,8,32,32,64,84,116,78,137,86,45,12,3,3,27,690,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,5,7,0,5,3,0,0,0,0,0,27,0,0,16,11,5,13,0,0,0,0,0,3,49,0,0,33,12,17,19,0,0,0,0,0,3,89,0,0,3,20,21,23,13,3,0,0,0,0,80,0,0,3,25,8,25,10,0,0,0,0,6,75,3,0,4,5,10,14,17,4,0,0,0,4,59,0,0,0,0,8,23,9,3,0,0,0,0,50,0,0,0,4,13,18,14,3,0,0,0,0,47,0,0,0,0,7,13,11,4,0,0,0,4,51,0,0,0,6,0,9,14,9,0,0,0,3,50,0,0,0,5,0,0,7,7,0,0
LGA51960,6,8,0,0,0,0,0,36,0,0,0,5,4,0,0,0,0,0,0,0,8,26,31,67,106,86,95,47,0,3,0,3,20,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,16,0,0,9,5,0,0,0,0,0,0,0,3,19,0,3,5,6,3,3,3,0,0,0,0,0,25,0,0,4,3,0,8,0,0,0,0,0,0,21,0,0,0,8,3,3,5,0,0,0,0,3,18,0,0,5,13,5,5,0,0,0,0,0,0,25,0,0,6,7,9,7,4,0,0,0,0,0,29,0,5,0,9,0,4,3,0,0,0,0,0,23,0,0,12,17,15,19,6,0,0,0,0,3,69,0,0,7,17,15,18,12,6,0,0,0,0,85,0,0,5,5,0,4,5,0,0,0
LGA52030,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,12,4,10,20,17,12,3,3,0,0,0,15,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,3,0,0,0,0,0,0,9,0,0,5,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,3,12,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,33,24,6,4,0,0,0,0,0,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,6,0,4,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,0,6,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0
LGA52170,4,8,21,26,14,37,7,119,0,0,0,0,0,0,0,0,0,3,10,0,20,5,24,22,17,23,55,89,141,141,91,246,26,871,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,5,0,0,3,3,0,0,0,3,0,21,0,0,3,0,0,6,0,4,0,0,0,0,21,0,0,12,4,0,3,6,0,0,0,4,0,17,0,0,3,0,0,3,3,7,5,0,0,0,20,0,0,0,6,0,0,5,3,11,0,0,0,21,0,0,0,0,4,3,0,8,3,0,10,0,29,0,0,0,0,0,0,3,6,13,6,10,0,34,0,0,0,0,0,4,4,8,15,4,8,0,51,0,0,0,0,0,0,7,8,17,9,12,3,56,0,0,0,0,0,0,7,15,21,11,22,0,90,0,0,0,0,0,0,0,5,3,3
LGA52240,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,24,16,0,0,0,0,0,0,0,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,3,6,6,0,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,7,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,25,25,14,7,3,0,0,0,0,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,7,0,0,0,0,0,0,13,0,0,4,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,6,3,0,9,3,0,0,0,0,0,21,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,36,15,5,4,3,0,0,0,5,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,6,4,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,4,0,3,8,0,0,0,0,0,0,17,0,0,0,0,4,9,6,3,0,0,0,0,23,0,0,3,4,0,4,0,0,0,0
LGA52590,7,9,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,11,20,7,30,52,47,46,55,19,0,0,7,37,317,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,3,0,0,0,0,4,13,0,0,0,0,0,5,3,0,0,0,0,0,18,0,0,0,3,0,3,4,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,3,11,5,0,0,0,0,22,0,0,7,0,0,5,0,5,0,0,0,4,27,0,0,5,3,6,7,14,12,0,0,0,4,49,0,0,5,0,0,4,12,5,0,0,6,3,39,0,0,0,0,0,7,3,5,0,0
LGA52660,14,55,27,6,0,0,3,118,0,0,0,3,0,4,0,6,0,0,0,0,20,3,15,46,47,55,172,370,200,12,3,6,25,951,0,0,0,0,0,0,0,6,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,4,26,0,0,5,0,5,4,17,7,0,0,0,0,37,0,0,7,6,4,11,7,15,0,0,0,0,49,0,0,3,4,5,6,28,14,4,0,0,0,76,0,0,5,4,9,9,33,20,0,0,0,0,84,0,0,0,5,6,13,34,26,0,0,0,0,88,0,0,6,6,4,14,34,38,0,0,0,3,96,0,0,0,0,0,12,36,27,3,0,0,0,82,0,0,6,4,3,6,54,73,12,0,0,6,168,0,0,0,0,0,6,27,48,3,0,0,0,99,0,0,0,0,0,0,17,22,4,0
LGA52730,13,12,3,0,0,0,0,40,0,0,4,0,0,6,0,0,0,0,0,0,12,15,29,71,86,74,131,100,21,0,6,8,16,561,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,9,0,6,3,0,3,0,0,0,0,22,0,0,7,3,4,8,3,0,0,0,0,5,35,0,4,18,14,3,7,10,7,0,0,0,0,61,0,0,3,14,0,6,11,0,0,0,0,0,41,0,0,0,3,6,8,23,9,0,0,0,4,51,0,0,0,7,7,9,10,3,0,0,0,0,41,0,0,4,3,4,8,19,10,0,0,0,3,51,0,0,5,0,6,6,13,14,0,0,0,0,47,0,0,0,3,0,3,24,10,4,0,0,0,48,0,0,0,4,3,6,8,7,0,5,0,0,27,0,0,0,0,0,0,4,8,0,0
LGA52800,0,9,3,3,0,5,9,84,20,3,0,0,0,4,0,4,0,0,9,11,56,481,95,186,82,50,33,30,29,22,15,36,161,1224,0,6,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,0,0,0,0,0,0,0,0,16,31,23,10,6,0,0,0,0,0,0,0,9,83,20,14,23,7,0,0,0,0,0,0,0,7,66,48,19,25,8,0,0,0,0,0,0,0,6,108,33,14,12,4,0,0,0,0,0,0,0,8,75,34,28,28,14,10,4,0,0,0,0,0,10,127,31,16,27,12,3,6,3,0,0,0,0,17,116,27,18,33,8,5,6,9,9,0,0,0,8,124,27,9,27,10,11,11,11,10,0,0,0,8,120,26,23,22,14,11,13,20,13,0,0,0,31,175,18,8,18,22,9,19,14,12,0,3,4,19,152,9,9,4,3,0,4,6,0,3,0
LGA52870,5,3,3,0,0,0,0,15,0,0,0,0,0,5,3,0,0,0,0,0,9,11,12,53,45,35,54,55,13,0,0,4,17,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,5,4,3,0,0,0,0,0,0,14,0,0,0,3,3,3,9,3,0,0,0,0,26,0,0,4,9,7,9,4,0,0,0,0,0,29,0,0,12,5,12,9,8,0,0,0,0,0,40,0,0,0,4,4,11,4,3,0,0,0,0,27,3,0,0,3,3,6,6,7,0,0,0,0,30,0,0,0,6,3,5,10,3,0,0,0,3,27,0,0,0,3,4,5,9,6,0,0,0,0,28,0,0,3,0,4,3,0,15,0,0,0,0,27,0,0,3,0,0,0,5,0,4,0
LGA52940,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,18,14,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12,5,0,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,35,24,0,5,0,3,0,0,0,16,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA53150,5,13,18,8,3,9,0,62,0,0,0,0,0,3,0,0,3,0,0,0,7,7,27,18,24,18,57,96,163,86,33,71,22,615,0,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,0,0,0,0,0,0,0,0,9,5,4,5,0,4,0,3,0,0,0,0,0,21,0,0,5,0,0,0,0,3,0,6,0,0,14,0,0,9,4,0,0,0,3,0,0,0,0,24,0,3,0,0,0,0,4,3,0,0,5,0,18,0,0,0,4,0,3,9,10,4,0,0,0,37,0,0,0,0,0,10,12,5,7,0,3,0,30,0,0,0,0,3,0,11,15,5,0,0,0,34,0,0,0,4,0,6,10,10,6,3,4,0,39,0,0,0,0,0,0,21,18,22,13,8,4,83,0,0,0,0,0,5,7,17,15,9,8,4,59,0,0,0,0,0,0,8,15,11,5
LGA53220,0,0,0,3,0,5,23,119,23,4,0,0,0,0,0,0,0,0,0,20,47,331,93,306,39,39,17,12,4,11,7,49,195,1105,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,9,13,9,3,0,0,0,0,0,0,0,0,0,28,4,0,4,5,0,3,0,0,0,0,0,0,16,13,3,0,5,0,3,4,0,0,0,0,11,43,11,3,5,0,3,3,0,0,0,0,0,9,50,13,0,8,8,9,5,4,0,0,0,0,5,52,15,0,8,13,6,5,5,5,0,0,0,8,63,16,8,26,18,3,12,13,5,5,0,0,18,124,49,18,51,17,13,9,11,10,4,4,7,35,222,21,4,34,11,7,0,3,21,9,0
