LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA51540,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,0,0,0,0,7,0,0,0,0,0,11,11,7,10,0,0,3,0,0,0,0,0,3,36,3,14,15,12,0,6,4,0,0,0,5,0,58,4,0,13,10,0,3,0,4,0,0,6,3,46,0,12,19,8,5,4,5,0,0,0,0,3,48,4,7,13,13,13,6,9,0,0,0,0,4,73,3,10,9,13,9,4,10,4,0,0,3,10,70,0,11,8,14,13,7,8,0,4,0,4,10,70,4,4,10,19,5,11,5,4,0,0,9,3,77,3,14,19,20,8,15,8,3,0,0,9,3,92,0,0,6,11,0,4,11,8,0,0,3,0,50,0,3,8,6,0,8,11,3,3,0,6,4,63,0,0,17,6,5,0,3,4,3,0,0,0,45,0,0,3,0,0,0,4,0,5,0,12,5,29,3,4,14,14,11
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,5,0,4,0,3,0,0,0,0,0,15,0,0,4,0,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,4,0,3,0,0,0,3,18,3,0,0,0,3,0,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,10,4,0,4,0,0,0,0,0,0,0,0,0,16,4,3,0,0,0,0,3,0,6,0,0,0,21,4,5,0,5,5,0,0,0,0,0,0,0,16,5,5,5,3,4,0,0,0,0,0,0,0,36,6,0,0,0,0,0,4,3,0,0,0,6,27,5,0,0,0,0,0,0,0,3,0,0,8,26,14,0,0,0,0,0,0,0,0,0,6,6,29,3,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,3,0
LGA51750,0,0,0,0,0,3,0,4,4,0,0,0,16,3,0,0,0,0,0,5,4,4,0,0,0,25,3,3,0,6,0,7,7,6,0,0,0,0,38,0,5,3,3,0,4,0,3,0,0,4,0,36,6,0,10,8,4,11,13,6,6,0,0,3,60,0,0,3,3,0,0,5,4,4,0,0,0,14,0,0,3,5,3,11,9,9,6,3,3,0,55,0,0,8,5,4,6,9,21,6,3,3,0,62,0,0,0,6,0,10,15,19,7,0,7,4,67,0,0,0,0,0,5,13,17,7,0,0,0,51,0,0,0,9,3,5,16,33,22,7,11,4,111,0,0,0,0,0,4,10,22,20,6,3,0,70,4,0,5,0,4,0,6,23,20,19,65,0,152,0,0,0,0,0,0,4,18,13,17,17,9,81,0,0,0,0,0,0,3,7,9,3,36,0,53,0,0,0,3,0
LGA51820,0,4,4,11,7,6,14,22,6,0,0,10,95,10,20,15,0,3,6,5,11,3,0,0,3,87,52,74,61,24,11,17,25,30,3,3,4,24,328,90,163,64,38,25,27,39,24,0,0,3,23,498,7,36,84,65,30,56,111,105,12,0,7,8,507,4,11,67,37,19,18,35,32,14,0,0,16,247,8,13,52,56,31,70,138,144,17,5,7,20,557,9,9,32,43,37,66,153,156,23,6,3,14,547,0,8,9,29,22,71,205,227,26,0,8,12,620,0,0,12,25,20,38,136,245,36,0,6,14,536,0,0,8,19,26,62,204,392,88,8,6,16,847,0,0,7,10,23,37,116,321,69,7,12,15,607,0,0,5,9,8,26,62,244,118,23,27,18,534,6,0,5,5,9,9,34,154,81,18,15,3,335,0,0,6,4,3,7,11,58,28,13,12,10,142,5,12,26,38,9
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,8,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,7,0
LGA51890,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,6,7,14,11,9,8,0,0,0,0,0,0,0,42,11,26,8,11,3,4,0,0,0,0,0,0,71,0,3,7,4,15,9,10,0,0,0,0,0,48,0,0,15,12,8,4,0,0,0,0,0,0,38,0,3,4,17,4,12,0,0,0,0,0,3,47,5,3,4,11,7,11,8,0,0,0,0,0,46,0,0,4,8,0,9,15,3,0,0,0,0,42,0,0,4,6,4,13,3,0,0,0,0,0,34,0,0,12,16,10,22,9,4,0,0,0,0,84,0,0,3,3,3,8,5,0,0,0,0,0,26,0,3,4,13,3,19,12,16,0,0,0,3,70,0,0,0,5,4,7,5,5,3,0,0,0,20,0,0,0,0,5,3,4,3,0,0,0,0,19,0,0,4,7,4
LGA51960,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,22,8,4,4,4,4,0,0,0,0,0,0,4,25,4,0,0,8,5,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,10,8,0,7,4,5,0,0,0,0,0,0,0,30,0,4,0,4,5,0,0,0,0,0,0,0,20,0,0,7,7,4,5,0,0,0,0,0,0,32,0,4,5,5,7,9,8,0,0,0,0,0,36,0,3,8,23,9,15,3,0,0,0,3,0,78,0,4,7,0,4,11,0,0,0,0,0,0,28,0,3,4,12,15,31,13,0,0,0,0,10,90,0,0,3,8,4,10,6,0,0,0,0,0,30,0,0,0,3,0,3,0,0,0,0,0,0,16,0,0,0,8,5
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,5,4,0,0,0,0,0,0,4,10,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,4,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,17,0,0,3,3,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,8,5,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,9,4,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA52170,0,0,0,0,0,0,0,5,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,3,0,0,0,0,15,0,12,7,0,0,0,4,0,0,0,0,3,31,0,0,0,4,4,10,3,3,3,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,8,4,0,5,0,0,31,0,3,0,3,6,4,10,6,6,0,0,0,42,0,0,0,0,0,3,11,12,4,0,3,0,54,0,0,0,0,4,7,10,16,15,3,3,0,63,0,0,0,0,0,5,7,14,24,9,13,5,75,0,0,0,0,0,0,5,14,12,3,6,4,45,0,0,0,0,0,0,14,25,13,21,70,4,157,0,0,0,0,0,0,3,13,22,8,33,4,84,0,0,0,0,4,0,6,4,19,14,51,3,95,0,0,0,0,0
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,4,4,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,3,9,3,0,0,4,0,3,0,0,0,0,0,0,13,4,0,0,4,3,0,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,0,0,4,9,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,0,0,0,12,4,0,6,0,0,0,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,0,0,0,11,4,0,4,0,3,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,6,5,4,0,0,0,0,0,0,8,4,0,5,5,7,8,4,0,0,0,0,3,33,0,0,0,0,0,0,3,0,0,0,0,3,13,3,0,4,4,7,4,3,3,0,0,0,4,31,0,0,5,3,6,4,5,0,0,0,0,3,24,0,0,5,4,10,5,5,0,0,0,0,3,34,0,0,0,0,5,8,11,0,0,0,0,0,25,5,0,6,9,13,3,9,0,0,0,0,7,52,0,0,0,6,0,0,8,5,0,0,0,0,17,0,0,5,0,0,0,5,0,0,0,0,3,18,0,0,0,0,0,4,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,5,3,0,0,0,8,7,0,0,0,0,0,14,0,3,6,7,0,7,6,0,0,0,0,0,33,0,0,0,3,16,21,26,6,0,0,0,3,73,0,0,3,4,6,10,4,0,0,0,0,0,29,0,0,0,3,3,20,28,3,0,0,0,3,64,0,0,5,6,8,13,29,10,0,0,0,0,71,0,0,7,3,3,19,34,15,0,0,0,0,88,0,0,0,3,4,15,38,14,0,0,0,0,72,0,0,5,3,3,21,65,35,0,0,0,9,134,0,0,0,0,0,9,31,25,4,0,0,0,70,0,0,3,4,4,15,28,26,0,0,0,3,82,0,0,0,0,0,4,19,24,0,0,0,0,51,0,0,0,0,0,0,9,13,0,0,0,0,23,0,6,3,3,3
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,4,5,6,0,5,3,4,0,0,0,0,27,4,11,17,8,6,7,0,0,0,0,0,0,65,0,6,14,15,20,17,4,0,0,0,0,4,74,0,0,4,5,6,7,4,0,0,0,0,0,23,0,4,9,10,12,20,12,0,0,0,0,0,70,0,0,5,7,7,21,7,6,0,0,0,0,55,0,0,5,6,8,17,13,3,0,0,0,0,50,3,0,0,8,9,7,3,0,0,0,0,0,31,0,0,9,4,5,3,16,0,0,0,3,0,49,0,0,0,3,4,4,5,3,0,0,3,0,29,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3
LGA52800,4,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,0,0,0,0,0,0,0,0,0,15,37,9,6,0,0,0,0,0,0,0,0,5,61,31,12,9,4,0,0,0,0,0,0,0,0,58,21,0,3,0,0,5,0,0,0,0,0,9,46,61,9,13,3,0,0,0,0,0,0,0,8,101,52,9,9,10,5,0,3,0,0,5,0,4,96,41,4,9,3,0,3,0,4,0,0,5,12,82,53,4,18,12,3,7,7,3,5,0,0,22,137,39,9,14,8,10,4,5,5,0,0,0,7,104,49,6,23,14,8,3,0,5,0,4,5,23,138,26,4,18,7,4,0,0,0,3,0,0,11,78,9,7,16,3,0,0,4,3,0,4,6,17,82,6,8,19,3,8,0,0,0,8,0,5,13,63,0,0,7,0,0,0,0,0,0,0,3,12,29,16,0,16,8,9
LGA52870,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0,5,12,9,4,4,0,0,0,0,0,0,39,0,4,7,10,3,6,5,0,0,0,0,3,40,0,0,7,3,5,5,0,0,0,0,0,0,16,4,5,5,6,4,13,6,0,0,0,0,0,40,4,0,0,0,0,10,4,0,0,0,0,0,24,0,0,5,6,0,6,3,0,0,0,0,0,26,0,0,0,0,4,3,9,3,0,0,0,4,23,0,0,0,0,0,3,7,0,0,0,0,0,26,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,4,6,0,3,0,4,0,0,0,0,0,0,0,0,7,0,5,0,5,0,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,13,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,6,5,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA53150,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,0,3,5,4,0,0,0,3,3,18,0,13,7,4,0,0,6,0,6,0,0,6,34,0,0,5,3,3,4,3,7,0,0,0,0,29,0,4,6,0,0,0,0,0,0,0,0,0,11,0,0,3,0,5,0,4,10,4,0,0,0,32,0,4,0,3,0,6,10,10,5,3,0,0,40,0,0,0,5,0,11,17,11,3,0,0,0,42,0,0,0,0,0,4,7,12,10,0,0,3,35,0,0,0,0,0,10,15,28,4,0,11,0,66,0,0,0,0,0,3,5,23,15,5,5,0,58,0,0,0,0,0,3,0,20,16,7,19,0,72,0,0,0,0,0,7,3,18,15,9,16,0,64,0,0,0,0,0,0,0,0,3,3,14,0,20,0,0,0,0,4
LGA53220,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,5,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,3,20,10,3,8,0,0,0,0,0,0,0,0,0,20,14,0,4,0,0,0,0,0,0,0,0,6,28,9,5,0,5,9,0,0,0,0,0,0,8,36,11,0,9,0,0,0,0,0,0,0,4,7,43,13,7,15,3,0,0,0,3,0,0,0,5,43,28,8,26,9,0,0,3,0,4,0,4,23,104,13,7,22,4,7,0,3,0,0,0,4,11,79,92,17,72,4,10,0,5,0,0,0,17,41,257,53,21,65,3,4,4,0,0,0,0,4,26,180,35,3,41,0,0,0,0,0,0,0,5,16,102,30,14,37,0,7
