LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA51710,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,4,20,20,18,32,31,20,149,0,0,0,0,0,0,4,3,0,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,9,5,0,3,0,0,34,0,6,5,0,9,15,52,37,34,53,51,38,293
LGA51750,75,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,14,5,7,7,21,7,70,0,0,0,0,0,0,0,0,0,0,0,54,64,9,3,9,8,6,13,61,59,56,156,723,115,1210,0,0,0,0,0,7,32,19,14,15,35,18,141,0,0,0,10,4,24,38,7,5,3,6,3,109,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,6,5,6,5,8,0,0,0,0,0,21,9,3,9,13,8,22,27,12,8,3,0,8,115,0,0,0,0,0,0,0,0,0,0,0,4,4,12,3,8,28,13,54,104,43,26,27,45,39,399,31,16,23,57,59,161,364,217,191,316,1111,235,2794
LGA51820,590,0,0,0,0,3,13,38,23,15,30,23,21,174,0,0,0,0,0,3,13,15,17,36,35,31,143,30,8,15,39,61,124,184,86,42,58,38,68,748,0,0,0,0,0,3,5,7,0,3,0,1173,1197,41,15,31,79,134,565,1977,2182,2031,3191,3393,1823,15467,0,0,4,11,30,247,556,338,141,174,98,153,1758,3,8,33,157,150,369,312,101,46,46,20,90,1332,0,0,7,13,12,25,30,22,5,12,10,27,159,4,8,28,47,25,23,36,8,3,4,0,17,212,52,25,96,275,129,367,264,94,45,29,20,133,1519,0,0,0,0,0,0,0,0,0,0,0,31,48,61,38,174,504,350,1034,1205,566,247,259,151,449,5028,340,136,336,1029,1502,2984,5197,4244,3505,5100,4744,3192,32324
LGA51860,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,3,14,19,14,7,9,3,14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,14,21,26,20,10,11,10,20,154
LGA51890,46,0,0,0,0,0,3,4,5,0,0,3,5,24,0,0,0,0,0,0,3,0,3,0,3,0,12,0,0,0,4,15,21,18,0,5,7,0,12,86,0,0,0,0,0,0,0,0,0,0,0,85,92,4,0,5,5,23,62,135,102,108,143,105,141,831,0,0,0,0,4,8,15,13,9,7,6,12,79,0,0,0,11,13,27,16,5,3,5,0,7,85,0,0,0,0,0,3,3,0,0,0,0,3,13,0,0,4,7,0,8,3,0,0,0,0,4,30,0,0,11,53,17,40,25,11,5,0,0,10,185,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,22,76,29,83,67,32,19,10,8,40,390,24,5,40,157,233,302,411,220,194,246,159,268,2265
LGA51960,12,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,4,3,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,4,4,3,18,28,39,31,54,58,38,286,0,0,0,0,3,4,8,6,0,8,10,9,48,0,0,0,4,5,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,9,16,7,4,0,0,0,0,5,5,45,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,21,16,21,18,8,5,9,12,21,130,9,3,9,37,42,60,86,96,55,97,127,105,739
LGA52030,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,0,0,0,18,12,14,3,0,18,69,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,0,0,0,0,3,21,11,5,3,15,30,42,42,31,18,20,20,42,272
LGA52100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,15,15,13,16,10,22,99,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,0,0,0,0,0,17,4,3,4,6,18,33,46,40,33,27,23,36,265
LGA52170,51,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,4,0,5,0,5,3,4,13,5,39,0,0,0,0,0,0,0,0,0,0,0,43,46,0,0,0,6,3,4,19,32,44,79,638,105,942,0,0,0,0,0,0,17,13,6,5,32,11,82,0,0,0,3,0,9,11,8,3,4,14,5,69,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,0,0,3,12,9,8,3,9,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,10,9,25,36,33,9,19,54,25,217,24,11,8,35,29,94,154,125,123,222,1042,209,2072
LGA52240,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,4,6,0,8,27,14,13,11,15,18,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,3,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,0,4,21,4,0,6,12,26,34,58,36,15,26,26,34,273
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,5,0,9,15,4,9,7,6,24,82,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,0,0,0,0,29,0,0,6,22,15,43,49,19,19,16,12,47,248
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,9,0,6,0,0,0,0,3,24
LGA52450,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,5,35,21,15,19,16,33,145,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,3,0,0,0,6,27,0,0,0,8,15,37,66,38,26,23,23,48,301
LGA52520,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,5,13,25,21,14,21,24,24,150,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,5,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,26,4,0,0,15,10,34,53,41,34,44,36,38,315
LGA52590,8,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,0,0,0,0,0,0,0,0,0,0,0,35,37,0,0,3,0,3,12,46,39,25,45,33,66,266,0,0,0,0,0,0,8,0,0,0,0,8,22,0,0,0,7,0,3,5,0,0,0,0,5,23,0,0,0,0,0,4,0,0,0,0,3,0,11,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,4,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,8,8,12,19,8,0,0,0,19,81,16,6,17,42,83,91,171,97,70,92,62,141,878
LGA52660,63,0,0,0,0,0,0,6,3,0,5,0,3,27,0,0,0,0,0,0,4,4,0,4,4,0,16,0,0,0,0,0,14,22,13,3,3,0,13,83,0,0,0,0,0,0,0,0,0,0,0,192,192,0,3,0,6,12,71,268,264,255,342,247,287,1754,0,0,3,0,8,57,56,39,9,11,6,19,202,0,0,3,18,27,59,23,6,3,3,7,16,160,0,0,0,4,0,3,3,5,0,0,0,6,22,0,0,3,3,3,0,4,0,0,0,0,5,23,7,0,7,33,18,38,22,9,0,6,0,19,156,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,16,59,55,162,111,56,19,19,14,61,573,32,16,32,145,287,478,682,548,414,538,382,498,4046
LGA52730,36,0,0,0,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,4,0,9,5,5,0,0,3,7,39,0,0,0,0,0,0,0,0,0,0,0,49,53,0,0,4,5,3,52,118,59,82,68,70,96,561,0,0,0,0,4,10,12,8,5,0,0,9,49,0,0,4,14,12,24,18,8,0,0,0,10,92,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,8,15,8,0,0,0,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,37,22,51,38,11,5,4,0,31,214,17,6,27,90,150,271,305,142,138,118,112,229,1613
LGA52800,27,0,0,3,4,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,55,52,52,21,0,0,0,0,29,221,0,0,0,0,0,3,0,0,0,0,0,37,45,3,0,7,71,59,85,64,40,27,47,24,106,527,0,0,0,6,0,3,20,6,0,4,0,5,50,0,0,3,4,3,12,4,0,0,0,0,4,36,0,0,5,0,0,4,0,0,0,0,0,5,15,0,0,0,4,0,0,0,0,0,0,0,0,11,6,0,66,60,40,30,19,0,3,0,0,30,253,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,77,75,52,58,47,11,4,8,0,45,373,13,5,90,209,145,177,155,91,74,118,68,202,1355
LGA52870,21,0,0,0,0,0,0,3,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,5,6,14,0,0,0,0,3,0,10,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,3,9,39,99,82,81,89,87,109,603,0,0,0,0,0,3,13,6,0,0,0,8,32,0,0,0,13,7,8,9,0,0,0,0,5,56,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,9,16,8,20,13,5,0,0,0,11,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,31,19,39,30,16,3,3,0,25,195,26,18,21,94,145,245,302,176,144,180,152,214,1710
LGA52940,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,7,11,9,4,4,23,70,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,3,23,0,0,0,9,21,32,19,20,19,11,9,38,178
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6,17,5,7,7,6,12,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,5,0,3,5,7,25,37,13,14,11,12,23,159
LGA53080,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,4,3,5,5,3,3,0,14,27,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,4,4,5,0,0,0,0,10,29,0,0,0,8,19,19,20,8,7,7,3,29,122
LGA53150,27,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,8,12,6,10,7,0,39,0,0,0,0,0,0,0,0,0,0,0,68,73,0,0,0,6,0,12,47,66,68,149,522,113,987,0,0,0,4,3,8,23,22,9,9,20,18,108,0,0,0,7,10,18,20,0,0,0,4,7,71,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,12,4,12,13,3,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,21,39,61,26,15,14,21,25,259,18,8,9,52,64,140,271,178,135,273,726,195,2057
LGA53220,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,20,18,14,3,4,0,0,0,5,65,0,0,0,0,0,0,0,0,0,0,0,54,58,0,0,0,26,25,35,52,53,69,120,184,84,643,0,0,0,0,0,4,25,17,3,9,8,7,68,0,0,0,0,6,3,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,5,0,0,3,3,0,0,0,0,0,12,6,0,26,22,12,17,6,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,31,28,18,24,35,14,7,6,8,17,195,9,0,32,91,56,77,115,85,127,220,294,133,1241
LGA53290,34,0,0,0,0,0,0,5,6,0,0,0,9,21,0,0,0,0,0,0,0,5,3,5,5,8,20,4,0,4,4,9,15,13,3,5,0,0,10,60,0,0,0,0,0,0,0,0,0,0,0,129,134,12,3,5,16,12,61,243,202,151,215,176,274,1364,0,0,0,4,7,32,41,21,8,8,11,18,151,0,0,8,19,9,31,17,6,3,0,0,12,103,0,0,0,0,0,0,4,0,0,0,0,3,21,0,3,4,4,3,0,0,0,0,0,0,0,19,4,6,21,42,10,33,21,10,5,4,0,24,181,0,0,0,0,0,0,0,0,0,0,0,7,11,12,5,31,70,35,98,79,44,16,16,11,69,482,43,20,41,130,196,371,609,456,302,383,326,514,3397
LGA53360,3,0,0,0,0,0,0,7,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,3,12,53,41,46,46,41,68,311,0,0,0,0,0,6,3,4,3,3,5,10,28,0,0,0,7,0,8,0,4,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,5,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,12,10,3,3,5,13,71,5,0,5,21,25,77,122,99,95,94,72,138,748
LGA53430,143,0,0,0,0,0,0,0,7,3,5,10,0,30,0,0,0,0,0,0,0,0,5,7,5,4,21,3,0,4,14,14,32,43,11,17,10,17,22,184,0,0,0,0,0,0,0,0,0,0,0,205,208,6,0,11,21,34,96,272,300,309,597,1094,340,3076,0,0,0,0,4,36,109,74,30,58,55,36,400,3,0,9,26,26,79,105,22,6,6,16,30,334,0,0,0,0,4,4,10,3,6,0,3,3,27,4,0,5,17,0,11,7,0,0,0,0,4,50,12,0,34,81,40,106,72,24,16,9,10,44,443,0,0,3,6,0,0,0,0,0,0,4,11,17,23,6,63,133,76,229,296,128,54,69,83,119,1276,69,23,95,256,354,722,1105,838,657,1199,1926,767,8016
LGA53570,18,0,0,0,0,0,0,4,7,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,5,6,9,4,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,77,80,0,0,0,5,8,18,80,66,57,61,43,128,482,0,0,0,0,0,8,15,4,0,0,0,7,46,0,0,0,9,3,10,8,0,0,0,0,5,35,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,3,9,5,12,8,0,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,19,10,31,36,7,0,0,3,24,149,24,10,22,72,134,178,280,160,98,98,101,255,1439
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,11,23,23,11,18,17,29,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,6,9,3,0,0,0,0,25,3,3,3,16,13,42,54,47,27,35,32,41,309
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,3,20,12,8,13,13,22,93,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,0,0,0,6,30,0,0,3,12,24,26,61,25,14,19,21,44,250
LGA53780,1072,6,5,5,10,9,34,65,34,14,24,27,34,255,0,0,0,0,0,8,19,21,13,23,24,29,135,61,13,26,104,119,236,351,143,83,96,50,113,1398,0,0,0,6,5,12,14,4,9,4,5,1246,1299,65,20,61,235,308,1332,3279,2572,2010,2613,2296,1953,16749,0,0,3,23,44,306,511,290,131,151,62,134,1653,3,0,39,171,137,283,282,101,37,30,16,75,1171,6,0,3,20,15,26,34,16,6,3,0,38,165,16,3,48,73,42,49,36,9,4,7,3,23,320,98,21,139,393,215,443,370,105,55,38,27,150,2046,0,0,0,0,0,0,6,0,0,4,0,55,73,117,28,241,681,454,1102,1237,530,239,237,108,466,5425,537,134,422,1366,2030,4055,6599,4396,3098,3769,2870,3229,32518
LGA53800,166,0,0,0,0,0,4,17,11,6,12,8,4,62,0,0,0,0,0,0,7,3,3,11,7,4,40,4,3,0,15,21,50,65,18,5,4,3,26,221,0,0,0,0,3,0,0,0,0,0,4,499,504,6,5,6,20,39,153,595,567,511,701,584,700,3905,0,0,5,9,17,93,178,87,41,44,19,54,544,0,0,11,52,64,127,87,19,14,11,3,24,418,0,0,0,9,5,15,17,7,5,5,0,7,62,0,0,19,31,11,10,13,0,0,6,0,6,99,28,13,56,140,71,166,86,33,19,3,3,65,687,0,0,3,0,0,0,0,0,0,0,0,25,40,27,13,95,247,169,410,379,147,80,67,28,185,1851,117,49,148,450,676,1107,1738,1217,950,1237,961,1348,9989
