LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA51540,5,0,37,0,0,0,5,0,9,0,12,3,0,6,11,45,3,0,3,0,4,3,3,3,0,0,12,4,39,6,0,10,6,4,6,10,11,0,0,0,7,69,0,5,11,3,4,0,7,0,0,0,0,18,44,51,28,117,135,64,97,151,69,31,11,43,69,864,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,3,0,0,0,5,0,0,0,0,0,12,7,5,8,0,3,3,0,0,0,0,0,0,32,0,5,15,7,0,4,0,0,0,0,0,6,41,6,3,17,13,6,5,6,0,0,0,0,5,56,3,5,7,19,9,4,0,0,0,0,0,5,58,6,3,3,20,3,3,11,9,0,0,3,7,64,0,4,9,8,5,7,14,6,4,0,5,5,72,0,5,7,12,9,10,9,3,0,0,5,6,78,0,4,9,9,10,18,11,3,4,0,4,11,84,5,0
LGA51610,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,3,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0
LGA51680,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,14,14,5,13,25,38,19,11,0,11,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,3,3,0,0,0,0,14,0,0,0,3,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,9,6,0,0,0,0,16,4,0,0,0,0,0,6,0,0,0,0,3,11,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0
LGA51710,0,4,18,10,0,0,3,0,0,0,0,0,0,0,3,21,6,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,7,35,18,13,30,10,7,17,12,17,0,5,35,200,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,4,9,0,3,0,7,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,4,0,0,0,4,14,3,0
LGA51750,16,0,41,0,0,0,4,0,0,5,19,21,19,65,8,137,0,0,0,0,0,0,0,7,17,16,72,6,130,0,0,0,0,0,0,11,11,20,19,39,7,98,0,0,0,3,0,0,0,0,0,0,0,10,17,3,0,19,31,26,48,119,205,177,117,262,40,1049,0,0,0,0,0,0,0,0,7,3,9,0,22,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,3,3,10,3,0,0,0,21,0,0,0,4,0,0,9,0,9,0,6,0,32,0,0,4,0,0,9,9,9,0,3,6,4,45,0,0,0,3,5,7,11,10,11,3,5,0,60,0,0,0,0,0,4,9,16,4,3,5,4,55,0,0,0,0,5,4,9,24,4,10,3,0,73,0,0,0,0,0,6,13,26,11,5,13,6,83,0,0,3,0,5,4,18,18,21,9,10,4,89,4,0
LGA51820,17,8,573,0,0,3,9,8,11,26,196,232,67,38,10,594,0,3,4,4,0,0,7,62,108,53,50,12,298,0,3,24,16,11,26,70,275,209,53,20,39,747,6,7,34,13,10,7,13,29,6,3,6,59,194,91,95,565,439,232,412,1181,3353,1797,336,193,277,8975,4,4,13,11,10,8,25,19,11,5,4,22,148,0,7,0,8,5,5,9,14,5,0,4,9,63,17,18,44,22,15,18,19,21,7,3,3,14,196,8,17,81,49,16,41,58,50,11,4,0,17,350,5,14,218,74,42,53,73,78,13,3,4,17,589,11,6,39,98,46,81,121,138,29,0,9,11,581,0,8,14,56,33,74,131,175,41,6,7,20,554,4,8,35,36,57,81,192,260,72,13,14,12,776,3,11,17,33,48,98,228,343,80,16,7,18,893,0,0,9,10,25,53,223,419,102,16,13,25,906,4,3
LGA51860,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,4,19,0,5,8,0,0,0,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
LGA51890,0,0,17,0,0,0,0,0,0,8,3,0,0,0,0,24,0,0,0,0,0,0,5,4,3,0,0,0,16,0,0,3,3,6,4,9,8,0,0,0,6,37,0,0,8,3,3,3,0,0,0,0,0,0,19,9,6,78,103,114,168,125,55,5,0,3,34,705,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,4,0,0,0,0,0,4,14,0,0,14,3,7,14,0,8,0,0,0,3,46,0,0,28,12,16,18,9,0,0,0,0,4,81,0,0,6,13,10,23,11,4,0,0,0,0,63,0,0,7,9,14,14,15,4,0,0,0,0,66,0,0,5,6,11,17,11,3,0,0,0,7,53,0,0,0,9,7,17,13,6,0,0,0,4,54,0,0,0,0,4,21,14,5,0,0,0,4,56,0,0
LGA51960,0,0,22,0,0,5,9,7,10,7,0,0,0,0,5,39,0,0,4,0,4,0,6,0,0,0,0,5,20,0,0,5,8,8,12,7,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,0,0,0,18,3,10,67,112,83,91,56,9,3,0,0,16,465,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,0,0,0,0,0,18,0,0,11,5,3,0,0,0,0,0,0,0,29,0,0,8,9,4,0,0,0,0,0,0,0,26,0,0,0,3,4,3,6,0,0,0,0,0,21,0,0,3,5,3,9,4,0,0,0,0,6,24,0,0,3,10,7,13,4,0,0,0,0,0,28,0,0,0,4,5,6,0,0,0,0,0,0,24,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17,16,12,23,18,5,3,0,0,8,102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0
LGA52100,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,29,31,14,8,0,0,0,0,0,11,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,4,9,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA52170,18,0,31,0,0,0,0,0,0,3,16,21,14,59,0,122,0,0,0,0,0,0,0,6,20,11,123,0,166,0,0,0,3,0,0,3,8,14,22,45,0,98,0,0,0,4,5,0,4,0,4,0,4,0,15,0,4,27,16,16,26,53,105,149,92,321,13,805,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,0,3,9,0,0,0,0,25,0,0,12,0,0,0,0,0,0,0,3,0,22,0,0,0,0,0,3,4,4,4,6,8,0,27,0,0,0,4,5,5,4,6,7,0,0,5,27,0,0,0,0,0,0,5,9,7,3,4,0,30,0,0,0,0,0,0,7,6,5,4,5,0,29,0,0,0,0,0,0,6,6,7,0,6,0,30,0,0
LGA52240,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,18,24,8,11,0,0,0,0,0,10,79,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,11,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,7,7,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0
LGA52380,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,5,4,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
LGA52450,0,0,6,0,0,5,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,21,26,12,31,19,0,0,0,0,9,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,3,0,0,8,6,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,12,0,4
LGA52520,0,4,15,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,20,15,31,23,5,3,0,0,14,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,3,0,0,9,0,5,0,0,0,4,12,0,0
LGA52590,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,8,11,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0,8,9,7,3,17,19,31,44,86,54,0,0,8,24,289,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,11,0,0,4,0,0,5,4,0,0,0,0,0,14,0,0,3,0,8,4,10,5,0,0,0,3,25,0,0,0,0,0,9,4,3,0,0,0,0,22,0,0,4,0,0,5,4,3,0,0,0,3,27,0,0
LGA52660,0,0,42,0,0,0,0,3,0,7,28,0,0,0,0,38,0,0,0,0,0,0,6,12,4,0,0,0,22,0,0,0,0,0,5,24,44,7,0,0,4,92,0,0,0,0,0,4,5,6,0,0,0,0,23,3,9,33,37,42,84,325,404,42,0,6,30,1022,0,0,0,0,4,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,10,0,0,3,3,7,0,3,4,0,0,0,9,31,0,0,0,7,7,6,10,5,0,0,0,0,41,0,0,7,8,5,9,16,5,5,0,0,0,60,0,0,0,3,4,9,22,20,3,5,0,4,71,0,3,0,0,7,7,34,26,0,0,0,4,84,0,0,4,0,0,9,41,26,3,0,0,0,89,0,0,0,0,0,9,28,31,8,0,0,4,75,0,0
LGA52730,0,0,16,0,0,0,0,4,7,4,4,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,4,3,14,0,0,0,8,0,4,12,12,0,0,3,3,46,0,0,0,0,3,0,0,0,0,0,0,0,9,8,12,55,64,38,64,156,90,7,5,8,22,528,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,0,0,0,0,0,15,0,0,7,5,5,0,4,6,0,0,0,0,28,0,0,17,10,4,3,5,9,0,0,0,0,46,0,0,3,8,0,7,16,4,0,0,0,0,46,0,0,4,6,3,6,22,0,0,0,0,0,44,0,0,0,0,0,4,12,4,0,0,0,0,32,0,0,3,7,4,0,19,16,0,0,0,0,55,0,0,0,4,0,6,13,9,0,0,0,0,39,0,0
LGA52800,0,9,55,8,11,8,13,11,3,7,6,3,0,0,8,85,4,4,8,8,0,0,4,0,0,0,6,6,48,34,16,38,21,11,16,5,13,4,0,3,17,165,13,0,8,4,0,3,3,3,0,0,0,25,61,359,227,280,145,72,103,78,72,14,10,20,202,1580,0,0,0,0,0,0,0,7,0,0,0,0,11,3,4,0,0,0,0,0,0,0,0,0,0,13,26,24,8,9,0,0,0,0,0,0,0,5,72,27,9,5,4,0,0,3,0,0,0,0,3,51,50,35,33,0,0,4,0,0,0,0,0,6,130,27,9,4,3,5,3,4,0,0,0,0,4,61,45,19,25,11,3,4,4,3,0,0,0,3,114,22,24,28,11,3,6,4,0,0,0,0,8,108,21,23,18,16,6,4,3,5,0,0,0,14,103,27,16,16,15,3,5,7,4,0,0,0,8,101,36,24
LGA52870,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,4,0,0,5,7,4,0,0,0,3,29,0,0,0,3,0,0,0,0,0,0,0,0,12,4,0,36,44,43,51,68,52,5,0,4,16,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,3,17,0,0,5,9,3,4,7,0,0,0,0,0,34,0,0,0,5,4,9,8,4,0,0,0,0,28,0,0,5,6,6,4,9,6,0,0,0,0,40,0,0,0,0,4,4,13,6,0,0,0,0,29,0,0,3,0,0,6,6,7,0,0,0,0,24,0,0,6,0,0,3,18,10,0,0,0,0,40,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,16,11,0,3,3,0,0,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,6,4,0,0,0,0,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
LGA53080,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,22,31,0,7,0,0,0,0,0,13,81,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,0,0,5,10,4,0,0,0,0,0,0,0,0,0,0,5,8,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0
LGA53150,0,0,41,0,0,0,0,0,4,4,6,7,7,30,0,57,0,0,0,0,0,0,0,0,14,0,33,0,49,0,0,0,0,0,0,3,8,14,7,16,3,58,0,0,0,0,0,0,0,0,0,0,0,0,13,9,8,30,19,5,34,87,118,115,56,95,11,591,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,17,0,0,4,7,0,5,0,0,0,0,0,0,20,0,0,3,0,0,3,5,0,0,0,3,0,18,0,0,6,4,0,5,4,11,7,0,5,0,42,0,0,3,5,0,0,7,8,0,0,0,0,30,0,0,0,0,3,3,7,13,0,5,0,0,33,0,0,0,0,0,7,5,9,11,0,0,0,35,0,0,0,0,3,8,14,16,3,0,3,3,51,0,0
LGA53220,0,7,114,49,12,60,9,13,8,13,12,13,0,0,25,202,61,9,64,7,5,0,5,4,3,0,3,14,177,24,7,20,8,11,10,4,4,4,0,0,12,113,6,5,3,0,0,0,0,0,0,0,0,13,28,297,76,297,118,68,53,66,70,43,4,12,146,1266,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,10,5,4,4,0,0,0,0,0,3,0,0,4,21,9,4,4,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,3,0,0,0,17,16,5,11,4,0,0,0,0,0,0,0,0,42,20,4,5,3,0,0,0,3,5,0,0,4,45,13,7,11,0,0,0,0,4,0,3,0,8,51,23,6,9,3,0,0,4,5,7,0,9,20,82,35,9
