region,date,type,publish status,bytes,link
Western Australia,24/04/2021,calendar,archived,10727740,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-04-24/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=IhTwp%2BYMikCtTA7kxKns46o80x4%3D&Expires=1702607530
Western Australia,24/04/2021,reviews,archived,37067959,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-04-24/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=xn2rOS4BsLyIYKB4ijFm4zGfcSs%3D&Expires=1702607530
Western Australia,24/04/2021,listingssummary,archived,504848,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-04-24/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=VfF8VbkQkR6IBO41K5%2F5Scp9%2Bs4%3D&Expires=1702607530
Western Australia,19/03/2021,listings,archived,7032432,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-03-19/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=SNyXpdnK0Zx4LixHQP%2BXMt9HrU8%3D&Expires=1702607531
Western Australia,19/03/2021,calendar,archived,10568599,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-03-19/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Fv4yqXHQ7N5COR38n7i%2Fc7%2BU%2BvU%3D&Expires=1702607532
Western Australia,19/03/2021,reviews,archived,36322567,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-03-19/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=2XstoP83Ho6Ib1JtpGmz8gzR3lU%3D&Expires=1702607532
Western Australia,19/03/2021,listingssummary,archived,498116,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-03-19/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=UhVpBOLVdM8nHSLvMlHV5nk4gqM%3D&Expires=1702607532
Western Australia,21/02/2021,listings,archived,7117663,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-02-21/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=yxZ470clJL%2BVsZ5B7bwyIGW7spM%3D&Expires=1702607532
Western Australia,21/02/2021,calendar,archived,10654143,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-02-21/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=YbI6fOWqeFictcvVEqzZ5SVNvRY%3D&Expires=1702607532
Western Australia,21/02/2021,reviews,archived,36047611,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-02-21/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=lPmerVv5zzcZ6GIx04ilsTuup9w%3D&Expires=1702607532
Western Australia,21/02/2021,listingssummary,archived,504938,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-02-21/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=j8Sjd3L3ACIkBAgTiGojL3wyCkY%3D&Expires=1702607532
Western Australia,24/01/2021,listings,archived,7111761,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-01-24/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=fwrFzKXMMGfPOWG1zu%2B%2BnM9h0lA%3D&Expires=1702607532
Western Australia,24/01/2021,calendar,archived,10847227,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-01-24/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Cyd%2B2hXz1GBRWkzKJcvBzEJRbLM%3D&Expires=1702607533
Western Australia,24/01/2021,reviews,archived,35865432,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-01-24/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=gemggbwuGMQBYA8GqYmMo%2Fh5i8s%3D&Expires=1702607533
Western Australia,24/01/2021,listingssummary,archived,506410,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-01-24/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Z4bKlFSUTkr3cViYansrbg1FxpA%3D&Expires=1702607533
Western Australia,23/12/2020,listings,archived,7140048,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-12-23/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=8u%2FxQxgrd25Zu1w1Ohb%2B9z5M70I%3D&Expires=1702607534
Western Australia,23/12/2020,calendar,archived,10969270,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-12-23/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=8dO24x5ztR519YJ8VNbycCln4Vk%3D&Expires=1702607534
Western Australia,23/12/2020,reviews,archived,35150451,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-12-23/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Uu3ID3h9vUWZuUjgvxjsimk8OTU%3D&Expires=1702607534
Western Australia,23/12/2020,listingssummary,archived,510145,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-12-23/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2FuJ55KTMCcW%2Bww4cvRuLde%2FAHQc%3D&Expires=1702607534
Western Australia,13/11/2020,listings,archived,6659277,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-11-13/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=AblfH2NSlSa3UirqA%2B2OlfE3EV4%3D&Expires=1702607535
Western Australia,13/11/2020,calendar,archived,9988144,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-11-13/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=EByx3w6IH09%2BM16nGGMfS2WjODI%3D&Expires=1702607536
Western Australia,13/11/2020,reviews,archived,33344795,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-11-13/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FlCKFNOTbDIsHeG7nKNOkI3C6sQ%3D&Expires=1702607536
Western Australia,13/11/2020,listingssummary,archived,476081,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-11-13/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Ey4vGwlW1xEofW9OxUu5e%2FGvLlA%3D&Expires=1702607536
Western Australia,26/10/2020,listings,archived,6428991,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-10-26/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=DjCX0A%2BHXog849SyDAZwenNr%2BC0%3D&Expires=1702607536
Western Australia,26/10/2020,calendar,archived,9747536,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-10-26/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=46tNrEKcfEhON1eSC5EXSyCDbEY%3D&Expires=1702607538
Western Australia,26/10/2020,reviews,archived,31878051,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-10-26/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QiA7Q7AUx3re9ZdgbmgVY9rUtwQ%3D&Expires=1702607538
Western Australia,26/10/2020,listingssummary,archived,457121,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-10-26/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=hmgT265yP7HyL5JYUPY%2B75klYjM%3D&Expires=1702607538
Western Australia,10/06/2020,listings,archived,12739543,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-06-10/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=uHXRioljBjd9nFJvMUJeMEl7xgw%3D&Expires=1702607539
Western Australia,10/06/2020,calendar,archived,12369941,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-06-10/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=apzm9isEMdoVTFLX1CKX2xvUcdg%3D&Expires=1702607539
Western Australia,10/06/2020,reviews,archived,35455588,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-06-10/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=1jYZ7M8XhyGa%2FbM6fJgxeb1rsN8%3D&Expires=1702607540
Western Australia,10/06/2020,listingssummary,archived,608781,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-06-10/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jsr%2BjB8rfOvKEW9fZq8t%2F58kHaQ%3D&Expires=1702607540
Western Australia,14/05/2020,listings,archived,12688721,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-05-14/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=wgxQAGqOcsCRYBOqBgelM8yLVlk%3D&Expires=1702607540
Western Australia,14/05/2020,calendar,archived,12493083,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-05-14/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=UKCrk2OmBmPtfue7%2Br3gvHldOmo%3D&Expires=1702607541
Western Australia,14/05/2020,reviews,archived,35279840,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-05-14/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=U9SkSwvA5Lz0Xxp0ScCPkBBmI0I%3D&Expires=1702607541
Western Australia,14/05/2020,listingssummary,archived,606641,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-05-14/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=gLa9%2BgJrhfgrT1IoHMRTnx5LO68%3D&Expires=1702607541
Western Australia,20/04/2020,listings,archived,12741792,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-04-20/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=oX0LxKyI4sMiMm%2FJuEzmeSeaNP8%3D&Expires=1702607541
Western Australia,20/04/2020,calendar,archived,12569976,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-04-20/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=PmQ2ivIphODYANO9vLtCR1XnSdU%3D&Expires=1702607542
Western Australia,20/04/2020,reviews,archived,35403836,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-04-20/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=96JPl50eVhVRACHIioOEn4iQLHM%3D&Expires=1702607542
Western Australia,20/04/2020,listingssummary,archived,610123,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-04-20/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=cFIJH5k%2BTDjb7YQbqyM0r7zbaco%3D&Expires=1702607542
Western Australia,16/03/2020,listings,archived,13366042,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-03-16/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=xjaGdhWUmniht6uK1aFTnfdTIkE%3D&Expires=1702607542
Western Australia,16/03/2020,calendar,archived,13387960,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-03-16/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=wCbpDz8sw4HpxhLXq3uv0caVL9g%3D&Expires=1702607543
Western Australia,16/03/2020,reviews,archived,36895174,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-03-16/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=T%2BgMcFwZ5g8aPzOfb6XYz7yBWP8%3D&Expires=1702607543
Western Australia,16/03/2020,listingssummary,archived,637128,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-03-16/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=TjByVSmAbap5T6HtdoAnFNBvj8M%3D&Expires=1702607543
Western Australia,14/02/2020,listings,archived,13562729,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-02-14/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=cFFgRjkDsRTOzvO1UOq2%2F5o9ILI%3D&Expires=1702607544
Western Australia,14/02/2020,calendar,archived,13728619,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-02-14/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=W7TAQ3NY75YcY35%2FvDInABBDrO8%3D&Expires=1702607544
Western Australia,14/02/2020,reviews,archived,36364677,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-02-14/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=lvteNz9cN5FLYhuLkOmua3yKi%2BQ%3D&Expires=1702607545
Western Australia,14/02/2020,listingssummary,archived,647645,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-02-14/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QcJAsv8sa32VTT6s3aVmXKCeXR0%3D&Expires=1702607545
Western Australia,5/01/2020,listings,archived,13550018,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-01-05/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=fAJaNUe%2FNJ1qfdI1O2QzZYy3rXE%3D&Expires=1702607545
Western Australia,5/01/2020,calendar,archived,13456882,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-01-05/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FJF28MhZx6Zt74VzPh8czdmfhWg%3D&Expires=1702607546
Western Australia,5/01/2020,reviews,archived,35080503,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-01-05/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=c9CTj%2B2tF%2BI2sNoNBFL34oKIdUs%3D&Expires=1702607546
Western Australia,5/01/2020,listingssummary,archived,645106,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2020-01-05/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=fcbGs8U6VcXjGvqds3iFZIB3YDM%3D&Expires=1702607546
Western Australia,8/12/2019,listings,archived,13383121,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-12-08/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=F%2Fvkvf3G79hAPgtOVV%2F6S9Om53I%3D&Expires=1702607546
Western Australia,8/12/2019,calendar,archived,13779785,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-12-08/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=JyhIWl7WwiLWu%2BaE2xQNS%2FtNIas%3D&Expires=1702607547
Western Australia,8/12/2019,reviews,archived,34092707,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-12-08/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2F9rqC2%2FU9Mnx1hkFgzLt1lZ0gWo%3D&Expires=1702607547
Western Australia,8/12/2019,listingssummary,archived,636621,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-12-08/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FhMCwsCFOeIBN69HuNLidzy33r0%3D&Expires=1702607547
Western Australia,3/11/2019,listings,archived,13181473,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-11-03/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=GUjjpYUmWgmeIhmGu4WWS%2BDA%2FjM%3D&Expires=1702607548
Western Australia,3/11/2019,calendar,archived,13365491,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-11-03/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=vXTQNe5kFHcoMJ%2BaegJ6hN6WoeI%3D&Expires=1702607549
Western Australia,3/11/2019,reviews,archived,32846837,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-11-03/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=AV0wdnUD2XedOKQ%2BAltOaTYpU78%3D&Expires=1702607549
Western Australia,3/11/2019,listingssummary,archived,627749,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-11-03/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=VSZUgS0oqxAHB2ZNHndRy4s17Ug%3D&Expires=1702607549
Western Australia,14/10/2019,listings,archived,13007156,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-10-14/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=vt7QsPmxiKSWEOk367GLqEix3Qg%3D&Expires=1702607549
Western Australia,14/10/2019,calendar,archived,13335396,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-10-14/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=qYIskFBYvNKQAwiVOOa%2Fn0o5fNY%3D&Expires=1702607549
Western Australia,14/10/2019,reviews,archived,32194110,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-10-14/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=STB7UMsrr2Y6xmYt2ObRVt3Otss%3D&Expires=1702607549
Western Australia,14/10/2019,listingssummary,archived,621464,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-10-14/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=t2mJLXGWaTQYKHK%2FlDKoaSpEenM%3D&Expires=1702607549
Western Australia,14/09/2019,listings,archived,12929097,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-09-14/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=PU%2Fa0a5vQsSzMsvUHZHL5EuRtNI%3D&Expires=1702607550
Western Australia,14/09/2019,calendar,archived,13284955,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-09-14/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=TK0XkQw5S%2B9KMyoeVZFw1j1R0S8%3D&Expires=1702607550
Western Australia,14/09/2019,reviews,archived,31291732,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-09-14/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Cfv%2FCFdHHYMD0KVZ4tABPAj%2B8JA%3D&Expires=1702607550
Western Australia,14/09/2019,listingssummary,archived,618558,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-09-14/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=quqLUXBj6ZNy7kk8FDGb0Cj3ANM%3D&Expires=1702607550
Western Australia,8/08/2019,listings,archived,12900237,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-08-08/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=DsU3Sfi1W6550Zd5X31RJn%2Fyilo%3D&Expires=1702607551
Western Australia,8/08/2019,calendar,archived,13203823,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-08-08/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=8NvXUOCJInyqYHxTTnbvLXdEGBA%3D&Expires=1702607552
Western Australia,8/08/2019,reviews,archived,30527136,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-08-08/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ibkP%2BIXI01VFmdgeQi8vI8%2BbrVc%3D&Expires=1702607552
Western Australia,8/08/2019,listingssummary,archived,620391,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-08-08/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=oS4cpuudfixgMhG%2BsauWO7k%2FUgc%3D&Expires=1702607552
Western Australia,8/07/2019,listings,archived,12791506,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-07-08/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=NGf0X7jZV0Cltjzq7EIc9KGBYiw%3D&Expires=1702607552
Western Australia,8/07/2019,calendar,archived,13314070,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-07-08/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=VMpTbQVE6N7s%2BvWZ7OReDtvRmCA%3D&Expires=1702607553
Western Australia,8/07/2019,reviews,archived,29873423,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-07-08/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ggKu7dEQkSU%2B6zNJLHzAKRYgt9U%3D&Expires=1702607553
Western Australia,8/07/2019,listingssummary,archived,615344,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-07-08/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=4Z2uHgKN7YwDpWtcpikc68GlYo8%3D&Expires=1702607553
Western Australia,4/06/2019,listings,archived,12666431,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-06-04/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=tv5lFdvcrcbX8T%2B7zYsAd5zCD10%3D&Expires=1702607554
Western Australia,4/06/2019,calendar,archived,12810531,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-06-04/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=VRfJPB7uwG56XtAPXHusR3NpAdU%3D&Expires=1702607554
Western Australia,4/06/2019,reviews,archived,29244520,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-06-04/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=GHC0AL5RJv6FbnkSoBRBtefAqsE%3D&Expires=1702607554
Western Australia,4/06/2019,listingssummary,archived,606789,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-06-04/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Zb9XCxZ0BL3l%2FuvXAEDYRJ%2FER18%3D&Expires=1702607555
Western Australia,5/05/2019,listings,archived,12585689,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-05-05/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=AgDKBjcfpdG5nppXc4JuCQLd%2FQU%3D&Expires=1702607555
Western Australia,5/05/2019,calendar,archived,12737026,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-05-05/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=22U8h7ZxzQ%2Fcih%2FrQ2nRfj7eV04%3D&Expires=1702607556
Western Australia,5/05/2019,reviews,archived,28784828,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-05-05/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=6JZAc8OjbL7GDntESiKYcJppKaM%3D&Expires=1702607556
Western Australia,5/05/2019,listingssummary,archived,603834,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-05-05/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=t9bs2ggsw1z%2FAxbxrHSpTc4w%2F%2BA%3D&Expires=1702607556
Western Australia,5/04/2019,listings,archived,12492378,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-04-05/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=irU1ATE7z6Q2pwVBzJrhORCKxAo%3D&Expires=1702607557
Western Australia,5/04/2019,calendar,archived,12645502,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-04-05/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=It6loypA7Tkf5qtiIRokfb5ul%2Bs%3D&Expires=1702607557
Western Australia,5/04/2019,reviews,archived,27842849,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-04-05/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ttpdMG4WseKNwA31FZ%2FAsdBjfGg%3D&Expires=1702607557
Western Australia,5/04/2019,listingssummary,archived,599436,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-04-05/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2Bfo%2FODvr43E8KMm47tZ3LIbiX1c%3D&Expires=1702607557
