LGA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,4,0,0,0,4,0,0,0,4,0,0,4,17,0,0,0,17,0,0,0,17,0,0,17,9,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,36,0,0,36,27,0,5,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,62,0,5,0,72,0,0,0,72,0,0,72,15,0,0,0,12,0,0,0,12,0,0,12,32,5,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,50,0,0,0
LGA52520,6,0,0,0,6,0,0,0,6,0,0,6,39,0,0,0,39,0,0,0,39,0,0,39,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,53,0,0,0,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,53,0,0,0,53,0,0,53,27,0,0,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,79,0,0,0,79,0,0,79,15,0,0,0,15,0,0,0,15,0,0,15,26,3,0,0,27,0,0,0,27,0,0,27,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,43,8,0,0,51,0,0,0
LGA52590,17,0,0,0,15,0,0,0,15,0,0,15,44,8,0,0,58,0,0,0,59,0,0,59,6,5,0,0,7,0,0,0,7,0,0,7,3,0,0,0,4,0,0,0,4,0,0,4,74,10,0,3,87,0,0,0,83,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,76,10,0,3,89,0,0,0,89,0,0,89,25,3,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,98,11,0,0,117,0,0,0,120,0,0,122,15,4,0,0,19,0,0,0,19,0,0,24,56,6,0,0,60,0,0,0,60,0,0,60,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,74,10,0,0,86,0,0,0
LGA52660,59,11,0,0,73,0,0,0,73,0,0,74,240,26,16,5,279,0,0,0,279,3,0,284,61,4,7,0,71,4,0,4,78,0,0,78,0,0,0,0,3,0,0,0,3,0,0,3,361,41,20,7,431,7,0,7,429,7,0,440,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,5,0,5,13,0,0,13,12,0,0,0,12,5,0,5,20,0,0,20,371,41,20,7,439,9,0,9,453,7,0,457,199,20,15,11,242,8,0,9,251,0,0,254,0,0,0,3,3,0,0,0,3,0,8,6,571,64,36,19,683,16,0,18,702,9,6,720,108,17,9,0,129,0,0,0,131,7,0,140,338,32,9,0,382,3,4,7,387,3,0,392,9,0,4,0,17,0,0,0,17,0,0,17,4,0,0,0,4,0,0,0,4,0,0,5,464,50,18,6,531,8,4,3
LGA52730,15,3,0,0,19,0,0,0,19,7,0,26,66,22,4,0,91,0,0,0,91,3,0,92,15,0,3,0,17,0,0,0,17,0,0,19,0,0,0,0,3,0,0,0,3,0,0,3,89,23,6,3,128,0,0,0,128,12,0,137,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,93,26,6,3,131,0,0,0,131,12,0,140,40,13,8,0,58,0,0,0,58,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,133,38,14,3,191,0,0,0,191,17,0,208,45,14,0,0,56,3,0,3,62,8,0,69,82,33,0,0,124,0,0,0,124,8,0,131,4,0,5,0,7,0,0,0,7,0,0,7,3,0,0,4,3,0,0,0,3,0,0,3,132,47,4,3,187,3,0,3
LGA52800,36,0,4,0,45,0,0,0,45,9,0,57,22,14,0,0,37,0,0,3,37,6,0,42,11,0,0,0,6,0,0,0,6,0,0,9,0,0,0,5,5,0,0,0,5,0,0,4,65,21,4,5,90,0,0,3,91,20,0,114,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,4,0,0,4,71,21,4,5,95,4,0,0,99,20,0,115,28,8,0,3,43,8,0,6,49,128,0,173,0,3,0,0,3,0,0,0,3,0,3,8,99,28,4,3,136,8,0,12,148,142,3,296,63,6,0,0,67,0,0,0,67,4,0,69,22,12,0,0,32,0,0,0,35,18,0,45,3,4,0,0,6,0,0,0,6,0,0,10,0,0,0,4,4,0,0,0,4,0,0,5,87,18,0,4,105,0,0,0
LGA52870,14,3,0,0,15,0,0,0,15,0,0,15,65,3,8,0,74,0,0,0,74,0,0,77,17,5,0,0,22,0,0,0,22,0,0,22,0,0,0,3,4,0,0,0,4,0,0,4,93,8,5,7,115,0,0,0,115,0,0,120,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,94,8,5,7,117,0,0,0,117,0,0,120,83,13,5,0,102,0,0,0,102,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,183,25,12,7,216,0,0,0,217,8,0,227,38,7,0,0,41,0,0,0,41,0,0,44,102,6,0,0,116,0,0,0,116,4,0,120,3,0,4,0,11,0,0,0,11,0,0,11,0,0,0,9,9,0,0,0,9,0,0,9,141,13,8,7,169,0,0,0
LGA52940,3,0,0,0,3,0,0,0,3,0,0,3,21,0,0,0,21,0,0,0,21,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,24,0,0,0,24,0,0,24,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,27,0,0,0,27,0,0,27,10,0,0,0,10,0,0,0,10,0,0,10,18,0,0,0,17,0,0,0,17,0,0,17,0,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,31,0,0,0
LGA53010,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,17,0,0,0,17,0,0,17,4,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,29,0,0,0,29,0,0,29,10,0,0,0,13,0,0,0,13,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,40,0,0,0,40,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,33,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,0,7,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,7,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,39,9,0,0,43,0,0,0,43,4,0,50,125,15,0,0,140,0,0,0,140,0,0,147,32,0,3,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,195,22,3,0,224,0,0,0,224,6,0,232,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,199,22,3,0,224,0,0,0,224,6,0,237,69,7,0,0,70,0,0,0,72,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,265,23,3,0,297,0,0,0,295,6,0,304,70,13,0,0,75,0,0,0,75,11,0,85,173,13,0,0,191,0,0,0,191,4,0,197,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,245,28,0,4,275,0,0,0
LGA53220,72,5,4,0,81,4,4,5,84,0,0,86,79,11,6,0,104,0,0,0,102,0,0,102,24,4,9,0,36,0,0,0,36,0,0,36,4,0,0,0,3,0,0,0,3,0,0,7,177,20,22,4,227,4,3,11,236,5,0,237,4,0,0,0,4,6,0,6,6,0,0,11,0,0,0,0,0,0,3,3,3,0,0,3,4,0,0,0,4,6,3,3,11,0,0,14,183,20,22,4,228,9,3,12,246,4,0,249,80,12,8,0,95,4,3,6,103,30,0,133,0,0,0,3,3,0,0,0,3,0,6,7,265,28,32,7,329,13,8,15,348,39,6,392,115,11,3,0,131,0,0,0,131,0,0,134,86,7,6,0,105,0,0,0,105,4,0,111,8,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,5,0,0,0,5,0,0,5,212,13,10,3,247,0,0,0
LGA53290,34,3,0,0,39,0,0,0,39,6,0,43,240,15,8,0,256,0,0,0,258,0,0,263,37,8,5,0,40,0,0,0,40,0,0,45,0,0,0,6,11,0,0,0,11,0,0,13,308,18,11,8,348,0,0,0,349,6,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,18,11,8,345,0,0,0,352,13,0,360,144,8,17,0,165,3,0,0,169,15,0,188,0,0,0,0,0,0,0,0,0,0,0,0,452,27,24,11,513,3,0,3,520,29,0,549,98,3,0,0,107,0,0,4,107,0,0,111,315,25,15,3,351,0,0,0,351,4,0,354,10,0,0,0,12,0,0,0,12,0,0,12,11,0,0,0,8,0,0,0,8,0,0,8,429,25,13,7,475,0,3,0
LGA53360,12,0,0,0,9,0,0,0,9,0,0,8,36,4,0,5,47,0,0,0,47,0,0,47,3,0,3,0,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,3,6,5,63,0,0,0,63,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,6,5,63,0,0,0,63,4,0,65,46,4,3,0,57,0,0,0,57,11,0,64,0,0,0,0,0,0,0,0,0,0,0,0,96,7,10,6,115,0,0,0,115,14,0,127,36,4,0,0,40,0,0,0,41,0,0,49,60,8,0,0,75,0,0,0,78,0,0,78,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,13,5,0,121,0,9,9
LGA53430,150,25,4,0,180,4,0,4,181,10,0,194,465,106,14,0,592,5,7,7,602,10,0,607,168,17,24,0,207,0,0,0,207,3,3,213,10,0,0,5,13,0,0,0,13,0,0,13,791,148,44,8,989,12,7,11,1003,25,3,1031,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,14,0,0,6,11,0,0,11,7,0,0,0,14,0,0,3,15,0,0,17,801,150,42,8,1005,12,7,13,1018,31,3,1044,231,32,27,0,286,6,0,6,293,16,0,307,0,0,0,0,0,0,0,0,0,5,7,9,1026,184,71,17,1291,12,7,20,1311,48,6,1365,192,31,0,0,232,0,0,0,233,21,0,259,421,70,8,8,507,3,4,9,513,16,0,525,22,3,3,0,33,0,0,0,33,0,0,33,0,0,0,0,3,0,0,0,3,0,0,3,639,106,15,8,772,3,6,10
LGA53570,22,0,0,0,22,0,0,0,22,4,0,26,45,6,3,0,51,0,0,0,51,3,0,55,5,0,6,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,76,6,11,0,88,0,0,0,88,9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,78,6,11,0,87,0,0,0,87,5,0,92,34,8,3,0,49,0,0,0,50,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,113,12,9,4,135,0,0,0,137,7,0,144,17,0,3,0,24,0,0,0,24,0,0,24,67,0,8,0,78,0,0,0,78,3,0,80,5,0,3,0,5,0,0,0,5,0,0,5,0,0,0,6,6,0,0,0,6,4,0,6,90,6,12,7,116,0,0,0
LGA53640,6,0,0,0,6,0,0,0,6,0,0,6,37,5,0,0,34,0,0,0,34,0,0,34,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,52,5,0,0,58,0,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,0,58,0,0,0,58,0,0,58,20,0,0,0,24,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4,0,78,0,0,0,83,0,0,83,13,3,0,0,16,0,0,0,16,0,0,16,20,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,34,3,0,4,41,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,15,0,0,15,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,17,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,17,0,0,0,22,0,0,22,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,34,0,0,0,34,0,0,34,13,0,0,0,11,0,0,0,11,0,0,11,26,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,42,0,0,0
LGA53780,798,112,20,9,939,16,9,17,959,53,3,1014,1415,261,34,14,1730,19,0,22,1755,55,5,1811,327,53,47,0,432,0,0,6,434,12,0,448,24,4,0,22,46,0,0,0,46,0,5,56,2571,430,100,47,3146,36,12,46,3194,123,18,3337,55,7,0,0,66,10,4,12,73,8,0,85,105,24,0,4,128,6,3,12,136,8,0,145,154,33,0,9,191,15,9,23,216,18,0,231,2722,457,101,56,3335,56,14,72,3412,144,18,3562,1971,414,83,56,2525,102,13,120,2652,295,14,2951,19,0,0,25,53,0,0,0,47,7,37,94,4717,877,186,139,5916,158,34,190,6106,435,59,6607,1293,178,18,3,1502,32,10,36,1539,60,0,1601,1869,299,35,21,2232,31,8,37,2270,67,4,2342,94,27,13,0,134,0,0,4,134,8,0,140,29,4,0,33,61,0,0,0,66,0,3,71,3288,506,73,58,3926,60,17,78
LGA53800,151,19,9,0,172,6,0,6,184,8,0,194,459,71,19,8,558,5,0,5,559,13,0,579,99,17,19,0,135,0,0,0,135,3,0,136,4,0,0,0,12,0,0,0,12,0,0,6,714,105,41,11,876,12,0,16,885,31,0,920,0,0,0,0,6,6,0,6,3,0,0,7,18,0,0,0,25,0,0,0,25,0,0,25,19,3,0,0,25,4,0,4,28,0,0,33,730,109,39,15,903,12,0,18,915,32,0,943,366,61,20,13,464,20,7,26,490,56,4,557,0,0,0,0,0,0,0,0,0,0,5,5,1100,169,64,27,1363,32,7,45,1405,90,4,1503,328,42,10,0,375,9,0,8,387,32,0,417,607,82,14,3,712,12,0,8,718,26,0,743,33,7,12,0,51,0,0,0,51,0,0,50,0,0,3,3,12,0,0,0,12,5,0,13,965,129,36,15,1143,17,6,22
LGA53920,7,3,0,0,8,4,0,4,15,4,0,19,3,8,0,0,7,0,0,0,7,5,0,11,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,10,0,4,27,4,0,4,30,6,0,37,0,0,0,0,0,6,0,6,6,0,0,7,0,0,0,0,0,0,3,3,4,0,0,4,0,0,0,0,0,6,3,6,12,0,0,13,16,10,0,4,33,7,3,11,44,4,0,50,11,10,0,0,26,16,0,22,42,68,0,110,0,0,0,0,0,0,0,0,0,0,4,8,24,23,0,4,52,28,4,32,85,71,8,171,12,9,0,0,21,0,0,0,21,0,0,21,7,10,0,4,24,0,0,0,23,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,7,40,0,0,0
LGA53990,152,8,11,0,172,0,0,0,174,11,0,182,393,42,17,0,453,9,0,7,457,3,0,464,95,5,11,5,115,0,0,0,115,0,0,121,5,0,0,3,11,0,0,0,11,0,0,9,640,60,37,6,748,6,3,12,756,16,0,774,0,0,0,0,0,0,0,0,3,0,0,8,17,0,0,0,17,0,0,0,17,0,0,17,20,0,0,0,20,0,0,0,19,0,0,22,662,60,37,6,773,11,3,14,786,15,0,800,339,26,24,9,400,4,4,8,414,34,0,445,0,0,0,0,3,0,0,0,3,0,0,3,1004,91,60,19,1172,17,4,20,1194,57,0,1252,247,22,10,3,287,0,0,0,291,15,0,301,563,31,19,4,618,6,0,3,625,18,0,640,29,0,5,3,38,0,0,0,38,0,0,38,5,0,0,3,10,0,0,0,10,0,0,5,840,61,30,12,947,6,6,9
LGA54060,4,0,0,0,5,0,0,0,5,4,0,11,18,0,0,0,23,0,0,0,23,0,0,23,0,4,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,34,0,0,0,34,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,26,3,3,0,31,0,0,0,36,4,0,41,27,0,3,0,38,0,0,0,38,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,54,6,8,0,72,0,0,0,73,8,0,82,12,7,0,0,20,0,0,0,20,0,0,22,39,10,3,0,50,3,0,3,50,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,7,59,18,3,4,74,3,0,3
LGA54130,10,0,0,0,13,0,0,0,13,0,0,13,19,0,0,0,26,0,0,0,26,0,0,26,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,43,0,0,0,43,0,0,43,22,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,65,9,0,0,69,0,0,0,72,0,0,74,13,0,0,0,13,0,0,0,13,0,0,13,13,4,0,5,21,0,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,5,37,0,0,0
