LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA52520,0,22,4,28,4,29,7,36,10,66,15,91,9,88,22,115,8,62,15,86,15,82,16,115,7,51,14,72,7,18,0,25,0,11,0,7,61,419,96,580,0,14,3,22,4,23,4,33,3,72,9,88,12,70,21,98,5,49,18,72,22,54,11,89,5,32,4,43,5,27,10,33,4,16,0,27,59,359,79,500,3,33,6,46,8,52,15,69,14,136,23,176,18,153,41,211,17,108,31,155,37,134,35,204,11,83,20,118,11,38,10,63,6,24,6,36,122,777,181,1081
LGA52590,4,54,13,64,0,49,9,57,7,145,32,182,12,141,34,186,18,180,33,234,27,232,28,287,21,278,33,335,10,122,14,141,3,15,4,25,101,1217,201,1516,0,48,6,55,3,40,8,46,10,153,24,185,24,139,11,176,24,143,14,185,51,231,20,300,31,214,19,270,7,100,17,127,0,27,5,41,159,1089,127,1373,4,101,13,117,3,90,12,108,17,295,56,368,36,277,48,364,48,320,49,413,81,465,46,589,55,493,54,599,15,218,29,265,0,52,12,65,258,2308,329,2885
LGA52660,18,390,15,421,16,332,23,366,42,797,72,914,74,802,76,956,103,711,74,892,115,702,66,883,95,604,58,753,51,302,34,394,7,108,41,154,528,4758,450,5732,20,389,16,423,12,293,12,318,93,789,48,931,154,791,30,974,180,734,50,960,215,656,46,920,131,561,39,736,55,384,70,510,9,132,54,195,869,4731,357,5961,35,780,33,842,26,624,34,688,140,1588,115,1843,230,1592,110,1927,283,1452,118,1851,333,1360,111,1805,227,1161,100,1489,111,688,103,900,19,243,85,347,1393,9486,809,11691
LGA52730,14,178,22,212,5,53,5,61,16,135,25,169,29,251,34,308,44,302,43,390,76,396,46,520,62,418,38,512,29,224,24,277,5,51,8,67,276,2001,253,2529,11,144,24,183,5,51,12,60,25,172,23,226,49,300,33,376,65,327,48,441,113,388,38,533,86,389,50,528,27,210,28,260,0,75,12,86,379,2060,256,2695,21,325,50,395,16,99,13,126,33,308,51,393,74,548,69,691,110,632,93,833,184,782,89,1055,145,808,86,1042,53,436,49,542,11,130,17,155,651,4060,511,5225
LGA52800,7,187,39,234,15,185,60,262,45,421,158,624,33,337,106,480,26,314,92,429,22,286,92,405,18,173,50,234,3,46,7,61,0,14,0,10,172,1965,605,2743,13,185,55,245,30,206,52,285,73,447,127,646,48,340,94,483,67,277,74,419,39,268,62,373,25,134,29,188,5,44,13,61,0,17,4,20,296,1918,509,2723,19,372,95,483,46,392,111,550,114,864,285,1270,77,678,198,958,93,594,169,858,64,560,152,781,43,307,78,421,8,88,22,119,0,22,7,29,470,3882,1116,5466
LGA52870,7,155,14,172,6,110,8,125,13,192,27,233,32,254,32,322,46,332,30,410,58,377,34,472,49,419,36,511,22,182,23,224,3,42,0,47,241,2066,209,2521,9,125,13,146,10,75,5,89,25,227,15,270,65,278,17,361,87,313,32,432,103,405,28,535,72,362,29,462,32,193,15,236,4,62,8,72,408,2043,160,2609,13,279,28,319,20,184,16,216,37,418,41,502,99,537,49,684,129,646,65,847,165,785,57,1009,127,785,71,978,48,374,34,460,7,109,9,127,654,4109,373,5132
LGA52940,0,8,0,15,4,22,5,25,0,19,5,23,0,31,5,40,8,39,5,53,3,41,0,47,3,53,4,64,4,13,5,23,0,3,0,3,27,237,31,296,0,10,3,8,0,11,3,9,6,21,7,27,5,41,0,47,9,23,3,38,7,32,5,42,17,41,0,63,0,21,0,19,0,5,0,10,43,207,17,265,0,17,0,23,3,29,7,36,9,45,10,55,7,74,9,86,18,66,10,90,11,72,7,84,24,101,3,126,4,36,3,45,0,12,0,10,66,444,51,557
LGA53010,0,9,3,12,0,11,0,12,4,30,6,37,3,38,12,48,0,37,8,44,4,40,11,56,0,38,8,52,7,14,6,25,0,0,0,0,16,215,60,293,5,6,4,8,0,10,0,13,0,32,0,34,4,31,4,39,4,27,9,45,8,37,7,52,7,24,13,44,0,8,4,12,0,0,0,0,23,184,43,252,0,12,5,21,0,19,3,21,4,62,9,74,7,70,14,93,8,65,16,89,9,80,19,102,3,65,18,96,6,27,7,44,0,6,0,0,47,396,99,540
LGA53080,0,12,4,14,0,16,5,24,4,38,16,54,0,21,0,21,5,31,16,55,6,50,13,67,5,45,8,53,0,20,3,25,0,0,0,5,18,236,70,319,0,9,0,9,0,15,5,17,0,27,8,42,7,17,9,33,5,33,13,47,11,42,9,68,0,29,3,38,0,13,6,17,0,0,0,0,30,192,61,278,0,21,3,23,0,25,7,36,4,61,24,96,7,40,9,53,10,65,28,109,15,94,27,133,6,75,12,95,6,32,6,49,0,0,0,3,50,421,127,600
LGA53150,12,237,6,256,10,178,7,190,19,303,25,347,31,349,36,408,73,468,27,576,95,398,16,506,64,355,15,438,23,175,18,216,11,77,11,103,342,2544,163,3046,15,258,6,278,17,171,0,184,26,325,20,369,72,413,29,517,135,470,19,626,171,381,21,573,89,331,12,438,24,212,16,259,6,116,23,149,560,2680,154,3394,27,495,9,534,24,345,12,378,43,626,47,717,108,763,63,925,209,944,47,1198,267,777,42,1081,157,688,32,876,47,384,34,471,18,196,41,254,900,5221,317,6439
LGA53220,23,146,34,206,16,258,102,370,57,935,492,1482,59,858,462,1381,56,664,353,1069,27,482,235,747,10,112,33,164,0,13,7,22,0,3,0,3,256,3465,1717,5440,12,135,28,173,22,198,60,276,48,617,172,844,60,461,113,638,32,292,80,409,28,196,57,291,6,70,8,85,5,17,7,25,0,4,0,5,221,1993,532,2746,35,277,60,376,37,449,161,647,106,1554,668,2324,117,1320,581,2020,87,959,431,1476,61,681,292,1035,19,183,45,251,0,32,12,44,0,9,0,13,473,5464,2251,8186
LGA53290,21,374,59,453,11,283,50,350,33,629,95,754,62,646,85,791,100,739,126,965,118,756,110,981,63,601,87,752,33,341,73,446,12,94,8,112,447,4461,703,5611,14,309,46,372,13,272,32,322,79,650,67,798,119,642,99,854,155,678,87,930,166,674,76,911,103,559,72,732,48,362,60,466,12,146,11,171,703,4290,559,5553,37,684,109,825,28,555,85,664,109,1281,162,1548,178,1287,180,1642,258,1427,218,1899,285,1429,187,1894,168,1157,162,1486,81,705,134,918,22,239,24,284,1148,8754,1264,11164
LGA53360,0,72,7,82,7,67,14,83,5,209,26,241,11,211,33,254,15,186,31,235,22,168,25,214,14,111,17,133,4,48,5,59,0,5,3,8,78,1073,157,1310,0,58,11,66,4,76,13,92,7,267,24,300,17,197,26,246,21,154,13,188,30,119,22,169,8,85,14,108,8,39,0,46,0,11,0,9,94,1001,120,1217,0,130,17,151,3,146,24,175,18,477,54,544,35,405,55,498,37,341,45,425,52,283,43,379,18,190,31,244,7,91,8,101,0,13,3,16,173,2081,275,2523
LGA53430,35,629,43,705,50,693,66,806,110,1841,222,2166,173,1905,182,2260,265,1651,207,2121,346,1681,151,2177,223,1381,93,1702,104,735,61,902,37,258,35,335,1347,10777,1053,13174,35,657,43,731,61,814,77,952,149,2044,172,2365,277,1847,124,2241,467,1623,120,2211,597,1562,90,2247,360,1412,104,1874,123,830,75,1029,25,414,73,518,2098,11200,880,14176,66,1285,78,1440,116,1510,139,1760,257,3880,396,4531,448,3752,307,4498,732,3274,328,4338,949,3239,239,4423,587,2793,195,3573,227,1565,138,1936,62,673,118,849,3445,21978,1931,27353
LGA53570,6,118,14,134,6,100,16,119,12,227,24,271,17,238,37,291,47,320,44,417,42,382,47,471,62,406,46,510,17,222,30,269,9,38,3,42,211,2042,261,2519,10,96,10,115,7,77,9,96,20,263,27,310,46,233,13,288,67,272,33,367,72,329,27,424,68,310,40,414,28,146,25,202,3,33,10,45,314,1759,190,2264,16,213,20,247,11,176,25,217,34,491,49,574,63,460,48,577,110,594,78,782,117,713,71,898,135,710,89,928,42,368,57,462,13,68,10,88,530,3800,451,4781
LGA53640,4,22,0,27,0,22,6,28,6,72,6,80,8,67,11,79,8,65,7,83,19,78,17,112,8,66,6,86,0,16,4,22,0,4,0,5,55,413,48,515,3,16,6,21,3,21,0,26,11,74,7,89,14,56,8,73,11,58,4,72,24,45,8,76,10,45,8,60,0,6,0,12,0,7,0,7,72,331,32,439,4,39,3,48,8,41,8,54,14,148,12,175,19,115,13,155,19,120,9,150,35,127,20,181,18,114,12,143,0,31,0,34,0,13,0,8,126,743,81,952
LGA53710,0,16,7,22,0,17,4,17,0,33,3,37,3,47,6,61,11,43,8,64,6,52,9,73,3,64,11,86,4,27,8,36,3,9,3,12,46,305,56,407,0,12,0,13,4,16,6,22,0,28,3,31,16,43,7,66,12,40,8,60,25,48,7,82,12,52,8,71,0,24,7,34,0,11,0,12,70,267,48,386,3,25,9,34,4,30,7,43,0,63,8,65,20,89,11,117,23,83,20,122,34,99,20,153,18,117,19,158,4,49,12,68,3,18,6,24,112,574,107,792
LGA53780,156,3643,251,4043,190,3852,371,4420,531,7176,1058,8758,828,8322,987,10134,877,6714,689,8278,681,5292,391,6373,564,4149,238,4954,274,1969,152,2388,53,552,116,717,4148,41657,4252,50056,188,3351,214,3753,263,3522,253,4035,754,7468,646,8866,1270,7903,555,9731,1369,6176,405,7942,1270,5048,258,6571,839,4117,260,5225,287,2269,219,2770,56,917,187,1156,6286,40774,2995,50054,345,6990,461,7795,451,7373,628,8452,1279,14638,1705,17620,2092,16226,1545,19859,2240,12884,1092,16225,1953,10345,647,12945,1411,8271,500,10175,558,4232,369,5162,103,1464,302,1869,10431,82431,7247,100107
LGA53800,59,1079,147,1287,48,863,120,1030,99,1861,353,2310,197,1818,343,2360,250,2035,321,2601,311,2025,260,2602,194,1595,152,1944,101,809,111,1023,36,260,60,355,1296,12344,1875,15514,55,1038,121,1218,48,888,112,1049,230,1903,240,2369,376,1863,260,2502,461,2093,221,2775,531,1853,174,2559,298,1560,175,2030,121,873,129,1125,19,373,90,481,2150,12446,1522,16116,113,2118,264,2504,93,1749,230,2076,326,3765,589,4684,574,3686,607,4866,707,4129,541,5377,847,3881,435,5164,494,3154,329,3981,225,1676,244,2149,56,631,152,839,3444,24792,3396,31634
LGA53920,22,133,27,181,20,107,18,144,52,196,37,283,52,148,45,247,31,143,43,221,17,87,27,131,4,53,11,72,0,21,11,36,0,5,3,5,200,888,222,1310,15,117,23,158,30,112,27,169,62,223,41,318,47,178,40,259,36,137,28,202,26,94,25,145,12,53,24,90,0,19,4,25,0,6,4,9,229,935,211,1372,33,252,52,334,53,211,41,313,113,415,76,605,100,317,82,505,66,281,71,421,42,187,51,277,19,110,30,158,0,34,15,62,0,5,3,11,432,1824,435,2685
LGA53990,46,847,65,957,40,582,46,662,72,1380,119,1567,161,1560,131,1849,215,1504,141,1857,227,1459,149,1833,165,1265,79,1503,70,586,49,708,21,144,14,177,1016,9320,784,11113,49,817,52,916,36,535,43,613,150,1421,90,1660,294,1539,79,1910,363,1448,78,1894,433,1432,91,1955,243,1219,96,1560,86,622,53,760,7,192,21,224,1658,9232,593,11485,90,1662,112,1869,75,1118,89,1277,223,2804,204,3228,456,3104,206,3762,579,2949,218,3741,659,2884,243,3784,410,2480,170,3061,156,1211,97,1466,28,334,38,400,2678,18549,1377,22603
LGA54060,10,80,15,104,5,56,12,70,9,82,20,111,9,120,28,160,20,180,27,229,29,247,42,323,32,279,33,344,25,134,27,184,4,30,10,41,136,1213,218,1559,0,70,11,82,0,48,3,53,10,90,19,116,26,153,21,196,36,189,25,253,41,250,33,321,58,243,34,330,21,138,20,182,7,32,4,45,195,1204,169,1564,10,150,26,181,5,107,18,122,19,170,34,222,33,276,50,359,55,370,53,479,72,502,74,644,89,519,62,673,39,270,50,362,8,63,13,78,327,2415,384,3126
LGA54130,0,19,0,28,0,28,3,32,0,50,4,63,6,69,7,83,5,60,8,74,14,85,11,107,5,68,4,76,6,24,0,27,0,3,4,6,41,400,48,485,0,7,4,15,0,18,6,26,0,70,0,74,10,63,7,76,10,49,14,76,13,65,7,87,11,45,3,56,0,14,4,16,0,3,0,3,40,341,41,422,0,26,5,39,0,48,7,51,8,124,6,137,18,130,13,158,17,109,20,148,26,151,18,191,14,109,9,133,3,39,3,46,0,5,4,12,77,740,89,911
LGA54170,183,5022,143,5351,188,4428,188,4805,372,7250,449,8074,743,9107,549,10404,1179,9445,572,11192,1461,8517,434,10413,1139,7387,287,8819,390,3149,188,3731,112,849,91,1043,5761,55160,2898,63822,187,4603,140,4931,234,3845,123,4208,526,7345,342,8214,1273,9352,306,10932,2072,9198,303,11573,2442,8605,290,11331,1564,7435,281,9274,460,3424,238,4122,87,1481,179,1746,8847,55284,2198,66334,368,9627,285,10279,422,8275,312,9012,900,14595,787,16285,2024,18461,853,21336,3249,18647,866,22768,3899,17121,724,21744,2703,14823,571,18096,846,6570,429,7853,199,2322,266,2782,14615,110445,5095,130156
LGA54200,70,1698,72,1845,74,1529,101,1705,177,2729,229,3137,352,3307,249,3904,472,3222,231,3919,486,2829,210,3531,412,2424,125,2962,197,1386,97,1686,50,430,55,539,2289,19567,1370,23227,88,1584,85,1759,103,1299,58,1460,307,2844,166,3315,541,3349,173,4066,802,3013,149,3963,865,2680,144,3689,567,2574,127,3266,242,1532,126,1902,32,640,81,750,3540,19515,1117,24174,161,3291,160,3608,175,2831,163,3163,481,5577,389,6450,896,6654,423,7970,1268,6231,384,7889,1353,5508,350,7218,977,4996,249,6227,433,2924,229,3593,83,1069,137,1292,5832,39082,2488,47399
LGA54280,20,743,90,848,29,876,168,1068,84,2036,373,2491,128,1850,325,2299,144,1652,288,2085,147,1510,223,1879,81,768,134,991,24,277,50,354,3,51,9,60,666,9763,1656,12083,21,661,87,780,35,768,106,912,134,1936,258,2322,221,1655,224,2097,220,1439,176,1833,207,1184,142,1534,88,607,91,794,29,258,35,322,5,117,23,138,953,8631,1137,10734,40,1408,180,1629,63,1645,275,1984,216,3969,629,4812,344,3506,548,4401,366,3092,456,3915,349,2692,371,3416,172,1383,228,1782,50,543,86,678,10,160,31,202,1620,18398,2800,22815
LGA54310,17,548,116,678,16,472,152,646,78,1535,494,2108,146,1743,510,2402,88,1308,342,1730,64,834,223,1114,17,241,76,335,3,57,12,73,0,3,0,7,417,6747,1927,9092,27,414,80,522,17,401,97,521,107,1567,335,2003,163,1499,290,1954,147,1066,194,1405,54,567,128,750,26,179,34,239,10,48,8,59,0,9,0,8,553,5746,1168,7466,40,958,201,1205,37,880,251,1161,178,3103,831,4115,308,3243,801,4351,231,2376,536,3142,112,1400,348,1864,45,417,107,574,17,101,24,135,0,10,4,12,965,12496,3094,16560
LGA54340,13,98,22,128,9,101,12,124,20,220,35,276,21,197,43,258,20,202,30,245,36,221,22,273,26,163,16,208,10,87,13,111,5,29,5,32,158,1322,198,1677,7,99,28,128,8,97,18,120,30,193,28,250,38,159,25,218,40,174,19,240,43,175,22,237,31,167,22,217,16,87,12,120,0,45,15,64,212,1201,185,1596,18,192,53,263,21,196,28,244,52,417,65,531,67,356,65,486,61,385,48,489,79,393,41,518,56,335,40,427,28,173,30,232,5,73,21,100,376,2519,377,3271
LGA54410,3,23,9,32,0,17,5,23,3,39,13,59,0,49,6,60,11,52,7,75,16,78,19,108,6,72,7,83,11,36,12,57,0,10,3,12,47,378,73,505,0,30,6,39,0,19,3,22,4,29,0,39,12,45,5,60,17,55,10,77,23,59,12,98,10,49,6,68,6,39,11,55,0,30,4,34,75,357,60,490,3,57,14,74,0,28,4,42,7,76,17,93,12,97,12,119,28,103,16,154,36,138,29,206,16,122,12,153,16,76,20,114,4,36,6,46,123,733,134,992
LGA54480,0,13,4,18,0,9,5,15,0,24,0,28,4,33,9,48,3,40,3,46,8,23,4,29,5,11,0,19,0,8,0,10,0,0,0,0,20,168,23,206,0,6,0,7,0,9,0,9,0,28,3,29,0,32,3,39,4,27,9,37,0,13,0,20,0,9,4,16,0,4,0,10,0,0,0,0,14,130,19,160,0,19,3,20,0,21,5,22,0,52,7,59,7,68,16,84,10,66,9,84,13,37,4,47,3,27,3,32,0,12,0,19,0,0,0,0,30,291,42,370
LGA54550,0,30,4,30,4,38,0,41,11,73,4,88,9,120,11,130,15,85,15,115,30,116,20,169,10,99,11,121,3,60,11,78,0,19,3,20,82,633,71,785,0,30,0,34,3,30,5,36,14,76,8,91,17,86,12,117,21,87,15,120,23,100,15,134,13,76,7,98,3,62,13,73,3,29,0,32,103,571,68,745,0,63,3,63,7,63,3,72,18,146,16,179,25,203,20,249,41,168,29,236,52,220,35,305,27,182,15,222,6,123,23,150,3,47,7,54,178,1205,143,1532
LGA54620,0,17,0,20,0,23,4,30,0,32,6,37,6,44,12,57,7,54,0,69,9,48,12,67,9,50,8,60,4,19,0,28,3,5,3,11,41,289,46,375,0,6,4,11,0,13,0,16,0,32,5,39,4,40,7,52,17,39,9,56,14,39,10,62,10,32,0,47,0,23,3,25,0,7,3,11,53,225,38,324,3,19,7,27,4,39,5,43,0,68,8,82,18,79,14,114,27,92,4,125,24,85,20,130,13,84,11,110,9,43,4,51,0,15,8,18,92,518,86,702
LGA54690,0,4,0,3,0,3,0,3,0,11,0,20,4,16,0,22,3,24,4,30,3,24,0,27,6,29,0,34,0,15,0,15,0,0,0,0,20,140,10,166,0,4,0,9,0,3,0,3,0,12,0,12,0,15,0,17,0,19,3,27,11,26,0,31,5,18,0,23,0,11,0,6,0,7,0,7,12,114,7,136,0,10,3,12,0,5,0,5,0,21,0,28,3,38,0,41,7,46,9,56,11,51,0,69,5,54,0,60,5,25,0,27,0,6,0,6,35,252,17,302
LGA54760,0,12,0,8,0,10,5,18,4,22,7,35,6,42,8,54,0,53,10,63,8,45,6,53,3,41,8,53,0,26,0,29,0,3,0,9,20,266,39,320,0,9,0,12,0,5,0,5,9,27,8,42,3,42,4,50,11,39,0,49,11,41,3,56,4,35,5,47,0,14,3,17,0,0,0,4,35,217,34,287,0,20,3,20,0,19,5,22,12,55,11,78,10,88,17,107,11,90,11,117,18,82,8,114,6,78,12,94,0,42,3,43,0,8,4,11,58,481,74,605
LGA54830,48,1204,131,1385,71,1299,242,1609,172,3044,770,3988,297,3100,621,4018,269,2338,348,2950,222,1641,163,2031,143,1052,105,1301,72,519,34,628,11,146,23,179,1314,14354,2424,18092,74,1074,87,1230,73,1258,80,1413,368,3277,215,3861,481,3025,192,3693,477,2103,135,2719,416,1579,104,2106,219,1120,75,1416,74,570,44,685,6,208,22,236,2193,14221,953,17364,122,2275,217,2620,146,2559,314,3020,542,6327,984,7857,780,6124,808,7718,747,4440,483,5670,641,3222,268,4134,362,2177,183,2717,140,1089,76,1314,17,354,43,416,3505,28571,3378,35457
LGA54900,0,27,8,39,0,31,0,29,0,69,3,76,9,73,5,88,9,78,5,97,7,88,15,108,3,57,4,70,0,34,0,31,0,0,0,3,37,465,46,547,3,19,0,25,0,19,4,29,0,67,5,74,15,68,5,85,14,53,8,76,12,67,10,85,4,45,4,55,0,26,4,30,0,8,0,10,55,372,38,468,0,50,8,57,0,52,9,57,0,135,5,144,30,141,12,178,22,137,14,173,27,154,18,200,11,109,8,128,0,57,6,67,0,9,5,13,92,836,81,1017
LGA54970,0,18,9,24,0,40,25,65,4,110,99,217,10,91,82,174,9,87,85,174,7,88,53,142,0,24,12,38,0,5,5,5,0,0,0,0,32,453,358,841,0,15,4,21,0,23,9,31,10,62,34,101,6,47,18,61,3,38,17,56,7,41,14,64,0,15,4,15,0,3,0,3,0,0,0,0,24,234,97,358,0,35,12,46,0,52,38,94,15,170,136,323,6,135,96,236,7,118,91,223,16,126,69,207,0,37,16,56,0,8,0,11,0,3,0,5,55,689,455,1197
LGA55040,0,18,6,22,0,52,52,105,5,124,112,241,9,89,73,166,9,75,45,131,0,68,41,111,3,36,10,51,4,9,4,11,0,4,0,4,25,474,343,843,0,16,5,28,0,26,19,48,7,72,30,110,8,64,23,91,4,59,20,86,7,55,16,73,0,23,0,28,0,8,0,11,0,0,0,0,31,328,118,479,0,37,14,52,0,84,66,157,16,190,140,351,15,154,100,265,16,134,63,216,4,123,57,180,7,63,14,81,4,14,8,26,0,3,0,3,58,801,461,1324
LGA55110,117,2279,151,2541,116,1916,180,2209,242,3707,403,4347,377,3868,473,4718,501,4258,471,5229,671,4554,366,5587,654,5011,322,5983,403,3131,263,3797,121,838,148,1108,3193,29559,2776,35525,112,2150,158,2418,168,1976,151,2291,465,4085,283,4832,750,4194,310,5251,1016,4416,312,5745,1332,4753,287,6370,1033,5208,286,6529,443,3274,335,4059,97,1221,288,1605,5415,31279,2411,39106,227,4428,308,4962,280,3890,326,4506,704,7795,683,9182,1124,8064,784,9972,1520,8676,780,10978,2004,9302,653,11960,1686,10219,611,12513,847,6402,600,7848,217,2058,430,2707,8611,60837,5182,74628
LGA55180,13,240,15,271,8,187,17,213,30,381,49,455,46,361,36,452,82,464,70,617,101,589,56,739,67,497,46,614,37,272,28,337,12,69,15,98,400,3072,338,3806,15,225,30,271,6,141,17,170,51,367,26,449,79,376,38,501,118,452,59,628,165,541,62,767,85,476,42,598,42,236,30,311,3,103,7,122,566,2921,323,3809,24,469,51,544,14,330,41,385,85,750,77,907,128,745,76,944,196,915,129,1246,262,1130,114,1510,150,977,86,1213,85,511,57,647,18,177,27,221,970,5994,655,7617
LGA55250,3,11,9,27,5,33,24,64,6,115,59,173,9,66,35,107,3,53,32,87,4,70,20,94,0,45,8,57,0,16,3,19,0,0,0,0,32,408,185,629,0,18,10,31,6,26,14,40,11,60,26,101,4,42,20,60,6,40,21,62,0,41,14,62,3,13,5,26,0,12,0,14,0,0,0,0,37,248,111,404,5,29,22,60,11,63,36,105,14,176,81,270,11,102,50,166,5,94,48,154,9,115,32,155,5,62,17,81,0,22,9,31,0,0,0,0,66,660,300,1028
LGA55320,124,3034,100,3253,137,2838,131,3107,259,4831,292,5385,505,5473,331,6305,823,5418,296,6538,1046,4776,275,6103,784,4495,213,5492,374,2534,178,3080,143,972,134,1248,4197,34364,1946,40511,147,2994,137,3280,208,2780,123,3102,348,4959,268,5568,846,6017,236,7101,1429,5569,217,7217,1758,4926,213,6890,1214,4829,219,6265,443,2942,204,3597,103,1741,241,2089,6498,36751,1858,45104,272,6024,235,6536,342,5621,248,6205,609,9788,563,10955,1351,11489,568,13403,2254,10984,515,13754,2810,9702,493,12993,1998,9326,431,11756,816,5476,383,6676,247,2711,376,3336,10697,71117,3803,85614
LGA55390,0,3,4,5,0,26,19,43,5,59,36,97,7,48,40,98,9,37,19,60,0,20,15,40,0,22,14,30,0,9,0,6,0,0,0,0,25,221,143,383,0,4,0,5,0,8,8,22,4,13,5,19,4,8,0,12,8,13,3,21,5,22,4,34,0,4,0,7,0,3,0,6,0,0,0,0,15,76,22,113,0,5,6,12,0,33,26,60,5,67,44,115,15,50,40,108,11,52,19,82,8,45,17,70,0,27,12,40,0,8,4,11,0,0,0,0,41,297,162,492
LGA55460,0,71,14,87,5,79,10,95,11,162,30,197,9,139,33,184,33,156,24,211,33,174,26,232,17,156,24,194,6,62,16,87,4,19,6,31,117,1015,177,1315,0,74,13,98,0,62,5,71,15,138,27,179,27,126,28,185,39,128,16,182,42,151,23,214,28,123,20,167,10,65,10,75,3,33,7,40,167,900,151,1213,3,149,30,183,10,142,12,164,26,292,55,373,37,268,66,370,66,285,40,398,76,320,50,449,45,276,41,368,21,122,24,160,11,51,5,65,287,1915,330,2528
LGA55530,0,6,0,6,0,7,3,12,0,14,0,20,0,17,0,21,7,21,8,29,6,29,10,49,3,26,6,34,3,10,3,17,0,3,4,8,15,141,36,190,0,0,0,0,0,6,0,9,4,13,0,22,0,23,0,28,3,17,5,26,0,15,5,26,4,13,5,17,0,14,0,13,0,0,0,3,17,105,22,142,0,3,0,3,0,15,3,16,4,34,3,38,6,38,3,48,6,39,12,55,5,49,17,75,9,36,9,52,0,19,3,34,0,6,4,9,29,244,58,331
