LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,3,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,14,0,0,0,6,0,4,0,0,0,0,0,15,3,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,12,4,4,0,0,0,0,0,0,0,0,0,8,3,0,0,9,0,0,0,0,0,0,0,9,7,0,0,9,0,10,0,0,0,5,0,25,13,0,0,8,0,0,0,0,0,0,0,19,9,0,0,6,0,0,0,0,0,0,0,10,6,0,0,3,5,0,0,0,0,0,0,6,4,0,0,0,0,6,0,0
LGA52590,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,6,0,4,0,10,0,3,0,0,0,0,0,10,3,56,0,72,6,4,0,0,0,0,0,9,0,19,0,34,3,3,0,0,0,4,0,0,0,18,0,32,3,8,6,6,0,5,0,10,0,22,0,53,5,8,0,3,0,0,0,0,0,4,0,22,6,0,0,5,0,0,0,0,0,10,0,29,15,4,0,8,4,10,0,4,0,7,0,58,16,0,0,15,6,4,0,0,0,6,0,44,10,0,0,5,0,8,0,0,0,0,0,24,6,0,0,3,0,0,0,0,0,0,0,15,17,0,0,11,0,0,0,0
LGA52660,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,9,0,4,0,0,0,0,0,5,0,40,3,53,0,3,0,0,0,4,0,10,0,10,0,29,0,4,0,0,0,0,0,14,4,196,9,225,0,0,0,0,0,10,0,16,0,97,4,130,3,15,0,4,0,14,0,18,0,70,0,120,14,7,4,18,0,21,0,8,0,72,0,150,5,0,0,19,0,20,8,3,0,8,0,67,15,8,0,28,0,15,0,3,0,20,0,91,64,11,0,73,4,33,3,12,5,14,0,228,61,7,0,48,5,9,9,0,4,4,0,143,55,3,3,34,4,13,3,0,0,9,0,123,35,0,0,10,3,0,4,0,0,0,0,55,61,5,4,21,7,17,5,4
LGA52730,0,6,0,0,0,0,0,5,0,14,0,21,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,0,0,18,0,31,0,0,0,0,0,0,0,3,0,13,0,19,3,0,0,0,0,6,0,12,0,99,0,127,0,6,0,4,0,0,0,17,0,53,0,76,0,9,0,11,0,8,0,12,0,57,5,94,3,10,0,7,0,3,3,11,0,32,0,73,0,8,0,4,0,3,0,3,0,3,0,28,9,9,0,10,0,9,0,5,0,13,0,52,16,6,0,18,0,5,3,3,0,11,0,69,10,6,0,13,5,6,0,6,0,7,0,53,14,3,0,6,0,5,0,3,0,6,0,29,8,0,0,3,0,0,0,0,0,3,0,21,10,0,3,4,3,0,0,7
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,3,51,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,0,0,0,0,0,0,33,0,35,0,0,0,0,0,5,0,0,0,13,0,20,3,3,0,0,0,0,0,0,0,17,0,21,0,5,4,0,0,0,0,0,0,8,0,23,0,0,0,0,0,10,0,0,0,0,0,12,3,0,0,3,0,8,0,0,0,0,0,22,17,0,0,8,4,8,0,0,0,6,0,43,27,0,3,11,0,0,0,0,0,0,0,45,34,0,0,9,0,0,0,0,0,0,0,46,12,4,0,0,0,0,0,0,0,0,0,18,34,0,0,6,5,0,0,0
LGA52870,0,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,4,0,27,0,36,0,0,0,0,0,0,0,0,0,16,0,19,0,6,0,0,0,0,0,6,0,99,0,114,4,3,0,3,0,10,0,14,0,48,0,87,4,4,0,7,0,12,0,19,3,25,0,70,3,7,0,11,6,12,0,10,3,34,0,85,3,4,0,8,0,12,0,0,0,10,0,44,7,3,0,7,3,10,0,0,0,4,0,41,19,8,0,19,7,11,4,0,3,9,0,75,25,5,0,23,0,0,0,0,0,4,0,60,24,0,0,18,8,7,0,0,0,3,0,56,18,0,0,3,0,0,0,0,0,0,0,32,30,3,0,12,0,12,0,3
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
LGA53010,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,5,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,5,0,6,0,13,0,0,0,0,0,0,0,9,0,37,0,42,0,0,0,0,0,0,0,4,0,22,0,29,0,0,0,3,0,3,0,12,0,36,0,53,0,3,0,10,0,5,0,9,0,49,0,79,0,7,0,4,0,5,0,11,0,17,0,35,3,4,0,3,4,5,0,6,0,19,0,47,14,12,0,5,0,16,0,7,0,21,0,80,16,0,0,20,0,0,0,10,0,6,0,57,20,9,0,14,4,8,6,6,0,6,0,69,20,5,0,7,0,0,0,0,0,0,0,35,71,7,0,48,4,22,6,5
LGA53220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,25,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,4,0,0,0,0,0,4,0,13,4,0,0,0,0,0,0,0,4,4,0,5,0,0,0,3,0,4,0,0,0,3,0,5,5,0,0,3,0,5,0,0,6,0,0,13,7,0,0,5,0,3,0,0,0,0,0,17,26,0,0,10,6,4,0,0,0,0,0,53,23,7,0,9,0,6,0,0,0,0,0,48,31,0,0,14,3,0,0,0,0,0,0,50,72,0,3,10,0,5,0,0
LGA53290,7,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,19,0,25,0,0,0,0,0,0,0,7,0,9,0,20,3,3,0,0,0,0,0,12,0,137,0,153,4,8,0,0,0,5,0,22,5,58,0,98,3,8,4,3,0,22,0,15,0,58,0,115,9,13,0,21,0,13,0,3,0,53,0,123,11,3,0,17,0,21,3,3,0,9,0,73,19,4,4,30,0,15,0,8,0,10,0,98,85,14,5,55,0,20,5,13,6,17,0,212,63,8,3,37,7,0,3,0,0,9,0,135,53,4,0,32,0,3,4,0,3,10,0,107,25,0,0,9,0,0,0,0,0,5,0,44,68,5,0,28,3,11,0,4
LGA53360,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,14,0,20,5,8,0,0,0,6,0,0,0,7,0,24,0,0,0,3,0,3,0,3,0,4,0,23,0,0,0,5,0,4,0,0,3,7,0,18,6,5,0,8,0,0,0,0,0,0,0,23,24,0,0,9,0,4,0,0,0,4,0,46,19,4,4,16,5,0,0,0,0,0,0,42,7,0,0,4,3,3,0,0,0,0,0,27,12,0,0,4,0,0,0,0,0,0,0,20,16,3,0,0,3,0,4,0
LGA53430,0,0,0,0,0,0,0,0,0,42,0,40,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,6,0,16,0,19,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,54,0,64,0,0,0,0,0,0,0,10,6,18,0,36,0,12,0,3,0,10,0,20,4,204,0,247,0,10,0,3,0,14,0,33,3,113,0,186,0,18,0,7,0,21,0,31,0,123,0,215,6,18,0,25,0,22,0,37,6,94,3,206,7,11,0,32,3,27,0,25,0,39,0,144,18,12,0,40,0,27,3,32,6,59,0,188,83,35,0,108,13,69,4,31,7,58,0,412,97,16,6,100,9,18,10,12,5,26,0,292,134,11,4,75,8,29,0,17,0,32,0,315,124,8,0,47,8,10,5,5,0,11,0,219,335,40,9,153,32,72,18,39
LGA53570,4,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,24,0,32,0,0,0,0,0,0,0,7,0,11,0,18,0,0,0,0,0,5,0,10,0,94,0,115,0,5,0,3,0,5,0,3,0,43,0,67,5,8,0,5,0,9,0,9,6,31,0,61,7,7,0,7,0,4,0,6,0,31,0,70,5,0,0,7,0,12,0,3,0,11,0,42,9,9,0,12,0,15,0,6,0,11,0,50,27,8,7,14,0,14,0,0,7,8,0,82,14,3,0,9,4,0,0,0,5,4,0,42,10,0,0,7,0,0,0,0,0,0,0,18,6,4,0,5,0,0,0,0,0,0,0,13,19,7,3,3,4,5,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,8,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,14,4,4,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,7,3,0,11,0,0,0,0,0,0,0,23,4,0,0,6,0,3,0,0,0,0,0,12,3,0,0,6,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,3,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,5,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,3,0,0,0,0,0,0,0,7,6,0,0,0,0,3,0,0,0,4,0,20,9,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
LGA53780,3,0,0,0,0,7,0,7,0,318,3,346,0,6,0,0,0,0,0,11,0,66,0,85,0,0,0,0,0,0,0,12,0,36,0,58,0,0,0,0,0,3,0,17,0,47,0,65,0,0,0,0,0,3,0,28,3,196,4,249,0,7,0,3,0,15,6,50,3,127,4,210,0,20,0,11,4,38,0,103,15,1062,13,1270,3,53,0,16,0,92,0,137,14,484,8,804,7,62,3,45,4,158,3,94,13,407,12,816,38,69,4,147,9,214,10,86,7,298,4,903,47,49,3,165,7,162,9,50,15,71,3,578,113,43,6,165,11,141,7,41,10,70,0,612,482,65,9,355,36,205,11,47,17,60,10,1294,438,22,8,236,29,49,15,24,9,25,0,854,321,13,9,131,20,53,6,13,7,23,3,605,198,9,7,68,15,10,7,4,0,4,0,321,257,11,9,90,20,54,3,7
LGA53800,6,0,0,0,0,0,0,0,0,75,0,76,0,0,0,0,0,0,0,4,0,25,0,32,0,0,0,0,0,0,0,4,0,18,0,29,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,13,0,73,0,94,0,0,0,0,0,4,0,26,0,50,0,85,4,9,0,5,0,14,0,39,4,390,8,469,4,21,0,8,0,19,0,51,3,170,5,275,15,26,0,18,0,46,0,45,6,117,3,268,23,32,0,44,4,42,3,44,4,130,0,328,26,25,3,53,5,49,7,24,8,28,0,217,31,16,4,66,4,43,4,10,6,33,0,222,162,22,4,145,10,82,7,19,14,39,0,497,155,16,8,103,10,26,8,7,0,18,0,363,144,11,5,84,15,23,9,6,3,13,4,318,91,4,5,29,8,6,5,8,0,10,0,152,171,7,5,68,23,43,4,3
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,19,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,6,0,12,0,15,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,0,7,10,0,0,0,0,0,0,0,0,6,0,16,3,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
LGA53990,0,0,0,0,0,0,0,0,0,66,0,71,6,0,0,0,0,0,0,0,0,20,0,31,0,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,25,0,30,4,3,0,0,0,3,0,12,4,71,0,90,0,0,0,0,0,3,0,18,0,34,0,59,0,10,0,0,0,4,0,27,5,319,0,369,3,6,0,3,0,11,0,31,3,183,0,240,5,22,0,9,0,22,0,27,8,167,4,270,13,3,4,36,5,31,0,30,8,127,4,256,11,12,0,21,0,25,0,25,7,35,0,135,20,7,0,40,0,53,5,13,5,39,0,185,116,18,8,89,15,70,4,19,9,39,3,388,114,6,4,104,10,14,10,4,3,19,0,298,89,9,7,70,8,21,11,3,3,14,0,234,67,0,8,29,4,6,5,0,0,3,0,123,128,8,6,47,7,22,9,7
LGA54060,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,15,0,24,0,3,0,0,0,0,0,0,3,4,0,20,0,0,0,0,0,0,4,0,0,62,0,65,0,4,0,4,0,0,0,4,0,27,0,48,3,3,0,0,0,0,0,4,3,22,0,45,0,3,0,4,0,7,0,3,0,20,0,44,3,0,0,7,0,5,0,9,0,7,0,21,3,0,4,0,0,8,0,3,0,4,0,18,14,0,0,12,0,9,0,6,0,8,0,46,11,0,0,11,0,0,0,0,0,6,0,34,9,4,0,3,0,3,0,0,0,3,0,20,3,0,0,3,0,0,0,0,0,3,0,17,16,5,0,8,0,4,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,6,0,8,0,10,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,3,0,0,0,0,0,13,5,0,0,0,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,0,0,0,0,0,0,0,18,7,0,0,0,5,0,0,0,0,0,0,10,4,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0
LGA54170,0,7,0,0,0,5,0,13,3,288,3,318,0,0,0,0,0,0,0,15,4,128,3,155,0,3,0,0,0,3,0,23,0,85,0,116,0,0,0,0,0,0,0,15,6,65,0,85,0,16,0,0,0,6,0,36,6,345,0,412,5,14,3,5,0,3,3,67,7,200,3,301,4,31,0,7,0,40,7,137,15,1246,5,1491,3,51,4,12,0,52,3,178,21,890,5,1226,7,80,0,57,9,118,7,203,17,929,6,1439,22,129,0,101,8,154,12,207,24,838,4,1501,33,58,3,163,13,177,10,123,19,292,4,896,86,74,7,201,11,154,7,97,13,283,4,948,458,130,21,441,49,336,25,139,39,280,3,1918,625,86,8,463,55,126,34,53,15,127,0,1595,560,67,15,319,39,141,13,36,14,87,4,1281,441,31,5,177,31,41,15,12,3,35,0,798,959,87,36,400,82,279,16,71
LGA54200,0,0,0,4,0,0,0,0,0,120,5,129,0,0,0,0,0,3,0,4,0,58,4,66,0,3,0,0,0,0,0,5,4,38,0,49,0,0,0,0,0,0,0,4,0,15,0,22,0,0,0,0,0,0,0,15,0,132,0,150,0,6,0,0,0,6,0,29,3,70,0,120,5,6,0,3,0,10,6,58,0,548,6,641,3,21,0,5,0,12,0,67,5,314,3,441,3,37,3,17,0,63,3,89,3,316,9,544,17,50,0,52,7,68,3,63,12,294,6,572,14,23,0,54,0,84,5,34,3,78,0,302,54,20,0,95,8,63,3,24,6,85,0,355,227,36,7,180,14,126,6,30,13,93,0,740,225,22,9,166,18,33,6,17,4,28,0,530,213,10,10,105,11,52,5,12,3,19,4,449,156,12,3,55,12,9,0,3,4,16,0,268,293,19,12,101,25,83,4,21
