LGA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,19,5,0,0,16,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,27,4,44,3,0,5,5,12,3,111,0,0,5,0,0,0,6,0,0,9,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8,55,18,51,5,3,10,15,18,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,4,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,4,0,15,36,3,38,0,0,0,10,4,0,90,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,7,67,11,47,4,3,3,14,7,4,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,23,0,3,0,0,3,8,0,54,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,4,4,0,36,12,3,5,6,0,0,3,3,0,35,50,17,116,0,6,6,44,40,7,291,3,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,0,0,8,0,27,109,65,139,14,8,12,59,69,10,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA52660,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,8,9,11,3,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,4,7,0,0,0,0,0,0,0,8,59,149,19,21,16,9,13,13,3,295,0,0,0,0,0,0,0,0,0,3,28,21,29,6,3,0,9,5,0,103,39,39,41,16,12,10,10,10,5,180,117,41,812,39,43,37,233,142,28,1488,10,5,13,0,5,11,14,21,0,84,4,5,5,7,0,7,12,5,0,51,4,0,3,0,0,0,0,0,0,13,12,3,13,0,5,3,12,16,7,65,281,310,936,88,83,77,320,208,53,2361,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,14,4,29,0,0,6,7,0,4,0,50,0,5,0,0,0,0,0,0,0,3
LGA52730,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,15,15,20,0,0,4,0,4,0,0,43,5,0,0,0,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,52,92,18,12,8,7,4,16,5,216,0,0,0,0,0,0,0,0,0,5,25,12,5,3,0,6,0,12,0,56,14,10,9,6,4,0,5,9,0,57,65,20,200,14,12,12,43,47,4,413,4,0,0,3,0,4,6,7,0,19,4,0,4,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,4,0,23,194,195,247,46,29,35,60,94,17,910,0,3,0,0,0,0,0,0,0,3,3,18,0,0,4,0,0,0,0,28,8,41,3,3,3,0,0,0,3,68,0,4,0,0,0,0,0,0,0,0
LGA52800,3,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,3,7,4,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,16,49,5,14,4,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,4,6,3,10,0,0,0,4,0,24,10,3,0,8,0,0,0,3,0,37,34,24,102,50,14,9,19,56,8,314,0,3,3,3,0,0,0,0,0,20,0,5,5,3,0,5,4,3,0,18,0,0,0,0,0,0,0,0,0,0,6,3,5,7,0,0,0,5,4,35,87,121,123,101,20,17,30,73,9,589,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,10,5,31,0,3,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
LGA52870,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,6,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,34,38,14,5,3,0,3,12,0,122,0,0,0,0,0,0,0,0,0,0,9,10,20,4,0,0,3,4,0,65,16,9,17,9,10,5,8,5,0,69,70,19,246,18,15,10,83,41,12,515,0,0,6,7,0,0,5,7,0,30,3,0,7,0,0,0,4,4,0,19,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,11,4,0,26,159,111,307,38,29,27,123,87,18,890,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,13,4,20,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,7
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,5,0,0,0,0,0,0,0,0,6,18,0,16,0,0,0,10,4,0,48,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,40,3,16,0,0,0,8,10,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,14,0,9,0,0,0,4,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,3,12,0,0,4,4,14,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,7,3,6,12,0,0,0,5,7,0,27,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,13,17,9,0,6,9,11,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA53150,0,4,0,0,0,0,0,0,0,4,11,67,0,0,0,0,0,0,0,85,53,88,8,6,8,0,0,0,3,165,0,6,0,0,0,0,0,0,0,10,23,33,0,4,0,0,0,0,0,68,3,11,0,3,0,0,0,0,0,15,172,332,31,25,22,24,8,6,3,630,0,0,0,0,0,0,0,0,0,0,28,22,17,7,8,10,3,3,0,90,37,13,15,12,6,6,5,8,0,99,62,19,129,19,10,16,7,23,4,285,0,0,4,3,0,3,0,10,0,22,9,4,6,7,0,0,0,4,0,32,3,5,0,0,0,0,0,0,0,6,5,10,0,0,3,0,0,3,4,29,413,607,205,77,62,58,31,71,16,1540,0,3,0,0,0,0,0,0,0,10,3,40,0,0,3,0,0,0,0,53,39,136,0,7,7,0,0,0,0,187,0,6,0,0,0,0,0,0,0,11
LGA53220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,39,8,0,3,0,9,5,0,70,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,9,43,120,46,9,12,7,25,19,3,278,0,0,0,0,0,0,0,6,0,6,9,9,30,6,0,3,24,7,0,91,17,20,50,11,0,0,29,4,3,141,48,35,859,20,23,3,293,81,21,1381,0,4,19,4,0,3,17,28,0,78,0,0,6,0,3,0,17,4,0,33,0,0,0,0,0,0,0,0,0,0,5,5,10,5,0,0,25,10,7,65,146,249,1033,59,44,21,426,157,38,2177,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,4,24,3,4,6,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0
LGA53290,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,10,23,4,0,3,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,9,84,126,11,6,9,6,8,13,6,260,0,0,0,0,0,0,0,0,0,0,28,16,11,0,4,9,11,8,0,78,43,25,30,14,6,6,17,9,4,151,188,46,532,20,19,32,204,144,26,1215,10,0,14,4,3,8,11,20,4,71,6,4,5,6,4,4,9,0,0,38,6,6,4,0,0,0,7,6,4,25,15,7,15,3,4,0,19,20,8,84,406,265,629,54,58,56,285,210,48,2007,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,11,13,20,0,0,5,0,0,0,0,41,0,3,0,0,0,0,0,0,0,3
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,32,16,9,4,3,0,15,3,106,0,0,0,0,0,0,0,0,0,0,11,5,7,3,3,0,0,0,0,26,11,18,15,3,3,0,0,0,0,51,47,27,174,23,10,12,23,40,3,362,4,4,4,0,0,0,4,0,0,16,3,3,0,0,0,0,0,4,0,13,0,0,3,0,0,0,0,0,0,7,0,4,4,0,0,0,0,4,3,19,108,105,227,38,16,19,32,72,16,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,0,3,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0
LGA53430,6,15,0,0,0,0,0,0,0,25,45,248,0,0,7,0,0,0,0,296,213,453,14,22,22,4,3,8,14,756,6,11,0,0,0,0,0,0,0,19,47,131,9,13,7,6,3,4,0,218,15,16,6,8,3,0,0,0,0,48,431,1272,145,133,101,65,30,78,14,2282,0,0,3,0,0,0,0,3,0,10,87,131,80,31,26,9,9,14,6,392,125,105,104,43,25,24,13,21,12,464,179,123,726,102,58,51,109,133,27,1509,9,10,10,13,0,10,15,11,0,81,23,17,18,13,4,9,12,11,0,108,17,19,10,10,4,0,7,0,0,70,20,23,16,13,7,8,9,12,22,124,1221,2583,1150,398,262,183,204,294,104,6402,4,18,0,0,0,0,0,0,0,27,32,243,0,5,3,0,0,0,0,284,148,622,15,37,53,8,0,6,3,888,9,43,0,0,4,5,0,0,0,58
LGA53570,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,8,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,23,22,10,0,0,5,4,22,0,90,0,0,0,0,0,0,0,0,0,0,21,8,0,8,0,0,10,6,0,49,15,5,8,3,0,0,5,12,0,45,72,14,221,5,9,8,78,57,6,461,3,0,0,0,0,0,4,9,0,18,8,3,3,0,0,0,3,8,0,28,3,0,0,0,0,0,6,0,0,7,10,0,4,0,0,0,8,12,3,44,165,63,248,18,14,16,111,122,16,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,4,8,0,0,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,8,0,4,0,0,0,0,0,0,12,24,0,37,0,0,3,13,12,0,89,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,65,5,45,0,0,3,20,22,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,0,20,0,0,0,9,6,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,39,10,24,0,4,0,8,11,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,8,11,0,0,0,0,0,0,0,20,26,209,10,5,4,0,5,0,4,274,293,794,128,106,164,63,117,79,22,1760,13,34,6,0,5,5,0,0,0,54,38,149,30,16,18,5,19,11,4,280,20,36,3,6,8,3,5,0,0,80,631,2046,636,319,429,181,455,276,79,5051,3,4,6,3,0,0,9,4,0,33,185,214,324,111,103,52,151,94,20,1245,270,258,552,209,165,91,337,175,22,2085,626,292,4043,391,339,290,1103,860,139,8074,12,16,92,57,30,65,100,126,4,497,37,21,86,48,29,23,82,66,0,397,27,48,57,20,18,9,54,28,5,270,39,53,120,32,23,20,97,78,87,551,2220,4172,6084,1318,1357,808,2528,1803,388,20676,11,25,4,3,3,0,0,0,0,42,8,129,5,9,7,0,0,4,4,176,147,673,60,226,231,90,17,66,14,1521,10,44,3,18,5,3,0,0,3,85
LGA53800,0,6,0,0,0,0,0,0,0,6,9,30,0,0,0,0,0,0,0,39,43,110,4,3,8,5,4,7,0,177,0,0,0,0,0,0,0,0,0,8,6,46,6,6,3,0,0,3,0,72,9,13,3,6,0,0,0,0,0,26,149,408,47,53,42,19,19,23,5,758,0,0,0,0,0,0,0,0,0,0,76,78,42,27,15,15,23,15,5,291,94,74,85,65,34,14,33,39,6,437,313,148,1741,173,94,117,420,352,51,3407,26,12,32,17,11,39,41,64,0,242,20,8,19,7,3,11,15,30,0,118,8,12,18,0,0,4,11,14,6,68,20,19,24,11,4,9,20,27,20,149,760,959,2020,374,213,225,589,558,99,5798,5,8,0,0,0,0,0,0,0,7,3,26,0,0,0,0,0,0,0,30,38,153,3,10,12,9,0,0,0,220,0,14,0,3,0,0,0,0,0,17
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,4,0,0,4,0,0,0,0,0,14,24,6,35,15,0,0,12,17,6,117,0,0,4,4,3,3,0,0,4,18,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,7,0,11,44,48,45,36,12,0,19,28,13,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA53990,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,16,23,49,7,8,3,3,6,3,0,100,0,0,0,0,0,0,0,0,0,8,8,32,3,0,4,0,4,0,0,51,10,3,0,0,0,0,0,0,0,21,101,248,68,28,20,10,26,70,3,577,0,0,0,0,0,0,0,0,0,6,27,34,45,21,14,6,20,16,3,190,73,57,85,21,21,9,33,39,6,348,202,93,1580,101,76,62,426,259,57,2860,10,4,27,3,0,13,28,42,0,134,14,5,26,3,3,4,25,15,3,97,0,8,8,0,3,0,10,18,0,50,19,12,17,0,3,0,31,26,17,129,506,562,1875,189,153,117,607,492,96,4587,0,9,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,14,12,77,5,14,7,6,0,0,0,127,0,5,0,0,3,0,0,0,0,13
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,23,0,0,0,0,0,4,3,49,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,9,0,30,8,3,4,5,0,0,3,0,0,29,27,12,151,6,3,9,43,24,3,275,0,0,0,0,0,3,0,6,3,18,0,0,3,0,0,0,0,5,0,9,0,4,3,0,0,0,0,0,0,8,6,0,5,0,0,0,0,6,0,19,69,52,178,13,8,11,56,44,14,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,5,6,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,10,27,0,35,0,0,0,7,17,0,90,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,8,58,13,43,0,0,0,17,27,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
