"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.23","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.1","0.3","0.1","0","0","0","2.3","","0.4"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.2","35.9","25.7","4.5","5.7","25.8","34.0","6.8","","15.8"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","92.4","63.6","73.8","94.6","94.3","73.8","65.9","88.7","","82.1"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.7","0.3","0.2","0","0","0.3","0","2.1","","1.7"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.7","0.2","0.3","0.9","0","0.1","0.1","2.4","","0.5"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.5","18.9","21.6","2.2","4.2","24.0","25.6","38.6","","11.4"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","91.7","80.4","77.4","97.1","95.8","75.0","74.1","56.9","","86.2"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.9","0.4","0.4","0.3","0","0.5","0.1","1.7","","1.8"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.3","0.5","0.5","0","0.5","0.2","2.8","","0.5"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.6","16.0","17.9","4.5","4.2","24.1","25.2","49.3","","10.5"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","91.3","82.3","82.1","94.4","95.8","75.6","74.4","46.0","","86.9"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.3","1.3","0","0.1","0","0.2","0","2.8","","2.0"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.4","0","1.0","0","0.1","0.3","1.9","","0.5"
"18A.23","2018","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.9","16.8","19.0","5.8","4.8","23.6","25.1","57.4","","11.0"
"18A.23","2018","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","91.1","81.6","81.0","92.4","95.2","76.1","74.8","38.2","","86.3"
"18A.23","2018","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.1","1.1","0","0.7","0","0.2","0","1.8","","2.1"
"18A.23","2018","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.4","0","1.1","0","0.1","0.1","2.6","","0.5"
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","36.9","..","31.3","..","17.8","50.7","..","np","31.6",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","60.6","..","67.2","..","81.3","48.6","..","np","66.6",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.4","..","0.7","..","0.9","0.7","..","np","1.4",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0","..","0.8","..","0","0","..","np","0.4",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","37.1","..","35.9","..","14.6","37.2","..","np","33.2",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","61.2","..","61.8","..","85.4","62.3","..","np","65.1",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.4","..","0.9","..","0","0.5","..","np","1.0",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.3","..","1.4","..","0","0","..","np","0.7",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","40.5","..","30.1","..","14.6","31.6","..","np","32.4",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","58.1","..","66.8","..","85.4","67.9","..","np","65.7",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.4","..","1.5","..","0","0.5","..","np","1.2",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0","..","1.6","..","0","0","..","np","0.6",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","39.9","..","27.4","..","14.9","33.9","..","np","31.0",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","58.5","..","72.6","..","85.1","66.1","..","np","68.3",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.5","..","0","..","0","0","..","np","0.6",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.2","..","0","..","0","0","..","np","0.1",""
"18A.24","2018","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","37.8","..","28.1","..","14.3","35.6","..","np","30.4",""
"18A.24","2018","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","60.5","..","71.7","..","85.7","63.8","..","np","68.8",""
"18A.24","2018","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.4","..","0","..","0","0","..","np","0.6",""
"18A.24","2018","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.3","..","0.1","..","0","0.5","..","np","0.2",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","18.6","25.1","26.3","24.1","26.2","33.9","49.4","na","22.8",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","76.6","44.8","48.0","49.2","62.9","54.8","42.6","na","64.7",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.2","30.1","19.0","18.2","10.2","7.1","3.4","na","8.7",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.6","0","6.7","8.5","0.7","4.2","4.6","na","3.9",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","17.1","24.8","26.7","28.8","22.3","36.6","52.1","na","21.9",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","73.5","41.7","47.7","55.1","58.7","46.2","38.1","na","62.0",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.5","33.4","20.9","11.4","9.1","9.7","6.3","na","10.2",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.9","0","4.7","4.7","9.8","7.5","3.5","na","6.0",""
"18A.25","2020","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","15.7","28.1","27.0","28.1","22.0","38.2","24.7","na","21.3",""
"18A.25","2020","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","75.4","45.4","50.9","55.2","61.8","48.8","70.2","na","64.5",""
"18A.25","2020","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.2","26.5","19.0","12.9","10.2","9.1","2.1","na","9.3",""
"18A.25","2020","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.7","0","3.1","3.8","6.1","3.9","3.0","na","4.9",""
"18A.25","2019","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","13.2","23.7","25.3","21.4","17.1","38.0","37.7","na","18.5",""
"18A.25","2019","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","75.2","42.1","49.9","60.4","59.8","45.1","42.4","na","62.8",""
"18A.25","2019","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.6","34.0","19.7","14.5","11.2","10.9","8.5","na","11.6",""
"18A.25","2019","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","9.1","0.2","5.1","3.7","11.9","6.1","11.4","na","7.1",""
"18A.25","2018","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","15.3","23.2","25.3","18.2","21.1","34.2","31.9","na","19.8",""
"18A.25","2018","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20 per cent but not more than 25 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","66.3","44.6","46.8","62.8","62.2","46.7","39.9","na","58.7",""
"18A.25","2018","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25 per cent but not more than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.5","32.1","22.6","14.1","11.7","9.0","11.1","na","13.9",""
"18A.25","2018","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30 per cent","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","11.8","0.2","5.3","4.9","5.0","10.0","17.0","na","7.6",""
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Time waited for social housing by newly allocated households","50th percentile","Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","2","17","10","5","4","15","9","14","","6"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Time waited for social housing by newly allocated households","50th percentile","Non-Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","18","10","23","12","18","10","13","28","","16"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Time waited for social housing by newly allocated households","50th percentile","All households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","3","16","10","5","5","15","9","15","","7"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Time waited for social housing by newly allocated households","75th percentile","Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","np","38","np","np","12","np","18","34","","25"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Time waited for social housing by newly allocated households","75th percentile","Non-Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","np","16","np","np","64","np","20","74","","49"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Time waited for social housing by newly allocated households","75th percentile","All households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","np","37","np","np","14","np","18","45","","27"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","","Newly allocated households","Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3410","2039","3256","1408","1669","231","242","130","","12385"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","","Newly allocated households","Non-Greatest need households","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","no.","1248","150","22","768","276","97","2","75","","2638"
"18A.26","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","","Newly allocated households","All households","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4658","2189","3278","2176","1945","328","244","205","","15023"
"18A.27","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Newly allocated households","Greatest need households","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3410","2039","3256","1408","1669","231","242","130","","12385"
"18A.27","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Newly allocated households","All households","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4658","2189","3278","2176","1945","328","244","205","","15023"
"18A.27","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Newly allocated households","Greatest need households as a proportion of all allocations","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","%","73.2","93.1","99.3","64.7","85.8","70.4","99.2","63.4","","82.4"
"18A.27","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Households on waitlist at 30 June","Greatest need households","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","no.","5700","30483","17414","4139","2652","3456","2076","2088","","68008"
"18A.27","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Households on waitlist at 30 June","All households","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","no.","52243","54857","20340","19103","15402","4453","3059","5167","","174624"
"18A.27","2021-22","Newly allocated households","All people","All areas","Public housing","","Public housing","Households on waitlist at 30 June","Greatest need households as a proportion of all households on waitlist","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","%","10.9","55.6","85.6","21.7","17.2","77.6","67.9","40.4","","38.9"
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Time waited for social housing by newly allocated households","50th percentile","Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","3","..","12","..","4","na","..","na","5",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Time waited for social housing by newly allocated households","50th percentile","Non-Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","8","..","44","..","15","10","..","4","5",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Time waited for social housing by newly allocated households","50th percentile","All households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","3","..","12","..","4","10","..","4","5",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Time waited for social housing by newly allocated households","75th percentile","Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","np","..","np","..","9","na","..","na","9",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Time waited for social housing by newly allocated households","75th percentile","Non-Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","np","..","np","..","52","np","..","24","24",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Time waited for social housing by newly allocated households","75th percentile","All households","","","","AIHW (unpublished) National Housing Assistance Data Repository","months","np","..","np","..","10","np","..","24","20",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","","Newly allocated households","Greatest need households","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","98","..","139","..","60","na","..","na","297",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","","Newly allocated households","Non-Greatest need households","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","no.","69","..","1","..","7","12","..","242","331",""
"18A.28","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","","Newly allocated households","All households","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","167","..","140","..","67","12","..","242","628",""
"18A.29","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Newly allocated households","Greatest need households","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","98","..","139","..","60","na","..","na","297",""
"18A.29","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Newly allocated households","All households","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","167","..","140","..","67","12","..","242","628",""
"18A.29","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Newly allocated households","Greatest need households as a proportion of all allocations","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","%","58.7","..","99.3","..","89.6","na","..","na","47.3",""
"18A.29","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households on waitlist at 30 June","Greatest need households","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","no.","594","..","6431","..","86","na","..","na","7111",""
"18A.29","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households on waitlist at 30 June","All households","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","no.","3450","..","6873","..","589","np","..","2812","13724",""
"18A.29","2021-22","Newly allocated households","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households on waitlist at 30 June","Greatest need households as a proportion of all households on waitlist","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository","%","17.2","..","93.6","..","14.6","na","..","na","51.8",""
"18A.30","2022","Overcrowding","All people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.2","5.9","5.9","4.7","2.1","5.2","5.1","9.1","","4.5"
"18A.30","2021","Overcrowding","All people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.2","5.5","5.3","4.3","2.1","5.1","4.8","8.1","","4.2"
"18A.30","2020","Overcrowding","All people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.3","4.3","4.8","4.0","2.0","4.7","4.8","7.8","","3.9"
"18A.30","2019","Overcrowding","All people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.4","4.3","4.2","4.0","2.1","3.4","5.0","7.4","","3.8"
"18A.30","2018","Overcrowding","All people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.5","4.4","4.3","4.0","2.1","4.8","4.5","7.4","","3.8"
"18A.31","2022","Overcrowding","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.1","..","16.3","..","7.9","5.1","..","53.4","","26.2"
"18A.31","2021","Overcrowding","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.5","..","14.9","..","8.2","4.7","..","52.2","","24.7"
"18A.31","2020","Overcrowding","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.6","..","13.7","..","7.1","3.8","..","54.1","","24.7"
"18A.31","2019","Overcrowding","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.0","..","12.5","..","7.8","3.8","..","54.0","","24.5"
"18A.31","2018","Overcrowding","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.9","..","12.3","..","7.6","5.1","..","54.3","","24.2"
"18A.32","2022","Overcrowding","All people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.8","4.4","2.4","2.1","3.2","4.5","0.3","na","3.6",""
"18A.32","2021","Overcrowding","All people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.2","4.4","2.5","1.9","3.0","6.5","0.8","na","3.9",""
"18A.32","2020","Overcrowding","All people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.5","3.5","2.3","1.5","2.8","6.9","0.9","na","4.3",""
"18A.32","2019","Overcrowding","All people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.4","3.8","2.9","1.6","2.9","3.3","0.9","na","3.6",""
