Month,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
NOV21,Total,Health,Medical issues,1847.0,2648.0,1331.0,544.0,552.0,378.0,247.0,167.0,7711.0
NOV21,Total,Health,Problematic drug or substance use,1276.0,2275.0,500.0,484.0,340.0,118.0,175.0,79.0,5246.0
NOV21,Total,Health,Problematic alcohol use,507.0,720.0,294.0,352.0,175.0,84.0,82.0,141.0,2354.0
NOV21,Total,Other,Other,6959.0,8965.0,4537.0,2585.0,1491.0,1164.0,896.0,915.0,27497.0
NOV21,Total,Other,Transition from custodial arrangements,543.0,1331.0,202.0,109.0,217.0,85.0,41.0,61.0,2589.0
NOV21,Total,Other,Transition from foster care and child safety residential placements,95.0,150.0,77.0,28.0,14.0,11.0,13.0,28.0,416.0
NOV21,Total,Other,Transition from other care arrangements,260.0,323.0,116.0,61.0,22.0,74.0,43.0,34.0,933.0
NOV21,Total,Other,Discrimination including racial discrimination,131.0,138.0,44.0,29.0,57.0,4.0,35.0,3.0,441.0
NOV21,Total,Other,Itinerant,636.0,986.0,334.0,250.0,316.0,151.0,30.0,72.0,2775.0
NOV21,Total,Other,Unable to return home due to environmental reasons,422.0,381.0,147.0,130.0,150.0,75.0,79.0,28.0,1412.0
NOV21,Total,Other,Disengagement with school or other education and training,460.0,371.0,131.0,124.0,276.0,23.0,18.0,28.0,1431.0
NOV21,Total,Other,Lack of family and/or community support,4572.0,5247.0,3256.0,1518.0,526.0,776.0,558.0,451.0,16893.0
NOV21,Total,Other,Other (not elsewhere classified),1370.0,1985.0,1010.0,730.0,206.0,178.0,230.0,339.0,6048.0
NOV21,Total,COVID,COVID-19,567.0,2350.0,149.0,68.0,38.0,0.0,54.0,21.0,3247.0
NOV21,Total,Not stated,Not stated,149.0,162.0,10.0,14.0,0.0,19.0,4.0,505.0,862.0
NOV21,Total,Total,Total Clients,24238.0,33380.0,14131.0,7076.0,6736.0,2719.0,1976.0,3527.0,93621.0
OCT21,Female,Accommodation,Accommodation,7696.0,9184.0,4897.0,1848.0,2694.0,1051.0,686.0,754.0,28773.0
OCT21,Female,Accommodation,Housing crisis (e.g. eviction),5011.0,5679.0,3042.0,1030.0,1912.0,635.0,363.0,301.0,17960.0
OCT21,Female,Accommodation,Inadequate or inappropriate dwelling conditions,2922.0,4720.0,2507.0,945.0,704.0,519.0,367.0,465.0,13138.0
OCT21,Female,Accommodation,Previous accommodation ended,2052.0,2741.0,1501.0,554.0,213.0,412.0,284.0,132.0,7884.0
OCT21,Female,Financial,Financial,6419.0,9068.0,4319.0,1673.0,914.0,738.0,690.0,465.0,24268.0
OCT21,Female,Financial,Financial difficulties,4494.0,7233.0,3187.0,1188.0,488.0,462.0,494.0,294.0,17830.0
OCT21,Female,Financial,Housing affordability stress,4148.0,5571.0,2789.0,920.0,341.0,590.0,451.0,256.0,15060.0
OCT21,Female,Financial,Employment difficulties,683.0,765.0,327.0,135.0,94.0,26.0,78.0,53.0,2161.0
OCT21,Female,Financial,Unemployment,1333.0,1815.0,895.0,484.0,288.0,83.0,179.0,118.0,5195.0
OCT21,Female,Financial,Problematic gambling,24.0,24.0,13.0,5.0,5.0,1.0,6.0,6.0,84.0
OCT21,Female,Interpersonal,Interpersonal Relationships,7968.0,12737.0,3863.0,2942.0,1542.0,747.0,696.0,1150.0,31590.0
OCT21,Female,Interpersonal,Time out from family/other situation,1436.0,1267.0,834.0,506.0,45.0,228.0,166.0,213.0,4695.0
OCT21,Female,Interpersonal,Relationship/family breakdown,3679.0,3553.0,1711.0,1071.0,379.0,407.0,446.0,262.0,11501.0
OCT21,Female,Interpersonal,Sexual abuse,292.0,450.0,112.0,174.0,62.0,31.0,24.0,43.0,1187.0
OCT21,Female,Interpersonal,Family and domestic violence,5702.0,10841.0,2702.0,2387.0,1167.0,391.0,509.0,956.0,24607.0
OCT21,Female,Interpersonal,Non-family violence,289.0,423.0,153.0,81.0,22.0,70.0,37.0,37.0,1112.0
OCT21,Female,Health,Health,3646.0,4274.0,1743.0,1036.0,931.0,564.0,419.0,200.0,12806.0
OCT21,Female,Health,Mental health issues,3058.0,3373.0,1246.0,672.0,749.0,469.0,314.0,58.0,9933.0
OCT21,Female,Health,Medical issues,1009.0,1441.0,742.0,320.0,281.0,204.0,135.0,89.0,4220.0
OCT21,Female,Health,Problematic drug or substance use,645.0,1023.0,231.0,263.0,155.0,57.0,90.0,41.0,2505.0
OCT21,Female,Health,Problematic alcohol use,214.0,278.0,146.0,157.0,54.0,29.0,29.0,64.0,971.0
OCT21,Female,Other,Other,4041.0,4634.0,2562.0,1579.0,799.0,595.0,497.0,565.0,15261.0
OCT21,Female,Other,Transition from custodial arrangements,176.0,347.0,52.0,38.0,50.0,23.0,17.0,13.0,716.0
OCT21,Female,Other,Transition from foster care and child safety residential placements,53.0,85.0,48.0,18.0,6.0,2.0,7.0,22.0,241.0
OCT21,Female,Other,Transition from other care arrangements,138.0,162.0,55.0,30.0,13.0,26.0,13.0,19.0,456.0
OCT21,Female,Other,Discrimination including racial discrimination,78.0,80.0,30.0,15.0,32.0,0.0,20.0,2.0,257.0
OCT21,Female,Other,Itinerant,269.0,405.0,168.0,106.0,184.0,63.0,15.0,37.0,1247.0
OCT21,Female,Other,Unable to return home due to environmental reasons,276.0,222.0,100.0,97.0,88.0,37.0,45.0,13.0,878.0
OCT21,Female,Other,Disengagement with school or other education and training,276.0,233.0,80.0,47.0,173.0,13.0,12.0,19.0,853.0
OCT21,Female,Other,Lack of family and/or community support,2865.0,3006.0,1892.0,951.0,321.0,430.0,357.0,278.0,10090.0
OCT21,Female,Other,Other (not elsewhere classified),824.0,1093.0,589.0,508.0,100.0,83.0,101.0,236.0,3533.0
OCT21,Female,COVID,COVID-19,386.0,1334.0,83.0,47.0,23.0,1.0,46.0,5.0,1925.0
OCT21,Female,Not stated,Not stated,70.0,98.0,5.0,13.0,0.0,6.0,1.0,233.0,424.0
OCT21,Female,Total,Total Clients,14445.0,20455.0,8128.0,4670.0,4004.0,1482.0,1126.0,2272.0,56475.0
OCT21,Male,Accommodation,Accommodation,5397.0,7869.0,3547.0,1211.0,1909.0,882.0,484.0,521.0,21800.0
OCT21,Male,Accommodation,Housing crisis (e.g. eviction),3449.0,4943.0,2172.0,620.0,1297.0,486.0,311.0,183.0,13454.0
OCT21,Male,Accommodation,Inadequate or inappropriate dwelling conditions,2116.0,4148.0,1855.0,646.0,584.0,463.0,262.0,321.0,10388.0
OCT21,Male,Accommodation,Previous accommodation ended,1473.0,2418.0,1025.0,407.0,141.0,386.0,185.0,131.0,6165.0
OCT21,Male,Financial,Financial,4448.0,7210.0,3044.0,1105.0,717.0,607.0,468.0,388.0,17972.0
OCT21,Male,Financial,Financial difficulties,3016.0,5556.0,2289.0,763.0,303.0,364.0,312.0,243.0,12836.0
OCT21,Male,Financial,Housing affordability stress,2960.0,4459.0,1878.0,665.0,260.0,479.0,301.0,235.0,11230.0
OCT21,Male,Financial,Employment difficulties,527.0,836.0,270.0,139.0,81.0,36.0,79.0,87.0,2055.0
OCT21,Male,Financial,Unemployment,1095.0,1765.0,691.0,408.0,292.0,124.0,155.0,147.0,4677.0
OCT21,Male,Financial,Problematic gambling,40.0,28.0,16.0,2.0,7.0,2.0,3.0,4.0,102.0
OCT21,Male,Interpersonal,Interpersonal Relationships,3526.0,4857.0,1804.0,961.0,475.0,452.0,367.0,367.0,12804.0
OCT21,Male,Interpersonal,Time out from family/other situation,764.0,854.0,495.0,232.0,30.0,187.0,78.0,88.0,2728.0
OCT21,Male,Interpersonal,Relationship/family breakdown,1936.0,2182.0,945.0,413.0,189.0,292.0,287.0,89.0,6333.0
OCT21,Male,Interpersonal,Sexual abuse,60.0,114.0,24.0,14.0,6.0,6.0,4.0,12.0,240.0
OCT21,Male,Interpersonal,Family and domestic violence,1968.0,3077.0,962.0,601.0,272.0,128.0,203.0,246.0,7453.0
OCT21,Male,Interpersonal,Non-family violence,144.0,293.0,84.0,23.0,11.0,39.0,22.0,25.0,641.0
OCT21,Male,Health,Health,2394.0,3716.0,1205.0,704.0,644.0,479.0,281.0,209.0,9627.0
OCT21,Male,Health,Mental health issues,1837.0,2732.0,767.0,390.0,450.0,366.0,188.0,65.0,6792.0
OCT21,Male,Health,Medical issues,760.0,1272.0,540.0,237.0,243.0,170.0,116.0,91.0,3427.0
OCT21,Male,Health,Problematic drug or substance use,637.0,1300.0,240.0,240.0,164.0,65.0,86.0,34.0,2765.0
OCT21,Male,Health,Problematic alcohol use,276.0,472.0,144.0,164.0,93.0,49.0,47.0,84.0,1328.0
OCT21,Male,Other,Other,2745.0,4404.0,1866.0,1003.0,618.0,554.0,410.0,373.0,11968.0
OCT21,Male,Other,Transition from custodial arrangements,357.0,1016.0,131.0,65.0,157.0,66.0,26.0,47.0,1865.0
OCT21,Male,Other,Transition from foster care and child safety residential placements,40.0,74.0,33.0,14.0,7.0,5.0,6.0,14.0,193.0
OCT21,Male,Other,Transition from other care arrangements,129.0,168.0,48.0,37.0,11.0,51.0,25.0,16.0,485.0
OCT21,Male,Other,Discrimination including racial discrimination,52.0,74.0,12.0,11.0,21.0,4.0,15.0,1.0,190.0
OCT21,Male,Other,Itinerant,304.0,616.0,184.0,130.0,119.0,94.0,15.0,42.0,1504.0
OCT21,Male,Other,Unable to return home due to environmental reasons,139.0,171.0,50.0,36.0,54.0,32.0,28.0,11.0,521.0
OCT21,Male,Other,Disengagement with school or other education and training,170.0,168.0,52.0,65.0,98.0,7.0,9.0,9.0,578.0
OCT21,Male,Other,Lack of family and/or community support,1574.0,2305.0,1241.0,516.0,214.0,351.0,213.0,172.0,6583.0
OCT21,Male,Other,Other (not elsewhere classified),556.0,852.0,420.0,305.0,54.0,77.0,140.0,118.0,2521.0
OCT21,Male,COVID,COVID-19,244.0,1499.0,75.0,26.0,19.0,2.0,23.0,9.0,1897.0
OCT21,Male,Not stated,Not stated,80.0,84.0,3.0,7.0,0.0,13.0,4.0,306.0,497.0
OCT21,Male,Total,Total Clients,9309.0,13225.0,5621.0,2453.0,2539.0,1233.0,835.0,1379.0,36555.0
OCT21,Total,Accommodation,Accommodation,13093.0,17053.0,8444.0,3059.0,4603.0,1933.0,1170.0,1275.0,50573.0
OCT21,Total,Accommodation,Housing crisis (e.g. eviction),8460.0,10622.0,5214.0,1650.0,3209.0,1121.0,674.0,484.0,31414.0
OCT21,Total,Accommodation,Inadequate or inappropriate dwelling conditions,5038.0,8868.0,4362.0,1591.0,1288.0,982.0,629.0,786.0,23526.0
OCT21,Total,Accommodation,Previous accommodation ended,3525.0,5159.0,2526.0,961.0,354.0,798.0,469.0,263.0,14049.0
OCT21,Total,Financial,Financial,10867.0,16278.0,7363.0,2778.0,1631.0,1345.0,1158.0,853.0,42240.0
OCT21,Total,Financial,Financial difficulties,7510.0,12789.0,5476.0,1951.0,791.0,826.0,806.0,537.0,30666.0
OCT21,Total,Financial,Housing affordability stress,7108.0,10030.0,4667.0,1585.0,601.0,1069.0,752.0,491.0,26290.0
OCT21,Total,Financial,Employment difficulties,1210.0,1601.0,597.0,274.0,175.0,62.0,157.0,140.0,4216.0
OCT21,Total,Financial,Unemployment,2428.0,3580.0,1586.0,892.0,580.0,207.0,334.0,265.0,9872.0
OCT21,Total,Financial,Problematic gambling,64.0,52.0,29.0,7.0,12.0,3.0,9.0,10.0,186.0
OCT21,Total,Interpersonal,Interpersonal Relationships,11494.0,17594.0,5667.0,3903.0,2017.0,1199.0,1063.0,1517.0,44394.0
OCT21,Total,Interpersonal,Time out from family/other situation,2200.0,2121.0,1329.0,738.0,75.0,415.0,244.0,301.0,7423.0
OCT21,Total,Interpersonal,Relationship/family breakdown,5615.0,5735.0,2656.0,1484.0,568.0,699.0,733.0,351.0,17834.0
OCT21,Total,Interpersonal,Sexual abuse,352.0,564.0,136.0,188.0,68.0,37.0,28.0,55.0,1427.0
OCT21,Total,Interpersonal,Family and domestic violence,7670.0,13918.0,3664.0,2988.0,1439.0,519.0,712.0,1202.0,32060.0
OCT21,Total,Interpersonal,Non-family violence,433.0,716.0,237.0,104.0,33.0,109.0,59.0,62.0,1753.0
OCT21,Total,Health,Health,6040.0,7990.0,2948.0,1740.0,1575.0,1043.0,700.0,409.0,22433.0
OCT21,Total,Health,Mental health issues,4895.0,6105.0,2013.0,1062.0,1199.0,835.0,502.0,123.0,16725.0
OCT21,Total,Health,Medical issues,1769.0,2713.0,1282.0,557.0,524.0,374.0,251.0,180.0,7647.0
OCT21,Total,Health,Problematic drug or substance use,1282.0,2323.0,471.0,503.0,319.0,122.0,176.0,75.0,5270.0
OCT21,Total,Health,Problematic alcohol use,490.0,750.0,290.0,321.0,147.0,78.0,76.0,148.0,2299.0
OCT21,Total,Other,Other,6786.0,9038.0,4428.0,2582.0,1417.0,1149.0,907.0,938.0,27229.0
OCT21,Total,Other,Transition from custodial arrangements,533.0,1363.0,183.0,103.0,207.0,89.0,43.0,60.0,2581.0
OCT21,Total,Other,Transition from foster care and child safety residential placements,93.0,159.0,81.0,32.0,13.0,7.0,13.0,36.0,434.0
OCT21,Total,Other,Transition from other care arrangements,267.0,330.0,103.0,67.0,24.0,77.0,38.0,35.0,941.0
OCT21,Total,Other,Discrimination including racial discrimination,130.0,154.0,42.0,26.0,53.0,4.0,35.0,3.0,447.0
OCT21,Total,Other,Itinerant,573.0,1021.0,352.0,236.0,303.0,157.0,30.0,79.0,2751.0
OCT21,Total,Other,Unable to return home due to environmental reasons,415.0,393.0,150.0,133.0,142.0,69.0,73.0,24.0,1399.0
OCT21,Total,Other,Disengagement with school or other education and training,446.0,401.0,132.0,112.0,271.0,20.0,21.0,28.0,1431.0
OCT21,Total,Other,Lack of family and/or community support,4439.0,5311.0,3133.0,1467.0,535.0,781.0,570.0,450.0,16673.0
OCT21,Total,Other,Other (not elsewhere classified),1380.0,1945.0,1009.0,813.0,154.0,160.0,241.0,354.0,6054.0
OCT21,Total,COVID,COVID-19,630.0,2833.0,158.0,73.0,42.0,3.0,69.0,14.0,3822.0
OCT21,Total,Not stated,Not stated,150.0,182.0,8.0,20.0,0.0,19.0,5.0,539.0,921.0
OCT21,Total,Total,Total Clients,23754.0,33680.0,13749.0,7123.0,6543.0,2715.0,1961.0,3651.0,93030.0
SEP21,Female,Accommodation,Accommodation,7650.0,9123.0,4923.0,1828.0,2608.0,1040.0,666.0,758.0,28556.0
SEP21,Female,Accommodation,Housing crisis (e.g. eviction),4973.0,5694.0,3033.0,1010.0,1846.0,613.0,361.0,308.0,17826.0
SEP21,Female,Accommodation,Inadequate or inappropriate dwelling conditions,2941.0,4676.0,2529.0,952.0,729.0,530.0,364.0,471.0,13182.0
SEP21,Female,Accommodation,Previous accommodation ended,2006.0,2742.0,1466.0,592.0,220.0,407.0,266.0,141.0,7834.0
SEP21,Female,Financial,Financial,6283.0,9180.0,4189.0,1753.0,992.0,755.0,680.0,461.0,24274.0
SEP21,Female,Financial,Financial difficulties,4441.0,7316.0,3091.0,1250.0,510.0,471.0,495.0,282.0,17841.0
SEP21,Female,Financial,Housing affordability stress,4020.0,5691.0,2700.0,961.0,386.0,582.0,452.0,260.0,15044.0
SEP21,Female,Financial,Employment difficulties,658.0,760.0,313.0,122.0,99.0,22.0,73.0,38.0,2085.0
SEP21,Female,Financial,Unemployment,1306.0,1855.0,899.0,529.0,330.0,94.0,191.0,110.0,5313.0
SEP21,Female,Financial,Problematic gambling,24.0,26.0,16.0,4.0,7.0,1.0,8.0,6.0,92.0
SEP21,Female,Interpersonal,Interpersonal Relationships,7939.0,12986.0,3815.0,2930.0,1550.0,733.0,679.0,1157.0,31737.0
SEP21,Female,Interpersonal,Time out from family/other situation,1390.0,1295.0,801.0,484.0,50.0,218.0,158.0,205.0,4601.0
SEP21,Female,Interpersonal,Relationship/family breakdown,3602.0,3675.0,1698.0,1103.0,379.0,400.0,446.0,235.0,11527.0
SEP21,Female,Interpersonal,Sexual abuse,290.0,458.0,131.0,170.0,62.0,32.0,22.0,30.0,1195.0
SEP21,Female,Interpersonal,Family and domestic violence,5759.0,10987.0,2660.0,2349.0,1176.0,395.0,486.0,970.0,24739.0
SEP21,Female,Interpersonal,Non-family violence,279.0,425.0,153.0,76.0,23.0,69.0,40.0,36.0,1101.0
SEP21,Female,Health,Health,3597.0,4317.0,1737.0,1059.0,982.0,567.0,408.0,200.0,12853.0
SEP21,Female,Health,Mental health issues,2956.0,3425.0,1246.0,687.0,789.0,474.0,310.0,51.0,9927.0
SEP21,Female,Health,Medical issues,982.0,1426.0,734.0,343.0,281.0,201.0,129.0,101.0,4196.0
SEP21,Female,Health,Problematic drug or substance use,681.0,1038.0,258.0,268.0,174.0,63.0,87.0,36.0,2605.0
SEP21,Female,Health,Problematic alcohol use,234.0,278.0,154.0,164.0,60.0,30.0,26.0,59.0,1005.0
SEP21,Female,Other,Other,4023.0,4599.0,2594.0,1536.0,829.0,584.0,494.0,587.0,15234.0
SEP21,Female,Other,Transition from custodial arrangements,180.0,338.0,53.0,44.0,49.0,26.0,18.0,15.0,723.0
SEP21,Female,Other,Transition from foster care and child safety residential placements,48.0,83.0,51.0,19.0,7.0,3.0,7.0,21.0,239.0
SEP21,Female,Other,Transition from other care arrangements,133.0,157.0,57.0,35.0,13.0,21.0,11.0,24.0,451.0
SEP21,Female,Other,Discrimination including racial discrimination,73.0,71.0,32.0,18.0,35.0,0.0,20.0,0.0,249.0
SEP21,Female,Other,Itinerant,273.0,414.0,167.0,106.0,190.0,68.0,12.0,26.0,1256.0
SEP21,Female,Other,Unable to return home due to environmental reasons,262.0,230.0,101.0,95.0,89.0,32.0,45.0,10.0,864.0
SEP21,Female,Other,Disengagement with school or other education and training,303.0,242.0,84.0,60.0,189.0,9.0,11.0,23.0,921.0
SEP21,Female,Other,Lack of family and/or community support,2822.0,2973.0,1924.0,976.0,338.0,416.0,362.0,285.0,10087.0
SEP21,Female,Other,Other (not elsewhere classified),855.0,1063.0,602.0,434.0,114.0,85.0,97.0,256.0,3506.0
SEP21,Female,COVID,COVID-19,415.0,1335.0,96.0,68.0,33.0,2.0,52.0,3.0,2004.0
SEP21,Female,Not stated,Not stated,82.0,85.0,7.0,18.0,0.0,5.0,1.0,198.0,396.0
SEP21,Female,Total,Total Clients,14429.0,20560.0,8093.0,4594.0,3927.0,1479.0,1096.0,2279.0,56354.0
SEP21,Male,Accommodation,Accommodation,5557.0,7911.0,3617.0,1208.0,1763.0,854.0,463.0,532.0,21882.0
SEP21,Male,Accommodation,Housing crisis (e.g. eviction),3557.0,4859.0,2216.0,616.0,1215.0,447.0,294.0,184.0,13379.0
SEP21,Male,Accommodation,Inadequate or inappropriate dwelling conditions,2206.0,4293.0,1892.0,645.0,564.0,456.0,247.0,338.0,10634.0
SEP21,Male,Accommodation,Previous accommodation ended,1463.0,2455.0,1101.0,432.0,128.0,371.0,181.0,127.0,6258.0
SEP21,Male,Financial,Financial,4468.0,7182.0,2980.0,1124.0,766.0,610.0,470.0,385.0,17974.0
SEP21,Male,Financial,Financial difficulties,3085.0,5540.0,2223.0,767.0,339.0,384.0,316.0,255.0,12899.0
SEP21,Male,Financial,Housing affordability stress,2947.0,4447.0,1874.0,683.0,278.0,465.0,302.0,234.0,11225.0
SEP21,Male,Financial,Employment difficulties,539.0,812.0,274.0,140.0,97.0,39.0,77.0,83.0,2061.0
SEP21,Male,Financial,Unemployment,1128.0,1786.0,730.0,408.0,304.0,131.0,158.0,140.0,4784.0
SEP21,Male,Financial,Problematic gambling,45.0,34.0,23.0,5.0,10.0,3.0,3.0,3.0,126.0
SEP21,Male,Interpersonal,Interpersonal Relationships,3531.0,4772.0,1790.0,976.0,493.0,450.0,351.0,383.0,12739.0
SEP21,Male,Interpersonal,Time out from family/other situation,749.0,865.0,496.0,237.0,26.0,191.0,75.0,97.0,2736.0
SEP21,Male,Interpersonal,Relationship/family breakdown,1938.0,2146.0,940.0,435.0,194.0,303.0,281.0,99.0,6333.0
SEP21,Male,Interpersonal,Sexual abuse,64.0,114.0,29.0,15.0,6.0,4.0,4.0,10.0,246.0
SEP21,Male,Interpersonal,Family and domestic violence,1967.0,2985.0,927.0,600.0,292.0,128.0,196.0,266.0,7359.0
SEP21,Male,Interpersonal,Non-family violence,148.0,273.0,76.0,27.0,9.0,32.0,21.0,16.0,602.0
SEP21,Male,Health,Health,2505.0,3656.0,1264.0,723.0,705.0,484.0,276.0,201.0,9812.0
SEP21,Male,Health,Mental health issues,1933.0,2684.0,791.0,403.0,482.0,367.0,187.0,72.0,6918.0
SEP21,Male,Health,Medical issues,791.0,1268.0,556.0,242.0,253.0,160.0,111.0,95.0,3474.0
SEP21,Male,Health,Problematic drug or substance use,665.0,1303.0,256.0,226.0,185.0,72.0,79.0,28.0,2814.0
SEP21,Male,Health,Problematic alcohol use,296.0,469.0,165.0,179.0,105.0,56.0,42.0,66.0,1378.0
SEP21,Male,Other,Other,2832.0,4504.0,1846.0,1009.0,649.0,528.0,404.0,370.0,12134.0
SEP21,Male,Other,Transition from custodial arrangements,360.0,1078.0,131.0,67.0,158.0,70.0,27.0,41.0,1931.0
SEP21,Male,Other,Transition from foster care and child safety residential placements,35.0,72.0,33.0,14.0,5.0,4.0,3.0,12.0,178.0
SEP21,Male,Other,Transition from other care arrangements,135.0,167.0,48.0,34.0,7.0,45.0,22.0,15.0,473.0
SEP21,Male,Other,Discrimination including racial discrimination,53.0,66.0,16.0,11.0,26.0,4.0,14.0,0.0,190.0
SEP21,Male,Other,Itinerant,344.0,626.0,180.0,141.0,136.0,93.0,15.0,35.0,1568.0
SEP21,Male,Other,Unable to return home due to environmental reasons,152.0,173.0,55.0,39.0,58.0,32.0,27.0,12.0,548.0
SEP21,Male,Other,Disengagement with school or other education and training,180.0,170.0,58.0,68.0,108.0,9.0,9.0,9.0,611.0
SEP21,Male,Other,Lack of family and/or community support,1608.0,2321.0,1227.0,531.0,229.0,324.0,208.0,173.0,6618.0
SEP21,Male,Other,Other (not elsewhere classified),572.0,868.0,429.0,297.0,59.0,67.0,140.0,126.0,2556.0
SEP21,Male,COVID,COVID-19,261.0,1661.0,89.0,35.0,23.0,2.0,25.0,9.0,2105.0
SEP21,Male,Not stated,Not stated,81.0,71.0,5.0,6.0,0.0,13.0,4.0,276.0,454.0
SEP21,Male,Total,Total Clients,9466.0,13155.0,5601.0,2430.0,2430.0,1215.0,814.0,1362.0,36424.0
SEP21,Total,Accommodation,Accommodation,13207.0,17034.0,8540.0,3036.0,4371.0,1894.0,1129.0,1290.0,50438.0
SEP21,Total,Accommodation,Housing crisis (e.g. eviction),8530.0,10553.0,5249.0,1626.0,3061.0,1060.0,655.0,492.0,31205.0
SEP21,Total,Accommodation,Inadequate or inappropriate dwelling conditions,5147.0,8969.0,4421.0,1597.0,1293.0,986.0,611.0,809.0,23816.0
SEP21,Total,Accommodation,Previous accommodation ended,3469.0,5197.0,2567.0,1024.0,348.0,778.0,447.0,268.0,14092.0
SEP21,Total,Financial,Financial,10751.0,16362.0,7169.0,2877.0,1758.0,1365.0,1150.0,846.0,42248.0
SEP21,Total,Financial,Financial difficulties,7526.0,12856.0,5314.0,2017.0,849.0,855.0,811.0,537.0,30740.0
SEP21,Total,Financial,Housing affordability stress,6967.0,10138.0,4574.0,1644.0,664.0,1047.0,754.0,494.0,26269.0
SEP21,Total,Financial,Employment difficulties,1197.0,1572.0,587.0,262.0,196.0,61.0,150.0,121.0,4146.0
SEP21,Total,Financial,Unemployment,2434.0,3641.0,1629.0,937.0,634.0,225.0,349.0,250.0,10097.0
SEP21,Total,Financial,Problematic gambling,69.0,60.0,39.0,9.0,17.0,4.0,11.0,9.0,218.0
SEP21,Total,Interpersonal,Interpersonal Relationships,11470.0,17758.0,5605.0,3906.0,2043.0,1183.0,1030.0,1540.0,44476.0
SEP21,Total,Interpersonal,Time out from family/other situation,2139.0,2160.0,1297.0,721.0,76.0,409.0,233.0,302.0,7337.0
SEP21,Total,Interpersonal,Relationship/family breakdown,5540.0,5821.0,2638.0,1538.0,573.0,703.0,727.0,334.0,17860.0
SEP21,Total,Interpersonal,Sexual abuse,354.0,572.0,160.0,185.0,68.0,36.0,26.0,40.0,1441.0
SEP21,Total,Interpersonal,Family and domestic violence,7726.0,13972.0,3587.0,2949.0,1468.0,523.0,682.0,1236.0,32098.0
SEP21,Total,Interpersonal,Non-family violence,427.0,698.0,229.0,103.0,32.0,101.0,61.0,52.0,1703.0
SEP21,Total,Health,Health,6102.0,7973.0,3001.0,1782.0,1687.0,1051.0,684.0,401.0,22665.0
SEP21,Total,Health,Mental health issues,4889.0,6109.0,2037.0,1090.0,1271.0,841.0,497.0,123.0,16845.0
SEP21,Total,Health,Medical issues,1773.0,2694.0,1290.0,585.0,534.0,361.0,240.0,196.0,7670.0
SEP21,Total,Health,Problematic drug or substance use,1346.0,2341.0,514.0,494.0,359.0,135.0,166.0,64.0,5419.0
SEP21,Total,Health,Problematic alcohol use,530.0,747.0,319.0,343.0,165.0,86.0,68.0,125.0,2383.0
SEP21,Total,Other,Other,6855.0,9103.0,4440.0,2545.0,1478.0,1112.0,898.0,957.0,27368.0
SEP21,Total,Other,Transition from custodial arrangements,540.0,1416.0,184.0,111.0,207.0,96.0,45.0,56.0,2654.0
SEP21,Total,Other,Transition from foster care and child safety residential placements,83.0,155.0,84.0,33.0,12.0,7.0,10.0,33.0,417.0
SEP21,Total,Other,Transition from other care arrangements,268.0,324.0,105.0,69.0,20.0,66.0,33.0,39.0,924.0
SEP21,Total,Other,Discrimination including racial discrimination,126.0,137.0,48.0,29.0,61.0,4.0,34.0,0.0,439.0
SEP21,Total,Other,Itinerant,617.0,1040.0,347.0,247.0,326.0,161.0,27.0,61.0,2824.0
SEP21,Total,Other,Unable to return home due to environmental reasons,414.0,403.0,156.0,134.0,147.0,64.0,72.0,22.0,1412.0
SEP21,Total,Other,Disengagement with school or other education and training,483.0,412.0,142.0,128.0,297.0,18.0,20.0,32.0,1532.0
SEP21,Total,Other,Lack of family and/or community support,4430.0,5294.0,3151.0,1507.0,567.0,740.0,570.0,458.0,16705.0
SEP21,Total,Other,Other (not elsewhere classified),1427.0,1931.0,1031.0,731.0,173.0,152.0,237.0,382.0,6062.0
SEP21,Total,COVID,COVID-19,676.0,2996.0,185.0,103.0,56.0,4.0,77.0,12.0,4109.0
SEP21,Total,Not stated,Not stated,163.0,156.0,12.0,24.0,0.0,18.0,5.0,474.0,850.0
SEP21,Total,Total,Total Clients,23895.0,33715.0,13694.0,7024.0,6357.0,2694.0,1910.0,3641.0,92778.0
AUG21,Female,Accommodation,Accommodation,7666.0,9264.0,4881.0,1809.0,2496.0,1058.0,625.0,741.0,28505.0
AUG21,Female,Accommodation,Housing crisis (e.g. eviction),4959.0,5745.0,3077.0,1016.0,1744.0,618.0,350.0,318.0,17813.0
AUG21,Female,Accommodation,Inadequate or inappropriate dwelling conditions,2873.0,4793.0,2493.0,945.0,731.0,521.0,333.0,444.0,13121.0
AUG21,Female,Accommodation,Previous accommodation ended,1975.0,2748.0,1492.0,591.0,224.0,422.0,249.0,136.0,7830.0
AUG21,Female,Financial,Financial,6280.0,9294.0,4266.0,1728.0,955.0,749.0,650.0,472.0,24369.0
AUG21,Female,Financial,Financial difficulties,4454.0,7400.0,3206.0,1202.0,486.0,476.0,471.0,281.0,17958.0
AUG21,Female,Financial,Housing affordability stress,3978.0,5721.0,2703.0,976.0,394.0,570.0,431.0,279.0,15047.0
AUG21,Female,Financial,Employment difficulties,624.0,791.0,321.0,120.0,89.0,21.0,69.0,36.0,2071.0
AUG21,Female,Financial,Unemployment,1288.0,1856.0,951.0,552.0,293.0,91.0,191.0,113.0,5333.0
AUG21,Female,Financial,Problematic gambling,23.0,21.0,22.0,3.0,6.0,2.0,8.0,7.0,92.0
