SED_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED53802,3,61,564,6116,5036,858,148,140,12931,5,180,852,2809,182,13,3,59,4098,0,44,197,252,42,5,0,15,566,5,223,1053,3065,224,20,3,68,4659,0,15,52,13,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,20,55,13,0,0,0,0,92,0,0,0,0,5,0,0,0,4,0,0,0,3,6,0,0,3,16,16,304,1672,9200,5269,873,151,211,17698
SED53902,0,80,792,4533,3168,687,117,70,9445,3,112,1390,2192,160,12,0,43,3916,3,22,373,779,245,12,0,7,1444,7,137,1759,2975,401,26,5,48,5356,9,387,1258,255,11,0,4,38,1954,4,205,260,11,0,0,0,11,491,20,143,217,37,0,0,0,7,424,0,16,78,0,0,0,0,0,94,0,4,0,0,0,0,0,0,6,30,748,1811,306,12,0,4,50,2964,0,0,3,7,0,0,0,0,16,0,0,0,4,0,0,0,0,9,37,964,4377,7819,3585,715,121,172,17793
SED54006,43,212,1109,4705,7272,958,230,215,14743,0,47,296,156,10,0,0,24,548,0,0,29,9,4,0,0,0,40,0,47,324,162,13,0,0,24,586,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,4,12,0,3,0,0,0,19,29,190,72,19,12,0,0,9,332,0,4,7,11,7,0,0,0,35,67,461,1529,4899,7303,960,233,254,15716
SED54104,10,74,917,3308,3379,1245,228,45,9203,4,62,396,403,38,5,0,10,919,3,160,594,993,105,5,0,8,1869,10,217,994,1395,142,6,6,13,2785,9,425,781,164,4,0,0,12,1403,66,640,790,244,21,3,0,27,1791,25,763,1220,294,9,0,3,24,2335,3,158,412,106,5,0,0,9,694,0,0,3,0,9,0,0,0,9,102,1982,3206,806,43,3,7,73,6231,0,5,0,4,0,0,0,0,12,0,0,11,10,0,0,0,4,25,125,2278,5121,5518,3563,1260,241,141,18247
SED54203,18,128,572,3031,1120,114,60,118,5146,0,82,192,96,9,5,0,16,399,0,3,21,27,10,0,0,8,65,0,83,214,126,19,5,0,21,469,5,81,39,24,0,0,0,7,154,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,87,41,25,0,0,0,7,162,79,187,59,66,68,13,11,33,514,7,34,19,41,15,3,16,22,156,105,511,916,3283,1215,133,93,201,6449
SED54304,4,93,1214,3333,1704,271,45,41,6705,3,151,554,510,94,6,0,13,1343,7,147,684,1111,199,18,5,17,2181,7,297,1244,1625,291,26,8,27,3526,10,337,564,125,8,0,3,16,1054,55,828,1335,349,15,0,0,38,2614,100,1448,2211,620,27,5,3,49,4464,122,1266,2606,752,17,0,7,56,4822,0,0,0,3,0,0,0,0,8,286,3884,6718,1847,72,3,14,153,12967,0,11,31,8,3,0,0,0,51,3,13,9,3,0,0,4,10,51,305,4298,9215,6811,2071,303,66,231,23301
SED54403,13,182,584,4463,3979,372,66,174,9821,3,158,546,559,106,10,0,42,1421,0,58,104,191,53,6,0,7,416,3,219,646,752,160,14,0,47,1837,14,130,186,58,0,0,0,9,400,0,52,95,23,0,0,0,3,168,0,37,55,25,0,0,0,3,114,0,61,65,5,0,0,0,0,137,0,0,0,0,0,0,0,0,0,15,273,397,108,0,0,6,12,817,34,84,29,24,15,3,0,14,201,6,37,15,9,7,3,9,16,98,68,794,1664,5359,4154,390,78,260,12771
SED54505,4,42,260,3790,7427,1421,270,84,13290,0,62,350,719,113,3,0,12,1270,0,0,10,35,49,7,3,0,105,0,62,357,759,161,10,3,15,1377,0,117,176,239,16,5,0,11,569,0,0,0,0,0,0,0,0,0,0,3,178,20,0,0,0,7,207,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,3,20,7,125,358,264,19,4,4,18,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,239,974,4810,7609,1439,279,117,15478
SED54605,12,55,647,5919,5799,653,90,165,13337,0,152,600,443,9,0,0,40,1255,3,37,171,184,31,3,0,6,429,3,191,768,626,44,3,0,49,1685,0,99,618,225,26,0,0,33,1014,0,22,113,9,0,0,0,3,148,0,48,163,61,0,0,0,3,275,0,0,15,14,0,0,0,0,27,0,0,0,3,3,3,0,0,15,0,181,913,312,36,0,0,41,1481,19,94,55,5,0,0,0,5,180,0,3,3,0,0,0,0,5,16,41,518,2384,6865,5878,656,90,267,16698
SED54701,32,262,1349,5728,4086,754,177,213,12604,6,125,420,149,26,3,0,38,762,0,0,20,14,3,0,0,0,41,6,125,436,158,32,5,4,38,803,0,54,43,18,0,0,0,3,117,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,49,45,20,0,0,0,3,130,33,55,37,17,0,0,0,8,156,0,15,28,37,27,13,4,5,122,70,510,1885,5956,4146,777,190,264,13811
SED54804,7,48,784,4654,3421,489,51,92,9544,0,218,1557,2568,106,10,3,66,4519,4,104,593,1526,370,22,3,25,2642,5,329,2150,4088,473,26,7,92,7167,6,187,590,39,0,0,0,16,840,0,61,230,32,0,0,0,7,331,0,140,227,108,0,0,0,10,487,0,30,42,78,6,0,0,0,159,0,0,0,0,0,0,0,0,3,5,419,1093,254,5,6,0,41,1823,5,28,5,7,5,0,0,3,52,0,0,3,3,0,0,0,7,16,27,829,4026,9011,3904,519,57,230,18603
SED54905,5,60,787,3202,3553,822,150,67,8646,4,129,1421,999,123,9,0,33,2725,0,197,937,1941,305,35,8,39,3461,4,321,2360,2939,430,48,11,72,6183,5,132,525,173,32,3,7,5,879,0,210,474,90,5,0,0,4,781,0,139,201,236,3,0,0,4,582,0,79,315,117,5,3,0,0,529,0,0,0,0,0,0,0,0,9,5,557,1517,620,47,7,3,16,2777,0,0,0,0,0,0,0,0,3,0,3,7,3,0,0,0,3,20,11,949,4669,6765,4033,875,165,160,17632
SED55005,11,46,356,4514,9410,941,132,178,15578,0,35,127,474,38,3,4,13,686,0,0,15,16,7,0,0,0,36,0,35,146,492,38,3,4,12,729,0,0,11,18,8,0,5,0,40,0,0,9,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,16,0,5,22,24,3,7,5,4,67,0,0,0,6,5,0,0,0,8,0,4,0,6,0,0,0,3,8,11,84,528,5031,9453,950,141,188,16389
SED55102,32,127,713,4720,7992,1150,290,174,15200,0,20,80,190,56,0,0,9,351,0,11,24,47,5,0,0,0,89,0,27,106,236,65,0,0,3,442,0,0,21,12,3,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,3,0,0,4,32,0,11,24,14,9,0,0,4,69,0,0,0,4,0,0,0,0,15,0,3,3,4,5,0,3,4,19,35,172,847,4979,8068,1161,296,189,15736
SED55202,14,65,539,6687,6288,786,115,207,14701,6,160,666,1062,48,4,3,32,1974,0,15,136,64,0,0,0,4,226,6,176,804,1121,49,4,3,42,2196,0,48,139,177,8,0,0,6,379,0,24,42,27,0,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,0,24,4,72,193,213,10,0,3,9,500,0,4,12,4,0,0,0,3,20,0,0,8,6,5,0,0,0,13,21,315,1555,8024,6346,791,125,251,17430
SED55306,24,190,919,5161,6975,766,150,180,14357,4,133,452,467,99,9,4,27,1193,0,23,27,93,55,12,0,7,205,4,149,478,555,154,21,4,35,1394,0,0,22,8,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,6,7,7,0,0,0,26,0,11,40,16,9,0,0,0,79,29,93,115,30,15,0,0,14,298,0,3,9,7,3,0,0,15,44,56,448,1557,5768,7162,787,154,241,16174
SED55405,17,217,1489,5808,2943,555,201,118,11348,30,318,864,2078,303,46,52,68,3759,15,155,370,814,136,32,47,35,1618,46,479,1235,2890,440,79,110,100,5375,7,346,356,214,59,9,3,16,1011,10,224,410,56,0,0,0,10,709,12,454,423,54,0,0,0,11,966,0,4,116,0,0,0,0,0,116,0,0,0,0,0,0,0,0,4,26,1025,1315,331,66,9,7,41,2811,0,0,3,0,0,0,0,0,3,0,4,6,7,9,0,0,12,27,94,1723,4042,9035,3455,636,312,269,19568
SED55504,9,106,656,4054,9600,982,217,170,15796,0,83,330,447,30,0,3,22,920,0,0,36,13,0,0,0,0,50,0,83,368,455,30,0,3,26,966,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,0,3,4,0,33,0,24,34,0,0,3,4,0,67,10,52,46,6,8,0,0,6,132,0,0,7,5,0,0,0,0,5,19,266,1099,4526,9644,986,226,207,16967
SED55605,6,43,238,3358,10628,1221,166,196,15860,0,38,196,214,21,0,0,13,488,0,9,24,21,4,0,0,0,52,0,45,219,235,28,0,0,13,537,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,15,0,0,3,11,3,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,3,17,0,0,3,28,7,86,462,3608,10677,1223,166,219,16452
SED55706,79,488,2167,6720,4638,691,202,242,15226,4,110,292,135,59,6,0,20,622,0,24,43,36,4,0,0,3,105,4,138,330,166,58,11,0,22,729,0,26,23,24,3,0,3,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,27,26,24,3,0,3,3,100,23,46,33,26,17,0,0,6,157,6,5,26,12,15,10,8,6,86,113,708,2582,6950,4739,708,216,288,16300
SED55802,5,29,272,5455,9200,955,144,170,16235,0,53,348,467,70,4,4,10,956,0,22,87,93,20,0,0,0,227,3,69,437,562,91,4,0,12,1183,0,0,11,3,0,0,0,0,12,0,4,98,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,0,0,0,20,0,11,116,7,3,0,0,0,142,3,8,12,0,0,0,0,10,26,0,0,3,11,3,0,0,5,22,9,126,840,6033,9297,955,153,190,17602
SED55905,18,85,631,5357,5744,716,111,152,12812,0,215,778,760,79,8,3,39,1882,3,16,85,72,25,0,0,3,202,6,227,863,827,104,9,3,46,2088,4,76,236,65,0,0,0,6,390,0,38,173,115,0,0,0,4,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,4,4,0,0,34,4,111,421,185,8,4,0,12,752,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,21,28,434,1925,6368,5858,730,118,207,15669
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
