SED_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SED53602,6,4,0,0,6,0,0,0,6,0,0,6,4,0,0,8,15,0,0,0,12,3,0,15,385,80,4,13,488,6,3,14,498,45,3,546,5,4,0,0,17,0,0,0,15,3,0,19,16,8,0,0,26,0,0,0,26,4,0,32,18,14,0,0,40,0,0,4,44,9,0,52,409,93,4,15,523,7,5,16,537,55,4,593,143,56,6,3,207,8,6,17,227,125,0,349,0,0,0,0,0,0,0,0,0,0,4,7,552,144,13,20,736,19,15,30,763,177,7,947,121,15,4,0,143,0,0,0,143,3,0,148,98,29,0,0,138,6,0,6,136,19,0,154,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,225,50,3,3,282,4,0,4,286,24,0,308,12,0,0,0,10,0,0,0,13,0,0,13,4,0,0,0,9,0,0,0
SED53701,4,0,0,0,6,0,0,0,6,0,0,12,3,0,0,12,12,0,0,0,14,0,0,17,303,51,10,13,379,7,0,10,388,18,0,405,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,9,0,0,9,309,51,10,13,387,10,0,11,394,18,0,416,52,7,0,3,61,0,0,0,61,11,0,76,0,0,0,0,7,0,0,0,7,0,0,7,362,57,13,15,448,10,0,11,463,39,0,499,32,0,0,0,31,0,0,0,31,3,0,35,31,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,64,0,0,0,66,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED53802,6,0,0,0,8,0,0,0,8,0,0,8,6,4,0,6,11,0,0,0,11,0,0,14,502,66,0,10,577,9,4,16,586,36,0,625,6,4,0,0,6,0,0,0,12,0,0,12,8,0,0,0,7,0,0,0,7,0,0,12,10,0,0,0,17,0,0,0,16,0,0,23,515,72,0,10,593,15,4,16,610,39,0,643,114,30,3,3,146,12,6,16,165,34,0,204,0,0,0,0,0,0,0,0,0,0,0,0,627,103,9,12,743,16,12,36,776,72,0,845,138,28,0,0,163,5,0,5,169,7,0,173,140,19,3,0,166,0,3,3,166,7,0,174,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,7,0,0,0,7,0,0,7,286,45,9,3,342,4,3,9,345,15,0,356,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0
SED53902,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,6,0,0,0,6,0,0,6,498,71,4,3,578,12,3,16,598,21,0,612,0,0,0,0,4,0,0,0,9,0,0,9,7,0,0,0,7,4,0,4,14,4,0,10,11,0,0,0,14,3,0,3,18,4,0,22,510,71,5,3,592,15,3,22,610,20,0,634,86,10,0,0,98,3,0,3,103,14,0,118,4,0,0,0,9,0,0,0,9,0,0,9,600,88,5,10,696,18,3,22,718,36,0,758,149,26,3,0,177,0,0,0,181,8,0,187,139,26,0,0,166,5,0,5,174,5,0,172,0,0,0,0,4,0,0,0,4,0,0,12,0,3,0,3,0,0,0,0,0,0,0,0,289,55,6,3,354,9,0,9,361,14,0,379,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
SED54006,13,6,4,0,23,0,0,0,23,0,0,23,3,0,0,3,9,0,0,0,9,0,0,9,621,53,26,14,714,8,0,11,719,34,0,755,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,15,0,0,15,11,0,0,0,15,0,0,0,16,0,0,16,635,60,26,14,725,10,0,8,733,34,0,771,92,9,14,9,116,8,0,8,127,30,0,154,0,0,0,0,0,0,0,0,0,0,3,3,723,69,33,14,846,19,0,20,860,60,3,930,49,3,0,0,58,0,0,0,58,0,0,59,47,4,0,0,53,0,0,0,57,6,0,55,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,97,16,3,0,118,0,0,0,118,5,0,121,3,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0
SED54104,5,0,0,0,9,0,0,0,9,3,0,11,0,0,0,3,6,0,0,0,6,0,0,7,681,87,4,5,780,11,4,16,800,46,0,846,13,0,0,0,12,4,3,3,18,0,0,18,15,0,0,0,15,0,0,0,15,0,0,18,25,0,0,0,24,0,3,6,32,0,0,35,708,88,4,5,805,15,7,26,827,47,0,879,146,10,0,0,160,4,0,6,165,9,0,173,0,0,0,0,0,0,0,0,0,0,3,3,857,96,5,11,962,17,9,25,990,59,0,1050,218,25,0,0,251,8,0,5,258,10,3,268,228,32,3,0,263,0,0,0,269,11,0,280,5,0,4,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,4,464,54,3,0,534,8,5,9,538,26,3,567,3,0,0,0,5,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0
SED54203,6,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,120,16,16,6,157,0,0,0,159,14,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,16,16,6,157,3,0,3,158,14,0,170,4,0,0,0,4,0,0,5,10,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,126,16,16,6,159,6,0,0,167,29,0,192,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED54304,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,373,52,0,0,429,5,4,12,435,18,5,456,3,0,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,9,5,0,5,6,0,0,6,383,52,0,0,434,13,4,14,448,18,5,464,45,7,0,0,49,0,0,0,50,8,0,57,0,0,0,0,0,0,0,0,0,0,0,3,423,55,0,0,487,14,4,15,501,22,5,526,102,13,0,0,110,0,0,0,112,9,0,122,87,16,0,0,103,0,0,0,103,4,0,111,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,192,29,0,0,225,0,6,0,225,6,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED54403,15,3,0,0,18,0,0,0,18,0,0,17,0,0,0,0,8,0,0,0,8,0,0,8,510,37,19,8,574,7,0,7,582,14,0,596,7,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,10,0,0,0,10,0,0,10,9,0,0,0,9,0,0,0,9,0,0,9,526,37,19,8,593,7,0,7,596,14,0,611,60,5,7,4,82,6,0,6,87,9,0,92,4,0,0,0,0,0,0,0,0,0,3,8,587,49,26,17,673,7,0,7,687,25,3,710,14,0,0,0,15,0,0,0,15,0,0,16,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,0,0,0,25,7,0,24,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
SED54505,15,0,6,3,23,0,0,0,23,0,0,23,0,0,0,7,9,0,0,0,9,0,0,9,1005,153,20,14,1188,19,8,29,1218,54,7,1284,17,3,0,0,16,0,0,0,21,0,0,21,20,0,0,0,25,9,0,9,29,0,0,29,34,8,3,0,45,3,0,3,53,0,0,51,1038,167,21,14,1234,25,8,36,1270,57,7,1332,213,21,6,4,245,6,0,6,252,31,0,281,0,0,0,0,0,0,0,0,0,0,5,5,1256,186,27,15,1482,30,8,44,1524,85,9,1622,289,30,4,0,322,7,7,17,338,20,0,355,272,50,7,0,337,8,0,10,349,22,3,370,7,5,4,0,17,0,0,0,21,0,0,16,0,0,0,4,6,0,0,0,6,0,0,6,570,85,21,3,683,22,5,28,707,44,3,749,7,0,0,0,8,0,0,0,13,9,0,19,13,0,0,0,8,4,0,4
SED54605,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,4,4,0,0,0,4,0,0,4,352,41,17,3,413,7,0,11,422,22,0,447,3,0,0,0,3,7,0,7,7,0,0,10,12,0,0,0,12,0,0,0,15,0,0,15,22,0,0,0,22,5,0,5,21,0,0,22,368,41,17,3,429,13,0,18,445,26,0,470,86,14,0,0,105,5,5,8,110,18,0,130,0,0,0,0,0,0,0,0,0,0,0,0,460,57,15,3,537,18,4,24,559,44,0,610,46,11,0,0,49,0,0,0,57,8,0,61,45,9,3,0,58,0,0,0,57,7,0,64,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,88,17,4,0,114,0,0,3,119,7,0,127,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0
SED54701,3,3,3,0,9,0,0,0,9,0,0,9,0,0,0,5,5,0,0,0,5,0,0,0,305,43,10,9,361,7,0,7,362,22,0,384,3,0,0,0,3,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,4,0,0,0,7,0,0,11,306,38,10,9,365,6,0,5,376,20,0,393,38,4,3,0,51,0,0,0,54,19,0,73,0,0,0,0,0,0,0,0,3,0,0,4,349,45,15,8,420,6,5,9,428,35,4,472,11,0,0,0,13,0,0,0,13,0,0,13,15,0,0,0,14,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,28,0,0,0,28,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED54804,4,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,6,0,0,0,6,0,0,6,600,89,8,5,698,6,0,5,700,17,0,717,0,0,0,0,0,4,0,4,4,0,0,4,11,0,0,0,11,0,0,0,11,0,0,11,12,0,0,0,12,4,0,4,13,0,0,13,604,89,8,5,702,5,0,9,709,17,0,730,87,7,6,0,95,0,0,0,95,19,0,114,0,0,0,0,0,0,0,0,0,0,0,3,693,100,9,0,803,5,0,9,808,34,0,845,147,9,0,0,157,0,0,0,158,3,0,163,159,15,3,0,176,0,0,0,176,4,0,184,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,9,0,0,0,9,0,0,9,304,25,4,8,338,0,0,0,342,8,0,350,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SED54905,8,5,0,0,14,0,0,0,14,0,0,14,0,0,0,0,4,0,0,0,4,0,0,4,554,68,7,3,626,11,4,16,644,34,0,672,3,3,0,0,4,0,0,0,9,0,0,13,10,0,0,0,10,0,0,0,13,0,0,12,12,6,0,0,21,3,0,3,21,3,0,23,567,70,7,4,643,13,4,15,662,35,0,697,86,11,0,4,102,0,0,0,105,17,0,126,0,0,0,0,0,0,0,0,0,0,0,0,653,79,9,7,752,14,4,20,766,51,0,820,173,18,3,0,188,4,0,7,196,10,0,205,145,27,4,0,176,6,0,3,179,9,0,190,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,6,0,0,0,6,0,0,6,318,42,5,0,371,4,9,14,383,16,0,399,5,0,0,0,7,0,0,0,7,0,0,11,9,0,0,0,9,0,0,0
SED55005,6,6,0,0,16,0,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,836,104,19,9,963,12,0,12,978,42,0,1017,17,0,0,0,15,6,0,6,17,0,0,21,13,7,0,0,22,5,0,5,23,0,0,27,30,6,0,0,38,6,0,6,42,0,0,48,868,111,19,9,1003,14,0,14,1020,42,0,1067,239,39,0,3,293,4,3,10,299,47,0,346,0,3,0,3,7,0,0,0,7,0,0,11,1109,157,21,16,1301,24,3,23,1326,91,3,1420,224,23,0,5,250,0,0,0,254,7,0,258,166,33,6,0,206,0,0,0,206,3,0,214,9,0,3,0,19,0,0,0,19,0,0,19,0,0,0,4,5,0,0,0,5,0,0,5,406,55,12,3,478,3,0,3,477,16,0,496,14,0,0,0,12,4,0,4,17,0,0,17,8,0,0,0,6,0,0,0
SED55102,4,3,8,0,17,0,0,0,18,0,0,15,3,0,0,11,14,0,0,0,14,0,0,14,793,77,47,15,927,10,6,13,947,37,0,985,7,0,0,0,9,0,0,0,12,0,0,10,9,5,0,0,10,0,0,0,10,0,0,15,19,3,0,0,26,0,0,0,27,6,0,32,814,85,47,15,953,11,6,19,972,37,0,1012,116,12,12,3,149,6,0,6,150,25,0,180,0,0,0,5,5,0,0,0,5,0,0,5,929,99,57,17,1106,11,6,22,1128,61,0,1186,139,7,4,0,152,0,0,0,152,6,0,155,99,12,0,0,111,3,0,3,116,5,0,119,4,0,4,0,10,0,0,0,7,0,0,7,0,0,0,5,4,0,0,0,4,0,0,4,241,22,4,3,275,7,0,8,282,12,0,296,0,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0
SED55202,10,5,0,3,15,0,0,0,15,0,0,18,7,0,0,4,17,0,0,0,17,0,0,17,475,72,9,17,568,8,0,10,579,46,0,630,5,4,0,0,8,0,0,0,9,4,0,13,26,12,0,0,35,0,0,0,37,6,0,40,28,12,0,0,43,0,0,0,45,4,0,51,501,83,9,17,608,10,4,12,624,54,0,680,171,50,9,8,236,7,4,12,250,51,0,302,0,0,0,0,0,0,0,0,0,0,3,4,674,140,18,23,855,16,9,20,877,106,4,985,97,18,6,4,120,0,0,0,122,14,0,138,99,24,4,0,127,4,0,0,129,9,0,139,11,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,6,0,0,0,6,0,0,6,201,43,8,6,264,3,0,5,270,20,0,293,0,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,9,0,0,0
SED55306,13,5,7,0,29,0,0,0,29,0,0,25,3,0,0,6,4,0,0,0,10,0,0,10,610,109,48,8,777,11,5,11,789,33,0,821,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,614,108,48,8,783,11,5,11,795,33,0,823,56,9,0,3,70,0,0,0,70,13,0,85,0,0,0,4,4,0,0,0,4,0,5,3,674,120,54,14,856,11,0,14,864,47,6,914,19,7,0,0,28,0,0,0,28,0,0,29,38,6,0,0,44,0,0,0,44,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,0,0,72,0,0,0,72,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED55405,4,0,0,0,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,357,63,3,4,431,3,0,3,431,23,0,459,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,9,0,0,0,9,0,0,13,359,71,3,4,440,3,0,3,439,24,0,466,67,5,0,4,73,0,3,3,80,15,0,92,0,0,0,0,0,0,0,0,0,0,0,0,429,75,3,8,507,9,3,10,521,39,0,563,81,15,0,0,97,0,0,0,97,9,0,105,82,9,0,0,92,3,0,3,100,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,25,0,0,188,3,0,7,197,10,0,210,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
SED55504,10,3,4,4,16,0,0,0,16,6,0,21,0,0,0,3,3,0,0,0,3,0,0,3,814,88,21,17,943,9,0,12,955,36,0,989,6,0,0,0,6,0,0,0,8,0,0,8,12,0,0,0,19,0,0,0,19,0,0,19,22,0,0,0,26,0,0,0,27,0,0,27,837,87,26,17,968,9,0,12,974,36,0,1014,117,12,0,4,139,0,0,0,139,29,0,168,0,0,0,0,3,0,0,0,3,0,4,9,953,111,27,23,1108,9,0,13,1119,67,5,1187,170,19,4,0,192,4,0,4,194,9,0,203,138,21,0,3,158,5,0,5,164,4,0,166,0,0,0,0,3,0,0,0,3,0,0,6,4,0,0,4,9,0,0,0,9,3,0,9,307,45,3,5,361,5,0,5,367,18,0,387,0,0,0,0,0,4,0,4,3,0,0,3,6,0,0,0,6,0,0,0
SED55605,14,4,4,0,24,0,0,0,24,3,0,26,4,0,0,0,7,0,0,0,11,0,0,11,803,73,38,10,930,10,4,11,937,38,0,980,6,0,0,0,3,0,0,0,7,0,0,10,15,0,0,0,19,0,0,0,19,3,0,20,21,3,0,0,28,0,0,0,28,6,0,29,832,72,38,10,951,9,4,15,965,40,0,1010,164,24,8,3,199,0,3,3,207,17,0,227,0,0,0,0,0,0,0,0,0,0,0,0,998,98,53,12,1161,10,6,17,1177,59,0,1237,124,13,0,0,139,0,0,0,139,13,0,148,115,9,3,0,126,0,0,0,126,5,0,133,0,0,5,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,246,16,12,0,267,5,0,0,275,10,0,288,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
SED55706,5,0,3,0,12,0,0,0,12,0,0,15,0,0,0,10,8,0,0,0,8,0,0,8,448,102,28,16,590,6,0,8,593,40,0,633,3,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,10,0,0,0,7,0,0,6,3,3,0,0,10,0,0,0,8,3,0,13,446,108,25,16,599,6,0,9,605,44,0,643,50,18,0,0,67,0,0,0,70,19,0,95,0,0,0,0,3,0,0,0,3,0,0,0,500,117,31,18,672,8,0,12,682,58,0,740,19,0,0,0,24,0,0,0,24,0,0,23,14,3,0,0,20,0,0,0,20,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,3,3,44,0,0,0,44,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED55802,12,3,0,0,16,0,0,0,16,0,0,17,4,0,0,0,0,0,0,0,7,0,0,7,708,110,22,6,841,21,0,19,862,39,0,902,10,0,0,0,10,0,4,4,14,7,0,15,14,4,0,0,15,0,0,0,15,0,0,15,21,9,0,0,29,0,4,4,32,7,0,32,730,113,22,6,874,21,3,23,895,42,0,936,150,25,7,5,190,4,4,9,200,52,0,251,0,0,0,5,7,0,0,0,7,0,0,7,883,138,32,18,1064,28,3,29,1100,91,0,1186,144,29,4,0,181,0,0,4,186,3,0,188,145,27,3,0,176,0,0,0,175,8,0,188,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,6,0,0,0,6,0,0,6,295,54,9,6,368,7,0,7,377,15,0,390,0,0,0,0,0,0,0,0,4,0,0,7,5,0,0,0,5,0,0,0
SED55905,11,0,4,0,21,0,0,0,21,0,0,21,0,0,0,5,0,0,0,0,0,0,0,4,470,59,11,9,546,9,4,10,553,25,0,582,0,5,0,0,8,0,0,0,3,0,0,6,8,0,0,0,11,0,0,0,11,0,0,11,16,3,0,0,21,0,0,0,17,4,0,18,483,58,11,9,561,12,4,14,572,29,0,600,66,11,0,5,81,4,0,4,83,9,0,96,0,0,0,0,0,0,0,0,0,0,0,0,554,69,11,7,645,10,4,16,655,36,0,690,104,14,4,0,126,3,0,3,129,4,0,133,104,8,4,0,122,0,0,0,122,8,0,127,5,0,3,0,3,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,219,24,8,0,254,3,0,6,258,8,0,266,3,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
