SED_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED54304,9,23,4,7,0,0,45,0,45,0,6,0,0,60,15,326,19,50,5,5,423,77,97,86,102,11,0,370,146,23,15,103,13,0,310,470,40,33,174,28,9,747,1104,27,21,342,36,8,1531,3003,13,11,693,63,7,3792,2001,0,5,438,24,3,2478,848,0,4,158,11,0,1021,379,0,0,69,11,0,454,206,0,0,39,10,0,255,97,0,0,19,7,0,119,118,0,0,27,0,0,148,109,26,12,79,30,23,276,8571,630,215,2320,238,58,12032
SED54403,49,52,94,5,1113,0,1315,10,56,23,0,156,0,243,14,199,45,12,936,3,1208,24,178,13,22,278,0,513,34,157,13,15,186,0,410,54,203,23,31,216,0,533,156,202,18,42,198,0,612,377,62,15,89,116,0,658,486,16,0,68,79,0,651,363,4,0,31,47,0,440,238,3,0,18,33,0,289,152,6,0,28,25,0,206,129,0,0,13,21,0,168,182,0,0,21,52,0,256,146,91,17,46,447,13,759,2411,1224,266,434,3903,26,8260
SED54505,3,6,0,5,0,0,9,0,10,0,3,0,0,9,0,74,4,27,10,0,118,4,16,10,31,3,0,69,10,4,0,30,3,0,50,18,9,13,41,8,0,83,228,5,13,146,11,4,392,788,6,4,255,33,4,1088,572,0,3,133,13,0,714,212,0,0,44,0,0,260,78,0,0,18,0,0,92,32,0,0,0,0,0,33,6,0,0,0,0,0,13,6,0,0,6,0,0,9,19,3,4,43,3,4,81,1978,117,53,785,78,15,3031
SED54605,12,14,0,8,0,0,31,3,30,4,10,0,0,39,8,179,14,35,4,0,244,73,93,37,61,11,0,281,171,29,18,118,9,4,346,481,30,16,279,84,0,897,992,26,3,428,71,0,1524,776,9,0,265,29,7,1091,157,0,0,31,4,0,196,33,0,0,6,0,0,39,6,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,41,25,4,59,11,12,153,2767,437,94,1310,232,27,4858
SED54701,9,17,0,34,24,0,85,3,28,7,21,35,5,92,34,171,62,119,77,4,468,118,119,77,179,66,8,563,108,70,4,184,50,5,427,204,103,15,230,61,7,618,244,40,7,254,38,0,587,183,8,3,147,17,5,358,26,0,0,21,7,0,60,6,0,0,9,0,0,18,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,5,26,35,7,91,145,15,317,963,584,184,1298,526,49,3604
SED54804,0,33,3,0,0,0,43,0,61,5,10,0,0,75,8,353,19,23,3,5,409,19,117,33,44,7,3,222,28,53,7,49,5,0,141,144,45,9,81,31,0,301,454,30,5,261,33,0,782,1162,22,6,432,17,4,1639,946,8,0,257,13,0,1222,436,0,0,114,6,0,556,259,0,0,50,0,0,314,108,0,0,34,3,0,142,49,0,0,14,7,0,71,54,0,0,8,0,0,62,54,34,11,63,9,10,176,3708,758,89,1436,139,27,6150
SED54905,4,24,0,8,0,0,34,0,42,12,10,0,0,63,14,233,8,58,6,0,323,31,112,16,75,5,0,239,41,40,5,70,4,5,156,227,53,14,130,17,0,440,938,60,27,362,28,7,1419,1269,43,8,358,22,3,1694,691,4,0,196,9,0,901,382,0,4,57,5,0,451,200,0,0,32,0,0,227,110,0,0,20,0,0,129,48,0,0,9,0,0,64,83,0,0,15,0,0,100,49,35,7,77,15,15,193,4074,647,96,1481,100,31,6430
SED55005,0,10,0,5,0,0,14,0,8,4,6,0,0,14,6,32,8,11,9,0,64,17,34,15,34,11,0,110,20,23,4,43,6,0,96,98,35,5,93,9,0,242,369,32,8,208,20,0,635,940,15,4,303,46,0,1316,467,0,0,105,13,0,586,80,0,0,17,0,0,100,13,0,0,7,0,0,23,0,0,0,3,0,0,7,0,0,0,3,0,0,7,4,0,0,6,0,0,9,34,5,3,50,12,11,118,2046,194,48,883,127,22,3317
SED55102,0,3,4,9,0,0,16,0,5,0,5,0,0,14,7,42,0,25,7,0,73,30,51,9,30,0,0,119,15,16,6,39,6,0,73,39,29,9,59,18,5,160,339,29,12,186,10,0,579,792,8,6,280,32,7,1128,269,0,0,72,3,0,341,67,0,0,18,5,0,93,30,0,0,3,0,0,30,12,0,0,5,0,0,21,5,0,0,0,0,0,3,3,0,0,0,0,0,10,21,10,7,52,17,7,111,1624,196,52,787,101,16,2776
SED55202,7,15,4,9,0,0,36,0,25,9,4,4,0,40,13,124,38,53,11,0,237,40,121,46,45,7,6,274,92,32,29,81,8,8,248,321,72,25,198,38,10,656,1039,41,7,471,71,11,1637,712,9,19,312,44,0,1104,102,0,0,33,6,0,147,12,0,0,9,0,0,19,4,0,0,0,0,0,8,3,0,0,4,0,0,8,5,0,0,0,0,0,5,0,0,0,9,4,0,14,34,38,9,63,15,16,167,2384,484,192,1284,207,50,4595
SED55306,5,16,0,20,5,0,36,0,13,0,9,3,0,26,0,176,19,28,24,0,248,19,105,31,39,22,4,223,22,34,3,79,23,0,163,31,57,13,99,31,0,226,243,42,7,221,44,0,566,800,20,0,402,39,4,1266,465,0,0,127,10,4,611,119,0,0,43,0,0,157,30,0,0,9,0,0,42,6,0,0,7,0,0,12,3,0,0,0,0,0,6,10,0,0,5,4,0,13,30,21,3,57,33,6,151,1773,479,94,1138,243,18,3751
SED55405,0,58,4,5,0,0,67,3,72,12,16,0,0,97,57,447,29,117,11,6,675,110,142,145,143,23,9,559,208,63,9,116,11,0,415,561,68,48,207,35,4,930,1195,48,17,488,73,10,1835,2049,31,11,567,48,8,2716,809,4,9,230,25,4,1070,280,0,0,86,7,0,367,93,0,0,20,0,0,119,30,0,0,11,0,0,41,8,0,0,3,0,0,20,19,0,0,18,0,0,39,70,64,15,88,15,34,280,5494,999,300,2116,250,72,9230
SED55504,0,5,0,6,6,0,13,0,11,3,3,3,0,24,0,64,13,21,4,0,108,21,42,13,38,23,0,144,14,21,7,35,20,0,99,47,49,14,50,18,0,186,276,45,11,178,24,3,532,848,16,3,374,19,3,1269,460,3,0,139,7,0,613,107,0,0,17,6,0,127,16,0,0,6,0,0,24,0,0,0,6,0,0,9,3,0,0,4,0,0,10,0,0,0,4,0,0,5,21,15,0,44,16,10,110,1824,277,68,924,156,15,3267
SED55605,3,6,0,6,0,0,11,0,6,4,0,0,0,8,3,66,12,16,0,0,96,15,43,15,26,3,0,101,6,27,3,43,3,0,84,85,34,4,90,50,0,264,687,31,0,326,34,0,1079,1176,8,4,335,18,5,1542,235,0,0,58,5,0,297,57,0,0,21,0,0,74,17,0,0,0,0,0,17,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,5,38,17,3,41,17,6,111,2330,231,41,956,121,13,3702
SED55706,3,13,3,27,21,0,67,0,12,0,4,5,0,26,21,145,15,95,29,0,301,100,77,73,140,42,4,429,107,29,16,117,31,0,300,191,58,15,185,39,4,493,375,48,7,282,38,3,754,390,8,4,275,16,0,689,128,0,0,73,10,3,216,19,0,0,25,0,0,44,3,0,0,4,13,0,19,0,0,0,4,0,0,7,0,0,0,4,0,0,4,5,0,0,0,0,0,9,18,22,4,74,51,4,179,1362,420,131,1316,297,20,3544
SED55802,5,12,3,0,3,0,17,0,14,0,0,0,0,16,11,114,0,18,11,0,155,15,53,8,20,3,0,101,21,22,0,19,0,0,72,78,40,3,40,14,0,179,402,26,0,171,36,0,633,887,13,4,327,34,0,1269,306,0,5,74,10,0,394,48,0,0,16,0,0,66,9,0,0,7,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,5,25,16,0,39,9,5,99,1829,313,30,731,115,13,3029
SED55905,0,26,4,5,0,0,39,0,49,8,5,0,0,63,10,307,24,35,10,0,387,17,149,32,45,9,4,250,15,47,9,35,4,0,113,76,72,12,83,24,0,267,453,49,14,231,24,4,768,841,27,6,278,24,3,1168,350,0,0,82,9,0,447,95,0,0,21,3,0,119,16,0,0,0,0,0,19,9,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,6,37,41,14,45,4,17,152,1915,768,122,875,97,26,3797
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
