SED_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SED53502,0,0,0,0,0,0,0,0,0,3,4,51,0,0,0,0,0,0,0,62,87,199,11,22,28,10,18,15,5,394,4,8,0,6,0,0,0,0,0,17,18,78,9,4,9,3,4,4,0,136,11,25,3,10,6,0,0,0,0,61,231,722,155,104,98,45,79,57,18,1507,0,0,0,0,0,0,0,0,0,9,58,101,101,43,25,18,41,23,0,412,123,120,157,83,51,33,75,57,15,706,358,180,1921,177,167,119,450,306,74,3756,15,5,45,25,14,18,48,48,5,226,18,13,32,21,11,7,35,21,4,170,10,21,21,5,11,3,10,6,0,80,23,11,29,23,8,10,47,24,37,213,967,1534,2494,519,440,267,805,558,167,7754,0,12,0,0,4,0,0,0,0,20,8,63,0,0,0,0,0,0,0,67,70,229,8,37,46,15,4,9,3,424,6,21,0,0,6,0,0,0,0,33
SED53602,0,3,0,0,0,0,0,0,0,3,3,38,0,0,4,0,0,0,0,42,53,171,43,46,35,25,46,25,7,442,3,0,5,0,3,0,0,0,0,13,4,44,4,7,5,0,6,3,0,67,5,4,0,0,0,3,0,0,0,19,149,575,158,128,130,68,176,124,18,1516,8,0,0,0,0,0,0,0,0,11,51,51,73,37,18,19,36,49,6,335,70,84,164,91,46,40,104,83,12,685,150,85,1218,193,100,99,357,381,57,2644,9,6,51,32,3,19,35,67,0,224,13,10,38,35,9,7,41,34,4,191,13,5,15,11,10,3,18,18,5,97,12,16,53,19,10,6,45,47,42,248,525,1098,1826,600,373,284,864,830,148,6541,0,9,0,0,0,0,0,0,0,7,0,31,0,0,0,0,0,0,0,32,36,178,14,55,47,21,4,22,0,380,0,12,0,0,3,0,0,0,0,23
SED53701,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,22,32,31,9,4,0,0,3,6,0,92,4,0,3,0,0,0,0,0,0,7,15,18,4,0,0,0,3,0,0,43,5,7,0,7,0,0,0,0,0,18,233,214,40,29,11,16,32,47,8,617,0,0,4,0,0,0,0,0,0,3,104,40,33,24,7,5,21,30,4,266,119,36,64,37,16,7,27,32,5,353,588,131,1344,61,67,61,483,323,62,3119,23,3,13,9,4,5,25,36,7,128,37,10,22,10,0,6,21,33,3,141,19,7,10,4,5,0,5,3,3,63,59,12,36,5,4,11,42,51,19,238,1245,530,1581,187,127,115,665,559,106,5111,4,8,0,0,0,0,0,0,0,11,3,19,0,0,3,0,0,0,0,28,31,83,3,8,17,5,0,5,0,151,0,5,0,0,0,0,0,0,0,9
SED53802,6,3,3,0,0,0,0,0,0,14,10,59,4,0,4,0,0,0,0,73,141,349,56,34,43,32,54,32,12,760,5,16,0,0,5,0,4,0,0,25,23,97,12,11,11,4,7,0,0,165,13,19,0,5,7,0,0,0,0,41,361,1134,238,146,209,114,146,122,30,2499,0,0,3,3,0,0,0,0,0,12,86,85,107,50,43,25,44,41,8,495,141,114,243,114,67,43,91,73,17,905,248,108,1413,151,136,105,281,234,47,2720,16,4,33,20,12,23,18,31,0,152,16,19,29,20,16,8,19,25,0,146,4,19,15,3,9,9,12,9,4,87,22,25,39,20,7,13,31,24,23,208,1097,2041,2193,576,571,373,700,607,139,8303,3,8,0,0,0,0,0,0,0,16,10,79,3,3,7,0,0,0,0,97,84,355,23,88,88,36,3,26,7,723,5,28,0,0,10,0,0,0,0,48
SED53902,10,11,0,4,0,0,0,0,0,17,22,172,3,4,0,3,0,0,0,212,222,521,52,32,52,29,19,34,18,989,8,19,0,0,0,7,0,0,0,34,55,156,10,10,28,4,7,6,0,280,25,31,5,5,5,0,0,0,0,71,628,1860,216,198,231,130,103,103,42,3516,0,0,0,0,0,0,0,0,0,8,115,125,109,46,42,32,22,33,0,523,145,119,156,69,53,55,41,57,3,694,217,99,907,138,85,94,151,168,28,1885,7,5,17,15,9,16,12,11,0,88,26,15,22,20,5,23,11,9,0,126,28,33,10,3,7,3,4,9,6,101,13,26,27,10,12,12,13,21,26,171,1517,3195,1538,551,534,402,386,457,132,8707,8,18,0,0,0,0,0,0,0,30,20,159,0,0,9,0,0,0,0,195,153,587,22,53,82,35,10,30,6,976,10,21,0,5,4,0,0,0,0,44
SED54006,0,4,0,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,0,18,25,49,7,6,4,0,0,3,0,105,0,0,0,0,0,0,0,0,0,6,7,29,5,3,4,0,6,3,0,53,7,7,0,0,4,0,0,0,0,19,120,261,61,27,17,17,30,75,6,612,0,0,0,0,0,0,0,0,0,0,59,55,48,25,16,7,29,23,3,270,99,77,101,35,14,18,38,46,10,432,312,136,2164,133,84,64,621,363,82,3955,10,3,32,12,9,15,42,51,4,180,18,13,27,11,0,8,36,27,0,148,5,8,16,0,7,0,11,20,4,71,30,10,36,0,3,4,51,36,33,205,705,665,2502,267,159,141,861,643,134,6077,0,14,0,0,0,0,0,0,0,15,4,10,0,0,0,0,0,3,0,23,26,80,0,13,11,4,0,0,0,138,0,7,0,0,3,0,0,0,0,12
SED54104,3,18,0,0,0,0,0,0,0,29,93,729,10,10,9,0,0,4,6,856,478,1206,46,35,88,31,20,50,17,1965,21,53,0,0,0,5,0,0,0,80,87,241,10,9,24,4,0,5,0,383,20,41,0,5,5,0,0,0,0,66,966,2751,169,176,262,168,68,104,67,4718,0,0,0,0,0,0,0,0,0,3,97,121,56,19,23,25,17,12,7,383,102,89,86,48,33,30,16,30,0,440,140,68,341,87,51,45,57,81,13,873,10,4,8,27,4,15,7,16,0,89,20,18,8,5,12,7,8,7,0,95,17,53,7,4,3,0,0,5,3,93,21,40,9,7,6,7,0,15,20,120,2075,5415,753,434,523,341,194,332,137,10196,3,32,3,0,0,0,0,0,0,42,66,524,10,6,22,0,0,0,10,631,264,1106,21,87,132,42,3,14,21,1694,11,43,3,0,0,0,0,0,0,62
SED54203,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,5,0,0,17,21,53,18,7,0,0,4,12,0,110,0,3,0,0,0,0,0,0,0,3,11,16,0,0,0,0,0,0,0,32,4,3,3,0,3,0,0,0,0,18,110,205,55,45,15,13,32,48,9,532,0,0,0,0,0,0,0,0,0,5,41,29,38,13,11,0,20,11,0,158,48,37,53,32,10,11,42,26,4,262,232,79,1203,81,49,32,407,205,66,2357,7,8,25,20,3,6,24,18,0,114,8,3,12,0,4,4,17,14,0,66,0,0,7,0,0,3,4,5,0,24,14,5,19,4,4,4,39,21,19,147,509,459,1430,202,100,72,591,364,102,3843,0,3,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,9,25,74,3,11,14,6,0,3,0,140,0,3,0,0,0,0,0,0,0,10
SED54304,4,16,0,0,4,0,0,0,0,24,43,368,7,0,12,0,3,6,0,437,451,1245,79,68,132,32,22,41,20,2079,11,34,3,5,5,0,0,0,0,57,80,291,20,11,30,4,6,9,0,444,30,64,8,13,7,4,0,0,0,130,1075,3324,339,303,391,199,123,198,73,6026,0,4,5,3,0,0,0,0,0,17,177,196,136,49,45,25,21,28,10,687,205,194,232,104,72,59,60,91,13,1035,305,179,981,207,126,95,172,172,39,2282,11,7,15,22,16,17,17,27,0,132,40,21,25,21,18,12,13,18,0,160,25,53,12,15,10,3,5,21,3,150,30,46,33,15,14,14,18,19,40,221,2483,6035,1899,831,876,472,468,620,208,13888,3,39,0,0,3,5,0,0,0,62,28,313,0,0,11,0,0,5,0,363,286,1181,52,96,184,45,4,38,14,1899,5,48,0,9,10,0,0,4,0,72
SED54403,0,6,0,0,0,0,0,0,0,3,9,22,0,0,0,0,0,0,0,28,78,155,32,8,15,0,13,17,0,323,0,3,0,0,0,0,0,0,0,5,20,55,8,0,7,6,7,4,0,102,15,9,10,3,0,0,0,0,0,47,199,496,221,43,49,27,68,57,10,1187,0,0,3,0,0,0,0,6,0,12,69,87,139,29,20,13,48,25,7,434,119,88,239,69,34,13,76,29,12,669,421,210,3698,119,173,58,878,393,153,6103,17,11,61,13,18,16,51,59,8,254,22,24,37,7,7,5,48,31,0,179,4,10,29,0,0,0,15,15,0,69,31,8,49,12,0,5,65,36,39,249,1000,1176,4536,314,329,140,1266,667,229,9662,0,3,0,0,0,0,0,0,0,9,5,19,0,0,5,0,0,0,0,24,65,183,13,23,20,16,5,3,0,331,0,11,0,0,3,0,0,0,0,18
SED54505,9,6,4,0,0,0,0,0,0,22,43,355,8,3,10,3,3,3,0,423,294,764,68,33,114,25,31,21,16,1375,6,22,4,4,5,0,0,0,0,44,54,154,16,4,17,0,4,0,4,256,18,29,0,6,5,0,0,0,0,58,604,1795,259,135,244,106,102,113,45,3412,0,0,0,0,0,0,0,0,0,3,94,106,106,28,27,27,40,18,8,448,94,84,146,45,43,35,47,40,6,548,237,90,812,94,76,65,159,155,38,1725,7,0,25,19,5,18,20,27,3,120,18,22,17,12,8,8,13,10,0,109,16,38,10,7,5,3,6,5,0,95,8,15,21,15,7,7,9,28,20,122,1495,3498,1491,398,567,294,445,430,146,8758,3,16,0,0,3,0,0,0,0,24,24,189,8,4,3,0,0,0,0,244,117,604,46,86,167,37,4,20,8,1076,8,37,0,3,3,0,0,0,0,54
SED54605,0,0,0,0,0,0,0,0,0,8,4,31,0,0,0,0,0,0,0,31,48,87,10,9,6,5,3,3,3,179,0,0,0,0,0,0,0,0,0,7,13,37,6,11,6,0,0,3,0,70,7,11,0,0,3,0,0,0,0,22,143,355,76,63,38,25,29,30,11,771,0,0,0,0,0,0,0,0,0,6,70,70,88,35,24,13,36,13,3,358,95,90,115,73,33,27,43,31,7,517,262,123,1765,262,112,89,390,337,74,3420,12,5,38,20,11,12,39,47,0,184,18,11,23,18,9,9,30,16,0,137,8,16,14,3,4,0,11,10,0,76,7,7,39,22,12,6,28,24,27,165,706,843,2183,518,262,191,616,511,127,5952,0,9,0,0,0,0,0,0,0,12,3,25,0,0,3,4,0,0,0,34,38,131,5,15,25,7,0,0,0,221,0,10,0,0,3,0,0,0,0,14
SED54701,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,19,31,43,9,3,5,0,0,8,0,96,6,5,0,0,0,0,0,0,0,9,13,22,3,0,0,0,3,4,0,50,10,5,0,0,0,0,0,0,0,18,328,279,33,30,22,9,32,66,7,807,0,0,0,0,0,0,0,0,0,0,117,24,34,15,11,9,22,19,0,248,128,41,56,27,8,16,35,32,8,357,591,86,1184,65,53,84,424,386,54,2922,35,4,32,7,4,9,40,46,4,179,47,7,15,4,0,4,20,22,0,123,17,6,3,0,0,0,14,12,4,63,58,7,42,11,3,10,43,72,27,267,1377,542,1421,169,117,147,629,665,101,5160,0,6,0,0,0,0,0,0,0,9,12,10,0,0,3,0,0,0,0,27,38,67,0,6,15,0,0,8,0,131,0,13,0,0,0,0,0,0,0,14
SED54804,8,14,0,0,0,0,0,0,0,22,24,124,6,3,5,0,0,0,0,167,266,579,33,32,51,21,13,9,7,997,11,31,0,3,0,0,0,0,0,44,56,174,8,14,15,0,0,7,3,282,22,36,8,12,5,0,0,0,0,77,780,1928,213,164,219,135,68,103,42,3655,0,0,0,3,0,0,0,0,0,10,145,169,100,41,35,31,18,36,10,572,178,176,171,87,60,42,34,41,7,793,323,128,1461,152,107,103,194,200,51,2718,7,6,18,18,15,10,15,20,3,115,31,20,29,10,7,16,16,20,0,154,19,30,19,4,11,0,6,6,3,101,28,21,43,11,5,13,13,12,29,173,1906,3442,2097,546,527,381,387,449,154,9885,8,35,0,4,0,0,0,0,0,44,17,147,0,9,5,0,0,0,0,182,172,678,19,58,96,23,0,10,10,1064,13,35,0,0,3,4,0,0,0,54
SED54905,10,24,0,0,0,0,0,0,0,28,40,324,7,0,4,0,5,3,0,384,342,736,29,36,69,34,28,30,12,1318,12,39,5,0,0,0,0,0,0,52,81,174,12,8,15,13,0,3,7,310,21,33,0,0,3,0,0,0,0,69,775,2108,223,191,256,140,102,107,52,3961,0,0,0,0,0,0,0,3,0,5,117,138,59,28,22,24,23,18,10,449,160,134,104,54,48,58,30,38,13,635,220,118,705,91,76,96,114,120,21,1575,3,0,17,15,8,19,12,10,0,95,26,15,23,7,9,12,7,4,3,110,20,29,7,11,4,3,0,7,0,90,16,38,14,6,9,12,9,18,34,148,1846,3914,1211,449,532,410,345,372,156,9233,3,29,0,0,0,0,0,0,0,40,21,269,0,5,7,4,3,3,0,313,191,736,23,53,124,29,0,14,16,1194,7,29,0,4,9,0,0,0,0,50
SED55005,0,5,0,0,0,0,0,0,0,8,8,132,6,5,0,0,4,0,6,163,169,434,57,39,73,27,45,32,7,885,8,12,0,0,3,0,0,0,0,23,31,65,19,8,12,4,3,0,0,139,7,11,0,4,4,0,3,0,0,37,338,1052,259,120,184,94,172,91,38,2354,5,0,0,0,0,0,0,0,0,10,93,96,142,44,53,22,60,44,6,556,135,110,213,65,78,46,122,56,9,837,275,140,1630,157,130,135,429,323,51,3257,6,3,32,21,10,30,42,42,3,181,16,8,31,16,16,9,28,33,0,154,10,21,19,8,10,5,19,11,3,108,18,36,38,12,10,3,29,20,29,202,1122,2140,2445,482,586,383,952,663,159,8927,6,9,0,0,3,0,0,0,0,22,9,66,3,3,7,0,0,0,0,89,71,351,23,93,115,40,8,20,6,728,3,33,3,8,6,0,0,0,3,58
SED55102,0,3,0,0,0,0,0,0,0,8,8,30,0,0,0,0,0,0,0,40,78,134,17,19,26,12,15,4,4,300,3,3,3,3,3,0,0,0,0,23,24,50,4,9,7,0,7,3,0,96,9,12,4,5,6,0,0,0,0,37,257,483,100,74,90,25,67,41,11,1159,0,0,0,0,0,0,4,0,0,7,103,100,106,48,31,19,39,23,9,474,164,124,165,89,52,47,84,37,4,769,496,186,2271,212,163,140,628,321,79,4503,23,8,38,27,3,23,48,43,0,211,26,17,35,17,11,10,36,23,0,180,12,21,17,12,8,6,16,9,0,87,22,18,43,14,12,9,34,17,34,194,1230,1170,2807,537,402,293,966,528,154,8087,0,10,0,3,0,0,0,0,0,23,7,36,0,0,4,0,0,0,0,47,51,206,12,34,28,15,3,7,9,365,5,13,0,5,0,0,0,0,0,22
SED55202,0,0,0,0,0,0,0,0,0,3,9,47,4,0,0,0,6,0,0,65,69,193,35,38,53,24,31,23,10,477,3,7,6,0,6,0,0,0,0,19,3,51,0,4,9,0,3,4,0,83,3,16,0,0,4,0,0,0,0,25,162,556,237,125,143,45,157,89,22,1533,0,0,0,6,0,0,4,3,0,11,41,67,111,34,43,21,54,31,9,412,83,100,207,85,46,31,133,63,4,751,209,90,1597,155,142,102,462,380,54,3194,3,9,36,25,16,20,45,52,0,208,9,7,37,18,12,11,29,25,5,150,6,14,27,9,7,4,13,9,0,96,13,10,43,13,15,8,48,38,31,229,633,1171,2344,512,476,270,993,728,132,7254,0,3,0,0,0,0,0,0,0,4,8,31,0,0,3,0,0,0,0,47,44,176,22,65,57,26,3,23,9,427,0,8,0,4,0,0,0,0,0,14
SED55306,3,3,0,0,0,0,0,0,0,6,10,37,0,0,0,0,0,3,0,56,63,108,5,11,6,0,3,3,4,203,5,5,0,0,0,0,0,0,0,9,30,71,0,14,8,0,0,5,0,124,12,16,0,0,0,4,0,0,0,39,293,611,110,74,47,28,28,84,11,1287,0,0,3,0,0,0,0,0,0,6,119,81,69,28,15,30,34,37,7,420,124,77,142,56,21,37,20,50,10,537,409,110,1971,143,106,106,420,374,76,3709,16,7,38,13,3,37,21,53,0,191,35,8,17,24,3,10,25,29,3,159,14,10,9,5,0,0,6,10,0,60,31,19,30,6,3,19,23,28,19,180,1170,1171,2383,378,203,272,594,670,130,6986,4,6,0,0,4,0,0,0,0,16,3,37,0,0,0,0,0,0,0,46,49,180,5,14,22,17,0,10,0,285,0,17,0,0,0,0,0,0,0,26
SED55405,3,17,4,0,0,0,0,0,0,23,38,227,7,0,5,0,7,8,0,291,227,722,69,63,92,52,103,98,22,1456,10,18,3,0,0,0,0,3,0,33,49,164,8,11,13,8,7,10,0,272,25,37,0,3,10,0,3,3,0,86,580,1864,345,272,296,171,223,245,60,4048,0,0,3,0,0,0,0,0,0,10,87,104,127,38,28,29,44,35,7,499,112,149,239,133,73,43,92,129,11,978,229,168,1077,174,133,107,247,233,46,2410,15,11,49,26,11,26,19,37,0,193,20,15,24,17,17,5,20,16,0,142,12,38,20,6,6,11,18,21,0,134,20,28,35,20,13,10,25,26,46,226,1427,3557,2003,781,703,466,814,858,199,10807,4,21,0,3,5,0,0,0,0,32,21,218,4,3,10,6,0,3,0,263,168,657,35,139,140,57,14,97,14,1310,3,27,0,10,0,0,0,0,0,40
SED55504,4,9,0,0,0,0,0,0,0,12,4,43,0,0,0,0,0,0,0,53,82,162,20,17,24,10,25,16,10,366,7,6,0,0,0,0,0,0,0,19,23,56,10,9,4,0,5,4,0,108,10,22,0,4,0,0,3,0,0,45,280,659,149,101,95,72,98,64,12,1530,0,0,0,0,0,0,0,0,0,7,113,108,109,45,43,26,37,20,4,505,163,143,157,102,55,44,79,56,11,808,435,195,2397,196,163,131,422,413,88,4431,14,7,30,29,18,17,25,47,3,191,28,12,44,19,17,14,33,36,3,205,13,23,20,10,7,4,7,11,4,104,22,18,45,17,6,7,28,32,44,221,1196,1468,2984,547,433,326,764,699,173,8607,0,16,0,0,0,0,0,0,0,19,4,30,3,3,4,0,0,0,0,47,50,216,10,42,45,16,0,9,8,401,0,26,0,0,7,0,0,3,0,37
SED55605,0,3,0,0,0,0,0,0,0,11,12,34,0,0,0,0,0,0,0,43,70,92,15,8,13,4,4,3,0,204,0,0,0,4,0,0,0,0,0,12,19,52,5,12,3,0,0,3,0,97,12,11,3,3,0,0,0,0,0,39,170,446,86,86,37,29,36,30,5,930,6,0,0,0,0,0,0,0,0,8,119,98,111,46,30,7,32,26,10,479,155,128,210,84,43,26,73,36,13,776,426,177,2645,250,156,119,611,430,104,4911,24,0,41,23,0,19,52,73,3,243,27,11,43,7,3,11,42,30,3,182,16,12,21,13,5,3,11,5,3,88,14,13,46,13,5,6,35,26,28,188,1057,1082,3227,553,303,240,897,670,173,8202,0,15,0,0,4,0,0,0,0,24,0,23,0,3,0,0,0,0,0,32,37,156,9,13,15,0,0,6,4,232,0,19,0,3,0,0,0,0,0,20
SED55706,0,4,0,0,0,0,0,0,0,7,15,38,3,3,4,0,0,0,0,72,65,104,6,4,8,4,4,15,0,211,10,6,0,0,0,0,0,0,0,11,27,54,6,7,3,4,4,0,0,107,5,15,5,0,3,0,0,0,0,30,338,513,114,59,40,42,32,100,13,1249,0,0,0,0,0,0,0,0,0,10,122,81,57,16,17,20,27,43,5,376,114,66,90,46,11,22,38,57,7,457,518,102,1517,134,56,84,397,377,61,3246,22,10,35,11,11,18,25,52,3,191,43,8,24,20,5,20,26,25,4,176,16,9,14,0,0,0,5,14,3,67,42,10,37,13,0,5,39,41,15,203,1332,1025,1908,314,158,221,600,721,121,6409,3,15,0,0,0,0,0,0,0,18,14,48,0,0,6,0,0,0,0,71,45,178,4,28,20,3,0,6,4,300,3,7,0,0,0,0,0,0,0,13
SED55802,0,3,0,0,0,0,0,0,0,6,3,38,0,4,0,3,0,0,0,48,90,191,40,32,44,31,41,17,12,487,3,8,0,0,6,0,3,0,0,24,13,54,5,4,4,0,7,0,0,95,17,11,5,5,3,0,0,0,0,47,293,716,224,155,180,97,171,99,18,1951,0,3,5,3,0,0,0,0,0,8,79,82,113,53,53,12,93,29,3,522,152,115,234,135,72,60,141,63,7,973,379,181,2187,253,199,130,596,350,66,4342,14,10,35,28,9,26,48,61,0,245,24,18,54,31,15,19,43,24,4,222,9,23,32,9,6,0,25,8,0,117,28,16,41,16,10,11,26,18,38,202,1101,1469,2985,724,598,392,1199,676,149,9293,0,8,0,0,0,0,0,0,0,10,5,33,0,0,0,0,0,0,0,41,64,219,30,91,69,45,4,21,7,552,0,13,0,0,10,0,0,0,0,29
