UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL515013,0,0,0,0,0,0,0,0,85,7,3,0,104,0,3,3,102,6,0,116,140,15,14,4,174,0,0,0,173,3,0,176,4,0,3,0,11,0,0,0,11,0,0,10,0,0,0,5,8,0,0,0,8,0,0,8,232,27,21,9,291,0,7,7,299,10,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,27,21,9,291,0,7,7,299,10,0,308,62,4,7,3,74,0,0,0,74,18,0,86,0,0,0,0,0,0,0,0,0,0,0,0,288,30,31,10,364,0,7,7,364,26,0,393
UCL515014,0,0,0,0,0,0,0,0,30,7,0,0,39,0,0,0,39,7,0,43,3,7,0,0,10,0,0,0,9,0,0,11,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,36,10,0,3,53,0,0,0,55,9,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,3,53,0,0,0,55,12,0,68,4,8,0,0,13,4,0,4,16,37,0,55,0,0,0,0,0,0,0,0,0,0,0,0,46,17,0,3,64,6,0,6,67,52,0,121
UCL515015,3,0,0,0,3,0,0,3,94,4,4,0,96,0,0,0,96,3,0,100,120,23,3,0,144,7,0,7,146,3,0,149,5,0,0,0,7,0,0,0,7,0,0,7,0,4,0,0,4,0,0,0,4,0,0,4,217,24,5,3,251,7,0,7,251,6,0,260,0,0,0,0,0,3,0,3,5,0,0,5,12,0,0,0,12,0,0,0,12,0,0,12,11,0,0,0,11,3,0,3,15,0,0,15,224,24,5,3,262,9,0,9,267,6,0,274,66,7,4,7,80,0,5,5,82,27,0,113,0,0,0,0,0,0,0,0,0,0,0,0,297,32,12,7,341,9,5,10,355,35,0,392
UCL515016,0,0,0,0,0,0,0,0,21,8,0,0,25,0,0,0,25,0,0,31,61,6,0,0,67,6,0,6,70,0,0,70,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,5,0,0,0,5,0,0,5,86,13,0,0,106,6,0,6,110,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,13,0,0,108,6,0,6,111,3,0,118,25,0,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,113,19,0,0,132,6,0,6,136,3,0,144
UCL515017,0,0,0,0,0,0,0,0,8,4,0,0,16,0,0,0,16,0,0,17,29,0,3,0,39,0,0,0,39,12,0,45,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,41,7,4,0,54,0,0,0,54,16,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,4,0,53,0,0,0,53,16,0,72,14,7,3,3,29,0,0,0,29,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,53,11,11,7,82,0,0,0,82,19,0,100
UCL515018,0,0,0,0,0,0,0,0,53,4,3,0,60,0,0,0,63,5,0,70,51,14,9,0,76,0,0,0,76,0,0,76,4,0,5,0,12,0,0,0,12,0,0,12,0,0,0,7,7,0,0,0,7,0,0,7,116,15,18,3,152,0,0,0,149,5,0,154,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,6,5,0,0,8,0,0,0,8,0,0,8,115,22,18,3,158,0,0,0,157,5,0,162,69,0,9,0,79,0,0,0,79,5,0,88,0,0,0,0,0,0,0,0,0,0,0,0,188,20,25,3,238,0,0,0,237,9,0,247
UCL515019,4,0,0,0,4,0,0,4,66,13,0,4,81,0,0,0,81,22,0,105,134,30,0,0,163,11,0,11,169,9,0,178,19,0,3,0,22,0,0,0,22,0,0,22,8,0,0,0,8,0,0,0,8,0,0,8,222,44,6,4,274,11,0,11,285,26,0,314,0,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,4,6,3,8,4,0,12,4,4,0,0,5,4,6,3,11,4,0,13,228,46,6,4,279,13,6,10,293,33,0,321,123,17,7,9,153,0,0,5,157,20,0,177,0,0,0,0,0,0,0,0,0,0,10,14,349,64,12,9,438,14,0,17,454,58,10,519
UCL515020,0,0,0,0,0,0,0,0,152,8,3,4,173,0,3,3,176,21,0,200,150,21,3,0,177,3,0,3,182,7,0,192,25,5,0,0,36,0,0,0,36,0,0,36,5,0,0,11,9,0,0,0,9,0,0,9,333,40,8,13,390,3,3,11,401,28,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,40,8,13,390,7,3,11,404,28,0,435,45,10,4,5,63,14,0,14,80,33,3,120,3,0,0,0,3,0,0,0,3,0,8,10,384,49,12,12,458,16,8,27,487,69,13,563
UCL515021,0,0,0,0,0,0,0,0,64,4,3,0,76,0,0,0,76,3,0,78,110,17,4,3,132,3,0,3,137,4,0,144,5,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,179,28,10,0,220,3,0,3,221,6,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,28,10,0,223,3,0,3,225,6,0,233,31,4,0,0,33,0,0,0,33,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,211,35,14,0,254,3,0,3,261,10,0,265
UCL515022,0,0,0,0,0,0,0,0,104,17,0,0,118,3,0,3,120,11,0,127,215,16,7,0,241,0,0,0,241,19,0,264,12,4,4,0,24,0,0,0,24,5,0,25,4,0,0,3,8,0,0,0,8,0,0,9,334,38,13,8,392,3,0,3,393,31,0,428,0,0,0,0,6,0,0,0,6,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,10,0,0,0,7,0,0,0,7,0,0,10,341,39,13,8,397,3,0,3,405,34,0,434,87,13,4,12,120,6,0,10,132,20,6,157,0,0,0,0,0,0,0,0,0,0,4,4,428,56,17,23,523,8,0,13,532,58,12,599
UCL515023,0,0,0,0,0,0,0,0,71,8,0,0,79,0,0,0,79,0,0,79,96,10,0,4,107,6,0,4,108,3,0,111,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,4,4,0,0,0,4,0,0,5,176,14,3,8,206,6,0,4,208,5,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,174,17,3,8,210,6,0,3,214,5,0,219,49,14,3,0,68,3,0,3,64,11,0,76,0,0,0,3,3,0,0,0,3,0,0,3,231,33,4,9,273,5,0,10,285,12,0,302
UCL515024,0,0,0,0,0,0,0,0,33,4,0,0,35,0,0,0,35,7,0,46,60,0,5,0,68,4,0,4,68,5,0,75,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,103,3,5,0,117,4,0,4,114,12,0,128,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,10,0,0,10,117,3,5,0,122,0,0,0,122,12,0,131,25,3,0,0,26,0,4,4,30,4,0,34,0,6,0,0,6,0,0,0,6,0,0,6,139,10,5,0,153,0,4,6,155,15,0,176
UCL515025,0,0,0,0,0,0,0,0,26,3,3,3,39,0,0,0,39,3,0,38,70,13,6,0,87,0,3,3,88,3,0,99,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,99,20,8,4,127,0,3,3,133,8,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,20,9,4,133,0,3,3,131,8,0,147,46,14,0,0,66,0,4,4,70,13,0,80,0,0,0,0,0,0,0,0,0,0,0,6,156,34,12,5,206,0,4,4,205,18,0,230
UCL515026,3,0,0,0,5,0,0,5,77,0,4,0,86,0,0,0,86,0,0,89,154,19,3,0,178,0,0,0,179,7,0,183,20,0,0,0,22,0,0,0,22,4,0,21,3,0,0,0,3,0,0,0,3,0,0,3,251,26,17,0,294,0,0,0,293,6,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,6,0,0,4,0,4,0,0,0,6,0,0,6,251,26,17,0,297,9,0,9,295,6,0,306,102,10,3,4,115,0,0,0,115,0,0,123,0,0,0,0,0,0,0,0,0,0,4,4,354,35,24,4,411,9,0,9,416,10,4,428
UCL515027,0,0,0,0,0,0,0,0,108,18,0,0,123,5,0,5,122,13,0,137,143,20,0,0,161,7,0,7,164,4,0,167,7,0,3,0,10,0,0,0,15,0,0,13,0,0,0,10,10,0,0,0,10,0,0,10,255,40,0,10,306,4,0,4,313,15,0,329,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,258,40,0,10,312,4,0,4,318,15,0,330,54,7,3,5,61,6,0,6,63,10,0,75,0,0,0,0,0,0,0,0,0,0,3,3,310,38,4,16,371,7,0,7,376,25,3,407
UCL515028,0,0,0,0,0,0,0,0,312,19,9,0,340,9,4,8,350,8,0,352,233,14,20,5,276,0,0,0,276,3,0,281,35,4,18,0,64,0,0,0,64,0,0,64,4,0,0,4,7,0,0,0,7,0,0,8,591,40,45,11,682,9,4,8,689,13,0,701,8,0,0,0,8,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,16,0,0,14,600,40,45,11,692,4,4,10,700,12,0,719,138,7,14,0,159,0,6,6,161,4,0,167,7,0,0,3,9,0,0,0,9,0,3,20,745,38,58,17,864,4,8,13,877,22,8,908
UCL515029,0,0,0,0,0,0,0,0,37,0,0,0,44,0,0,0,44,0,0,49,34,0,11,0,44,0,0,0,44,0,0,44,18,0,0,0,17,0,0,0,17,0,0,17,0,0,0,3,4,0,0,0,4,3,0,11,90,0,14,3,109,0,0,0,109,6,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,4,7,0,5,0,4,0,0,0,4,0,0,4,92,0,21,3,113,0,0,0,113,6,0,121,40,0,5,0,45,0,0,0,44,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,134,0,29,3,165,0,0,0,166,5,0,175
UCL515030,0,0,0,0,0,0,0,0,82,9,4,4,98,0,0,0,98,9,0,108,164,17,5,6,190,7,0,7,196,8,0,202,17,0,4,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,265,25,15,6,311,7,0,7,314,19,0,331,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,13,3,0,3,14,0,0,11,8,3,3,0,13,3,0,3,14,0,0,11,270,29,18,6,322,12,0,12,334,17,0,350,95,28,0,7,138,9,0,9,147,20,0,170,5,0,0,0,7,0,0,0,7,5,0,5,369,59,21,18,465,14,0,14,484,40,0,523
UCL515031,0,0,0,0,0,0,0,0,59,16,0,5,78,0,0,0,78,6,0,82,72,10,0,0,85,3,0,3,89,0,0,87,4,7,0,0,12,0,0,0,12,0,0,12,7,0,0,0,7,0,0,0,7,0,0,7,137,30,4,5,177,3,0,3,181,3,0,183,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,4,9,0,0,9,7,0,0,0,6,4,0,4,12,0,0,12,148,34,4,5,181,3,0,3,191,3,0,195,50,10,5,0,65,0,0,0,65,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,192,38,10,5,252,3,0,3,258,17,0,276
UCL515032,3,0,0,0,3,0,0,3,50,12,0,0,60,0,0,0,62,0,0,62,112,15,16,0,140,0,0,0,145,6,0,146,13,0,5,0,16,0,0,0,16,0,0,16,0,0,5,0,7,0,0,0,7,0,0,7,180,19,24,0,228,3,0,3,226,6,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,19,24,0,224,3,0,3,230,6,0,236,40,9,3,0,57,0,0,0,57,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,220,31,23,0,287,3,0,3,287,7,0,297
UCL515033,0,0,0,0,0,0,0,0,161,19,7,0,185,0,0,0,189,11,0,196,255,24,23,6,309,0,0,0,309,0,0,309,21,0,16,0,39,0,0,0,39,0,0,39,3,0,0,5,6,0,0,0,6,0,0,6,441,42,49,7,545,0,0,0,545,11,0,556,9,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,8,0,0,0,8,0,0,8,12,0,0,0,18,0,0,0,18,0,0,18,450,42,49,17,555,0,0,0,561,11,0,572,117,19,18,0,147,0,0,0,147,5,0,155,6,0,0,0,6,0,0,0,6,0,0,6,571,55,70,15,710,0,0,0,712,15,0,730
UCL515034,0,0,0,0,0,0,0,0,53,10,0,4,68,0,0,0,68,0,0,71,127,17,19,3,161,0,0,6,163,12,0,180,13,0,0,0,20,0,0,0,20,0,0,20,4,0,0,0,5,0,0,0,5,0,0,5,199,25,22,9,253,0,0,6,254,8,6,270,3,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,5,0,4,4,8,8,0,15,9,3,0,0,7,0,4,4,15,8,0,26,204,28,22,9,261,0,9,3,268,21,6,294,85,17,3,0,111,6,0,6,113,24,3,134,0,0,0,0,0,0,0,0,0,0,4,3,296,47,25,10,373,4,9,8,382,43,7,436
UCL515035,0,0,0,0,0,0,0,0,17,0,0,0,20,0,0,0,20,0,0,20,44,11,0,6,55,0,0,0,55,0,0,54,11,5,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,67,14,3,3,85,0,0,0,85,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,67,14,3,3,88,0,0,0,88,3,0,92,16,5,0,0,23,0,0,0,23,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,90,15,3,6,111,0,0,0,111,14,0,121
UCL515036,0,0,0,0,0,0,0,0,43,9,0,0,52,0,0,0,52,0,0,51,88,6,0,0,97,0,3,3,102,0,0,106,4,5,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,143,18,3,0,164,0,3,3,166,0,0,164,0,0,0,0,6,0,0,0,6,0,0,6,11,4,0,0,10,0,0,0,10,0,0,10,10,7,0,0,18,0,0,0,18,0,0,18,153,22,3,0,174,0,3,3,180,0,0,180,70,4,4,3,81,9,0,11,95,19,0,118,0,0,0,0,0,0,0,0,0,0,0,0,222,25,5,6,260,9,3,12,272,20,0,296
UCL515037,0,0,0,0,0,0,0,0,159,6,6,0,168,0,0,0,168,3,0,173,133,11,0,0,148,0,0,0,148,0,0,148,19,4,9,0,25,0,0,0,25,0,0,25,3,0,0,4,12,0,0,0,12,0,0,12,314,22,18,5,351,0,0,0,351,3,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,22,18,5,353,0,0,0,353,3,0,355,74,6,9,0,84,0,0,0,84,6,0,86,0,0,0,0,0,0,0,0,0,0,3,3,389,24,22,5,441,0,0,0,441,10,3,449
UCL515038,0,0,0,0,0,0,0,0,50,5,0,0,60,3,0,3,61,0,0,65,72,7,0,0,81,0,0,0,81,7,0,87,3,0,5,0,11,0,0,0,11,0,0,11,5,0,0,0,5,0,0,0,5,0,0,3,123,13,6,0,144,3,0,3,149,13,0,163,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,3,0,0,3,4,0,0,0,4,0,3,3,3,0,0,3,128,13,6,0,148,3,3,7,154,13,0,164,25,7,3,4,32,0,0,0,32,17,0,54,0,0,0,0,0,0,0,0,0,0,0,0,151,20,8,6,182,3,3,7,190,30,0,216
UCL521001,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,19,38,3,0,0,39,0,0,0,39,3,0,41,0,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,57,3,3,0,64,0,0,0,64,3,0,67,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,62,3,3,0,72,0,0,0,72,3,0,73,8,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,72,3,6,0,76,0,0,0,76,3,0,80
UCL521002,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,3,0,26,24,5,3,4,35,3,0,3,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,3,4,58,3,0,3,57,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,3,4,58,3,0,3,57,3,0,66,22,0,0,0,19,0,0,0,19,5,0,24,0,0,0,0,0,0,0,0,0,0,4,4,61,5,0,4,74,3,0,3,78,5,4,84
UCL521003,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,22,13,0,0,0,16,0,0,0,18,0,0,18,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,41,0,0,0,39,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,41,3,0,5,41,5,0,47,14,0,0,0,17,3,0,3,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,47,9,0,0,51,8,0,5,63,5,0,66
UCL521004,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,8,10,0,0,0,10,0,0,0,10,0,0,13,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,23,0,0,0,23,0,0,0,23,10,0,29,5,5,4,0,15,0,0,0,15,57,3,77,0,0,0,0,0,0,0,0,0,3,0,3,26,5,4,0,37,0,0,0,37,68,3,113
UCL521005,0,0,0,0,0,0,0,0,34,4,3,0,44,0,0,0,46,5,6,53,25,9,13,0,49,3,0,3,50,3,0,58,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,6,6,0,0,0,6,0,0,6,65,17,15,3,103,0,0,0,107,8,6,120,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,73,17,15,3,109,0,0,0,109,8,6,126,41,4,4,0,48,3,0,3,56,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,112,19,22,3,157,4,0,4,164,8,6,179
UCL521006,0,0,0,0,0,0,0,0,25,5,0,4,32,0,0,0,32,0,0,32,46,6,0,0,55,0,0,0,55,0,0,54,8,0,0,0,13,0,0,0,13,0,0,13,0,0,0,7,7,0,0,0,7,0,0,7,81,8,0,3,98,0,0,0,98,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,0,3,98,0,0,0,98,0,0,103,25,3,0,0,27,0,0,0,27,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,105,15,0,3,128,0,0,0,128,8,0,135
UCL521007,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,4,0,9,11,5,0,0,13,0,0,0,13,0,0,13,0,4,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,27,0,0,0,27,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,27,0,0,0,27,4,0,33,10,0,0,0,10,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,36,0,0,0,36,6,0,38
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,25,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,6,30,0,0,6,34,0,0,0,34,3,0,35,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,32,0,0,6,37,0,0,0,37,3,0,40,5,0,0,0,5,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,39,0,0,0,40,7,0,48
UCL521009,0,0,0,0,0,0,0,0,17,3,5,0,27,0,0,0,27,0,0,28,13,4,0,0,18,0,3,3,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,5,0,43,0,3,3,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,5,0,43,0,3,3,47,0,0,49,20,0,0,0,22,0,0,0,22,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,48,12,5,0,66,0,3,3,66,4,0,73
UCL521010,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,10,0,0,15,17,7,0,0,29,0,0,0,29,0,0,32,8,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,47,0,0,0,47,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,47,0,0,0,47,3,0,51,29,0,0,5,33,4,6,8,40,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,62,17,0,5,80,4,6,8,88,7,0,97
