UCL_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
UCL515012,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,47,55,5,3,0,0,0,3,4,225,14,22,16,0,0,3,0,3,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,16,0,0,3,0,3,4,0,61,0,0,0,0,0,0,0,0,0,0,0,127,73,65,5,3,3,0,3,4,4,287
UCL515013,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,193,54,36,10,6,14,23,13,10,17,373,21,16,21,4,5,21,31,13,0,4,134,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,16,17,4,11,29,31,13,0,4,139,0,0,0,0,0,0,0,0,0,0,0,212,76,52,14,18,37,49,19,14,22,518
UCL515014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,9,0,0,0,8,0,0,0,59,0,8,17,5,3,6,8,6,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,5,3,6,14,6,3,0,56,0,0,0,0,0,0,0,0,0,0,0,28,15,29,3,8,7,16,8,3,0,113
UCL515015,0,0,0,0,0,66,0,0,0,0,0,0,0,0,6,73,17,0,0,0,0,0,0,0,0,7,20,14,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,11,36,184,38,32,10,11,8,8,0,0,25,308,47,53,128,47,34,40,58,9,0,7,422,17,0,7,0,3,12,29,0,0,9,71,0,0,0,0,0,0,0,0,0,0,4,63,57,134,47,36,49,84,10,0,19,500,0,0,0,0,0,0,0,0,0,0,7,249,92,166,50,45,55,89,10,0,43,807
UCL515016,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,20,7,4,0,4,0,0,0,11,202,8,3,7,8,3,0,6,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,8,3,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,167,21,14,13,0,6,6,0,0,14,247
UCL515017,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,130,12,4,0,0,0,0,0,0,6,156,8,6,4,0,0,0,0,4,0,0,28,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,139,21,7,3,0,0,3,4,0,6,183
UCL515018,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,46,29,0,6,0,5,8,0,8,235,22,23,11,0,0,0,6,0,5,4,67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,23,8,0,0,0,6,0,5,4,72,0,0,0,0,0,0,0,0,0,0,0,156,64,37,6,14,0,7,8,5,11,308
UCL515019,0,0,0,0,0,51,0,5,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,16,216,32,26,5,3,9,3,6,4,21,327,50,89,58,14,10,26,9,15,28,18,315,15,77,27,18,9,17,7,4,6,3,183,0,0,0,0,0,0,0,0,4,0,4,65,172,86,33,11,41,21,24,35,24,507,4,0,0,0,0,0,0,0,0,7,6,284,197,113,31,18,53,20,25,40,55,845
UCL515020,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,68,70,3,9,12,14,10,9,6,386,36,49,59,13,9,22,33,22,4,8,262,4,0,4,0,0,4,5,0,0,4,18,3,0,0,0,0,0,0,0,0,0,0,41,44,63,11,12,25,38,24,8,12,283,0,0,0,0,0,0,0,0,0,0,9,227,116,133,16,16,42,56,36,16,25,672
UCL515021,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,56,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,224,20,7,0,3,7,0,0,0,7,276,16,7,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,248,21,10,0,3,4,0,6,0,7,305
UCL515022,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3,78,24,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,34,297,25,27,0,0,3,0,3,0,16,376,55,27,36,0,7,9,8,3,4,13,160,3,0,8,0,0,0,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,4,60,30,44,0,7,9,12,5,9,13,193,0,0,0,0,0,0,0,0,0,0,4,355,53,73,0,12,13,15,3,9,32,566
UCL515023,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,148,23,12,0,0,0,3,0,0,8,191,17,16,27,17,3,0,4,0,0,6,94,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,17,16,27,20,3,0,4,4,0,12,100,0,0,0,0,0,0,0,0,0,0,0,162,38,39,23,8,6,4,4,0,18,294
UCL515024,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,87,15,8,0,0,0,0,0,0,7,116,11,15,7,3,0,0,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,10,15,10,3,0,0,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,96,29,16,6,0,0,5,3,0,3,161
UCL515025,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,20,182,27,9,0,0,0,0,0,0,11,219,25,15,11,12,8,4,11,4,0,0,97,3,4,14,3,3,3,13,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,31,20,29,12,5,3,23,11,5,0,145,0,0,0,0,0,0,0,0,0,0,0,204,43,33,12,5,6,23,11,5,17,366
UCL515026,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,261,48,45,0,3,5,11,0,0,10,396,8,25,18,0,0,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,8,26,20,0,0,0,3,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,274,75,68,0,3,5,13,0,0,15,459
UCL515027,0,0,0,3,5,60,3,0,0,0,0,0,0,0,7,68,14,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,20,249,30,30,0,5,4,4,5,4,16,338,48,58,72,25,10,23,29,9,22,6,298,5,4,0,4,0,0,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,50,60,68,23,10,23,33,13,22,8,318,3,0,0,0,0,0,0,0,0,4,8,303,91,96,26,16,26,38,21,23,31,664
UCL515028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,121,99,16,14,10,33,10,8,29,562,65,116,122,18,24,20,42,22,6,11,444,0,4,8,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,64,118,126,19,31,20,44,25,6,11,466,0,0,0,0,0,0,7,0,0,0,5,287,244,225,33,47,32,78,35,13,41,1034
UCL515029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,26,7,3,0,0,0,0,5,149,18,28,18,3,8,5,3,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,26,18,3,8,5,3,0,3,0,89,0,0,0,0,0,0,0,0,0,0,0,89,63,46,13,10,3,6,0,3,6,235
UCL515030,0,0,0,0,0,103,3,0,0,0,0,0,0,0,12,122,24,5,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,14,47,401,50,36,4,0,0,0,0,0,23,522,34,32,25,10,8,5,8,0,0,22,150,5,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,43,32,28,10,8,8,11,0,0,22,156,0,0,0,0,0,0,0,0,0,0,4,444,79,70,13,6,8,11,0,0,51,685
UCL515031,0,0,0,0,0,74,0,0,0,0,0,0,0,0,6,74,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,274,19,10,5,0,0,0,0,0,18,333,16,8,8,4,0,5,4,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,8,4,0,5,4,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,294,32,17,4,0,4,3,5,0,22,377
UCL515032,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,185,28,17,5,0,0,0,0,0,5,244,14,6,12,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,12,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,199,32,24,5,0,0,0,0,0,5,269
UCL515033,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,86,59,6,8,6,9,0,0,10,325,28,60,61,10,8,19,9,3,4,5,202,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,60,64,10,8,19,10,3,4,5,208,0,0,0,0,0,0,0,0,0,0,0,163,137,122,23,21,27,15,3,4,15,529
UCL515034,0,0,0,0,0,69,6,0,0,0,0,0,0,0,0,74,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,18,413,131,84,6,8,3,5,5,0,10,665,41,41,13,3,0,0,0,3,4,7,115,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,45,41,13,3,0,4,0,4,4,7,126,4,0,0,0,0,0,0,0,0,0,4,458,168,96,8,10,5,11,13,4,13,792
UCL515035,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,136,16,10,0,0,0,0,0,0,12,174,11,4,10,0,5,4,17,0,3,0,50,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,5,4,14,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,151,21,14,3,3,7,19,0,3,13,230
UCL515036,0,0,0,7,7,62,0,0,0,0,0,0,0,0,17,78,17,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,7,23,0,0,0,0,0,0,0,0,7,39,231,38,15,0,0,3,0,6,0,26,324,36,21,21,0,3,0,7,3,0,8,92,8,0,0,0,0,3,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,41,21,25,0,3,3,7,9,0,11,112,0,0,0,0,0,0,0,0,0,16,18,276,57,37,3,5,10,3,9,0,49,448
UCL515037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,29,25,6,4,3,8,0,0,3,168,21,54,29,3,0,3,5,0,0,0,110,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,21,52,29,3,0,0,4,0,3,0,122,0,0,0,0,0,0,0,0,0,0,0,106,85,52,7,4,11,12,0,3,3,286
UCL515038,0,0,0,0,0,67,0,0,0,0,0,0,0,0,7,79,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,345,28,19,4,0,0,0,0,0,22,417,11,9,5,3,0,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,3,0,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,360,33,24,7,4,0,6,0,0,25,453
UCL521001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,59,8,4,0,0,0,0,0,0,0,68,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,60,8,6,0,0,0,0,0,0,0,74
UCL521002,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,17,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,104,13,4,0,0,0,0,0,0,8,124,7,0,0,0,0,0,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,112,13,12,0,0,0,8,5,0,8,148
UCL521003,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,109,7,0,3,0,0,0,0,0,5,131,4,14,10,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,10,3,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,3,121,24,7,9,0,0,0,0,0,5,163
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7
UCL521005,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,20,16,3,0,0,0,0,0,3,121,6,8,16,3,0,0,0,0,4,5,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,11,16,3,0,0,0,0,4,5,38,0,0,0,0,0,0,0,0,0,0,0,84,32,28,4,0,0,0,0,4,8,163
UCL521006,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,100,15,3,0,0,0,0,0,0,5,125,6,9,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,109,23,10,0,0,0,3,0,0,5,147
