DATE,MONTH,AGE GROUP,MEASURE,VALUE
2019-01-31,Jan19,5 to 9,per 10k,14.944767466876256
2019-01-31,Jan19,50 to 54,per 10k,10.155426092234103
2019-01-31,Jan19,55 to 59,per 10k,7.318737207715686
2019-01-31,Jan19,60 to 64,per 10k,4.700211332810302
2019-01-31,Jan19,65+,per 10k,2.587186891586416
2020-01-31,Jan20,0 to 4,per 10k,17.0081777859915
2020-01-31,Jan20,10 to 14,per 10k,10.849339998483424
2020-01-31,Jan20,15 to 19,per 10k,19.20903593050171
2020-01-31,Jan20,20 to 24,per 10k,17.199558985667036
2020-01-31,Jan20,25 to 29,per 10k,14.283752957080095
2020-01-31,Jan20,30 to 34,per 10k,15.241579027587258
2020-01-31,Jan20,35 to 39,per 10k,16.065448474913765
2020-01-31,Jan20,40 to 44,per 10k,16.47380721655361
2020-01-31,Jan20,45 to 49,per 10k,14.129147000854895
2020-01-31,Jan20,5 to 9,per 10k,13.273897969291728
2020-01-31,Jan20,50 to 54,per 10k,10.533148437730505
2020-01-31,Jan20,55 to 59,per 10k,6.313974525541241
2020-01-31,Jan20,60 to 64,per 10k,4.566256725857621
2020-01-31,Jan20,65+,per 10k,2.332383334060904
2021-01-31,Jan21,0 to 4,per 10k,18.005851901868105
2021-01-31,Jan21,10 to 14,per 10k,11.81380089920873
2021-01-31,Jan21,15 to 19,per 10k,20.679928080864556
2021-01-31,Jan21,20 to 24,per 10k,18.82338969463949
2021-01-31,Jan21,25 to 29,per 10k,15.299328276427513
2021-01-31,Jan21,30 to 34,per 10k,15.269654833088131
2021-01-31,Jan21,35 to 39,per 10k,17.063224120573615
2021-01-31,Jan21,40 to 44,per 10k,16.067365982295264
2021-01-31,Jan21,45 to 49,per 10k,13.095789496901121
2021-01-31,Jan21,5 to 9,per 10k,13.999759204141688
2021-01-31,Jan21,50 to 54,per 10k,10.256086139632158
2021-01-31,Jan21,55 to 59,per 10k,7.252609590826947
2021-01-31,Jan21,60 to 64,per 10k,5.439333302565387
2021-01-31,Jan21,65+,per 10k,2.317656860799152
2022-01-31,Jan22,0 to 4,per 10k,18.35050639776042
2022-01-31,Jan22,10 to 14,per 10k,10.469513111951395
2022-01-31,Jan22,15 to 19,per 10k,16.721991442824493
2022-01-31,Jan22,20 to 24,per 10k,18.68955051176654
2022-01-31,Jan22,25 to 29,per 10k,14.433936876670028
2022-01-31,Jan22,30 to 34,per 10k,15.710574143419977
2022-01-31,Jan22,35 to 39,per 10k,16.48436847692546
2022-01-31,Jan22,40 to 44,per 10k,16.361053684202012
2022-01-31,Jan22,45 to 49,per 10k,13.957318519965945
2022-01-31,Jan22,5 to 9,per 10k,14.261100213361596
2022-01-31,Jan22,50 to 54,per 10k,11.030548491238235
2022-01-31,Jan22,55 to 59,per 10k,7.355029674255901
2022-01-31,Jan22,60 to 64,per 10k,4.577942698342591
2022-01-31,Jan22,65+,per 10k,2.378779457409555
2023-01-31,Jan23,0 to 4,per 10k,18.60824483849754
2023-01-31,Jan23,10 to 14,per 10k,10.00247313896293
2023-01-31,Jan23,15 to 19,per 10k,14.913999887329624
2023-01-31,Jan23,20 to 24,per 10k,17.762513425155497
2023-01-31,Jan23,25 to 29,per 10k,14.585419311095167
2023-01-31,Jan23,30 to 34,per 10k,15.702966249443904
2023-01-31,Jan23,35 to 39,per 10k,16.076460762516756
2023-01-31,Jan23,40 to 44,per 10k,16.075552516481956
2023-01-31,Jan23,45 to 49,per 10k,14.191133492199091
2023-01-31,Jan23,5 to 9,per 10k,13.717609295052057
2023-01-31,Jan23,50 to 54,per 10k,12.784697533097406
2023-01-31,Jan23,55 to 59,per 10k,8.360979309562273
2023-01-31,Jan23,60 to 64,per 10k,5.1353139472606415
2023-01-31,Jan23,65+,per 10k,3.123058434299348
2017-07-31,Jul17,0 to 4,per 10k,33.26248061124835
2017-07-31,Jul17,10 to 14,per 10k,22.09512265949522
2017-07-31,Jul17,15 to 19,per 10k,38.39902610227221
2017-07-31,Jul17,20 to 24,per 10k,32.57443492729339
2017-07-31,Jul17,25 to 29,per 10k,25.216505348955682
2017-07-31,Jul17,30 to 34,per 10k,28.607508863956483
2017-07-31,Jul17,35 to 39,per 10k,32.03831476277432
2017-07-31,Jul17,40 to 44,per 10k,30.577327691845273
2017-07-31,Jul17,45 to 49,per 10k,24.55973877368759
2017-07-31,Jul17,5 to 9,per 10k,26.424384934608376
2017-07-31,Jul17,50 to 54,per 10k,18.460905250160398
2017-07-31,Jul17,55 to 59,per 10k,11.127952264922008
2017-07-31,Jul17,60 to 64,per 10k,8.714820320910443
2017-07-31,Jul17,65+,per 10k,4.516048596007591
2018-07-31,Jul18,0 to 4,per 10k,31.355370471771522
2018-07-31,Jul18,10 to 14,per 10k,23.679084489895303
2018-07-31,Jul18,15 to 19,per 10k,40.56283357593401
2018-07-31,Jul18,20 to 24,per 10k,31.031025091817423
2018-07-31,Jul18,25 to 29,per 10k,25.584509647600736
2018-07-31,Jul18,30 to 34,per 10k,28.791858652851754
2018-07-31,Jul18,35 to 39,per 10k,30.478464350232947
2018-07-31,Jul18,40 to 44,per 10k,32.995453701985525
2018-07-31,Jul18,45 to 49,per 10k,25.062656641604008
2018-07-31,Jul18,5 to 9,per 10k,27.174538838864198
2018-07-31,Jul18,50 to 54,per 10k,20.071216545453446
2018-07-31,Jul18,55 to 59,per 10k,12.121666541701032
2018-07-31,Jul18,60 to 64,per 10k,9.361087887038108
2018-07-31,Jul18,65+,per 10k,4.115423012383441
2019-07-31,Jul19,0 to 4,per 10k,35.97475415326515
2019-07-31,Jul19,10 to 14,per 10k,25.56502845806863
2019-07-31,Jul19,15 to 19,per 10k,42.57398999318302
2019-07-31,Jul19,20 to 24,per 10k,35.52796204055617
2019-07-31,Jul19,25 to 29,per 10k,26.87065133614182
2019-07-31,Jul19,30 to 34,per 10k,31.16880598751309
2019-07-31,Jul19,35 to 39,per 10k,34.212525557419426
2019-07-31,Jul19,40 to 44,per 10k,32.52761399032217
2019-07-31,Jul19,45 to 49,per 10k,26.576281631552593
2019-07-31,Jul19,5 to 9,per 10k,29.462284862755805
2019-07-31,Jul19,50 to 54,per 10k,20.126834787268884
2019-07-31,Jul19,55 to 59,per 10k,12.852762425867102
2019-07-31,Jul19,60 to 64,per 10k,9.839109768434472
2019-07-31,Jul19,65+,per 10k,4.757325518090557
2020-07-31,Jul20,0 to 4,per 10k,29.940814668678197
2020-07-31,Jul20,10 to 14,per 10k,21.141045053281147
2020-07-31,Jul20,15 to 19,per 10k,38.78763133887503
2020-07-31,Jul20,20 to 24,per 10k,32.48797885927173
2020-07-31,Jul20,25 to 29,per 10k,27.824978759558196
2020-07-31,Jul20,30 to 34,per 10k,29.362335078331757
2020-07-31,Jul20,35 to 39,per 10k,30.790418572623086
2020-07-31,Jul20,40 to 44,per 10k,28.15331167405222
2020-07-31,Jul20,45 to 49,per 10k,24.48087911605364
2020-07-31,Jul20,5 to 9,per 10k,23.55586788475053
2020-07-31,Jul20,50 to 54,per 10k,19.36846023649297
2020-07-31,Jul20,55 to 59,per 10k,13.332372441625829
2020-07-31,Jul20,60 to 64,per 10k,8.250989786073127
2020-07-31,Jul20,65+,per 10k,4.5672472789838965
2021-07-31,Jul21,0 to 4,per 10k,31.796595480550202
2021-07-31,Jul21,10 to 14,per 10k,26.793489182128745
2021-07-31,Jul21,15 to 19,per 10k,38.72844746155493
2021-07-31,Jul21,20 to 24,per 10k,36.62541804011984
2021-07-31,Jul21,25 to 29,per 10k,30.655774044777974
2021-07-31,Jul21,30 to 34,per 10k,33.7905085568637
2021-07-31,Jul21,35 to 39,per 10k,35.375832266785544
2021-07-31,Jul21,40 to 44,per 10k,34.48802741579901
2021-07-31,Jul21,45 to 49,per 10k,27.685308477585444
2021-07-31,Jul21,5 to 9,per 10k,24.62260165855177
2021-07-31,Jul21,50 to 54,per 10k,21.426281780912053
2021-07-31,Jul21,55 to 59,per 10k,15.829968220592102
2021-07-31,Jul21,60 to 64,per 10k,10.260073379005812
2021-07-31,Jul21,65+,per 10k,5.162993146879052
2022-07-31,Jul22,0 to 4,per 10k,34.97633953502043
2022-07-31,Jul22,10 to 14,per 10k,21.993446174079782
2022-07-31,Jul22,15 to 19,per 10k,35.40990751053218
2022-07-31,Jul22,20 to 24,per 10k,33.46249737166201
2022-07-31,Jul22,25 to 29,per 10k,28.726683061458996
2022-07-31,Jul22,30 to 34,per 10k,30.43015404657855
2022-07-31,Jul22,35 to 39,per 10k,30.764895141025338
2022-07-31,Jul22,40 to 44,per 10k,31.5634978668336
2022-07-31,Jul22,45 to 49,per 10k,27.967069760113446
2022-07-31,Jul22,5 to 9,per 10k,28.165443040765485
2022-07-31,Jul22,50 to 54,per 10k,22.43367020316151
2022-07-31,Jul22,55 to 59,per 10k,15.060690998846542
2022-07-31,Jul22,60 to 64,per 10k,10.105568231652674
2022-07-31,Jul22,65+,per 10k,5.7247896810666
2018-06-30,Jun18,0 to 4,per 10k,29.301878428866665
2018-06-30,Jun18,10 to 14,per 10k,22.737468275086492
2018-06-30,Jun18,15 to 19,per 10k,40.8461354514726
2018-06-30,Jun18,20 to 24,per 10k,30.611762481089258
2018-06-30,Jun18,25 to 29,per 10k,25.972278989874948
2018-06-30,Jun18,30 to 34,per 10k,29.257641921397383
2018-06-30,Jun18,35 to 39,per 10k,30.432558040377767
2018-06-30,Jun18,40 to 44,per 10k,31.524718508602653
2018-06-30,Jun18,45 to 49,per 10k,23.2249502322495
2018-06-30,Jun18,5 to 9,per 10k,26.44372336863012
2018-06-30,Jun18,50 to 54,per 10k,18.02324878131388
2018-06-30,Jun18,55 to 59,per 10k,11.374205062463867
2018-06-30,Jun18,60 to 64,per 10k,8.91477048060678
2018-06-30,Jun18,65+,per 10k,4.61422899452731
2019-06-30,Jun19,0 to 4,per 10k,35.51197879675022
2019-06-30,Jun19,10 to 14,per 10k,27.537067986225516
2019-06-30,Jun19,15 to 19,per 10k,41.41612270491013
2019-06-30,Jun19,20 to 24,per 10k,33.40029100077168
2019-06-30,Jun19,25 to 29,per 10k,27.40028609895658
2019-06-30,Jun19,30 to 34,per 10k,31.21985272373824
2019-06-30,Jun19,35 to 39,per 10k,33.49109990739788
2019-06-30,Jun19,40 to 44,per 10k,32.59993088353876
2019-06-30,Jun19,45 to 49,per 10k,27.906976744186046
2019-06-30,Jun19,5 to 9,per 10k,30.474407774968757
2019-06-30,Jun19,50 to 54,per 10k,18.952189067516425
2019-06-30,Jun19,55 to 59,per 10k,11.573931566051442
2019-06-30,Jun19,60 to 64,per 10k,9.157893265103533
2019-06-30,Jun19,65+,per 10k,4.164535127339659
2020-06-30,Jun20,0 to 4,per 10k,28.786626357682504
2020-06-30,Jun20,10 to 14,per 10k,23.023305340831257
2020-06-30,Jun20,15 to 19,per 10k,39.309879075931136
2020-06-30,Jun20,20 to 24,per 10k,32.63864110947983
2020-06-30,Jun20,25 to 29,per 10k,26.037686124654105
2020-06-30,Jun20,30 to 34,per 10k,28.87317494059067
2020-06-30,Jun20,35 to 39,per 10k,30.91986601391394
2020-06-30,Jun20,40 to 44,per 10k,29.44201448931385
2020-06-30,Jun20,45 to 49,per 10k,25.299227852199824
2020-06-30,Jun20,5 to 9,per 10k,22.630038279666742
2020-06-30,Jun20,50 to 54,per 10k,19.636950194616205
2020-06-30,Jun20,55 to 59,per 10k,13.068903838162402
2020-06-30,Jun20,60 to 64,per 10k,10.118202042402636
2020-06-30,Jun20,65+,per 10k,4.566578021328606
2021-06-30,Jun21,0 to 4,per 10k,35.25106133801786
2021-06-30,Jun21,10 to 14,per 10k,27.90755132294147
2021-06-30,Jun21,15 to 19,per 10k,42.71964914276325
2021-06-30,Jun21,20 to 24,per 10k,35.86650486887804
2021-06-30,Jun21,25 to 29,per 10k,31.30286736420159
2021-06-30,Jun21,30 to 34,per 10k,34.36876520016893
2021-06-30,Jun21,35 to 39,per 10k,36.43628957922118
2021-06-30,Jun21,40 to 44,per 10k,34.22189210750736
2021-06-30,Jun21,45 to 49,per 10k,25.458389369462108
2021-06-30,Jun21,5 to 9,per 10k,25.808681304592607
2021-06-30,Jun21,50 to 54,per 10k,21.331033817631006
2021-06-30,Jun21,55 to 59,per 10k,15.674450048160049
2021-06-30,Jun21,60 to 64,per 10k,11.762783858846593
2021-06-30,Jun21,65+,per 10k,5.215007997904642
2022-06-30,Jun22,0 to 4,per 10k,35.017332699853945
2022-06-30,Jun22,10 to 14,per 10k,21.06955726206648
2022-06-30,Jun22,15 to 19,per 10k,36.16802526253947
2022-06-30,Jun22,20 to 24,per 10k,35.923090832379
2022-06-30,Jun22,25 to 29,per 10k,30.06461729796956
2022-06-30,Jun22,30 to 34,per 10k,30.320460949001177
2022-06-30,Jun22,35 to 39,per 10k,32.93318254730596
2022-06-30,Jun22,40 to 44,per 10k,31.191383313938353
2022-06-30,Jun22,45 to 49,per 10k,29.622481668284305
2022-06-30,Jun22,5 to 9,per 10k,26.76991150442478
2022-06-30,Jun22,50 to 54,per 10k,22.70785680822333
2022-06-30,Jun22,55 to 59,per 10k,14.83005238357213
2022-06-30,Jun22,60 to 64,per 10k,9.973021697715154
2022-06-30,Jun22,65+,per 10k,6.315395355026717
2023-06-30,Jun23,0 to 4,per 10k,36.38091996784396
2023-06-30,Jun23,10 to 14,per 10k,25.976435661935245
2023-06-30,Jun23,15 to 19,per 10k,32.50911240271894
2023-06-30,Jun23,20 to 24,per 10k,35.46752648549056
2023-06-30,Jun23,25 to 29,per 10k,30.71560720820173
2023-06-30,Jun23,30 to 34,per 10k,33.050963828608495
2023-06-30,Jun23,35 to 39,per 10k,35.30474413230567
2023-06-30,Jun23,40 to 44,per 10k,35.45525354805426
2023-06-30,Jun23,45 to 49,per 10k,33.21215385305866
2023-06-30,Jun23,5 to 9,per 10k,32.07436014924396
2023-06-30,Jun23,50 to 54,per 10k,29.667967798344442
2023-06-30,Jun23,55 to 59,per 10k,20.417300976090267
2023-06-30,Jun23,60 to 64,per 10k,11.49511457630507
2023-06-30,Jun23,65+,per 10k,5.836758072911562
2018-03-31,Mar18,0 to 4,per 10k,15.464302755405319
2018-03-31,Mar18,10 to 14,per 10k,11.088028355452288
2018-03-31,Mar18,15 to 19,per 10k,20.277733687923735
2018-03-31,Mar18,20 to 24,per 10k,15.3211098376257
2018-03-31,Mar18,25 to 29,per 10k,13.694054776219104
2018-03-31,Mar18,30 to 34,per 10k,15.292264298873954
2018-03-31,Mar18,35 to 39,per 10k,16.84028714848599
2018-03-31,Mar18,40 to 44,per 10k,16.261856397969872
2018-03-31,Mar18,45 to 49,per 10k,13.084278308988983
2018-03-31,Mar18,5 to 9,per 10k,14.237372668304014
2018-03-31,Mar18,50 to 54,per 10k,9.833853266806056
2018-03-31,Mar18,55 to 59,per 10k,6.433578844617979
2018-03-31,Mar18,60 to 64,per 10k,4.606506418278037
2018-03-31,Mar18,65+,per 10k,2.1552341498215113
2019-03-31,Mar19,0 to 4,per 10k,18.418492397319792
2019-03-31,Mar19,10 to 14,per 10k,12.973213775084808
2019-03-31,Mar19,15 to 19,per 10k,20.34318632421227
2019-03-31,Mar19,20 to 24,per 10k,18.192844147968465
2019-03-31,Mar19,25 to 29,per 10k,16.01052344716265
2019-03-31,Mar19,30 to 34,per 10k,16.022645338745427
2019-03-31,Mar19,35 to 39,per 10k,18.49132681138064
2019-03-31,Mar19,40 to 44,per 10k,17.636939268211584
2019-03-31,Mar19,45 to 49,per 10k,13.877760063441189
2019-03-31,Mar19,5 to 9,per 10k,14.887397918059072
2019-03-31,Mar19,50 to 54,per 10k,10.185471731560241
2019-03-31,Mar19,55 to 59,per 10k,7.814922781120139
2019-03-31,Mar19,60 to 64,per 10k,5.583709703639307
2019-03-31,Mar19,65+,per 10k,2.4173210855731666
2020-03-31,Mar20,0 to 4,per 10k,15.275596008131583
2020-03-31,Mar20,10 to 14,per 10k,11.257648493050008
2020-03-31,Mar20,15 to 19,per 10k,20.649713625289337
2020-03-31,Mar20,20 to 24,per 10k,16.640940830576994
2020-03-31,Mar20,25 to 29,per 10k,13.174847921595134
2020-03-31,Mar20,30 to 34,per 10k,15.120614114669898
2020-03-31,Mar20,35 to 39,per 10k,16.26658085018655
2020-03-31,Mar20,40 to 44,per 10k,15.504759733226928
2020-03-31,Mar20,45 to 49,per 10k,13.057091100011819
2020-03-31,Mar20,5 to 9,per 10k,11.490837048043584
2020-03-31,Mar20,50 to 54,per 10k,9.943056088277816
2020-03-31,Mar20,55 to 59,per 10k,6.708597933387569
2020-03-31,Mar20,60 to 64,per 10k,4.53218018312734
2020-03-31,Mar20,65+,per 10k,2.50700026816172
2021-03-31,Mar21,0 to 4,per 10k,18.064312459991054
2021-03-31,Mar21,10 to 14,per 10k,13.796932944639451
2021-03-31,Mar21,15 to 19,per 10k,22.90357626160268
2021-03-31,Mar21,20 to 24,per 10k,19.29842792037172
2021-03-31,Mar21,25 to 29,per 10k,17.57681146994124
2021-03-31,Mar21,30 to 34,per 10k,17.08747088464624
2021-03-31,Mar21,35 to 39,per 10k,18.13576963672396
2021-03-31,Mar21,40 to 44,per 10k,17.960920378822266
2021-03-31,Mar21,45 to 49,per 10k,13.233639912657976
2021-03-31,Mar21,5 to 9,per 10k,13.047775578260055
2021-03-31,Mar21,50 to 54,per 10k,11.66378423722873
2021-03-31,Mar21,55 to 59,per 10k,7.971876657685819
2021-03-31,Mar21,60 to 64,per 10k,5.801955522736414
2021-03-31,Mar21,65+,per 10k,2.400854799391942
2022-03-31,Mar22,0 to 4,per 10k,16.855497090594632
2022-03-31,Mar22,10 to 14,per 10k,10.163224164527286
2022-03-31,Mar22,15 to 19,per 10k,17.625041260034752
2022-03-31,Mar22,20 to 24,per 10k,18.538095483308144
2022-03-31,Mar22,25 to 29,per 10k,15.62996931089504
2022-03-31,Mar22,30 to 34,per 10k,15.783760047814791
2022-03-31,Mar22,35 to 39,per 10k,16.961484785953697
2022-03-31,Mar22,40 to 44,per 10k,17.57398188154813
2022-03-31,Mar22,45 to 49,per 10k,14.571440534844445
2022-03-31,Mar22,5 to 9,per 10k,12.318927032553596
2022-03-31,Mar22,50 to 54,per 10k,12.367584671994386
2022-03-31,Mar22,55 to 59,per 10k,7.6839131149746605
2022-03-31,Mar22,60 to 64,per 10k,5.70630885638478
2022-03-31,Mar22,65+,per 10k,4.1171182916703835
2023-03-31,Mar23,0 to 4,per 10k,20.02376901004727
2023-03-31,Mar23,10 to 14,per 10k,12.090901596548598
2023-03-31,Mar23,15 to 19,per 10k,17.374958119234908
2023-03-31,Mar23,20 to 24,per 10k,18.234606805226072
2023-03-31,Mar23,25 to 29,per 10k,16.714102129471218
2023-03-31,Mar23,30 to 34,per 10k,18.011518714905794
2023-03-31,Mar23,35 to 39,per 10k,17.261286627962356
2023-03-31,Mar23,40 to 44,per 10k,17.830187462101176
2023-03-31,Mar23,45 to 49,per 10k,16.270626320758957
2023-03-31,Mar23,5 to 9,per 10k,15.500898503408825
2023-03-31,Mar23,50 to 54,per 10k,13.32872721535687
2023-03-31,Mar23,55 to 59,per 10k,9.34638044247497
2023-03-31,Mar23,60 to 64,per 10k,5.4188588891339275
2023-03-31,Mar23,65+,per 10k,3.112022892128679
2018-05-31,May18,0 to 4,per 10k,29.186743346631435
2018-05-31,May18,10 to 14,per 10k,21.569868552852324
2018-05-31,May18,15 to 19,per 10k,39.35964634485254
2018-05-31,May18,20 to 24,per 10k,30.257186081694403
2018-05-31,May18,25 to 29,per 10k,26.386179850271365
2018-05-31,May18,30 to 34,per 10k,29.11208151382824
2018-05-31,May18,35 to 39,per 10k,31.232012279617116
2018-05-31,May18,40 to 44,per 10k,32.6837155125954
2018-05-31,May18,45 to 49,per 10k,25.215660252156603
2018-05-31,May18,5 to 9,per 10k,27.021097241307636
2018-05-31,May18,50 to 54,per 10k,17.17651897279578
2018-05-31,May18,55 to 59,per 10k,12.379659653620893
2018-05-31,May18,60 to 64,per 10k,9.561810273554046
2018-05-31,May18,65+,per 10k,4.0240369138319565
2019-05-31,May19,0 to 4,per 10k,37.59072877509657
2019-05-31,May19,10 to 14,per 10k,26.109660574412533
2019-05-31,May19,15 to 19,per 10k,42.380783948036914
2019-05-31,May19,20 to 24,per 10k,35.40313032004194
2019-05-31,May19,25 to 29,per 10k,29.293588017502525
2019-05-31,May19,30 to 34,per 10k,33.692232364903845
2019-05-31,May19,35 to 39,per 10k,36.11482662825394
2019-05-31,May19,40 to 44,per 10k,32.254348577352836
2019-05-31,May19,45 to 49,per 10k,29.228017063437456
2019-05-31,May19,5 to 9,per 10k,30.13199869884551
2019-05-31,May19,50 to 54,per 10k,21.34363248297591
2019-05-31,May19,55 to 59,per 10k,13.359272073580653
2019-05-31,May19,60 to 64,per 10k,11.185213148218056
2019-05-31,May19,65+,per 10k,4.987159350024036
2020-05-31,May20,0 to 4,per 10k,28.497604004693724
2020-05-31,May20,10 to 14,per 10k,21.35411570362099
2020-05-31,May20,15 to 19,per 10k,37.71709629327591
2020-05-31,May20,20 to 24,per 10k,32.4631645443751
2020-05-31,May20,25 to 29,per 10k,24.983528791672157
2020-05-31,May20,30 to 34,per 10k,27.957331328117846
2020-05-31,May20,35 to 39,per 10k,29.631538263334193
2020-05-31,May20,40 to 44,per 10k,27.4641440341776
2020-05-31,May20,45 to 49,per 10k,24.805316679380308
2020-05-31,May20,5 to 9,per 10k,22.4048637694213
2020-05-31,May20,50 to 54,per 10k,18.000537678398185
2020-05-31,May20,55 to 59,per 10k,10.720114669091743
2020-05-31,May20,60 to 64,per 10k,8.174971186576965
2020-05-31,May20,65+,per 10k,3.7607113116823814
2021-05-31,May21,0 to 4,per 10k,35.543844239496416
2021-05-31,May21,10 to 14,per 10k,26.391446925115673
2021-05-31,May21,15 to 19,per 10k,44.6154915603415
2021-05-31,May21,20 to 24,per 10k,35.08939726338568
2021-05-31,May21,25 to 29,per 10k,32.97307199120718
2021-05-31,May21,30 to 34,per 10k,32.475570506939285
2021-05-31,May21,35 to 39,per 10k,36.19498964823296
2021-05-31,May21,40 to 44,per 10k,35.0471788946659
2021-05-31,May21,45 to 49,per 10k,25.126323421164777
2021-05-31,May21,5 to 9,per 10k,25.251258382247194
2021-05-31,May21,50 to 54,per 10k,23.713755680238727
2021-05-31,May21,55 to 59,per 10k,13.64036111061256
2021-05-31,May21,60 to 64,per 10k,11.501388661983336
2021-05-31,May21,65+,per 10k,5.144850939636867
2022-05-31,May22,0 to 4,per 10k,34.25481121727756
2022-05-31,May22,10 to 14,per 10k,19.517063569072107
2022-05-31,May22,15 to 19,per 10k,34.699272967614014
2022-05-31,May22,20 to 24,per 10k,36.46555361340486
2022-05-31,May22,25 to 29,per 10k,32.06532024765458
2022-05-31,May22,30 to 34,per 10k,30.905421610396704
2022-05-31,May22,35 to 39,per 10k,33.169771502387185
2022-05-31,May22,40 to 44,per 10k,31.829026584410688
2022-05-31,May22,45 to 49,per 10k,28.72483070863933
2022-05-31,May22,5 to 9,per 10k,24.834070796460175
2022-05-31,May22,50 to 54,per 10k,23.755063796952076
2022-05-31,May22,55 to 59,per 10k,15.06924677685555
2022-05-31,May22,60 to 64,per 10k,9.461584687575916
2022-05-31,May22,65+,per 10k,5.864295686810522
2023-05-31,May23,0 to 4,per 10k,37.143745709105204
2023-05-31,May23,10 to 14,per 10k,24.120975971797012
2023-05-31,May23,15 to 19,per 10k,33.9578250766369
2023-05-31,May23,20 to 24,per 10k,34.4311377245509
2023-05-31,May23,25 to 29,per 10k,30.357854711600382
2023-05-31,May23,30 to 34,per 10k,34.28208855574864
2023-05-31,May23,35 to 39,per 10k,34.387737791206824
2023-05-31,May23,40 to 44,per 10k,35.60698787136975
2023-05-31,May23,45 to 49,per 10k,32.931645796867286
2023-05-31,May23,5 to 9,per 10k,29.019659182649296
2023-05-31,May23,50 to 54,per 10k,28.04380897726719
2023-05-31,May23,55 to 59,per 10k,19.5218053192442
2023-05-31,May23,60 to 64,per 10k,12.05737561536347
2023-05-31,May23,65+,per 10k,6.294115981609856
2017-11-30,Nov17,0 to 4,per 10k,
2017-11-30,Nov17,10 to 14,per 10k,
2017-11-30,Nov17,15 to 19,per 10k,
2017-11-30,Nov17,20 to 24,per 10k,
2017-11-30,Nov17,25 to 29,per 10k,
2017-11-30,Nov17,30 to 34,per 10k,
2017-11-30,Nov17,35 to 39,per 10k,
2017-11-30,Nov17,40 to 44,per 10k,
2017-11-30,Nov17,45 to 49,per 10k,
2017-11-30,Nov17,5 to 9,per 10k,
2017-11-30,Nov17,50 to 54,per 10k,
2017-11-30,Nov17,55 to 59,per 10k,
2017-11-30,Nov17,60 to 64,per 10k,
2017-11-30,Nov17,65+,per 10k,
2018-11-30,Nov18,0 to 4,per 10k,
2018-11-30,Nov18,10 to 14,per 10k,
2018-11-30,Nov18,15 to 19,per 10k,
2018-11-30,Nov18,20 to 24,per 10k,
2018-11-30,Nov18,25 to 29,per 10k,
2018-11-30,Nov18,30 to 34,per 10k,
2018-11-30,Nov18,35 to 39,per 10k,
2018-11-30,Nov18,40 to 44,per 10k,
2018-11-30,Nov18,45 to 49,per 10k,
2018-11-30,Nov18,5 to 9,per 10k,
2018-11-30,Nov18,50 to 54,per 10k,
2018-11-30,Nov18,55 to 59,per 10k,
2018-11-30,Nov18,60 to 64,per 10k,
2018-11-30,Nov18,65+,per 10k,
2019-11-30,Nov19,0 to 4,per 10k,
2019-11-30,Nov19,10 to 14,per 10k,
2019-11-30,Nov19,15 to 19,per 10k,
2019-11-30,Nov19,20 to 24,per 10k,
2019-11-30,Nov19,25 to 29,per 10k,
2019-11-30,Nov19,30 to 34,per 10k,
2019-11-30,Nov19,35 to 39,per 10k,
2019-11-30,Nov19,40 to 44,per 10k,
2019-11-30,Nov19,45 to 49,per 10k,
2019-11-30,Nov19,5 to 9,per 10k,
2019-11-30,Nov19,50 to 54,per 10k,
2019-11-30,Nov19,55 to 59,per 10k,
2019-11-30,Nov19,60 to 64,per 10k,
2019-11-30,Nov19,65+,per 10k,
2020-11-30,Nov20,0 to 4,per 10k,
2020-11-30,Nov20,10 to 14,per 10k,
2020-11-30,Nov20,15 to 19,per 10k,
2020-11-30,Nov20,20 to 24,per 10k,
2020-11-30,Nov20,25 to 29,per 10k,
2020-11-30,Nov20,30 to 34,per 10k,
2020-11-30,Nov20,35 to 39,per 10k,
2020-11-30,Nov20,40 to 44,per 10k,
2020-11-30,Nov20,45 to 49,per 10k,
2020-11-30,Nov20,5 to 9,per 10k,
2020-11-30,Nov20,50 to 54,per 10k,
2020-11-30,Nov20,55 to 59,per 10k,
2020-11-30,Nov20,60 to 64,per 10k,
2020-11-30,Nov20,65+,per 10k,
2021-11-30,Nov21,0 to 4,per 10k,
2021-11-30,Nov21,10 to 14,per 10k,
2021-11-30,Nov21,15 to 19,per 10k,
2021-11-30,Nov21,20 to 24,per 10k,
2021-11-30,Nov21,25 to 29,per 10k,
2021-11-30,Nov21,30 to 34,per 10k,
2021-11-30,Nov21,35 to 39,per 10k,
2021-11-30,Nov21,40 to 44,per 10k,
2021-11-30,Nov21,45 to 49,per 10k,
2021-11-30,Nov21,5 to 9,per 10k,
2021-11-30,Nov21,50 to 54,per 10k,
2021-11-30,Nov21,55 to 59,per 10k,
2021-11-30,Nov21,60 to 64,per 10k,
2021-11-30,Nov21,65+,per 10k,
2022-11-30,Nov22,0 to 4,per 10k,
2022-11-30,Nov22,10 to 14,per 10k,
2022-11-30,Nov22,15 to 19,per 10k,
2022-11-30,Nov22,20 to 24,per 10k,
2022-11-30,Nov22,25 to 29,per 10k,
2022-11-30,Nov22,30 to 34,per 10k,
2022-11-30,Nov22,35 to 39,per 10k,
2022-11-30,Nov22,40 to 44,per 10k,
2022-11-30,Nov22,45 to 49,per 10k,
2022-11-30,Nov22,5 to 9,per 10k,
