DATE,MONTH,GROUP,REASON FOR SEEKING ASSISTANCE,MEASURE,VALUE
2019-08-31,Aug19,Other,Discrimination including racial discrimination,population,2659625.0
2019-08-31,Aug19,Other,Disengagement with school or other education and training,population,2659625.0
2019-08-31,Aug19,Other,Itinerant,population,2659625.0
2019-08-31,Aug19,Other,Lack of family and/or community support,population,2659625.0
2019-08-31,Aug19,Other,Other,population,2659625.0
2019-08-31,Aug19,Other,Other (not elsewhere classified),population,2659625.0
2019-08-31,Aug19,Other,Transition from custodial arrangements,population,2659625.0
2019-08-31,Aug19,Other,Transition from foster care and child safety residential placements,population,2659625.0
2019-08-31,Aug19,Other,Transition from other care arrangements,population,2659625.0
2019-08-31,Aug19,Other,Unable to return home due to environmental reasons,population,2659625.0
2019-08-31,Aug19,Total,Total clients,population,2659625.0
2020-08-31,Aug20,Accommodation,Accommodation,population,2712912.0
2020-08-31,Aug20,Accommodation,Housing crisis (e.g. eviction),population,2712912.0
2020-08-31,Aug20,Accommodation,Inadequate or inappropriate dwelling conditions,population,2712912.0
2020-08-31,Aug20,Accommodation,Previous accommodation ended,population,2712912.0
2020-08-31,Aug20,Covid,Covid-19,population,2712912.0
2020-08-31,Aug20,Financial,Employment difficulties,population,2712912.0
2020-08-31,Aug20,Financial,Financial,population,2712912.0
2020-08-31,Aug20,Financial,Financial difficulties,population,2712912.0
2020-08-31,Aug20,Financial,Housing affordability stress,population,2712912.0
2020-08-31,Aug20,Financial,Problematic gambling,population,2712912.0
2020-08-31,Aug20,Financial,Unemployment,population,2712912.0
2020-08-31,Aug20,Health,Health,population,2712912.0
2020-08-31,Aug20,Health,Medical issues,population,2712912.0
2020-08-31,Aug20,Health,Mental health issues,population,2712912.0
2020-08-31,Aug20,Health,Problematic alcohol use,population,2712912.0
2020-08-31,Aug20,Health,Problematic drug or substance use,population,2712912.0
2020-08-31,Aug20,Interpersonal,Family and domestic violence,population,2712912.0
2020-08-31,Aug20,Interpersonal,Interpersonal relationships,population,2712912.0
2020-08-31,Aug20,Interpersonal,Non-family violence,population,2712912.0
2020-08-31,Aug20,Interpersonal,Relationship/family breakdown,population,2712912.0
2020-08-31,Aug20,Interpersonal,Sexual abuse,population,2712912.0
2020-08-31,Aug20,Interpersonal,Time out from family/other situation,population,2712912.0
2020-08-31,Aug20,Not stated,Not stated,population,2712912.0
2020-08-31,Aug20,Other,Discrimination including racial discrimination,population,2712912.0
2020-08-31,Aug20,Other,Disengagement with school or other education and training,population,2712912.0
2020-08-31,Aug20,Other,Itinerant,population,2712912.0
2020-08-31,Aug20,Other,Lack of family and/or community support,population,2712912.0
2020-08-31,Aug20,Other,Other,population,2712912.0
2020-08-31,Aug20,Other,Other (not elsewhere classified),population,2712912.0
2020-08-31,Aug20,Other,Transition from custodial arrangements,population,2712912.0
2020-08-31,Aug20,Other,Transition from foster care and child safety residential placements,population,2712912.0
2020-08-31,Aug20,Other,Transition from other care arrangements,population,2712912.0
2020-08-31,Aug20,Other,Unable to return home due to environmental reasons,population,2712912.0
2020-08-31,Aug20,Total,Total clients,population,2712912.0
2021-08-31,Aug21,Accommodation,Accommodation,population,2749365.0
2021-08-31,Aug21,Accommodation,Housing crisis (e.g. eviction),population,2749365.0
2021-08-31,Aug21,Accommodation,Inadequate or inappropriate dwelling conditions,population,2749365.0
2021-08-31,Aug21,Accommodation,Previous accommodation ended,population,2749365.0
2021-08-31,Aug21,Covid,Covid-19,population,2749365.0
2021-08-31,Aug21,Financial,Employment difficulties,population,2749365.0
2021-08-31,Aug21,Financial,Financial,population,2749365.0
2021-08-31,Aug21,Financial,Financial difficulties,population,2749365.0
2021-08-31,Aug21,Financial,Housing affordability stress,population,2749365.0
2021-08-31,Aug21,Financial,Problematic gambling,population,2749365.0
2021-08-31,Aug21,Financial,Unemployment,population,2749365.0
2021-08-31,Aug21,Health,Health,population,2749365.0
2021-08-31,Aug21,Health,Medical issues,population,2749365.0
2021-08-31,Aug21,Health,Mental health issues,population,2749365.0
2021-08-31,Aug21,Health,Problematic alcohol use,population,2749365.0
2021-08-31,Aug21,Health,Problematic drug or substance use,population,2749365.0
2021-08-31,Aug21,Interpersonal,Family and domestic violence,population,2749365.0
2021-08-31,Aug21,Interpersonal,Interpersonal relationships,population,2749365.0
2021-08-31,Aug21,Interpersonal,Non-family violence,population,2749365.0
2021-08-31,Aug21,Interpersonal,Relationship/family breakdown,population,2749365.0
2021-08-31,Aug21,Interpersonal,Sexual abuse,population,2749365.0
2021-08-31,Aug21,Interpersonal,Time out from family/other situation,population,2749365.0
2021-08-31,Aug21,Not stated,Not stated,population,2749365.0
2021-08-31,Aug21,Other,Discrimination including racial discrimination,population,2749365.0
2021-08-31,Aug21,Other,Disengagement with school or other education and training,population,2749365.0
2021-08-31,Aug21,Other,Itinerant,population,2749365.0
2021-08-31,Aug21,Other,Lack of family and/or community support,population,2749365.0
2021-08-31,Aug21,Other,Other,population,2749365.0
2021-08-31,Aug21,Other,Other (not elsewhere classified),population,2749365.0
2021-08-31,Aug21,Other,Transition from custodial arrangements,population,2749365.0
2021-08-31,Aug21,Other,Transition from foster care and child safety residential placements,population,2749365.0
2021-08-31,Aug21,Other,Transition from other care arrangements,population,2749365.0
2021-08-31,Aug21,Other,Unable to return home due to environmental reasons,population,2749365.0
2021-08-31,Aug21,Total,Total clients,population,2749365.0
2022-08-31,Aug22,Accommodation,Accommodation,population,2791432.0
2022-08-31,Aug22,Accommodation,Housing crisis (e.g. eviction),population,2791432.0
2022-08-31,Aug22,Accommodation,Inadequate or inappropriate dwelling conditions,population,2791432.0
2022-08-31,Aug22,Accommodation,Previous accommodation ended,population,2791432.0
2022-08-31,Aug22,Covid,Covid-19,population,2791432.0
2022-08-31,Aug22,Financial,Employment difficulties,population,2791432.0
2022-08-31,Aug22,Financial,Financial,population,2791432.0
2022-08-31,Aug22,Financial,Financial difficulties,population,2791432.0
2022-08-31,Aug22,Financial,Housing affordability stress,population,2791432.0
2022-08-31,Aug22,Financial,Problematic gambling,population,2791432.0
2022-08-31,Aug22,Financial,Unemployment,population,2791432.0
2022-08-31,Aug22,Health,Health,population,2791432.0
2022-08-31,Aug22,Health,Medical issues,population,2791432.0
2022-08-31,Aug22,Health,Mental health issues,population,2791432.0
2022-08-31,Aug22,Health,Problematic alcohol use,population,2791432.0
2022-08-31,Aug22,Health,Problematic drug or substance use,population,2791432.0
2022-08-31,Aug22,Interpersonal,Family and domestic violence,population,2791432.0
2022-08-31,Aug22,Interpersonal,Interpersonal relationships,population,2791432.0
2022-08-31,Aug22,Interpersonal,Non-family violence,population,2791432.0
2022-08-31,Aug22,Interpersonal,Relationship/family breakdown,population,2791432.0
2022-08-31,Aug22,Interpersonal,Sexual abuse,population,2791432.0
2022-08-31,Aug22,Interpersonal,Time out from family/other situation,population,2791432.0
2022-08-31,Aug22,Not stated,Not stated,population,2791432.0
2022-08-31,Aug22,Other,Discrimination including racial discrimination,population,2791432.0
2022-08-31,Aug22,Other,Disengagement with school or other education and training,population,2791432.0
2022-08-31,Aug22,Other,Itinerant,population,2791432.0
2022-08-31,Aug22,Other,Lack of family and/or community support,population,2791432.0
2022-08-31,Aug22,Other,Other,population,2791432.0
2022-08-31,Aug22,Other,Other (not elsewhere classified),population,2791432.0
2022-08-31,Aug22,Other,Transition from custodial arrangements,population,2791432.0
2022-08-31,Aug22,Other,Transition from foster care and child safety residential placements,population,2791432.0
2022-08-31,Aug22,Other,Transition from other care arrangements,population,2791432.0
2022-08-31,Aug22,Other,Unable to return home due to environmental reasons,population,2791432.0
2022-08-31,Aug22,Total,Total clients,population,2791432.0
2017-12-31,Dec17,Accommodation,Accommodation,population,
2017-12-31,Dec17,Accommodation,Housing crisis (e.g. eviction),population,
2017-12-31,Dec17,Accommodation,Inadequate or inappropriate dwelling conditions,population,
2017-12-31,Dec17,Accommodation,Previous accommodation ended,population,
2017-12-31,Dec17,Financial,Employment difficulties,population,
2017-12-31,Dec17,Financial,Financial,population,
2017-12-31,Dec17,Financial,Financial difficulties,population,
2017-12-31,Dec17,Financial,Housing affordability stress,population,
2017-12-31,Dec17,Financial,Problematic gambling,population,
2017-12-31,Dec17,Financial,Unemployment,population,
2017-12-31,Dec17,Health,Health,population,
2017-12-31,Dec17,Health,Medical issues,population,
2017-12-31,Dec17,Health,Mental health issues,population,
2017-12-31,Dec17,Health,Problematic alcohol use,population,
2017-12-31,Dec17,Health,Problematic drug or substance use,population,
2017-12-31,Dec17,Interpersonal,Family and domestic violence,population,
2017-12-31,Dec17,Interpersonal,Interpersonal relationships,population,
2017-12-31,Dec17,Interpersonal,Non-family violence,population,
2017-12-31,Dec17,Interpersonal,Relationship/family breakdown,population,
2017-12-31,Dec17,Interpersonal,Sexual abuse,population,
2017-12-31,Dec17,Interpersonal,Time out from family/other situation,population,
2017-12-31,Dec17,Not stated,Not stated,population,
2017-12-31,Dec17,Other,Discrimination including racial discrimination,population,
2017-12-31,Dec17,Other,Disengagement with school or other education and training,population,
2017-12-31,Dec17,Other,Itinerant,population,
2017-12-31,Dec17,Other,Lack of family and/or community support,population,
2017-12-31,Dec17,Other,Other,population,
2017-12-31,Dec17,Other,Other (not elsewhere classified),population,
2017-12-31,Dec17,Other,Transition from custodial arrangements,population,
2017-12-31,Dec17,Other,Transition from foster care and child safety residential placements,population,
2017-12-31,Dec17,Other,Transition from other care arrangements,population,
2017-12-31,Dec17,Other,Unable to return home due to environmental reasons,population,
2017-12-31,Dec17,Total,Total clients,population,
2018-12-31,Dec18,Accommodation,Accommodation,population,
2018-12-31,Dec18,Accommodation,Housing crisis (e.g. eviction),population,
2018-12-31,Dec18,Accommodation,Inadequate or inappropriate dwelling conditions,population,
2018-12-31,Dec18,Accommodation,Previous accommodation ended,population,
2018-12-31,Dec18,Financial,Employment difficulties,population,
2018-12-31,Dec18,Financial,Financial,population,
2018-12-31,Dec18,Financial,Financial difficulties,population,
2018-12-31,Dec18,Financial,Housing affordability stress,population,
2018-12-31,Dec18,Financial,Problematic gambling,population,
2018-12-31,Dec18,Financial,Unemployment,population,
2018-12-31,Dec18,Health,Health,population,
2018-12-31,Dec18,Health,Medical issues,population,
2018-12-31,Dec18,Health,Mental health issues,population,
2018-12-31,Dec18,Health,Problematic alcohol use,population,
2018-12-31,Dec18,Health,Problematic drug or substance use,population,
2018-12-31,Dec18,Interpersonal,Family and domestic violence,population,
2018-12-31,Dec18,Interpersonal,Interpersonal relationships,population,
2018-12-31,Dec18,Interpersonal,Non-family violence,population,
2018-12-31,Dec18,Interpersonal,Relationship/family breakdown,population,
2018-12-31,Dec18,Interpersonal,Sexual abuse,population,
2018-12-31,Dec18,Interpersonal,Time out from family/other situation,population,
2018-12-31,Dec18,Not stated,Not stated,population,
2018-12-31,Dec18,Other,Discrimination including racial discrimination,population,
2018-12-31,Dec18,Other,Disengagement with school or other education and training,population,
2018-12-31,Dec18,Other,Itinerant,population,
2018-12-31,Dec18,Other,Lack of family and/or community support,population,
2018-12-31,Dec18,Other,Other,population,
2018-12-31,Dec18,Other,Other (not elsewhere classified),population,
2018-12-31,Dec18,Other,Transition from custodial arrangements,population,
2018-12-31,Dec18,Other,Transition from foster care and child safety residential placements,population,
2018-12-31,Dec18,Other,Transition from other care arrangements,population,
2018-12-31,Dec18,Other,Unable to return home due to environmental reasons,population,
2018-12-31,Dec18,Total,Total clients,population,
2019-12-31,Dec19,Accommodation,Accommodation,population,
2019-12-31,Dec19,Accommodation,Housing crisis (e.g. eviction),population,
2019-12-31,Dec19,Accommodation,Inadequate or inappropriate dwelling conditions,population,
2019-12-31,Dec19,Accommodation,Previous accommodation ended,population,
2019-12-31,Dec19,Financial,Employment difficulties,population,
2019-12-31,Dec19,Financial,Financial,population,
2019-12-31,Dec19,Financial,Financial difficulties,population,
2019-12-31,Dec19,Financial,Housing affordability stress,population,
2019-12-31,Dec19,Financial,Problematic gambling,population,
2019-12-31,Dec19,Financial,Unemployment,population,
2019-12-31,Dec19,Health,Health,population,
2019-12-31,Dec19,Health,Medical issues,population,
2019-12-31,Dec19,Health,Mental health issues,population,
2019-12-31,Dec19,Health,Problematic alcohol use,population,
2019-12-31,Dec19,Health,Problematic drug or substance use,population,
2019-12-31,Dec19,Interpersonal,Family and domestic violence,population,
2019-12-31,Dec19,Interpersonal,Interpersonal relationships,population,
2019-12-31,Dec19,Interpersonal,Non-family violence,population,
2019-12-31,Dec19,Interpersonal,Relationship/family breakdown,population,
2019-12-31,Dec19,Interpersonal,Sexual abuse,population,
2019-12-31,Dec19,Interpersonal,Time out from family/other situation,population,
2019-12-31,Dec19,Not stated,Not stated,population,
2019-12-31,Dec19,Other,Discrimination including racial discrimination,population,
2019-12-31,Dec19,Other,Disengagement with school or other education and training,population,
2019-12-31,Dec19,Other,Itinerant,population,
2019-12-31,Dec19,Other,Lack of family and/or community support,population,
2019-12-31,Dec19,Other,Other,population,
2019-12-31,Dec19,Other,Other (not elsewhere classified),population,
2019-12-31,Dec19,Other,Transition from custodial arrangements,population,
2019-12-31,Dec19,Other,Transition from foster care and child safety residential placements,population,
2019-12-31,Dec19,Other,Transition from other care arrangements,population,
2019-12-31,Dec19,Other,Unable to return home due to environmental reasons,population,
2019-12-31,Dec19,Total,Total clients,population,
2020-12-31,Dec20,Accommodation,Accommodation,population,
2020-12-31,Dec20,Accommodation,Housing crisis (e.g. eviction),population,
2020-12-31,Dec20,Accommodation,Inadequate or inappropriate dwelling conditions,population,
2020-12-31,Dec20,Accommodation,Previous accommodation ended,population,
2020-12-31,Dec20,Covid,Covid-19,population,
2020-12-31,Dec20,Financial,Employment difficulties,population,
2020-12-31,Dec20,Financial,Financial,population,
2020-12-31,Dec20,Financial,Financial difficulties,population,
2020-12-31,Dec20,Financial,Housing affordability stress,population,
2020-12-31,Dec20,Financial,Problematic gambling,population,
2020-12-31,Dec20,Financial,Unemployment,population,
2020-12-31,Dec20,Health,Health,population,
2020-12-31,Dec20,Health,Medical issues,population,
2020-12-31,Dec20,Health,Mental health issues,population,
2020-12-31,Dec20,Health,Problematic alcohol use,population,
2020-12-31,Dec20,Health,Problematic drug or substance use,population,
2020-12-31,Dec20,Interpersonal,Family and domestic violence,population,
2020-12-31,Dec20,Interpersonal,Interpersonal relationships,population,
2020-12-31,Dec20,Interpersonal,Non-family violence,population,
2020-12-31,Dec20,Interpersonal,Relationship/family breakdown,population,
2020-12-31,Dec20,Interpersonal,Sexual abuse,population,
2020-12-31,Dec20,Interpersonal,Time out from family/other situation,population,
2020-12-31,Dec20,Not stated,Not stated,population,
2020-12-31,Dec20,Other,Discrimination including racial discrimination,population,
2020-12-31,Dec20,Other,Disengagement with school or other education and training,population,
2020-12-31,Dec20,Other,Itinerant,population,
2020-12-31,Dec20,Other,Lack of family and/or community support,population,
2020-12-31,Dec20,Other,Other,population,
2020-12-31,Dec20,Other,Other (not elsewhere classified),population,
2020-12-31,Dec20,Other,Transition from custodial arrangements,population,
2020-12-31,Dec20,Other,Transition from foster care and child safety residential placements,population,
2020-12-31,Dec20,Other,Transition from other care arrangements,population,
2020-12-31,Dec20,Other,Unable to return home due to environmental reasons,population,
2020-12-31,Dec20,Total,Total clients,population,
2021-12-31,Dec21,Accommodation,Accommodation,population,
2021-12-31,Dec21,Accommodation,Housing crisis (e.g. eviction),population,
2021-12-31,Dec21,Accommodation,Inadequate or inappropriate dwelling conditions,population,
2021-12-31,Dec21,Accommodation,Previous accommodation ended,population,
2021-12-31,Dec21,Covid,Covid-19,population,
2021-12-31,Dec21,Financial,Employment difficulties,population,
2021-12-31,Dec21,Financial,Financial,population,
2021-12-31,Dec21,Financial,Financial difficulties,population,
2021-12-31,Dec21,Financial,Housing affordability stress,population,
2021-12-31,Dec21,Financial,Problematic gambling,population,
2021-12-31,Dec21,Financial,Unemployment,population,
2021-12-31,Dec21,Health,Health,population,
2021-12-31,Dec21,Health,Medical issues,population,
2021-12-31,Dec21,Health,Mental health issues,population,
2021-12-31,Dec21,Health,Problematic alcohol use,population,
2021-12-31,Dec21,Health,Problematic drug or substance use,population,
2021-12-31,Dec21,Interpersonal,Family and domestic violence,population,
2021-12-31,Dec21,Interpersonal,Interpersonal relationships,population,
2021-12-31,Dec21,Interpersonal,Non-family violence,population,
2021-12-31,Dec21,Interpersonal,Relationship/family breakdown,population,
2021-12-31,Dec21,Interpersonal,Sexual abuse,population,
2021-12-31,Dec21,Interpersonal,Time out from family/other situation,population,
2021-12-31,Dec21,Not stated,Not stated,population,
2021-12-31,Dec21,Other,Discrimination including racial discrimination,population,
2021-12-31,Dec21,Other,Disengagement with school or other education and training,population,
2021-12-31,Dec21,Other,Itinerant,population,
2021-12-31,Dec21,Other,Lack of family and/or community support,population,
2021-12-31,Dec21,Other,Other,population,
2021-12-31,Dec21,Other,Other (not elsewhere classified),population,
2021-12-31,Dec21,Other,Transition from custodial arrangements,population,
2021-12-31,Dec21,Other,Transition from foster care and child safety residential placements,population,
2021-12-31,Dec21,Other,Transition from other care arrangements,population,
2021-12-31,Dec21,Other,Unable to return home due to environmental reasons,population,
2021-12-31,Dec21,Total,Total clients,population,
2022-12-31,Dec22,Accommodation,Accommodation,population,
2022-12-31,Dec22,Accommodation,Housing crisis (e.g. eviction),population,
2022-12-31,Dec22,Accommodation,Inadequate or inappropriate dwelling conditions,population,
2022-12-31,Dec22,Accommodation,Previous accommodation ended,population,
2022-12-31,Dec22,Covid,Covid-19,population,
2022-12-31,Dec22,Financial,Financial,population,
2022-12-31,Dec22,Health,Health,population,
2022-12-31,Dec22,Health,Medical issues,population,
2022-12-31,Dec22,Health,Mental health issues,population,
2022-12-31,Dec22,Health,Problematic alcohol use,population,
2022-12-31,Dec22,Health,Problematic drug or substance use,population,
2022-12-31,Dec22,Interpersonal,Family and domestic violence,population,
2022-12-31,Dec22,Interpersonal,Interpersonal relationships,population,
2022-12-31,Dec22,Interpersonal,Non-family violence,population,
2022-12-31,Dec22,Interpersonal,Relationship/family breakdown,population,
2022-12-31,Dec22,Interpersonal,Sexual abuse,population,
2022-12-31,Dec22,Interpersonal,Time out from family/other situation,population,
2022-12-31,Dec22,Not stated,Not stated,population,
2022-12-31,Dec22,Other,Other,population,
2022-12-31,Dec22,Total,Total clients,population,
2018-02-28,Feb18,Accommodation,Accommodation,population,5194066.0
2018-02-28,Feb18,Accommodation,Housing crisis (e.g. eviction),population,5194066.0
2018-02-28,Feb18,Accommodation,Inadequate or inappropriate dwelling conditions,population,5194066.0
2018-02-28,Feb18,Accommodation,Previous accommodation ended,population,5194066.0
2018-02-28,Feb18,Financial,Employment difficulties,population,5194066.0
2018-02-28,Feb18,Financial,Financial,population,5194066.0
2018-02-28,Feb18,Financial,Financial difficulties,population,5194066.0
2018-02-28,Feb18,Financial,Housing affordability stress,population,5194066.0
2018-02-28,Feb18,Financial,Problematic gambling,population,5194066.0
2018-02-28,Feb18,Financial,Unemployment,population,5194066.0
2018-02-28,Feb18,Health,Health,population,5194066.0
2018-02-28,Feb18,Health,Medical issues,population,5194066.0
2018-02-28,Feb18,Health,Mental health issues,population,5194066.0
2018-02-28,Feb18,Health,Problematic alcohol use,population,5194066.0
2018-02-28,Feb18,Health,Problematic drug or substance use,population,5194066.0
2018-02-28,Feb18,Interpersonal,Family and domestic violence,population,5194066.0
2018-02-28,Feb18,Interpersonal,Interpersonal relationships,population,5194066.0
2018-02-28,Feb18,Interpersonal,Non-family violence,population,5194066.0
2018-02-28,Feb18,Interpersonal,Relationship/family breakdown,population,5194066.0
2018-02-28,Feb18,Interpersonal,Sexual abuse,population,5194066.0
2018-02-28,Feb18,Interpersonal,Time out from family/other situation,population,5194066.0
2018-02-28,Feb18,Not stated,Not stated,population,5194066.0
2018-02-28,Feb18,Other,Discrimination including racial discrimination,population,5194066.0
2018-02-28,Feb18,Other,Disengagement with school or other education and training,population,5194066.0
2018-02-28,Feb18,Other,Itinerant,population,5194066.0
2018-02-28,Feb18,Other,Lack of family and/or community support,population,5194066.0
2018-02-28,Feb18,Other,Other,population,5194066.0
2018-02-28,Feb18,Other,Other (not elsewhere classified),population,5194066.0
2018-02-28,Feb18,Other,Transition from custodial arrangements,population,5194066.0
2018-02-28,Feb18,Other,Transition from foster care and child safety residential placements,population,5194066.0
2018-02-28,Feb18,Other,Transition from other care arrangements,population,5194066.0
2018-02-28,Feb18,Other,Unable to return home due to environmental reasons,population,5194066.0
2018-02-28,Feb18,Total,Total clients,population,5194066.0
2019-02-28,Feb19,Accommodation,Accommodation,population,5264525.0
2019-02-28,Feb19,Accommodation,Housing crisis (e.g. eviction),population,5264525.0
2019-02-28,Feb19,Accommodation,Inadequate or inappropriate dwelling conditions,population,5264525.0
2019-02-28,Feb19,Accommodation,Previous accommodation ended,population,5264525.0
2019-02-28,Feb19,Financial,Employment difficulties,population,5264525.0
2019-02-28,Feb19,Financial,Financial,population,5264525.0
2019-02-28,Feb19,Financial,Financial difficulties,population,5264525.0
2019-02-28,Feb19,Financial,Housing affordability stress,population,5264525.0
2019-02-28,Feb19,Financial,Problematic gambling,population,5264525.0
2019-02-28,Feb19,Financial,Unemployment,population,5264525.0
2019-02-28,Feb19,Health,Health,population,5264525.0
2019-02-28,Feb19,Health,Medical issues,population,5264525.0
2019-02-28,Feb19,Health,Mental health issues,population,5264525.0
2019-02-28,Feb19,Health,Problematic alcohol use,population,5264525.0
2019-02-28,Feb19,Health,Problematic drug or substance use,population,5264525.0
2019-02-28,Feb19,Interpersonal,Family and domestic violence,population,5264525.0
2019-02-28,Feb19,Interpersonal,Interpersonal relationships,population,5264525.0
2019-02-28,Feb19,Interpersonal,Non-family violence,population,5264525.0
2019-02-28,Feb19,Interpersonal,Relationship/family breakdown,population,5264525.0
2019-02-28,Feb19,Interpersonal,Sexual abuse,population,5264525.0
2019-02-28,Feb19,Interpersonal,Time out from family/other situation,population,5264525.0
2019-02-28,Feb19,Not stated,Not stated,population,5264525.0
2019-02-28,Feb19,Other,Discrimination including racial discrimination,population,5264525.0
2019-02-28,Feb19,Other,Disengagement with school or other education and training,population,5264525.0
2019-02-28,Feb19,Other,Itinerant,population,5264525.0
2019-02-28,Feb19,Other,Lack of family and/or community support,population,5264525.0
2019-02-28,Feb19,Other,Other,population,5264525.0
2019-02-28,Feb19,Other,Other (not elsewhere classified),population,5264525.0
2019-02-28,Feb19,Other,Transition from custodial arrangements,population,5264525.0
2019-02-28,Feb19,Other,Transition from foster care and child safety residential placements,population,5264525.0
2019-02-28,Feb19,Other,Transition from other care arrangements,population,5264525.0
2019-02-28,Feb19,Other,Unable to return home due to environmental reasons,population,5264525.0
2019-02-28,Feb19,Total,Total clients,population,5264525.0
2020-02-29,Feb20,Accommodation,Accommodation,population,5363045.0
2020-02-29,Feb20,Accommodation,Housing crisis (e.g. eviction),population,5363045.0
2020-02-29,Feb20,Accommodation,Inadequate or inappropriate dwelling conditions,population,5363045.0
2020-02-29,Feb20,Accommodation,Previous accommodation ended,population,5363045.0
2020-02-29,Feb20,Financial,Employment difficulties,population,5363045.0
2020-02-29,Feb20,Financial,Financial,population,5363045.0
2020-02-29,Feb20,Financial,Financial difficulties,population,5363045.0
2020-02-29,Feb20,Financial,Housing affordability stress,population,5363045.0
2020-02-29,Feb20,Financial,Problematic gambling,population,5363045.0
2020-02-29,Feb20,Financial,Unemployment,population,5363045.0
2020-02-29,Feb20,Health,Health,population,5363045.0
2020-02-29,Feb20,Health,Medical issues,population,5363045.0
2020-02-29,Feb20,Health,Mental health issues,population,5363045.0
2020-02-29,Feb20,Health,Problematic alcohol use,population,5363045.0
2020-02-29,Feb20,Health,Problematic drug or substance use,population,5363045.0
2020-02-29,Feb20,Interpersonal,Family and domestic violence,population,5363045.0
2020-02-29,Feb20,Interpersonal,Interpersonal relationships,population,5363045.0
2020-02-29,Feb20,Interpersonal,Non-family violence,population,5363045.0
2020-02-29,Feb20,Interpersonal,Relationship/family breakdown,population,5363045.0
2020-02-29,Feb20,Interpersonal,Sexual abuse,population,5363045.0
2020-02-29,Feb20,Interpersonal,Time out from family/other situation,population,5363045.0
2020-02-29,Feb20,Not stated,Not stated,population,5363045.0
2020-02-29,Feb20,Other,Discrimination including racial discrimination,population,5363045.0
2020-02-29,Feb20,Other,Disengagement with school or other education and training,population,5363045.0
2020-02-29,Feb20,Other,Itinerant,population,5363045.0
2020-02-29,Feb20,Other,Lack of family and/or community support,population,5363045.0
2020-02-29,Feb20,Other,Other,population,5363045.0
2020-02-29,Feb20,Other,Other (not elsewhere classified),population,5363045.0
2020-02-29,Feb20,Other,Transition from custodial arrangements,population,5363045.0
2020-02-29,Feb20,Other,Transition from foster care and child safety residential placements,population,5363045.0
2020-02-29,Feb20,Other,Transition from other care arrangements,population,5363045.0
2020-02-29,Feb20,Other,Unable to return home due to environmental reasons,population,5363045.0
2020-02-29,Feb20,Total,Total clients,population,5363045.0
2021-02-28,Feb21,Accommodation,Accommodation,population,5448188.0
2021-02-28,Feb21,Accommodation,Housing crisis (e.g. eviction),population,5448188.0
2021-02-28,Feb21,Accommodation,Inadequate or inappropriate dwelling conditions,population,5448188.0
2021-02-28,Feb21,Accommodation,Previous accommodation ended,population,5448188.0
2021-02-28,Feb21,Covid,Covid-19,population,5448188.0
2021-02-28,Feb21,Financial,Employment difficulties,population,5448188.0
2021-02-28,Feb21,Financial,Financial,population,5448188.0
2021-02-28,Feb21,Financial,Financial difficulties,population,5448188.0
2021-02-28,Feb21,Financial,Housing affordability stress,population,5448188.0
2021-02-28,Feb21,Financial,Problematic gambling,population,5448188.0
2021-02-28,Feb21,Financial,Unemployment,population,5448188.0
2021-02-28,Feb21,Health,Health,population,5448188.0
2021-02-28,Feb21,Health,Medical issues,population,5448188.0
2021-02-28,Feb21,Health,Mental health issues,population,5448188.0
2021-02-28,Feb21,Health,Problematic alcohol use,population,5448188.0
2021-02-28,Feb21,Health,Problematic drug or substance use,population,5448188.0
2021-02-28,Feb21,Interpersonal,Family and domestic violence,population,5448188.0
2021-02-28,Feb21,Interpersonal,Interpersonal relationships,population,5448188.0
2021-02-28,Feb21,Interpersonal,Non-family violence,population,5448188.0
2021-02-28,Feb21,Interpersonal,Relationship/family breakdown,population,5448188.0
2021-02-28,Feb21,Interpersonal,Sexual abuse,population,5448188.0
2021-02-28,Feb21,Interpersonal,Time out from family/other situation,population,5448188.0
2021-02-28,Feb21,Not stated,Not stated,population,5448188.0
2021-02-28,Feb21,Other,Discrimination including racial discrimination,population,5448188.0
2021-02-28,Feb21,Other,Disengagement with school or other education and training,population,5448188.0
2021-02-28,Feb21,Other,Itinerant,population,5448188.0
2021-02-28,Feb21,Other,Lack of family and/or community support,population,5448188.0
2021-02-28,Feb21,Other,Other,population,5448188.0
2021-02-28,Feb21,Other,Other (not elsewhere classified),population,5448188.0
2021-02-28,Feb21,Other,Transition from custodial arrangements,population,5448188.0
2021-02-28,Feb21,Other,Transition from foster care and child safety residential placements,population,5448188.0
2021-02-28,Feb21,Other,Transition from other care arrangements,population,5448188.0
2021-02-28,Feb21,Other,Unable to return home due to environmental reasons,population,5448188.0
2021-02-28,Feb21,Total,Total clients,population,5448188.0
2022-02-28,Feb22,Accommodation,Accommodation,population,5516229.0
2022-02-28,Feb22,Accommodation,Housing crisis (e.g. eviction),population,5516229.0
2022-02-28,Feb22,Accommodation,Inadequate or inappropriate dwelling conditions,population,5516229.0
2022-02-28,Feb22,Accommodation,Previous accommodation ended,population,5516229.0
2022-02-28,Feb22,Covid,Covid-19,population,5516229.0
2022-02-28,Feb22,Financial,Employment difficulties,population,5516229.0
2022-02-28,Feb22,Financial,Financial,population,5516229.0
2022-02-28,Feb22,Financial,Financial difficulties,population,5516229.0
2022-02-28,Feb22,Financial,Housing affordability stress,population,5516229.0
2022-02-28,Feb22,Financial,Problematic gambling,population,5516229.0
