UCL_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
UCL515021,104,9,3,0,0,0,0,0,0,3,127,10,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,113,12,3,0,0,0,0,0,0,3,134,107,9,8,0,4,0,0,0,0,3,131,7,3,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,117,15,7,0,4,5,0,3,0,3,150,207,20,7,0,3,7,0,0,0,4,258,16,7,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,7
UCL515022,139,14,11,0,0,5,0,0,0,11,180,29,14,16,0,4,3,8,0,3,6,81,4,5,6,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,29,16,22,0,3,3,8,0,3,11,94,0,0,0,0,0,0,0,0,0,0,0,168,23,31,0,3,5,12,3,3,22,275,155,13,12,0,0,0,5,0,0,8,199,29,11,21,0,4,5,0,0,5,4,70,4,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,30,13,23,0,6,5,0,0,3,4,89,0,0,0,0,0,0,0,0,0,0,0,187,29,36,0,3,4,3,5,3,12,291,295,31,26,0,3,3,5,3,0,19,376,53,26,31,0,7,9,10,3,4,11,156,3,0,8,0,0,0,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,4,67,31
UCL515023,82,12,12,0,0,0,3,0,0,0,109,11,9,13,10,4,0,3,0,0,3,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,9,13,7,4,0,7,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,90,16,22,11,3,0,5,0,0,7,162,68,12,8,0,0,0,0,0,0,6,89,10,7,9,8,5,0,4,0,0,4,49,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,7,9,8,5,0,4,5,0,10,56,0,0,0,0,0,0,0,0,0,0,0,82,19,15,10,5,0,4,3,0,10,151,149,19,19,6,0,0,3,0,0,5,197,22,17,20,17,9,6,8,0,0,6,102,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,17
UCL515024,41,8,7,0,0,0,0,0,0,0,59,5,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,45,23,8,0,0,0,0,0,0,0,81,44,15,3,0,0,0,3,0,0,7,67,6,6,7,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,6,11,5,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,52,15,15,3,0,0,3,3,0,7,97,90,18,5,0,0,0,3,0,0,7,125,11,16,7,3,0,0,3,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,15,18
UCL515025,75,12,4,0,0,0,0,0,0,0,94,11,13,12,4,0,4,8,0,0,0,49,0,3,12,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,14,12,23,4,0,4,9,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,88,24,29,4,0,4,9,3,0,3,169,93,11,4,0,0,0,0,0,0,11,118,15,5,3,7,3,4,5,7,0,4,43,0,3,0,0,3,3,8,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,6,4,6,4,5,13,5,0,4,62,0,0,0,0,0,0,0,0,0,0,0,112,13,8,6,4,3,13,5,0,10,183,169,22,6,0,0,0,0,0,0,11,210,24,9,11,9,8,4,11,7,0,0,90,3,4,14,3,3,3,13,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,25,19
UCL515026,123,21,27,0,0,6,3,0,0,6,183,11,15,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,137,32,29,0,0,6,3,0,0,7,211,136,26,20,0,0,0,3,0,0,5,195,0,15,16,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,134,37,39,0,0,0,12,0,0,3,231,262,45,47,0,3,5,6,0,0,10,375,6,25,18,0,0,0,3,0,0,0,55,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,6,26
UCL515027,116,10,10,0,0,4,4,0,0,7,157,25,29,39,8,5,8,19,5,18,0,161,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,30,39,8,5,8,22,5,22,0,173,0,0,0,0,0,0,0,0,0,3,3,144,42,51,8,5,7,19,6,19,15,328,135,16,16,0,0,0,0,0,5,7,188,16,28,31,14,3,11,18,8,7,8,145,4,0,0,4,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,29,32,14,3,11,21,7,7,4,163,3,0,0,0,0,0,0,0,0,3,5,163,47,45,15,7,11,21,11,10,13,350,255,29,31,0,0,4,4,5,4,16,336,46,56,69,24,10,23,36,9,22,6,307,7,4,0,4,0,0,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,50,60
UCL515028,200,94,58,7,7,3,12,3,0,14,406,49,82,60,10,7,8,19,10,0,4,265,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,49,85,61,10,11,8,20,16,0,4,265,0,0,0,0,0,0,0,0,0,0,0,252,175,123,18,14,20,34,18,8,16,678,118,61,59,4,4,0,26,5,6,13,305,27,50,60,8,17,12,18,13,4,7,233,0,0,3,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,31,52,69,6,25,12,23,13,4,7,245,0,0,0,0,0,0,0,0,0,0,6,153,112,124,15,31,15,48,21,10,17,552,323,148,113,16,14,10,37,10,8,32,712,80,139,125,17,26,24,40,20,6,8,492,0,6,3,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,80,141
UCL515029,69,25,17,0,0,0,0,0,0,3,125,6,27,10,6,0,4,3,0,3,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,10,6,0,4,3,0,3,0,61,0,0,0,0,0,0,0,0,0,0,0,76,53,31,3,4,5,0,0,3,11,189,40,12,7,3,0,0,0,0,0,0,71,9,14,13,0,0,3,3,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,13,0,0,3,8,0,6,0,47,0,0,0,0,0,0,0,0,0,0,0,45,25,21,0,3,3,5,0,5,0,115,105,37,26,7,3,0,5,0,0,3,195,16,33,23,4,3,5,3,0,0,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,35
UCL515030,168,15,21,0,0,0,0,0,0,9,217,18,13,15,0,7,0,4,0,0,12,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,15,0,7,3,4,0,0,12,68,0,0,0,0,0,0,0,0,0,0,0,187,34,32,0,7,3,4,0,0,25,291,226,30,21,7,0,0,0,0,0,14,292,20,24,19,7,0,5,3,0,0,16,84,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,24,18,7,0,3,3,0,0,16,90,0,0,0,0,0,0,0,0,0,0,0,249,49,39,7,0,3,3,0,0,28,386,396,46,41,7,0,0,0,0,0,25,510,36,35,30,10,6,5,8,0,0,23,150,5,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,38,35
UCL515031,128,10,8,3,0,4,0,0,0,11,157,3,4,5,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,137,12,11,4,0,4,0,0,0,11,185,170,14,6,0,0,0,0,0,0,8,209,9,3,5,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,182,19,11,5,0,5,0,5,0,15,236,298,25,12,9,5,3,0,0,0,21,365,17,10,11,4,0,5,4,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10
UCL515032,70,15,11,0,0,0,0,0,0,3,108,4,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,80,18,10,0,0,0,0,0,0,3,116,101,8,5,0,0,0,0,0,0,0,130,9,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,110,13,14,0,0,0,0,0,0,0,143,175,23,17,5,0,0,0,0,0,5,234,13,6,12,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6
UCL515033,109,48,35,3,6,6,5,0,0,8,215,18,36,27,6,3,7,6,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,29,6,3,7,6,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,122,87,64,10,8,14,13,0,0,9,324,76,42,33,6,4,3,4,0,0,4,176,14,31,35,6,9,9,3,5,0,0,115,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,31,37,6,9,9,4,4,0,0,121,0,0,0,0,0,0,0,0,0,0,0,93,73,70,12,9,13,12,4,0,7,302,183,93,72,9,8,6,9,0,0,11,391,30,71,58,10,8,19,9,4,4,5,219,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,71
UCL515034,207,59,40,3,3,0,4,0,0,0,319,16,16,3,4,0,0,0,0,0,8,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,16,3,4,0,0,0,0,0,8,47,0,0,0,0,0,0,0,0,0,0,0,222,76,40,4,3,0,6,3,0,10,367,188,69,42,3,7,3,4,5,0,0,325,28,17,7,0,0,0,0,3,0,3,66,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,17,7,0,0,4,0,9,0,3,68,0,0,0,0,0,0,0,0,0,0,0,219,89,52,8,7,3,3,10,0,3,394,396,131,81,4,8,4,5,5,0,10,640,42,37,8,3,0,0,0,3,0,7,109,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,42,37
UCL515035,52,6,0,0,0,0,0,0,0,4,71,4,0,3,0,0,6,10,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,12,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,57,10,7,0,3,5,12,0,3,4,98,74,5,3,0,0,0,0,0,0,4,102,7,4,0,0,0,0,9,0,0,0,23,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,0,0,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,90,7,12,0,0,0,3,0,0,12,128,129,12,9,0,0,0,0,0,0,13,169,13,5,10,0,5,6,17,0,3,0,52,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5
UCL515036,108,12,6,0,0,4,0,0,0,14,153,23,10,7,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,10,7,0,0,0,0,7,0,6,54,0,0,0,0,0,0,0,0,0,3,3,127,24,15,0,0,3,0,10,0,24,206,120,17,9,0,0,3,0,0,0,12,160,21,7,9,0,3,0,7,3,0,4,47,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,7,14,0,3,0,7,3,0,3,55,0,0,0,0,0,0,0,0,0,10,11,141,28,21,0,5,5,7,3,0,32,235,223,33,15,0,0,6,0,6,0,26,314,34,21,22,0,3,0,7,3,0,5,87,8,0,0,0,0,3,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,42,21
UCL515037,103,30,21,0,3,4,0,0,3,0,163,20,36,23,0,0,0,6,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,23,0,0,0,6,0,0,0,86,0,3,0,0,0,0,0,0,0,0,0,121,68,43,5,3,4,9,0,3,0,255,34,15,9,0,6,3,4,0,0,6,80,15,24,20,5,0,0,3,0,0,0,62,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,15,23,20,3,0,4,5,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,46,39,30,7,4,6,10,0,6,6,146,138,46,34,6,5,7,9,0,4,6,241,35,62,39,3,0,6,8,0,0,0,147,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,35,61
UCL515038,165,13,10,5,0,3,0,0,0,9,201,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,163,13,11,5,0,3,0,0,0,11,208,179,19,9,0,0,0,0,0,0,11,215,10,0,5,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,191,20,18,0,3,0,5,0,0,13,248,340,33,22,4,0,3,0,0,0,23,419,15,0,11,3,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
UCL521001,26,3,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,35,28,0,3,0,0,0,0,0,0,0,34,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,36,51,0,4,0,0,0,0,0,0,0,62,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521002,54,3,0,0,0,0,0,0,0,0,64,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,0,0,0,0,0,69,49,9,3,0,0,0,0,0,0,3,62,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,55,9,3,0,0,0,3,4,0,3,72,100,13,4,0,0,0,0,0,0,8,124,9,0,0,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
UCL521003,55,3,0,0,0,0,0,0,0,0,64,0,6,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,53,9,4,6,0,0,0,0,0,0,70,48,7,0,0,0,0,0,0,0,0,58,4,7,5,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,54,17,3,8,0,0,0,0,0,0,80,103,7,0,0,0,0,0,0,0,5,126,4,14,10,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14
UCL521004,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL521005,31,9,6,0,0,0,0,0,0,4,53,3,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,34,13,12,0,0,0,0,0,0,4,66,41,15,6,0,0,0,0,0,0,6,66,5,3,10,5,0,0,0,0,4,5,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,0,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,39,16,13,0,0,0,0,0,4,7,94,73,20,16,3,0,0,0,0,0,3,119,4,8,14,3,0,0,0,0,4,5,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,11
UCL521006,44,5,3,0,0,0,0,0,0,3,53,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,42,6,5,0,0,0,0,0,0,3,63,55,4,0,0,0,0,0,0,0,0,65,5,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,56,18,3,0,0,0,0,0,0,0,80,98,11,3,0,0,0,0,0,0,5,124,7,6,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
UCL521007,23,0,0,3,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,5,0,3,0,0,0,0,0,8,32,23,5,0,0,0,0,0,0,0,6,29,0,0,4,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,22,9,7,4,0,0,0,0,0,3,44,45,4,3,3,0,0,0,0,0,13,66,0,3,4,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
