LGA_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA53290,5334,5124,10459,0,0,0,4,3,9,6,17,20,0,9,6,0,0,0,0,0,0,0,3,0,26,36,64,0,0,3,6,8,18,23,11,31,3,16,20,4,0,0,0,0,0,16,18,33,8,14,17,0,0,0,0,4,4,0,0,0,4,6,14,3,0,3,17,14,30,180,181,363,0,0,0,29,64,90,8,0,5,9,8,13,87,92,178,16,13,23,0,0,3,5,31,32,289,309,599,16,17,29,9,9,17,82,114,197,815,741,1558,20,6,28,6998,6879,13875
LGA53360,2456,2282,4735,0,0,0,0,0,0,0,20,22,0,8,8,0,0,0,3,0,3,0,0,0,27,37,64,0,6,9,0,0,0,6,5,11,0,3,3,0,0,0,0,0,0,12,15,25,18,13,30,4,6,14,0,0,0,0,0,0,3,5,8,0,0,4,16,10,32,99,71,167,0,0,0,11,18,32,7,7,14,3,0,8,30,28,58,0,0,4,0,3,5,0,11,9,264,268,530,38,34,68,0,5,3,75,110,192,212,198,411,19,26,45,3321,3190,6510
LGA53430,9942,10554,20500,0,0,0,0,0,3,77,114,187,25,56,83,71,60,134,14,11,20,10,4,12,126,165,289,9,5,17,25,28,55,77,71,150,21,61,84,20,11,34,10,7,10,167,137,301,333,394,720,21,69,93,7,11,21,3,3,8,53,77,129,9,3,8,67,70,131,369,301,668,4,3,9,40,88,135,39,48,82,40,67,108,161,154,310,7,17,19,5,10,14,8,55,66,1680,1552,3233,148,170,312,10,27,38,725,906,1632,1017,906,1917,107,84,192,15436,16297,31729
LGA53570,1801,1648,3457,0,0,0,0,0,3,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0,15,21,33,3,0,11,6,4,13,12,5,13,0,4,4,0,0,0,5,0,5,22,11,34,28,11,41,0,4,5,0,0,0,0,0,0,12,7,17,0,0,4,9,7,20,79,60,139,0,0,0,34,32,64,0,3,3,0,0,0,20,26,47,3,0,6,14,40,55,0,18,22,253,281,540,6,12,19,12,17,34,156,143,296,233,213,446,29,40,69,2753,2649,5395
LGA53640,498,419,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,21,21,36,0,0,0,30,21,50,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,23,21,45,0,0,0,0,0,0,5,10,10,58,51,107,0,0,0,645,559,1208
LGA53710,376,362,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,11,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,41,0,0,0,0,0,0,7,4,13,53,59,110,0,0,0,469,467,940
LGA53780,32800,31731,64540,1109,833,1944,311,312,622,67,61,129,1459,1740,3195,49,42,96,117,101,217,45,47,92,174,167,334,12,13,21,164,186,350,3947,3693,7640,756,1032,1788,211,178,389,239,238,478,225,189,418,252,247,496,30,101,130,237,275,509,94,82,178,1764,2078,3844,133,145,278,168,198,365,1732,1545,3271,837,696,1536,1666,2064,3734,95,104,193,757,878,1641,767,827,1591,719,638,1358,106,194,301,237,529,771,3887,3961,7846,161,129,286,244,356,601,3910,4128,8035,2563,2590,5154,142,178,320,62186,62507,124686
LGA53800,14835,15288,30124,0,0,0,9,6,14,20,40,61,17,42,53,7,3,12,8,12,18,11,13,27,51,91,147,3,0,11,9,6,11,118,111,229,32,52,88,3,4,6,4,0,10,37,47,87,59,59,119,0,8,10,5,7,9,0,0,0,40,41,80,13,9,24,52,48,98,368,334,694,23,20,44,174,286,464,11,10,19,24,26,50,222,255,477,23,15,35,8,21,35,22,106,127,859,958,1821,48,58,103,51,65,117,326,320,641,1708,1737,3442,33,21,52,19215,20143,39361
LGA53920,1898,1911,3810,0,0,0,0,0,0,0,5,5,0,8,3,0,0,0,0,0,0,3,4,7,9,12,22,0,0,0,0,0,0,5,9,9,0,5,4,0,0,0,0,0,0,10,7,19,4,0,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,8,46,36,83,0,0,0,8,9,16,4,0,5,3,0,0,11,9,22,6,0,3,0,5,3,0,3,5,77,59,137,5,6,7,4,3,3,40,34,70,344,261,604,16,14,25,2496,2400,4898
LGA53990,10464,10567,21028,0,0,6,4,0,8,14,19,31,53,70,118,3,0,0,0,0,0,17,4,17,28,59,86,0,3,6,7,7,10,85,73,158,4,29,35,0,0,5,4,8,15,50,50,101,85,70,157,0,13,12,21,21,44,0,0,0,29,36,69,0,0,0,54,47,105,467,447,909,5,5,9,245,291,536,4,7,19,15,17,31,189,223,406,0,7,6,18,50,64,13,41,51,832,936,1766,21,32,55,5,13,18,273,261,534,608,510,1123,19,18,36,13650,13934,27585
LGA54060,1446,1452,2897,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,17,21,0,0,0,0,0,0,3,3,10,0,4,6,0,0,0,0,0,0,4,9,8,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,45,46,92,0,0,0,0,7,12,0,3,3,0,0,0,9,11,14,0,0,0,0,0,0,3,14,16,107,135,243,3,0,3,4,3,3,17,13,29,282,208,492,0,0,4,1960,1942,3899
LGA54130,480,405,889,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,16,35,0,0,0,6,7,4,0,0,0,0,0,0,11,13,22,0,0,0,0,0,0,0,0,0,19,22,42,0,0,0,0,0,0,8,7,17,55,53,112,6,5,9,613,537,1151
LGA54170,46826,47635,94458,33,41,69,24,13,41,219,296,515,359,533,889,98,76,175,119,135,254,29,29,57,407,471,887,73,69,146,113,159,276,675,648,1326,110,286,393,232,228,465,33,23,54,1290,1243,2533,457,374,832,79,200,280,62,88,155,23,29,47,418,586,1004,21,29,48,316,297,618,1976,1908,3882,75,59,130,203,464,667,240,368,606,310,396,709,2698,2898,5599,112,111,224,41,84,126,72,321,388,13148,13446,26596,354,356,708,171,250,424,3127,3776,6904,1698,1771,3469,98,111,211,76350,79816,156162
LGA54200,19375,19599,38971,163,148,315,55,56,114,45,58,104,127,209,335,21,22,44,15,8,20,10,9,24,132,162,298,6,7,11,34,44,73,623,583,1204,67,132,198,15,14,31,3,0,8,208,210,421,212,176,390,11,40,51,14,29,41,17,20,36,149,244,394,12,18,34,131,130,263,983,915,1894,51,51,101,300,449,749,37,48,79,118,134,248,319,374,689,70,63,134,24,24,51,35,163,197,2769,2906,5676,91,96,182,28,56,82,895,1086,1983,846,884,1728,39,21,58,28041,29197,57243
LGA54280,10704,9244,19953,22,7,26,12,0,12,12,25,35,103,59,158,14,15,26,8,7,9,44,49,93,37,41,76,0,6,7,7,5,12,218,162,380,26,49,73,28,18,41,4,4,5,58,42,98,20,14,41,4,6,5,18,21,34,0,0,0,24,34,48,12,10,20,19,16,31,1143,960,2099,34,27,64,346,408,755,8,3,14,20,10,32,256,277,529,28,14,47,10,8,18,32,141,172,518,394,911,27,30,57,18,29,49,647,607,1252,2039,1350,3396,47,44,93,16548,14125,30673
LGA54310,9315,7232,16551,8,4,9,10,6,19,19,28,45,111,51,164,7,5,9,11,3,13,14,11,22,26,32,58,10,4,10,9,9,19,165,122,287,29,52,76,7,3,11,0,3,4,99,55,151,20,7,25,0,15,19,5,9,14,4,0,4,40,22,64,24,17,38,27,25,51,656,419,1077,22,16,48,248,238,483,10,8,19,25,11,33,171,123,291,29,16,43,15,23,34,37,125,163,642,407,1050,25,26,57,19,25,48,401,312,710,4004,1815,5818,109,40,149,16367,11313,27682
LGA54340,1384,1324,2708,20,8,30,0,0,0,0,3,3,11,10,21,0,0,0,3,0,3,17,0,15,0,8,10,0,0,0,0,0,0,7,4,12,3,9,15,0,5,5,0,0,5,4,0,4,12,4,19,0,0,0,0,0,0,0,0,0,19,13,37,0,0,0,10,3,10,65,68,131,7,0,10,12,22,37,0,0,0,10,15,19,18,22,43,3,0,6,0,9,9,24,47,74,54,81,133,3,3,5,3,3,3,137,79,217,250,217,472,3,0,3,2091,1969,4061
LGA54410,437,404,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,7,0,3,11,10,23,0,0,0,0,3,0,0,3,3,0,0,0,3,7,9,0,0,0,0,0,0,0,5,5,22,22,43,0,0,0,0,0,0,7,14,19,81,62,142,0,0,0,571,544,1117
LGA54480,205,168,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,8,3,6,27,27,51,0,0,0,257,219,480
LGA54550,738,694,1432,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,3,0,6,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,72,0,0,0,29,16,49,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,27,33,61,0,0,6,3,3,8,10,8,14,84,84,166,0,0,0,956,894,1847
LGA54620,519,303,816,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,50,0,0,0,6,0,6,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,29,21,47,0,0,0,0,0,0,13,4,20,78,54,133,3,0,4,697,408,1105
LGA54690,164,130,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,7,20,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,199,156,354
LGA54760,292,269,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,20,31,0,0,0,0,0,0,4,3,7,50,39,89,0,0,0,369,347,719
LGA54830,14079,13187,27264,13,5,18,29,33,62,44,44,90,92,139,234,37,36,72,17,6,29,23,23,47,73,64,140,6,0,8,27,30,57,932,841,1771,55,128,181,31,23,50,17,13,31,92,71,167,63,52,111,13,47,60,71,67,141,8,8,20,136,171,310,26,39,65,55,50,107,1032,960,1990,63,44,110,1224,1430,2655,20,28,53,92,109,205,350,372,719,70,69,136,6,33,40,37,143,176,1691,1719,3406,67,48,115,50,63,104,1077,1089,2167,941,891,1836,44,24,74,22691,22119,44805
LGA54900,540,431,973,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,4,23,13,38,0,0,0,8,3,9,0,0,0,0,0,0,12,10,19,0,0,0,0,0,0,0,0,0,24,30,52,0,0,0,0,0,0,3,9,16,67,48,106,0,0,3,693,555,1253
LGA54970,1103,417,1521,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,3,0,3,12,0,12,0,0,0,0,0,0,6,0,6,10,0,10,4,4,7,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,3,143,65,207,0,0,0,23,8,30,4,0,4,0,0,4,34,4,43,3,0,3,0,0,0,6,5,10,124,17,145,3,0,3,0,0,0,86,26,113,1469,295,1758,18,0,20,3076,855,3929
LGA55040,1018,484,1505,0,0,0,0,0,0,3,0,5,3,0,3,3,0,6,0,0,0,4,0,4,4,0,10,0,0,0,0,0,0,12,5,14,8,0,10,9,0,9,0,0,0,7,6,14,0,0,6,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,8,4,11,121,73,192,0,0,0,18,15,33,0,0,0,3,3,7,25,9,35,5,0,5,0,0,0,6,14,17,118,20,134,0,4,5,0,0,3,64,18,77,1281,330,1611,18,9,21,2751,999,3752
LGA55110,27587,30413,57996,9,9,19,12,10,22,82,104,184,57,147,198,24,21,44,16,11,27,18,22,39,152,214,364,18,10,23,26,29,52,329,318,649,67,204,274,30,34,65,5,4,9,226,210,434,129,80,209,7,51,64,27,41,74,0,0,4,89,127,220,26,22,50,190,210,403,1482,1624,3106,25,20,45,381,736,1122,35,47,80,55,88,142,664,820,1482,46,50,102,18,19,31,73,276,347,5485,6069,11558,130,124,260,50,90,138,934,1149,2081,1849,2097,3940,44,48,89,40394,45553,85956
LGA55180,3491,3378,6873,27,11,34,0,0,0,8,17,21,6,6,16,4,0,5,6,0,4,0,3,3,16,24,45,11,9,19,6,5,8,14,20,33,3,3,12,5,0,5,0,0,0,11,9,20,41,23,62,0,6,6,0,4,4,0,0,0,4,6,12,0,0,0,16,11,33,66,80,148,9,4,10,17,44,69,0,4,9,5,0,6,14,20,37,3,4,7,7,13,24,3,6,9,265,307,571,9,11,22,4,0,4,135,107,243,344,328,669,34,17,48,4578,4507,9085
LGA55250,814,432,1247,0,0,0,0,0,0,0,4,4,8,3,9,0,0,0,0,0,0,4,3,9,6,4,10,0,0,0,3,0,3,5,7,9,0,0,3,0,0,0,0,0,0,13,0,15,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,72,22,98,0,0,0,23,6,30,3,0,3,3,0,7,18,4,22,3,0,5,0,0,3,4,3,3,74,19,96,0,0,0,0,0,0,60,18,83,504,190,689,7,4,12,1649,736,2388
LGA55320,30389,32851,63241,9,10,23,62,54,113,130,174,303,885,1270,2153,101,110,207,63,58,121,14,25,38,174,248,414,39,36,81,307,356,660,933,972,1908,711,1004,1711,269,305,575,44,56,103,290,293,577,432,448,877,62,174,238,269,297,564,28,31,57,1556,1908,3462,45,50,90,157,161,313,836,850,1685,108,57,164,209,389,597,80,104,190,716,913,1626,798,888,1686,247,283,529,90,154,245,95,256,352,4222,4166,8383,264,263,529,138,200,342,1965,2350,4318,1562,1867,3429,148,145,292,48435,53759,102196
LGA55390,445,140,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,4,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,57,18,71,0,0,0,14,5,20,0,0,0,4,0,3,20,4,18,0,0,0,0,0,0,0,0,0,50,13,65,4,0,4,0,0,0,36,3,39,431,88,519,4,0,3,1103,281,1379
LGA55460,1207,1128,2332,0,0,0,0,4,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,10,16,0,0,0,0,0,0,0,0,0,3,4,7,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,42,29,69,0,0,4,14,14,32,0,3,3,0,4,5,15,9,22,0,3,3,0,0,4,0,0,3,58,51,113,0,0,3,4,6,4,28,24,56,223,193,414,0,3,3,1628,1503,3133
LGA55530,209,170,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,10,11,24,0,0,0,0,0,0,3,4,4,59,55,113,0,0,0,289,241,530
LGA55600,902,839,1744,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,7,8,13,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,14,21,24,51,0,0,0,8,17,28,0,0,0,0,3,3,11,14,21,0,0,0,0,0,0,0,4,4,38,44,84,4,0,0,0,0,0,7,9,15,174,140,315,51,0,51,1240,1125,2362
LGA55670,266,237,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,0,4,0,0,0,0,5,4,9,96,78,178,0,0,0,386,355,743
LGA55740,2647,2964,5619,0,0,0,3,0,8,18,30,46,37,67,103,7,4,14,3,0,4,0,3,3,16,36,46,6,3,6,21,38,61,33,35,64,13,25,40,15,6,21,12,4,13,36,64,105,30,16,47,11,23,31,0,9,15,4,0,5,38,52,89,3,0,3,15,13,25,78,71,141,5,4,3,17,36,49,14,29,37,41,45,87,85,82,170,17,19,35,0,3,6,5,27,32,425,436,868,46,54,99,0,11,13,284,297,577,179,213,392,18,22,37,4199,4733,8930
LGA55810,329,170,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,4,3,4,3,0,6,0,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,4,31,21,53,0,0,0,8,4,10,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,37,22,60,0,0,0,3,0,3,23,7,33,443,208,648,0,0,0,909,448,1356
LGA55880,189,165,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17,0,0,0,0,0,0,0,0,6,23,12,35,0,0,0,234,204,440
LGA55950,248,218,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,21,0,0,0,0,0,0,0,0,5,44,36,76,0,0,0,321,278,598
LGA56090,14233,13245,27482,7,6,11,5,3,7,45,35,77,35,54,91,30,32,62,5,10,8,9,7,13,132,127,260,9,6,12,17,18,35,129,112,238,20,28,42,15,10,19,0,0,0,102,94,202,125,96,223,7,32,41,3,5,6,8,0,5,52,60,113,5,7,4,116,113,228,526,458,985,0,9,10,70,139,209,30,35,59,24,42,73,203,207,407,20,14,35,5,11,16,19,81,102,2078,2122,4200,89,98,182,52,28,79,487,519,1004,572,574,1146,19,20,40,19307,18459,37765
LGA56160,55,68,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,5,7,9,4,21,0,0,0,76,90,169
LGA56230,6423,6636,13057,0,0,0,3,0,5,11,19,27,0,10,11,0,0,8,0,0,0,3,3,11,23,23,50,0,3,3,0,5,4,17,14,30,7,13,20,0,0,0,0,0,0,22,25,50,22,18,41,0,8,5,6,6,4,5,0,5,12,24,30,0,0,0,41,34,77,239,239,481,0,0,0,39,66,103,0,4,5,8,11,16,61,95,150,0,4,0,0,0,0,4,35,38,751,893,1646,18,34,57,4,21,23,98,86,181,533,534,1065,9,9,22,8377,8863,17239
LGA56300,521,481,1007,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,11,11,7,3,7,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,10,27,36,64,0,0,0,0,0,0,0,0,0,0,3,4,9,3,13,0,0,0,0,0,0,0,0,4,66,76,145,0,0,4,0,0,0,21,19,39,114,118,230,3,0,3,791,769,1563
LGA56370,300,270,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,3,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,16,16,31,0,0,0,0,0,0,5,3,8,69,48,123,0,0,0,409,362,770
LGA56460,1737,1783,3517,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,17,30,0,0,0,0,0,0,14,23,36,4,0,4,0,0,0,0,0,0,9,4,14,11,3,15,0,3,4,3,4,9,0,0,0,9,7,11,0,0,6,8,5,10,55,43,105,3,0,6,54,72,121,0,0,0,3,6,6,34,42,74,0,3,9,0,7,3,0,0,0,78,120,198,4,7,6,4,10,5,66,42,111,263,240,495,9,0,8,2380,2429,4808
LGA56580,7088,7149,14231,0,0,0,5,4,6,64,81,148,253,301,556,17,15,31,9,11,20,3,5,7,53,65,119,7,13,22,79,88,164,157,154,316,62,92,156,42,42,82,5,0,3,69,83,150,52,38,94,28,44,68,11,23,34,3,4,4,289,362,658,4,4,11,61,40,100,157,132,282,14,12,27,14,37,45,16,30,52,151,159,308,233,218,452,62,63,123,34,47,75,23,22,42,949,858,1807,139,141,283,29,67,96,398,501,902,277,310,590,28,29,60,10884,11248,22132
LGA56620,611,651,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,12,0,0,5,0,0,0,3,10,14,75,49,124,3,0,3,715,736,1444
LGA56730,3980,4065,8043,15,3,18,10,0,12,3,3,13,8,8,19,4,4,4,3,4,6,14,0,14,34,35,70,3,0,3,3,0,4,50,33,82,3,16,24,30,0,30,15,0,16,15,13,30,8,10,16,0,0,0,6,0,6,8,0,8,11,7,18,7,3,9,25,28,53,150,149,295,13,6,26,72,107,182,13,11,21,10,7,19,29,34,67,26,7,29,0,0,0,5,10,17,299,351,648,9,10,23,35,8,42,160,87,245,520,532,1047,3,3,6,5581,5566,11145
LGA56790,1628,1449,3072,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,0,3,0,0,0,12,14,23,0,0,4,0,0,0,3,8,10,0,4,4,0,0,0,0,0,0,10,4,12,3,6,6,0,3,3,0,0,0,0,0,0,0,5,7,0,0,0,14,14,25,45,50,99,0,0,0,0,8,11,0,0,0,0,0,0,14,16,29,0,0,0,0,4,4,0,3,3,151,159,312,0,3,4,0,3,3,26,39,62,329,299,630,7,3,13,2256,2099,4355
LGA56860,93,84,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,12,4,12,0,0,0,0,0,0,0,0,0,25,32,60,0,0,0,130,125,250
LGA56930,466,640,1106,0,0,0,0,0,0,3,8,6,11,25,28,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,7,9,0,4,6,0,3,4,6,3,3,0,0,0,7,10,12,0,0,7,0,7,8,0,0,0,0,0,0,6,5,16,0,0,0,0,4,0,4,11,11,0,3,5,0,0,0,0,4,0,5,10,18,17,24,36,3,3,5,0,0,0,0,0,0,67,77,142,5,14,25,0,0,3,22,31,55,13,33,50,0,0,0,647,930,1583
