LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA54830,252,0,6,0,0,261,121,0,4,0,0,128,104,3,3,0,0,111,203,0,3,0,0,212,366,15,16,0,0,398,1416,29,27,0,0,1464,1949,21,11,0,4,1979,2118,17,8,0,0,2146,696,3,0,0,0,705,378,3,0,0,0,379,221,0,0,0,0,226,418,7,0,0,0,421,8236,105,80,0,5,8429
LGA54900,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,7,0,0,0,0,7,21,0,0,0,0,19,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,8,91,4,0,0,0,93
LGA54970,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
LGA55040,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,0,3,5,0,26
LGA55110,472,47,13,0,0,533,215,25,5,0,0,245,185,37,6,0,0,224,362,41,7,3,0,409,496,63,14,3,0,574,1921,128,30,0,0,2077,2567,77,18,0,0,2665,2971,59,19,0,0,3048,1011,18,10,0,0,1045,701,20,21,0,0,737,471,8,11,0,0,498,714,31,11,0,0,757,12100,537,169,8,0,12812
LGA55180,70,0,0,0,0,70,48,0,0,0,0,48,25,0,0,0,0,27,77,0,0,0,0,77,104,3,0,0,0,113,237,3,0,5,0,246,147,0,0,0,0,148,134,0,0,0,0,135,48,0,0,0,0,48,52,0,0,0,0,52,37,0,0,0,0,37,65,0,0,0,0,66,1049,8,0,3,6,1068
LGA55250,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,3,4,21
LGA55320,645,89,20,0,0,749,173,23,9,0,0,198,170,26,8,0,0,205,212,53,6,0,0,274,295,59,24,0,0,374,824,245,75,0,0,1145,977,354,106,0,0,1441,2059,447,79,0,0,2586,1571,200,40,0,0,1812,1862,180,23,0,3,2066,1687,141,22,0,4,1855,646,109,23,0,0,779,11114,1927,430,0,7,13480
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,19,0,0,0,0,19,27,0,0,0,0,26,20,0,0,0,0,21,38,0,0,0,0,38,43,0,0,0,0,43,88,0,0,0,0,88,38,0,0,0,0,42,34,0,0,0,0,34,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,14,0,0,0,0,14,344,0,0,0,0,347
LGA55530,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,30
LGA55600,21,0,0,0,0,21,7,0,0,0,0,7,15,0,0,0,0,13,28,0,0,0,0,27,24,0,0,0,0,24,48,0,0,0,0,48,32,0,0,0,0,34,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,215,0,0,0,0,217
LGA55670,10,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,37,0,0,0,0,40
LGA55740,44,10,6,0,0,55,4,0,0,0,0,8,0,0,0,0,0,8,9,5,10,0,0,20,17,3,9,0,0,30,40,12,21,0,0,72,28,21,16,0,0,61,72,26,15,0,0,113,73,8,3,0,0,90,149,11,3,0,0,162,325,6,0,0,0,335,72,7,0,0,0,81,837,107,90,0,0,1035
LGA55810,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,16
LGA55880,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
LGA55950,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,36
LGA56090,294,6,0,0,0,295,104,0,0,0,0,106,90,0,0,0,0,91,167,0,0,0,0,173,252,8,0,0,0,262,660,15,0,0,0,678,1063,12,0,0,0,1069,1634,8,5,0,0,1646,784,0,0,0,0,786,633,0,0,0,0,635,394,0,0,0,0,393,375,5,0,0,0,379,6452,62,6,0,0,6519
LGA56160,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4
LGA56230,109,0,0,3,0,113,45,0,0,5,0,47,43,0,0,0,0,43,83,4,0,0,0,89,111,0,0,0,0,115,368,4,0,0,0,374,476,4,0,5,0,486,588,4,0,0,0,590,273,0,0,0,0,277,230,0,0,0,0,231,130,0,0,0,0,130,161,0,0,0,0,161,2625,21,0,13,6,2661
LGA56300,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,34,0,0,0,0,34,25,0,0,0,0,25,26,0,0,0,0,25,6,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,6,16,0,0,0,0,15,163,0,0,0,0,165
LGA56370,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,52
LGA56460,30,0,0,0,0,30,18,0,0,0,0,22,19,0,0,0,0,19,56,0,0,0,0,56,54,0,0,0,0,54,127,0,0,0,0,127,85,0,0,0,0,85,48,0,0,0,0,48,23,0,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,31,0,0,0,0,36,517,0,0,0,0,521
LGA56580,152,12,4,0,0,166,23,0,0,0,0,23,20,5,0,0,0,26,24,5,0,0,0,28,23,4,0,0,0,31,72,7,8,0,0,88,68,18,12,0,0,97,181,26,14,0,0,211,133,16,5,0,0,159,282,39,3,0,0,326,917,31,6,0,0,957,149,14,4,0,0,161,2050,169,68,0,0,2284
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,80,0,0,0,0,78,45,0,0,0,0,45,59,0,0,0,0,60,94,0,0,0,0,99,124,0,0,0,0,125,310,0,0,0,0,313,263,0,0,0,0,262,233,0,0,0,0,230,113,0,0,0,0,113,62,0,0,0,0,68,43,0,0,0,0,43,66,0,0,0,0,70,1495,6,0,0,7,1508
LGA56790,22,0,0,3,0,21,9,0,0,0,0,11,10,0,0,0,0,11,23,0,0,0,0,18,14,0,0,0,0,22,46,4,0,4,0,53,34,0,0,0,0,37,34,0,0,4,0,38,21,0,0,0,0,20,14,0,0,0,0,14,6,0,0,0,4,14,23,0,0,3,0,23,254,3,0,22,4,281
LGA56860,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
LGA56930,15,3,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,5,0,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,4,5,5,0,0,0,13,69,0,0,0,0,76,15,4,0,0,0,19,127,10,9,0,0,146
LGA57000,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,3,31
LGA57080,3,14,107,0,0,119,0,4,25,0,0,29,0,0,18,0,0,21,0,3,30,0,0,36,4,7,74,0,0,80,0,22,284,0,0,304,11,19,350,0,0,373,7,22,430,0,0,463,11,13,200,0,0,220,22,27,198,0,0,243,21,32,145,0,0,198,10,12,99,0,0,119,81,169,1955,0,0,2208
LGA57140,12,0,0,0,0,12,6,0,0,0,0,6,4,0,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,16,0,0,0,0,16,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,102,0,0,0,0,102
LGA57210,36,0,0,0,0,36,26,0,0,0,0,26,31,0,0,0,0,31,53,0,0,0,0,51,42,0,0,0,0,41,137,0,0,0,0,140,98,0,0,0,0,97,77,0,0,0,0,77,23,0,0,0,0,23,12,0,0,0,0,12,14,0,0,0,0,14,37,0,0,0,0,37,582,4,0,5,3,593
LGA57280,25,3,0,0,0,29,17,4,0,0,0,22,11,8,0,0,0,19,46,9,0,0,0,53,63,15,0,8,0,79,131,15,4,0,0,155,117,8,0,0,0,126,111,12,0,7,0,130,56,4,0,0,0,56,67,0,0,0,0,67,53,4,0,0,3,62,53,0,0,3,0,55,744,81,12,17,5,860
LGA57350,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,7,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,57,0,0,0,0,57
LGA57420,28,0,0,0,0,28,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,8,0,0,0,0,8,29,0,0,0,0,34,18,0,0,0,0,18,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,127,0,0,0,0,132
LGA57490,689,37,11,0,0,733,312,15,6,0,0,333,253,8,4,0,0,273,511,34,11,5,0,557,758,52,26,0,0,835,3432,109,55,3,3,3603,5164,78,33,0,9,5277,6047,59,26,5,14,6146,2052,11,17,0,0,2079,1221,12,8,0,0,1243,744,6,6,0,0,756,1278,18,7,0,0,1305,22451,432,215,14,22,23137
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA57700,162,0,0,0,0,162,48,0,4,0,0,49,47,0,0,0,0,47,81,0,0,0,0,83,156,6,0,0,0,161,709,7,4,0,0,717,1294,12,0,0,0,1309,1898,4,0,0,3,1913,855,0,0,0,3,855,553,0,0,0,0,553,316,0,0,0,0,316,330,0,0,0,0,334,6452,30,5,5,6,6501
LGA57770,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,5,4,0,0,3,0,7,12,0,0,0,0,11,8,0,0,0,0,6,13,0,0,7,0,14,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,43,4,0,19,0,69
LGA57840,187,96,25,0,0,309,44,21,4,0,0,67,46,20,12,0,0,78,60,37,9,0,0,106,56,38,17,0,0,115,174,193,97,0,0,466,229,220,90,0,0,549,472,302,89,0,0,870,411,148,42,0,0,602,522,140,38,0,0,702,743,116,24,0,0,884,192,78,26,0,0,300,3140,1411,484,0,7,5043
LGA57910,1115,360,74,0,0,1549,310,106,30,0,0,447,259,121,42,0,0,426,455,260,97,0,0,805,630,388,119,0,0,1136,2026,1489,381,0,0,3897,2537,1933,354,0,0,4820,3966,2111,235,0,4,6323,2520,831,67,0,0,3416,3039,631,66,0,0,3739,2606,313,45,4,0,2967,1228,454,75,0,0,1761,20683,8999,1585,4,8,31280
LGA57980,79,12,9,0,0,106,20,3,4,0,0,34,14,4,7,0,0,22,19,3,19,0,0,40,18,13,21,0,0,48,58,29,57,0,0,145,65,37,90,0,0,187,116,53,77,0,0,250,107,42,34,0,0,180,215,51,29,0,0,293,408,42,21,0,0,470,59,22,12,0,0,89,1177,316,378,3,0,1865
LGA58050,929,43,4,0,0,980,318,23,5,0,0,342,285,20,3,0,0,309,507,44,15,0,0,571,813,77,5,0,0,896,3444,271,37,0,4,3759,5624,271,21,0,4,5918,7703,242,12,3,7,7965,3107,58,3,0,4,3176,1854,46,3,0,0,1905,1100,10,0,0,4,1122,1462,48,4,0,6,1517,27164,1148,116,10,21,28466
LGA58190,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
LGA58260,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,34
LGA58330,33,0,0,0,0,35,15,0,0,0,0,19,24,0,0,0,0,24,40,0,0,0,0,40,46,0,0,0,0,42,102,0,0,0,0,102,140,0,0,0,0,141,127,0,0,0,0,127,64,0,0,0,0,66,37,0,0,0,0,37,26,0,0,0,0,23,44,0,0,0,0,44,693,3,0,0,4,697
LGA58400,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,6
LGA58510,150,40,25,0,0,210,51,12,6,0,0,76,38,7,13,0,0,60,65,21,14,0,0,100,81,25,25,0,0,135,319,118,92,0,0,527,411,189,122,0,0,721,743,233,99,4,0,1079,472,91,50,0,0,614,431,56,47,0,0,535,234,34,36,0,0,310,145,40,39,0,0,221,3146,874,556,4,3,4577
LGA58540,16,0,0,0,0,16,4,0,0,0,0,4,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,58,0,0,0,0,51
LGA58570,122,54,27,0,0,206,42,10,15,0,0,72,28,13,22,0,0,65,45,18,27,0,0,91,84,33,51,0,0,169,167,90,191,0,0,456,200,142,269,5,0,620,471,217,203,3,0,895,418,151,79,4,0,655,605,137,59,5,0,804,571,79,33,0,0,679,130,50,39,0,0,212,2883,994,1020,11,5,4911
LGA58610,16,0,0,0,0,16,14,0,0,0,0,14,19,0,0,0,0,19,28,0,0,0,0,28,22,0,0,0,0,23,31,0,0,0,0,31,23,0,0,0,0,23,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,186,0,0,0,0,187
LGA58680,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,53,0,0,0,0,53
LGA58760,1250,54,6,4,0,1312,409,24,0,0,0,431,394,33,0,0,0,426,700,47,0,0,0,752,1112,65,3,0,0,1187,4423,316,22,3,3,4764,7396,322,8,0,3,7736,10785,212,10,0,6,11016,4528,48,8,0,0,4587,2647,32,0,0,0,2676,1490,20,5,0,0,1516,2086,72,6,0,0,2161,37225,1238,77,8,17,38561
LGA58820,24,0,0,0,0,24,8,0,0,0,0,9,14,0,0,0,0,12,31,0,0,0,0,31,39,0,0,0,0,39,98,0,0,0,0,96,116,0,0,0,0,118,108,0,0,0,0,111,51,0,0,0,0,51,37,0,0,0,0,37,16,0,0,0,0,16,38,0,0,0,0,37,580,7,0,0,3,588
LGA58890,13,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,54,0,0,0,0,54
LGA59030,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
LGA59100,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,47,0,0,0,0,47
LGA59170,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,23,0,0,0,0,23,10,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,82,0,0,0,0,80
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,14,0,0,0,0,14,14,0,0,0,0,15,22,0,0,0,0,24,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,107,0,0,3,0,109
LGA59320,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
LGA59330,4,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,36
LGA59340,10,0,0,5,0,18,6,0,0,3,0,3,4,0,0,0,0,3,8,0,0,0,0,14,14,0,0,3,0,25,37,3,0,6,0,47,33,4,3,6,0,42,56,4,4,4,3,65,28,5,0,3,0,37,23,0,0,0,0,29,22,0,0,4,9,30,19,3,0,8,4,31,255,25,7,39,15,335
LGA59350,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
LGA59360,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,14,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,67,0,0,0,0,70
LGA59370,24,0,0,0,0,25,11,0,0,0,0,14,6,0,0,0,0,6,20,0,0,0,0,20,38,0,0,0,0,38,88,0,0,0,0,86,82,0,0,0,0,82,71,0,0,0,0,69,22,0,0,0,0,24,16,0,0,0,0,16,10,0,0,0,0,10,28,0,0,0,0,24,423,4,0,0,4,433
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
