ILOC_CODE_2021,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC50300408,0,3,0,3,0,13,0,16,0,8,0,11,0,3,0,3,0,9,0,13,0,11,0,17,0,3,0,3,0,3,0,3,0,0,0,0,0,53,0,69,0,5,0,5,0,15,0,15,0,11,0,9,0,5,0,5,0,8,0,6,0,14,0,12,4,9,0,12,6,12,0,14,3,3,0,3,13,82,0,81,0,7,0,7,0,34,0,30,0,19,3,19,0,10,0,8,0,19,0,17,0,28,7,29,4,13,0,10,7,18,0,21,3,3,0,7,14,151,10,148
ILOC50300409,0,4,0,4,0,12,4,19,0,9,0,9,0,11,0,11,0,18,0,18,0,13,0,12,0,16,0,16,0,8,0,13,0,0,0,0,0,91,4,102,0,0,0,5,0,12,0,12,0,4,0,4,0,4,0,6,0,17,0,14,0,10,0,15,0,18,0,18,3,8,0,5,0,4,0,4,3,77,0,83,0,4,0,8,0,29,4,29,0,14,0,14,3,15,0,18,0,32,0,33,0,18,4,26,0,33,0,30,7,14,0,24,0,3,0,7,10,162,8,189
ILOC50300410,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,9,0,10,0,10,0,0,0,4,0,3,0,3,0,29,0,39,0,5,0,5,0,9,0,9,0,11,0,9,0,3,0,3,0,3,0,3,0,10,0,8,0,3,0,3,4,3,0,5,0,3,0,9,4,50,0,54,0,10,0,10,0,12,0,12,0,17,4,15,0,0,0,0,0,11,0,11,0,14,5,15,0,13,0,13,3,9,0,7,3,3,3,9,6,89,12,92
ILOC50300501,0,5,0,5,0,6,0,6,0,0,0,0,0,3,0,0,0,8,0,8,0,7,0,7,0,3,0,3,0,0,0,6,0,6,0,3,0,38,0,38,0,9,0,9,0,11,0,11,0,4,0,4,0,7,0,7,0,9,0,9,0,12,0,9,0,6,0,8,0,3,0,5,0,0,0,5,0,61,0,67,0,15,0,14,0,21,0,21,0,8,0,8,0,10,0,7,0,13,0,13,0,12,0,17,0,6,0,12,5,10,0,9,0,6,0,10,5,101,0,111
ILOC50300502,0,0,0,0,0,6,0,14,0,0,0,3,0,9,0,9,0,12,0,12,0,15,0,15,0,4,0,4,0,5,0,5,0,4,0,4,0,55,0,66,0,0,0,4,0,13,0,13,0,7,0,7,0,5,0,5,0,3,0,3,0,3,0,4,0,5,0,9,0,4,0,4,0,0,0,3,0,40,0,52,0,5,0,6,0,22,0,26,0,10,0,5,0,11,0,11,0,11,0,11,0,14,0,18,0,18,0,12,0,8,0,8,0,6,0,9,0,105,0,106
ILOC50300503,0,0,0,0,0,5,0,5,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,4,0,7,0,4,0,4,0,0,0,0,0,18,0,21,0,3,0,3,0,10,0,10,0,4,0,4,0,0,0,0,0,7,0,7,0,3,0,9,0,8,0,9,0,9,0,9,0,0,0,3,0,44,0,54
ILOC50300601,0,18,0,18,0,30,4,35,0,16,3,19,0,24,0,20,0,32,4,33,0,31,0,32,3,22,0,29,0,9,0,9,0,3,0,4,3,185,11,199,0,18,0,18,0,25,0,25,0,16,8,19,0,30,0,30,0,35,5,37,0,34,0,40,0,29,0,29,3,15,0,23,7,5,0,4,10,207,13,225,0,36,0,36,0,58,4,60,0,32,8,42,0,53,0,49,0,66,3,76,0,67,0,67,3,47,0,56,7,24,0,31,3,9,0,12,13,392,15,429
ILOC50300701,0,0,0,7,0,12,0,17,0,6,0,6,0,8,0,6,0,8,0,8,0,5,0,5,0,4,0,4,0,4,0,3,0,3,0,8,0,50,0,64,0,5,0,9,0,12,0,12,0,8,0,8,0,0,0,0,0,12,0,12,0,4,0,8,0,11,0,8,4,7,0,7,5,5,0,7,9,64,0,71,0,7,4,15,0,29,0,30,0,10,0,10,0,10,0,10,0,18,0,18,0,19,0,18,0,14,0,17,0,7,0,13,4,8,0,19,4,122,4,150
ILOC50400101,0,11,0,11,0,10,0,10,0,6,0,6,0,7,0,7,0,7,0,7,0,12,0,12,0,6,0,6,0,3,0,3,0,6,0,9,0,68,0,71,0,11,0,11,0,10,0,10,0,0,0,0,0,8,0,8,0,9,0,9,0,8,0,8,0,5,0,5,0,6,0,4,0,0,0,3,0,57,0,58,0,23,0,23,0,21,0,21,0,11,0,11,0,11,0,11,0,18,0,18,0,25,0,25,0,7,0,7,0,8,0,11,0,10,0,13,0,134,0,140
ILOC50400102,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,3,0,3,0,12,0,12,0,6,0,6,0,3,0,3,0,0,0,0,0,7,0,7,0,6,0,6,0,6,0,6,0,4,0,4,0,47,0,47
ILOC50400103,0,28,0,28,0,25,3,26,0,31,0,33,0,13,0,15,0,43,0,44,0,23,0,27,0,18,0,22,0,3,0,7,3,0,0,3,3,184,3,205,0,18,0,18,0,33,0,33,0,16,0,16,0,28,3,30,0,30,4,36,0,18,5,21,0,15,4,23,0,9,0,13,7,4,0,11,7,171,16,201,0,49,0,49,0,58,3,58,0,49,0,48,0,45,6,49,0,71,4,81,0,49,3,50,0,34,3,44,5,11,0,20,8,8,0,14,13,374,19,413
ILOC50400201,0,19,0,19,0,44,0,44,0,27,0,25,0,23,3,25,0,30,0,36,0,29,0,34,0,28,0,23,0,3,0,10,3,6,0,4,3,209,3,220,0,15,3,12,3,33,0,40,0,11,0,17,0,21,4,19,0,38,0,42,0,32,0,32,3,19,0,24,3,5,0,7,6,6,0,12,15,180,7,205,0,30,3,36,3,80,0,80,0,36,0,38,0,46,6,50,3,66,0,75,0,67,3,67,4,41,0,48,4,10,0,18,12,10,0,20,26,386,12,432
ILOC50400202,0,5,0,5,0,10,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,6,0,6,0,0,0,0,0,3,0,3,0,32,0,28,0,0,0,0,0,5,0,5,0,5,0,5,0,4,0,4,0,4,0,4,0,0,0,0,0,4,0,4,0,4,0,7,0,5,0,5,0,31,0,34,0,8,0,8,0,15,0,15,0,8,0,8,0,4,0,4,0,6,0,10,0,5,0,5,0,13,0,13,0,4,0,7,0,3,0,3,0,66,0,73
ILOC50400203,0,4,0,4,0,14,0,14,0,8,0,8,0,4,0,4,0,7,0,7,0,7,0,13,0,4,0,4,0,4,0,4,0,0,0,0,0,52,0,58,0,10,0,10,0,14,0,12,0,9,0,9,0,4,0,6,0,13,0,13,0,9,0,11,0,3,0,3,0,5,0,4,0,5,0,5,0,72,0,73,0,11,0,11,0,25,0,24,0,16,0,16,0,13,0,17,0,15,0,15,0,22,0,23,0,3,0,3,0,3,0,10,0,5,0,4,0,113,0,123
ILOC50400204,0,8,0,11,0,10,3,15,0,8,0,7,0,5,0,6,0,12,5,15,0,3,4,7,0,10,0,13,0,0,0,3,0,0,0,3,0,56,12,80,0,5,0,11,0,18,5,19,0,10,0,10,0,11,0,15,0,14,5,18,0,6,6,11,3,8,0,7,0,0,0,0,0,0,0,0,3,72,16,91,0,20,0,24,0,27,7,39,0,17,0,20,0,18,5,19,0,30,8,37,0,12,11,19,0,20,0,18,0,0,5,4,5,0,0,3,5,144,36,183
ILOC50400205,0,7,0,7,0,8,0,11,0,6,0,11,0,9,0,9,0,13,0,15,0,10,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,58,0,68,0,0,0,0,0,7,0,8,0,3,0,3,0,7,0,7,0,8,0,7,0,8,0,10,0,10,0,10,0,3,0,3,3,0,0,4,3,46,0,52,0,12,0,12,0,14,6,21,0,12,0,7,0,16,0,16,0,21,0,26,0,14,0,14,0,11,0,11,0,3,0,3,3,0,0,0,3,103,6,110
ILOC50400301,0,34,0,33,6,65,7,80,0,34,0,40,0,27,0,30,4,37,6,39,0,36,0,41,0,33,3,39,0,14,0,17,5,10,0,18,15,290,16,337,0,38,0,44,4,47,10,61,0,41,5,39,0,29,6,33,0,47,3,54,0,60,4,65,0,49,4,49,3,22,0,32,11,13,0,29,18,346,32,406,0,74,5,79,8,111,21,141,0,74,7,80,0,58,4,60,7,86,4,95,0,98,3,105,4,81,10,92,6,38,0,53,20,30,0,45,45,650,54,750
ILOC50400302,0,18,0,19,0,24,0,22,0,12,0,12,0,9,0,9,0,15,0,15,0,13,3,18,0,14,0,12,0,7,0,7,0,11,0,14,0,123,3,128,0,14,0,11,0,23,3,27,0,13,0,13,0,7,0,7,0,27,3,24,0,15,4,19,0,5,0,14,0,9,0,9,0,5,0,6,0,118,10,130,0,25,3,25,0,47,3,50,0,25,0,25,0,13,0,13,0,36,3,39,0,28,6,34,0,20,0,20,0,14,0,18,0,15,0,19,0,223,15,243
ILOC50400303,0,8,0,6,0,16,0,16,0,12,0,12,0,0,0,0,0,8,0,8,0,10,3,11,0,3,0,6,0,0,0,0,0,0,0,0,0,57,3,59,0,7,0,7,0,17,0,17,0,8,0,8,0,3,0,3,0,7,0,7,0,8,0,16,0,8,0,8,3,3,0,4,0,0,0,0,3,61,0,70,0,16,0,15,0,36,0,36,0,18,0,18,0,10,0,10,0,13,0,13,0,17,4,22,0,14,0,16,3,3,0,7,0,0,0,0,3,127,4,137
ILOC50400401,0,12,0,12,0,36,0,36,0,25,11,32,0,7,3,12,0,20,0,23,0,17,10,22,0,12,0,15,0,9,0,11,0,11,4,12,0,149,28,175,0,8,4,16,0,30,5,33,0,20,0,22,0,11,4,13,0,24,0,33,0,19,4,20,0,15,0,17,4,9,0,15,6,3,3,7,10,139,20,176,0,18,4,23,0,65,6,69,0,45,10,57,0,15,4,25,0,42,3,51,0,36,17,46,0,27,9,30,6,13,3,24,6,11,5,17,12,272,61,342
ILOC50400501,0,27,0,31,0,18,0,18,0,22,0,22,0,20,0,20,0,15,0,19,0,23,0,26,0,13,0,12,0,9,0,4,0,3,0,3,0,150,0,155,0,18,0,18,0,35,0,35,0,20,0,20,0,22,0,21,0,22,0,22,0,22,0,22,0,18,0,21,0,12,0,16,0,3,0,7,0,172,0,182,0,44,0,45,0,55,0,55,0,41,0,41,0,43,0,42,0,40,0,44,0,46,0,50,0,31,0,38,0,18,0,19,4,3,0,5,4,321,0,339
ILOC50400601,0,48,6,52,7,118,18,146,0,36,4,43,3,35,0,38,4,72,0,77,0,55,5,59,3,42,3,50,8,29,4,32,13,11,3,26,38,446,43,523,0,51,3,57,3,137,7,148,0,41,6,44,0,49,3,55,5,87,3,97,0,67,3,67,3,83,3,84,0,38,0,38,15,13,0,30,26,566,28,620,0,101,10,110,14,252,29,293,5,77,10,92,3,84,7,92,9,162,7,174,4,118,7,126,14,120,3,133,8,61,4,72,28,23,3,59,85,998,80,1151
ILOC50400602,0,6,0,6,0,5,0,5,0,7,0,7,0,5,0,5,0,15,0,15,0,7,0,7,0,3,0,6,0,3,0,3,0,3,0,3,0,54,0,57,0,0,0,0,0,10,3,17,0,5,0,5,0,0,0,0,0,9,0,9,0,8,0,8,0,7,0,7,0,6,0,6,0,8,0,8,0,53,3,60,0,7,0,7,0,16,3,18,0,15,0,15,0,0,0,0,0,21,0,21,0,17,0,17,0,15,0,13,0,5,0,5,0,8,0,8,0,104,3,104
ILOC50400603,0,4,0,4,0,9,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,5,0,5,0,0,0,0,0,6,0,6,0,30,0,29,0,0,0,0,0,9,0,9,0,4,0,4,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,23,0,26,0,4,0,4,0,15,0,12,0,4,0,4,0,0,0,0,0,11,0,11,0,5,0,5,0,7,0,7,0,6,0,6,0,5,0,5,0,57,0,54
ILOC50400701,0,9,4,7,0,7,3,11,0,0,0,0,0,5,0,5,0,15,0,17,0,8,3,14,0,9,0,9,0,8,0,9,0,7,0,7,0,68,10,79,0,3,0,3,0,17,3,18,0,0,0,7,0,5,0,10,0,10,0,10,0,10,3,14,0,8,5,3,0,9,0,9,0,0,0,8,0,62,11,82,0,15,4,14,0,17,14,29,0,4,0,6,0,13,0,15,0,21,0,23,0,19,7,29,0,15,5,15,3,13,0,16,0,9,0,7,3,126,30,154
ILOC50400702,0,5,0,5,0,14,0,15,0,0,0,0,0,4,0,4,0,3,0,6,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,36,0,40,0,3,0,5,0,6,3,13,0,5,0,5,0,3,0,3,0,6,0,3,0,3,0,3,0,0,0,0,0,5,0,5,0,0,0,3,0,31,3,40,0,7,0,7,0,15,3,24,0,4,0,3,0,6,0,6,0,6,0,14,0,9,0,9,0,9,0,9,0,5,0,5,0,0,0,4,0,61,3,81
ILOC50400801,0,14,0,14,0,44,9,49,0,8,0,8,0,8,0,9,0,23,5,27,3,17,4,26,0,28,4,35,0,15,0,24,5,12,0,16,8,169,22,208,0,16,0,20,0,46,6,47,0,22,0,22,0,11,0,14,0,34,0,34,0,37,0,43,0,22,0,24,3,16,0,22,3,6,0,15,6,210,6,241,0,33,0,34,3,91,4,103,0,26,0,26,0,21,6,22,0,59,5,59,0,56,10,67,0,50,4,55,6,35,9,45,5,17,0,30,14,388,38,441
ILOC50500101,0,62,0,69,5,78,3,86,0,31,3,39,7,25,0,37,6,61,0,64,0,28,4,30,6,28,0,30,10,18,0,26,5,14,0,18,39,345,10,399,0,56,3,56,3,86,5,89,0,38,0,40,0,38,0,45,0,47,0,56,6,33,3,38,3,36,0,40,7,27,0,33,11,21,0,30,30,382,11,427,3,113,10,124,5,162,8,178,8,68,3,77,4,70,0,80,8,115,5,117,7,56,3,68,6,62,0,76,17,40,3,61,15,35,0,50,73,721,32,831
ILOC50500102,0,55,0,56,10,100,0,110,0,41,0,42,0,25,0,25,0,86,0,86,0,48,0,47,5,24,0,30,0,12,0,12,0,3,4,10,15,394,4,418,0,53,5,57,12,136,0,143,0,35,0,35,0,36,0,36,0,66,3,69,4,35,0,45,3,20,0,25,7,17,0,21,0,8,0,10,26,406,8,441,5,106,4,116,18,233,5,253,3,75,0,84,0,60,0,60,0,154,3,160,13,81,0,93,9,45,0,50,7,29,0,33,3,10,4,14,58,793,16,863
ILOC50500103,0,14,0,20,4,47,3,51,4,5,0,14,3,18,0,18,0,29,0,28,4,15,0,22,0,16,0,14,0,13,0,19,0,3,0,9,15,160,3,195,0,15,3,21,0,35,3,44,0,11,0,14,0,14,0,20,0,30,0,32,0,28,0,32,0,10,0,16,0,13,3,22,4,7,0,10,4,163,9,211,0,33,6,41,4,87,5,97,3,18,0,22,4,31,0,35,0,55,4,62,4,45,0,49,3,23,0,32,0,30,3,38,3,16,4,22,21,338,22,398
ILOC50500104,0,37,0,37,3,58,0,68,0,22,0,21,0,14,0,19,0,32,5,36,0,17,0,21,0,18,0,15,0,9,0,10,0,6,0,3,3,213,5,230,0,27,0,29,0,67,0,73,0,21,0,23,0,14,0,16,0,31,0,34,0,12,0,12,0,17,0,18,0,10,0,12,5,12,0,12,5,211,0,229,0,65,0,67,6,131,0,135,3,44,0,49,0,30,5,30,0,65,3,77,0,37,0,40,0,31,3,30,0,22,0,28,7,13,0,16,16,438,11,472
ILOC50500105,0,11,0,12,0,17,0,26,0,10,0,11,0,15,0,15,0,18,0,14,0,6,3,9,4,11,0,15,0,11,0,10,0,3,0,3,4,102,3,115,0,11,0,11,0,27,0,25,0,7,0,8,0,10,0,9,0,24,0,22,0,11,0,12,0,13,0,13,0,8,0,8,0,5,0,6,0,116,0,114,0,24,0,26,6,44,0,45,0,17,0,19,0,23,0,27,3,35,0,40,0,20,4,22,4,24,0,26,0,18,0,19,0,11,0,7,13,216,4,231
ILOC50500201,0,22,0,29,7,47,0,53,0,24,0,27,0,22,0,20,0,29,0,29,0,13,0,16,0,14,0,19,3,13,0,13,0,5,0,5,10,189,0,211,0,22,0,20,0,30,0,33,0,16,0,16,0,17,0,23,0,27,0,29,3,19,0,21,4,20,0,25,3,6,0,9,3,13,0,15,13,170,0,191,0,43,0,48,9,78,0,86,0,40,0,40,0,37,6,42,0,56,0,55,0,30,0,32,4,36,0,40,8,15,0,24,3,19,0,21,24,354,6,388
ILOC50500301,0,33,0,32,7,50,0,58,5,32,0,35,0,27,0,27,0,43,0,43,0,24,0,26,0,12,0,16,5,13,0,16,0,4,0,5,17,238,0,258,0,31,3,32,0,48,0,53,0,29,0,29,0,25,0,27,8,40,0,43,0,26,0,26,0,28,0,29,3,8,0,15,4,7,0,14,15,242,3,268,0,55,11,67,9,98,4,111,5,64,0,68,0,45,0,49,4,77,5,91,0,53,0,54,5,39,0,47,7,24,0,31,8,14,0,20,38,469,20,538
ILOC50500302,0,23,0,22,6,39,3,48,6,11,0,11,0,32,0,32,0,39,0,43,0,31,0,32,4,15,0,24,6,16,5,22,0,10,4,13,22,216,12,247,0,23,0,26,4,24,0,32,8,18,0,22,0,29,0,29,3,43,0,47,8,21,3,28,0,27,0,28,5,23,0,30,9,9,0,19,37,217,3,261,0,43,3,48,9,67,3,80,11,35,0,38,0,64,0,62,3,82,0,87,8,50,3,60,7,45,0,50,8,41,3,52,11,24,4,37,57,451,16,514
ILOC50500401,0,22,6,27,0,37,3,42,0,28,0,30,0,26,3,24,0,35,3,43,3,24,0,29,0,24,0,24,5,9,0,16,3,3,0,9,11,208,15,244,0,16,4,24,0,36,0,38,0,20,0,20,0,18,0,18,0,37,5,50,0,26,5,29,0,25,0,27,3,17,0,24,6,13,0,19,9,208,14,249,0,39,9,49,0,72,8,75,0,43,0,44,0,41,3,45,0,80,9,85,5,49,5,54,3,51,4,52,8,31,3,41,11,21,4,28,27,427,45,473
ILOC50500402,0,17,0,17,4,21,0,23,9,18,0,17,0,12,0,12,0,13,3,20,5,8,0,13,0,15,0,15,0,8,0,8,0,4,0,8,18,116,3,133,0,10,0,10,0,32,0,29,0,8,0,8,0,19,0,19,0,24,0,24,0,12,0,9,0,7,0,14,0,15,0,14,0,14,0,12,0,141,0,139,0,28,0,28,6,51,0,57,9,24,0,32,0,28,0,34,0,37,3,39,5,21,4,24,0,17,0,23,0,22,0,19,0,16,0,15,20,244,7,271
ILOC50500403,0,8,0,8,0,13,0,13,0,5,0,5,0,5,0,5,0,8,0,10,0,7,0,7,0,4,0,0,0,3,0,7,0,0,0,0,0,53,0,55,0,9,0,9,0,19,0,19,0,8,0,8,0,0,0,0,0,11,0,11,0,3,0,3,0,8,0,8,0,3,0,3,0,4,0,3,0,65,0,64,0,10,0,10,0,24,0,24,0,17,0,17,0,11,0,11,0,18,0,18,0,10,0,13,0,9,0,11,0,4,0,7,0,6,0,6,0,109,0,117
ILOC50500404,0,5,0,5,0,19,3,19,0,13,0,15,0,5,0,8,0,17,0,17,0,8,0,6,0,17,0,19,0,10,0,13,0,3,0,6,0,97,3,108,0,6,0,6,0,17,0,23,0,10,0,7,0,15,0,14,0,21,0,27,0,21,0,17,0,14,0,16,0,14,0,21,4,7,0,13,4,125,0,144,0,9,0,9,3,38,3,39,0,18,0,17,0,19,0,25,0,46,0,46,0,28,0,25,7,35,0,35,0,26,0,29,5,17,0,24,15,236,3,249
ILOC50500501,0,18,0,18,0,39,0,41,0,22,0,24,0,20,0,20,0,27,0,25,0,7,0,7,4,22,0,28,0,14,0,12,0,13,0,13,4,182,0,188,5,18,0,22,4,40,0,38,3,27,0,27,0,14,0,14,0,17,0,17,0,17,0,17,0,15,0,15,0,14,0,16,3,17,0,20,15,179,0,186,5,36,0,40,6,77,0,79,6,48,0,51,0,34,0,34,0,43,0,45,0,24,0,24,4,36,0,38,0,27,0,32,7,25,0,31,28,350,0,374
ILOC50500502,0,41,0,41,11,68,0,79,4,38,0,39,6,35,0,41,7,47,0,57,0,36,0,36,3,25,0,31,0,14,0,17,6,8,0,19,37,312,0,360,0,37,0,41,3,91,0,89,3,45,0,48,0,50,0,50,3,56,0,67,3,40,0,48,7,35,0,38,4,19,0,26,8,13,0,20,31,386,0,427,0,76,0,80,18,155,0,174,7,76,3,88,6,83,0,89,13,107,0,120,8,73,0,85,11,58,0,69,3,33,0,38,18,23,0,42,84,684,3,785
ILOC50500503,0,0,0,0,0,11,0,13,0,3,0,5,0,4,0,4,0,0,0,0,0,4,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,28,0,33,0,5,0,5,0,8,0,8,0,9,0,9,0,3,0,3,0,6,0,5,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,0,40,0,39,0,4,0,4,0,16,0,20,0,13,0,13,0,8,0,8,6,5,0,8,0,3,0,12,0,4,0,4,0,10,0,10,0,6,0,3,6,69,0,82
ILOC50500601,0,52,0,50,6,65,0,72,0,23,0,30,0,32,0,32,0,38,0,38,0,24,0,27,8,13,0,16,0,16,0,16,0,0,0,5,14,263,0,286,3,33,0,34,3,62,0,66,6,26,0,34,0,27,0,27,0,39,0,43,0,35,0,35,0,28,0,32,4,6,0,13,0,7,0,7,16,263,0,291,3,81,0,82,8,127,0,138,7,53,0,55,0,60,0,61,0,82,0,80,0,56,0,60,6,44,0,48,4,25,0,28,4,7,0,13,32,535,0,565
ILOC50500602,0,24,0,24,4,36,0,36,0,11,0,11,0,32,0,32,0,26,0,28,0,14,0,16,0,20,0,20,0,5,0,5,0,11,0,6,4,179,0,178,0,13,0,13,0,22,0,23,0,14,0,19,0,22,0,22,3,40,0,43,0,13,0,12,0,26,0,26,0,18,0,14,3,4,0,10,6,172,0,182,0,41,0,41,3,54,0,58,0,27,0,26,0,51,0,51,4,66,5,72,0,24,0,31,0,46,0,47,0,23,0,26,5,10,0,18,12,342,5,370
ILOC50500603,0,51,0,53,12,96,3,112,4,40,0,48,3,26,0,29,0,56,0,58,0,34,0,34,0,29,0,34,3,13,0,17,5,8,0,11,27,353,3,396,0,37,0,43,3,84,3,90,0,37,0,39,3,43,0,43,4,57,6,60,0,52,0,52,4,24,0,31,0,27,0,24,5,15,0,18,19,376,9,400,0,92,5,98,18,178,8,203,3,75,0,82,4,67,0,75,5,113,5,119,0,86,0,86,8,55,0,60,7,41,0,46,10,22,0,27,55,729,18,796
ILOC50500604,0,6,0,6,0,18,0,18,0,9,0,9,0,7,0,9,0,13,0,13,0,6,0,5,4,8,0,12,0,0,0,0,0,3,3,10,4,70,3,82,0,3,0,7,0,21,0,21,0,9,0,9,0,5,0,5,0,20,0,20,0,10,0,13,4,9,0,7,0,9,0,9,0,5,0,5,4,91,0,96,0,11,0,11,0,36,0,40,0,18,0,18,0,15,0,19,0,32,0,30,0,16,0,19,5,15,0,15,0,9,0,9,0,8,3,14,5,160,3,175
ILOC50500605,0,18,0,20,4,40,3,43,3,16,0,19,0,11,0,13,0,16,0,20,0,18,0,22,0,11,0,14,0,9,0,11,4,9,0,13,11,148,3,175,0,14,0,17,0,30,0,34,0,14,0,12,0,17,0,17,0,21,0,22,0,17,0,17,4,7,0,17,0,7,0,12,0,10,0,15,4,137,0,163,0,34,7,33,4,65,3,79,3,24,0,29,0,27,0,28,0,40,0,43,0,38,0,39,9,19,0,30,0,23,4,25,4,20,5,28,20,290,19,334
ILOC50500701,0,31,0,31,6,51,0,61,4,28,0,37,0,13,0,14,0,34,0,40,5,22,0,30,4,34,9,43,0,25,0,25,5,17,0,17,24,255,9,298,0,23,0,25,0,61,0,65,0,29,0,28,0,29,5,32,0,54,0,56,0,40,0,40,4,20,0,28,9,22,0,28,3,16,4,20,16,294,9,322,0,48,0,52,9,107,0,121,4,59,3,63,0,42,3,47,0,89,5,94,0,62,0,66,8,61,6,76,7,37,3,52,11,32,4,46,39,537,24,617
ILOC50500801,0,12,0,12,0,26,0,26,0,6,0,6,0,16,0,16,4,14,0,19,0,5,0,5,0,14,0,14,5,9,0,10,0,7,0,7,9,109,0,115,0,19,0,19,0,21,0,22,0,9,0,12,0,12,0,12,0,25,0,25,0,9,0,8,4,7,0,9,0,3,0,0,0,9,0,9,4,114,0,116,0,29,0,29,0,41,0,44,0,13,0,15,0,28,0,28,4,41,0,46,0,16,0,18,4,21,0,26,4,8,0,16,0,12,0,16,12,209,0,238
