POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
505011082,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,0,0,0,0,0,7,12,17,80,110,94,73,10,390,39,20,22,19,27,17,5,151,0,0,0,0,0,0,0,4,212,198,277,337,299,153,14,1493
505011083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6,0,3,0,0,0,0,4,6,20,38,44,56,28,6,199,66,29,26,20,39,10,0,194,0,0,0,4,0,0,0,0,318,251,263,324,330,96,14,1599
505021084,4,11,3,5,0,5,0,24,0,0,0,0,0,0,0,6,15,19,10,6,0,0,0,54,22,28,12,13,3,4,0,80,15,120,220,163,117,37,14,692,217,251,184,185,142,64,13,1054,3,15,0,8,0,0,4,42,1710,2814,2865,2786,1926,554,77,12733
505021085,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,3,0,3,3,0,0,17,10,38,48,32,38,8,0,174,26,23,44,24,35,15,5,171,0,3,0,0,0,0,0,11,231,387,452,466,374,125,16,2059
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10
505021088,10,13,7,0,0,0,0,15,3,0,0,0,0,0,0,5,12,4,3,3,0,0,0,25,25,14,4,3,0,0,0,43,12,81,122,89,89,29,4,424,362,109,70,47,53,26,9,668,3,0,3,4,0,0,0,13,1373,906,761,567,529,186,27,4343
505021089,7,6,5,0,0,0,0,20,0,0,0,0,0,0,0,3,10,14,10,0,0,0,0,28,24,11,15,3,0,0,0,53,9,44,177,189,138,87,20,663,331,168,117,101,138,54,3,914,0,8,8,3,0,5,0,27,1454,1247,1292,1237,1031,346,43,6659
505021090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,5,0,4,0,20,3,5,10,5,0,4,0,20,0,43,74,41,31,13,8,215,51,43,31,18,27,9,0,180,0,4,3,0,0,0,0,10,269,421,431,339,274,86,12,1831
505021091,31,23,21,15,12,3,0,95,0,4,0,4,0,0,0,10,23,34,25,14,10,0,0,103,53,58,43,27,18,0,0,204,41,269,430,382,246,59,9,1427,293,489,404,270,310,113,9,1896,12,33,23,16,6,4,0,94,2715,5819,6000,5166,3745,990,99,24529
505021092,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,7,9,0,5,0,0,0,21,5,90,146,114,101,59,17,524,148,115,73,32,35,20,4,417,6,5,0,3,0,0,0,12,637,787,612,470,356,141,31,3037
505021093,0,5,0,10,3,0,0,16,0,0,0,0,0,0,0,0,7,10,4,4,6,0,0,28,8,11,9,8,9,0,0,40,16,74,131,130,103,40,8,502,100,160,144,112,107,45,0,668,7,7,5,4,4,0,0,27,764,1698,1741,1592,1203,369,43,7403
505021094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,19,78,83,71,62,4,330,76,26,27,17,19,6,0,173,0,0,0,0,3,0,0,3,337,214,279,274,207,129,17,1457
505021095,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,3,43,65,48,42,22,5,232,63,35,20,29,25,4,3,175,3,0,0,0,0,0,0,5,332,365,345,292,276,99,21,1714
505021096,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,6,16,0,0,0,0,0,24,14,39,115,136,110,54,20,493,134,55,56,45,42,30,5,370,4,0,0,0,0,0,0,14,529,534,573,694,542,202,38,3110
505021097,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,18,11,9,4,0,0,0,0,28,11,60,110,78,79,51,17,397,83,76,78,51,40,24,7,361,5,6,0,0,3,0,0,14,470,720,740,627,521,213,34,3318
505021301,3,0,0,0,0,0,0,5,4,0,6,0,0,0,0,6,14,5,3,0,0,5,0,25,18,8,3,4,0,5,0,36,18,33,69,85,83,31,14,324,156,83,86,66,70,27,4,490,0,5,0,0,4,0,0,14,870,735,794,821,659,195,22,4101
505021302,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,5,0,0,0,0,0,5,9,27,53,70,56,23,15,252,58,29,35,28,22,8,0,184,4,0,0,0,0,0,0,7,279,325,348,367,251,97,25,1680
505031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,3,0,0,0,5,0,0,4,4,19,29,27,42,5,0,140,43,25,23,24,27,3,0,140,3,0,3,0,0,0,0,9,279,274,280,295,245,50,7,1424
505031099,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,17,13,5,4,0,0,0,0,21,18,50,78,69,44,17,0,270,186,106,78,72,70,14,0,521,7,0,6,9,0,0,0,19,919,714,807,829,482,86,0,3838
505031100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,0,13,9,3,3,0,0,0,0,18,11,65,85,89,39,17,0,309,113,77,68,47,36,11,0,353,4,4,0,4,0,0,0,17,786,793,799,690,451,87,9,3606
505031101,9,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,6,8,0,6,0,0,0,19,19,6,4,5,0,0,0,37,10,41,54,49,39,13,4,201,207,81,62,61,52,19,0,481,0,3,0,0,0,0,0,11,1053,682,624,621,455,110,11,3568
505031102,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,9,7,0,0,0,0,0,0,13,4,14,14,23,12,8,3,75,51,23,27,15,18,7,0,138,0,0,3,0,0,0,0,3,271,227,293,271,183,69,3,1316
505031104,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,6,3,0,0,0,10,0,18,28,30,14,5,6,106,7,16,25,15,21,3,0,86,0,0,0,5,0,0,0,0,107,182,234,209,176,38,3,965
505031105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,11,0,3,0,0,0,0,16,23,49,122,187,131,41,3,558,160,70,59,46,40,19,5,384,4,0,0,0,0,5,0,10,792,483,630,766,509,126,18,3318
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,7,17,22,28,28,8,0,110
505031107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,10,45,100,74,56,29,5,317,47,36,35,35,13,4,0,171,0,0,0,0,0,0,0,0,212,279,406,396,304,81,10,1686
505031255,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,56,78,36,29,10,0,218,49,51,40,24,18,0,0,179,0,0,0,4,0,0,0,4,290,463,418,296,184,35,0,1686
505031256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,7,9,18,24,5,6,69,16,4,8,11,3,4,0,45,0,7,3,0,0,0,0,11,122,207,189,185,168,51,11,937
505031257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,18,9,4,4,67,16,14,12,8,6,0,0,52,0,0,0,0,0,0,0,3,68,90,103,103,56,17,3,443
505031258,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,0,32,51,49,29,16,4,185,53,40,33,38,25,7,0,197,0,4,3,0,0,0,0,8,282,332,368,320,214,57,4,1569
505031303,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,11,4,6,4,5,0,0,0,10,8,63,83,75,71,38,8,344,42,37,31,34,24,16,5,183,0,3,8,0,4,0,0,10,452,596,607,554,401,143,14,2770
505031304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,13,56,92,47,34,13,0,250,33,26,19,22,17,5,0,112,0,4,0,0,0,0,0,5,143,235,299,209,149,44,5,1070
505031305,4,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,22,24,15,6,3,0,0,74,31,25,19,9,4,0,0,89,21,93,156,169,107,50,11,608,336,281,238,172,191,67,11,1293,10,20,16,7,6,3,0,67,3094,4388,4440,4041,2913,767,83,19722
505031306,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,9,5,0,0,0,15,9,4,7,5,0,0,0,21,5,51,69,61,75,19,8,290,197,88,104,60,75,20,5,540,0,7,0,0,3,0,0,14,893,814,854,804,641,169,20,4193
506011110,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,9,8,8,0,0,0,0,24,20,12,4,0,0,0,0,37,8,48,65,44,39,23,3,231,310,192,142,123,109,38,0,916,8,10,6,5,4,0,0,29,1476,1471,1266,1153,835,240,17,6464
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,13,11,14,22,7,0,61,7,12,17,11,11,4,0,66,0,0,3,0,0,0,0,4,79,143,185,161,152,60,7,781
506011114,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,6,0,4,0,0,17,10,5,6,0,3,0,0,30,5,19,31,39,28,16,4,143,107,72,53,54,52,18,0,347,3,0,4,3,0,0,0,13,656,739,730,675,612,185,21,3623
506011115,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,7,4,0,0,0,12,8,14,34,62,49,21,8,203,25,92,109,71,87,29,0,413,0,10,3,4,0,0,0,22,180,549,641,571,488,143,12,2592
506011116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,19,43,57,45,46,9,216,41,22,11,21,23,4,3,133,0,0,0,0,0,0,0,4,167,158,185,251,177,93,25,1051
506011117,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,6,18,25,24,13,0,0,81,48,21,20,15,14,3,0,114,0,0,5,0,0,0,0,4,234,186,210,182,118,44,3,972
506011307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,9,5,3,0,0,0,0,8,8,43,83,32,18,6,0,200,119,34,23,24,16,7,0,224,0,0,0,0,0,0,0,6,482,423,472,294,164,36,4,1876
506011308,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,16,8,3,7,6,0,0,0,22,18,89,107,67,42,11,0,326,62,89,52,40,29,14,0,277,5,9,0,3,0,0,0,21,564,1013,992,715,432,111,8,3832
506021118,8,11,3,3,4,0,0,37,0,0,0,0,0,0,0,4,17,38,25,15,9,0,0,111,33,50,32,24,14,0,0,151,20,92,168,149,112,50,13,604,280,368,309,229,207,79,11,1485,9,19,11,7,6,0,0,46,1913,3508,3539,2978,2250,611,74,14863
506021119,3,9,0,4,3,0,0,23,3,4,0,0,0,0,0,4,19,8,9,0,0,0,0,32,22,20,7,8,3,0,0,58,13,73,119,101,68,41,10,419,192,125,99,81,74,36,4,619,9,8,3,3,6,4,0,26,1197,1412,1302,1094,840,317,37,6200
506021120,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,6,12,6,10,5,0,0,36,5,16,6,12,4,0,0,44,5,32,79,54,23,7,4,202,53,141,112,86,105,28,8,532,3,8,0,6,3,0,0,22,719,1790,1858,1698,1301,296,34,7690
506021121,0,7,0,0,0,0,0,10,0,3,0,0,0,0,0,9,13,38,22,7,3,0,0,88,15,46,23,10,7,0,0,102,9,72,135,92,53,9,0,366,245,611,622,433,340,50,5,2316,15,22,12,15,4,0,0,70,1648,3954,4013,3096,1987,342,14,15057
506021123,25,33,17,8,12,0,0,89,0,3,3,0,0,0,0,10,23,28,30,13,17,0,0,105,46,58,46,21,25,0,0,197,30,130,204,135,111,55,11,678,644,496,436,256,224,74,5,2140,11,10,6,9,5,4,5,57,2633,3727,3415,2443,1735,481,53,14480
506021309,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,21,13,12,6,3,0,0,0,35,4,32,29,26,13,7,0,126,209,97,60,31,31,18,0,444,4,4,0,4,3,4,0,17,859,717,559,519,374,129,13,3174
506021310,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,14,9,4,8,0,0,0,0,15,4,16,29,18,11,14,4,95,7,17,15,17,9,4,0,68,0,0,0,0,0,0,0,5,97,219,246,202,144,39,7,959
506021311,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,13,4,6,0,0,0,23,3,13,10,10,0,0,0,31,22,102,141,122,71,27,0,486,62,85,76,61,52,22,0,352,5,3,3,0,3,0,4,23,365,962,1109,896,582,156,13,4083
506031124,11,10,9,6,8,3,0,46,0,3,3,0,3,0,0,12,9,26,14,7,7,0,0,77,30,45,30,15,14,3,0,139,28,156,248,225,174,54,10,894,176,311,295,167,210,74,11,1242,12,12,15,3,8,4,5,60,1447,2987,3347,2826,2162,530,61,13362
506031125,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,6,0,0,0,0,0,12,5,25,52,60,88,35,8,280,94,37,33,17,25,10,0,213,0,5,0,0,6,0,4,12,393,286,317,285,274,85,17,1655
506031126,10,11,4,9,4,0,0,35,3,0,0,0,0,0,0,7,19,30,22,4,4,0,0,82,29,37,27,12,9,0,0,124,7,66,116,119,54,12,4,378,186,254,196,140,136,49,6,971,10,15,16,11,9,3,5,65,2084,3817,3941,3508,2564,568,49,16535
506031127,38,18,11,7,0,0,0,73,6,0,0,0,0,0,0,8,24,15,4,0,5,0,0,52,68,36,16,10,8,0,0,139,10,62,98,75,47,22,6,320,564,294,165,137,137,57,7,1357,12,15,6,5,4,0,0,40,2790,2437,1915,1640,1289,371,46,10488
506031128,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,5,5,0,0,4,0,0,16,5,31,54,46,35,18,8,196,93,40,44,24,32,25,0,264,0,5,3,0,0,0,0,12,410,389,409,349,306,130,12,1998
506031129,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,4,6,0,3,0,0,0,0,8,5,3,3,3,0,0,0,21,9,18,64,82,89,47,26,325,85,28,29,24,33,9,0,213,0,0,0,0,0,0,0,8,402,259,328,397,323,128,33,1871
506031130,7,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,22,30,18,18,11,6,0,100,31,42,24,19,16,8,0,128,13,82,143,123,71,26,3,465,168,328,246,216,198,63,6,1218,12,20,16,13,11,3,8,82,2279,4619,4673,4266,3245,717,65,19853
506031131,4,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,5,8,0,0,4,0,0,15,11,9,0,3,3,0,0,29,16,33,92,117,80,56,3,394,208,82,84,64,78,31,8,556,6,3,0,0,4,3,0,15,1022,802,951,960,776,282,41,4837
506041132,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,19,9,6,7,0,0,0,0,26,9,47,67,42,46,21,3,236,89,84,64,54,53,28,5,374,5,6,5,0,3,0,0,24,733,1041,1038,917,713,207,24,4665
506041133,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,10,3,5,4,0,0,0,0,20,13,58,107,106,72,23,3,384,121,118,127,97,88,29,4,584,0,4,3,0,0,0,0,11,615,915,1045,907,668,191,26,4362
506041134,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,20,10,6,0,0,0,0,0,22,8,18,50,40,33,17,5,171,95,85,77,55,53,14,0,382,0,5,0,0,0,0,0,9,597,682,769,638,542,155,11,3393
506041135,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,3,6,3,0,5,0,0,22,17,46,109,74,53,36,10,341,54,53,33,30,26,6,3,208,0,0,4,0,0,0,0,8,371,454,542,427,299,113,18,2219
506041136,18,7,5,0,0,0,0,22,4,0,0,0,0,0,0,5,12,11,10,5,6,0,0,42,29,22,11,5,6,0,0,73,7,48,82,62,71,32,8,300,195,188,136,155,122,53,0,853,8,18,8,4,5,5,3,55,1494,2135,2190,1987,1560,456,47,9872
506041137,10,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,6,8,5,3,0,0,0,16,11,5,8,3,4,0,0,30,3,33,75,67,57,28,3,257,132,72,60,37,60,19,0,379,0,3,6,0,5,3,0,20,644,522,611,636,524,172,18,3134
506051138,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,3,7,3,7,8,0,0,0,31,11,8,8,8,0,0,0,34,3,69,132,97,76,26,9,407,139,145,104,103,92,29,0,613,6,14,5,3,6,3,5,41,1076,1747,1847,1671,1216,337,30,7918
506051139,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,4,0,0,0,0,0,11,4,30,51,46,42,12,3,187,84,35,37,22,36,3,0,218,4,3,4,4,4,4,0,20,461,507,522,417,375,95,11,2390
506051140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,12,37,93,93,138,73,11,467,143,76,63,69,71,30,6,461,0,0,0,0,3,0,0,10,627,537,620,705,652,242,40,3434
506051141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,5,11,39,67,100,95,67,13,388,75,51,53,62,40,25,6,310,0,0,0,4,0,0,6,15,313,397,473,645,555,220,37,2642
506061142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,13,14,8,0,5,0,0,0,19,3,78,87,51,58,27,3,305,136,92,58,40,33,8,3,377,3,4,3,0,4,0,0,18,798,780,668,506,374,94,11,3230
506061143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,8,5,4,3,0,0,0,0,12,15,30,51,88,71,37,4,309,36,39,44,22,17,8,0,168,0,6,0,0,0,0,0,8,305,437,440,431,345,115,19,2089
506061144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,32,54,54,27,15,211,22,10,13,26,39,16,5,134,0,6,3,0,0,0,0,10,130,159,181,221,266,90,29,1080
506071145,3,6,3,0,0,0,0,12,0,3,0,0,0,0,0,3,0,5,6,0,5,0,0,16,4,16,8,0,4,0,0,30,6,55,71,98,79,55,18,377,102,89,75,41,55,15,0,372,0,5,5,0,0,0,3,10,568,817,680,655,512,202,23,3460
506071146,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,14,10,11,3,3,5,0,0,27,16,29,65,78,95,46,8,344,121,55,52,34,42,20,0,326,3,3,0,0,3,4,0,17,571,543,503,475,447,160,14,2713
506071147,10,13,8,3,5,0,0,30,3,0,0,0,0,0,0,3,4,12,15,0,3,0,0,35,16,22,21,4,7,0,0,71,19,99,180,201,171,143,26,851,198,189,186,134,140,55,10,909,3,6,3,9,3,6,3,27,1029,1635,1880,1762,1347,520,80,8248
507011148,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,5,4,0,0,0,14,14,67,135,87,67,26,4,396,61,69,68,43,22,10,5,272,0,0,0,0,0,0,0,7,395,567,653,537,319,92,15,2580
507011150,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,16,8,0,0,0,0,36,21,15,11,0,0,0,0,47,3,29,62,49,37,8,0,197,137,150,153,107,91,27,5,668,3,15,9,4,3,0,3,42,1374,2312,2539,2272,1726,356,41,10631
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,18
507011152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,54,53,71,18,4,243,26,25,22,26,19,10,0,125,0,0,0,0,0,0,0,7,141,220,261,243,221,73,5,1170
507011153,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,3,0,0,3,0,0,0,8,6,21,44,38,29,14,9,157,15,11,15,6,16,0,3,71,0,0,0,0,0,0,0,0,127,135,164,161,142,44,11,793
507011154,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,12,3,7,0,0,8,0,0,12,8,29,73,63,52,21,4,254,68,32,34,21,30,22,0,203,0,3,0,0,0,0,0,5,366,374,447,423,346,120,17,2088
507011155,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,15,3,3,5,4,0,0,0,18,3,29,51,42,21,4,0,148,41,85,71,45,51,11,0,309,0,10,5,8,4,4,0,28,786,1553,1761,1477,919,185,11,6690
507011158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,7,6,0,0,0,0,0,10,0,24,16,23,22,16,0,111,33,20,20,10,7,4,0,92,0,0,0,0,0,0,0,0,179,203,165,149,127,40,5,875
507011159,0,3,4,0,0,0,0,17,4,0,0,0,0,0,0,3,0,3,6,0,5,0,0,10,10,9,7,6,4,0,0,33,9,39,71,72,52,18,4,260,209,128,121,94,64,26,0,646,7,7,0,6,0,0,0,16,1149,1296,1267,1273,762,209,24,5978
507011160,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,10,8,6,3,0,4,0,0,21,4,33,44,36,47,28,3,192,115,42,38,34,46,7,0,280,5,0,3,0,0,0,0,11,528,426,465,415,373,117,16,2345
507011161,9,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,12,21,8,3,0,0,0,0,34,4,46,110,60,33,9,0,263,283,116,75,53,54,12,0,591,0,5,5,0,0,0,0,18,1167,790,746,556,369,72,6,3705
507011163,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,20,45,27,23,7,0,127,25,28,20,18,18,0,0,104,0,0,0,0,0,0,0,5,212,306,295,242,208,55,4,1327
507011259,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,14,0,35,69,42,32,16,0,205,75,74,41,40,32,8,0,266,4,0,0,0,0,0,0,4,457,479,461,419,353,87,10,2271
507011260,7,5,4,0,0,0,0,21,0,0,0,0,0,0,0,0,15,12,7,9,0,0,0,36,21,17,13,12,0,0,0,57,6,67,105,93,79,16,4,373,175,169,143,119,112,38,0,761,7,15,8,3,4,0,0,35,1343,2028,2208,1866,1303,303,28,9089
507021164,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,3,5,5,0,0,0,0,11,8,19,54,106,85,51,9,333,94,49,38,27,34,15,0,250,0,0,6,0,0,0,0,8,413,422,397,443,336,125,20,2159
507021165,19,20,14,5,5,6,0,70,8,0,4,0,0,0,0,9,23,21,11,6,5,0,0,59,42,42,22,16,15,6,0,143,37,178,303,347,285,127,30,1308,604,516,489,356,386,145,23,2511,21,22,13,4,7,8,0,77,2687,3977,4054,3887,3136,937,121,18789
507021166,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,20,9,4,0,0,8,0,0,23,5,59,103,118,110,58,15,467,176,100,94,79,63,25,5,534,0,3,5,0,5,0,0,16,853,858,889,940,757,265,31,4589
507021167,0,5,4,0,3,0,0,7,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,22,10,9,4,0,4,0,0,29,0,14,15,17,23,11,0,85,116,72,65,54,50,24,4,388,5,0,0,3,0,0,0,17,769,1028,951,875,714,217,31,4586
507031169,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,8,3,4,4,0,0,0,17,0,41,68,33,13,6,0,166,44,42,32,29,10,3,0,162,5,8,0,0,0,0,0,5,246,377,406,298,158,26,4,1520
507031170,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,6,0,3,3,0,0,9,4,12,18,24,10,3,3,69,27,26,33,21,21,15,0,143,0,0,6,0,0,0,0,12,191,248,272,290,253,74,3,1319
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,4,0,0,0,0,3,0,0,4,7,6,5,0,20,43,28,28,22,21,6,0,147,0,0,0,0,0,0,0,0,237,302,298,320,230,50,4,1432
