DATE,MONTH,GROUP,REASON FOR SEEKING ASSISTANCE,MEASURE,VALUE
2021-01-31,Jan21,Accommodation,Housing crisis (e.g. eviction),population,2728187.0
2021-01-31,Jan21,Accommodation,Inadequate or inappropriate dwelling conditions,population,2728187.0
2021-01-31,Jan21,Accommodation,Previous accommodation ended,population,2728187.0
2021-01-31,Jan21,Covid,Covid-19,population,2728187.0
2021-01-31,Jan21,Financial,Employment difficulties,population,2728187.0
2021-01-31,Jan21,Financial,Financial,population,2728187.0
2021-01-31,Jan21,Financial,Financial difficulties,population,2728187.0
2021-01-31,Jan21,Financial,Housing affordability stress,population,2728187.0
2021-01-31,Jan21,Financial,Problematic gambling,population,2728187.0
2021-01-31,Jan21,Financial,Unemployment,population,2728187.0
2021-01-31,Jan21,Health,Health,population,2728187.0
2021-01-31,Jan21,Health,Medical issues,population,2728187.0
2021-01-31,Jan21,Health,Mental health issues,population,2728187.0
2021-01-31,Jan21,Health,Problematic alcohol use,population,2728187.0
2021-01-31,Jan21,Health,Problematic drug or substance use,population,2728187.0
2021-01-31,Jan21,Interpersonal,Family and domestic violence,population,2728187.0
2021-01-31,Jan21,Interpersonal,Interpersonal relationships,population,2728187.0
2021-01-31,Jan21,Interpersonal,Non-family violence,population,2728187.0
2021-01-31,Jan21,Interpersonal,Relationship/family breakdown,population,2728187.0
2021-01-31,Jan21,Interpersonal,Sexual abuse,population,2728187.0
2021-01-31,Jan21,Interpersonal,Time out from family/other situation,population,2728187.0
2021-01-31,Jan21,Not stated,Not stated,population,2728187.0
2021-01-31,Jan21,Other,Discrimination including racial discrimination,population,2728187.0
2021-01-31,Jan21,Other,Disengagement with school or other education and training,population,2728187.0
2021-01-31,Jan21,Other,Itinerant,population,2728187.0
2021-01-31,Jan21,Other,Lack of family and/or community support,population,2728187.0
2021-01-31,Jan21,Other,Other,population,2728187.0
2021-01-31,Jan21,Other,Other (not elsewhere classified),population,2728187.0
2021-01-31,Jan21,Other,Transition from custodial arrangements,population,2728187.0
2021-01-31,Jan21,Other,Transition from foster care and child safety residential placements,population,2728187.0
2021-01-31,Jan21,Other,Transition from other care arrangements,population,2728187.0
2021-01-31,Jan21,Other,Unable to return home due to environmental reasons,population,2728187.0
2021-01-31,Jan21,Total,Total clients,population,2728187.0
2022-01-31,Jan22,Accommodation,Accommodation,population,2763015.0
2022-01-31,Jan22,Accommodation,Housing crisis (e.g. eviction),population,2763015.0
2022-01-31,Jan22,Accommodation,Inadequate or inappropriate dwelling conditions,population,2763015.0
2022-01-31,Jan22,Accommodation,Previous accommodation ended,population,2763015.0
2022-01-31,Jan22,Covid,Covid-19,population,2763015.0
2022-01-31,Jan22,Financial,Employment difficulties,population,2763015.0
2022-01-31,Jan22,Financial,Financial,population,2763015.0
2022-01-31,Jan22,Financial,Financial difficulties,population,2763015.0
2022-01-31,Jan22,Financial,Housing affordability stress,population,2763015.0
2022-01-31,Jan22,Financial,Problematic gambling,population,2763015.0
2022-01-31,Jan22,Financial,Unemployment,population,2763015.0
2022-01-31,Jan22,Health,Health,population,2763015.0
2022-01-31,Jan22,Health,Medical issues,population,2763015.0
2022-01-31,Jan22,Health,Mental health issues,population,2763015.0
2022-01-31,Jan22,Health,Problematic alcohol use,population,2763015.0
2022-01-31,Jan22,Health,Problematic drug or substance use,population,2763015.0
2022-01-31,Jan22,Interpersonal,Family and domestic violence,population,2763015.0
2022-01-31,Jan22,Interpersonal,Interpersonal relationships,population,2763015.0
2022-01-31,Jan22,Interpersonal,Non-family violence,population,2763015.0
2022-01-31,Jan22,Interpersonal,Relationship/family breakdown,population,2763015.0
2022-01-31,Jan22,Interpersonal,Sexual abuse,population,2763015.0
2022-01-31,Jan22,Interpersonal,Time out from family/other situation,population,2763015.0
2022-01-31,Jan22,Not stated,Not stated,population,2763015.0
2022-01-31,Jan22,Other,Discrimination including racial discrimination,population,2763015.0
2022-01-31,Jan22,Other,Disengagement with school or other education and training,population,2763015.0
2022-01-31,Jan22,Other,Itinerant,population,2763015.0
2022-01-31,Jan22,Other,Lack of family and/or community support,population,2763015.0
2022-01-31,Jan22,Other,Other,population,2763015.0
2022-01-31,Jan22,Other,Other (not elsewhere classified),population,2763015.0
2022-01-31,Jan22,Other,Transition from custodial arrangements,population,2763015.0
2022-01-31,Jan22,Other,Transition from foster care and child safety residential placements,population,2763015.0
2022-01-31,Jan22,Other,Transition from other care arrangements,population,2763015.0
2022-01-31,Jan22,Other,Unable to return home due to environmental reasons,population,2763015.0
2022-01-31,Jan22,Total,Total clients,population,2763015.0
2023-01-31,Jan23,Accommodation,Accommodation,population,2829589.0
2023-01-31,Jan23,Accommodation,Housing crisis (e.g. eviction),population,2829589.0
2023-01-31,Jan23,Accommodation,Inadequate or inappropriate dwelling conditions,population,2829589.0
2023-01-31,Jan23,Accommodation,Previous accommodation ended,population,2829589.0
2023-01-31,Jan23,Covid,Covid-19,population,2829589.0
2023-01-31,Jan23,Financial,Financial,population,2829589.0
2023-01-31,Jan23,Health,Health,population,2829589.0
2023-01-31,Jan23,Health,Medical issues,population,2829589.0
2023-01-31,Jan23,Health,Mental health issues,population,2829589.0
2023-01-31,Jan23,Health,Problematic alcohol use,population,2829589.0
2023-01-31,Jan23,Health,Problematic drug or substance use,population,2829589.0
2023-01-31,Jan23,Interpersonal,Family and domestic violence,population,2829589.0
2023-01-31,Jan23,Interpersonal,Interpersonal relationships,population,2829589.0
2023-01-31,Jan23,Interpersonal,Non-family violence,population,2829589.0
2023-01-31,Jan23,Interpersonal,Relationship/family breakdown,population,2829589.0
2023-01-31,Jan23,Interpersonal,Sexual abuse,population,2829589.0
2023-01-31,Jan23,Interpersonal,Time out from family/other situation,population,2829589.0
2023-01-31,Jan23,Not stated,Not stated,population,2829589.0
2023-01-31,Jan23,Other,Other,population,2829589.0
2023-01-31,Jan23,Total,Total clients,population,2829589.0
2017-07-31,Jul17,Accommodation,Accommodation,population,2585720.0
2017-07-31,Jul17,Accommodation,Housing crisis (e.g. eviction),population,2585720.0
2017-07-31,Jul17,Accommodation,Inadequate or inappropriate dwelling conditions,population,2585720.0
2017-07-31,Jul17,Accommodation,Previous accommodation ended,population,2585720.0
2017-07-31,Jul17,Financial,Employment difficulties,population,2585720.0
2017-07-31,Jul17,Financial,Financial,population,2585720.0
2017-07-31,Jul17,Financial,Financial difficulties,population,2585720.0
2017-07-31,Jul17,Financial,Housing affordability stress,population,2585720.0
2017-07-31,Jul17,Financial,Problematic gambling,population,2585720.0
2017-07-31,Jul17,Financial,Unemployment,population,2585720.0
2017-07-31,Jul17,Health,Health,population,2585720.0
2017-07-31,Jul17,Health,Medical issues,population,2585720.0
2017-07-31,Jul17,Health,Mental health issues,population,2585720.0
2017-07-31,Jul17,Health,Problematic alcohol use,population,2585720.0
2017-07-31,Jul17,Health,Problematic drug or substance use,population,2585720.0
2017-07-31,Jul17,Interpersonal,Family and domestic violence,population,2585720.0
2017-07-31,Jul17,Interpersonal,Interpersonal relationships,population,2585720.0
2017-07-31,Jul17,Interpersonal,Non-family violence,population,2585720.0
2017-07-31,Jul17,Interpersonal,Relationship/family breakdown,population,2585720.0
2017-07-31,Jul17,Interpersonal,Sexual abuse,population,2585720.0
2017-07-31,Jul17,Interpersonal,Time out from family/other situation,population,2585720.0
2017-07-31,Jul17,Not stated,Not stated,population,2585720.0
2017-07-31,Jul17,Other,Discrimination including racial discrimination,population,2585720.0
2017-07-31,Jul17,Other,Disengagement with school or other education and training,population,2585720.0
2017-07-31,Jul17,Other,Itinerant,population,2585720.0
2017-07-31,Jul17,Other,Lack of family and/or community support,population,2585720.0
2017-07-31,Jul17,Other,Other,population,2585720.0
2017-07-31,Jul17,Other,Other (not elsewhere classified),population,2585720.0
2017-07-31,Jul17,Other,Transition from custodial arrangements,population,2585720.0
2017-07-31,Jul17,Other,Transition from foster care and child safety residential placements,population,2585720.0
2017-07-31,Jul17,Other,Transition from other care arrangements,population,2585720.0
2017-07-31,Jul17,Other,Unable to return home due to environmental reasons,population,2585720.0
2017-07-31,Jul17,Total,Total clients,population,2585720.0
2018-07-31,Jul18,Accommodation,Accommodation,population,2617792.0
2018-07-31,Jul18,Accommodation,Housing crisis (e.g. eviction),population,2617792.0
2018-07-31,Jul18,Accommodation,Inadequate or inappropriate dwelling conditions,population,2617792.0
2018-07-31,Jul18,Accommodation,Previous accommodation ended,population,2617792.0
2018-07-31,Jul18,Financial,Employment difficulties,population,2617792.0
2018-07-31,Jul18,Financial,Financial,population,2617792.0
2018-07-31,Jul18,Financial,Financial difficulties,population,2617792.0
2018-07-31,Jul18,Financial,Housing affordability stress,population,2617792.0
2018-07-31,Jul18,Financial,Problematic gambling,population,2617792.0
2018-07-31,Jul18,Financial,Unemployment,population,2617792.0
2018-07-31,Jul18,Health,Health,population,2617792.0
2018-07-31,Jul18,Health,Medical issues,population,2617792.0
2018-07-31,Jul18,Health,Mental health issues,population,2617792.0
2018-07-31,Jul18,Health,Problematic alcohol use,population,2617792.0
2018-07-31,Jul18,Health,Problematic drug or substance use,population,2617792.0
2018-07-31,Jul18,Interpersonal,Family and domestic violence,population,2617792.0
2018-07-31,Jul18,Interpersonal,Interpersonal relationships,population,2617792.0
2018-07-31,Jul18,Interpersonal,Non-family violence,population,2617792.0
2018-07-31,Jul18,Interpersonal,Relationship/family breakdown,population,2617792.0
2018-07-31,Jul18,Interpersonal,Sexual abuse,population,2617792.0
2018-07-31,Jul18,Interpersonal,Time out from family/other situation,population,2617792.0
2018-07-31,Jul18,Not stated,Not stated,population,2617792.0
2018-07-31,Jul18,Other,Discrimination including racial discrimination,population,2617792.0
2018-07-31,Jul18,Other,Disengagement with school or other education and training,population,2617792.0
2018-07-31,Jul18,Other,Itinerant,population,2617792.0
2018-07-31,Jul18,Other,Lack of family and/or community support,population,2617792.0
2018-07-31,Jul18,Other,Other,population,2617792.0
2018-07-31,Jul18,Other,Other (not elsewhere classified),population,2617792.0
2018-07-31,Jul18,Other,Transition from custodial arrangements,population,2617792.0
2018-07-31,Jul18,Other,Transition from foster care and child safety residential placements,population,2617792.0
2018-07-31,Jul18,Other,Transition from other care arrangements,population,2617792.0
2018-07-31,Jul18,Other,Unable to return home due to environmental reasons,population,2617792.0
2018-07-31,Jul18,Total,Total clients,population,2617792.0
2019-07-31,Jul19,Accommodation,Accommodation,population,2659625.0
2019-07-31,Jul19,Accommodation,Housing crisis (e.g. eviction),population,2659625.0
2019-07-31,Jul19,Accommodation,Inadequate or inappropriate dwelling conditions,population,2659625.0
2019-07-31,Jul19,Accommodation,Previous accommodation ended,population,2659625.0
2019-07-31,Jul19,Financial,Employment difficulties,population,2659625.0
2019-07-31,Jul19,Financial,Financial,population,2659625.0
2019-07-31,Jul19,Financial,Financial difficulties,population,2659625.0
2019-07-31,Jul19,Financial,Housing affordability stress,population,2659625.0
2019-07-31,Jul19,Financial,Problematic gambling,population,2659625.0
2019-07-31,Jul19,Financial,Unemployment,population,2659625.0
2019-07-31,Jul19,Health,Health,population,2659625.0
2019-07-31,Jul19,Health,Medical issues,population,2659625.0
2019-07-31,Jul19,Health,Mental health issues,population,2659625.0
2019-07-31,Jul19,Health,Problematic alcohol use,population,2659625.0
2019-07-31,Jul19,Health,Problematic drug or substance use,population,2659625.0
2019-07-31,Jul19,Interpersonal,Family and domestic violence,population,2659625.0
2019-07-31,Jul19,Interpersonal,Interpersonal relationships,population,2659625.0
2019-07-31,Jul19,Interpersonal,Non-family violence,population,2659625.0
2019-07-31,Jul19,Interpersonal,Relationship/family breakdown,population,2659625.0
2019-07-31,Jul19,Interpersonal,Sexual abuse,population,2659625.0
2019-07-31,Jul19,Interpersonal,Time out from family/other situation,population,2659625.0
2019-07-31,Jul19,Not stated,Not stated,population,2659625.0
2019-07-31,Jul19,Other,Discrimination including racial discrimination,population,2659625.0
2019-07-31,Jul19,Other,Disengagement with school or other education and training,population,2659625.0
2019-07-31,Jul19,Other,Itinerant,population,2659625.0
2019-07-31,Jul19,Other,Lack of family and/or community support,population,2659625.0
2019-07-31,Jul19,Other,Other,population,2659625.0
2019-07-31,Jul19,Other,Other (not elsewhere classified),population,2659625.0
2019-07-31,Jul19,Other,Transition from custodial arrangements,population,2659625.0
2019-07-31,Jul19,Other,Transition from foster care and child safety residential placements,population,2659625.0
2019-07-31,Jul19,Other,Transition from other care arrangements,population,2659625.0
2019-07-31,Jul19,Other,Unable to return home due to environmental reasons,population,2659625.0
2019-07-31,Jul19,Total,Total clients,population,2659625.0
2020-07-31,Jul20,Accommodation,Accommodation,population,2712912.0
2020-07-31,Jul20,Accommodation,Housing crisis (e.g. eviction),population,2712912.0
2020-07-31,Jul20,Accommodation,Inadequate or inappropriate dwelling conditions,population,2712912.0
2020-07-31,Jul20,Accommodation,Previous accommodation ended,population,2712912.0
2020-07-31,Jul20,Covid,Covid-19,population,2712912.0
2020-07-31,Jul20,Financial,Employment difficulties,population,2712912.0
2020-07-31,Jul20,Financial,Financial,population,2712912.0
2020-07-31,Jul20,Financial,Financial difficulties,population,2712912.0
2020-07-31,Jul20,Financial,Housing affordability stress,population,2712912.0
2020-07-31,Jul20,Financial,Problematic gambling,population,2712912.0
2020-07-31,Jul20,Financial,Unemployment,population,2712912.0
2020-07-31,Jul20,Health,Health,population,2712912.0
2020-07-31,Jul20,Health,Medical issues,population,2712912.0
2020-07-31,Jul20,Health,Mental health issues,population,2712912.0
2020-07-31,Jul20,Health,Problematic alcohol use,population,2712912.0
2020-07-31,Jul20,Health,Problematic drug or substance use,population,2712912.0
2020-07-31,Jul20,Interpersonal,Family and domestic violence,population,2712912.0
2020-07-31,Jul20,Interpersonal,Interpersonal relationships,population,2712912.0
2020-07-31,Jul20,Interpersonal,Non-family violence,population,2712912.0
2020-07-31,Jul20,Interpersonal,Relationship/family breakdown,population,2712912.0
2020-07-31,Jul20,Interpersonal,Sexual abuse,population,2712912.0
2020-07-31,Jul20,Interpersonal,Time out from family/other situation,population,2712912.0
2020-07-31,Jul20,Not stated,Not stated,population,2712912.0
2020-07-31,Jul20,Other,Discrimination including racial discrimination,population,2712912.0
2020-07-31,Jul20,Other,Disengagement with school or other education and training,population,2712912.0
2020-07-31,Jul20,Other,Itinerant,population,2712912.0
2020-07-31,Jul20,Other,Lack of family and/or community support,population,2712912.0
2020-07-31,Jul20,Other,Other,population,2712912.0
2020-07-31,Jul20,Other,Other (not elsewhere classified),population,2712912.0
2020-07-31,Jul20,Other,Transition from custodial arrangements,population,2712912.0
2020-07-31,Jul20,Other,Transition from foster care and child safety residential placements,population,2712912.0
2020-07-31,Jul20,Other,Transition from other care arrangements,population,2712912.0
2020-07-31,Jul20,Other,Unable to return home due to environmental reasons,population,2712912.0
2020-07-31,Jul20,Total,Total clients,population,2712912.0
2021-07-31,Jul21,Accommodation,Accommodation,population,2749365.0
2021-07-31,Jul21,Accommodation,Housing crisis (e.g. eviction),population,2749365.0
2021-07-31,Jul21,Accommodation,Inadequate or inappropriate dwelling conditions,population,2749365.0
2021-07-31,Jul21,Accommodation,Previous accommodation ended,population,2749365.0
2021-07-31,Jul21,Covid,Covid-19,population,2749365.0
2021-07-31,Jul21,Financial,Employment difficulties,population,2749365.0
2021-07-31,Jul21,Financial,Financial,population,2749365.0
2021-07-31,Jul21,Financial,Financial difficulties,population,2749365.0
2021-07-31,Jul21,Financial,Housing affordability stress,population,2749365.0
2021-07-31,Jul21,Financial,Problematic gambling,population,2749365.0
2021-07-31,Jul21,Financial,Unemployment,population,2749365.0
2021-07-31,Jul21,Health,Health,population,2749365.0
2021-07-31,Jul21,Health,Medical issues,population,2749365.0
2021-07-31,Jul21,Health,Mental health issues,population,2749365.0
2021-07-31,Jul21,Health,Problematic alcohol use,population,2749365.0
2021-07-31,Jul21,Health,Problematic drug or substance use,population,2749365.0
2021-07-31,Jul21,Interpersonal,Family and domestic violence,population,2749365.0
2021-07-31,Jul21,Interpersonal,Interpersonal relationships,population,2749365.0
2021-07-31,Jul21,Interpersonal,Non-family violence,population,2749365.0
2021-07-31,Jul21,Interpersonal,Relationship/family breakdown,population,2749365.0
2021-07-31,Jul21,Interpersonal,Sexual abuse,population,2749365.0
2021-07-31,Jul21,Interpersonal,Time out from family/other situation,population,2749365.0
2021-07-31,Jul21,Not stated,Not stated,population,2749365.0
2021-07-31,Jul21,Other,Discrimination including racial discrimination,population,2749365.0
2021-07-31,Jul21,Other,Disengagement with school or other education and training,population,2749365.0
2021-07-31,Jul21,Other,Itinerant,population,2749365.0
2021-07-31,Jul21,Other,Lack of family and/or community support,population,2749365.0
2021-07-31,Jul21,Other,Other,population,2749365.0
2021-07-31,Jul21,Other,Other (not elsewhere classified),population,2749365.0
2021-07-31,Jul21,Other,Transition from custodial arrangements,population,2749365.0
2021-07-31,Jul21,Other,Transition from foster care and child safety residential placements,population,2749365.0
2021-07-31,Jul21,Other,Transition from other care arrangements,population,2749365.0
2021-07-31,Jul21,Other,Unable to return home due to environmental reasons,population,2749365.0
2021-07-31,Jul21,Total,Total clients,population,2749365.0
2022-07-31,Jul22,Accommodation,Accommodation,population,2791432.0
2022-07-31,Jul22,Accommodation,Housing crisis (e.g. eviction),population,2791432.0
2022-07-31,Jul22,Accommodation,Inadequate or inappropriate dwelling conditions,population,2791432.0
2022-07-31,Jul22,Accommodation,Previous accommodation ended,population,2791432.0
2022-07-31,Jul22,Covid,Covid-19,population,2791432.0
2022-07-31,Jul22,Financial,Employment difficulties,population,2791432.0
2022-07-31,Jul22,Financial,Financial,population,2791432.0
2022-07-31,Jul22,Financial,Financial difficulties,population,2791432.0
2022-07-31,Jul22,Financial,Housing affordability stress,population,2791432.0
2022-07-31,Jul22,Financial,Problematic gambling,population,2791432.0
2022-07-31,Jul22,Financial,Unemployment,population,2791432.0
2022-07-31,Jul22,Health,Health,population,2791432.0
2022-07-31,Jul22,Health,Medical issues,population,2791432.0
2022-07-31,Jul22,Health,Mental health issues,population,2791432.0
2022-07-31,Jul22,Health,Problematic alcohol use,population,2791432.0
2022-07-31,Jul22,Health,Problematic drug or substance use,population,2791432.0
2022-07-31,Jul22,Interpersonal,Family and domestic violence,population,2791432.0
2022-07-31,Jul22,Interpersonal,Interpersonal relationships,population,2791432.0
2022-07-31,Jul22,Interpersonal,Non-family violence,population,2791432.0
2022-07-31,Jul22,Interpersonal,Relationship/family breakdown,population,2791432.0
2022-07-31,Jul22,Interpersonal,Sexual abuse,population,2791432.0
2022-07-31,Jul22,Interpersonal,Time out from family/other situation,population,2791432.0
2022-07-31,Jul22,Not stated,Not stated,population,2791432.0
2022-07-31,Jul22,Other,Discrimination including racial discrimination,population,2791432.0
2022-07-31,Jul22,Other,Disengagement with school or other education and training,population,2791432.0
2022-07-31,Jul22,Other,Itinerant,population,2791432.0
2022-07-31,Jul22,Other,Lack of family and/or community support,population,2791432.0
2022-07-31,Jul22,Other,Other,population,2791432.0
2022-07-31,Jul22,Other,Other (not elsewhere classified),population,2791432.0
2022-07-31,Jul22,Other,Transition from custodial arrangements,population,2791432.0
2022-07-31,Jul22,Other,Transition from foster care and child safety residential placements,population,2791432.0
2022-07-31,Jul22,Other,Transition from other care arrangements,population,2791432.0
2022-07-31,Jul22,Other,Unable to return home due to environmental reasons,population,2791432.0
2022-07-31,Jul22,Total,Total clients,population,2791432.0
2018-06-30,Jun18,Accommodation,Accommodation,population,2617792.0
2018-06-30,Jun18,Accommodation,Housing crisis (e.g. eviction),population,2617792.0
2018-06-30,Jun18,Accommodation,Inadequate or inappropriate dwelling conditions,population,2617792.0
2018-06-30,Jun18,Accommodation,Previous accommodation ended,population,2617792.0
2018-06-30,Jun18,Financial,Employment difficulties,population,2617792.0
2018-06-30,Jun18,Financial,Financial,population,2617792.0
2018-06-30,Jun18,Financial,Financial difficulties,population,2617792.0
2018-06-30,Jun18,Financial,Housing affordability stress,population,2617792.0
2018-06-30,Jun18,Financial,Problematic gambling,population,2617792.0
2018-06-30,Jun18,Financial,Unemployment,population,2617792.0
2018-06-30,Jun18,Health,Health,population,2617792.0
2018-06-30,Jun18,Health,Medical issues,population,2617792.0
2018-06-30,Jun18,Health,Mental health issues,population,2617792.0
2018-06-30,Jun18,Health,Problematic alcohol use,population,2617792.0
2018-06-30,Jun18,Health,Problematic drug or substance use,population,2617792.0
2018-06-30,Jun18,Interpersonal,Family and domestic violence,population,2617792.0
2018-06-30,Jun18,Interpersonal,Interpersonal relationships,population,2617792.0
2018-06-30,Jun18,Interpersonal,Non-family violence,population,2617792.0
2018-06-30,Jun18,Interpersonal,Relationship/family breakdown,population,2617792.0
2018-06-30,Jun18,Interpersonal,Sexual abuse,population,2617792.0
2018-06-30,Jun18,Interpersonal,Time out from family/other situation,population,2617792.0
2018-06-30,Jun18,Not stated,Not stated,population,2617792.0
2018-06-30,Jun18,Other,Discrimination including racial discrimination,population,2617792.0
2018-06-30,Jun18,Other,Disengagement with school or other education and training,population,2617792.0
2018-06-30,Jun18,Other,Itinerant,population,2617792.0
2018-06-30,Jun18,Other,Lack of family and/or community support,population,2617792.0
2018-06-30,Jun18,Other,Other,population,2617792.0
2018-06-30,Jun18,Other,Other (not elsewhere classified),population,2617792.0
2018-06-30,Jun18,Other,Transition from custodial arrangements,population,2617792.0
2018-06-30,Jun18,Other,Transition from foster care and child safety residential placements,population,2617792.0
2018-06-30,Jun18,Other,Transition from other care arrangements,population,2617792.0
2018-06-30,Jun18,Other,Unable to return home due to environmental reasons,population,2617792.0
2018-06-30,Jun18,Total,Total clients,population,2617792.0
2019-06-30,Jun19,Accommodation,Accommodation,population,2659625.0
2019-06-30,Jun19,Accommodation,Housing crisis (e.g. eviction),population,2659625.0
2019-06-30,Jun19,Accommodation,Inadequate or inappropriate dwelling conditions,population,2659625.0
2019-06-30,Jun19,Accommodation,Previous accommodation ended,population,2659625.0
2019-06-30,Jun19,Financial,Employment difficulties,population,2659625.0
2019-06-30,Jun19,Financial,Financial,population,2659625.0
2019-06-30,Jun19,Financial,Financial difficulties,population,2659625.0
2019-06-30,Jun19,Financial,Housing affordability stress,population,2659625.0
2019-06-30,Jun19,Financial,Problematic gambling,population,2659625.0
2019-06-30,Jun19,Financial,Unemployment,population,2659625.0
2019-06-30,Jun19,Health,Health,population,2659625.0
2019-06-30,Jun19,Health,Medical issues,population,2659625.0
2019-06-30,Jun19,Health,Mental health issues,population,2659625.0
2019-06-30,Jun19,Health,Problematic alcohol use,population,2659625.0
2019-06-30,Jun19,Health,Problematic drug or substance use,population,2659625.0
2019-06-30,Jun19,Interpersonal,Family and domestic violence,population,2659625.0
2019-06-30,Jun19,Interpersonal,Interpersonal relationships,population,2659625.0
2019-06-30,Jun19,Interpersonal,Non-family violence,population,2659625.0
2019-06-30,Jun19,Interpersonal,Relationship/family breakdown,population,2659625.0
2019-06-30,Jun19,Interpersonal,Sexual abuse,population,2659625.0
2019-06-30,Jun19,Interpersonal,Time out from family/other situation,population,2659625.0
2019-06-30,Jun19,Not stated,Not stated,population,2659625.0
2019-06-30,Jun19,Other,Discrimination including racial discrimination,population,2659625.0
2019-06-30,Jun19,Other,Disengagement with school or other education and training,population,2659625.0
2019-06-30,Jun19,Other,Itinerant,population,2659625.0
2019-06-30,Jun19,Other,Lack of family and/or community support,population,2659625.0
2019-06-30,Jun19,Other,Other,population,2659625.0
2019-06-30,Jun19,Other,Other (not elsewhere classified),population,2659625.0
2019-06-30,Jun19,Other,Transition from custodial arrangements,population,2659625.0
2019-06-30,Jun19,Other,Transition from foster care and child safety residential placements,population,2659625.0
2019-06-30,Jun19,Other,Transition from other care arrangements,population,2659625.0
2019-06-30,Jun19,Other,Unable to return home due to environmental reasons,population,2659625.0
2019-06-30,Jun19,Total,Total clients,population,2659625.0
2020-06-30,Jun20,Accommodation,Accommodation,population,2712912.0
2020-06-30,Jun20,Accommodation,Housing crisis (e.g. eviction),population,2712912.0
2020-06-30,Jun20,Accommodation,Inadequate or inappropriate dwelling conditions,population,2712912.0
2020-06-30,Jun20,Accommodation,Previous accommodation ended,population,2712912.0
2020-06-30,Jun20,Covid,Covid-19,population,2712912.0
2020-06-30,Jun20,Financial,Employment difficulties,population,2712912.0
2020-06-30,Jun20,Financial,Financial,population,2712912.0
2020-06-30,Jun20,Financial,Financial difficulties,population,2712912.0
2020-06-30,Jun20,Financial,Housing affordability stress,population,2712912.0
2020-06-30,Jun20,Financial,Problematic gambling,population,2712912.0
2020-06-30,Jun20,Financial,Unemployment,population,2712912.0
2020-06-30,Jun20,Health,Health,population,2712912.0
2020-06-30,Jun20,Health,Medical issues,population,2712912.0
2020-06-30,Jun20,Health,Mental health issues,population,2712912.0
2020-06-30,Jun20,Health,Problematic alcohol use,population,2712912.0
2020-06-30,Jun20,Health,Problematic drug or substance use,population,2712912.0
2020-06-30,Jun20,Interpersonal,Family and domestic violence,population,2712912.0
2020-06-30,Jun20,Interpersonal,Interpersonal relationships,population,2712912.0
2020-06-30,Jun20,Interpersonal,Non-family violence,population,2712912.0
2020-06-30,Jun20,Interpersonal,Relationship/family breakdown,population,2712912.0
2020-06-30,Jun20,Interpersonal,Sexual abuse,population,2712912.0
2020-06-30,Jun20,Interpersonal,Time out from family/other situation,population,2712912.0
2020-06-30,Jun20,Not stated,Not stated,population,2712912.0
2020-06-30,Jun20,Other,Discrimination including racial discrimination,population,2712912.0
2020-06-30,Jun20,Other,Disengagement with school or other education and training,population,2712912.0
2020-06-30,Jun20,Other,Itinerant,population,2712912.0
2020-06-30,Jun20,Other,Lack of family and/or community support,population,2712912.0
2020-06-30,Jun20,Other,Other,population,2712912.0
2020-06-30,Jun20,Other,Other (not elsewhere classified),population,2712912.0
2020-06-30,Jun20,Other,Transition from custodial arrangements,population,2712912.0
2020-06-30,Jun20,Other,Transition from foster care and child safety residential placements,population,2712912.0
2020-06-30,Jun20,Other,Transition from other care arrangements,population,2712912.0
2020-06-30,Jun20,Other,Unable to return home due to environmental reasons,population,2712912.0
2020-06-30,Jun20,Total,Total clients,population,2712912.0
2021-06-30,Jun21,Accommodation,Accommodation,population,2749365.0
2021-06-30,Jun21,Accommodation,Housing crisis (e.g. eviction),population,2749365.0
2021-06-30,Jun21,Accommodation,Inadequate or inappropriate dwelling conditions,population,2749365.0
2021-06-30,Jun21,Accommodation,Previous accommodation ended,population,2749365.0
2021-06-30,Jun21,Covid,Covid-19,population,2749365.0
2021-06-30,Jun21,Financial,Employment difficulties,population,2749365.0
2021-06-30,Jun21,Financial,Financial,population,2749365.0
2021-06-30,Jun21,Financial,Financial difficulties,population,2749365.0
2021-06-30,Jun21,Financial,Housing affordability stress,population,2749365.0
2021-06-30,Jun21,Financial,Problematic gambling,population,2749365.0
2021-06-30,Jun21,Financial,Unemployment,population,2749365.0
2021-06-30,Jun21,Health,Health,population,2749365.0
2021-06-30,Jun21,Health,Medical issues,population,2749365.0
2021-06-30,Jun21,Health,Mental health issues,population,2749365.0
2021-06-30,Jun21,Health,Problematic alcohol use,population,2749365.0
2021-06-30,Jun21,Health,Problematic drug or substance use,population,2749365.0
2021-06-30,Jun21,Interpersonal,Family and domestic violence,population,2749365.0
2021-06-30,Jun21,Interpersonal,Interpersonal relationships,population,2749365.0
2021-06-30,Jun21,Interpersonal,Non-family violence,population,2749365.0
2021-06-30,Jun21,Interpersonal,Relationship/family breakdown,population,2749365.0
2021-06-30,Jun21,Interpersonal,Sexual abuse,population,2749365.0
2021-06-30,Jun21,Interpersonal,Time out from family/other situation,population,2749365.0
2021-06-30,Jun21,Not stated,Not stated,population,2749365.0
2021-06-30,Jun21,Other,Discrimination including racial discrimination,population,2749365.0
2021-06-30,Jun21,Other,Disengagement with school or other education and training,population,2749365.0
2021-06-30,Jun21,Other,Itinerant,population,2749365.0
2021-06-30,Jun21,Other,Lack of family and/or community support,population,2749365.0
2021-06-30,Jun21,Other,Other,population,2749365.0
