DATE,MONTH,SEX,CLIENT GROUP,MEASURE,VALUE
2018-10-31,Oct18,Male,Number of clients who are homeless,per 10k,8.276572814840373
2018-10-31,Oct18,Male,Number of clients who are at risk of homelessness,per 10k,7.349353454500131
2018-10-31,Oct18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.10640222167838864
2018-11-30,Nov18,Male,Number of indigenous clients,per 10k,5.677318542411165
2018-11-30,Nov18,Male,Number of clients with a current mental health issue,per 10k,4.240888549752919
2018-11-30,Nov18,Female,Number of clients who are at risk of homelessness,per 10k,17.472353220422157
2018-11-30,Nov18,Male,Number of clients who have experienced family and domestic violence,per 10k,4.48409362787495
2018-11-30,Nov18,Female,Number of clients who are homeless,per 10k,10.33253858128759
2018-11-30,Nov18,Female,Number of indigenous clients,per 10k,11.856511823365407
2018-11-30,Nov18,Female,Number of nights in short-term/emergency accommodation,per 10k,78.9722934044724
2018-11-30,Nov18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4114727753610102
2018-11-30,Nov18,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.1165252800491325
2018-11-30,Nov18,Female,Number of clients with a current mental health issue,per 10k,8.328513767955263
2018-11-30,Nov18,Female,Number of clients who have experienced family and domestic violence,per 10k,16.38271235233652
2018-11-30,Nov18,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.560704807144996
2018-11-30,Nov18,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.6676557006510295
2018-11-30,Nov18,Male,Number of clients who are homeless,per 10k,7.934565673731268
2018-11-30,Nov18,Male,Number of nights in short-term/emergency accommodation,per 10k,51.08066656431786
2018-11-30,Nov18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.11400238036970212
2018-11-30,Nov18,Male,Number of clients who are at risk of homelessness,per 10k,7.676160278226609
2018-11-30,Nov18,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,3.731677917434916
2018-12-31,Dec18,Female,Number of clients who are homeless,per 10k,10.24632188185968
2018-12-31,Dec18,Male,Number of clients who have experienced family and domestic violence,per 10k,4.553602953098647
2018-12-31,Dec18,Male,Number of indigenous clients,per 10k,6.08409845480568
2018-12-31,Dec18,Female,Number of clients who are at risk of homelessness,per 10k,18.510219737651624
2018-12-31,Dec18,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.605695101665692
2018-12-31,Dec18,Female,Number of indigenous clients,per 10k,13.21616017378491
2018-12-31,Dec18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5088981216342465
2018-12-31,Dec18,Female,Number of clients with problematic drug or alcohol issues,per 10k,2.93186082016148
2018-12-31,Dec18,Female,Number of clients with a current mental health issue,per 10k,7.671449296277448
2018-12-31,Dec18,Female,Number of clients who have experienced family and domestic violence,per 10k,17.089862293687386
2018-12-31,Dec18,Male,Number of clients with a current mental health issue,per 10k,3.939889410334936
2018-12-31,Dec18,Female,Number of nights in short-term/emergency accommodation,per 10k,89.77114775515165
2018-12-31,Dec18,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.530621275099747
2018-12-31,Dec18,Male,Number of clients who are homeless,per 10k,7.50094330044536
2018-12-31,Dec18,Male,Number of nights in short-term/emergency accommodation,per 10k,57.63603604695742
2018-12-31,Dec18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.1363807872808247
2018-12-31,Dec18,Male,Number of clients who are at risk of homelessness,per 10k,7.841895268647421
2018-12-31,Dec18,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,4.583909794716608
2019-01-31,Jan19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.833941238064787
2019-01-31,Jan19,Male,Number of indigenous clients,per 10k,6.834192784850216
2019-01-31,Jan19,Female,Number of clients who are at risk of homelessness,per 10k,19.47484752045087
2019-01-31,Jan19,Female,Number of clients who are homeless,per 10k,10.831174947021427
2019-01-31,Jan19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,9.418412997409936
2019-01-31,Jan19,Male,Number of clients with a current mental health issue,per 10k,4.303571509750468
2019-01-31,Jan19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5316846046924965
2019-01-31,Jan19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.3344220208572275
2019-01-31,Jan19,Female,Number of clients with a current mental health issue,per 10k,8.317066316261194
2019-01-31,Jan19,Female,Number of clients who have experienced family and domestic violence,per 10k,17.84941172896238
2019-01-31,Jan19,Female,Number of indigenous clients,per 10k,14.423843775872154
2019-01-31,Jan19,Female,Number of nights in short-term/emergency accommodation,per 10k,94.98165688113811
2019-01-31,Jan19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.871573243301809
2019-01-31,Jan19,Male,Number of nights in short-term/emergency accommodation,per 10k,61.234973489090294
2019-01-31,Jan19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.1969944705167468
2019-01-31,Jan19,Male,Number of clients who are at risk of homelessness,per 10k,8.4025718385797
2019-01-31,Jan19,Male,Number of clients who are homeless,per 10k,8.266191051298875
2019-01-31,Jan19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.311273993547673
2019-02-28,Feb19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.758174134019884
2019-02-28,Feb19,Female,Number of clients who are at risk of homelessness,per 10k,18.927971927052873
2019-02-28,Feb19,Female,Number of clients who are homeless,per 10k,10.694456048671928
2019-02-28,Feb19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.347448293672194
2019-02-28,Feb19,Female,Number of nights in short-term/emergency accommodation,per 10k,84.50747016869592
2019-02-28,Feb19,Female,Number of clients with a current mental health issue,per 10k,8.157560934853445
2019-02-28,Feb19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.433163447442977
2019-02-28,Feb19,Male,Number of clients with a current mental health issue,per 10k,4.34903177217741
2019-02-28,Feb19,Female,Number of clients who have experienced family and domestic violence,per 10k,17.37089558473913
2019-02-28,Feb19,Female,Number of indigenous clients,per 10k,12.889553916616663
2019-02-28,Feb19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5164936159869965
2019-02-28,Feb19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.810959560065887
2019-02-28,Feb19,Male,Number of indigenous clients,per 10k,6.515970947861625
2019-02-28,Feb19,Male,Number of nights in short-term/emergency accommodation,per 10k,58.68919879318157
2019-02-28,Feb19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.14395749768531496
2019-02-28,Feb19,Male,Number of clients who are at risk of homelessness,per 10k,8.38741841777072
2019-02-28,Feb19,Male,Number of clients who are homeless,per 10k,8.349534865748268
2019-02-28,Feb19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.015782287772553
2019-03-31,Mar19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.91537192101329
2019-03-31,Mar19,Male,Number of indigenous clients,per 10k,6.82271716030219
2019-03-31,Mar19,Female,Number of clients who are at risk of homelessness,per 10k,19.407643649060226
2019-03-31,Mar19,Female,Number of clients who are homeless,per 10k,11.676327662693943
2019-03-31,Mar19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.676002690467733
2019-03-31,Mar19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.431102109296473
2019-03-31,Mar19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.45344961796869687
2019-03-31,Mar19,Female,Number of clients with a current mental health issue,per 10k,8.245225553397471
2019-03-31,Mar19,Female,Number of clients who have experienced family and domestic violence,per 10k,17.548500215388568
2019-03-31,Mar19,Female,Number of indigenous clients,per 10k,14.124955599724906
2019-03-31,Mar19,Male,Number of clients with a current mental health issue,per 10k,4.470575995645523
2019-03-31,Mar19,Female,Number of nights in short-term/emergency accommodation,per 10k,96.59988361459806
2019-03-31,Mar19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.8723262299172756
2019-03-31,Mar19,Male,Number of nights in short-term/emergency accommodation,per 10k,67.8426869895684
2019-03-31,Mar19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.09046696787141024
2019-03-31,Mar19,Male,Number of clients who are at risk of homelessness,per 10k,8.451122581987574
2019-03-31,Mar19,Male,Number of clients who are homeless,per 10k,8.71498457161252
2019-03-31,Mar19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.066150200798974
2019-04-30,Apr19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.726899071281186
2019-04-30,Apr19,Male,Number of indigenous clients,per 10k,6.596549740623664
2019-04-30,Apr19,Female,Number of clients who are at risk of homelessness,per 10k,18.71991172847437
2019-04-30,Apr19,Female,Number of clients who are homeless,per 10k,11.222878044725247
2019-04-30,Apr19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.950483301717819
2019-04-30,Apr19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.128802363984008
2019-04-30,Apr19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.31741473257808783
2019-04-30,Apr19,Female,Number of clients with a current mental health issue,per 10k,7.965598288983442
2019-04-30,Apr19,Female,Number of clients who have experienced family and domestic violence,per 10k,16.732290903044913
2019-04-30,Apr19,Female,Number of indigenous clients,per 10k,13.520356109099978
2019-04-30,Apr19,Male,Number of clients with a current mental health issue,per 10k,4.153941608095587
2019-04-30,Apr19,Female,Number of nights in short-term/emergency accommodation,per 10k,83.40449973170898
2019-04-30,Apr19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.616003154281613
2019-04-30,Apr19,Male,Number of nights in short-term/emergency accommodation,per 10k,62.806692444726565
2019-04-30,Apr19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.04523348393570512
2019-04-30,Apr19,Male,Number of clients who are at risk of homelessness,per 10k,8.104332538480502
2019-04-30,Apr19,Male,Number of clients who are homeless,per 10k,8.451122581987574
2019-04-30,Apr19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,4.877677351066869
2019-05-31,May19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.8022882111740275
2019-05-31,May19,Male,Number of indigenous clients,per 10k,7.071501321948568
2019-05-31,May19,Female,Number of clients who are at risk of homelessness,per 10k,19.271608763669615
2019-05-31,May19,Female,Number of clients who are homeless,per 10k,11.321125461951798
2019-05-31,May19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.980713276249065
2019-05-31,May19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.1817048194136897
2019-05-31,May19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.39298966890620396
2019-05-31,May19,Female,Number of clients with a current mental health issue,per 10k,8.75157762679585
2019-05-31,May19,Female,Number of clients who have experienced family and domestic violence,per 10k,17.049705635623003
2019-05-31,May19,Male,Number of clients with a current mental health issue,per 10k,4.447959253677671
2019-05-31,May19,Female,Number of nights in short-term/emergency accommodation,per 10k,85.21074070995095
2019-05-31,May19,Female,Number of indigenous clients,per 10k,13.61860352632653
2019-05-31,May19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.849709487949423
2019-05-31,May19,Male,Number of nights in short-term/emergency accommodation,per 10k,64.20893044673343
2019-05-31,May19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.09800588186069445
2019-05-31,May19,Male,Number of clients who are at risk of homelessness,per 10k,8.458661495976859
2019-05-31,May19,Male,Number of clients who are homeless,per 10k,8.71498457161252
2019-05-31,May19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.11138368473468
2019-06-30,Jun19,Female,Number of clients who are homeless,per 10k,10.61380939404934
2019-06-30,Jun19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.665079588060701
2019-06-30,Jun19,Male,Number of indigenous clients,per 10k,6.580691979293357
2019-06-30,Jun19,Female,Number of clients who are at risk of homelessness,per 10k,18.758590787213446
2019-06-30,Jun19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.73076755155225
2019-06-30,Jun19,Male,Number of clients with a current mental health issue,per 10k,4.139225206153698
2019-06-30,Jun19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4892890855412817
2019-06-30,Jun19,Female,Number of clients with problematic drug or alcohol issues,per 10k,2.943262037640633
2019-06-30,Jun19,Female,Number of clients with a current mental health issue,per 10k,8.107143771199391
2019-06-30,Jun19,Female,Number of clients who have experienced family and domestic violence,per 10k,16.063737054539924
2019-06-30,Jun19,Female,Number of indigenous clients,per 10k,13.082837394934579
2019-06-30,Jun19,Female,Number of nights in short-term/emergency accommodation,per 10k,78.61746475989456
2019-06-30,Jun19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.6067352931675742
2019-06-30,Jun19,Male,Number of nights in short-term/emergency accommodation,per 10k,56.86739530051451
2019-06-30,Jun19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.12019528729302936
2019-06-30,Jun19,Male,Number of clients who are at risk of homelessness,per 10k,8.323523645042282
2019-06-30,Jun19,Male,Number of clients who are homeless,per 10k,7.7901570576794645
2019-06-30,Jun19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,4.604981944414187
2019-07-31,Jul19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.620006355325815
2019-07-31,Jul19,Female,Number of clients who are at risk of homelessness,per 10k,18.87903117750053
2019-07-31,Jul19,Female,Number of clients who are homeless,per 10k,10.538534150119913
2019-07-31,Jul19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.332969502987675
2019-07-31,Jul19,Female,Number of clients with problematic drug or alcohol issues,per 10k,2.724963830245292
2019-07-31,Jul19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.21829820739534106
2019-07-31,Jul19,Male,Number of clients with a current mental health issue,per 10k,4.184298438888584
2019-07-31,Jul19,Female,Number of clients with a current mental health issue,per 10k,8.084561198020563
2019-07-31,Jul19,Female,Number of clients who have experienced family and domestic violence,per 10k,16.123957249683468
2019-07-31,Jul19,Female,Number of indigenous clients,per 10k,13.361355797473461
2019-07-31,Jul19,Female,Number of nights in short-term/emergency accommodation,per 10k,82.46402972468833
2019-07-31,Jul19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.5992230877117595
2019-07-31,Jul19,Male,Number of indigenous clients,per 10k,7.45210781216782
2019-07-31,Jul19,Male,Number of nights in short-term/emergency accommodation,per 10k,60.85637639755192
2019-07-31,Jul19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.416300133642134
2019-07-31,Jul19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.09014646546977202
2019-07-31,Jul19,Male,Number of clients who are at risk of homelessness,per 10k,8.789280383302772
2019-07-31,Jul19,Male,Number of clients who are homeless,per 10k,8.105669686823667
2019-08-31,Aug19,Male,Number of clients with a current mental health issue,per 10k,4.071615357051369
2019-08-31,Aug19,Female,Number of indigenous clients,per 10k,13.918392602551227
2019-08-31,Aug19,Female,Number of clients who have experienced family and domestic violence,per 10k,17.177810664695457
2019-08-31,Aug19,Female,Number of clients with a current mental health issue,per 10k,8.287804356630017
2019-08-31,Aug19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.29357345132476903
2019-08-31,Aug19,Female,Number of nights in short-term/emergency accommodation,per 10k,77.18723512523542
2019-08-31,Aug19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.99539164956664
2019-08-31,Aug19,Female,Number of clients who are homeless,per 10k,10.53100662572697
2019-08-31,Aug19,Female,Number of clients who are at risk of homelessness,per 10k,19.165077104432356
2019-08-31,Aug19,Male,Number of indigenous clients,per 10k,7.234253853949204
2019-08-31,Aug19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.687616204428145
2019-08-31,Aug19,Female,Number of clients with problematic drug or alcohol issues,per 10k,2.8980968912829765
2019-08-31,Aug19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.6593207313582745
2019-08-31,Aug19,Male,Number of nights in short-term/emergency accommodation,per 10k,65.4613583419661
2019-08-31,Aug19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.09014646546977202
2019-08-31,Aug19,Male,Number of clients who are at risk of homelessness,per 10k,8.601475246907412
2019-08-31,Aug19,Male,Number of clients who are homeless,per 10k,8.173279535925996
2019-08-31,Aug19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.694251735507265
2019-09-30,Sep19,Male,Number of clients with a current mental health issue,per 10k,4.065162158122852
2019-09-30,Sep19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.468689284112988
2019-09-30,Sep19,Male,Number of indigenous clients,per 10k,6.770288447167837
2019-09-30,Sep19,Female,Number of clients who are at risk of homelessness,per 10k,17.43203452575735
2019-09-30,Sep19,Female,Number of clients who are homeless,per 10k,10.598437478949078
2019-09-30,Sep19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4490863338537745
2019-09-30,Sep19,Female,Number of nights in short-term/emergency accommodation,per 10k,80.8280553214485
2019-09-30,Sep19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.0088784368202894
2019-09-30,Sep19,Female,Number of clients with a current mental health issue,per 10k,8.061099692675253
2019-09-30,Sep19,Female,Number of clients who have experienced family and domestic violence,per 10k,15.658143507034938
2019-09-30,Sep19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.4734718278284262
2019-09-30,Sep19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.195825592831385
2019-09-30,Sep19,Female,Number of indigenous clients,per 10k,13.210622987531867
2019-09-30,Sep19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.1419817665520849
2019-09-30,Sep19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.335525332536243
2019-09-30,Sep19,Male,Number of nights in short-term/emergency accommodation,per 10k,65.17710357196233
2019-09-30,Sep19,Male,Number of clients who are at risk of homelessness,per 10k,7.734269914810939
2019-09-30,Sep19,Male,Number of clients who are homeless,per 10k,8.130324316245703
2019-10-31,Oct19,Female,Number of clients who are at risk of homelessness,per 10k,17.828727453994848
2019-10-31,Oct19,Female,Number of indigenous clients,per 10k,13.846828627158047
2019-10-31,Oct19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.4985801823344795
2019-10-31,Oct19,Male,Number of indigenous clients,per 10k,6.8300702436108205
2019-10-31,Oct19,Male,Number of clients with a current mental health issue,per 10k,4.341652966671648
2019-10-31,Oct19,Female,Number of clients who have experienced family and domestic violence,per 10k,15.920110535116306
2019-10-31,Oct19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.420368759758272
2019-10-31,Oct19,Female,Number of nights in short-term/emergency accommodation,per 10k,84.49559371458767
2019-10-31,Oct19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.47154065054646327
2019-10-31,Oct19,Female,Number of clients with problematic drug or alcohol issues,per 10k,2.9490002589731192
2019-10-31,Oct19,Female,Number of clients with a current mental health issue,per 10k,8.255703770678554
2019-10-31,Oct19,Female,Number of clients who are homeless,per 10k,11.197219257420779
2019-10-31,Oct19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.63787176804663
2019-10-31,Oct19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.447616200866837
2019-10-31,Oct19,Male,Number of nights in short-term/emergency accommodation,per 10k,68.24839336422059
2019-10-31,Oct19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.1569272156628307
2019-10-31,Oct19,Male,Number of clients who are at risk of homelessness,per 10k,7.936033477806008
2019-10-31,Oct19,Male,Number of clients who are homeless,per 10k,8.548796891346585
2019-11-30,Nov19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.7377073681064115
2019-11-30,Nov19,Female,Number of clients who are at risk of homelessness,per 10k,18.16554220438518
2019-11-30,Nov19,Female,Number of clients who are homeless,per 10k,11.272066979729741
2019-11-30,Nov19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.375460126372895
2019-11-30,Nov19,Female,Number of nights in short-term/emergency accommodation,per 10k,81.93580161162116
2019-11-30,Nov19,Female,Number of clients with a current mental health issue,per 10k,8.58503374883799
2019-11-30,Nov19,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.1436043369764217
2019-11-30,Nov19,Male,Number of clients with a current mental health issue,per 10k,4.304289343894784
2019-11-30,Nov19,Female,Number of clients who have experienced family and domestic violence,per 10k,16.44404459127904
2019-11-30,Nov19,Female,Number of indigenous clients,per 10k,13.719587499232812
2019-11-30,Nov19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.47902542277735943
2019-11-30,Nov19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.6453444926020024
2019-11-30,Nov19,Male,Number of indigenous clients,per 10k,7.465251830817516
2019-11-30,Nov19,Male,Number of nights in short-term/emergency accommodation,per 10k,66.813630249589
2019-11-30,Nov19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.03736362277686445
2019-11-30,Nov19,Male,Number of clients who are at risk of homelessness,per 10k,8.264833358242415
2019-11-30,Nov19,Male,Number of clients who are homeless,per 10k,8.578687789568075
2019-11-30,Nov19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.686743386638768
2019-12-31,Dec19,Male,Number of clients who have experienced family and domestic violence,per 10k,4.490492645703104
2019-12-31,Dec19,Female,Number of clients who are at risk of homelessness,per 10k,17.302518725790428
2019-12-31,Dec19,Female,Number of clients who are homeless,per 10k,10.954540887898284
2019-12-31,Dec19,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.922890302031279
2019-12-31,Dec19,Female,Number of nights in short-term/emergency accommodation,per 10k,89.18425135908494
2019-12-31,Dec19,Female,Number of clients with a current mental health issue,per 10k,8.141486230543968
2019-12-31,Dec19,Female,Number of clients with problematic drug or alcohol issues,per 10k,2.917241866885956
2019-12-31,Dec19,Female,Number of clients who have experienced family and domestic violence,per 10k,16.13413359032845
2019-12-31,Dec19,Female,Number of indigenous clients,per 10k,13.700618053410828
2019-12-31,Dec19,Male,Number of clients with a current mental health issue,per 10k,4.118763122052185
2019-12-31,Dec19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5134941041202321
2019-12-31,Dec19,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.48315321798814
2019-12-31,Dec19,Male,Number of indigenous clients,per 10k,7.226421939773869
2019-12-31,Dec19,Male,Number of nights in short-term/emergency accommodation,per 10k,69.75132781785848
2019-12-31,Dec19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.059476723784147076
2019-12-31,Dec19,Male,Number of clients who are at risk of homelessness,per 10k,8.014488529913818
2019-12-31,Dec19,Male,Number of clients who are homeless,per 10k,8.09626902511702
2019-12-31,Dec19,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.7023308928051
2020-01-31,Jan20,Male,Number of clients with a current mental health issue,per 10k,4.044417217322001
2020-01-31,Jan20,Male,Number of clients who have experienced family and domestic violence,per 10k,4.319497064823682
2020-01-31,Jan20,Male,Number of indigenous clients,per 10k,7.166945215989723
2020-01-31,Jan20,Female,Number of clients who are at risk of homelessness,per 10k,17.176005685644864
2020-01-31,Jan20,Female,Number of clients who are homeless,per 10k,11.631757749853952
2020-01-31,Jan20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5432618782721296
2020-01-31,Jan20,Female,Number of nights in short-term/emergency accommodation,per 10k,91.02985335650258
2020-01-31,Jan20,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.296780987322649
2020-01-31,Jan20,Female,Number of clients with a current mental health issue,per 10k,8.215905665923714
2020-01-31,Jan20,Female,Number of clients who have experienced family and domestic violence,per 10k,16.08203998556263
2020-01-31,Jan20,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.5500645322453055
2020-01-31,Jan20,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,9.294987478929997
2020-01-31,Jan20,Female,Number of indigenous clients,per 10k,14.176902439841188
2020-01-31,Jan20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.1338226285143309
2020-01-31,Jan20,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.4421202262494575
2020-01-31,Jan20,Male,Number of nights in short-term/emergency accommodation,per 10k,67.42430099980373
2020-01-31,Jan20,Male,Number of clients who are at risk of homelessness,per 10k,7.516370968221587
2020-01-31,Jan20,Male,Number of clients who are homeless,per 10k,8.497736910660013
2020-02-29,Feb20,Female,Number of clients who are at risk of homelessness,per 10k,16.989957097195504
2020-02-29,Feb20,Male,Number of clients with a current mental health issue,per 10k,4.126197712525204
2020-02-29,Feb20,Male,Number of clients who have experienced family and domestic violence,per 10k,3.9626367221187992
2020-02-29,Feb20,Male,Number of indigenous clients,per 10k,6.7431735590276745
2020-02-29,Feb20,Female,Number of clients who are homeless,per 10k,11.207566968189411
2020-02-29,Feb20,Female,Number of clients who have experienced family and domestic violence,per 10k,15.456916728372782
2020-02-29,Feb20,Female,Number of indigenous clients,per 10k,13.075494796220982
2020-02-29,Feb20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.573029652424027
2020-02-29,Feb20,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.4158520839302393
2020-02-29,Feb20,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.5723683036643608
2020-02-29,Feb20,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.595444786360407
2020-02-29,Feb20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.0892150856762206
2020-02-29,Feb20,Female,Number of clients with a current mental health issue,per 10k,8.580560899284457
2020-02-29,Feb20,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,5.10756365496363
2020-02-29,Feb20,Male,Number of nights in short-term/emergency accommodation,per 10k,63.29810328727852
2020-02-29,Feb20,Female,Number of nights in short-term/emergency accommodation,per 10k,83.91535533419908
2020-02-29,Feb20,Male,Number of clients who are at risk of homelessness,per 10k,7.642759006262899
2020-02-29,Feb20,Male,Number of clients who are homeless,per 10k,8.215222472685316
2020-03-31,Mar20,Male,Number of clients who have experienced family and domestic violence,per 10k,3.9746450154405357
2020-03-31,Mar20,Female,Number of clients who are at risk of homelessness,per 10k,17.445685519341794
2020-03-31,Mar20,Female,Number of clients who are homeless,per 10k,10.726139698544468
2020-03-31,Mar20,Female,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.887519681838007
2020-03-31,Mar20,Female,Number of nights in short-term/emergency accommodation,per 10k,87.79763004797563
2020-03-31,Mar20,Female,Number of clients with a current mental health issue,per 10k,8.552821248253583
2020-03-31,Mar20,Female,Number of clients with problematic drug or alcohol issues,per 10k,3.2821543943168465
2020-03-31,Mar20,Male,Number of clients with a current mental health issue,per 10k,4.181503863827775
2020-03-31,Mar20,Female,Number of clients who have experienced family and domestic violence,per 10k,15.228013631289873
2020-03-31,Mar20,Female,Number of indigenous clients,per 10k,12.500277208986008
2020-03-31,Mar20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4952800549982628
2020-03-31,Mar20,Male,Number of clients with problematic drug or alcohol issues,per 10k,2.548796524771347
2020-03-31,Mar20,Male,Number of indigenous clients,per 10k,6.272255795741662
2020-03-31,Mar20,Male,Number of nights in short-term/emergency accommodation,per 10k,65.7220112590316
2020-03-31,Mar20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.08126597615212991
2020-03-31,Mar20,Male,Number of clients who are at risk of homelessness,per 10k,7.2474475095672215
2020-03-31,Mar20,Male,Number of clients who are homeless,per 10k,8.07488290311618
2020-03-31,Mar20,Male,Number of clients accommodated in short-term/emergency accommodation,per 10k,4.765141328920344
