DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2017-10-31,NSW,Oct17,Number of clients who are homeless,population,7884752.0
2017-10-31,NSW,Oct17,Number of clients who have experienced family and domestic violence,population,7884752.0
2017-10-31,NSW,Oct17,Number of clients with a current mental health issue,population,7884752.0
2017-10-31,NSW,Oct17,Number of clients with problematic drug or alcohol issues,population,7884752.0
2017-10-31,NSW,Oct17,Number of indigenous clients,population,7884752.0
2017-10-31,NSW,Oct17,Number of nights in short-term/emergency accommodation,population,7884752.0
2018-10-31,NSW,Oct18,Number of clients accommodated in short-term/emergency accommodation,population,7984525.0
2018-10-31,NSW,Oct18,Number of clients financially assisted with payments for short term/emergency accommodation,population,7984525.0
2018-10-31,NSW,Oct18,Number of clients who are at risk of homelessness,population,7984525.0
2018-10-31,NSW,Oct18,Number of clients who are homeless,population,7984525.0
2018-10-31,NSW,Oct18,Number of clients who have experienced family and domestic violence,population,7984525.0
2018-10-31,NSW,Oct18,Number of clients with a current mental health issue,population,7984525.0
2018-10-31,NSW,Oct18,Number of clients with problematic drug or alcohol issues,population,7984525.0
2018-10-31,NSW,Oct18,Number of indigenous clients,population,7984525.0
2018-10-31,NSW,Oct18,Number of nights in short-term/emergency accommodation,population,7984525.0
2019-10-31,NSW,Oct19,Number of clients accommodated in short-term/emergency accommodation,population,8071350.0
2019-10-31,NSW,Oct19,Number of clients financially assisted with payments for short term/emergency accommodation,population,8071350.0
2019-10-31,NSW,Oct19,Number of clients who are at risk of homelessness,population,8071350.0
2019-10-31,NSW,Oct19,Number of clients who are homeless,population,8071350.0
2019-10-31,NSW,Oct19,Number of clients who have experienced family and domestic violence,population,8071350.0
2019-10-31,NSW,Oct19,Number of clients with a current mental health issue,population,8071350.0
2019-10-31,NSW,Oct19,Number of clients with problematic drug or alcohol issues,population,8071350.0
2019-10-31,NSW,Oct19,Number of indigenous clients,population,8071350.0
2019-10-31,NSW,Oct19,Number of nights in short-term/emergency accommodation,population,8071350.0
2020-10-31,NSW,Oct20,Number of clients accommodated in short-term/emergency accommodation,population,8098905.0
2020-10-31,NSW,Oct20,Number of clients financially assisted with payments for short term/emergency accommodation,population,8098905.0
2020-10-31,NSW,Oct20,Number of clients who are at risk of homelessness,population,8098905.0
2020-10-31,NSW,Oct20,Number of clients who are homeless,population,8098905.0
2020-10-31,NSW,Oct20,Number of clients who have experienced family and domestic violence,population,8098905.0
2020-10-31,NSW,Oct20,Number of clients with a current mental health issue,population,8098905.0
2020-10-31,NSW,Oct20,Number of clients with problematic drug or alcohol issues,population,8098905.0
2020-10-31,NSW,Oct20,Number of indigenous clients,population,8098905.0
2020-10-31,NSW,Oct20,Number of nights in short-term/emergency accommodation,population,8098905.0
2021-10-31,NSW,Oct21,Number of clients accommodated in short-term/emergency accommodation,population,8088503.0
2021-10-31,NSW,Oct21,Number of clients financially assisted with payments for short term/emergency accommodation,population,8088503.0
2021-10-31,NSW,Oct21,Number of clients who are at risk of homelessness,population,8088503.0
2021-10-31,NSW,Oct21,Number of clients who are homeless,population,8088503.0
2021-10-31,NSW,Oct21,Number of clients who have experienced family and domestic violence,population,8088503.0
2021-10-31,NSW,Oct21,Number of clients with a current mental health issue,population,8088503.0
2021-10-31,NSW,Oct21,Number of clients with problematic drug or alcohol issues,population,8088503.0
2021-10-31,NSW,Oct21,Number of indigenous clients,population,8088503.0
2021-10-31,NSW,Oct21,Number of nights in short-term/emergency accommodation,population,8088503.0
2022-10-31,NSW,Oct22,Number of clients accommodated in short-term/emergency accommodation,population,8206865.0
2022-10-31,NSW,Oct22,Number of clients financially assisted with payments for short term/emergency accommodation,population,8206865.0
2022-10-31,NSW,Oct22,Number of clients who are at risk of homelessness,population,8206865.0
2022-10-31,NSW,Oct22,Number of clients who are homeless,population,8206865.0
2022-10-31,NSW,Oct22,Number of clients who have experienced family and domestic violence,population,8206865.0
2022-10-31,NSW,Oct22,Number of clients with a current mental health issue,population,8206865.0
2022-10-31,NSW,Oct22,Number of clients with problematic drug or alcohol issues,population,8206865.0
2022-10-31,NSW,Oct22,Number of indigenous clients,population,8206865.0
2022-10-31,NSW,Oct22,Number of nights in short-term/emergency accommodation,population,8206865.0
2017-09-30,NSW,Sep17,Number of clients accommodated in short-term/emergency accommodation,population,7884752.0
2017-09-30,NSW,Sep17,Number of clients financially assisted with payments for short term/emergency accommodation,population,7884752.0
2017-09-30,NSW,Sep17,Number of clients who are at risk of homelessness,population,7884752.0
2017-09-30,NSW,Sep17,Number of clients who are homeless,population,7884752.0
2017-09-30,NSW,Sep17,Number of clients who have experienced family and domestic violence,population,7884752.0
2017-09-30,NSW,Sep17,Number of clients with a current mental health issue,population,7884752.0
2017-09-30,NSW,Sep17,Number of clients with problematic drug or alcohol issues,population,7884752.0
2017-09-30,NSW,Sep17,Number of indigenous clients,population,7884752.0
2017-09-30,NSW,Sep17,Number of nights in short-term/emergency accommodation,population,7884752.0
2018-09-30,NSW,Sep18,Number of clients accommodated in short-term/emergency accommodation,population,7984525.0
2018-09-30,NSW,Sep18,Number of clients financially assisted with payments for short term/emergency accommodation,population,7984525.0
2018-09-30,NSW,Sep18,Number of clients who are at risk of homelessness,population,7984525.0
2018-09-30,NSW,Sep18,Number of clients who are homeless,population,7984525.0
2018-09-30,NSW,Sep18,Number of clients who have experienced family and domestic violence,population,7984525.0
2018-09-30,NSW,Sep18,Number of clients with a current mental health issue,population,7984525.0
2018-09-30,NSW,Sep18,Number of clients with problematic drug or alcohol issues,population,7984525.0
2018-09-30,NSW,Sep18,Number of indigenous clients,population,7984525.0
2018-09-30,NSW,Sep18,Number of nights in short-term/emergency accommodation,population,7984525.0
2019-09-30,NSW,Sep19,Number of clients accommodated in short-term/emergency accommodation,population,8071350.0
2019-09-30,NSW,Sep19,Number of clients financially assisted with payments for short term/emergency accommodation,population,8071350.0
2019-09-30,NSW,Sep19,Number of clients who are at risk of homelessness,population,8071350.0
2019-09-30,NSW,Sep19,Number of clients who are homeless,population,8071350.0
2019-09-30,NSW,Sep19,Number of clients who have experienced family and domestic violence,population,8071350.0
2019-09-30,NSW,Sep19,Number of clients with a current mental health issue,population,8071350.0
2019-09-30,NSW,Sep19,Number of clients with problematic drug or alcohol issues,population,8071350.0
2019-09-30,NSW,Sep19,Number of indigenous clients,population,8071350.0
2019-09-30,NSW,Sep19,Number of nights in short-term/emergency accommodation,population,8071350.0
2020-09-30,NSW,Sep20,Number of clients accommodated in short-term/emergency accommodation,population,8098905.0
2020-09-30,NSW,Sep20,Number of clients financially assisted with payments for short term/emergency accommodation,population,8098905.0
2020-09-30,NSW,Sep20,Number of clients who are at risk of homelessness,population,8098905.0
2020-09-30,NSW,Sep20,Number of clients who are homeless,population,8098905.0
2020-09-30,NSW,Sep20,Number of clients who have experienced family and domestic violence,population,8098905.0
2020-09-30,NSW,Sep20,Number of clients with a current mental health issue,population,8098905.0
2020-09-30,NSW,Sep20,Number of clients with problematic drug or alcohol issues,population,8098905.0
2020-09-30,NSW,Sep20,Number of indigenous clients,population,8098905.0
2020-09-30,NSW,Sep20,Number of nights in short-term/emergency accommodation,population,8098905.0
2021-09-30,NSW,Sep21,Number of clients accommodated in short-term/emergency accommodation,population,8088503.0
2021-09-30,NSW,Sep21,Number of clients financially assisted with payments for short term/emergency accommodation,population,8088503.0
2021-09-30,NSW,Sep21,Number of clients who are at risk of homelessness,population,8088503.0
2021-09-30,NSW,Sep21,Number of clients who are homeless,population,8088503.0
2021-09-30,NSW,Sep21,Number of clients who have experienced family and domestic violence,population,8088503.0
2021-09-30,NSW,Sep21,Number of clients with a current mental health issue,population,8088503.0
2021-09-30,NSW,Sep21,Number of clients with problematic drug or alcohol issues,population,8088503.0
2021-09-30,NSW,Sep21,Number of indigenous clients,population,8088503.0
2021-09-30,NSW,Sep21,Number of nights in short-term/emergency accommodation,population,8088503.0
2022-09-30,NSW,Sep22,Number of clients accommodated in short-term/emergency accommodation,population,8206865.0
2022-09-30,NSW,Sep22,Number of clients financially assisted with payments for short term/emergency accommodation,population,8206865.0
2022-09-30,NSW,Sep22,Number of clients who are at risk of homelessness,population,8206865.0
2022-09-30,NSW,Sep22,Number of clients who are homeless,population,8206865.0
2022-09-30,NSW,Sep22,Number of clients who have experienced family and domestic violence,population,8206865.0
2022-09-30,NSW,Sep22,Number of clients with a current mental health issue,population,8206865.0
2022-09-30,NSW,Sep22,Number of clients with problematic drug or alcohol issues,population,8206865.0
2022-09-30,NSW,Sep22,Number of indigenous clients,population,8206865.0
2022-09-30,NSW,Sep22,Number of nights in short-term/emergency accommodation,population,8206865.0
2018-04-30,Vic,Apr18,Number of clients accommodated in short-term/emergency accommodation,population,6398586.0
2018-04-30,Vic,Apr18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6398586.0
2018-04-30,Vic,Apr18,Number of clients who are at risk of homelessness,population,6398586.0
2018-04-30,Vic,Apr18,Number of clients who are homeless,population,6398586.0
2018-04-30,Vic,Apr18,Number of clients who have experienced family and domestic violence,population,6398586.0
2018-04-30,Vic,Apr18,Number of clients with a current mental health issue,population,6398586.0
2018-04-30,Vic,Apr18,Number of clients with problematic drug or alcohol issues,population,6398586.0
2018-04-30,Vic,Apr18,Number of indigenous clients,population,6398586.0
2018-04-30,Vic,Apr18,Number of nights in short-term/emergency accommodation,population,6398586.0
2019-04-30,Vic,Apr19,Number of clients accommodated in short-term/emergency accommodation,population,6518716.0
2019-04-30,Vic,Apr19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6518716.0
2019-04-30,Vic,Apr19,Number of clients who are at risk of homelessness,population,6518716.0
2019-04-30,Vic,Apr19,Number of clients who are homeless,population,6518716.0
2019-04-30,Vic,Apr19,Number of clients who have experienced family and domestic violence,population,6518716.0
2019-04-30,Vic,Apr19,Number of clients with a current mental health issue,population,6518716.0
2019-04-30,Vic,Apr19,Number of clients with problematic drug or alcohol issues,population,6518716.0
2019-04-30,Vic,Apr19,Number of indigenous clients,population,6518716.0
2019-04-30,Vic,Apr19,Number of nights in short-term/emergency accommodation,population,6518716.0
2020-04-30,Vic,Apr20,Number of clients accommodated in short-term/emergency accommodation,population,6616636.0
2020-04-30,Vic,Apr20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6616636.0
2020-04-30,Vic,Apr20,Number of clients who are at risk of homelessness,population,6616636.0
2020-04-30,Vic,Apr20,Number of clients who are homeless,population,6616636.0
2020-04-30,Vic,Apr20,Number of clients who have experienced family and domestic violence,population,6616636.0
2020-04-30,Vic,Apr20,Number of clients with a current mental health issue,population,6616636.0
2020-04-30,Vic,Apr20,Number of clients with problematic drug or alcohol issues,population,6616636.0
2020-04-30,Vic,Apr20,Number of indigenous clients,population,6616636.0
2020-04-30,Vic,Apr20,Number of nights in short-term/emergency accommodation,population,6616636.0
2021-04-30,Vic,Apr21,Number of clients accommodated in short-term/emergency accommodation,population,6555302.0
2021-04-30,Vic,Apr21,Number of clients financially assisted with payments for short term/emergency accommodation,population,6555302.0
2021-04-30,Vic,Apr21,Number of clients who are at risk of homelessness,population,6555302.0
2021-04-30,Vic,Apr21,Number of clients who are homeless,population,6555302.0
2021-04-30,Vic,Apr21,Number of clients who have experienced family and domestic violence,population,6555302.0
2021-04-30,Vic,Apr21,Number of clients with a current mental health issue,population,6555302.0
2021-04-30,Vic,Apr21,Number of clients with problematic drug or alcohol issues,population,6555302.0
2021-04-30,Vic,Apr21,Number of indigenous clients,population,6555302.0
2021-04-30,Vic,Apr21,Number of nights in short-term/emergency accommodation,population,6555302.0
2022-04-30,Vic,Apr22,Number of clients accommodated in short-term/emergency accommodation,population,6604868.0
2022-04-30,Vic,Apr22,Number of clients financially assisted with payments for short term/emergency accommodation,population,6604868.0
2022-04-30,Vic,Apr22,Number of clients who are at risk of homelessness,population,6604868.0
2022-04-30,Vic,Apr22,Number of clients who are homeless,population,6604868.0
2022-04-30,Vic,Apr22,Number of clients who have experienced family and domestic violence,population,6604868.0
2022-04-30,Vic,Apr22,Number of clients with a current mental health issue,population,6604868.0
2022-04-30,Vic,Apr22,Number of clients with problematic drug or alcohol issues,population,6604868.0
2022-04-30,Vic,Apr22,Number of indigenous clients,population,6604868.0
2022-04-30,Vic,Apr22,Number of nights in short-term/emergency accommodation,population,6604868.0
2023-04-30,Vic,Apr23,Number of clients accommodated in short-term/emergency accommodation,population,6766559.0
2023-04-30,Vic,Apr23,Number of clients financially assisted with payments for short term/emergency accommodation,population,6766559.0
2023-04-30,Vic,Apr23,Number of clients who are at risk of homelessness,population,6766559.0
2023-04-30,Vic,Apr23,Number of clients who are homeless,population,6766559.0
2023-04-30,Vic,Apr23,Number of clients who have experienced family and domestic violence,population,6766559.0
2023-04-30,Vic,Apr23,Number of clients with a current mental health issue,population,6766559.0
2023-04-30,Vic,Apr23,Number of clients with problematic drug or alcohol issues,population,6766559.0
2023-04-30,Vic,Apr23,Number of indigenous clients,population,6766559.0
2023-04-30,Vic,Apr23,Number of nights in short-term/emergency accommodation,population,6766559.0
2017-08-31,Vic,Aug17,Number of clients accommodated in short-term/emergency accommodation,population,6302608.0
2017-08-31,Vic,Aug17,Number of clients financially assisted with payments for short term/emergency accommodation,population,6302608.0
2017-08-31,Vic,Aug17,Number of clients who are at risk of homelessness,population,6302608.0
2017-08-31,Vic,Aug17,Number of clients who are homeless,population,6302608.0
2017-08-31,Vic,Aug17,Number of clients who have experienced family and domestic violence,population,6302608.0
2017-08-31,Vic,Aug17,Number of clients with a current mental health issue,population,6302608.0
2017-08-31,Vic,Aug17,Number of clients with problematic drug or alcohol issues,population,6302608.0
2017-08-31,Vic,Aug17,Number of indigenous clients,population,6302608.0
2017-08-31,Vic,Aug17,Number of nights in short-term/emergency accommodation,population,6302608.0
2018-08-31,Vic,Aug18,Number of clients accommodated in short-term/emergency accommodation,population,6423038.0
2018-08-31,Vic,Aug18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6423038.0
2018-08-31,Vic,Aug18,Number of clients who are at risk of homelessness,population,6423038.0
2018-08-31,Vic,Aug18,Number of clients who are homeless,population,6423038.0
2018-08-31,Vic,Aug18,Number of clients who have experienced family and domestic violence,population,6423038.0
2018-08-31,Vic,Aug18,Number of clients with a current mental health issue,population,6423038.0
2018-08-31,Vic,Aug18,Number of clients with problematic drug or alcohol issues,population,6423038.0
2018-08-31,Vic,Aug18,Number of indigenous clients,population,6423038.0
2018-08-31,Vic,Aug18,Number of nights in short-term/emergency accommodation,population,6423038.0
2019-08-31,Vic,Aug19,Number of clients accommodated in short-term/emergency accommodation,population,6537305.0
2019-08-31,Vic,Aug19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6537305.0
2019-08-31,Vic,Aug19,Number of clients who are at risk of homelessness,population,6537305.0
2019-08-31,Vic,Aug19,Number of clients who are homeless,population,6537305.0
2019-08-31,Vic,Aug19,Number of clients who have experienced family and domestic violence,population,6537305.0
2019-08-31,Vic,Aug19,Number of clients with a current mental health issue,population,6537305.0
2019-08-31,Vic,Aug19,Number of clients with problematic drug or alcohol issues,population,6537305.0
2019-08-31,Vic,Aug19,Number of indigenous clients,population,6537305.0
2019-08-31,Vic,Aug19,Number of nights in short-term/emergency accommodation,population,6537305.0
2020-08-31,Vic,Aug20,Number of clients accommodated in short-term/emergency accommodation,population,6615046.0
2020-08-31,Vic,Aug20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6615046.0
2020-08-31,Vic,Aug20,Number of clients who are at risk of homelessness,population,6615046.0
2020-08-31,Vic,Aug20,Number of clients who are homeless,population,6615046.0
2020-08-31,Vic,Aug20,Number of clients who have experienced family and domestic violence,population,6615046.0
2020-08-31,Vic,Aug20,Number of clients with a current mental health issue,population,6615046.0
2020-08-31,Vic,Aug20,Number of clients with problematic drug or alcohol issues,population,6615046.0
2020-08-31,Vic,Aug20,Number of indigenous clients,population,6615046.0
2020-08-31,Vic,Aug20,Number of nights in short-term/emergency accommodation,population,6615046.0
2021-08-31,Vic,Aug21,Number of clients accommodated in short-term/emergency accommodation,population,6547822.0
2021-08-31,Vic,Aug21,Number of clients financially assisted with payments for short term/emergency accommodation,population,6547822.0
2021-08-31,Vic,Aug21,Number of clients who are at risk of homelessness,population,6547822.0
2021-08-31,Vic,Aug21,Number of clients who are homeless,population,6547822.0
2021-08-31,Vic,Aug21,Number of clients who have experienced family and domestic violence,population,6547822.0
2021-08-31,Vic,Aug21,Number of clients with a current mental health issue,population,6547822.0
2021-08-31,Vic,Aug21,Number of clients with problematic drug or alcohol issues,population,6547822.0
2021-08-31,Vic,Aug21,Number of indigenous clients,population,6547822.0
2021-08-31,Vic,Aug21,Number of nights in short-term/emergency accommodation,population,6547822.0
2022-08-31,Vic,Aug22,Number of clients accommodated in short-term/emergency accommodation,population,6630258.0
2022-08-31,Vic,Aug22,Number of clients financially assisted with payments for short term/emergency accommodation,population,6630258.0
2022-08-31,Vic,Aug22,Number of clients who are at risk of homelessness,population,6630258.0
2022-08-31,Vic,Aug22,Number of clients who are homeless,population,6630258.0
2022-08-31,Vic,Aug22,Number of clients who have experienced family and domestic violence,population,6630258.0
2022-08-31,Vic,Aug22,Number of clients with a current mental health issue,population,6630258.0
2022-08-31,Vic,Aug22,Number of clients with problematic drug or alcohol issues,population,6630258.0
2022-08-31,Vic,Aug22,Number of indigenous clients,population,6630258.0
2022-08-31,Vic,Aug22,Number of nights in short-term/emergency accommodation,population,6630258.0
2017-12-31,Vic,Dec17,Number of clients accommodated in short-term/emergency accommodation,population,6358210.0
2017-12-31,Vic,Dec17,Number of clients financially assisted with payments for short term/emergency accommodation,population,6358210.0
2017-12-31,Vic,Dec17,Number of clients who are at risk of homelessness,population,6358210.0
2017-12-31,Vic,Dec17,Number of clients who are homeless,population,6358210.0
2017-12-31,Vic,Dec17,Number of clients who have experienced family and domestic violence,population,6358210.0
2017-12-31,Vic,Dec17,Number of clients with a current mental health issue,population,6358210.0
2017-12-31,Vic,Dec17,Number of clients with problematic drug or alcohol issues,population,6358210.0
2017-12-31,Vic,Dec17,Number of indigenous clients,population,6358210.0
2017-12-31,Vic,Dec17,Number of nights in short-term/emergency accommodation,population,6358210.0
2018-12-31,Vic,Dec18,Number of clients accommodated in short-term/emergency accommodation,population,6479695.0
2018-12-31,Vic,Dec18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6479695.0
2018-12-31,Vic,Dec18,Number of clients who are at risk of homelessness,population,6479695.0
2018-12-31,Vic,Dec18,Number of clients who are homeless,population,6479695.0
2018-12-31,Vic,Dec18,Number of clients who have experienced family and domestic violence,population,6479695.0
2018-12-31,Vic,Dec18,Number of clients with a current mental health issue,population,6479695.0
2018-12-31,Vic,Dec18,Number of clients with problematic drug or alcohol issues,population,6479695.0
2018-12-31,Vic,Dec18,Number of indigenous clients,population,6479695.0
2018-12-31,Vic,Dec18,Number of nights in short-term/emergency accommodation,population,6479695.0
2019-12-31,Vic,Dec19,Number of clients accommodated in short-term/emergency accommodation,population,6590050.0
2019-12-31,Vic,Dec19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6590050.0
2019-12-31,Vic,Dec19,Number of clients who are at risk of homelessness,population,6590050.0
2019-12-31,Vic,Dec19,Number of clients who are homeless,population,6590050.0
2019-12-31,Vic,Dec19,Number of clients who have experienced family and domestic violence,population,6590050.0
2019-12-31,Vic,Dec19,Number of clients with a current mental health issue,population,6590050.0
2019-12-31,Vic,Dec19,Number of clients with problematic drug or alcohol issues,population,6590050.0
2019-12-31,Vic,Dec19,Number of indigenous clients,population,6590050.0
2019-12-31,Vic,Dec19,Number of nights in short-term/emergency accommodation,population,6590050.0
2020-12-31,Vic,Dec20,Number of clients accommodated in short-term/emergency accommodation,population,6567195.0
2020-12-31,Vic,Dec20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6567195.0
2020-12-31,Vic,Dec20,Number of clients who are at risk of homelessness,population,6567195.0
2020-12-31,Vic,Dec20,Number of clients who are homeless,population,6567195.0
2020-12-31,Vic,Dec20,Number of clients who have experienced family and domestic violence,population,6567195.0
2020-12-31,Vic,Dec20,Number of clients with a current mental health issue,population,6567195.0
2020-12-31,Vic,Dec20,Number of clients with problematic drug or alcohol issues,population,6567195.0
2020-12-31,Vic,Dec20,Number of indigenous clients,population,6567195.0
2020-12-31,Vic,Dec20,Number of nights in short-term/emergency accommodation,population,6567195.0
2021-12-31,Vic,Dec21,Number of clients accommodated in short-term/emergency accommodation,population,6566092.0
2021-12-31,Vic,Dec21,Number of clients financially assisted with payments for short term/emergency accommodation,population,6566092.0
2021-12-31,Vic,Dec21,Number of clients who are at risk of homelessness,population,6566092.0
2021-12-31,Vic,Dec21,Number of clients who are homeless,population,6566092.0
2021-12-31,Vic,Dec21,Number of clients who have experienced family and domestic violence,population,6566092.0
2021-12-31,Vic,Dec21,Number of clients with a current mental health issue,population,6566092.0
2021-12-31,Vic,Dec21,Number of clients with problematic drug or alcohol issues,population,6566092.0
2021-12-31,Vic,Dec21,Number of indigenous clients,population,6566092.0
2021-12-31,Vic,Dec21,Number of nights in short-term/emergency accommodation,population,6566092.0
2022-12-31,Vic,Dec22,Number of clients accommodated in short-term/emergency accommodation,population,6713075.0
2022-12-31,Vic,Dec22,Number of clients financially assisted with payments for short term/emergency accommodation,population,6713075.0
2022-12-31,Vic,Dec22,Number of clients who are at risk of homelessness,population,6713075.0
2022-12-31,Vic,Dec22,Number of clients who are homeless,population,6713075.0
2022-12-31,Vic,Dec22,Number of clients who have experienced family and domestic violence,population,6713075.0
2022-12-31,Vic,Dec22,Number of clients with a current mental health issue,population,6713075.0
2022-12-31,Vic,Dec22,Number of clients with problematic drug or alcohol issues,population,6713075.0
2022-12-31,Vic,Dec22,Number of indigenous clients,population,6713075.0
2022-12-31,Vic,Dec22,Number of nights in short-term/emergency accommodation,population,6713075.0
2018-02-28,Vic,Feb18,Number of clients accommodated in short-term/emergency accommodation,population,6358210.0
2018-02-28,Vic,Feb18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6358210.0
2018-02-28,Vic,Feb18,Number of clients who are at risk of homelessness,population,6358210.0
2018-02-28,Vic,Feb18,Number of clients who are homeless,population,6358210.0
2018-02-28,Vic,Feb18,Number of clients who have experienced family and domestic violence,population,6358210.0
2018-02-28,Vic,Feb18,Number of clients with a current mental health issue,population,6358210.0
2018-02-28,Vic,Feb18,Number of clients with problematic drug or alcohol issues,population,6358210.0
2018-02-28,Vic,Feb18,Number of indigenous clients,population,6358210.0
2018-02-28,Vic,Feb18,Number of nights in short-term/emergency accommodation,population,6358210.0
2019-02-28,Vic,Feb19,Number of clients accommodated in short-term/emergency accommodation,population,6479695.0
2019-02-28,Vic,Feb19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6479695.0
2019-02-28,Vic,Feb19,Number of clients who are at risk of homelessness,population,6479695.0
2019-02-28,Vic,Feb19,Number of clients who are homeless,population,6479695.0
2019-02-28,Vic,Feb19,Number of clients who have experienced family and domestic violence,population,6479695.0
2019-02-28,Vic,Feb19,Number of clients with a current mental health issue,population,6479695.0
2019-02-28,Vic,Feb19,Number of clients with problematic drug or alcohol issues,population,6479695.0
2019-02-28,Vic,Feb19,Number of indigenous clients,population,6479695.0
2019-02-28,Vic,Feb19,Number of nights in short-term/emergency accommodation,population,6479695.0
2020-02-29,Vic,Feb20,Number of clients accommodated in short-term/emergency accommodation,population,6590050.0
2020-02-29,Vic,Feb20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6590050.0
2020-02-29,Vic,Feb20,Number of clients who are at risk of homelessness,population,6590050.0
2020-02-29,Vic,Feb20,Number of clients who are homeless,population,6590050.0
2020-02-29,Vic,Feb20,Number of clients who have experienced family and domestic violence,population,6590050.0
2020-02-29,Vic,Feb20,Number of clients with a current mental health issue,population,6590050.0
2020-02-29,Vic,Feb20,Number of clients with problematic drug or alcohol issues,population,6590050.0
2020-02-29,Vic,Feb20,Number of indigenous clients,population,6590050.0
2020-02-29,Vic,Feb20,Number of nights in short-term/emergency accommodation,population,6590050.0
2021-02-28,Vic,Feb21,Number of clients accommodated in short-term/emergency accommodation,population,6567195.0
2021-02-28,Vic,Feb21,Number of clients financially assisted with payments for short term/emergency accommodation,population,6567195.0
2021-02-28,Vic,Feb21,Number of clients who are at risk of homelessness,population,6567195.0
2021-02-28,Vic,Feb21,Number of clients who are homeless,population,6567195.0
2021-02-28,Vic,Feb21,Number of clients who have experienced family and domestic violence,population,6567195.0
2021-02-28,Vic,Feb21,Number of clients with a current mental health issue,population,6567195.0
2021-02-28,Vic,Feb21,Number of clients with problematic drug or alcohol issues,population,6567195.0
2021-02-28,Vic,Feb21,Number of indigenous clients,population,6567195.0
2021-02-28,Vic,Feb21,Number of nights in short-term/emergency accommodation,population,6567195.0
2022-02-28,Vic,Feb22,Number of clients accommodated in short-term/emergency accommodation,population,6566092.0
2022-02-28,Vic,Feb22,Number of clients financially assisted with payments for short term/emergency accommodation,population,6566092.0
2022-02-28,Vic,Feb22,Number of clients who are at risk of homelessness,population,6566092.0
2022-02-28,Vic,Feb22,Number of clients who are homeless,population,6566092.0
2022-02-28,Vic,Feb22,Number of clients who have experienced family and domestic violence,population,6566092.0
2022-02-28,Vic,Feb22,Number of clients with a current mental health issue,population,6566092.0
2022-02-28,Vic,Feb22,Number of clients with problematic drug or alcohol issues,population,6566092.0
2022-02-28,Vic,Feb22,Number of indigenous clients,population,6566092.0
2022-02-28,Vic,Feb22,Number of nights in short-term/emergency accommodation,population,6566092.0
2023-02-28,Vic,Feb23,Number of clients accommodated in short-term/emergency accommodation,population,6713075.0
2023-02-28,Vic,Feb23,Number of clients financially assisted with payments for short term/emergency accommodation,population,6713075.0
2023-02-28,Vic,Feb23,Number of clients who are at risk of homelessness,population,6713075.0
2023-02-28,Vic,Feb23,Number of clients who are homeless,population,6713075.0
2023-02-28,Vic,Feb23,Number of clients who have experienced family and domestic violence,population,6713075.0
2023-02-28,Vic,Feb23,Number of clients with a current mental health issue,population,6713075.0
2023-02-28,Vic,Feb23,Number of clients with problematic drug or alcohol issues,population,6713075.0
2023-02-28,Vic,Feb23,Number of indigenous clients,population,6713075.0
2023-02-28,Vic,Feb23,Number of nights in short-term/emergency accommodation,population,6713075.0
2018-01-31,Vic,Jan18,Number of clients accommodated in short-term/emergency accommodation,population,6358210.0
2018-01-31,Vic,Jan18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6358210.0
2018-01-31,Vic,Jan18,Number of clients who are at risk of homelessness,population,6358210.0
2018-01-31,Vic,Jan18,Number of clients who are homeless,population,6358210.0
2018-01-31,Vic,Jan18,Number of clients who have experienced family and domestic violence,population,6358210.0
2018-01-31,Vic,Jan18,Number of clients with a current mental health issue,population,6358210.0
2018-01-31,Vic,Jan18,Number of clients with problematic drug or alcohol issues,population,6358210.0
2018-01-31,Vic,Jan18,Number of indigenous clients,population,6358210.0
2018-01-31,Vic,Jan18,Number of nights in short-term/emergency accommodation,population,6358210.0
2019-01-31,Vic,Jan19,Number of clients accommodated in short-term/emergency accommodation,population,6479695.0
2019-01-31,Vic,Jan19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6479695.0
2019-01-31,Vic,Jan19,Number of clients who are at risk of homelessness,population,6479695.0
2019-01-31,Vic,Jan19,Number of clients who are homeless,population,6479695.0
2019-01-31,Vic,Jan19,Number of clients who have experienced family and domestic violence,population,6479695.0
2019-01-31,Vic,Jan19,Number of clients with a current mental health issue,population,6479695.0
2019-01-31,Vic,Jan19,Number of clients with problematic drug or alcohol issues,population,6479695.0
2019-01-31,Vic,Jan19,Number of indigenous clients,population,6479695.0
2019-01-31,Vic,Jan19,Number of nights in short-term/emergency accommodation,population,6479695.0
2020-01-31,Vic,Jan20,Number of clients accommodated in short-term/emergency accommodation,population,6590050.0
