DATE,MONTH,SEX,GROUP,REASON FOR SEEKING ASSISTANCE,MEASURE,VALUE
2022-03-31,Mar22,Female,Other,Discrimination including racial discrimination,,21.0
2022-03-31,Mar22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,643.0
2022-03-31,Mar22,Female,Other,Transition from other care arrangements,,33.0
2022-03-31,Mar22,Female,Interpersonal,Relationship/family breakdown,,981.0
2022-03-31,Mar22,Female,Other,Transition from custodial arrangements,,33.0
2022-03-31,Mar22,Male,Interpersonal,Family and domestic violence,,539.0
2022-03-31,Mar22,Female,Accommodation,Accommodation,,1805.0
2022-03-31,Mar22,Female,Accommodation,Housing crisis (e.g. eviction),,982.0
2022-03-31,Mar22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,941.0
2022-03-31,Mar22,Female,Accommodation,Previous accommodation ended,,532.0
2022-03-31,Mar22,Female,Financial,Financial,,1769.0
2022-03-31,Mar22,Female,Financial,Financial difficulties,,1254.0
2022-03-31,Mar22,Female,Financial,Housing affordability stress,,1010.0
2022-03-31,Mar22,Female,Financial,Employment difficulties,,152.0
2022-03-31,Mar22,Female,Financial,Unemployment,,482.0
2022-03-31,Mar22,Female,Other,Transition from foster care and child safety residential placements,,18.0
2022-03-31,Mar22,Female,Financial,Problematic gambling,,1.0
2022-03-31,Mar22,Female,Interpersonal,Time out from family/other situation,,557.0
2022-03-31,Mar22,Female,Interpersonal,Sexual abuse,,185.0
2022-03-31,Mar22,Female,Interpersonal,Family and domestic violence,,2322.0
2022-03-31,Mar22,Female,Interpersonal,Non-family violence,,90.0
2022-03-31,Mar22,Female,Health,Health,,1101.0
2022-03-31,Mar22,Female,Health,Mental health issues,,676.0
2022-03-31,Mar22,Female,Health,Medical issues,,358.0
2022-03-31,Mar22,Female,Health,Problematic drug or substance use,,227.0
2022-03-31,Mar22,Female,Health,Problematic alcohol use,,210.0
2022-03-31,Mar22,Female,Other,Other,,1412.0
2022-03-31,Mar22,Female,Interpersonal,Interpersonal relationships,,2922.0
2022-03-31,Mar22,Male,Interpersonal,Non-family violence,,28.0
2022-03-31,Mar22,Male,Health,Health,,701.0
2022-03-31,Mar22,Male,Health,Mental health issues,,370.0
2022-03-31,Mar22,Male,Health,Medical issues,,252.0
2022-03-31,Mar22,Male,Health,Problematic drug or substance use,,177.0
2022-03-31,Mar22,Male,Health,Problematic alcohol use,,177.0
2022-03-31,Mar22,Male,Other,Other,,900.0
2022-03-31,Mar22,Male,Other,Transition from custodial arrangements,,64.0
2022-03-31,Mar22,Male,Other,Transition from foster care and child safety residential placements,,12.0
2022-03-31,Mar22,Male,Other,Discrimination including racial discrimination,,13.0
2022-03-31,Mar22,Male,Other,Itinerant,,155.0
2022-03-31,Mar22,Male,Other,Unable to return home due to environmental reasons,,35.0
2022-03-31,Mar22,Male,Other,Disengagement with school or other education and training,,39.0
2022-03-31,Mar22,Male,Other,Transition from other care arrangements,,22.0
2022-03-31,Mar22,Male,Other,Other (not elsewhere classified),,189.0
2022-03-31,Mar22,Male,Other,Lack of family and/or community support,,512.0
2022-03-31,Mar22,Male,Total,Total clients,,2344.0
2022-03-31,Mar22,Male,Not stated,Not stated,,3.0
2022-03-31,Mar22,Male,Covid,Covid-19,,16.0
2022-04-30,Apr22,Female,Other,Itinerant,,113.0
2022-04-30,Apr22,Female,Other,Unable to return home due to environmental reasons,,92.0
2022-04-30,Apr22,Female,Other,Disengagement with school or other education and training,,53.0
2022-04-30,Apr22,Female,Other,Lack of family and/or community support,,818.0
2022-04-30,Apr22,Female,Other,Other (not elsewhere classified),,283.0
2022-04-30,Apr22,Female,Covid,Covid-19,,26.0
2022-04-30,Apr22,Female,Not stated,Not stated,,4.0
2022-04-30,Apr22,Female,Total,Total clients,,4182.0
2022-04-30,Apr22,Male,Accommodation,Accommodation,,1113.0
2022-04-30,Apr22,Male,Accommodation,Housing crisis (e.g. eviction),,556.0
2022-04-30,Apr22,Male,Interpersonal,Sexual abuse,,13.0
2022-04-30,Apr22,Male,Accommodation,Previous accommodation ended,,373.0
2022-04-30,Apr22,Male,Financial,Financial,,978.0
2022-04-30,Apr22,Male,Financial,Financial difficulties,,656.0
2022-04-30,Apr22,Male,Financial,Housing affordability stress,,626.0
2022-04-30,Apr22,Male,Financial,Employment difficulties,,157.0
2022-04-30,Apr22,Male,Financial,Unemployment,,368.0
2022-04-30,Apr22,Male,Financial,Problematic gambling,,1.0
2022-04-30,Apr22,Male,Interpersonal,Interpersonal relationships,,885.0
2022-04-30,Apr22,Male,Interpersonal,Time out from family/other situation,,237.0
2022-04-30,Apr22,Male,Interpersonal,Relationship/family breakdown,,346.0
2022-04-30,Apr22,Female,Other,Discrimination including racial discrimination,,19.0
2022-04-30,Apr22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,628.0
2022-04-30,Apr22,Female,Other,Transition from other care arrangements,,30.0
2022-04-30,Apr22,Female,Interpersonal,Relationship/family breakdown,,914.0
2022-04-30,Apr22,Female,Other,Transition from custodial arrangements,,33.0
2022-04-30,Apr22,Male,Interpersonal,Family and domestic violence,,531.0
2022-04-30,Apr22,Female,Accommodation,Accommodation,,1747.0
2022-04-30,Apr22,Female,Accommodation,Housing crisis (e.g. eviction),,930.0
2022-04-30,Apr22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,928.0
2022-04-30,Apr22,Female,Accommodation,Previous accommodation ended,,534.0
2022-04-30,Apr22,Female,Financial,Financial,,1542.0
2022-04-30,Apr22,Female,Financial,Financial difficulties,,1057.0
2022-04-30,Apr22,Female,Financial,Housing affordability stress,,952.0
2022-04-30,Apr22,Female,Financial,Employment difficulties,,145.0
2022-04-30,Apr22,Female,Financial,Unemployment,,450.0
2022-04-30,Apr22,Female,Other,Transition from foster care and child safety residential placements,,18.0
2022-04-30,Apr22,Female,Financial,Problematic gambling,,0.0
2022-04-30,Apr22,Female,Interpersonal,Time out from family/other situation,,471.0
2022-04-30,Apr22,Female,Interpersonal,Sexual abuse,,183.0
2022-04-30,Apr22,Female,Interpersonal,Family and domestic violence,,2228.0
2022-04-30,Apr22,Female,Interpersonal,Non-family violence,,82.0
2022-04-30,Apr22,Female,Health,Health,,979.0
2022-04-30,Apr22,Female,Health,Mental health issues,,649.0
2022-04-30,Apr22,Female,Health,Medical issues,,294.0
2022-04-30,Apr22,Female,Health,Problematic drug or substance use,,211.0
2022-04-30,Apr22,Female,Health,Problematic alcohol use,,162.0
2022-04-30,Apr22,Female,Other,Other,,1251.0
2022-04-30,Apr22,Female,Interpersonal,Interpersonal relationships,,2750.0
2022-04-30,Apr22,Male,Interpersonal,Non-family violence,,30.0
2022-04-30,Apr22,Male,Health,Health,,594.0
2022-04-30,Apr22,Male,Health,Mental health issues,,333.0
2022-04-30,Apr22,Male,Health,Medical issues,,218.0
2022-04-30,Apr22,Male,Health,Problematic drug or substance use,,159.0
2022-04-30,Apr22,Male,Health,Problematic alcohol use,,140.0
2022-04-30,Apr22,Male,Other,Other,,830.0
2022-04-30,Apr22,Male,Other,Transition from custodial arrangements,,57.0
2022-04-30,Apr22,Male,Other,Transition from foster care and child safety residential placements,,11.0
2022-04-30,Apr22,Male,Other,Discrimination including racial discrimination,,10.0
2022-04-30,Apr22,Male,Other,Itinerant,,140.0
2022-04-30,Apr22,Male,Other,Unable to return home due to environmental reasons,,29.0
2022-04-30,Apr22,Male,Other,Disengagement with school or other education and training,,39.0
2022-04-30,Apr22,Male,Other,Transition from other care arrangements,,20.0
2022-04-30,Apr22,Male,Other,Other (not elsewhere classified),,206.0
2022-04-30,Apr22,Male,Other,Lack of family and/or community support,,455.0
2022-04-30,Apr22,Male,Total,Total clients,,2143.0
2022-04-30,Apr22,Male,Not stated,Not stated,,2.0
2022-04-30,Apr22,Male,Covid,Covid-19,,12.0
2022-05-31,May22,Female,Other,Itinerant,,154.0
2022-05-31,May22,Female,Other,Unable to return home due to environmental reasons,,95.0
2022-05-31,May22,Female,Other,Disengagement with school or other education and training,,66.0
2022-05-31,May22,Female,Other,Lack of family and/or community support,,858.0
2022-05-31,May22,Female,Other,Other (not elsewhere classified),,343.0
2022-05-31,May22,Female,Covid,Covid-19,,24.0
2022-05-31,May22,Female,Not stated,Not stated,,5.0
2022-05-31,May22,Female,Total,Total clients,,4432.0
2022-05-31,May22,Male,Accommodation,Accommodation,,1151.0
2022-05-31,May22,Male,Accommodation,Housing crisis (e.g. eviction),,591.0
2022-05-31,May22,Male,Interpersonal,Sexual abuse,,12.0
2022-05-31,May22,Male,Accommodation,Previous accommodation ended,,398.0
2022-05-31,May22,Male,Financial,Financial,,1049.0
2022-05-31,May22,Male,Financial,Financial difficulties,,726.0
2022-05-31,May22,Male,Financial,Housing affordability stress,,668.0
2022-05-31,May22,Male,Financial,Employment difficulties,,189.0
2022-05-31,May22,Male,Financial,Unemployment,,384.0
2022-05-31,May22,Male,Financial,Problematic gambling,,3.0
2022-05-31,May22,Male,Interpersonal,Interpersonal relationships,,933.0
2022-05-31,May22,Male,Interpersonal,Time out from family/other situation,,269.0
2022-05-31,May22,Male,Interpersonal,Relationship/family breakdown,,377.0
2022-05-31,May22,Female,Other,Discrimination including racial discrimination,,16.0
2022-05-31,May22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,661.0
2022-05-31,May22,Female,Other,Transition from other care arrangements,,30.0
2022-05-31,May22,Female,Interpersonal,Relationship/family breakdown,,980.0
2022-05-31,May22,Female,Other,Transition from custodial arrangements,,36.0
2022-05-31,May22,Male,Interpersonal,Family and domestic violence,,545.0
2022-05-31,May22,Female,Accommodation,Accommodation,,1757.0
2022-05-31,May22,Female,Accommodation,Housing crisis (e.g. eviction),,926.0
2022-05-31,May22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,942.0
2022-05-31,May22,Female,Accommodation,Previous accommodation ended,,558.0
2022-05-31,May22,Female,Financial,Financial,,1590.0
2022-05-31,May22,Female,Financial,Financial difficulties,,1114.0
2022-05-31,May22,Female,Financial,Housing affordability stress,,968.0
2022-05-31,May22,Female,Financial,Employment difficulties,,155.0
2022-05-31,May22,Female,Financial,Unemployment,,438.0
2022-05-31,May22,Female,Other,Transition from foster care and child safety residential placements,,21.0
2022-05-31,May22,Female,Financial,Problematic gambling,,0.0
2022-05-31,May22,Female,Interpersonal,Time out from family/other situation,,519.0
2022-05-31,May22,Female,Interpersonal,Sexual abuse,,183.0
2022-05-31,May22,Female,Interpersonal,Family and domestic violence,,2347.0
2022-05-31,May22,Female,Interpersonal,Non-family violence,,75.0
2022-05-31,May22,Female,Health,Health,,1022.0
2022-05-31,May22,Female,Health,Mental health issues,,655.0
2022-05-31,May22,Female,Health,Medical issues,,312.0
2022-05-31,May22,Female,Health,Problematic drug or substance use,,209.0
2022-05-31,May22,Female,Health,Problematic alcohol use,,182.0
2022-05-31,May22,Female,Other,Other,,1391.0
2022-05-31,May22,Female,Interpersonal,Interpersonal relationships,,2893.0
2022-05-31,May22,Male,Interpersonal,Non-family violence,,29.0
2022-05-31,May22,Male,Health,Health,,654.0
2022-05-31,May22,Male,Health,Mental health issues,,343.0
2022-05-31,May22,Male,Health,Medical issues,,239.0
2022-05-31,May22,Male,Health,Problematic drug or substance use,,175.0
2022-05-31,May22,Male,Health,Problematic alcohol use,,167.0
2022-05-31,May22,Male,Other,Other,,891.0
2022-05-31,May22,Male,Other,Transition from custodial arrangements,,62.0
2022-05-31,May22,Male,Other,Transition from foster care and child safety residential placements,,12.0
2022-05-31,May22,Male,Other,Transition from other care arrangements,,22.0
2022-05-31,May22,Male,Other,Itinerant,,165.0
2022-05-31,May22,Male,Other,Unable to return home due to environmental reasons,,32.0
2022-05-31,May22,Male,Other,Disengagement with school or other education and training,,34.0
2022-05-31,May22,Male,Other,Lack of family and/or community support,,489.0
2022-05-31,May22,Male,Other,Discrimination including racial discrimination,,12.0
2022-05-31,May22,Male,Covid,Covid-19,,12.0
2022-05-31,May22,Male,Not stated,Not stated,,2.0
2022-05-31,May22,Male,Total,Total clients,,2255.0
2022-05-31,May22,Male,Other,Other (not elsewhere classified),,212.0
2022-06-30,Jun22,Male,Accommodation,Accommodation,,1162.0
2022-06-30,Jun22,Female,Total,Total clients,,4418.0
2022-06-30,Jun22,Female,Not stated,Not stated,,4.0
2022-06-30,Jun22,Female,Covid,Covid-19,,19.0
2022-06-30,Jun22,Female,Other,Unable to return home due to environmental reasons,,85.0
2022-06-30,Jun22,Female,Other,Lack of family and/or community support,,839.0
2022-06-30,Jun22,Female,Other,Disengagement with school or other education and training,,61.0
2022-06-30,Jun22,Male,Accommodation,Housing crisis (e.g. eviction),,619.0
2022-06-30,Jun22,Female,Other,Other (not elsewhere classified),,387.0
2022-06-30,Jun22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,658.0
2022-06-30,Jun22,Male,Interpersonal,Family and domestic violence,,557.0
2022-06-30,Jun22,Male,Financial,Financial,,1064.0
2022-06-30,Jun22,Male,Financial,Financial difficulties,,747.0
2022-06-30,Jun22,Male,Financial,Housing affordability stress,,674.0
2022-06-30,Jun22,Male,Financial,Employment difficulties,,181.0
2022-06-30,Jun22,Male,Financial,Unemployment,,388.0
2022-06-30,Jun22,Male,Financial,Problematic gambling,,5.0
2022-06-30,Jun22,Male,Interpersonal,Interpersonal relationships,,926.0
2022-06-30,Jun22,Male,Interpersonal,Time out from family/other situation,,252.0
2022-06-30,Jun22,Male,Interpersonal,Relationship/family breakdown,,359.0
2022-06-30,Jun22,Male,Interpersonal,Sexual abuse,,13.0
2022-06-30,Jun22,Female,Other,Itinerant,,180.0
2022-06-30,Jun22,Male,Accommodation,Previous accommodation ended,,408.0
2022-06-30,Jun22,Female,Other,Discrimination including racial discrimination,,14.0
2022-06-30,Jun22,Female,Accommodation,Accommodation,,1795.0
2022-06-30,Jun22,Female,Other,Transition from foster care and child safety residential placements,,15.0
2022-06-30,Jun22,Male,Interpersonal,Non-family violence,,30.0
2022-06-30,Jun22,Female,Accommodation,Housing crisis (e.g. eviction),,981.0
2022-06-30,Jun22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,965.0
2022-06-30,Jun22,Female,Accommodation,Previous accommodation ended,,554.0
2022-06-30,Jun22,Female,Financial,Financial,,1631.0
2022-06-30,Jun22,Female,Financial,Financial difficulties,,1157.0
2022-06-30,Jun22,Female,Financial,Housing affordability stress,,999.0
2022-06-30,Jun22,Female,Financial,Employment difficulties,,191.0
2022-06-30,Jun22,Female,Financial,Unemployment,,454.0
2022-06-30,Jun22,Female,Financial,Problematic gambling,,0.0
2022-06-30,Jun22,Female,Other,Transition from other care arrangements,,35.0
2022-06-30,Jun22,Female,Interpersonal,Interpersonal relationships,,2809.0
2022-06-30,Jun22,Female,Interpersonal,Relationship/family breakdown,,945.0
2022-06-30,Jun22,Female,Interpersonal,Sexual abuse,,196.0
2022-06-30,Jun22,Female,Interpersonal,Family and domestic violence,,2256.0
2022-06-30,Jun22,Female,Interpersonal,Non-family violence,,84.0
2022-06-30,Jun22,Female,Health,Health,,1035.0
2022-06-30,Jun22,Female,Health,Mental health issues,,672.0
2022-06-30,Jun22,Female,Health,Problematic drug or substance use,,196.0
2022-06-30,Jun22,Female,Health,Problematic alcohol use,,185.0
2022-06-30,Jun22,Female,Other,Other,,1439.0
2022-06-30,Jun22,Female,Other,Transition from custodial arrangements,,41.0
2022-06-30,Jun22,Female,Interpersonal,Time out from family/other situation,,504.0
2022-06-30,Jun22,Male,Health,Health,,666.0
2022-06-30,Jun22,Female,Health,Medical issues,,322.0
2022-06-30,Jun22,Male,Health,Medical issues,,244.0
2022-06-30,Jun22,Male,Health,Mental health issues,,346.0
2022-06-30,Jun22,Male,Health,Problematic drug or substance use,,160.0
2022-06-30,Jun22,Male,Health,Problematic alcohol use,,171.0
2022-06-30,Jun22,Male,Other,Other,,907.0
2022-06-30,Jun22,Male,Other,Transition from custodial arrangements,,54.0
2022-06-30,Jun22,Male,Other,Transition from foster care and child safety residential placements,,9.0
2022-06-30,Jun22,Male,Other,Transition from other care arrangements,,23.0
2022-06-30,Jun22,Male,Other,Itinerant,,190.0
2022-06-30,Jun22,Male,Other,Unable to return home due to environmental reasons,,31.0
2022-06-30,Jun22,Male,Other,Disengagement with school or other education and training,,40.0
2022-06-30,Jun22,Male,Other,Lack of family and/or community support,,465.0
2022-06-30,Jun22,Male,Other,Discrimination including racial discrimination,,7.0
2022-06-30,Jun22,Male,Covid,Covid-19,,10.0
2022-06-30,Jun22,Male,Other,Other (not elsewhere classified),,231.0
2022-06-30,Jun22,Male,Total,Total clients,,2315.0
2022-06-30,Jun22,Male,Not stated,Not stated,,2.0
2022-07-31,Jul22,Female,Other,Itinerant,,133.0
2022-07-31,Jul22,Female,Other,Unable to return home due to environmental reasons,,81.0
2022-07-31,Jul22,Female,Other,Disengagement with school or other education and training,,45.0
2022-07-31,Jul22,Female,Other,Lack of family and/or community support,,752.0
2022-07-31,Jul22,Female,Other,Other (not elsewhere classified),,444.0
2022-07-31,Jul22,Female,Covid,Covid-19,,14.0
2022-07-31,Jul22,Female,Not stated,Not stated,,3.0
2022-07-31,Jul22,Female,Total,Total clients,,4316.0
2022-07-31,Jul22,Male,Accommodation,Accommodation,,1153.0
2022-07-31,Jul22,Male,Accommodation,Housing crisis (e.g. eviction),,609.0
2022-07-31,Jul22,Male,Interpersonal,Sexual abuse,,14.0
2022-07-31,Jul22,Male,Accommodation,Previous accommodation ended,,389.0
2022-07-31,Jul22,Male,Financial,Financial,,1039.0
2022-07-31,Jul22,Male,Financial,Financial difficulties,,704.0
2022-07-31,Jul22,Male,Financial,Housing affordability stress,,678.0
2022-07-31,Jul22,Male,Financial,Employment difficulties,,180.0
2022-07-31,Jul22,Male,Financial,Unemployment,,365.0
2022-07-31,Jul22,Male,Financial,Problematic gambling,,5.0
2022-07-31,Jul22,Male,Interpersonal,Interpersonal relationships,,957.0
2022-07-31,Jul22,Male,Interpersonal,Time out from family/other situation,,241.0
2022-07-31,Jul22,Male,Interpersonal,Relationship/family breakdown,,373.0
2022-07-31,Jul22,Female,Other,Discrimination including racial discrimination,,14.0
2022-07-31,Jul22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,647.0
2022-07-31,Jul22,Female,Other,Transition from other care arrangements,,35.0
2022-07-31,Jul22,Female,Interpersonal,Relationship/family breakdown,,913.0
2022-07-31,Jul22,Female,Other,Transition from custodial arrangements,,33.0
2022-07-31,Jul22,Male,Interpersonal,Family and domestic violence,,572.0
2022-07-31,Jul22,Female,Accommodation,Accommodation,,1683.0
2022-07-31,Jul22,Female,Accommodation,Housing crisis (e.g. eviction),,921.0
2022-07-31,Jul22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,913.0
2022-07-31,Jul22,Female,Accommodation,Previous accommodation ended,,519.0
2022-07-31,Jul22,Female,Financial,Financial,,1499.0
2022-07-31,Jul22,Female,Financial,Financial difficulties,,1043.0
2022-07-31,Jul22,Female,Financial,Housing affordability stress,,923.0
2022-07-31,Jul22,Female,Financial,Employment difficulties,,177.0
2022-07-31,Jul22,Female,Financial,Unemployment,,437.0
2022-07-31,Jul22,Female,Other,Transition from foster care and child safety residential placements,,17.0
2022-07-31,Jul22,Female,Financial,Problematic gambling,,1.0
2022-07-31,Jul22,Female,Interpersonal,Time out from family/other situation,,497.0
2022-07-31,Jul22,Female,Interpersonal,Sexual abuse,,195.0
2022-07-31,Jul22,Female,Interpersonal,Family and domestic violence,,2243.0
2022-07-31,Jul22,Female,Interpersonal,Non-family violence,,83.0
2022-07-31,Jul22,Female,Health,Health,,974.0
2022-07-31,Jul22,Female,Health,Mental health issues,,630.0
2022-07-31,Jul22,Female,Health,Medical issues,,318.0
2022-07-31,Jul22,Female,Health,Problematic drug or substance use,,218.0
2022-07-31,Jul22,Female,Health,Problematic alcohol use,,175.0
2022-07-31,Jul22,Female,Other,Other,,1353.0
2022-07-31,Jul22,Female,Interpersonal,Interpersonal relationships,,2794.0
2022-07-31,Jul22,Male,Interpersonal,Non-family violence,,31.0
2022-07-31,Jul22,Male,Health,Health,,652.0
2022-07-31,Jul22,Male,Health,Mental health issues,,357.0
2022-07-31,Jul22,Male,Health,Medical issues,,243.0
2022-07-31,Jul22,Male,Health,Problematic drug or substance use,,172.0
2022-07-31,Jul22,Male,Health,Problematic alcohol use,,157.0
2022-07-31,Jul22,Male,Other,Other,,903.0
2022-07-31,Jul22,Male,Other,Transition from custodial arrangements,,52.0
2022-07-31,Jul22,Male,Other,Transition from foster care and child safety residential placements,,9.0
2022-07-31,Jul22,Male,Other,Discrimination including racial discrimination,,5.0
2022-07-31,Jul22,Male,Other,Itinerant,,149.0
2022-07-31,Jul22,Male,Other,Unable to return home due to environmental reasons,,27.0
2022-07-31,Jul22,Male,Other,Disengagement with school or other education and training,,41.0
2022-07-31,Jul22,Male,Other,Transition from other care arrangements,,23.0
2022-07-31,Jul22,Male,Other,Other (not elsewhere classified),,281.0
2022-07-31,Jul22,Male,Other,Lack of family and/or community support,,438.0
2022-07-31,Jul22,Male,Total,Total clients,,2320.0
2022-07-31,Jul22,Male,Not stated,Not stated,,3.0
2022-07-31,Jul22,Male,Covid,Covid-19,,8.0
2022-08-31,Aug22,Female,Other,Itinerant,,174.0
2022-08-31,Aug22,Female,Other,Unable to return home due to environmental reasons,,84.0
2022-08-31,Aug22,Female,Other,Disengagement with school or other education and training,,49.0
2022-08-31,Aug22,Female,Other,Lack of family and/or community support,,831.0
2022-08-31,Aug22,Female,Other,Other (not elsewhere classified),,404.0
2022-08-31,Aug22,Female,Covid,Covid-19,,17.0
2022-08-31,Aug22,Female,Total,Total clients,,4528.0
2022-08-31,Aug22,Male,Accommodation,Accommodation,,1181.0
2022-08-31,Aug22,Male,Accommodation,Housing crisis (e.g. eviction),,610.0
2022-08-31,Aug22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,697.0
2022-08-31,Aug22,Male,Interpersonal,Family and domestic violence,,599.0
2022-08-31,Aug22,Male,Financial,Financial,,1058.0
2022-08-31,Aug22,Male,Financial,Financial difficulties,,712.0
2022-08-31,Aug22,Male,Financial,Housing affordability stress,,651.0
2022-08-31,Aug22,Male,Financial,Employment difficulties,,163.0
2022-08-31,Aug22,Male,Financial,Unemployment,,364.0
2022-08-31,Aug22,Male,Financial,Problematic gambling,,4.0
2022-08-31,Aug22,Male,Interpersonal,Interpersonal relationships,,992.0
2022-08-31,Aug22,Male,Interpersonal,Time out from family/other situation,,256.0
2022-08-31,Aug22,Male,Interpersonal,Relationship/family breakdown,,374.0
2022-08-31,Aug22,Male,Interpersonal,Sexual abuse,,16.0
2022-08-31,Aug22,Female,Other,Discrimination including racial discrimination,,17.0
2022-08-31,Aug22,Male,Accommodation,Previous accommodation ended,,395.0
2022-08-31,Aug22,Female,Other,Transition from other care arrangements,,36.0
2022-08-31,Aug22,Female,Interpersonal,Relationship/family breakdown,,990.0
2022-08-31,Aug22,Female,Other,Transition from custodial arrangements,,34.0
2022-08-31,Aug22,Male,Interpersonal,Non-family violence,,31.0
2022-08-31,Aug22,Female,Accommodation,Accommodation,,1771.0
2022-08-31,Aug22,Female,Accommodation,Housing crisis (e.g. eviction),,978.0
2022-08-31,Aug22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,959.0
2022-08-31,Aug22,Female,Accommodation,Previous accommodation ended,,566.0
2022-08-31,Aug22,Female,Financial,Financial,,1671.0
2022-08-31,Aug22,Female,Financial,Financial difficulties,,1171.0
2022-08-31,Aug22,Female,Financial,Housing affordability stress,,993.0
2022-08-31,Aug22,Female,Financial,Employment difficulties,,201.0
2022-08-31,Aug22,Female,Financial,Unemployment,,479.0
2022-08-31,Aug22,Female,Other,Transition from foster care and child safety residential placements,,17.0
2022-08-31,Aug22,Female,Financial,Problematic gambling,,0.0
2022-08-31,Aug22,Female,Interpersonal,Time out from family/other situation,,532.0
2022-08-31,Aug22,Female,Interpersonal,Sexual abuse,,201.0
2022-08-31,Aug22,Female,Interpersonal,Family and domestic violence,,2397.0
2022-08-31,Aug22,Female,Interpersonal,Non-family violence,,89.0
2022-08-31,Aug22,Female,Health,Health,,1026.0
2022-08-31,Aug22,Female,Health,Mental health issues,,677.0
2022-08-31,Aug22,Female,Health,Medical issues,,316.0
2022-08-31,Aug22,Female,Health,Problematic drug or substance use,,241.0
2022-08-31,Aug22,Female,Health,Problematic alcohol use,,183.0
2022-08-31,Aug22,Female,Other,Other,,1415.0
2022-08-31,Aug22,Female,Interpersonal,Interpersonal relationships,,2991.0
2022-08-31,Aug22,Male,Health,Health,,649.0
2022-08-31,Aug22,Female,Not stated,Not stated,,9.0
2022-08-31,Aug22,Male,Health,Medical issues,,242.0
2022-08-31,Aug22,Male,Health,Mental health issues,,348.0
2022-08-31,Aug22,Male,Health,Problematic drug or substance use,,179.0
2022-08-31,Aug22,Male,Other,Other,,833.0
2022-08-31,Aug22,Male,Other,Transition from custodial arrangements,,51.0
2022-08-31,Aug22,Male,Other,Transition from foster care and child safety residential placements,,9.0
2022-08-31,Aug22,Male,Other,Transition from other care arrangements,,19.0
2022-08-31,Aug22,Male,Other,Discrimination including racial discrimination,,7.0
2022-08-31,Aug22,Male,Other,Itinerant,,160.0
2022-08-31,Aug22,Male,Other,Unable to return home due to environmental reasons,,29.0
2022-08-31,Aug22,Male,Other,Disengagement with school or other education and training,,40.0
2022-08-31,Aug22,Male,Other,Lack of family and/or community support,,411.0
2022-08-31,Aug22,Male,Other,Other (not elsewhere classified),,241.0
2022-08-31,Aug22,Male,Health,Problematic alcohol use,,159.0
2022-08-31,Aug22,Male,Not stated,Not stated,,8.0
2022-08-31,Aug22,Male,Total,Total clients,,2358.0
2022-08-31,Aug22,Male,Covid,Covid-19,,7.0
2022-09-30,Sep22,Male,Accommodation,Housing crisis (e.g. eviction),,616.0
2022-09-30,Sep22,Male,Accommodation,Accommodation,,1234.0
2022-09-30,Sep22,Female,Total,Total clients,,4343.0
2022-09-30,Sep22,Female,Other,Disengagement with school or other education and training,,50.0
2022-09-30,Sep22,Female,Other,Other (not elsewhere classified),,420.0
2022-09-30,Sep22,Female,Other,Lack of family and/or community support,,789.0
2022-09-30,Sep22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,716.0
2022-09-30,Sep22,Female,Other,Unable to return home due to environmental reasons,,80.0
2022-09-30,Sep22,Female,Covid,Covid-19,,15.0
2022-09-30,Sep22,Male,Accommodation,Previous accommodation ended,,423.0
2022-09-30,Sep22,Male,Financial,Unemployment,,378.0
2022-09-30,Sep22,Male,Financial,Financial difficulties,,721.0
2022-09-30,Sep22,Male,Financial,Housing affordability stress,,673.0
2022-09-30,Sep22,Male,Financial,Employment difficulties,,186.0
2022-09-30,Sep22,Male,Financial,Problematic gambling,,4.0
2022-09-30,Sep22,Male,Interpersonal,Interpersonal relationships,,967.0
2022-09-30,Sep22,Male,Interpersonal,Time out from family/other situation,,230.0
2022-09-30,Sep22,Male,Interpersonal,Relationship/family breakdown,,385.0
2022-09-30,Sep22,Male,Interpersonal,Sexual abuse,,15.0
2022-09-30,Sep22,Male,Interpersonal,Family and domestic violence,,595.0
2022-09-30,Sep22,Female,Other,Itinerant,,116.0
2022-09-30,Sep22,Male,Financial,Financial,,1075.0
2022-09-30,Sep22,Female,Other,Discrimination including racial discrimination,,17.0
2022-09-30,Sep22,Female,Accommodation,Accommodation,,1732.0
2022-09-30,Sep22,Female,Other,Transition from foster care and child safety residential placements,,17.0
2022-09-30,Sep22,Male,Interpersonal,Non-family violence,,27.0
2022-09-30,Sep22,Female,Accommodation,Housing crisis (e.g. eviction),,906.0
2022-09-30,Sep22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,930.0
2022-09-30,Sep22,Female,Accommodation,Previous accommodation ended,,555.0
