SA2_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
511031282,39,688,732,420,204,623,175,44,220,133,50,181,57,15,68,40,5,40,872,999,1869
511031283,21,554,574,198,180,377,108,22,126,98,25,122,72,5,75,116,4,123,615,790,1400
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,109,2179,2287,1497,370,1868,551,102,658,361,45,410,160,25,181,107,13,122,2777,2736,5511
511041286,97,619,718,759,127,881,404,62,471,365,36,395,162,34,196,118,21,140,1908,897,2805
511041287,118,581,698,917,244,1164,507,55,560,463,36,500,197,15,212,80,13,92,2282,941,3225
511041288,128,889,1013,1199,173,1366,570,35,612,505,31,540,234,13,249,127,9,130,2774,1145,3916
511041289,60,520,578,517,183,705,168,27,194,143,24,167,61,11,73,19,0,20,973,766,1746
511041290,13,560,572,182,289,474,80,40,120,35,32,65,34,19,56,42,15,56,388,958,1345
511041291,36,618,654,497,225,717,137,32,172,124,21,144,48,13,64,36,8,42,875,920,1795
511041292,55,752,811,775,586,1358,228,64,293,188,73,256,103,33,136,55,18,68,1405,1526,2931
597979799,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
