SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50291,16,11,9,10,11,12,10,3,6,81,189,104,91,112,169,171,118,42,9,1010
SAL50292,0,0,0,0,0,0,4,0,0,3,12,0,0,9,0,3,4,4,0,33
SAL50293,38,17,10,20,8,15,10,7,0,129,681,464,357,508,520,429,327,201,56,3545
SAL50294,60,47,19,17,45,43,33,30,13,300,1214,968,368,561,1075,962,606,556,303,6617
SAL50295,6,3,0,4,5,8,8,5,0,39,50,22,31,31,44,60,56,16,4,312
SAL50296,62,86,88,58,79,69,69,48,47,599,1315,1229,1037,960,1121,1020,974,876,448,8990
SAL50297,260,124,129,157,109,96,43,20,0,942,2981,1719,2377,2115,1684,1405,825,352,68,13518
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50299,0,0,0,3,0,0,0,0,0,9,11,0,7,6,11,43,53,27,0,160
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,137,120,154,106,84,56,46,27,8,743,1521,1166,1708,1283,990,818,595,349,187,8620
SAL50302,0,0,0,0,0,0,0,0,0,0,6,3,3,5,5,5,3,6,0,39
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,12,25,29,27,9,13,4,3,0,125,155,273,451,205,156,115,81,29,6,1472
SAL50305,0,4,10,3,0,0,0,0,0,18,4,6,13,6,6,6,0,0,0,38
SAL50306,0,0,0,0,0,0,0,0,0,0,6,9,3,0,3,14,7,3,3,37
SAL50307,0,0,0,0,0,3,0,0,0,5,25,5,0,13,9,13,18,4,0,99
SAL50308,0,0,0,0,0,0,5,0,0,5,0,4,0,5,3,0,5,0,0,15
SAL50309,28,64,201,187,108,43,38,14,9,685,279,221,326,337,287,194,169,80,38,1943
SAL50310,195,88,93,111,102,103,66,44,23,825,1367,779,811,843,916,1027,973,506,167,7381
SAL50311,0,0,0,0,0,0,0,0,0,3,10,8,3,6,14,6,9,0,0,52
SAL50312,9,10,7,10,6,9,0,0,0,41,143,79,87,89,85,79,52,42,18,661
SAL50313,0,0,8,0,4,7,4,0,0,20,27,26,21,21,28,35,39,13,0,205
SAL50314,0,0,0,0,0,0,6,0,0,6,7,3,0,7,3,4,11,0,0,39
SAL50315,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,6,0,3,0,17
SAL50316,128,99,160,108,104,101,87,100,124,1018,1948,1880,2681,2068,1514,1498,1496,897,629,14617
SAL50317,9,0,0,3,8,4,3,0,0,31,65,25,19,38,28,34,35,12,0,250
SAL50318,15,20,18,20,41,61,18,8,4,199,578,466,250,409,552,675,431,178,53,3596
SAL50319,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,0,16
SAL50320,101,48,43,44,51,39,47,27,0,403,752,441,387,407,452,536,640,431,162,4200
SAL50321,53,42,37,36,59,45,70,37,13,392,845,596,476,603,733,782,706,369,104,5210
SAL50322,11,11,3,3,4,12,3,3,0,48,98,68,51,63,98,106,66,28,12,591
SAL50323,0,3,12,27,18,15,0,0,0,75,4,14,36,54,48,34,0,0,0,201
SAL50324,83,52,83,70,64,24,43,34,7,462,922,619,1075,846,685,528,467,368,94,5591
SAL50325,20,6,10,13,13,11,4,0,0,76,361,215,149,239,297,211,146,60,30,1722
SAL50326,5,3,0,0,0,0,0,0,0,11,5,3,0,0,3,0,0,3,0,18
SAL50327,38,23,40,50,32,35,17,3,0,239,121,73,126,134,151,173,139,28,4,956
SAL50328,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,13
SAL50329,147,82,101,77,71,62,59,41,29,672,1170,758,839,699,817,931,782,437,165,6599
SAL50330,8,3,0,9,0,5,5,0,0,36,101,53,36,54,56,52,49,21,7,419
SAL50331,9,0,3,0,7,4,0,0,0,24,37,14,17,18,25,11,4,0,0,126
SAL50332,3,0,0,0,0,3,0,0,0,8,12,0,3,9,5,11,12,5,3,54
SAL50333,0,0,0,0,0,3,3,0,0,4,23,7,9,17,19,31,23,5,0,130
SAL50334,14,15,3,7,23,36,20,9,0,130,69,41,27,48,115,142,128,50,6,626
SAL50335,0,0,0,5,4,11,0,4,0,30,20,19,21,21,20,42,33,14,0,186
SAL50336,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
SAL50337,0,0,0,0,8,0,0,0,0,15,12,3,12,3,16,7,0,0,4,65
SAL50338,11,4,15,6,3,13,12,0,0,73,137,72,156,145,77,184,229,71,5,1070
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,13
SAL50340,6,11,10,6,6,7,13,5,0,66,97,57,78,66,77,86,115,60,35,672
SAL50341,0,4,3,3,0,0,0,0,0,18,27,28,74,69,62,45,14,3,0,311
SAL50342,0,0,5,0,0,5,5,0,0,18,0,4,11,3,0,15,7,0,0,39
SAL50343,50,62,41,62,55,53,36,48,43,444,1210,974,819,794,1055,1000,851,521,202,7417
SAL50344,0,4,7,0,3,0,0,0,0,12,10,3,11,6,13,6,4,0,0,51
SAL50345,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,0,0,0,19
SAL50346,0,0,0,0,0,0,0,0,0,5,7,0,3,8,9,10,10,0,0,51
SAL50347,86,17,20,69,39,31,14,10,3,292,641,154,212,473,351,271,166,68,23,2355
SAL50348,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,0,3,0,17
SAL50349,0,0,0,0,0,3,0,0,0,3,4,3,3,8,6,6,0,0,3,36
SAL50350,84,29,70,52,34,33,23,11,9,350,1315,606,1212,998,722,600,527,263,62,6306
SAL50351,0,0,0,0,0,0,0,0,0,0,6,4,7,3,4,7,3,4,0,39
SAL50352,25,4,7,11,6,11,4,4,0,68,100,37,35,57,61,78,57,38,4,465
SAL50353,14,133,37,26,4,11,17,15,5,260,303,1918,731,355,145,153,247,182,56,4083
SAL50354,6,0,0,6,3,7,14,0,0,27,36,26,24,27,35,38,43,17,3,250
SAL50355,0,0,0,0,0,3,4,4,0,11,28,10,8,13,17,31,17,10,0,145
SAL50356,0,0,0,3,3,0,0,0,0,8,6,4,5,4,16,22,18,3,0,82
SAL50357,7,7,7,0,3,9,4,5,0,42,68,24,45,38,57,92,81,27,7,433
SAL50358,0,0,0,0,0,0,0,0,0,0,11,0,7,3,3,7,0,0,0,23
SAL50359,3,3,8,4,8,10,10,4,0,56,8,13,24,17,38,70,80,26,0,282
SAL50360,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,6,0,0,21
SAL50361,0,0,0,0,0,5,0,0,0,6,21,6,23,18,6,9,0,0,0,83
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,16
SAL50363,0,29,85,65,38,23,8,0,0,247,0,56,182,140,96,50,9,0,0,541
SAL50364,15,15,6,9,4,3,6,0,0,70,149,214,102,85,87,87,74,43,23,864
SAL50365,6,0,0,0,4,0,0,0,0,12,10,4,5,6,12,11,10,3,0,57
SAL50366,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,0,0,12
SAL50367,48,64,61,39,60,49,28,9,0,360,1209,988,769,779,1064,980,528,264,63,6652
SAL50368,3,3,3,0,3,3,0,3,0,16,23,15,20,13,22,29,20,7,0,152
SAL50369,0,0,0,0,0,0,0,0,0,5,9,0,0,3,4,5,0,3,0,29
SAL50370,0,10,12,10,9,11,0,0,0,49,0,17,36,37,35,33,10,0,0,170
SAL50371,14,9,9,9,14,10,8,3,0,67,272,216,171,221,220,170,137,87,17,1503
SAL50372,0,3,3,0,3,9,6,0,0,37,13,14,14,9,42,52,37,15,3,188
SAL50373,0,0,0,0,0,0,0,0,0,0,6,3,4,0,4,14,13,0,5,57
SAL50374,36,35,15,20,31,21,21,13,0,198,810,640,248,452,637,556,532,306,86,4268
SAL50375,34,15,18,28,18,18,14,15,5,165,193,75,119,130,86,111,73,52,25,857
SAL50376,151,98,81,87,77,50,26,16,4,582,2423,1330,1171,1407,1359,891,563,275,42,9457
SAL50377,3,0,3,0,0,3,4,0,0,25,20,24,16,13,27,26,12,0,3,139
SAL50378,44,17,22,35,30,28,14,4,0,189,363,106,148,241,226,174,78,30,0,1353
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50380,64,13,39,27,33,27,17,10,3,231,421,178,260,258,198,245,198,39,11,1812
SAL50381,0,0,0,0,0,0,0,0,0,0,12,0,4,3,3,0,0,3,0,26
SAL50382,0,3,9,0,0,4,0,0,0,23,45,25,35,30,40,53,34,26,0,296
SAL50383,0,0,5,6,4,4,0,0,0,22,3,0,7,6,14,5,5,4,4,36
SAL50384,85,66,30,58,54,25,13,11,7,352,1633,1219,695,1140,1224,672,382,212,52,7238
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,8
SAL50386,8,10,4,0,5,0,0,4,0,31,121,70,64,61,77,66,56,43,10,565
SAL50387,9,7,4,0,9,12,4,3,0,53,94,76,54,58,123,128,71,26,10,648
SAL50388,29,0,8,14,0,8,0,0,3,71,65,21,28,45,47,68,42,26,12,355
SAL50389,31,11,6,15,11,14,8,3,0,103,316,190,169,191,218,230,152,58,13,1537
SAL50390,44,22,11,19,30,28,15,6,6,186,750,373,226,474,549,504,426,237,51,3589
SAL50391,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,9,12,0,0,32
SAL50392,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,11
SAL50393,0,0,0,0,3,0,0,0,0,3,3,0,4,0,10,3,0,0,0,27
SAL50394,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,21
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11
SAL50396,109,54,33,56,70,52,40,29,6,442,1432,673,625,795,819,794,974,466,56,6633
SAL50397,69,23,64,41,21,14,10,0,0,241,1464,579,1322,1122,478,241,137,27,10,5379
SAL50398,0,0,0,0,0,0,0,0,0,7,4,6,11,4,3,6,9,0,0,43
SAL50399,19,9,0,8,7,0,3,0,0,46,78,40,21,40,46,64,26,9,0,323
SAL50400,14,11,8,10,17,9,5,0,0,74,221,120,99,116,149,117,58,12,6,894
SAL50401,0,0,0,0,0,0,0,0,0,6,6,3,0,7,15,6,21,4,0,59
SAL50402,0,0,0,0,0,0,0,0,0,5,24,4,5,16,11,15,8,0,0,84
SAL50403,51,25,42,48,47,106,120,54,6,494,283,108,276,229,242,499,583,199,18,2441
SAL50404,52,38,33,39,61,42,37,20,7,328,438,285,202,315,339,375,406,263,116,2732
SAL50405,227,133,240,171,160,138,86,28,0,1183,687,385,628,469,499,576,482,127,26,3876
SAL50406,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,20
SAL50407,0,4,0,0,3,4,0,0,0,12,15,4,5,6,13,12,16,6,0,77
SAL50408,0,0,0,0,0,0,0,0,0,4,8,5,0,5,5,10,4,0,0,31
SAL50409,202,182,137,175,195,155,131,97,49,1325,3713,2772,2916,3052,3249,2999,2473,1821,790,23783
SAL50410,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,0,8
SAL50411,3,0,0,4,0,0,8,0,0,15,32,10,9,25,32,33,23,6,0,179
SAL50412,5,0,0,0,3,4,6,0,0,25,41,9,14,24,30,26,19,4,0,164
SAL50413,0,0,0,0,0,0,0,0,0,0,5,3,0,9,5,4,9,0,0,43
SAL50414,0,0,0,0,0,0,0,0,0,0,6,15,17,8,6,10,0,0,0,70
SAL50415,153,58,78,99,86,48,20,7,0,548,887,301,546,621,474,348,169,48,7,3405
SAL50416,19,10,25,22,15,34,48,23,0,188,220,112,123,169,169,274,266,133,20,1485
SAL50417,0,0,0,0,0,0,0,0,0,14,14,0,6,11,5,15,0,0,0,57
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
SAL50419,51,27,22,31,23,28,38,30,5,249,552,296,274,344,340,397,382,250,99,2921
SAL50420,4,0,4,0,0,4,4,0,0,19,13,0,10,5,3,13,11,0,0,52
SAL50421,0,6,4,4,4,5,0,0,0,26,10,11,7,5,15,18,13,5,0,84
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,89,59,107,84,69,40,25,21,11,502,1698,1043,1433,1417,1231,990,634,328,148,8921
SAL50424,4,3,0,6,7,3,7,0,0,32,77,40,27,53,61,46,82,34,10,428
SAL50425,0,0,0,0,0,0,0,0,0,5,17,3,7,7,3,7,7,0,0,52
SAL50426,30,22,19,16,15,8,8,0,8,123,385,178,234,191,210,144,121,40,7,1512
SAL50427,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,10
SAL50428,7,0,0,3,0,0,0,0,0,13,36,8,16,30,25,34,32,0,0,182
SAL50429,0,0,0,0,0,0,0,0,0,0,10,0,5,6,9,4,0,0,0,33
SAL50430,4,0,0,0,5,0,0,0,0,5,12,0,6,9,16,5,5,0,0,56
SAL50431,78,60,43,47,51,50,64,54,58,503,899,651,570,585,777,962,1078,762,328,6617
SAL50432,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,5,3,6,0,23
SAL50433,3,0,0,0,10,7,5,0,0,37,9,0,3,4,15,11,8,3,0,51
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,16
SAL50435,10,5,4,0,7,11,8,5,0,46,42,29,23,23,35,55,36,20,4,265
SAL50436,4,3,0,0,3,0,0,0,0,16,23,107,12,11,19,35,18,4,3,243
SAL50437,11,7,3,5,13,6,12,3,0,58,41,14,30,24,44,49,43,26,6,281
SAL50438,155,71,58,90,107,60,72,39,23,678,3456,1686,1152,2215,2244,1697,1851,982,318,15594
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,9
SAL50441,99,44,74,85,51,45,61,34,0,498,1393,461,629,962,823,630,738,369,93,6093
SAL50442,24,0,11,5,3,12,18,0,0,77,106,43,103,118,74,122,74,3,0,637
SAL50443,3,0,0,0,0,4,0,0,0,8,7,7,5,3,13,5,12,6,0,57
SAL50444,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6
SAL50445,4,0,0,3,0,0,0,0,0,6,3,0,4,5,0,5,3,5,0,29
SAL50446,6,3,5,4,12,9,11,3,0,51,90,42,48,54,75,80,79,36,16,516
SAL50447,3,0,0,0,0,3,0,0,0,13,11,5,11,9,9,16,31,12,3,107
SAL50448,0,0,0,0,6,0,0,0,0,0,3,0,0,7,11,6,3,6,0,39
SAL50449,0,0,0,0,0,0,0,0,0,3,6,0,0,4,4,4,0,3,0,32
SAL50450,4,0,0,0,5,4,0,0,0,15,15,4,10,7,17,11,7,8,0,84
SAL50451,5,0,3,0,0,0,0,0,0,13,17,0,3,13,5,3,9,4,0,47
SAL50452,52,29,29,25,38,44,28,29,11,285,580,418,455,425,483,507,493,367,130,3859
SAL50453,89,57,94,60,41,32,17,11,0,400,1366,842,1469,1041,636,528,331,130,44,6377
SAL50454,33,17,4,22,17,26,17,10,0,155,192,78,90,114,110,166,190,119,13,1081
SAL50455,3,0,0,5,0,0,0,0,0,10,3,9,0,4,6,7,3,0,0,31
SAL50456,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SAL50457,85,58,39,74,68,53,50,53,74,558,1362,895,710,893,1156,1046,813,463,259,7605
SAL50458,0,0,0,0,0,0,3,0,0,0,6,4,5,6,7,27,25,4,0,85
SAL50459,0,4,0,0,0,3,0,0,0,9,3,10,3,0,12,7,4,0,0,44
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL50461,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7
SAL50462,4,0,0,5,0,0,3,0,0,13,0,5,0,10,3,11,19,6,0,50
SAL50463,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,17
SAL50464,132,149,429,350,277,205,131,50,12,1737,939,1287,3600,2285,1499,1424,1001,371,108,12511
SAL50465,6,0,7,0,0,0,0,0,0,14,37,16,22,19,35,41,30,6,0,198
SAL50466,0,3,0,0,0,0,0,0,0,5,0,3,0,0,8,0,3,0,0,19
SAL50467,13,0,7,4,4,15,11,7,0,74,20,7,15,18,30,91,101,42,11,342
SAL50468,124,111,192,154,106,70,29,21,5,817,1728,1251,2213,1764,1359,1002,646,292,111,10370
SAL50469,5,0,3,0,0,0,0,0,0,7,5,0,3,7,6,11,0,6,0,22
SAL50470,3,0,0,4,4,0,5,0,0,11,15,0,3,5,11,4,5,0,0,49
SAL50471,0,0,0,0,0,8,4,0,0,19,23,11,12,12,20,29,17,3,3,121
SAL50472,166,88,81,64,93,56,75,77,91,788,1652,944,1022,1022,1011,930,830,626,302,8344
SAL50473,60,30,46,35,33,30,28,13,3,287,667,392,548,537,429,420,365,196,60,3628
SAL50474,47,19,16,30,15,34,18,19,8,221,894,444,514,635,543,624,527,268,93,4548
SAL50475,5,0,6,3,5,5,0,0,0,25,23,0,13,10,7,16,5,0,0,71
SAL50476,67,30,56,38,25,15,6,0,0,234,1033,419,821,541,355,206,143,47,0,3562
SAL50477,3,0,0,3,4,13,14,3,0,45,39,34,32,34,39,186,317,94,5,782
SAL50478,0,0,0,0,3,0,0,0,0,7,0,3,0,0,6,3,3,0,0,21
SAL50479,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,11
SAL50480,5,0,0,0,3,5,0,0,0,12,27,14,7,16,19,24,17,0,0,135
SAL50481,5,0,0,0,8,11,10,0,0,34,51,24,28,27,48,71,63,21,0,339
SAL50482,510,266,239,247,196,126,66,40,16,1708,6437,3242,3367,3738,2961,1893,1199,790,332,23964
SAL50483,0,0,0,0,0,0,0,0,0,5,4,5,6,0,8,3,18,6,0,53
SAL50484,47,26,45,35,32,21,13,12,7,252,622,367,622,596,444,350,241,188,139,3570
SAL50485,0,0,0,0,0,0,0,0,0,3,0,9,0,0,11,7,5,0,0,28
SAL50486,3,3,3,5,5,13,14,5,3,61,16,28,19,18,30,62,85,63,49,371
SAL50487,0,0,0,4,0,4,0,3,0,13,14,8,10,27,24,32,30,15,0,161
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50491,40,18,22,22,23,22,47,42,13,250,614,375,399,390,433,635,1067,935,259,5102
SAL50492,44,32,59,31,54,55,42,31,14,372,288,203,303,259,298,373,291,275,153,2439
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,4,0,0,0,3,5,3,0,7,12,19,9,0,0,54
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,18
SAL50497,54,31,73,41,49,57,64,34,6,419,682,386,754,627,549,718,878,341,41,4984
SAL50498,4,4,5,6,0,3,3,4,0,24,37,27,43,22,37,99,123,21,0,411
SAL50499,0,0,0,0,0,3,3,0,0,12,7,7,4,3,10,10,10,3,0,53
SAL50500,72,56,42,34,56,48,42,23,0,374,791,521,476,493,654,819,860,452,128,5198
SAL50501,0,0,0,0,8,4,4,0,0,14,29,10,19,18,38,40,29,23,3,210
SAL50502,52,23,26,41,18,26,29,27,44,292,718,466,570,604,487,477,541,294,153,4319
SAL50503,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,5,3,0,25
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,11,0,0,16
SAL50508,46,39,47,33,48,41,40,9,0,295,251,167,261,206,214,234,161,38,4,1542
SAL50509,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SAL50510,84,47,26,33,46,53,30,14,12,339,1879,1150,517,1027,1380,1178,722,395,161,8419
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,3,5,3,0,5,0,5,0,0,25,37,17,34,29,36,52,35,11,3,252
SAL50513,0,0,20,37,15,3,4,0,0,71,13,7,28,49,23,17,10,5,0,146
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,3,4,0,0,32
SAL50516,0,3,10,3,0,0,0,0,0,16,0,25,74,55,41,42,6,0,0,240
SAL50517,14,10,19,17,10,10,9,4,0,93,191,110,127,116,143,150,104,40,12,997
SAL50518,190,125,110,164,109,100,77,32,23,926,2491,1469,1798,1900,1591,1462,1340,649,262,12958
SAL50519,0,0,6,3,4,6,0,0,0,27,0,57,168,166,163,148,52,13,0,767
SAL50520,0,0,3,3,11,5,6,4,0,34,56,20,34,55,61,65,37,17,3,351
SAL50521,4,11,20,10,34,14,4,0,0,97,12,33,72,46,98,33,26,0,0,313
SAL50522,92,155,229,182,225,180,111,77,46,1279,1011,1076,1682,1359,1364,1325,1064,531,202,9612
SAL50523,14,16,14,10,15,20,30,12,7,138,105,96,87,75,115,170,222,128,28,1030
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10
SAL50525,4,0,0,4,4,5,12,4,0,41,108,67,52,60,102,110,141,49,4,692
SAL50526,0,0,0,0,0,0,0,0,5,6,9,0,5,3,9,14,8,3,5,42
SAL50527,5,0,3,0,3,0,0,0,0,17,24,5,18,12,21,20,4,0,0,98
SAL50528,3,18,116,144,185,104,22,0,0,596,3,32,189,239,285,171,34,0,0,942
SAL50529,0,243,210,88,43,3,0,0,0,598,7,447,409,162,74,11,0,6,0,1115
SAL50530,0,0,0,4,5,4,8,5,0,17,16,3,7,15,15,20,32,6,0,124
SAL50531,5,5,0,6,0,0,0,0,0,17,29,9,9,10,14,9,0,3,0,95
SAL50532,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7,0,0,19
SAL50533,20,17,3,7,28,22,14,4,0,121,419,293,144,218,366,361,234,80,14,2140
SAL50534,62,28,33,28,36,41,33,24,4,293,543,335,322,346,483,533,556,290,74,3481
SAL50535,0,0,0,0,0,0,0,0,0,3,15,11,8,9,11,13,12,0,0,70
SAL50536,68,55,63,85,79,88,76,60,57,637,465,428,403,424,421,509,442,369,250,3704
SAL50537,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,15
SAL50538,13,0,3,3,0,5,5,0,0,36,41,6,13,23,20,29,11,4,0,158
SAL50539,15,6,5,9,7,8,3,3,3,58,97,81,54,43,55,50,46,12,6,436
SAL50540,0,0,0,3,0,3,0,0,0,11,57,47,53,56,30,30,11,7,0,291
SAL50541,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6
SAL50542,22,30,14,22,48,27,21,12,4,200,431,350,168,281,518,468,286,139,38,2671
SAL50543,0,0,0,0,0,4,0,0,0,11,17,5,9,17,3,15,10,7,0,87
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,21
SAL50545,0,0,0,0,0,0,0,0,0,4,4,5,5,6,6,14,7,0,0,45
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,17,7,10,10,8,4,10,3,0,65,207,73,79,114,89,104,103,63,12,855
SAL50549,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,3,0,0,23
SAL50550,163,97,112,111,97,61,52,29,5,727,1743,1180,1335,1267,1097,897,792,390,93,8791
SAL50551,13,19,8,15,8,8,8,4,0,91,220,143,107,122,145,144,109,58,12,1062
SAL50552,13,22,7,20,29,9,15,6,4,123,488,291,210,310,417,370,333,149,49,2624
SAL50553,38,21,43,25,29,23,11,3,0,201,684,348,508,401,357,381,228,91,26,3029
SAL50554,0,0,0,0,0,0,3,0,0,12,10,4,3,3,7,12,9,4,0,48
SAL50555,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,0,0,0,25
SAL50556,23,18,31,29,18,12,23,5,0,159,360,276,733,567,203,146,186,78,66,2608
SAL50557,16,3,8,11,7,3,3,6,0,58,229,97,140,119,129,99,90,25,17,946
SAL50558,0,0,0,0,0,0,0,0,0,6,26,11,8,14,12,19,9,4,0,112
SAL50559,0,3,0,0,0,3,0,0,0,11,21,4,13,9,11,12,9,11,0,96
SAL50560,0,0,0,0,0,0,0,0,0,8,8,5,5,10,3,3,0,4,0,38
SAL50561,15,3,3,9,4,15,12,10,0,73,150,167,71,100,136,231,230,158,32,1287
SAL50562,8,4,0,7,18,19,5,0,0,74,100,52,55,71,103,86,37,9,3,514
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,31,15,0,81
SAL50564,11,7,5,6,6,7,5,10,0,63,121,54,76,84,57,79,70,18,12,567
SAL50565,0,0,0,0,0,0,0,0,0,0,5,3,6,7,6,5,0,0,0,24
SAL50566,114,57,48,53,55,17,15,10,0,378,1428,837,848,821,692,440,254,120,20,5465
SAL50567,0,0,0,0,0,5,6,0,6,13,20,10,10,12,23,55,64,39,10,234
SAL50568,0,0,0,5,0,0,0,0,0,10,0,0,3,5,10,10,0,3,0,28
SAL50569,13,10,3,9,10,16,14,12,0,85,75,47,35,51,46,92,106,44,16,506
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19
SAL50571,31,19,10,24,22,21,21,12,3,158,554,310,188,364,490,452,482,314,79,3237
SAL50572,0,0,0,0,5,0,0,0,0,4,9,3,0,8,5,8,5,0,0,33
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,402,192,236,238,217,155,155,140,115,1848,4310,2440,2775,2943,2468,2169,1847,1260,585,20802
SAL50575,3,4,6,4,4,5,0,0,0,26,32,26,27,29,40,35,27,9,5,219
SAL50576,0,0,0,0,0,3,0,0,0,7,0,6,7,4,3,7,7,0,0,34
SAL50577,0,0,0,0,0,4,0,0,0,7,27,8,15,18,20,15,7,5,0,115
SAL50578,0,0,3,0,0,8,0,0,0,7,23,13,7,14,20,32,17,17,0,141
SAL50579,0,0,3,0,0,3,4,7,0,20,16,12,14,12,20,62,88,58,11,292
SAL50580,0,0,0,0,0,0,3,0,0,3,13,3,13,11,0,11,0,0,0,56
SAL50581,0,0,0,0,0,0,0,0,0,0,7,5,11,4,8,4,7,3,0,56
SAL50582,15,0,0,11,5,0,3,0,0,34,64,34,31,48,36,69,49,32,9,372
SAL50583,189,103,88,84,74,65,80,113,127,928,1703,1028,977,921,1054,1190,1155,1079,519,9626
SAL50584,0,0,4,0,0,0,0,0,0,7,10,3,10,7,4,4,3,0,0,46
