SAL_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,22
SAL50700,19,0,0,0,0,0,0,0,25,55,0,0,0,0,0,0,4,54,42,0,0,0,0,0,0,3,45,45,12,4,0,0,0,0,0,56,14,10,5,5,0,0,0,0,41,10,7,17,3,0,0,0,0,37,10,5,15,0,0,0,0,0,35,16,3,11,3,6,0,0,0,42,8,0,12,4,0,0,0,0,30,5,3,20,4,0,0,0,0,36,16,9,27,6,7,0,0,0,54,8,9,23,7,0,0,0,0,53,11,5,17,23,9,0,0,0,71,8,0,20,21,11,7,0,9,62,14,8,19,38,17,7,4,9,106,274,74,195,119,44,15,4,24,749
SAL50701,245,3,0,0,0,0,0,11,260,384,5,3,0,0,0,0,32,424,256,35,14,4,0,0,0,41,358,158,76,53,17,0,0,0,27,340,94,61,96,35,7,3,0,26,316,60,53,83,41,9,0,4,18,265,57,45,95,52,12,3,3,21,286,43,42,114,50,19,4,4,18,294,43,44,133,80,31,3,5,19,359,18,32,129,77,18,3,4,20,300,16,35,92,54,19,5,4,24,254,19,17,81,64,14,3,5,23,220,6,15,48,25,18,0,0,32,142,0,10,37,31,13,5,3,30,129,13,10,42,34,27,13,9,55,199,1404,485,1022,551,193,47,40,386,4136
SAL50702,82,0,0,0,0,0,0,18,97,116,0,0,0,0,0,0,11,122,226,25,7,3,0,0,0,16,272,182,73,40,3,0,0,0,15,311,112,65,64,11,5,0,0,12,268,85,35,60,11,0,0,0,11,205,62,31,48,15,5,0,3,8,170,60,27,48,12,3,0,0,3,162,49,21,41,12,4,4,0,10,136,37,21,41,20,3,0,0,0,132,24,16,40,22,9,5,0,3,107,9,4,43,31,6,5,0,8,102,16,8,19,24,15,5,0,7,80,4,5,16,24,9,5,0,5,70,14,3,31,24,14,10,8,7,107,1071,340,493,216,76,26,16,116,2353
SAL50703,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,3,0,0,3,5,0,0,0,3,16,0,0,0,0,0,0,0,0,3,4,4,11,4,3,0,0,3,27,3,0,4,0,5,0,0,0,16,0,0,9,10,4,0,0,10,29,4,0,3,5,0,0,0,0,11,6,0,7,6,0,0,0,0,17,0,0,5,3,0,0,0,0,12,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,26,17,44,39,12,0,3,23,155
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,13
SAL50705,29,0,0,0,0,0,0,3,31,19,5,0,0,0,0,0,0,29,31,9,3,5,0,0,0,0,49,23,8,12,4,0,0,0,11,56,9,6,17,15,3,0,0,0,55,7,11,16,9,3,0,0,13,61,7,8,18,7,8,4,0,8,52,10,3,15,14,0,0,0,4,60,13,8,27,19,9,0,0,4,84,4,7,47,15,13,0,0,10,98,14,8,44,27,19,0,0,11,117,0,4,27,20,7,0,0,5,67,0,3,12,7,3,0,0,10,37,0,4,3,4,9,0,0,5,24,0,0,7,4,6,0,3,7,29,162,80,256,155,84,16,12,92,851
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,12
SAL50707,163,0,0,0,0,0,0,13,177,128,0,0,0,0,0,0,10,135,76,11,14,3,0,0,0,9,112,43,33,33,12,6,0,0,4,146,34,34,84,28,10,0,0,10,194,28,19,104,44,4,4,0,4,205,41,27,103,44,16,0,4,6,241,45,29,116,48,17,0,0,8,265,29,34,89,63,26,6,0,12,248,31,12,91,59,16,6,4,6,233,15,26,92,72,26,5,3,6,242,26,24,137,81,32,8,3,10,314,17,12,81,46,24,9,0,4,202,11,9,63,44,18,6,5,16,182,12,15,34,31,40,21,13,8,171,697,294,1044,580,221,60,34,126,3056
SAL50708,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,10,0,0,0,4,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,4,15,17,3,0,0,11,56
SAL50709,16,0,0,0,0,0,0,11,21,31,7,0,0,0,0,0,6,46,17,3,5,0,0,0,0,3,25,21,12,16,4,0,0,0,8,59,13,7,21,4,5,0,0,5,60,10,4,17,11,3,0,0,13,59,10,4,22,12,0,0,0,10,59,4,8,30,4,0,0,0,5,58,14,4,41,36,5,4,3,17,117,15,13,42,42,11,0,0,22,147,9,17,53,45,10,0,0,19,163,12,6,48,29,10,3,4,21,130,5,3,18,20,7,0,0,11,59,0,5,19,7,6,0,0,3,37,0,0,0,0,3,0,0,6,18,182,95,328,216,68,18,10,150,1069
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,53,0,0,0,0,0,0,9,65,11,0,0,0,0,0,0,0,14,7,5,0,0,0,0,0,0,16,5,6,4,0,0,0,0,3,20,0,4,9,0,0,0,0,0,17,3,4,14,3,4,0,0,4,32,4,0,9,6,0,0,0,0,30,0,0,17,4,0,0,0,0,26,0,3,16,13,4,0,0,0,36,11,0,10,0,0,0,0,0,33,0,5,7,9,0,3,0,0,23,0,4,9,9,0,0,0,3,21,0,6,11,3,0,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,112,38,103,54,18,0,4,24,358
SAL50712,73,0,0,0,0,0,0,15,85,123,15,6,0,0,0,0,24,169,115,20,21,0,0,0,0,33,193,67,35,38,16,0,0,0,22,184,36,20,36,12,9,0,0,23,137,21,20,28,16,11,3,0,23,125,23,17,35,18,13,0,0,17,120,28,26,34,16,12,6,0,23,143,17,15,38,28,12,4,0,14,124,6,8,25,21,9,0,4,17,96,8,6,21,15,6,0,5,22,81,0,0,14,12,0,0,0,9,43,0,5,15,7,3,0,0,6,41,0,8,7,0,3,0,3,0,29,0,4,5,0,0,6,4,16,49,518,193,326,173,94,26,25,257,1608
SAL50713,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,5,7,0,0,3,39
SAL50714,177,0,0,0,0,0,0,15,194,133,5,0,0,0,0,0,4,141,81,9,7,0,0,0,0,4,100,55,36,28,3,0,0,0,3,133,28,31,63,20,5,0,0,0,149,19,26,77,29,9,0,0,3,166,23,19,97,37,13,6,0,6,189,23,23,100,37,16,0,0,6,207,15,19,93,50,20,0,3,5,206,17,11,78,42,14,0,0,0,161,13,20,86,48,18,5,7,7,191,3,17,78,56,15,6,0,6,183,10,11,51,27,13,3,0,3,111,3,11,15,11,8,5,0,0,54,6,0,22,19,15,4,9,15,86,613,234,791,386,137,26,11,77,2277
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,0,0,0,6,29
SAL50716,16,0,0,0,0,0,0,0,19,9,7,5,0,0,0,0,0,21,0,5,5,0,0,0,0,0,16,4,0,0,0,5,0,0,0,7,0,6,0,3,3,0,0,0,10,0,0,0,10,0,0,0,0,15,0,0,0,0,0,4,0,0,11,0,0,8,0,3,0,5,4,22,0,0,0,3,4,0,0,5,17,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,26,25,18,10,8,15,160
SAL50717,19,3,0,0,0,0,0,10,27,15,3,0,0,0,0,0,14,38,8,3,5,0,0,0,0,19,30,12,3,9,7,0,0,0,16,47,3,0,7,5,0,0,0,5,27,6,0,6,0,4,0,0,17,34,6,0,11,3,6,0,0,17,39,0,4,10,3,0,0,3,11,29,0,0,3,0,5,0,0,9,19,0,0,10,0,0,0,0,12,28,0,0,5,3,4,0,0,5,15,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,68,19,55,33,19,5,8,135,349
SAL50718,31,0,0,0,0,0,0,20,52,36,8,6,0,0,0,0,16,63,21,12,8,5,0,0,0,13,53,4,7,12,5,3,0,0,3,42,12,10,15,6,3,6,0,11,70,8,5,12,14,4,3,0,10,64,3,12,14,10,11,0,0,13,56,4,6,10,13,9,0,0,6,56,4,3,13,15,11,5,4,4,57,0,5,16,17,6,0,0,7,42,0,3,12,4,9,3,0,10,37,0,0,3,0,4,0,0,5,17,0,0,3,4,6,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,71,119,96,62,14,12,123,637
SAL50719,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,11,3,0,6,4,0,0,0,0,13,0,0,9,0,0,0,0,0,13,0,0,9,5,0,0,0,0,16,0,0,5,3,0,0,0,0,16,4,0,5,5,0,0,0,5,17,3,4,9,5,0,0,0,0,25,0,0,11,7,0,0,0,0,25,0,4,12,10,0,0,0,0,25,4,0,7,7,0,3,0,3,24,0,3,0,7,3,0,0,4,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,46,18,86,39,12,8,3,20,215
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,10
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,10,3,0,8,0,0,0,0,0,12,0,4,6,3,0,0,0,0,16,0,0,12,0,0,0,0,5,16,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,11,34,13,7,5,0,3,88
SAL50723,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,3,3,34
SAL50724,66,0,0,0,0,0,0,5,69,89,0,0,0,0,0,0,14,109,41,7,0,4,0,0,0,3,54,32,16,10,0,0,0,0,3,56,12,9,19,9,3,0,0,0,50,5,11,15,9,4,0,4,4,44,14,5,13,10,4,5,0,3,42,4,11,21,8,0,0,3,8,60,0,12,23,3,0,0,0,0,42,0,16,20,18,3,0,0,7,58,6,7,17,10,3,0,0,3,48,8,5,11,11,3,0,3,3,32,7,0,9,0,6,0,0,0,25,0,0,3,0,3,0,3,0,17,0,0,0,4,0,0,0,0,3,288,92,154,84,27,12,14,56,724
SAL50725,249,0,0,0,0,0,0,19,263,304,8,0,0,0,0,0,16,323,246,26,8,3,0,0,0,10,293,141,63,56,15,3,0,0,9,289,75,68,108,28,0,0,0,3,283,44,47,121,42,7,6,0,17,278,49,46,127,49,15,9,0,5,300,42,43,135,48,12,0,0,8,292,41,38,139,88,17,0,0,10,345,40,36,166,90,21,9,0,10,363,21,30,124,84,19,11,0,13,297,22,21,121,65,22,4,4,12,262,19,13,69,38,20,0,0,5,167,8,11,39,42,19,0,4,0,124,5,8,38,24,16,12,10,11,113,1298,455,1248,619,180,46,20,139,3993
SAL50726,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,3,21,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,6,4,0,4,0,0,0,0,0,5,0,0,4,3,0,0,0,0,11,3,0,4,0,0,0,0,0,16,0,0,9,6,0,0,0,0,16,0,0,9,3,4,0,0,0,19,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,38,28,3,0,0,13,139
SAL50727,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,8,8,0,0,9,36
SAL50728,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,10,9,3,7,3,0,0,0,0,16,3,3,5,3,0,0,0,0,15,0,5,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,9,3,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,23,18,7,0,4,0,94
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,0,15
SAL50730,15,0,0,0,0,0,0,6,16,5,0,0,5,0,0,0,6,21,7,0,0,0,0,0,0,3,17,0,0,3,3,0,0,0,7,15,4,4,5,0,3,0,3,4,19,5,0,0,5,5,0,0,3,15,3,0,8,5,5,0,0,3,14,3,0,4,0,0,0,0,0,13,3,3,3,4,3,0,0,6,23,0,0,7,3,0,0,0,9,23,0,0,0,4,0,3,0,3,9,0,0,0,5,0,0,0,0,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,28,27,20,6,4,55,204
SAL50731,58,0,0,0,0,0,0,9,62,35,7,3,7,0,0,0,5,57,50,23,32,10,5,4,0,0,117,30,24,29,14,0,0,0,4,104,6,9,38,16,4,0,0,6,81,4,10,11,17,3,4,0,3,50,4,10,25,16,5,0,0,4,62,6,12,19,8,3,0,4,0,56,0,10,17,12,7,0,0,0,50,4,4,15,12,6,0,0,3,41,3,0,12,15,3,0,0,0,38,0,0,10,11,5,0,0,0,32,0,0,5,5,0,0,0,0,9,0,0,0,7,0,0,0,0,5,0,0,0,3,0,0,0,0,4,205,99,215,139,52,12,4,33,771
SAL50732,9,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,10,3,0,4,3,0,0,0,0,9,0,0,10,3,0,0,0,0,17,0,0,6,3,3,0,0,0,13,0,0,0,6,3,0,0,0,16,0,0,3,4,4,0,0,0,14,0,0,0,8,0,0,0,0,15,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,9,0,0,0,6,0,0,0,0,6,38,15,46,36,11,4,4,0,159
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL50734,5,0,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,4,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,9,13,17,6,5,0,5,68
