SAL_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50278,5,3,3,0,4,10,14,20,11,78,5,3,8,7,6,14,21,15,10,90,3,7,11,9,13,13,15,7,0,73,0,18,13,9,10,14,10,6,0,74,0,4,9,11,19,3,4,0,4,56,0,4,9,7,4,5,3,0,0,38,0,0,5,7,8,6,0,0,4,34,0,0,6,3,3,3,0,0,0,13,0,0,5,6,4,6,3,0,0,30,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,12,4,3,18,13,16,8,12,7,6,100,0,0,0,0,0,0,0,0,0,0,51,54,106,84,102,113,134,89,51,784
SAL50279,0,0,5,0,0,8,18,14,7,51,0,0,3,5,4,12,11,0,0,45,0,0,3,3,7,10,19,9,4,51,0,5,10,6,6,13,8,3,0,52,0,0,11,4,3,10,10,0,0,40,0,0,8,3,4,3,10,0,0,25,0,3,6,3,3,4,0,4,0,18,0,0,0,0,0,3,0,0,0,8,0,0,3,3,6,3,0,0,0,22,0,0,0,4,0,4,0,0,0,8,0,0,4,0,0,6,0,0,0,7,0,0,6,0,6,4,7,4,0,33,0,0,0,0,0,0,0,0,0,0,9,11,59,42,53,102,118,46,17,452
SAL50280,0,0,0,0,0,5,3,0,0,13,0,0,3,0,0,0,5,6,0,12,0,3,4,5,3,6,0,0,0,15,0,0,4,0,0,0,0,0,0,5,0,0,4,3,3,5,4,0,0,13,0,0,4,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,8,4,4,9,9,3,0,38,0,0,0,0,0,0,0,0,0,0,5,5,23,17,27,40,30,8,0,161
SAL50281,4,6,5,8,5,10,19,16,0,71,0,6,5,4,14,10,17,13,0,76,0,7,12,12,14,12,18,9,0,83,3,10,20,18,9,13,4,0,0,81,0,10,22,29,18,11,0,0,0,88,0,9,19,19,13,21,6,0,0,80,0,4,9,20,12,17,3,0,0,64,0,3,8,9,13,19,0,0,0,52,0,0,11,22,26,20,5,0,0,86,0,0,4,0,3,5,0,0,0,17,0,0,0,8,3,3,0,0,0,17,8,3,8,13,22,17,12,0,0,74,0,0,0,0,0,0,4,0,0,6,78,77,147,186,188,200,159,61,9,1108
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,5,0,0,0,19
SAL50283,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,12,6,6,3,0,44
SAL50284,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,0,0,0,6,3,0,0,3,0,0,0,0,0,7,0,0,0,7,7,0,0,3,0,18,0,0,7,0,5,0,3,0,0,12,0,0,3,0,0,4,3,0,0,12,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,4,0,18,18,19,27,14,8,0,120
SAL50285,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,6,11,15,18,15,15,4,91
SAL50286,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,4,11,12,5,10,9,0,53
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,6,13,6,0,56
SAL50288,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,7,3,13,10,8,7,0,54
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,11,0,0,3,3,4,0,0,0,0,11,0,0,29,9,8,5,0,0,0,53,0,0,5,9,4,7,0,0,0,22,0,0,9,14,3,3,0,0,0,30,0,0,13,8,12,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,9,63,38,41,28,4,0,0,186
SAL50290,6,13,7,8,8,14,24,23,13,109,7,6,14,13,14,26,22,8,0,115,6,12,7,7,22,19,8,3,0,77,0,13,11,13,22,19,11,0,4,107,0,3,22,18,18,30,12,3,0,118,0,3,20,23,24,21,3,0,0,94,0,0,10,25,27,23,10,0,0,92,0,0,10,11,17,21,5,0,0,67,0,4,12,28,42,45,4,0,0,131,0,0,3,9,6,9,0,0,0,31,0,0,9,8,17,3,0,0,0,42,11,5,12,12,6,21,5,7,0,75,0,0,0,0,0,0,0,0,0,0,135,75,176,199,273,307,188,68,21,1435
SAL50291,0,3,6,0,8,7,15,3,0,46,3,0,3,8,11,10,12,7,0,51,4,7,3,3,11,13,9,0,0,48,3,6,13,7,12,18,4,5,0,64,0,7,7,7,13,5,4,0,0,51,0,0,13,18,20,19,0,0,0,63,0,0,3,11,13,17,3,3,0,46,0,0,3,10,12,5,0,0,0,30,0,0,14,18,20,21,4,0,0,77,0,0,0,5,8,0,0,0,0,14,0,0,0,7,4,14,6,0,0,28,5,5,4,10,8,18,8,5,5,67,0,0,0,0,0,0,0,0,0,0,65,45,91,112,169,171,118,42,9,817
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,4,0,21
SAL50293,3,25,18,26,3,16,30,23,11,157,6,20,31,16,27,18,30,21,10,178,5,15,27,28,27,20,25,18,3,167,0,23,34,24,27,34,24,15,0,185,0,27,49,30,36,38,26,9,0,207,0,25,47,38,34,27,18,10,7,201,0,10,46,26,48,36,14,9,0,184,0,0,22,31,33,19,14,3,0,129,0,0,38,96,64,56,25,13,0,292,0,0,10,34,36,17,0,0,0,102,0,0,9,73,114,68,16,0,0,281,4,5,11,7,4,8,7,9,3,61,0,0,7,0,0,0,4,7,0,22,237,228,358,513,520,432,329,203,56,2883
SAL50294,8,35,8,8,14,19,36,55,46,244,15,44,17,16,28,43,42,63,43,307,8,20,13,13,28,34,41,49,27,238,4,25,25,21,38,35,49,50,23,268,4,24,38,26,54,57,44,41,22,302,0,18,39,33,52,47,40,39,16,276,0,13,40,47,70,61,36,36,19,325,0,5,45,35,44,56,34,15,11,241,0,8,49,78,129,124,66,27,15,504,0,3,14,42,86,54,20,18,6,246,0,9,18,169,389,275,79,27,21,983,11,5,9,12,33,25,28,35,14,170,0,3,3,0,6,7,0,3,0,24,600,375,369,563,1079,967,610,558,303,5430
SAL50295,0,0,0,0,3,3,8,0,0,27,0,0,0,0,4,6,6,0,0,21,0,0,4,3,5,5,0,0,0,17,0,0,0,0,0,4,4,0,0,16,3,0,6,5,0,0,3,0,0,22,0,0,0,0,14,6,0,0,0,21,0,0,9,6,4,3,0,0,0,23,0,0,4,3,4,4,0,0,0,13,0,0,0,5,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,7,5,0,0,19,0,0,0,0,0,0,0,0,0,0,14,15,31,31,44,60,56,16,4,264
SAL50296,21,55,38,29,35,43,69,89,51,435,8,63,46,24,53,36,89,79,51,445,12,47,61,25,36,53,60,78,30,402,3,43,57,37,51,56,88,80,34,449,5,58,97,59,59,63,73,86,36,528,0,33,103,64,56,68,68,48,25,461,0,23,125,67,72,66,53,49,16,468,0,9,84,61,71,61,37,38,20,376,3,10,165,164,165,129,72,61,31,787,0,3,35,63,64,46,30,11,9,264,0,0,53,198,294,195,106,59,17,926,32,41,70,43,54,52,54,70,66,474,0,0,6,0,10,0,4,0,0,35,643,590,1045,961,1128,1027,986,876,453,7707
SAL50297,36,48,105,82,96,76,140,89,26,712,38,87,182,115,99,98,105,36,5,765,24,114,203,159,110,83,62,29,9,799,17,138,251,159,178,132,44,8,3,944,8,109,327,234,184,156,43,3,5,1069,0,43,261,227,161,128,23,3,0,852,0,31,213,194,147,105,21,4,0,714,0,14,127,140,118,60,16,0,0,466,0,12,163,278,178,133,20,0,0,775,0,0,28,53,38,23,0,0,0,143,0,4,14,45,41,16,6,0,0,126,42,52,109,116,66,64,33,24,3,514,0,0,4,9,0,3,4,0,0,14,785,938,2384,2119,1687,1408,824,352,68,10556
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50299,0,0,0,0,0,7,7,3,0,15,0,0,0,0,0,3,13,7,0,17,0,0,0,0,0,4,3,0,0,7,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,5,7,3,0,13,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,43,53,27,0,142
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,24,47,69,53,52,66,102,97,65,565,19,53,103,56,51,65,72,43,31,490,17,74,125,87,58,32,35,14,14,458,9,102,218,121,83,75,34,8,7,659,14,73,257,175,108,92,26,5,4,754,4,39,198,126,99,73,17,3,0,548,4,26,142,123,73,68,16,3,6,448,0,9,89,70,59,39,4,0,0,266,0,11,96,142,103,43,12,4,0,415,0,0,17,24,26,7,0,0,0,83,5,0,16,35,23,4,8,0,0,92,43,65,133,80,67,48,35,25,16,519,0,0,0,0,0,4,4,3,0,17,483,687,1716,1282,989,825,597,349,187,7116
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,6,0,35
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,4,18,12,5,9,7,8,0,3,65,5,15,21,7,8,5,11,5,0,76,3,26,26,4,9,5,9,3,0,72,5,32,63,19,14,8,6,0,0,140,0,30,70,22,16,12,6,5,0,156,0,16,45,31,12,10,3,0,0,113,0,7,45,22,26,10,5,0,0,121,0,0,27,19,20,5,0,0,0,78,0,3,56,24,17,7,0,0,0,105,0,0,11,12,3,5,0,0,0,29,0,0,8,8,5,0,0,0,0,18,4,12,19,17,10,11,7,0,0,77,12,0,0,0,0,0,0,0,0,17,73,213,455,205,153,117,81,29,6,1339
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,4,9,6,6,6,0,0,0,37
SAL50306,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,14,7,3,3,37
SAL50307,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,9,13,18,4,0,77
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,5,0,0,11
SAL50309,8,14,6,3,5,4,22,20,8,81,6,13,16,14,19,11,16,13,5,105,3,5,20,9,13,7,10,3,0,71,5,12,12,10,13,18,7,0,0,79,6,8,7,17,36,20,7,0,0,89,0,3,10,16,8,19,0,0,0,64,0,0,12,17,19,9,0,0,0,64,0,0,8,19,18,16,0,0,0,68,0,0,15,16,19,23,6,0,0,81,0,0,7,4,5,0,0,0,0,18,0,0,3,7,5,3,6,0,0,24,3,53,191,180,100,40,40,14,9,634,0,0,0,0,0,0,0,0,0,0,99,127,326,337,287,194,169,80,38,1663
SAL50310,10,24,54,42,49,101,185,125,46,640,25,24,71,69,64,74,81,34,13,456,18,41,58,65,57,68,82,37,7,429,5,40,78,56,60,52,52,20,0,366,5,32,65,70,57,79,52,10,0,382,4,26,54,53,64,60,21,9,0,289,0,18,48,49,48,60,8,0,0,234,0,18,47,48,50,39,9,0,0,217,0,13,80,115,138,86,6,0,0,442,0,7,16,20,29,20,6,0,0,87,0,0,12,21,20,22,0,4,0,73,53,24,64,89,69,67,75,69,50,565,0,0,0,0,0,0,0,0,0,3,424,359,815,843,916,1027,973,506,167,6020
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,3,6,14,6,9,0,0,48
SAL50312,6,0,3,4,3,6,9,15,0,53,0,6,4,10,3,3,7,8,0,50,6,5,0,9,3,7,0,0,0,35,0,11,7,8,5,8,8,0,3,50,0,3,17,16,9,10,3,0,0,61,0,4,9,5,10,6,0,0,0,33,0,0,8,6,7,5,3,0,0,37,0,0,3,3,5,6,0,0,0,22,0,0,8,13,11,3,0,0,0,35,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,41,38,87,89,85,79,52,42,18,524
SAL50313,0,0,0,0,0,4,4,0,0,14,0,0,0,0,4,0,3,4,0,16,0,5,0,3,3,0,4,0,0,10,0,0,0,0,0,3,0,0,0,16,0,0,0,10,4,8,0,0,0,23,0,0,0,0,8,9,0,0,0,15,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,3,0,0,10,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,8,0,0,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,9,12,21,21,28,35,39,13,0,177
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,11,0,0,33
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,3,0,12
SAL50316,35,119,53,56,50,58,192,149,96,805,26,137,139,86,66,97,165,126,70,901,19,114,172,79,73,69,130,94,36,779,18,130,222,110,93,96,100,45,29,853,3,129,299,194,106,129,100,35,18,1003,0,103,332,132,106,95,74,17,3,866,0,54,312,210,131,125,60,15,5,907,0,21,231,148,102,109,61,9,4,684,0,24,365,379,282,213,73,22,8,1362,0,0,68,107,67,64,18,3,0,333,0,4,86,214,213,119,26,19,7,686,23,43,119,92,57,71,83,144,252,886,0,5,9,8,3,7,10,0,0,34,642,1239,2690,2075,1514,1500,1505,902,629,12703
SAL50317,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,13,0,0,4,7,0,0,3,0,0,19,0,3,6,0,5,3,6,0,0,20,0,0,0,4,0,4,0,0,0,8,0,3,0,0,0,5,0,0,0,13,0,0,0,5,5,4,0,0,0,8,0,0,0,8,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,7,4,7,0,0,29,0,0,0,0,0,0,0,0,0,0,13,11,19,38,28,34,35,12,0,183
SAL50318,16,26,5,17,15,25,47,37,18,209,12,22,13,13,27,33,41,30,8,201,6,14,16,19,28,23,43,14,4,174,0,31,17,24,28,44,39,11,0,194,6,29,28,44,56,64,30,12,0,268,0,10,29,36,46,63,18,4,0,213,0,10,41,47,37,52,26,0,0,208,0,3,20,23,49,42,13,3,0,155,0,0,36,72,99,100,18,0,0,329,0,0,6,17,30,27,4,0,0,88,0,0,5,31,65,43,4,0,0,146,0,4,14,19,31,33,12,7,5,118,0,0,0,5,0,0,0,0,0,13,250,219,250,408,555,676,434,181,53,3022
