SAL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
SAL50523,32,31,66,38,30,30,44,35,3,312
SAL50524,3,0,0,0,0,0,0,3,0,7
SAL50525,28,29,53,27,30,19,33,49,8,272
SAL50526,15,0,0,0,0,0,0,0,0,19
SAL50527,40,5,0,0,0,0,6,5,0,57
SAL50528,16,33,184,10,20,0,27,51,6,345
SAL50529,69,31,190,199,15,0,4,3,0,514
SAL50530,8,9,5,0,4,0,4,7,0,39
SAL50531,8,13,0,5,0,0,0,0,0,26
SAL50532,0,0,0,0,0,0,0,4,0,16
SAL50533,123,255,224,105,132,80,71,100,12,1100
SAL50534,187,249,244,169,178,165,105,195,32,1519
SAL50535,7,4,11,3,3,0,3,0,0,33
SAL50536,145,343,203,171,143,146,105,167,21,1442
SAL50537,0,0,0,0,3,0,0,0,0,5
SAL50538,12,20,4,10,8,0,0,3,0,51
SAL50539,52,9,20,14,15,6,23,23,10,175
SAL50540,7,30,9,4,6,4,4,3,0,70
SAL50541,0,0,0,0,0,0,0,0,0,0
SAL50542,255,227,256,146,205,104,94,104,27,1420
SAL50543,13,0,10,0,8,0,3,4,0,43
SAL50544,13,0,0,0,0,5,0,0,0,14
SAL50545,15,3,0,0,5,0,0,5,0,27
SAL50546,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0
SAL50548,67,38,42,26,43,25,49,74,4,379
SAL50549,8,0,4,0,0,0,0,0,0,18
SAL50550,249,436,622,551,371,303,348,635,98,3618
SAL50551,62,73,76,71,45,53,48,77,7,509
SAL50552,170,380,195,177,158,91,68,83,22,1352
SAL50553,116,157,269,181,156,138,172,247,24,1468
SAL50554,6,0,4,0,0,0,0,0,0,18
SAL50555,6,0,0,0,4,0,0,0,0,14
SAL50556,85,295,155,289,108,119,108,354,23,1542
SAL50557,49,78,82,83,72,43,48,34,4,498
SAL50558,22,11,8,7,9,0,4,4,0,69
SAL50559,17,3,3,5,4,0,4,8,0,52
SAL50560,9,0,3,3,0,0,0,3,0,18
SAL50561,96,88,120,66,105,38,45,54,5,622
SAL50562,42,92,39,34,28,30,3,19,0,298
SAL50563,4,3,0,0,4,0,0,0,0,15
SAL50564,41,30,55,15,27,11,33,28,6,242
SAL50565,13,3,0,0,0,0,0,0,0,16
SAL50566,255,424,536,413,301,237,243,294,50,2753
SAL50567,9,38,8,11,9,9,6,7,0,93
SAL50568,17,0,0,0,0,0,0,0,0,18
SAL50569,25,24,30,19,26,14,30,27,0,196
SAL50570,8,0,0,0,0,0,0,4,0,12
SAL50571,268,471,203,137,225,97,58,92,23,1570
SAL50572,10,0,0,0,0,0,0,0,0,17
SAL50573,0,0,0,0,0,0,0,0,0,0
SAL50574,497,876,1481,1120,1033,754,1177,1287,173,8401
SAL50575,22,33,21,5,10,7,3,16,0,116
SAL50576,11,0,0,0,0,0,0,12,0,24
SAL50577,37,0,6,0,7,0,4,16,0,69
SAL50578,4,6,5,13,6,11,5,13,0,66
SAL50579,15,9,21,8,4,9,9,12,0,91
SAL50580,13,0,3,3,0,0,0,4,0,31
SAL50581,12,5,0,6,3,4,0,0,0,34
SAL50582,14,19,25,12,13,4,32,29,5,146
SAL50583,231,354,630,532,266,335,443,476,62,3329
SAL50584,3,4,7,3,0,0,0,0,0,21
SAL50585,148,243,179,145,181,107,81,90,27,1199
SAL50586,21,31,27,22,19,6,17,18,6,165
SAL50587,569,1244,793,526,700,354,223,368,77,4851
SAL50588,3,0,0,0,0,0,0,0,0,7
SAL50589,10,6,0,0,0,3,3,7,0,36
SAL50590,0,0,0,0,0,0,0,0,0,0
SAL50591,0,0,5,6,3,0,0,0,0,17
SAL50592,0,0,0,0,0,0,0,0,0,0
SAL50593,7,4,4,0,5,5,7,43,7,85
SAL50594,130,343,109,84,120,65,33,51,14,953
SAL50595,4,0,0,0,0,0,0,0,0,6
SAL50596,11,0,0,0,3,0,0,0,0,13
SAL50597,11,7,0,0,0,0,0,0,0,21
SAL50598,7,6,11,3,5,3,0,0,0,37
SAL50599,450,895,248,189,348,228,65,121,42,2580
SAL50600,0,4,4,0,3,0,0,4,0,18
SAL50601,3,0,6,5,3,4,0,3,0,31
SAL50602,68,114,41,99,42,17,20,36,24,474
SAL50603,658,1054,1098,845,681,591,564,524,103,6114
SAL50604,13,10,34,26,10,6,17,23,4,150
SAL50605,9,6,6,3,4,4,0,3,0,31
SAL50606,8,8,10,10,5,6,4,10,6,55
SAL50607,280,693,434,278,338,184,107,182,30,2529
SAL50608,16,34,74,9,9,5,62,24,9,237
SAL50609,553,1316,903,756,491,393,313,504,101,5325
SAL50610,445,946,620,464,583,292,248,247,67,3914
SAL50611,142,289,276,123,141,83,175,75,16,1317
SAL50612,6,3,17,4,4,3,5,3,0,44
SAL50613,669,1539,819,735,792,480,482,431,130,6076
SAL50614,12,0,0,4,0,0,0,4,0,19
SAL50615,138,133,257,115,129,79,163,441,43,1494
SAL50616,11,3,0,0,3,0,5,0,0,17
SAL50617,0,0,0,0,0,0,0,0,0,0
SAL50618,35,41,30,20,18,17,17,29,5,210
SAL50619,102,232,186,195,175,102,128,129,35,1282
SAL50620,41,60,81,51,57,23,41,42,17,420
SAL50621,16,0,0,0,3,3,0,11,0,37
SAL50622,313,645,696,460,444,272,211,362,70,3486
SAL50623,260,402,338,212,313,209,158,124,30,2046
SAL50624,5,5,9,0,0,4,0,5,0,22
SAL50625,151,181,215,147,169,114,104,124,21,1221
SAL50626,19,17,14,7,10,7,0,9,0,77
SAL50627,0,0,0,0,0,0,0,0,0,0
SAL50628,100,95,150,76,101,52,78,73,16,737
SAL50629,31,24,34,18,19,6,22,20,6,193
SAL50630,4,3,10,7,3,7,14,7,0,40
SAL50631,21,13,7,3,4,0,4,4,0,60
SAL50632,8,9,20,0,0,0,15,0,0,60
SAL50633,561,774,1061,732,956,512,766,601,108,6069
SAL50634,41,11,4,9,14,0,8,16,0,108
SAL50635,207,542,130,173,149,92,31,63,21,1419
SAL50636,203,305,383,278,325,164,249,226,50,2187
SAL50637,36,4,3,0,8,0,7,10,0,62
SAL50638,1056,1643,674,576,824,469,152,280,55,5724
SAL50639,39,53,145,103,78,66,94,99,13,691
SAL50640,9,5,4,4,4,0,0,3,0,26
SAL50641,253,671,303,230,199,126,78,128,31,2015
SAL50642,10,0,3,4,4,0,0,0,0,25
SAL50643,6,0,3,0,0,0,0,0,0,22
SAL50644,11,3,6,5,5,7,3,5,4,47
SAL50645,416,737,602,465,500,311,244,313,59,3654
SAL50646,16,3,11,8,11,7,9,3,0,70
SAL50647,5,0,0,0,0,0,0,0,0,13
SAL50648,0,0,0,0,0,0,0,0,0,0
SAL50649,3,5,0,0,0,0,0,0,0,10
SAL50650,14,5,0,0,0,0,5,3,0,26
SAL50651,4,5,0,0,0,0,3,0,0,11
SAL50652,0,0,5,0,6,0,7,3,0,26
SAL50653,36,13,36,16,16,10,6,15,10,156
SAL50654,57,72,107,40,48,20,68,40,13,477
SAL50655,15,21,11,10,7,3,12,16,0,105
SAL50656,0,0,0,0,0,0,0,3,0,3
SAL50657,66,111,44,33,53,24,12,28,5,375
SAL50658,10,9,7,4,9,3,10,7,0,60
SAL50659,5,0,0,0,0,0,0,7,0,15
SAL50660,6,0,0,0,0,0,0,3,0,15
SAL50661,327,562,711,556,648,404,486,514,81,4296
SAL50662,71,24,22,14,24,15,29,30,0,235
SAL50663,10,0,3,0,0,0,0,0,0,8
SAL50664,548,791,383,378,462,299,91,171,53,3157
SAL50665,0,5,3,0,6,0,9,12,0,39
SAL50666,0,0,0,0,0,0,0,3,6,11
SAL50667,4,0,0,0,0,0,0,4,0,11
SAL50668,499,1163,288,316,422,250,80,176,42,3242
SAL50669,0,0,0,0,0,0,0,0,0,6
SAL50670,643,1722,668,571,694,353,210,293,74,5220
SAL50671,0,0,4,0,0,0,0,3,0,10
SAL50672,12,9,9,6,8,0,4,3,0,51
SAL50673,0,13,0,4,7,0,0,3,0,24
SAL50674,7,3,4,0,4,0,0,3,0,30
SAL50675,0,0,0,0,0,0,0,0,0,0
SAL50676,5,0,0,3,3,4,0,5,4,30
SAL50677,20,6,0,0,4,0,0,5,0,34
SAL50678,19,3,0,0,0,0,5,0,0,34
SAL50679,12,12,6,7,8,0,0,7,0,52
SAL50680,13,0,4,3,0,0,4,0,0,20
SAL50681,34,17,25,13,22,16,13,12,3,153
SAL50682,190,338,169,153,210,124,68,93,21,1374
SAL50683,241,360,341,236,336,197,166,147,31,2055
SAL50684,27,5,9,3,14,13,6,16,0,96
SAL50685,4,3,6,3,0,0,0,5,4,17
SAL50686,83,85,105,59,68,31,65,52,15,558
SAL50687,0,0,0,0,0,0,0,0,0,0
SAL50688,37,3,8,0,8,0,0,12,0,68
SAL50689,15,0,7,7,3,0,0,0,0,26
SAL50690,18,5,0,0,0,3,0,0,0,28
SAL50691,24,19,164,10,12,0,125,74,11,439
SAL50692,34,22,31,7,16,10,26,29,0,174
SAL50693,10,0,0,0,3,0,0,5,0,18
SAL50694,10,24,0,9,5,4,0,3,0,55
SAL50695,19,4,0,0,0,0,0,8,0,32
SAL50696,301,426,428,275,324,246,111,170,33,2324
SAL50697,14,4,8,3,5,4,5,10,0,48
SAL50698,41,11,4,5,9,0,4,10,0,77
SAL50699,24,0,0,5,4,0,5,7,0,37
SAL50700,90,275,33,60,62,53,18,59,7,649
SAL50701,500,1053,736,650,674,424,266,434,94,4816
SAL50702,392,1006,353,315,358,212,131,207,38,3007
SAL50703,23,21,23,14,16,14,18,19,0,140
SAL50704,0,8,8,0,0,0,6,0,0,23
SAL50705,112,125,150,84,95,80,77,119,14,866
SAL50706,9,0,0,3,0,0,3,0,0,21
SAL50707,489,832,478,358,426,219,148,195,46,3189
SAL50708,29,4,13,4,8,0,11,11,0,79
SAL50709,149,140,132,102,87,71,76,155,23,939
SAL50710,0,0,0,0,0,0,0,0,0,0
SAL50711,73,94,60,41,31,36,15,54,12,413
SAL50712,244,403,516,230,227,142,373,218,46,2393
SAL50713,12,8,14,5,5,3,8,5,5,63
SAL50714,421,794,328,286,322,207,90,143,26,2619
SAL50715,3,3,0,3,5,0,5,3,0,30
SAL50716,3,22,0,18,11,0,0,4,0,60
SAL50717,22,42,78,22,27,15,133,41,6,380
SAL50718,45,83,168,53,65,44,192,59,13,722
SAL50719,31,43,30,28,25,18,21,9,0,208
SAL50720,0,0,0,0,0,0,0,0,0,8
SAL50721,0,0,0,0,0,0,0,0,0,0
SAL50722,14,3,19,13,10,3,6,15,0,80
SAL50723,3,8,0,9,3,0,0,4,0,27
SAL50724,67,242,87,140,96,88,59,93,15,887
SAL50725,573,1324,628,524,677,394,196,365,79,4769
SAL50726,21,33,21,17,11,10,24,15,0,152
SAL50727,31,6,3,3,6,0,3,3,3,57
SAL50728,22,42,19,26,12,9,10,3,3,143
SAL50729,20,0,3,0,0,0,0,0,0,28
SAL50730,8,14,15,22,20,17,18,21,0,126
SAL50731,111,112,176,149,110,101,104,109,27,1001
SAL50732,44,40,45,12,26,16,10,15,0,204
SAL50733,4,5,4,5,0,0,0,0,0,18
SAL50734,32,9,15,8,11,9,9,5,3,97
SAL50735,5,3,50,0,0,0,66,13,0,144
SAL50736,19,5,4,0,4,0,9,9,0,44
SAL50737,32,41,28,14,9,12,10,12,3,163
SAL50738,34,27,77,5,19,9,44,49,7,266
SAL50739,48,30,24,23,13,7,16,31,0,189
SAL50740,823,1631,460,437,587,380,115,239,77,4758
SAL50741,0,0,0,0,0,0,0,0,0,0
SAL50742,142,195,247,174,161,131,89,416,35,1581
SAL50743,13,3,7,4,3,0,3,0,0,38
SAL50744,6,0,3,0,0,0,0,6,0,17
SAL50745,58,61,103,76,60,68,44,93,5,564
SAL50746,17,0,3,0,0,0,0,4,0,27
SAL50747,47,37,55,47,23,21,29,64,9,340
SAL50748,386,702,795,594,602,382,490,519,79,4552
SAL50749,79,42,43,38,36,14,35,71,10,376
SAL50750,7,5,0,0,0,0,0,6,0,15
SAL50751,3,5,0,0,0,0,0,4,0,15
SAL50752,430,909,179,238,264,200,51,117,32,2424
SAL50753,21,15,0,0,5,6,0,6,4,51
SAL50754,165,284,455,284,313,247,303,364,76,2495
SAL50755,0,0,0,0,0,0,0,0,0,0
SAL50756,348,715,587,390,501,253,333,373,78,3575
SAL50757,37,18,23,14,6,10,6,15,4,121
SAL50758,88,159,134,112,144,88,64,102,11,900
SAL50759,22,21,60,0,12,0,58,29,9,217
SAL50760,69,111,41,39,41,17,19,41,4,371
SAL50761,29,9,26,16,12,8,12,24,14,142
SAL50762,5,4,0,0,0,5,0,0,0,17
SAL50763,66,22,26,23,31,15,15,22,0,220
SAL50764,779,1661,910,739,1016,558,272,395,75,6406
SAL50765,0,0,3,0,0,0,0,0,0,9
SAL50766,426,719,687,482,573,319,198,308,51,3777
SAL50767,12,0,0,0,0,0,0,0,0,12
SAL50768,19,4,14,10,5,0,6,16,0,70
SAL50769,4,0,0,0,0,0,5,0,0,8
SAL50770,4,0,0,0,0,0,0,0,0,10
SAL50771,110,57,83,44,49,26,70,106,11,552
SAL50772,13,5,0,0,3,0,6,8,3,43
SAL50773,62,8,24,20,16,6,12,20,6,173
SAL50774,11,3,0,0,0,0,0,0,0,21
SAL50775,15,7,9,0,0,0,4,5,0,41
SAL50776,18,4,0,0,0,0,0,0,0,24
SAL50777,5,17,33,3,3,0,62,8,0,129
SAL50778,12,0,0,0,3,0,0,0,0,11
SAL50779,5,7,45,10,4,0,77,15,5,169
SAL50780,25,0,5,0,6,0,0,3,0,37
SAL50781,74,108,254,230,104,104,190,317,33,1410
SAL50782,25,60,82,41,56,36,50,55,10,418
SAL50783,21,10,14,7,9,0,19,17,3,104
SAL50784,7,3,3,0,4,0,0,3,0,19
SAL50785,26,9,9,6,5,3,5,7,0,55
SAL50786,17,3,0,0,0,0,5,3,0,28
SAL50787,28,36,10,12,13,10,3,24,0,141
SAL50788,11,9,9,5,4,0,0,10,0,54
SAL50789,21,0,0,4,5,0,0,0,0,33
SAL50790,3,0,4,0,4,4,5,3,0,23
SAL50791,42,0,5,0,9,0,4,9,0,66
SAL50792,32,17,21,14,9,10,21,23,4,145
SAL50793,25,9,0,0,6,0,0,3,0,43
SAL50794,5,0,5,0,0,0,0,0,0,10
SAL50795,15,24,54,5,4,5,50,19,0,171
SAL50796,0,9,0,7,0,0,0,3,0,23
SAL50797,21,3,0,0,0,0,4,0,0,27
SAL50798,0,6,3,4,0,0,3,0,0,16
SAL50799,508,657,366,389,376,168,194,287,68,3017
SAL50800,10,16,11,4,9,4,6,9,0,64
SAL50801,0,0,7,0,0,0,8,4,0,17
SAL50802,12,5,5,0,0,0,0,0,0,19
SAL50803,3,0,0,0,0,0,0,0,0,4
SAL50804,4,0,0,0,0,0,0,0,0,0
SAL50805,0,0,5,0,0,0,0,0,0,9
SAL50806,9,29,54,47,24,22,32,41,7,267
SAL50807,7,0,0,0,0,0,0,0,0,10
SAL50808,26,54,19,26,18,8,12,17,4,183
SAL50809,50,79,58,29,37,10,69,71,9,414
SAL50810,0,0,0,0,0,0,6,0,0,6
SAL50811,26,0,0,0,0,0,0,6,0,30
SAL50812,0,0,0,0,0,0,0,0,0,7
SAL50813,11,0,0,0,0,0,3,0,0,17
SAL50814,0,0,0,0,0,0,4,6,0,12
SAL50815,34,34,62,24,30,26,41,43,21,315
SAL50816,301,461,513,267,376,215,169,212,49,2557
SAL50817,14,23,26,6,3,0,45,3,0,119
SAL50818,0,0,0,0,0,0,0,0,0,0
SAL50819,64,40,54,23,27,25,34,39,12,310
SAL50820,14,0,0,0,0,0,0,0,0,12
SAL50821,3,0,0,0,0,0,0,0,0,6
SAL50822,28,10,3,0,0,0,9,3,0,56
SAL50823,8,0,0,0,0,0,0,4,0,12
SAL50824,9,0,0,0,0,0,0,0,0,10
SAL50825,3,0,0,0,0,0,4,0,0,16
SAL50826,25,3,4,6,7,0,0,5,0,41
SAL50827,0,0,0,0,0,5,0,0,0,8
SAL50828,245,393,495,425,277,267,289,278,36,2699
SAL50829,122,224,237,77,134,71,146,66,29,1114
SAL50830,48,31,40,20,19,15,29,127,20,347
SAL50831,974,1615,1250,959,1232,852,513,741,104,8236
SAL50832,16,37,26,19,16,17,7,25,0,149
SAL50833,142,334,395,335,249,165,277,331,56,2289
SAL50834,7,0,0,0,0,0,7,5,0,16
SAL50835,305,601,249,271,278,147,85,132,34,2108
SAL50836,92,180,308,44,60,4,391,82,14,1167
SAL50837,6,4,4,4,0,0,0,6,0,19
SAL50838,83,153,205,179,159,124,194,221,27,1342
SAL50839,13,13,10,4,6,5,6,20,7,86
SAL50840,331,1018,169,192,216,124,43,82,27,2200
SAL50841,15,14,22,10,10,0,20,18,5,110
SAL50842,732,1795,611,535,879,409,228,351,76,5626
SAL50843,0,0,0,0,0,0,0,0,0,0
SAL50844,78,97,231,24,53,17,314,97,7,923
SAL50845,29,4,12,9,15,9,8,16,0,107
SAL50846,59,76,104,37,40,12,104,62,3,499
SAL50847,122,243,296,145,197,120,128,120,21,1400
SAL50848,0,0,0,0,0,0,0,0,0,0
SAL50849,537,964,615,439,547,291,221,281,58,3956
SAL50850,3,0,0,0,0,0,0,3,0,10
SAL50851,6,0,0,0,0,0,0,0,0,8
SAL50852,5,5,8,0,0,0,3,9,0,28
SAL50853,79,144,140,94,79,60,40,68,8,718
SAL50854,6,0,0,0,0,0,0,0,0,10
SAL50855,0,0,3,0,0,0,3,3,0,6
SAL50856,3,0,0,0,0,0,0,0,0,6
SAL50857,82,169,216,198,156,105,162,223,34,1348
SAL50858,22,45,72,81,33,55,23,127,5,462
SAL50859,3,0,0,0,0,0,0,0,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0
SAL50861,28,0,0,0,3,0,0,4,0,33
SAL50862,24,16,11,3,9,5,3,9,4,85
SAL50863,149,139,269,130,184,88,98,106,22,1180
SAL50864,0,0,0,0,3,0,0,0,0,8
SAL50865,70,194,138,115,95,80,55,99,13,851
SAL50866,20,14,8,15,5,0,0,13,0,74
SAL50867,18,4,17,5,6,4,7,3,0,65
SAL50868,21,8,0,0,7,5,4,10,0,51
SAL50869,0,0,3,0,0,0,3,0,0,7
SAL50870,15,13,14,5,8,3,6,3,0,80
SAL50871,113,340,295,242,190,133,161,197,36,1700
SAL50872,16,23,14,7,6,0,5,6,0,87
SAL50873,276,557,969,735,555,400,703,827,130,5150
SAL50874,488,792,452,400,517,330,168,249,34,3435
SAL50875,218,344,364,278,231,161,135,135,32,1900
SAL50876,4,0,0,0,0,0,0,0,0,4
SAL50877,10,0,0,0,3,0,0,5,0,14
SAL50878,8,0,0,0,0,0,0,0,0,13
SAL50879,60,80,80,33,61,40,23,38,6,417
SAL50880,23,81,71,56,46,27,45,65,8,423
SAL50881,289,400,373,223,390,182,193,159,38,2245
SAL50882,3,0,0,0,0,0,0,0,0,8
SAL50883,9,3,0,0,0,0,0,0,0,19
SAL50884,4,0,5,0,0,0,0,0,0,13
SAL50885,12,7,4,3,4,0,0,0,3,28
SAL50886,15,5,0,0,0,0,0,0,0,14
SAL50887,0,0,0,0,0,0,0,0,0,0
SAL50888,4,0,0,0,0,0,0,0,0,8
SAL50889,5,11,17,10,12,4,8,4,0,82
SAL50890,272,364,494,428,272,285,311,439,62,2919
SAL50891,220,203,284,230,185,174,197,373,29,1892
SAL50892,17,0,0,0,0,0,0,3,0,26
SAL50893,321,763,195,218,265,147,69,105,30,2118
SAL50894,7,3,0,4,0,0,0,3,0,16
SAL50895,23,6,11,10,4,4,0,9,0,67
SAL50896,373,620,779,656,588,440,472,716,95,4746
SAL50897,7,4,6,4,3,0,0,8,0,28
SAL50898,50,42,39,31,23,12,24,19,0,236
SAL50899,84,110,300,40,42,10,284,176,17,1056
SAL50900,14,0,0,0,3,0,0,4,0,24
SAL50901,37,42,46,23,34,12,29,34,8,257
SAL50902,39,125,292,21,34,3,254,124,12,899
SAL50903,576,825,768,583,358,400,232,640,49,4438
SAL50904,77,59,100,36,50,33,32,38,5,430
SAL50905,203,387,122,102,161,100,24,39,12,1166
SAL50906,3,0,0,0,0,0,0,3,0,6
SAL50907,0,0,0,0,0,0,0,0,0,3
SAL50908,12,3,8,3,6,0,0,0,0,35
SAL50909,4,0,0,0,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,3
SAL50911,113,128,157,112,130,62,78,77,15,872
SAL50912,20,23,63,5,4,0,50,29,0,196
SAL50913,32,15,28,21,9,8,11,31,3,148
SAL50914,0,0,0,0,0,0,0,0,0,0
SAL50915,7,0,0,0,0,0,0,4,0,11
SAL50916,56,7,8,0,9,4,0,7,0,88
SAL50917,953,2511,798,922,927,497,391,514,122,7634
SAL50918,17,3,4,0,0,0,0,3,0,32
SAL50919,0,0,0,3,3,0,0,3,0,12
SAL50920,139,207,313,323,205,223,140,288,30,1868
SAL50921,4,6,10,0,0,0,16,3,0,46
SAL50922,341,580,634,588,420,392,369,371,64,3766
SAL50923,15,11,13,10,5,7,16,12,5,92
SAL50924,6,6,9,5,0,0,0,3,0,31
SAL50925,58,105,160,128,98,70,105,160,15,903
SAL50926,69,105,161,46,39,17,165,67,13,676
SAL50927,3,0,0,0,0,0,0,0,0,3
SAL50928,23,10,22,9,4,0,5,12,0,94
SAL50929,9,3,5,0,0,0,0,4,0,21
SAL50930,23,5,11,13,3,3,3,13,0,76
SAL50931,0,0,0,0,0,0,0,0,0,0
SAL50932,541,977,355,336,436,267,98,166,52,3217
SAL50933,204,372,85,93,120,84,23,53,12,1036
SAL50934,5,7,8,4,3,0,11,14,0,60
SAL50935,0,0,0,0,0,0,0,0,3,8
SAL50936,24,13,0,0,0,3,0,4,5,43
SAL50937,28,3,0,0,0,0,0,3,0,37
SAL50938,142,165,214,141,132,98,147,135,28,1202
SAL50939,152,210,365,288,258,180,218,312,35,2018
SAL50940,0,0,3,3,0,0,0,5,0,17
SAL50941,43,33,20,12,16,15,12,19,0,173
SAL50942,7,0,0,0,5,0,0,4,0,14
SAL50943,3,0,0,0,0,0,0,0,0,9
SAL50944,97,135,237,164,152,100,163,163,30,1253
SAL50945,51,15,12,6,19,5,17,15,0,134
SAL50946,88,119,47,44,49,27,11,38,5,419
SAL50947,216,347,412,450,324,265,306,413,69,2792
SAL50948,71,108,217,140,104,98,126,125,15,1004
SAL50949,32,7,3,3,0,0,7,10,0,62
SAL50950,126,184,281,96,134,66,81,97,26,1092
SAL50951,119,222,284,146,180,116,134,141,30,1376
SAL50952,13,21,23,12,15,10,6,13,0,124
SAL50953,55,43,30,20,31,21,24,17,9,244
SAL50954,13,0,0,0,0,0,0,0,0,16
SAL50955,8,15,3,7,4,0,5,5,3,49
SAL50956,7,0,0,0,0,0,0,4,0,7
SAL50957,49,42,65,68,52,38,37,55,0,413
SAL50958,3,0,0,0,0,0,0,0,0,10
SAL50959,17,0,0,0,4,5,4,4,0,35
SAL50960,636,876,658,502,626,407,186,283,80,4247
SAL50961,4,0,0,0,5,0,0,4,0,15
SAL50962,6,0,0,3,0,0,0,4,0,21
SAL50963,26,13,16,14,11,6,21,13,3,124
SAL50964,14,11,4,0,9,3,0,5,0,45
SAL50965,9,3,3,3,4,0,0,0,0,29
SAL50966,12,3,5,0,0,0,0,0,0,21
SAL50967,8,0,0,4,0,0,3,5,0,20
SAL50968,31,30,21,15,26,8,10,17,0,159
SAL50969,108,235,112,109,87,79,33,85,4,855
SAL50970,161,302,457,503,275,313,341,632,73,3046
SAL50971,21,57,135,17,19,3,12,38,8,300
SAL50972,17,0,0,0,0,0,0,5,0,21
SAL50973,23,0,4,0,10,0,4,9,3,51
SAL50974,13,3,0,0,0,3,6,7,0,40
SAL50975,14,15,16,7,9,7,15,0,0,92
SAL50976,13,0,0,0,0,3,0,4,0,27
SAL50977,11,0,0,0,0,0,0,4,0,17
SAL50978,5,12,3,8,5,3,5,5,6,48
SAL50979,3,0,0,0,0,0,0,4,0,5
SAL50980,38,21,40,9,27,12,35,20,4,204
SAL50981,10,0,4,0,3,0,0,10,0,28
SAL50982,8,5,5,3,0,0,0,3,0,32
SAL50983,24,12,12,9,11,7,8,14,0,95
SAL50984,0,0,4,0,0,0,0,4,0,11
SAL50985,0,0,0,0,0,0,0,0,0,0
SAL50986,13,0,0,0,3,0,0,0,0,16
SAL50987,26,18,19,12,12,13,7,10,3,113
SAL50988,98,95,125,89,93,57,96,105,6,765
SAL50989,0,0,0,0,0,0,0,0,0,0
SAL50990,6,0,0,0,0,0,0,0,0,9
SAL50991,19,4,0,0,4,0,3,0,0,34
SAL50992,47,45,71,35,41,20,44,32,5,333
SAL50993,26,20,14,21,21,11,17,22,0,148
SAL50994,9,0,0,0,0,0,0,8,0,25
SAL50995,6,0,0,0,0,0,0,0,0,6
SAL50996,35,64,96,45,66,43,40,48,9,446
SAL50997,26,54,33,40,41,44,19,43,5,309
SAL50998,1055,2158,1749,1393,1482,954,809,1180,221,10994
SAL50999,4,6,3,0,3,0,0,3,0,20
SAL51000,819,1694,265,481,418,312,92,228,66,4372
SAL51001,16,0,0,0,0,0,0,0,0,15
SAL51002,4,4,0,0,0,0,0,0,0,9
SAL51003,0,0,0,0,0,0,0,0,0,0
SAL51004,170,139,169,122,108,81,94,193,28,1107
SAL51005,4,3,0,0,0,0,4,0,0,12
SAL51006,3,4,6,4,0,0,7,4,0,32
SAL51007,0,0,0,0,0,0,0,0,0,3
SAL51008,476,1045,121,208,232,149,24,89,22,2363
SAL51009,44,81,43,51,24,23,17,23,6,308
SAL51010,11,11,9,6,3,4,0,0,0,45
SAL51011,0,0,0,0,0,0,0,0,0,0
SAL51012,8,0,0,0,0,0,6,0,0,18
SAL51013,9,21,16,6,11,3,7,8,4,80
SAL51014,9,24,10,12,10,4,6,15,18,106
SAL51015,806,1821,375,426,464,293,118,187,55,4552
SAL51016,151,279,306,211,173,123,141,133,30,1548
SAL51017,4,0,0,3,0,0,0,3,0,15
SAL51018,4,3,0,0,0,0,0,0,0,4
SAL51019,4,0,0,0,0,0,0,4,0,15
SAL51020,7,15,48,4,0,0,112,19,0,207
SAL51021,1063,2445,529,702,725,462,176,321,68,6485
SAL51022,0,0,0,0,0,0,0,0,0,0
SAL51023,7,0,0,0,0,3,4,0,0,17
SAL51024,32,43,44,19,18,11,44,25,6,244
SAL51025,63,118,74,56,73,34,27,67,0,517
SAL51026,174,286,251,175,206,119,114,118,25,1469
SAL51027,0,0,0,0,0,0,0,0,0,5
SAL51028,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0
SAL51030,706,1383,284,335,530,321,68,148,59,3834
SAL51031,98,146,166,101,145,85,84,75,21,922
SAL51032,0,0,0,0,0,0,0,0,0,0
SAL51033,129,202,655,39,72,4,613,261,42,2021
SAL51034,11,5,0,0,0,0,0,0,0,20
SAL51035,3,0,0,0,0,0,0,0,0,4
SAL51036,149,292,258,229,195,167,113,189,22,1615
SAL51037,26,4,0,0,0,0,0,4,0,34
SAL51038,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0
SAL51040,65,46,96,40,51,22,54,62,18,454
SAL51041,17,7,15,4,8,5,8,37,0,109
SAL51042,16,25,14,11,8,3,26,4,5,109
SAL51043,0,6,0,0,0,0,0,4,0,8
SAL51044,29,19,31,16,9,8,18,7,0,145
SAL51045,0,0,0,0,0,0,0,0,0,0
SAL51046,0,5,4,0,0,0,5,0,0,9
SAL51047,455,841,532,385,419,276,105,202,51,3276
SAL51048,12,4,8,5,5,3,6,20,3,69
SAL51049,8,14,9,19,10,0,20,12,5,102
SAL51050,9,24,41,11,23,9,28,22,5,162
