POW_SA3_CODE_2021,M2_BusFer_Mng,M2_BusFer_Pro,M2_BusFer_TecTW,M2_BusFer_CoPSW,M2_BusFer_ClAW,M2_BusFer_SWks,M2_BusFer_MaOpDv,M2_BusFer_Lab,M2_BusFer_IDNS,M2_BusFer_Tot,M2_BusTrm_or_LR_Mng,M2_BusTrm_or_LR_Pro,M2_BusTrm_or_LR_TecTW,M2_BusTrm_or_LR_CoPSW,M2_BusTrm_or_LR_ClAW,M2_BusTrm_or_LR_SWks,M2_BusTrm_or_LR_MaOpDv,M2_BusTrm_or_LR_Lab,M2_BusTrm_or_LR_IDNS,M2_BusTrm_or_LR_Tot,M2_BusCarAsDriv_Mng,M2_BusCarAsDriv_Pro,M2_BusCarAsDriv_TecTW,M2_BusCarAsDriv_CoPSW,M2_BusCarAsDriv_ClAW,M2_BusCarAsDriv_SWks,M2_BusCarAsDriv_MaOpDv,M2_BusCarAsDriv_Lab,M2_BusCarAsDriv_IDNS,M2_BusCarAsDriv_Tot,M2_BusCarAsPas_Mng,M2_BusCarAsPas_Pro,M2_BusCarAsPas_TecTW,M2_BusCarAsPas_CoPSW,M2_BusCarAsPas_ClAW,M2_BusCarAsPas_SWks,M2_BusCarAsPas_MaOpDv,M2_BusCarAsPas_Lab,M2_BusCarAsPas_IDNS,M2_BusCarAsPas_Tot,M2_BusOth_Mng,M2_BusOth_Pro,M2_BusOth_TecTW,M2_BusOth_CoPSW,M2_BusOth_ClAW,M2_BusOth_SWks,M2_BusOth_MaOpDv,M2_BusOth_Lab,M2_BusOth_IDNS,M2_BusOth_Tot,M2_Bus_and_Tot_Mng,M2_Bus_and_Tot_Pro,M2_Bus_and_Tot_TecTW,M2_Bus_and_Tot_CoPSW,M2_Bus_and_Tot_ClAW,M2_Bus_and_Tot_SWks,M2_Bus_and_Tot_MaOpDv,M2_Bus_and_Tot_Lab,M2_Bus_and_Tot_IDNS,M2_Bus_and_Tot_Tot,M2_Oth_M2_Mng,M2_Oth_M2_Pro,M2_Oth_M2_TecTW,M2_Oth_M2_CoPSW,M2_Oth_M2_ClAW,M2_Oth_M2_SWks,M2_Oth_M2_MaOpDv,M2_Oth_M2_Lab,M2_Oth_M2_IDNS,M2_Oth_M2_Tot,M2_Tot_M2_Mng,M2_Tot_M2_Pro,M2_Tot_M2_TecTW,M2_Tot_M2_CoPSW,M2_Tot_M2_ClAW,M2_Tot_M2_SWks,M2_Tot_M2_MaOpDv,M2_Tot_M2_Lab,M2_Tot_M2_IDNS,M2_Tot_M2_Tot,M3_Trn_2_OthM_Mng,M3_Trn_2_OthM_Pro,M3_Trn_2_OthM_TecTW,M3_Trn_2_OthM_CoPSW,M3_Trn_2_OthM_ClAW,M3_Trn_2_OthM_SWks,M3_Trn_2_OthM_MaOpDv,M3_Trn_2_OthM_Lab,M3_Trn_2_OthM_IDNS,M3_Trn_2_OthM_Tot,M3_Bus_2_OthM_ex_trn_Mng,M3_Bus_2_OthM_ex_trn_Pro,M3_Bus_2_OthM_ex_trn_TecTW,M3_Bus_2_OthM_ex_trn_CoPSW,M3_Bus_2_OthM_ex_trn_ClAW,M3_Bus_2_OthM_ex_trn_SWks,M3_Bus_2_OthM_ex_trn_MaOpDv,M3_Bus_2_OthM_ex_trn_Lab,M3_Bus_2_OthM_ex_trn_IDNS,M3_Bus_2_OthM_ex_trn_Tot,M3_Oth_M3_Mng,M3_Oth_M3_Pro,M3_Oth_M3_TecTW,M3_Oth_M3_CoPSW,M3_Oth_M3_ClAW,M3_Oth_M3_SWks,M3_Oth_M3_MaOpDv,M3_Oth_M3_Lab,M3_Oth_M3_IDNS,M3_Oth_M3_Tot,M3_Tot_M3_Mng,M3_Tot_M3_Pro,M3_Tot_M3_TecTW,M3_Tot_M3_CoPSW,M3_Tot_M3_ClAW,M3_Tot_M3_SWks,M3_Tot_M3_MaOpDv,M3_Tot_M3_Lab,M3_Tot_M3_IDNS,M3_Tot_M3_Tot,Wkd_at_home_Mng,Wkd_at_home_Pro,Wkd_at_home_TecTW,Wkd_at_home_CoPSW,Wkd_at_home_ClAW,Wkd_at_home_SWks,Wkd_at_home_MaOpDv,Wkd_at_home_Lab,Wkd_at_home_IDNS,Wkd_at_home_Tot,Did_not_go_to_work_Mng,Did_not_go_to_work_Pro,Did_not_go_to_work_TecTW,Did_not_go_to_work_CoPSW,Did_not_go_to_work_ClAW,Did_not_go_to_work_SWks,Did_not_go_to_work_MaOpDv,Did_not_go_to_work_Lab,Did_not_go_to_work_IDNS,Did_not_go_to_work_Tot,Meth_of_trav_NS_Mng,Meth_of_trav_NS_Pro,Meth_of_trav_NS_TecTW,Meth_of_trav_NS_CoPSW,Meth_of_trav_NS_ClAW,Meth_of_trav_NS_SWks,Meth_of_trav_NS_MaOpDv,Meth_of_trav_NS_Lab,Meth_of_trav_NS_IDNS,Meth_of_trav_NS_Tot,Tot_Mng,Tot_Pro,Tot_TecTW,Tot_CoPSW,Tot_ClAW,Tot_SWks,Tot_MaOpDv,Tot_Lab,Tot_IDNS,Tot_Tot
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,21,0,0,39,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,3,0,0,4,3,6,11,0,0,0,25,5,0,50,24,8,11,9,0,4,18,6,0,87,31,8,25,9,0,7,45,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,9,9,0,3,0,0,0,4,5,0,16,918,73,40,16,133,14,25,66,11,1305,168,161,307,121,116,58,383,161,20,1489,18,4,17,7,0,0,3,18,38,107,2744,1229,1714,824,878,457,1703,1288,200,11036
51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,3,0,6,3,4,0,0,0,3,0,9,0,8,5,3,0,0,0,5,0,20,21,19,15,23,7,6,12,19,0,128,21,24,18,27,10,6,17,20,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,0,0,12,0,3,0,0,0,0,0,3,0,9,214,171,58,58,147,27,14,65,12,763,141,383,185,279,144,80,95,127,17,1444,14,13,11,21,7,5,14,13,126,228,2065,3418,1871,2371,1738,874,863,1591,367,15170
51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,0,3,0,31,4,0,68,0,4,6,0,0,0,14,5,0,34,3,32,98,0,3,0,80,24,4,246,3,39,136,4,9,5,122,32,0,347,36,73,201,18,31,0,155,36,5,554,41,119,335,18,35,10,283,69,13,918,0,0,9,0,0,0,6,6,0,14,7,20,63,3,0,0,57,16,0,168,3,7,13,0,0,0,11,6,0,36,8,23,79,3,6,0,72,23,0,221,131,154,100,48,94,15,29,24,27,623,228,609,2197,204,275,75,2143,502,122,6353,10,7,50,10,6,3,41,27,63,217,1857,3307,8610,1259,1731,630,7152,2620,595,27768
51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,28,0,3,0,12,9,5,72,0,0,9,0,3,3,11,4,0,29,3,26,62,3,7,0,71,23,0,192,7,34,95,3,13,4,95,30,5,294,16,77,158,23,21,7,90,46,10,454,26,118,260,28,44,10,186,84,17,766,0,0,7,0,0,0,10,3,0,22,5,24,67,3,8,0,64,17,5,192,0,3,8,0,0,0,10,4,0,32,9,35,85,3,7,0,80,30,5,249,116,120,103,34,107,10,19,19,16,548,233,624,2292,266,288,135,1565,625,101,6128,5,5,44,7,10,3,33,31,39,184,2095,3522,8604,1544,2009,774,5634,3028,616,27827
51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,4,0,11,0,0,9,0,0,0,7,3,0,25,9,10,19,0,3,3,9,10,0,62,9,8,26,4,3,6,18,13,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,8,371,57,25,9,126,12,10,29,12,645,111,120,141,99,82,84,150,93,14,893,14,0,6,4,0,0,0,3,31,62,1406,963,1297,639,800,559,995,947,188,7790
51102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,11,4,9,12,0,0,6,8,0,50,11,7,12,12,0,0,10,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,4,0,0,0,0,3,0,7,221,40,23,12,50,9,3,35,5,393,34,71,71,73,52,44,53,88,7,502,8,8,3,0,5,0,7,7,26,59,794,619,684,602,521,350,309,719,110,4703
51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,19,0,4,0,39,0,0,86,0,0,11,0,4,0,12,0,0,26,3,12,32,0,6,0,64,14,0,123,6,27,60,0,9,0,112,10,3,236,53,84,135,14,23,6,115,45,8,486,56,115,198,20,29,9,236,59,9,731,0,0,0,0,0,0,0,0,0,4,11,18,26,0,7,0,37,0,0,89,0,6,11,3,0,0,3,0,0,29,11,21,36,4,4,0,40,7,0,127,138,140,55,53,169,21,19,19,14,631,220,518,1176,258,230,112,1507,389,73,4486,4,20,19,0,0,5,40,21,45,154,2252,3802,6371,1834,2251,1106,6204,2353,480,26655
51104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,15,0,0,6,0,0,0,6,0,0,15,0,12,14,0,0,0,19,6,0,56,3,11,28,3,3,0,22,11,0,88,42,51,51,9,25,7,76,30,3,293,51,57,86,11,24,9,100,39,5,390,0,0,0,0,0,0,0,0,0,4,0,3,10,0,0,0,3,0,0,20,10,0,6,0,0,5,0,0,0,20,10,5,11,0,0,5,9,3,0,41,595,196,112,97,278,30,29,88,41,1458,230,557,758,432,254,288,732,405,52,3719,12,13,24,13,4,3,15,20,68,175,3501,4182,4663,2964,2680,1923,3327,2937,442,26622
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,7,19,0,0,0,3,6,3,33,0,7,19,0,0,0,7,3,3,41,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7,0,8,3,0,0,0,0,4,0,18,15,42,133,10,3,0,59,57,7,329,0,0,4,4,0,0,0,5,0,16,61,233,528,45,42,6,168,258,46,1386
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,4,3,0,12,12,0,55,0,0,11,7,0,0,4,3,0,29,0,0,16,0,0,0,20,10,0,45,0,14,41,8,6,0,35,31,0,133,36,49,199,35,21,11,136,114,11,614,43,113,306,94,46,30,172,220,13,1040,6,29,20,21,4,7,4,32,0,121,0,9,16,5,0,0,7,3,0,49,4,7,12,0,3,0,9,4,0,36,3,40,47,28,9,11,21,41,0,202,886,1408,289,168,761,189,49,127,127,4003,441,1111,2427,1286,391,354,1542,1646,205,9404,30,28,56,19,12,9,38,41,132,363,3764,6520,18753,6741,2582,2143,7579,11109,1375,60566
