POW_SA3_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
50902,251,31,72,78,84,120,295,83,32,1034,134,24,39,53,124,78,32,0,8,489,60,7,13,19,66,102,68,0,9,351,21,0,3,10,7,8,4,0,0,60,81,10,14,27,53,46,20,0,14,267,32,4,9,19,20,26,13,0,6,124,107,18,18,17,56,44,41,0,3,302,103,12,11,32,55,48,58,0,3,318,59,7,13,13,24,24,6,0,14,151,3,0,0,3,0,0,0,0,0,9,9,0,3,8,6,10,0,0,0,36,6,0,0,5,3,9,0,0,0,23,41,5,12,13,21,16,4,0,0,111,36,0,5,10,12,11,24,5,0,114,147,22,19,31,73,66,14,0,8,387,157,23,17,41,50,39,12,0,8,357,172,26,44,51,95,108,83,4,11,589,10,0,0,0,6,3,0,0,0,27,53,4,5,8,23,13,10,3,4,130,73,9,17,29,35,32,44,0,13,249
50903,95,11,10,21,40,51,52,10,11,310,153,29,49,45,108,81,20,0,11,489,39,5,8,14,21,19,28,12,6,143,8,0,3,0,5,0,0,0,0,18,22,3,4,5,12,19,11,0,0,79,8,0,8,3,17,8,6,0,0,60,34,0,0,8,12,14,9,0,3,87,22,8,3,13,20,21,23,0,5,106,15,0,4,0,8,6,0,0,0,37,4,0,0,0,0,0,0,0,0,5,4,0,3,0,0,6,0,0,0,11,4,0,0,0,0,0,0,0,0,6,14,3,0,0,8,4,0,0,0,21,15,7,0,0,4,6,10,0,0,42,46,3,8,3,8,16,7,0,0,105,43,5,10,6,23,16,6,0,3,115,79,12,9,24,44,50,50,0,6,279,3,0,0,0,0,3,0,0,0,13,16,0,0,9,10,8,4,0,0,52,26,3,9,5,14,9,12,0,6,82
51001,28,5,5,12,16,20,88,29,0,209,59,7,17,24,39,29,32,3,0,204,6,0,0,0,7,10,20,0,0,58,7,0,0,0,5,8,0,0,0,19,51,3,12,5,30,27,20,0,0,156,10,0,3,0,13,3,5,0,0,23,55,9,9,23,42,57,76,0,5,272,70,16,14,24,68,95,330,14,12,640,60,7,13,14,44,35,23,0,4,204,14,0,0,0,9,4,0,0,0,21,9,0,0,3,0,5,3,0,0,21,12,4,0,0,8,4,15,0,0,42,28,0,4,7,8,11,8,0,0,73,31,9,8,7,13,26,34,6,4,149,86,20,18,28,60,50,27,0,6,289,107,23,27,31,72,45,37,4,6,356,164,34,34,58,167,156,110,0,14,741,25,0,6,0,9,5,6,0,0,45,28,3,7,7,15,18,20,3,9,108,19,0,12,8,20,32,28,0,16,135
51002,5,0,0,0,5,0,12,0,3,26,1044,253,403,481,1181,896,318,13,80,4671,27,7,9,19,40,38,16,0,0,142,22,4,10,15,30,25,16,0,4,114,170,42,64,76,175,179,89,6,18,821,30,5,9,16,45,33,32,0,0,175,30,7,3,17,53,60,65,0,8,245,77,16,29,39,117,132,189,0,17,613,112,9,32,40,109,105,50,3,10,467,4,0,0,0,3,0,5,0,0,11,0,0,0,0,6,3,0,0,0,13,24,4,6,4,20,32,27,9,0,128,19,4,9,18,37,42,21,0,3,157,54,15,19,25,68,47,72,0,11,309,51,5,10,29,48,38,16,0,0,196,57,11,15,27,45,50,28,3,9,240,65,13,24,34,88,94,57,0,7,385,0,3,0,5,7,4,5,0,0,25,37,0,7,18,37,46,25,3,6,177,49,6,13,20,68,54,63,0,24,305
51003,0,0,0,5,6,3,8,0,0,24,924,161,271,367,869,664,249,9,62,3573,35,5,9,15,33,34,30,0,4,171,31,5,0,18,15,24,13,0,3,109,228,57,89,112,300,240,103,4,21,1151,31,8,6,9,27,20,12,4,4,112,36,11,7,13,58,74,71,4,5,273,114,34,31,53,160,172,202,5,22,777,97,21,34,31,68,63,27,4,8,350,4,0,0,0,8,8,0,0,0,24,0,0,0,6,6,7,0,0,0,18,25,4,8,0,36,47,26,0,5,153,40,16,10,15,51,51,21,0,0,204,80,16,25,32,68,68,61,0,3,359,73,16,16,39,77,58,16,0,3,294,73,17,25,32,61,55,28,0,3,281,63,19,28,30,103,92,49,0,5,397,4,0,0,4,8,5,3,0,0,24,27,3,6,15,46,42,20,0,0,162,57,16,20,38,93,91,60,3,20,399
51101,62,4,9,7,33,23,45,0,8,189,50,14,22,21,64,51,31,0,10,265,9,0,0,0,0,4,12,0,0,26,4,0,8,0,0,0,0,0,0,17,31,4,8,3,26,19,23,0,3,121,17,6,0,5,3,7,0,0,0,31,25,4,4,13,15,20,14,0,0,93,22,0,5,14,20,25,25,0,5,120,26,5,7,9,13,6,10,0,3,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,10,6,0,0,0,3,0,0,0,0,8,17,0,0,5,9,8,4,0,5,44,7,0,5,6,4,6,0,0,0,29,36,4,10,9,17,12,6,0,0,91,52,4,14,9,33,14,9,0,0,134,53,4,17,22,25,24,20,0,6,166,0,0,0,0,0,5,0,0,0,7,14,0,7,3,8,8,10,0,0,49,20,0,0,7,10,3,9,0,4,48
51102,91,10,17,11,11,21,55,3,13,229,19,0,6,6,10,8,0,0,0,55,8,4,0,0,0,4,7,0,3,27,3,0,0,0,5,3,4,0,0,10,19,0,3,3,5,11,0,0,0,43,5,0,0,0,0,0,0,0,0,3,26,0,0,4,14,18,36,0,6,99,40,10,8,14,21,37,135,0,10,260,24,3,3,9,11,4,22,0,0,83,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,4,4,0,0,3,0,0,0,0,0,13,13,3,0,4,11,3,4,4,0,38,4,0,7,6,10,14,30,0,5,69,29,0,7,4,15,14,12,6,0,93,19,4,3,10,12,11,7,0,3,72,31,3,7,13,21,23,18,0,3,109,10,0,0,0,0,4,0,0,0,22,4,0,3,0,3,0,13,0,0,31,12,4,0,4,8,6,19,0,3,55
51103,3,0,0,4,0,0,3,0,0,14,724,161,280,387,962,720,487,19,70,3813,82,13,28,42,96,71,77,0,7,416,10,3,0,5,17,10,10,0,3,63,94,11,29,39,102,76,39,0,12,407,24,8,7,10,34,25,13,3,0,128,52,13,16,22,89,82,57,3,3,335,66,14,29,47,137,154,172,0,16,627,91,16,21,24,82,82,32,4,3,358,0,0,0,0,3,3,0,0,0,22,11,0,0,8,12,11,3,0,0,34,14,0,5,11,24,22,13,0,0,93,33,9,10,16,45,65,74,5,7,258,37,10,17,15,38,45,40,3,0,204,63,10,21,33,81,73,33,0,4,310,87,21,25,42,89,66,39,0,0,373,113,32,43,68,162,187,100,10,6,716,7,3,0,6,13,8,7,0,0,44,45,8,9,22,49,62,23,4,0,218,49,7,25,40,70,56,59,9,26,329
51104,73,10,12,18,28,15,35,7,8,207,289,66,116,143,297,208,140,5,43,1303,45,10,15,13,40,24,23,0,0,173,15,0,0,3,11,3,0,0,0,37,77,11,18,31,57,32,23,5,16,264,31,6,4,3,7,12,11,0,0,78,112,10,26,38,64,74,43,0,3,378,89,20,13,40,105,122,101,0,11,506,87,9,17,26,44,62,5,0,5,260,6,0,0,3,0,0,3,0,0,12,16,0,0,0,13,7,3,0,0,39,12,0,0,3,8,5,6,0,0,41,41,10,15,16,42,35,25,0,3,182,35,10,12,18,19,26,11,0,0,130,97,18,23,22,81,61,10,0,3,312,152,28,33,56,99,47,34,0,8,454,204,28,63,76,209,191,135,0,9,920,10,0,0,0,0,7,4,0,0,26,40,8,8,9,32,30,19,0,3,146,49,9,9,13,24,37,19,0,13,176
59797,0,0,0,0,0,4,0,0,0,7,46,10,7,21,40,32,13,0,0,169,11,0,0,0,3,5,0,0,0,20,3,0,0,0,4,3,0,0,0,13,13,9,0,11,9,11,9,0,0,56,0,0,0,0,0,0,0,0,0,3,8,0,3,3,3,0,0,0,0,14,8,3,3,6,5,7,10,0,0,41,5,0,6,0,7,6,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,12,4,3,3,5,5,0,8,0,5,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,4,11,6,4,0,0,64
59999,89,20,24,31,38,23,54,6,7,293,399,99,126,185,373,323,127,4,39,1670,129,22,30,43,91,64,42,0,9,426,46,6,12,23,15,23,7,0,0,131,1757,348,502,674,1317,1130,366,7,102,6214,91,16,21,26,54,38,14,0,7,276,172,29,31,43,105,88,58,4,6,544,93,25,36,55,108,101,112,0,9,536,456,114,173,203,478,446,678,4,39,2576,52,9,14,28,41,31,21,0,0,200,65,10,21,23,22,29,16,0,6,181,61,14,17,15,33,22,19,0,4,174,354,67,80,110,142,111,117,9,16,1007,702,108,173,208,481,436,439,4,38,2586,115,29,25,57,79,74,46,0,3,431,212,50,62,107,161,117,87,0,17,807,688,119,195,269,448,370,266,9,30,2388,54,10,21,19,42,29,21,0,4,192,283,46,71,97,200,143,83,0,7,933,284,49,73,132,241,190,165,9,66,1211
