SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50291,20,13,8,13,12,16,10,3,6,85,190,109,101,120,168,174,125,42,9,1034
SAL50292,0,0,0,0,0,0,4,0,0,3,11,0,0,9,0,3,4,4,0,32
SAL50293,39,21,18,27,19,18,17,11,3,178,683,469,357,529,541,442,339,211,61,3638
SAL50294,60,49,30,29,63,52,42,34,15,374,1205,973,382,582,1121,998,646,575,319,6805
SAL50295,6,3,0,4,5,8,9,5,0,37,53,29,32,36,46,60,56,19,4,330
SAL50296,70,87,113,64,87,80,75,62,47,685,1311,1228,1123,970,1150,1061,1032,916,452,9248
SAL50297,260,142,169,179,139,120,54,19,0,1093,2984,1776,2462,2172,1774,1468,841,360,71,13904
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50299,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,141,126,185,137,96,73,53,32,18,857,1526,1172,1774,1345,1032,838,618,357,197,8864
SAL50302,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,5,3,6,0,49
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,15,25,32,30,9,19,6,3,0,141,148,274,471,218,161,125,84,36,6,1521
SAL50305,0,4,4,3,0,0,0,0,0,13,0,6,10,0,0,0,0,0,0,15
SAL50306,0,0,0,0,0,0,0,0,0,0,6,7,3,0,5,14,9,3,3,42
SAL50307,0,0,0,0,0,3,0,0,0,3,20,5,9,17,9,21,21,3,0,108
SAL50308,0,0,0,0,0,0,5,0,0,5,0,3,0,5,3,4,3,0,0,17
SAL50309,30,56,189,180,99,45,23,6,0,632,281,208,317,328,272,195,150,60,14,1821
SAL50310,201,97,99,102,106,107,84,50,23,871,1391,809,837,839,928,1053,1053,524,169,7599
SAL50311,0,0,0,0,0,3,0,0,0,7,10,8,3,6,10,8,9,0,0,55
SAL50312,9,10,3,9,3,14,3,8,4,55,136,72,90,92,81,87,66,53,23,694
SAL50313,0,4,3,0,3,9,0,0,0,20,27,23,20,17,31,45,40,7,0,205
SAL50314,0,0,0,0,0,0,0,0,0,4,7,4,0,7,4,6,11,3,5,49
SAL50315,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,3,0,15
SAL50316,122,104,184,126,118,119,96,100,127,1095,1941,1868,2757,2117,1549,1519,1513,901,628,14786
SAL50317,9,8,0,3,12,9,3,0,0,45,69,28,26,34,48,35,32,15,0,280
SAL50318,17,23,19,19,34,54,29,13,3,220,581,483,260,411,545,691,453,193,51,3675
SAL50319,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,0,16
SAL50320,101,50,48,53,69,51,54,34,5,459,740,460,395,415,485,550,675,464,170,4366
SAL50321,49,47,46,42,75,54,78,38,13,447,839,602,488,621,780,803,718,379,108,5345
SAL50322,11,11,3,3,4,11,3,3,0,51,106,71,47,66,101,114,68,28,12,604
SAL50323,0,0,3,8,4,0,0,0,0,10,3,0,9,5,8,4,0,0,0,34
SAL50324,84,59,94,75,63,27,42,31,14,495,921,628,1114,871,701,540,457,371,96,5698
SAL50325,24,6,13,13,21,9,4,0,0,88,352,223,156,246,307,216,143,62,30,1751
SAL50326,5,3,0,0,0,0,0,0,0,11,5,3,0,0,3,0,0,3,0,11
SAL50327,38,15,12,26,30,30,11,3,0,178,123,60,63,82,132,154,117,35,4,773
SAL50328,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,13
SAL50329,153,74,102,91,76,69,56,34,29,686,1159,740,856,733,844,972,792,426,164,6696
SAL50330,3,3,0,7,0,3,6,0,0,33,95,52,33,54,59,53,47,21,7,420
SAL50331,8,0,3,0,7,5,0,0,0,32,41,15,16,22,23,16,8,0,0,136
SAL50332,3,0,0,0,7,3,0,0,0,12,12,0,3,9,12,7,12,5,3,56
SAL50333,0,0,0,0,0,0,0,0,0,3,18,6,10,19,19,33,14,5,0,126
SAL50334,14,13,7,7,26,40,20,11,0,143,68,47,38,52,118,156,134,49,5,664
SAL50335,0,0,4,3,4,5,0,4,0,22,20,20,25,22,18,35,26,15,0,179
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,8,4,0,0,0,11,7,3,8,3,21,14,9,0,4,70
SAL50338,9,0,8,3,0,9,0,0,0,26,30,33,63,39,24,31,23,3,0,245
SAL50339,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,9
SAL50340,6,7,11,6,10,8,14,3,7,64,98,62,75,71,74,94,118,68,40,701
SAL50341,0,0,3,3,0,0,0,0,0,12,20,11,38,33,17,18,9,3,0,143
SAL50342,0,0,5,0,0,0,0,0,0,7,0,4,7,0,0,0,0,0,0,14
SAL50343,44,68,80,75,58,81,49,44,43,549,1216,989,895,824,1063,1082,919,550,210,7750
SAL50344,0,4,7,0,3,0,0,0,0,12,8,5,11,5,13,3,4,0,0,55
SAL50345,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,6,0,0,0,19
SAL50346,0,0,0,0,0,0,4,0,0,3,4,0,3,7,13,10,13,0,0,54
SAL50347,86,21,26,70,46,35,13,10,3,317,653,163,217,494,376,288,185,74,23,2482
SAL50348,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,3,0,3,0,19
SAL50349,0,0,0,0,0,3,0,0,0,3,0,3,3,6,7,9,0,0,0,31
SAL50350,83,28,84,63,44,35,25,19,13,397,1321,618,1242,1036,740,618,541,270,68,6456
SAL50351,0,0,0,0,0,0,0,0,0,0,9,7,7,3,4,11,3,4,3,43
SAL50352,24,8,7,8,4,8,10,5,0,78,114,45,40,63,62,72,62,44,4,505
SAL50353,16,121,40,31,4,12,20,16,5,261,304,1781,743,353,145,157,251,182,52,3975
SAL50354,4,3,0,5,7,4,14,0,0,36,37,32,26,32,45,39,44,12,7,272
SAL50355,0,0,0,0,0,3,4,4,0,8,28,13,9,13,20,28,23,14,0,153
SAL50356,0,0,0,0,6,0,0,0,0,6,11,4,8,3,24,28,19,3,0,97
SAL50357,7,6,7,0,8,9,4,5,0,52,71,33,37,42,60,91,85,31,7,456
SAL50358,0,0,0,0,0,0,0,0,0,4,11,0,7,3,4,4,4,0,0,27
SAL50359,3,4,3,4,4,4,5,4,0,33,4,11,9,5,16,22,52,11,0,140
SAL50360,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,8,0,0,26
SAL50361,0,0,0,0,0,5,0,0,0,6,15,0,14,7,0,5,0,0,0,45
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12
SAL50363,0,9,22,20,7,3,0,0,0,64,0,15,53,36,23,5,0,0,0,139
SAL50364,15,6,11,10,12,5,8,5,3,72,149,156,111,80,90,91,85,45,24,824
SAL50365,6,6,0,0,4,0,0,0,0,11,12,4,3,6,12,9,12,4,0,62
SAL50366,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,8,0,0,0,20
SAL50367,55,61,71,46,88,63,38,9,0,429,1210,988,792,797,1128,1036,543,264,67,6834
SAL50368,3,3,3,0,3,5,0,3,0,24,23,18,16,12,20,37,20,11,0,157
SAL50369,0,0,0,0,0,0,0,0,0,5,9,0,0,3,4,5,0,3,0,32
SAL50370,0,0,0,0,0,3,4,0,0,8,0,3,6,6,6,6,3,0,0,32
SAL50371,14,10,7,15,18,10,9,4,0,80,272,221,180,219,230,177,147,90,17,1551
SAL50372,0,3,3,0,12,10,5,0,0,38,13,17,14,9,45,49,39,15,3,190
SAL50373,0,0,0,0,0,0,0,4,0,3,6,3,4,0,4,15,12,6,5,58
SAL50374,34,37,22,19,36,28,27,18,0,224,821,652,261,452,657,584,565,319,92,4398
SAL50375,31,17,24,36,16,11,14,11,0,156,186,78,120,133,81,99,63,42,25,826
SAL50376,154,106,87,108,107,72,34,16,4,697,2442,1355,1186,1460,1421,955,608,293,48,9770
SAL50377,3,0,3,0,6,4,4,0,0,26,22,21,16,10,25,30,11,0,3,150
SAL50378,37,22,29,34,30,24,7,0,0,184,358,108,163,235,223,156,35,13,0,1282
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,45,10,21,16,18,13,0,4,0,132,302,146,184,147,111,95,38,20,7,1051
SAL50381,0,0,0,0,0,0,0,0,0,0,12,0,4,3,3,0,0,3,0,26
SAL50382,0,8,9,6,5,6,3,0,0,32,45,30,34,28,41,53,34,31,0,292
SAL50383,0,0,8,6,3,4,0,0,0,18,0,0,3,4,10,5,5,4,4,31
SAL50384,89,71,32,67,68,33,13,11,7,398,1637,1235,711,1158,1266,685,386,214,54,7347
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,15
SAL50386,8,10,4,0,8,0,0,4,0,38,124,68,64,65,86,69,63,42,11,588
SAL50387,14,9,8,5,9,18,4,3,0,67,102,80,60,63,129,129,77,22,10,669
SAL50388,29,0,8,14,0,8,0,4,3,74,68,28,27,48,51,63,48,26,12,371
SAL50389,31,13,12,20,12,17,14,3,0,124,323,203,184,190,226,237,154,53,10,1591
SAL50390,46,24,18,28,40,32,22,19,4,235,763,377,237,492,568,521,452,255,58,3725
SAL50391,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,5,20,0,0,41
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9
SAL50393,0,0,0,0,3,0,0,0,0,3,3,0,4,0,12,9,0,0,0,33
SAL50394,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,18
SAL50395,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,8
SAL50396,106,62,49,78,113,81,48,33,11,589,1445,706,692,859,910,878,1096,500,63,7143
SAL50397,67,33,87,58,31,21,10,0,0,308,1447,584,1377,1154,504,253,143,26,6,5507
SAL50398,0,0,0,0,0,0,0,0,0,4,4,8,6,4,5,0,5,0,0,24
SAL50399,19,9,4,8,7,7,0,0,0,45,81,36,22,34,47,73,28,9,0,327
SAL50400,13,17,4,22,24,12,5,3,0,97,228,127,95,142,166,128,53,23,3,973
SAL50401,0,0,0,0,4,0,0,0,0,6,7,3,0,7,15,11,17,4,0,56
SAL50402,0,0,0,4,5,0,0,0,0,6,24,4,5,17,17,13,8,0,0,93
SAL50403,24,13,16,23,12,23,21,20,3,169,112,66,127,93,101,140,135,65,8,849
SAL50404,45,36,29,30,44,35,33,25,10,288,432,272,191,308,318,370,422,271,108,2691
SAL50405,217,126,208,155,146,111,70,26,4,1061,650,374,554,418,430,413,271,87,24,3222
SAL50406,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,16
SAL50407,0,0,0,0,3,5,0,0,0,11,9,9,10,6,16,16,16,6,0,82
SAL50408,0,0,0,0,0,0,0,0,0,4,8,5,0,5,5,8,4,0,0,28
SAL50409,208,190,178,201,222,173,149,109,67,1495,3718,2777,2968,3120,3322,3065,2532,1847,815,24169
SAL50410,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,0,13
SAL50411,3,5,0,6,4,3,8,0,0,18,32,16,15,25,31,37,25,9,0,195
SAL50412,5,0,0,0,3,4,4,0,0,25,40,8,10,23,28,20,23,4,0,161
SAL50413,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9
SAL50414,0,0,0,0,0,0,0,0,0,0,6,9,12,5,6,10,5,0,0,68
SAL50415,150,54,83,113,98,51,24,3,0,578,878,297,537,633,495,306,114,21,4,3291
SAL50416,19,11,14,14,17,23,20,17,0,137,224,116,111,142,170,251,239,125,24,1393
SAL50417,0,0,0,0,0,0,0,0,0,11,14,0,4,11,7,15,0,0,0,53
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL50419,51,23,21,40,28,33,43,24,5,275,553,282,281,359,357,420,421,259,100,3035
SAL50420,4,0,4,0,0,4,0,0,0,19,12,0,10,5,3,9,7,0,0,51
SAL50421,0,0,4,4,4,5,0,0,0,20,10,10,7,5,11,18,13,5,0,81
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,90,62,141,102,77,59,36,21,19,609,1702,1041,1530,1476,1271,1021,663,335,164,9205
SAL50424,4,6,0,6,9,3,11,4,0,40,86,40,26,58,56,40,90,41,10,436
SAL50425,0,0,0,0,0,0,0,0,0,4,17,3,7,10,6,7,7,0,0,52
SAL50426,31,20,24,22,24,15,8,3,8,158,392,180,245,210,233,156,130,44,12,1605
SAL50427,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7
SAL50428,6,0,0,4,0,0,0,0,0,11,9,6,0,4,5,10,9,0,0,38
SAL50429,0,0,0,0,0,0,0,0,0,0,10,0,5,6,9,0,0,0,0,34
SAL50430,4,0,0,0,5,0,0,0,0,5,9,5,0,9,15,5,7,7,0,59
SAL50431,77,63,57,75,75,70,76,61,63,628,906,655,598,623,835,1024,1177,809,341,6957
SAL50432,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,7,3,6,0,33
SAL50433,3,0,0,0,8,7,5,0,0,31,9,0,3,4,21,11,8,3,0,52
SAL50434,0,0,4,0,0,0,0,0,0,8,0,4,9,0,7,3,0,4,0,27
SAL50435,10,5,4,0,8,12,7,5,0,52,38,27,21,19,38,56,40,20,6,266
SAL50436,4,0,0,3,3,0,0,0,0,17,22,63,10,18,20,38,19,4,5,193
SAL50437,16,8,9,0,12,4,17,3,0,64,53,18,40,31,43,47,50,26,0,299
SAL50438,156,83,77,119,149,87,100,44,22,833,3455,1717,1184,2270,2324,1779,1957,988,314,15982
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,11
SAL50441,98,53,80,114,78,64,62,51,5,610,1406,483,653,1038,881,681,765,404,96,6413
SAL50442,24,6,3,0,3,4,10,0,0,49,39,20,33,23,20,18,16,6,0,169
SAL50443,3,0,0,0,0,4,0,0,0,8,10,7,5,3,10,8,12,6,0,53
SAL50444,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6
SAL50445,4,0,0,3,0,0,0,0,0,6,3,0,5,5,0,5,5,5,0,30
SAL50446,6,3,6,5,11,13,7,4,0,59,96,40,52,53,72,86,83,32,16,524
SAL50447,4,3,0,0,4,0,5,3,0,22,15,6,4,11,10,21,39,16,3,120
SAL50448,0,0,0,0,6,0,0,0,0,5,3,0,0,7,7,5,3,6,0,41
SAL50449,0,0,0,0,0,0,0,0,0,3,6,0,0,7,4,4,0,3,0,35
SAL50450,4,0,0,0,3,7,0,0,0,17,20,6,17,6,17,9,7,5,0,96
SAL50451,5,0,3,0,0,0,0,0,0,10,12,0,3,8,3,6,6,4,0,46
SAL50452,56,32,44,34,44,53,31,26,12,333,574,417,475,438,509,548,534,383,137,4019
SAL50453,93,59,118,73,49,37,18,15,4,458,1372,858,1514,1064,653,544,334,132,47,6512
SAL50454,34,21,7,16,9,13,7,4,0,119,191,78,91,105,90,112,83,37,12,798
SAL50455,3,0,0,5,0,5,7,0,0,16,3,9,0,4,3,9,12,0,0,43
SAL50456,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SAL50457,90,58,52,89,81,66,61,54,70,617,1374,912,717,925,1198,1081,876,471,254,7819
SAL50458,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,0,0,0,13
SAL50459,0,4,0,0,0,3,0,0,0,9,3,7,4,5,7,7,4,0,0,39
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7
SAL50462,4,0,0,5,0,0,3,0,0,13,0,0,0,10,3,11,13,6,0,43
SAL50463,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,17
SAL50464,83,114,325,235,184,129,102,42,5,1215,873,1232,3449,2106,1319,1292,964,352,98,11681
SAL50465,6,0,7,4,0,0,0,0,0,13,36,21,19,22,34,42,23,6,0,211
SAL50466,0,3,0,0,3,0,0,0,0,3,0,3,0,0,15,0,3,0,0,18
SAL50467,9,0,12,7,8,16,13,10,0,70,21,7,15,15,29,82,88,43,9,311
SAL50468,124,112,212,174,126,79,38,21,10,897,1749,1254,2263,1823,1413,1017,649,294,110,10569
SAL50469,5,0,3,0,0,0,0,0,0,7,5,0,3,0,0,11,0,6,0,19
SAL50470,3,0,0,4,4,0,0,0,0,11,10,0,3,5,11,4,0,0,0,38
SAL50471,0,0,6,0,5,9,4,0,0,23,18,13,17,9,22,32,22,3,3,140
SAL50472,167,84,101,91,112,94,86,84,77,886,1653,945,1076,1078,1043,1011,913,663,292,8669
SAL50473,62,30,54,42,40,33,35,19,4,324,679,393,562,562,450,431,372,204,65,3703
SAL50474,47,19,28,42,20,46,28,20,8,264,894,451,528,652,557,656,549,272,97,4657
SAL50475,5,0,7,3,5,5,0,0,0,27,23,0,16,10,4,12,5,0,0,70
SAL50476,74,38,70,53,39,13,6,0,0,290,1044,431,867,575,386,217,137,46,0,3705
SAL50477,0,0,0,0,5,0,3,0,0,13,13,20,22,15,9,20,22,10,0,120
SAL50478,0,0,0,0,3,0,0,0,0,9,0,6,0,0,6,4,3,0,0,22
SAL50479,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,9
SAL50480,5,0,0,0,3,5,0,0,0,12,28,15,7,14,19,25,20,0,0,133
SAL50481,0,0,0,5,9,12,9,0,0,35,50,23,36,29,53,75,67,21,0,356
SAL50482,528,283,298,328,274,155,72,45,28,2016,6477,3264,3492,3939,3163,1959,1216,808,349,24668
SAL50483,0,0,0,0,0,0,0,0,0,5,4,5,7,0,4,0,3,5,0,25
SAL50484,47,31,49,48,34,28,14,13,7,276,625,364,627,613,454,358,241,194,135,3600
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8
SAL50486,0,0,0,0,4,3,7,4,3,21,10,20,16,13,25,32,67,63,49,285
SAL50487,0,0,0,4,0,0,3,3,0,16,10,12,12,25,18,21,28,10,0,142
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL50491,46,29,28,36,38,35,65,51,13,347,621,392,419,415,477,676,1179,995,264,5429
SAL50492,48,29,40,23,18,34,28,24,15,243,276,182,249,198,204,308,247,265,154,2080
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,12,5,0,0,37
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,21
SAL50497,49,35,55,48,50,24,32,11,3,305,514,300,500,453,384,329,219,96,17,2806
SAL50498,0,0,5,0,0,4,0,0,0,8,0,4,13,0,11,10,4,0,0,49
SAL50499,0,0,0,0,0,4,3,0,0,11,7,7,4,3,5,14,12,3,0,55
SAL50500,70,53,49,50,72,70,55,33,0,446,779,540,513,522,710,910,945,487,133,5531
SAL50501,0,0,0,3,7,9,4,0,0,20,29,13,16,18,38,60,31,21,3,233
SAL50502,47,27,37,47,31,33,42,31,45,346,725,479,589,622,505,508,561,309,159,4457
SAL50503,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,0,0,8
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL50508,41,23,32,20,8,18,3,0,0,154,239,146,235,175,144,158,58,19,9,1181
SAL50509,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SAL50510,81,49,32,39,64,61,39,14,11,394,1885,1166,533,1032,1435,1219,767,408,172,8621
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,3,5,3,0,9,0,4,0,0,28,37,12,29,24,37,48,39,14,3,253
SAL50513,0,0,20,37,15,3,4,0,0,71,13,4,28,49,23,15,10,5,0,143
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,3,4,0,0,34
SAL50516,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,8,0,0,0,28
SAL50517,14,11,19,21,16,9,9,4,0,104,198,117,126,119,151,155,109,39,12,1027
SAL50518,182,112,140,167,127,122,83,37,24,989,2489,1466,1856,1942,1638,1505,1352,665,267,13181
SAL50519,0,0,3,3,0,0,0,0,0,7,0,26,49,38,44,26,8,4,0,190
SAL50520,0,0,3,3,11,9,3,4,0,33,59,24,32,52,59,69,35,19,3,353
SAL50521,4,0,5,0,0,0,0,0,0,17,12,10,8,7,10,4,0,0,0,50
SAL50522,70,123,225,136,168,121,78,36,13,983,984,1004,1690,1293,1293,1278,1040,499,166,9251
SAL50523,14,16,13,14,15,22,33,12,11,147,108,96,92,75,110,175,236,130,34,1061
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8
SAL50525,4,8,0,10,11,5,10,4,6,59,115,72,52,72,125,126,146,55,8,764
SAL50526,0,0,0,0,0,0,0,0,5,0,9,0,5,3,9,14,9,3,5,44
SAL50527,5,0,3,0,3,0,0,0,0,12,22,9,21,12,23,14,4,0,3,105
SAL50528,0,6,30,30,28,16,4,0,0,111,0,16,44,49,39,25,5,0,0,175
SAL50529,0,227,129,43,13,0,0,0,0,408,7,418,241,77,29,0,0,0,0,772
SAL50530,0,0,0,3,5,0,0,0,0,6,8,0,8,14,10,19,8,0,0,65
SAL50531,5,5,0,0,0,0,0,0,0,18,29,9,10,12,14,5,6,0,0,87
SAL50532,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9
SAL50533,22,22,6,13,31,36,23,6,0,158,410,306,146,229,393,394,274,83,19,2255
SAL50534,65,29,35,32,46,55,35,38,6,341,543,337,321,357,509,582,586,313,73,3622
SAL50535,0,0,0,0,0,5,0,0,0,13,10,13,8,13,11,17,10,0,0,80
SAL50536,73,42,40,56,42,49,43,43,51,443,456,369,353,364,356,438,352,321,232,3246
SAL50537,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,17
SAL50538,13,0,3,0,0,3,3,0,0,27,28,5,7,10,10,11,8,0,0,80
SAL50539,14,3,9,11,7,8,3,3,3,62,93,38,48,42,62,51,49,12,6,406
SAL50540,0,0,0,3,0,3,0,0,0,12,57,46,44,47,18,25,12,3,0,262
SAL50541,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL50542,26,30,23,38,60,38,21,13,4,252,435,360,185,308,555,504,293,142,37,2818
SAL50543,0,0,0,0,0,4,4,0,0,8,17,4,4,13,3,15,17,5,0,85
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,21
SAL50545,0,0,0,0,7,0,0,0,0,9,4,5,5,6,8,10,7,0,0,49
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,17,3,13,17,6,7,7,3,0,79,211,74,93,129,92,115,108,65,13,902
SAL50549,0,0,5,0,0,0,0,0,0,7,7,0,9,0,0,5,7,0,0,33
SAL50550,162,106,123,120,99,63,54,35,9,759,1747,1187,1361,1282,1109,916,804,398,98,8897
SAL50551,13,19,8,20,8,15,10,4,0,97,218,143,107,130,152,157,107,61,14,1079
SAL50552,15,22,13,31,43,19,17,11,12,185,498,309,225,333,443,395,367,163,56,2789
SAL50553,49,26,44,28,38,23,14,6,0,226,697,358,517,417,377,404,254,100,26,3143
SAL50554,0,0,0,0,0,0,3,0,0,12,6,4,0,3,4,12,9,4,0,47
SAL50555,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,0,0,0,25
SAL50556,26,15,37,29,15,16,23,5,0,170,360,273,745,560,205,146,186,77,68,2628
SAL50557,14,3,10,12,5,10,6,6,3,74,243,102,146,132,131,112,90,28,21,1009
SAL50558,0,0,0,0,0,0,0,0,0,4,18,11,6,11,20,25,10,4,0,112
SAL50559,0,3,0,0,0,3,3,0,0,9,21,4,9,9,5,11,11,12,0,97
SAL50560,0,0,0,0,0,0,0,0,0,7,8,5,5,6,3,4,6,6,0,44
SAL50561,16,12,6,5,11,23,12,12,0,94,152,182,76,93,148,248,250,164,32,1347
SAL50562,8,8,4,5,22,12,13,0,0,78,101,53,55,71,121,73,46,9,3,525
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL50564,18,7,5,5,7,8,11,10,0,65,122,49,73,83,58,85,71,18,12,568
SAL50565,0,0,4,0,0,3,0,0,0,4,6,4,8,7,0,9,0,0,0,30
SAL50566,115,77,73,68,75,24,12,12,0,462,1440,877,899,853,742,473,253,125,15,5681
SAL50567,0,0,0,0,0,9,3,0,6,17,22,14,11,12,23,62,74,37,10,258
SAL50568,0,0,0,5,0,0,0,0,0,10,0,0,3,5,11,10,0,3,0,29
SAL50569,13,13,8,8,6,15,14,12,0,80,79,45,40,59,46,86,102,49,20,508
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15
SAL50571,26,21,8,25,36,24,27,13,3,187,545,327,184,374,510,482,508,321,75,3323
SAL50572,0,0,0,0,5,0,0,0,0,4,9,3,0,8,5,8,5,0,0,33
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,407,208,251,270,260,187,167,148,113,1997,4316,2476,2821,3011,2556,2225,1888,1281,584,21149
SAL50575,5,0,0,4,8,5,5,0,0,26,35,27,21,31,47,31,31,10,8,238
SAL50576,0,0,0,0,0,3,0,0,0,7,0,6,7,3,4,7,7,0,0,38
SAL50577,0,0,0,0,0,4,0,0,0,7,20,8,13,16,21,15,7,8,0,113
SAL50578,0,3,0,0,0,10,0,0,0,14,18,17,11,21,18,36,23,17,0,158
SAL50579,0,0,3,0,0,3,8,7,0,23,16,10,19,12,24,49,93,58,10,293
SAL50580,0,0,0,0,0,0,3,0,0,3,13,3,13,11,0,11,8,0,0,62
SAL50581,0,0,0,0,0,0,0,0,0,0,7,9,11,4,8,4,7,7,0,57
SAL50582,12,5,0,5,6,3,3,0,0,38,62,32,27,42,32,68,57,37,7,365
SAL50583,190,111,96,96,98,86,78,106,112,985,1701,1054,996,959,1104,1255,1192,1106,506,9869
SAL50584,0,0,0,0,0,0,0,0,0,5,10,3,7,7,4,10,3,0,0,46
