SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50514,0,0,0,0,0,0,3,0,0,3
SAL50515,0,4,4,3,11,3,4,0,0,34
SAL50516,0,5,7,5,0,8,0,0,0,28
SAL50517,198,117,126,119,151,155,109,39,12,1027
SAL50518,2489,1466,1856,1942,1638,1505,1352,665,267,13181
SAL50519,0,26,49,38,44,26,8,4,0,190
SAL50520,59,24,32,52,59,69,35,19,3,353
SAL50521,12,10,8,7,10,4,0,0,0,50
SAL50522,984,1004,1690,1293,1293,1278,1040,499,166,9251
SAL50523,108,96,92,75,110,175,236,130,34,1061
SAL50524,0,0,0,0,3,4,3,0,0,8
SAL50525,115,72,52,72,125,126,146,55,8,764
SAL50526,9,0,5,3,9,14,9,3,5,44
SAL50527,22,9,21,12,23,14,4,0,3,105
SAL50528,0,16,44,49,39,25,5,0,0,175
SAL50529,7,418,241,77,29,0,0,0,0,772
SAL50530,8,0,8,14,10,19,8,0,0,65
SAL50531,29,9,10,12,14,5,6,0,0,87
SAL50532,0,3,0,0,0,0,3,0,0,9
SAL50533,410,306,146,229,393,394,274,83,19,2255
SAL50534,543,337,321,357,509,582,586,313,73,3622
SAL50535,10,13,8,13,11,17,10,0,0,80
SAL50536,456,369,353,364,356,438,352,321,232,3246
SAL50537,4,0,0,6,0,0,3,0,0,17
SAL50538,28,5,7,10,10,11,8,0,0,80
SAL50539,93,38,48,42,62,51,49,12,6,406
SAL50540,57,46,44,47,18,25,12,3,0,262
SAL50541,0,0,0,0,0,0,0,0,0,4
SAL50542,435,360,185,308,555,504,293,142,37,2818
SAL50543,17,4,4,13,3,15,17,5,0,85
SAL50544,0,0,0,0,4,7,0,0,0,21
SAL50545,4,5,5,6,8,10,7,0,0,49
SAL50546,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0
SAL50548,211,74,93,129,92,115,108,65,13,902
SAL50549,7,0,9,0,0,5,7,0,0,33
SAL50550,1747,1187,1361,1282,1109,916,804,398,98,8897
SAL50551,218,143,107,130,152,157,107,61,14,1079
SAL50552,498,309,225,333,443,395,367,163,56,2789
SAL50553,697,358,517,417,377,404,254,100,26,3143
SAL50554,6,4,0,3,4,12,9,4,0,47
SAL50555,6,0,4,0,0,4,0,0,0,25
SAL50556,360,273,745,560,205,146,186,77,68,2628
SAL50557,243,102,146,132,131,112,90,28,21,1009
SAL50558,18,11,6,11,20,25,10,4,0,112
SAL50559,21,4,9,9,5,11,11,12,0,97
SAL50560,8,5,5,6,3,4,6,6,0,44
SAL50561,152,182,76,93,148,248,250,164,32,1347
SAL50562,101,53,55,71,121,73,46,9,3,525
SAL50563,0,0,0,0,0,3,0,0,0,5
SAL50564,122,49,73,83,58,85,71,18,12,568
SAL50565,6,4,8,7,0,9,0,0,0,30
SAL50566,1440,877,899,853,742,473,253,125,15,5681
SAL50567,22,14,11,12,23,62,74,37,10,258
SAL50568,0,0,3,5,11,10,0,3,0,29
SAL50569,79,45,40,59,46,86,102,49,20,508
SAL50570,0,0,0,0,7,0,0,0,0,15
SAL50571,545,327,184,374,510,482,508,321,75,3323
SAL50572,9,3,0,8,5,8,5,0,0,33
SAL50573,0,0,0,0,0,0,0,0,0,0
SAL50574,4316,2476,2821,3011,2556,2225,1888,1281,584,21149
SAL50575,35,27,21,31,47,31,31,10,8,238
SAL50576,0,6,7,3,4,7,7,0,0,38
SAL50577,20,8,13,16,21,15,7,8,0,113
SAL50578,18,17,11,21,18,36,23,17,0,158
SAL50579,16,10,19,12,24,49,93,58,10,293
SAL50580,13,3,13,11,0,11,8,0,0,62
SAL50581,7,9,11,4,8,4,7,7,0,57
SAL50582,62,32,27,42,32,68,57,37,7,365
SAL50583,1701,1054,996,959,1104,1255,1192,1106,506,9869
SAL50584,10,3,7,7,4,10,3,0,0,46
SAL50585,466,269,263,302,326,365,306,255,123,2666
SAL50586,66,34,26,50,58,64,31,23,0,344
SAL50587,1960,1020,1099,1500,1384,986,1249,553,100,9861
SAL50588,5,0,3,0,3,4,3,0,0,23
SAL50589,3,0,4,3,3,14,14,3,0,53
SAL50590,0,0,0,0,0,0,3,0,0,5
SAL50591,50,24,24,12,25,18,9,0,0,156
SAL50592,0,0,0,0,0,0,0,0,0,0
SAL50593,22,4,18,6,6,38,33,24,5,158
SAL50594,310,257,181,233,321,310,206,136,96,2040
SAL50595,0,0,0,0,4,0,0,0,0,5
SAL50596,7,0,10,5,0,11,0,0,0,30
SAL50597,15,4,4,4,4,0,0,0,0,41
SAL50598,15,5,5,8,18,19,10,8,0,83
SAL50599,1139,528,407,787,786,543,498,411,292,5391
SAL50600,13,4,6,7,5,11,13,4,0,52
SAL50601,9,3,8,3,4,9,7,3,0,55
SAL50602,401,238,267,229,190,137,75,30,3,1572
SAL50603,2601,1622,1281,1625,1977,2115,1892,1045,317,14474
SAL50604,52,36,29,34,44,52,34,6,0,286
SAL50605,9,5,0,9,17,13,6,3,0,58
SAL50606,4,0,8,0,0,7,0,0,0,23
SAL50607,1027,496,673,752,646,518,665,357,70,5209
SAL50608,8,33,47,36,36,23,8,0,0,197
SAL50609,1725,1251,1780,1704,1493,1316,1109,636,320,11327
SAL50610,1943,735,1409,1514,706,400,221,54,15,6985
SAL50611,607,254,422,375,296,246,143,55,13,2410
SAL50612,16,13,3,10,16,21,12,0,0,98
SAL50613,3382,1160,1777,2721,1249,768,457,130,29,11667
SAL50614,12,10,4,3,4,12,5,3,0,52
SAL50615,607,320,440,409,452,412,394,292,138,3462
SAL50616,5,5,0,3,12,4,0,0,0,41
SAL50617,0,0,0,0,0,0,0,0,0,0
SAL50618,79,37,29,45,61,109,83,35,4,493
SAL50619,667,297,590,436,236,103,65,16,3,2417
SAL50620,116,86,130,85,120,143,148,76,27,935
SAL50621,23,0,6,12,13,13,16,4,0,83
SAL50622,1408,707,1155,1154,810,735,624,239,71,6898
SAL50623,726,477,499,457,521,550,532,308,65,4130
SAL50624,5,0,7,9,9,3,5,3,0,36
SAL50625,464,364,234,302,401,373,229,110,24,2500
SAL50626,28,12,13,11,23,30,26,4,0,142
SAL50627,0,0,0,0,0,0,0,0,0,0
SAL50628,261,160,158,163,221,223,225,108,28,1542
SAL50629,64,45,27,46,74,84,51,40,4,438
SAL50630,24,13,8,13,9,16,16,8,0,101
SAL50631,39,0,10,18,17,14,20,3,0,127
SAL50632,0,0,6,4,6,3,0,0,0,19
SAL50633,2318,1461,1733,1675,1554,1490,1050,678,246,12198
SAL50634,47,19,23,31,42,48,25,18,0,247
SAL50635,214,232,749,399,260,227,163,76,22,2326
SAL50636,1150,481,1008,679,405,258,128,48,3,4165
SAL50637,21,9,5,11,9,15,17,13,0,107
SAL50638,2000,1427,870,1327,1626,1769,1471,549,162,11200
SAL50639,334,206,201,231,223,232,230,121,32,1807
SAL50640,12,5,0,12,4,11,11,17,0,72
SAL50641,814,449,607,703,553,461,344,218,175,4323
SAL50642,16,3,9,3,10,9,3,0,0,54
SAL50643,3,3,7,12,10,14,13,4,0,59
SAL50644,8,11,5,8,12,15,4,3,4,61
SAL50645,1627,886,990,1229,939,659,458,174,30,6987
SAL50646,19,7,6,13,30,34,23,10,0,140
SAL50647,0,4,0,0,11,9,4,0,3,31
SAL50648,0,0,0,0,0,0,0,0,0,4
SAL50649,5,0,4,0,4,0,0,0,0,9
SAL50650,13,0,9,8,12,3,0,0,0,46
SAL50651,0,0,0,0,3,7,6,4,0,22
SAL50652,0,9,3,6,8,0,4,0,0,39
SAL50653,54,40,25,31,48,51,36,26,4,313
SAL50654,210,45,146,134,140,172,153,84,16,1115
SAL50655,27,12,9,17,18,29,29,24,5,161
SAL50656,0,0,0,0,0,0,0,0,0,0
SAL50657,103,89,56,51,118,140,95,57,5,713
SAL50658,11,12,5,13,25,17,17,5,0,112
SAL50659,7,0,10,7,14,8,0,0,0,45
SAL50660,4,4,0,3,4,6,6,0,0,26
SAL50661,2038,1202,1239,1392,1199,921,715,240,72,9021
SAL50662,75,26,31,63,60,48,45,21,14,384
SAL50663,0,6,0,0,8,0,0,0,0,12
SAL50664,936,905,324,550,1118,1102,521,165,50,5669
SAL50665,0,0,3,3,0,5,0,4,0,16
SAL50666,6,3,0,0,6,5,0,0,0,21
SAL50667,4,4,0,0,8,6,0,0,0,18
SAL50668,939,654,854,932,809,766,527,229,125,5837
SAL50669,0,0,0,0,4,3,0,5,0,13
SAL50670,1350,872,2325,1651,924,877,761,511,329,9592
SAL50671,0,3,0,0,3,0,0,0,0,4
SAL50672,19,6,3,15,13,20,20,0,3,98
SAL50673,26,19,20,14,33,5,3,0,0,133
SAL50674,14,6,0,3,15,12,20,7,0,72
SAL50675,0,0,0,0,0,0,0,0,0,0
SAL50676,12,3,9,8,8,10,10,3,0,57
SAL50677,6,8,4,7,9,9,3,0,0,53
SAL50678,23,8,6,22,5,12,0,0,0,71
SAL50679,15,6,8,9,15,34,44,25,3,163
SAL50680,6,12,3,5,12,3,0,0,0,41
SAL50681,33,40,18,25,43,50,56,29,0,291
SAL50682,388,328,262,285,381,388,339,125,33,2533
SAL50683,665,501,461,453,603,559,269,125,32,3670
SAL50684,31,13,11,24,19,23,27,0,4,157
SAL50685,9,4,10,6,3,3,0,0,0,35
SAL50686,255,108,106,154,205,194,95,68,16,1205
SAL50687,0,0,0,0,7,3,0,0,0,9
SAL50688,28,6,3,21,30,15,28,15,0,154
SAL50689,6,6,0,6,12,4,8,0,0,56
SAL50690,26,0,9,10,9,8,16,3,0,75
SAL50691,15,28,50,25,41,17,4,4,6,183
SAL50692,88,35,46,43,42,59,29,8,0,353
SAL50693,4,0,0,3,0,0,5,0,4,24
SAL50694,107,48,52,38,28,22,10,0,0,306
SAL50695,11,6,0,10,0,12,3,7,0,49
SAL50696,799,598,526,589,709,502,232,68,7,4044
SAL50697,10,9,8,10,9,16,5,0,0,68
SAL50698,34,16,6,19,20,24,13,3,0,139
SAL50699,14,0,14,10,5,12,11,0,0,63
SAL50700,134,137,204,154,152,114,203,230,149,1479
SAL50701,1190,1411,1461,1139,1139,1267,906,431,246,9193
SAL50702,750,446,1130,961,668,540,376,238,173,5283
SAL50703,51,28,20,36,63,92,62,35,8,406
SAL50704,0,0,0,0,0,0,0,0,0,4
SAL50705,275,131,183,216,259,345,387,148,36,1985
SAL50706,8,0,4,3,7,3,8,0,0,36
SAL50707,1157,715,500,779,991,982,1025,737,284,7163
SAL50708,27,6,9,29,28,28,11,5,0,147
SAL50709,180,110,128,149,198,301,275,109,27,1478
SAL50710,0,0,0,0,0,0,0,0,0,0
SAL50711,158,127,59,89,129,124,110,53,3,840
SAL50712,598,484,749,502,494,459,234,130,70,3711
SAL50713,15,15,8,12,14,15,8,6,0,91
SAL50714,852,681,449,625,764,746,728,342,123,5305
SAL50715,21,3,15,14,12,7,16,4,0,90
SAL50716,99,87,45,53,49,38,11,3,0,388
SAL50717,171,110,121,114,117,100,57,12,4,802
SAL50718,370,210,213,242,244,230,115,33,11,1666
SAL50719,84,33,28,54,68,99,105,46,3,512
SAL50720,0,0,0,5,0,0,0,0,0,12
SAL50721,0,0,0,0,0,0,0,0,0,0
SAL50722,24,17,7,14,32,42,80,17,6,239
SAL50723,18,3,6,9,4,5,3,0,0,65
SAL50724,253,453,293,193,208,209,163,63,14,1842
SAL50725,1269,1193,1252,1103,1089,1369,1091,582,190,9137
SAL50726,0,4,15,3,0,8,0,5,0,39
SAL50727,25,17,12,10,21,13,9,11,5,105
SAL50728,84,23,49,50,34,29,3,0,0,270
SAL50729,7,0,0,4,4,9,4,6,0,34
SAL50730,124,68,68,61,52,69,47,5,4,495
SAL50731,552,251,413,258,233,187,140,48,15,2096
SAL50732,76,37,43,41,55,48,59,26,7,395
SAL50733,0,0,13,0,0,7,0,0,0,22
SAL50734,28,23,14,17,30,33,19,4,7,172
SAL50735,0,0,8,7,0,7,3,0,0,33
SAL50736,21,3,11,13,19,6,10,3,0,86
SAL50737,0,17,29,18,10,18,3,0,0,98
SAL50738,0,24,43,36,34,22,5,0,0,163
SAL50739,47,29,21,39,48,57,47,16,0,317
SAL50740,2018,1119,876,1419,1403,1082,946,723,297,9886
SAL50741,0,0,0,0,0,0,0,0,0,0
SAL50742,702,466,485,428,426,454,375,219,92,3637
SAL50743,9,6,7,7,8,12,12,4,0,66
SAL50744,14,4,4,6,5,15,16,5,0,72
SAL50745,289,129,248,170,95,79,74,29,4,1119
SAL50746,13,0,13,4,4,3,3,0,0,49
SAL50747,107,81,73,85,108,158,126,90,45,877
SAL50748,1860,1272,1379,1363,1372,1351,1139,608,239,10575
SAL50749,176,77,60,87,147,203,205,98,7,1062
SAL50750,10,0,4,3,5,5,5,0,0,36
SAL50751,0,0,0,0,0,0,0,0,0,4
SAL50752,917,653,565,646,735,502,391,154,62,4627
SAL50753,23,12,8,18,13,26,10,6,5,118
SAL50754,1176,725,856,855,721,622,437,245,52,5684
SAL50755,0,0,0,0,0,0,0,0,0,0
SAL50756,1392,826,1302,1177,880,731,572,371,142,7397
SAL50757,34,24,11,33,38,48,45,19,3,265
SAL50758,289,223,268,195,226,289,177,87,22,1776
SAL50759,0,6,15,14,7,8,3,0,0,52
SAL50760,40,61,55,41,27,26,9,0,0,265
SAL50761,38,30,18,29,44,45,50,15,3,278
SAL50762,0,7,0,0,4,12,13,8,4,48
SAL50763,25,27,18,20,39,55,52,23,3,261
SAL50764,2422,1353,1092,1813,1653,1777,1773,766,559,13204
SAL50765,5,0,0,0,4,5,0,0,0,16
SAL50766,1387,998,785,890,1180,938,511,213,86,6988
SAL50767,0,0,0,3,0,0,0,3,0,18
SAL50768,27,16,10,18,32,26,24,9,0,156
SAL50769,8,0,5,0,4,6,0,0,0,23
SAL50770,0,3,0,3,3,4,10,3,0,21
SAL50771,222,77,118,146,122,188,129,99,49,1157
SAL50772,5,8,11,7,12,27,23,5,0,90
SAL50773,51,29,31,33,49,66,50,18,6,332
SAL50774,8,8,7,0,10,8,3,0,0,41
SAL50775,14,4,5,7,12,12,3,3,0,76
SAL50776,14,0,0,6,0,7,9,3,0,40
SAL50777,3,13,22,22,19,14,11,7,0,99
SAL50778,5,0,4,5,6,4,0,0,0,22
SAL50779,0,6,32,7,32,14,6,0,0,93
SAL50780,5,8,0,8,10,14,8,0,4,54
SAL50781,812,610,500,517,477,392,365,190,47,3919
SAL50782,179,125,155,139,111,122,97,58,9,985
SAL50783,27,13,12,18,39,38,44,16,0,213
SAL50784,6,0,8,9,6,13,14,10,6,59
SAL50785,15,7,7,9,21,34,38,11,0,141
SAL50786,4,0,4,3,7,11,12,8,0,58
SAL50787,44,23,12,30,37,61,29,15,3,262
SAL50788,19,3,9,15,14,28,19,5,0,110
SAL50789,6,7,3,3,11,5,0,0,0,41
SAL50790,19,8,6,11,6,3,11,0,0,55
SAL50791,25,10,13,14,17,27,21,8,0,143
SAL50792,72,17,39,40,40,49,52,28,9,352
SAL50793,22,0,10,15,20,15,0,7,0,88
SAL50794,9,0,0,7,0,0,0,0,0,20
SAL50795,0,12,26,19,16,9,10,0,0,91
SAL50796,43,36,29,23,7,10,5,0,0,141
SAL50797,14,5,5,5,3,10,9,0,0,48
SAL50798,0,7,0,3,11,10,14,6,0,49
SAL50799,1266,588,1010,795,778,661,291,92,21,5494
SAL50800,3,16,9,6,13,10,9,0,0,56
SAL50801,0,0,0,5,0,0,0,0,0,4
SAL50802,12,4,4,3,4,3,5,6,0,33
SAL50803,0,0,0,0,0,3,0,0,0,4
SAL50804,0,0,0,0,3,0,0,0,0,10
SAL50805,0,3,6,0,6,12,9,0,0,42
SAL50806,148,79,82,112,68,37,28,11,0,567
SAL50807,0,0,0,0,6,10,3,0,0,20
SAL50808,173,112,118,76,87,46,24,6,0,634
SAL50809,38,24,47,33,17,23,13,3,0,205
SAL50810,0,0,0,0,0,0,0,0,0,0
SAL50811,13,8,3,7,6,17,9,4,0,59
SAL50812,4,0,0,0,4,0,3,0,0,13
SAL50813,0,4,0,10,10,3,0,0,0,23
SAL50814,7,0,4,0,0,5,0,0,0,12
SAL50815,134,91,55,116,119,119,85,30,4,759
SAL50816,989,498,674,755,647,588,379,186,56,4768
SAL50817,4,24,68,39,27,18,5,0,0,178
SAL50818,0,0,0,0,0,0,0,0,0,0
SAL50819,106,63,67,68,53,70,48,36,9,523
SAL50820,6,0,4,5,5,9,0,0,0,29
SAL50821,7,0,0,6,0,5,3,0,0,27
SAL50822,17,12,4,15,18,16,6,0,0,84
SAL50823,0,0,4,0,5,7,3,0,0,16
SAL50824,0,0,0,0,0,0,5,0,0,7
SAL50825,0,0,0,4,0,0,4,0,0,17
SAL50826,21,3,11,10,5,11,0,0,0,76
SAL50827,0,0,0,0,0,0,0,0,0,0
SAL50828,1609,742,973,926,694,430,441,311,42,6171
SAL50829,478,236,339,299,273,251,89,49,17,2036
SAL50830,81,56,117,68,93,132,134,76,25,786
SAL50831,3865,1995,2261,2731,2014,1467,718,269,75,15401
SAL50832,53,46,34,36,28,45,69,63,22,394
SAL50833,1093,742,810,843,684,546,497,230,58,5505
SAL50834,12,3,0,12,8,10,13,0,0,61
SAL50835,624,474,696,559,453,457,268,111,57,3699
SAL50836,110,94,208,133,145,154,43,9,5,907
SAL50837,3,0,4,6,0,10,0,0,0,25
SAL50838,812,431,461,458,406,353,193,71,19,3202
SAL50839,8,12,17,5,49,53,62,26,3,231
SAL50840,421,393,975,592,462,311,266,133,133,3686
SAL50841,45,19,26,25,38,85,86,17,8,351
SAL50842,1958,1287,1055,1417,1389,1583,1549,500,139,10883
SAL50843,0,0,0,0,0,0,0,0,0,4
SAL50844,159,105,137,133,87,65,18,0,0,716
SAL50845,32,24,23,22,26,40,14,17,0,209
SAL50846,97,62,127,86,100,105,61,26,3,657
SAL50847,565,329,188,360,498,549,422,135,15,3058
SAL50848,0,0,0,0,0,0,0,0,0,0
SAL50849,1606,1109,576,945,1237,1063,1006,640,226,8413
SAL50850,0,0,0,0,3,6,7,5,0,30
SAL50851,4,0,0,3,4,0,5,0,0,16
SAL50852,5,3,3,8,12,10,10,3,3,64
SAL50853,258,155,123,161,191,242,221,123,30,1508
SAL50854,13,0,0,4,9,3,5,0,0,34
SAL50855,0,0,0,0,0,0,0,0,0,5
SAL50856,0,0,0,0,0,0,0,0,0,3
SAL50857,647,410,448,458,472,387,316,167,28,3322
SAL50858,249,171,147,157,152,152,131,89,53,1298
SAL50859,0,0,0,0,9,0,0,3,0,19
SAL50860,0,0,0,0,0,0,0,0,0,0
SAL50861,13,3,16,9,4,10,6,0,0,60
SAL50862,17,11,6,23,22,34,30,21,0,165
SAL50863,503,317,197,311,406,387,185,88,22,2408
SAL50864,0,0,6,0,4,3,0,0,6,13
SAL50865,315,183,153,210,285,308,273,124,49,1890
SAL50866,18,6,8,9,33,40,35,3,0,149
SAL50867,34,10,11,18,17,8,21,5,0,132
SAL50868,13,14,13,9,12,14,6,4,0,86
SAL50869,0,3,0,0,3,0,0,0,0,17
SAL50870,3,0,4,0,7,9,3,3,0,31
SAL50871,699,384,594,586,387,379,263,186,63,3541
SAL50872,5,3,0,6,5,0,0,0,0,19
SAL50873,2638,1569,1868,1986,1477,1155,967,544,210,12419
SAL50874,1451,768,767,1084,1028,598,554,361,198,6805
SAL50875,851,508,451,539,545,486,310,105,31,3830
SAL50876,0,0,0,0,0,0,0,0,0,0
SAL50877,7,0,4,4,3,0,0,0,0,22
SAL50878,3,5,3,0,0,8,0,0,0,20
SAL50879,129,96,80,95,125,144,104,42,10,829
SAL50880,148,89,106,118,122,109,73,30,16,806
SAL50881,810,523,525,525,636,652,525,230,79,4499
SAL50882,0,0,0,0,5,3,0,0,0,12
SAL50883,8,0,4,6,4,11,7,7,0,51
SAL50884,0,0,10,11,0,0,0,0,0,25
SAL50885,9,0,0,10,6,7,9,0,0,39
SAL50886,11,0,5,6,0,3,3,0,0,30
SAL50887,0,0,0,0,0,0,0,0,0,0
SAL50888,12,0,0,4,0,6,4,0,0,20
SAL50889,19,15,49,11,8,15,12,6,0,128
SAL50890,1022,938,1023,890,1074,1289,1376,823,362,8804
SAL50891,794,508,502,456,504,588,504,304,115,4279
SAL50892,0,6,0,4,12,5,13,3,0,42
SAL50893,813,579,487,602,582,475,425,182,81,4219
SAL50894,40,22,25,13,8,0,9,0,0,124
SAL50895,31,18,25,18,17,23,18,6,0,149
SAL50896,1910,1333,1339,1353,1354,1343,1032,565,258,10483
SAL50897,7,4,3,4,13,11,11,5,0,60
SAL50898,118,42,51,64,83,65,50,11,3,487
SAL50899,75,100,218,195,169,129,32,12,3,927
SAL50900,3,0,0,5,3,10,10,4,0,45
SAL50901,77,63,30,45,106,58,44,18,7,446
SAL50902,8,38,165,171,125,82,15,0,0,609
SAL50903,1927,766,1097,1519,1352,1019,828,291,125,8918
SAL50904,147,122,76,101,103,150,124,44,5,876
SAL50905,478,255,141,313,340,345,344,141,35,2390
SAL50906,9,0,4,0,0,0,3,0,0,10
SAL50907,5,0,0,0,4,0,4,0,0,17
SAL50908,18,3,6,8,13,7,9,6,4,58
SAL50909,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,3,0,0,0,0,0,4
SAL50911,358,189,253,241,204,223,183,114,92,1854
SAL50912,0,7,14,24,32,24,12,5,0,120
SAL50913,36,14,18,22,31,32,33,23,5,229
SAL50914,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,3,5,0,5,4,0,0,20
SAL50916,32,13,10,23,27,32,20,16,0,174
SAL50917,1728,1323,3215,2464,1572,1256,1073,449,114,13199
SAL50918,19,6,4,10,14,11,12,5,0,70
SAL50919,0,5,0,0,3,8,4,3,0,32
SAL50920,963,511,548,555,492,392,312,165,32,3970
SAL50921,0,0,0,0,0,0,0,0,0,3
SAL50922,2014,993,1159,1228,1037,937,807,610,369,9160
SAL50923,43,25,15,33,22,38,44,12,5,232
SAL50924,0,3,0,0,4,0,4,0,0,17
SAL50925,351,263,307,317,332,326,218,106,38,2260
SAL50926,148,121,172,108,100,121,58,24,0,849
SAL50927,0,0,0,3,0,0,0,0,0,10
SAL50928,33,13,13,11,27,26,28,12,3,174
SAL50929,0,3,0,0,10,3,3,0,0,29
SAL50930,27,12,8,15,29,24,26,8,7,159
SAL50931,0,0,0,0,0,0,0,0,0,0
SAL50932,1194,777,607,784,964,788,520,323,248,6204
SAL50933,339,278,151,209,290,321,313,436,365,2691
SAL50934,16,15,10,15,16,18,19,3,0,103
SAL50935,0,0,4,0,0,3,0,3,0,13
SAL50936,14,9,5,10,10,20,7,9,0,87
SAL50937,9,11,4,3,13,4,4,3,0,57
SAL50938,501,308,328,313,312,361,286,129,61,2604
SAL50939,1096,663,654,687,635,468,454,519,401,5587
SAL50940,4,29,75,61,28,17,0,5,0,219
SAL50941,60,24,16,39,41,34,32,11,3,263
SAL50942,13,0,4,0,4,8,0,3,0,35
SAL50943,10,0,5,4,3,0,0,0,0,17
SAL50944,518,343,394,368,364,382,269,153,50,2852
SAL50945,31,16,19,23,29,58,44,9,9,232
SAL50946,98,66,57,65,87,126,134,69,58,759
SAL50947,789,805,1166,882,802,682,553,365,275,6335
SAL50948,449,325,371,328,300,207,182,92,39,2283
SAL50949,19,4,5,11,26,15,15,14,0,101
SAL50950,570,209,430,416,233,172,61,11,0,2104
SAL50951,740,260,499,476,281,253,164,56,13,2736
SAL50952,62,21,27,21,41,43,37,16,4,284
SAL50953,73,56,37,43,89,75,77,35,3,490
SAL50954,7,3,5,8,9,7,0,0,0,39
SAL50955,0,3,3,0,0,0,0,0,0,5
SAL50956,4,0,0,4,4,0,4,0,0,16
SAL50957,186,93,78,92,103,149,153,78,23,953
SAL50958,5,0,4,4,3,0,0,0,0,11
SAL50959,9,3,4,4,10,10,4,0,0,49
SAL50960,1244,1260,559,770,1489,1264,654,453,167,7867
SAL50961,5,3,3,4,3,10,0,4,0,33
SAL50962,6,3,5,8,3,4,3,0,0,32
SAL50963,42,11,18,25,28,56,41,26,9,258
SAL50964,17,10,4,9,13,7,13,7,0,78
SAL50965,0,3,0,0,5,3,0,0,0,20
SAL50966,11,6,3,6,9,5,4,3,0,40
SAL50967,12,0,13,0,5,9,3,0,0,40
SAL50968,8,8,14,15,12,13,8,10,0,76
SAL50969,292,201,211,205,234,278,233,179,53,1890
SAL50970,1692,1172,1012,1004,951,1034,724,302,119,8000
SAL50971,9,11,16,18,20,0,0,0,0,87
SAL50972,4,4,9,0,3,14,0,5,4,40
SAL50973,22,5,13,13,14,14,4,4,0,89
SAL50974,9,4,3,10,14,10,9,6,0,58
SAL50975,23,25,13,19,43,36,39,16,4,216
SAL50976,6,5,3,5,14,7,18,0,6,62
SAL50977,7,0,0,0,12,3,0,0,0,25
SAL50978,3,3,3,9,11,68,49,17,3,163
SAL50979,7,0,0,5,0,3,0,0,0,21
SAL50980,83,34,34,40,64,71,46,13,0,394
SAL50981,18,4,3,9,11,12,6,7,0,63
SAL50982,21,12,11,12,9,7,6,0,0,63
SAL50983,29,18,24,12,31,39,30,21,3,213
SAL50984,0,0,4,4,0,0,11,5,0,34
SAL50985,0,0,0,0,0,0,0,0,0,0
SAL50986,9,0,6,4,0,7,0,0,0,25
SAL50987,60,36,22,36,47,37,36,6,4,286
SAL50988,341,195,202,173,218,249,212,115,51,1755
SAL50989,0,0,0,0,0,0,0,0,0,0
SAL50990,7,6,0,0,0,7,0,0,0,18
SAL50991,11,3,4,9,3,13,8,0,0,61
SAL50992,109,69,53,67,129,159,114,40,3,751
SAL50993,99,48,38,42,41,60,80,28,18,459
SAL50994,7,0,6,0,8,8,0,0,0,36
SAL50995,0,0,0,0,3,0,4,0,0,14
SAL50996,199,94,97,97,155,145,101,41,7,944
SAL50997,151,81,122,95,110,99,58,31,17,774
SAL50998,3626,2527,3639,3212,2736,2564,2247,1462,523,22539
SAL50999,0,10,6,5,8,4,11,4,0,42
SAL51000,1549,1185,1009,1139,1334,1141,995,594,211,9169
SAL51001,8,5,4,6,0,6,5,0,0,34
SAL51002,0,0,0,5,0,4,0,0,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0
SAL51004,495,292,249,289,367,455,413,192,98,2855
SAL51005,4,0,0,7,0,5,0,0,0,9
SAL51006,28,17,26,12,17,11,0,4,0,116
SAL51007,3,0,0,8,5,0,0,0,0,12
SAL51008,920,678,354,511,761,657,572,365,181,4999
SAL51009,144,87,58,69,91,115,87,57,16,728
SAL51010,7,6,13,3,14,15,15,11,0,82
SAL51011,0,0,0,0,0,0,4,0,0,8
SAL51012,3,0,0,0,11,0,4,0,0,24
SAL51013,19,14,8,25,15,42,26,6,6,154
SAL51014,150,100,89,61,52,25,15,8,0,502
SAL51015,1865,838,1007,1384,1313,940,496,233,102,8183
SAL51016,668,375,362,425,470,520,361,152,35,3373
SAL51017,0,3,0,3,8,6,7,0,0,41
SAL51018,0,0,0,0,6,0,0,4,0,9
SAL51019,0,0,0,0,7,4,5,0,0,13
SAL51020,0,4,36,41,15,18,3,0,0,124
SAL51021,1520,1448,2064,1676,1420,1327,1058,498,316,11328
SAL51022,0,0,0,0,0,0,0,0,0,0
SAL51023,6,5,0,9,4,0,3,0,0,30
SAL51024,117,46,56,82,93,96,61,23,9,583
SAL51025,145,73,129,112,147,166,160,58,18,1007
SAL51026,477,338,319,379,379,463,384,213,54,2997
SAL51027,0,4,0,0,0,0,0,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0
SAL51030,1240,851,718,1055,990,1024,937,467,187,7456
SAL51031,300,202,213,203,266,334,298,201,58,2067
SAL51032,0,0,0,0,0,0,0,0,0,0
SAL51033,15,83,257,183,146,91,19,0,0,794
