SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL50527,45,5,3,0,0,0,3,8,0,68
SAL50528,0,3,27,0,0,0,5,20,0,64
SAL50529,34,21,129,158,10,0,4,3,0,356
SAL50530,7,4,3,0,0,0,0,9,0,26
SAL50531,5,6,0,3,0,0,0,0,0,24
SAL50532,0,3,0,0,0,0,0,3,0,9
SAL50533,131,261,239,105,133,81,85,105,16,1155
SAL50534,189,257,260,179,179,168,120,197,34,1579
SAL50535,10,4,11,3,3,0,3,0,0,35
SAL50536,117,305,188,159,127,130,104,159,23,1309
SAL50537,0,0,0,0,3,0,3,0,0,10
SAL50538,6,3,0,3,0,0,0,0,0,17
SAL50539,59,12,19,14,11,6,24,24,10,185
SAL50540,6,22,0,4,3,0,0,6,0,44
SAL50541,0,0,0,0,0,0,0,0,0,0
SAL50542,270,226,284,152,215,109,101,113,29,1490
SAL50543,13,0,6,0,8,0,3,4,0,38
SAL50544,13,0,0,0,0,5,0,0,0,14
SAL50545,15,5,0,0,9,0,0,5,0,33
SAL50546,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0
SAL50548,74,45,54,26,50,23,60,67,5,399
SAL50549,12,0,3,0,5,0,0,0,0,19
SAL50550,253,447,645,549,371,308,353,641,104,3666
SAL50551,55,74,88,76,50,52,47,78,7,526
SAL50552,177,396,215,177,165,95,70,85,22,1409
SAL50553,123,160,278,181,163,132,187,261,25,1506
SAL50554,11,0,3,0,0,0,0,0,0,15
SAL50555,6,0,0,0,4,0,0,0,0,14
SAL50556,90,299,164,292,114,115,105,348,23,1557
SAL50557,51,77,96,88,73,46,52,40,4,527
SAL50558,18,7,10,5,9,7,4,4,0,69
SAL50559,16,4,3,5,4,0,4,5,0,49
SAL50560,11,0,3,3,0,0,0,3,0,25
SAL50561,95,87,134,69,105,40,45,52,5,631
SAL50562,44,89,46,38,25,27,3,28,0,301
SAL50563,0,0,0,0,0,0,0,0,0,0
SAL50564,41,26,54,11,31,13,28,27,4,236
SAL50565,11,3,0,0,0,0,0,0,0,15
SAL50566,271,433,582,417,304,237,266,305,51,2869
SAL50567,6,44,8,12,13,9,6,8,0,106
SAL50568,17,4,0,0,0,0,0,0,0,23
SAL50569,26,22,26,18,30,14,28,27,0,197
SAL50570,8,0,0,0,0,0,0,0,0,15
SAL50571,286,476,214,135,220,101,63,93,25,1617
SAL50572,10,0,0,0,0,0,0,0,0,17
SAL50573,0,0,0,0,0,0,0,0,0,0
SAL50574,505,897,1521,1123,1043,766,1243,1323,176,8597
SAL50575,20,39,17,6,7,10,3,16,0,124
SAL50576,11,0,0,0,0,0,0,12,0,22
SAL50577,40,0,5,0,5,0,3,9,0,72
SAL50578,7,6,6,13,6,16,5,11,0,73
SAL50579,16,10,18,7,11,7,12,16,0,101
SAL50580,15,0,3,3,0,0,0,4,0,37
SAL50581,17,5,0,6,3,4,0,0,0,37
SAL50582,13,15,19,9,12,4,27,21,4,128
SAL50583,247,365,659,532,281,339,491,484,61,3453
SAL50584,9,4,4,3,0,0,0,0,0,24
SAL50585,154,256,197,148,184,106,88,94,27,1246
SAL50586,21,31,27,22,19,4,19,14,6,164
SAL50587,582,1278,828,527,709,360,247,377,81,4988
SAL50588,3,0,3,0,0,0,0,0,0,8
SAL50589,6,4,0,0,0,0,3,7,0,25
SAL50590,0,0,0,0,0,0,0,0,0,0
SAL50591,3,0,5,6,4,0,0,0,0,20
SAL50592,0,0,0,0,0,0,0,0,0,0
SAL50593,14,0,6,3,3,0,4,13,0,52
SAL50594,141,346,113,82,125,63,44,51,11,972
SAL50595,4,0,0,0,0,0,0,0,0,6
SAL50596,18,0,0,0,3,0,0,0,0,20
SAL50597,18,7,0,0,0,0,0,0,0,18
SAL50598,7,6,11,3,5,0,4,0,0,35
SAL50599,453,903,255,200,345,237,64,123,42,2624
SAL50600,0,4,4,0,3,0,0,4,0,18
SAL50601,3,0,6,5,5,5,0,3,0,32
SAL50602,53,77,35,88,30,12,18,26,25,362
SAL50603,695,1082,1209,858,705,607,661,565,108,6489
SAL50604,13,5,33,20,18,4,20,29,4,152
SAL50605,7,3,3,5,4,4,0,3,0,29
SAL50606,0,0,0,0,0,0,0,4,3,13
SAL50607,285,712,457,281,342,182,119,185,29,2598
SAL50608,4,12,13,5,5,0,9,3,3,51
SAL50609,576,1378,954,752,504,394,341,524,95,5525
SAL50610,461,974,655,466,583,285,272,252,65,4017
SAL50611,144,287,286,129,141,86,173,76,17,1342
SAL50612,7,3,17,4,4,3,5,3,0,48
SAL50613,683,1558,864,742,794,485,501,444,133,6211
SAL50614,16,0,0,5,0,0,0,10,0,30
SAL50615,149,135,257,126,137,79,169,446,43,1539
SAL50616,13,3,0,0,3,0,0,0,0,19
SAL50617,0,0,0,0,0,0,0,0,0,0
SAL50618,35,43,30,24,20,18,15,28,5,224
SAL50619,105,234,191,194,174,101,135,134,35,1307
SAL50620,39,63,87,43,58,24,38,44,22,414
SAL50621,17,0,0,0,0,3,0,11,0,38
SAL50622,322,666,728,469,438,270,231,371,72,3572
SAL50623,265,408,355,217,321,212,176,130,27,2116
SAL50624,5,0,0,0,0,4,3,0,0,13
SAL50625,158,189,214,147,171,117,115,123,20,1264
SAL50626,22,12,12,6,5,7,0,6,0,75
SAL50627,0,0,0,0,0,0,0,0,0,0
SAL50628,98,98,158,72,99,52,81,84,14,753
SAL50629,27,22,35,20,27,10,22,21,8,202
SAL50630,4,3,8,7,0,7,14,0,0,44
SAL50631,21,6,5,3,4,0,9,7,0,55
SAL50632,5,0,8,0,0,0,3,3,0,14
SAL50633,572,779,1128,738,975,519,814,609,101,6237
SAL50634,41,15,13,9,14,0,7,17,0,119
SAL50635,216,566,146,177,165,99,39,64,18,1484
SAL50636,203,310,391,281,338,169,260,238,50,2241
SAL50637,36,0,4,0,0,0,6,6,0,61
SAL50638,1090,1673,695,586,829,459,163,289,55,5844
SAL50639,39,50,148,109,71,62,100,102,7,706
SAL50640,12,5,0,0,4,0,0,3,0,32
SAL50641,256,687,311,242,192,126,82,139,30,2067
SAL50642,17,0,3,4,5,0,0,0,0,34
SAL50643,6,0,3,4,0,0,0,0,0,23
SAL50644,11,3,6,5,5,7,3,5,4,47
SAL50645,424,746,636,472,506,312,276,310,63,3746
SAL50646,16,5,11,11,12,7,10,3,0,73
SAL50647,8,0,0,0,0,0,0,0,0,21
SAL50648,0,0,0,0,0,0,0,0,0,0
SAL50649,3,0,0,0,0,0,0,3,0,10
SAL50650,14,5,0,0,0,0,5,0,0,23
SAL50651,0,4,0,0,0,0,3,0,0,4
SAL50652,0,0,5,3,6,0,6,3,0,24
SAL50653,33,16,42,17,16,10,11,15,10,166
SAL50654,66,63,96,39,45,20,81,43,12,459
SAL50655,11,15,5,6,10,4,5,16,0,65
SAL50656,0,0,0,0,0,0,0,0,0,0
SAL50657,70,116,52,35,53,25,18,24,4,395
SAL50658,7,5,13,4,9,3,10,9,0,63
SAL50659,9,0,0,0,0,0,3,11,0,26
SAL50660,6,0,0,0,0,0,0,3,0,15
SAL50661,331,566,734,562,661,405,508,528,90,4379
SAL50662,78,5,18,10,26,13,25,25,0,203
SAL50663,10,0,3,0,0,0,0,0,0,8
SAL50664,563,817,396,383,465,305,88,175,48,3241
SAL50665,0,5,0,0,0,0,3,0,0,7
SAL50666,0,0,0,0,0,0,0,3,6,4
SAL50667,0,0,0,0,0,0,5,5,0,9
SAL50668,518,1203,299,319,427,248,81,178,47,3313
SAL50669,0,0,0,0,0,0,0,0,0,6
SAL50670,653,1776,707,568,698,352,223,309,74,5366
SAL50671,0,0,4,0,0,0,0,0,0,3
SAL50672,10,6,9,6,8,0,3,3,0,53
SAL50673,0,8,0,4,0,0,0,3,0,23
SAL50674,7,3,7,0,4,0,0,3,0,33
SAL50675,0,0,0,0,0,0,0,0,0,0
SAL50676,5,0,5,3,0,4,5,5,4,29
SAL50677,20,3,0,0,4,3,0,5,0,33
SAL50678,21,3,0,0,0,0,7,6,0,35
SAL50679,9,11,10,7,8,0,0,6,0,52
SAL50680,13,0,0,3,4,0,4,0,0,21
SAL50681,39,17,25,13,21,16,11,14,3,155
SAL50682,195,339,187,152,215,130,81,97,24,1411
SAL50683,251,374,351,243,339,195,179,152,32,2115
SAL50684,23,3,9,3,14,11,6,16,0,94
SAL50685,4,5,6,3,0,0,0,5,4,14
SAL50686,87,93,108,62,73,26,72,54,15,589
SAL50687,0,0,0,0,0,0,0,0,0,0
SAL50688,35,0,8,0,4,0,3,12,0,75
SAL50689,15,0,5,7,3,0,0,4,0,33
SAL50690,18,5,0,0,0,3,0,0,0,29
SAL50691,22,9,21,7,3,0,34,19,3,122
SAL50692,38,19,24,7,13,10,27,26,0,158
SAL50693,10,0,0,0,3,0,0,5,0,16
SAL50694,11,18,0,8,0,4,0,4,0,48
SAL50695,18,4,0,0,0,0,0,8,0,27
SAL50696,309,441,445,282,328,244,124,174,36,2384
SAL50697,15,3,7,0,7,4,5,12,0,45
SAL50698,41,11,4,5,9,0,4,12,0,74
SAL50699,23,0,0,5,4,0,5,7,0,37
SAL50700,86,270,32,59,69,54,18,60,10,659
SAL50701,506,1066,736,660,679,413,288,435,96,4885
SAL50702,394,1040,360,316,371,212,135,205,40,3064
SAL50703,27,23,30,14,12,12,21,20,4,156
SAL50704,0,0,0,0,0,0,4,0,0,4
SAL50705,111,120,158,82,97,72,98,129,14,874
SAL50706,9,0,0,3,3,0,5,0,0,22
SAL50707,501,862,509,361,442,219,167,201,42,3313
SAL50708,29,8,10,4,11,0,11,12,0,76
SAL50709,97,77,89,65,49,51,49,137,18,627
SAL50710,0,0,0,0,0,0,0,0,0,0
SAL50711,69,101,63,38,36,32,18,53,7,426
SAL50712,200,341,454,201,217,139,342,194,45,2116
SAL50713,9,5,14,5,6,3,11,0,5,61
SAL50714,432,804,346,289,327,200,96,145,25,2668
SAL50715,3,9,0,3,5,0,5,6,0,35
SAL50716,4,16,0,22,11,0,0,3,3,53
SAL50717,9,21,51,17,24,16,95,22,9,261
SAL50718,35,66,166,59,66,44,208,63,17,719
SAL50719,28,41,35,21,25,18,29,12,3,216
SAL50720,0,0,0,0,0,0,0,0,0,4
SAL50721,0,0,0,0,0,0,0,0,0,0
SAL50722,16,8,24,9,14,3,9,11,0,86
SAL50723,3,6,0,10,3,0,0,4,0,24
SAL50724,71,248,83,147,95,82,61,86,14,894
SAL50725,590,1352,655,538,686,396,200,379,78,4863
SAL50726,4,3,4,3,0,3,0,5,0,23
SAL50727,27,6,3,3,6,0,3,7,3,60
SAL50728,24,47,23,25,12,9,10,3,3,149
SAL50729,20,0,0,0,0,0,0,0,0,19
SAL50730,8,14,15,18,20,15,22,24,0,132
SAL50731,118,117,186,153,118,97,113,110,31,1035
SAL50732,43,37,48,15,26,17,10,15,0,213
SAL50733,0,0,0,0,0,0,0,0,0,3
SAL50734,36,7,14,4,11,9,9,7,3,97
SAL50735,0,0,3,0,0,0,11,0,0,19
SAL50736,17,4,5,0,4,0,9,9,0,44
SAL50737,10,14,8,9,0,10,3,10,4,72
SAL50738,7,7,29,3,13,4,14,15,0,95
SAL50739,41,26,29,14,16,3,20,32,0,180
SAL50740,845,1668,483,447,598,385,124,248,75,4875
SAL50741,0,0,0,0,0,0,0,0,0,0
SAL50742,138,181,242,169,162,133,100,421,33,1584
SAL50743,9,0,7,4,3,0,5,0,0,36
SAL50744,6,0,3,0,0,0,0,6,0,22
SAL50745,60,66,113,81,64,67,57,89,5,605
SAL50746,17,0,3,0,0,0,0,4,0,27
SAL50747,48,33,55,53,21,21,29,69,9,333
SAL50748,398,719,841,598,612,381,515,540,80,4688
SAL50749,80,44,44,41,37,14,45,76,9,398
SAL50750,10,5,0,0,0,0,0,6,0,19
SAL50751,0,0,0,0,0,0,0,0,0,0
SAL50752,442,939,189,243,274,197,56,123,32,2496
SAL50753,19,14,3,9,5,7,0,6,4,59
SAL50754,164,292,471,286,311,248,306,378,77,2532
SAL50755,0,0,0,0,0,0,0,0,0,0
SAL50756,358,733,608,388,500,253,355,382,70,3649
SAL50757,37,18,21,13,8,10,6,13,4,126
SAL50758,90,161,142,111,147,92,71,99,11,924
SAL50759,4,3,4,0,0,0,6,0,3,24
SAL50760,13,29,14,11,3,4,3,13,0,90
SAL50761,30,11,26,16,12,9,11,24,14,148
SAL50762,3,4,0,0,4,5,0,0,0,19
SAL50763,36,9,22,16,14,14,8,15,0,128
SAL50764,801,1686,955,732,1025,560,299,405,72,6538
SAL50765,0,0,3,0,0,0,0,0,0,9
SAL50766,446,729,715,491,573,326,220,324,55,3879
SAL50767,14,0,0,0,0,0,0,0,0,9
SAL50768,17,4,18,10,5,0,6,20,0,82
SAL50769,4,0,0,0,0,0,5,0,0,11
SAL50770,4,0,0,0,0,0,0,0,0,10
SAL50771,116,53,82,47,45,24,68,107,11,552
SAL50772,13,5,0,5,3,0,10,9,3,49
SAL50773,64,6,19,16,17,6,13,24,6,171
SAL50774,11,3,6,0,0,0,0,0,0,21
SAL50775,20,7,9,0,0,0,4,4,0,37
SAL50776,17,4,0,0,0,0,0,0,0,25
SAL50777,0,6,14,0,0,0,37,0,0,59
SAL50778,12,0,0,0,3,0,0,0,0,11
SAL50779,0,0,15,0,0,0,19,6,6,46
SAL50780,25,0,5,4,6,0,0,3,0,33
SAL50781,71,109,252,230,103,103,196,322,34,1423
SAL50782,26,66,80,42,50,34,58,54,11,421
SAL50783,17,4,12,8,8,3,24,11,3,101
SAL50784,7,3,0,0,5,0,0,3,0,21
SAL50785,23,4,10,6,5,3,5,4,0,60
SAL50786,19,3,0,0,6,0,5,3,0,36
SAL50787,24,29,19,14,17,8,3,19,0,130
SAL50788,11,9,11,3,6,0,0,10,0,51
SAL50789,16,0,0,4,5,0,0,4,0,33
SAL50790,3,0,3,0,5,4,5,3,0,18
SAL50791,42,0,7,0,9,0,4,9,0,75
SAL50792,32,19,22,15,9,10,24,23,4,148
SAL50793,29,6,3,0,5,0,0,3,0,55
SAL50794,5,0,0,0,0,0,0,0,0,11
SAL50795,4,3,19,3,0,0,18,10,0,52
SAL50796,0,3,0,10,0,0,0,6,0,26
SAL50797,24,3,0,0,0,0,4,0,0,30
SAL50798,0,0,3,3,0,0,4,0,0,15
SAL50799,400,543,333,362,336,138,160,262,65,2597
SAL50800,6,3,0,0,0,0,0,4,0,13
SAL50801,0,0,0,0,0,0,0,0,0,5
SAL50802,11,4,3,0,0,0,0,4,0,20
SAL50803,3,0,0,0,0,0,0,0,0,4
SAL50804,4,0,0,0,0,0,0,0,0,5
SAL50805,0,4,4,0,0,0,0,0,0,15
SAL50806,9,27,61,45,25,25,32,45,7,280
SAL50807,12,0,0,0,0,0,0,0,0,12
SAL50808,15,40,14,19,12,9,7,7,4,130
SAL50809,11,13,6,5,9,0,6,22,4,82
SAL50810,0,0,0,0,0,0,0,0,0,0
SAL50811,26,0,0,0,0,0,0,0,0,27
SAL50812,0,0,0,0,0,0,0,0,0,7
SAL50813,9,0,0,0,0,0,3,0,0,16
SAL50814,0,0,0,0,0,0,0,0,0,5
SAL50815,36,36,72,22,33,30,53,44,23,343
SAL50816,306,467,526,266,383,222,179,226,55,2623
SAL50817,6,4,13,0,0,0,13,0,0,33
SAL50818,0,0,0,0,0,0,0,0,0,0
SAL50819,64,37,55,23,28,23,26,29,12,298
SAL50820,14,0,0,0,0,0,0,0,0,12
SAL50821,3,0,0,0,0,0,0,0,0,9
SAL50822,29,3,3,0,0,0,7,3,0,55
SAL50823,8,0,0,0,0,0,0,4,0,12
SAL50824,9,0,0,0,0,0,0,0,0,10
SAL50825,3,0,0,0,0,0,4,0,0,16
SAL50826,24,9,4,6,7,0,0,5,0,42
SAL50827,0,0,0,0,0,0,0,0,0,0
SAL50828,260,405,532,424,285,264,319,297,35,2822
SAL50829,130,231,248,82,139,66,147,70,25,1145
SAL50830,49,33,44,26,23,13,35,123,19,360
SAL50831,992,1639,1300,959,1236,846,541,759,109,8388
SAL50832,16,33,24,17,19,16,7,20,0,147
SAL50833,145,336,408,342,250,165,278,334,61,2317
SAL50834,14,0,0,0,0,0,7,5,0,21
SAL50835,302,621,258,273,278,152,89,133,36,2153
SAL50836,29,41,56,32,25,4,105,29,4,329
SAL50837,3,3,0,0,0,0,0,0,0,13
SAL50838,83,160,215,183,157,122,208,221,31,1379
SAL50839,19,8,13,8,6,7,8,16,4,93
SAL50840,345,1062,177,195,225,123,43,83,29,2274
SAL50841,14,8,23,8,14,7,20,16,5,116
SAL50842,750,1829,650,540,880,410,246,356,75,5736
SAL50843,0,0,0,0,0,0,0,0,0,0
SAL50844,26,20,77,22,34,9,105,46,8,342
SAL50845,29,10,10,9,11,10,10,16,0,112
SAL50846,34,33,42,38,33,11,34,40,4,269
SAL50847,129,264,311,150,202,115,147,132,23,1474
SAL50848,0,0,0,0,0,0,0,0,0,0
SAL50849,546,992,657,438,556,291,235,289,63,4071
SAL50850,3,0,0,0,0,0,0,3,0,11
SAL50851,6,0,0,0,0,0,0,0,0,8
SAL50852,3,3,4,0,0,0,3,8,0,28
SAL50853,84,150,146,99,87,60,40,69,8,749
SAL50854,10,0,0,0,4,0,4,0,0,16
SAL50855,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,3
SAL50857,80,178,218,201,157,108,160,228,33,1375
SAL50858,27,44,67,82,33,55,23,121,13,466
SAL50859,3,0,0,0,0,0,0,0,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0
SAL50861,29,0,0,0,3,0,0,4,0,41
SAL50862,29,19,15,3,8,5,3,8,4,92
SAL50863,160,148,293,132,185,90,119,112,17,1253
SAL50864,0,0,0,0,3,0,0,0,0,7
SAL50865,86,189,149,118,97,80,63,98,11,890
SAL50866,19,19,8,15,6,0,3,13,0,75
SAL50867,17,3,15,8,6,4,3,3,0,70
SAL50868,21,8,0,0,0,5,3,9,0,51
SAL50869,0,0,3,0,0,0,3,0,0,7
SAL50870,8,0,4,0,0,0,0,0,0,13
SAL50871,107,343,303,245,195,136,171,193,38,1727
SAL50872,0,0,0,0,0,0,0,0,0,6
SAL50873,280,563,995,728,565,405,719,839,133,5225
SAL50874,501,801,460,396,524,334,181,265,41,3503
SAL50875,228,363,395,284,234,165,162,143,34,2002
SAL50876,0,0,0,0,0,0,0,0,0,0
SAL50877,10,0,0,0,3,0,0,5,0,14
SAL50878,8,0,0,0,0,0,0,0,0,13
SAL50879,58,84,79,37,67,35,29,39,6,438
SAL50880,22,72,65,47,44,27,38,58,8,395
SAL50881,299,404,391,222,393,186,209,160,41,2306
SAL50882,3,0,0,0,0,0,0,0,0,8
SAL50883,11,10,3,0,0,6,0,0,0,22
SAL50884,3,0,6,0,0,0,6,0,0,13
SAL50885,12,7,3,3,4,0,0,0,3,27
SAL50886,14,5,0,0,0,0,0,0,0,18
SAL50887,0,0,0,0,0,0,0,0,0,0
SAL50888,4,0,0,0,0,0,0,4,0,9
SAL50889,5,17,17,10,8,4,8,4,0,80
SAL50890,284,354,521,430,285,287,325,460,64,2999
SAL50891,219,197,296,233,182,177,203,376,30,1918
SAL50892,22,0,0,0,0,0,0,0,0,24
SAL50893,323,776,202,224,265,148,75,101,30,2146
SAL50894,6,0,0,0,0,0,0,3,0,12
SAL50895,24,7,8,9,6,4,0,9,0,69
SAL50896,386,636,805,667,596,439,490,720,93,4831
SAL50897,5,3,6,4,6,0,0,8,0,26
SAL50898,53,41,37,28,22,12,25,25,0,251
SAL50899,23,34,103,25,13,8,97,79,13,394
SAL50900,14,0,0,0,6,0,0,4,0,26
SAL50901,43,41,43,22,37,14,29,35,3,266
SAL50902,8,41,77,3,5,0,59,41,3,228
SAL50903,590,839,809,583,346,386,282,641,55,4538
SAL50904,81,66,105,42,50,32,33,40,5,453
SAL50905,215,402,135,108,157,108,32,42,12,1205
SAL50906,3,0,0,0,0,0,0,3,0,3
SAL50907,0,0,0,0,0,0,0,0,0,8
SAL50908,16,3,0,3,5,3,0,3,0,30
SAL50909,4,0,0,0,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,3
SAL50911,115,135,160,112,130,61,90,80,15,893
SAL50912,14,3,18,0,0,0,14,10,0,65
SAL50913,25,11,23,14,7,4,3,18,3,108
SAL50914,0,0,0,0,0,0,0,0,0,0
SAL50915,11,0,0,0,0,0,0,4,0,16
SAL50916,55,7,8,0,9,5,3,7,0,99
SAL50917,984,2590,833,937,939,495,421,541,134,7871
SAL50918,16,3,4,0,0,0,0,3,0,30
SAL50919,0,0,0,3,3,0,0,6,0,13
SAL50920,148,215,331,332,209,221,155,293,29,1936
SAL50921,0,0,0,0,0,0,0,4,0,4
SAL50922,350,603,687,582,431,398,423,387,68,3931
SAL50923,15,7,12,10,7,7,22,14,5,93
SAL50924,4,0,0,0,0,0,0,4,0,9
SAL50925,53,111,167,128,99,67,119,164,15,930
SAL50926,49,40,55,31,22,12,51,35,13,308
SAL50927,3,0,0,0,0,0,0,0,0,3
SAL50928,19,12,18,8,4,0,12,17,0,100
SAL50929,9,3,5,0,0,0,0,4,0,21
SAL50930,20,13,9,13,7,3,3,13,0,78
SAL50931,0,0,0,0,0,0,0,0,0,0
SAL50932,553,1001,371,334,434,269,103,177,46,3303
SAL50933,205,373,82,90,117,84,20,55,12,1050
SAL50934,3,4,5,4,3,0,4,6,0,37
SAL50935,0,0,0,0,0,0,0,0,3,8
SAL50936,24,11,3,0,0,6,0,3,5,49
SAL50937,28,3,4,0,0,0,0,3,0,37
SAL50938,148,141,205,140,129,100,149,126,31,1176
SAL50939,147,214,383,295,258,186,245,327,37,2085
SAL50940,0,0,3,3,0,0,3,5,0,16
SAL50941,44,29,18,8,11,15,9,17,0,154
SAL50942,7,0,0,0,5,0,0,4,0,16
SAL50943,5,0,0,0,0,0,0,0,0,8
SAL50944,101,137,252,159,149,103,173,171,27,1268
SAL50945,44,13,13,9,19,4,17,15,0,137
SAL50946,73,106,30,39,37,24,8,37,9,355
SAL50947,212,354,423,441,316,260,333,413,69,2820
SAL50948,75,113,222,140,107,97,128,132,15,1023
SAL50949,34,7,4,3,3,0,7,4,0,57
SAL50950,129,174,292,98,139,64,86,102,28,1109
SAL50951,126,226,308,154,184,120,154,138,24,1434
SAL50952,19,28,24,12,19,10,9,13,0,131
SAL50953,52,40,35,20,35,17,26,17,9,246
SAL50954,13,5,0,0,0,0,0,0,0,20
SAL50955,0,5,0,0,0,0,0,0,0,5
SAL50956,7,0,0,0,0,0,0,4,0,7
SAL50957,47,42,64,74,57,44,42,55,0,432
SAL50958,3,0,0,0,0,0,0,0,0,10
SAL50959,22,0,0,0,4,5,0,0,0,33
SAL50960,653,895,695,509,634,411,208,291,76,4384
SAL50961,7,0,0,0,5,0,0,4,0,15
SAL50962,6,0,0,3,0,0,0,4,0,21
SAL50963,16,8,10,9,8,8,20,14,3,91
SAL50964,14,5,4,0,9,3,0,3,0,45
SAL50965,3,0,0,0,0,0,0,0,0,13
SAL50966,14,3,5,0,0,0,0,0,0,25
SAL50967,8,0,0,4,0,0,3,5,0,20
SAL50968,10,3,9,3,7,6,9,11,0,52
