SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL50221,..,0,0,0,0,0,0,0,0,0,..,5,4,4,12,18,11,0,0,51,3,7,9,0,0,0,0,0,0,20,428,261,154,296,374,280,136,30,8,1972,..,0,145,455,621,483,232,41,11,1980,..,16,50,43,63,43,21,0,0,227,..,0,0,21,27,5,6,0,0,67,851,..,..,..,..,..,..,..,..,851,..,330,..,..,..,..,..,..,..,330,..,171,83,10,0,0,0,0,0,265,..,13,7,0,5,6,3,11,4,42,..,5,4,4,0,3,0,0,0,16,..,0,9,0,0,0,0,0,0,11,..,5,9,8,14,24,19,0,0,80,4,12,9,0,0,7,0,0,0,37,856,546,311,541,732,564,276,59,8,3906
SAL50222,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,6,38,9,6,28,24,14,18,7,3,145,..,0,0,35,35,22,19,12,0,123,..,0,3,8,12,0,0,0,0,23,..,0,0,0,4,0,0,0,0,5,64,..,..,..,..,..,..,..,..,64,..,15,..,..,..,..,..,..,..,15,..,8,6,0,0,0,0,0,0,11,..,4,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,7,0,4,0,0,14,0,0,0,0,0,0,4,0,0,13,62,23,12,48,55,23,31,12,0,274
SAL50223,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,0,3,8,4,6,0,0,41,..,0,0,11,9,10,12,3,0,48,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,4,..,..,..,..,..,..,..,4,..,4,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,17,10,8,11,18,9,11,3,0,87
SAL50224,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,15
SAL50225,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,..,25,28,5,4,3,3,0,0,71,..,15,47,26,28,32,31,21,6,217,0,6,4,0,3,0,6,0,0,19,109,165,276,181,149,166,125,50,19,1231,..,14,163,192,159,193,158,34,9,928,..,37,136,60,37,25,16,7,0,315,..,3,5,18,26,20,5,7,0,83,217,..,..,..,..,..,..,..,..,217,..,61,..,..,..,..,..,..,..,61,..,41,31,12,4,0,0,0,0,86,..,23,22,5,5,5,3,4,0,69,..,6,4,0,0,0,0,0,0,22,..,54,65,14,12,3,7,6,0,163,..,24,98,77,65,77,62,35,11,448,0,14,8,5,7,5,5,3,0,45,219,279,539,396,309,328,260,91,29,2452
SAL50227,..,0,0,0,0,4,0,0,0,3,..,0,6,10,6,9,4,0,0,28,0,0,0,0,0,0,0,0,0,10,59,37,94,67,37,35,11,7,0,337,..,3,60,81,47,29,13,9,0,246,..,16,72,19,7,3,0,0,0,115,..,0,0,5,9,7,0,0,0,23,113,..,..,..,..,..,..,..,..,113,..,26,..,..,..,..,..,..,..,26,..,19,11,0,0,0,0,0,0,29,..,0,0,0,0,0,6,0,0,12,..,4,4,0,0,0,0,0,0,8,..,0,6,0,0,6,0,0,0,10,..,0,11,8,3,9,7,0,0,43,3,0,5,4,6,4,0,0,0,12,118,70,176,117,66,49,18,13,0,635
SAL50228,..,3,8,4,3,5,0,0,0,16,..,4,4,4,15,36,58,57,37,211,6,3,8,4,0,0,5,3,0,32,74,74,63,76,94,141,167,121,52,854,..,0,39,54,90,126,178,108,21,617,..,14,32,23,32,19,16,8,0,150,..,3,7,20,22,13,7,3,0,73,154,..,..,..,..,..,..,..,..,154,..,41,..,..,..,..,..,..,..,41,..,36,8,5,13,3,0,0,0,71,..,0,0,0,0,6,8,3,4,24,..,3,6,0,0,0,0,0,0,11,..,16,16,8,9,8,3,0,0,57,..,8,13,15,33,66,98,84,51,365,9,9,15,9,4,5,11,9,0,66,160,137,139,139,200,242,319,211,80,1630
SAL50229,..,31,23,17,8,12,11,6,0,108,..,30,68,62,83,130,110,57,5,558,15,23,17,8,11,7,8,6,0,106,1474,1043,943,1044,970,570,405,184,33,6664,..,34,529,1000,1102,568,412,182,32,3852,..,190,510,278,191,77,30,9,0,1292,..,30,158,251,243,120,33,19,7,863,3066,..,..,..,..,..,..,..,..,3066,..,799,..,..,..,..,..,..,..,799,..,661,201,49,30,11,3,0,0,952,..,104,58,30,23,30,49,20,9,326,..,26,40,17,10,8,0,0,0,104,..,66,79,33,22,20,16,8,0,247,..,55,161,157,179,191,160,81,18,1000,33,47,39,17,25,17,15,6,0,196,3094,2010,1770,1845,1821,1045,717,317,66,12690
SAL50230,..,21,40,13,17,14,10,3,0,113,..,18,75,65,56,104,84,35,19,455,36,29,27,11,5,10,9,4,0,127,2584,1024,1803,1511,912,703,433,163,43,9172,..,68,1453,1847,1081,809,549,225,26,6059,..,236,876,497,239,118,29,3,0,1992,..,24,202,246,193,77,31,12,9,800,5248,..,..,..,..,..,..,..,..,5248,..,730,..,..,..,..,..,..,..,730,..,612,215,57,24,27,0,0,0,932,..,99,80,26,35,71,51,22,13,401,..,35,47,22,18,13,0,0,0,135,..,46,73,38,36,32,20,10,0,255,..,46,204,182,126,149,123,55,27,903,60,54,52,26,18,15,16,6,0,244,5306,1956,3204,2952,1775,1298,808,337,78,17700
SAL50231,..,23,63,9,9,7,6,4,0,122,..,14,36,31,39,67,29,10,0,225,16,10,14,15,6,10,8,0,0,80,564,274,439,421,331,269,121,39,0,2457,..,10,152,350,283,209,137,23,6,1167,..,51,261,190,148,84,31,8,0,774,..,17,54,78,71,27,14,7,0,264,1110,..,..,..,..,..,..,..,..,1110,..,155,..,..,..,..,..,..,..,155,..,133,47,10,9,3,0,0,0,204,..,67,15,11,8,16,11,6,0,130,..,32,47,10,10,3,0,0,0,104,..,28,95,25,23,16,19,4,4,205,..,20,63,49,79,116,66,22,4,424,29,32,26,21,18,18,12,0,0,151,1132,534,764,748,645,496,288,71,15,4686
SAL50232,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,0,4,0,0,23,..,0,5,3,0,5,0,0,0,21,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,12,3,0,7,6,0,0,45
SAL50233,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,15,4,14,9,8,12,10,3,0,79,..,0,10,12,4,10,11,6,0,59,..,0,11,3,4,6,0,0,0,28,..,0,0,0,0,0,0,0,0,4,42,..,..,..,..,..,..,..,..,42,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,0,6,0,4,22,0,0,0,0,0,0,0,0,0,0,42,10,20,17,21,22,20,11,3,176
SAL50235,..,0,6,0,9,8,5,0,0,31,..,0,12,9,22,25,40,59,32,207,0,0,0,3,3,4,0,0,0,12,131,74,108,112,106,90,97,118,50,886,..,0,51,90,76,68,73,90,31,463,..,35,35,29,37,13,9,0,0,162,..,5,27,22,27,17,6,7,10,119,276,..,..,..,..,..,..,..,..,276,..,44,..,..,..,..,..,..,..,44,..,57,28,7,19,10,3,0,0,123,..,9,9,0,7,10,10,3,0,50,..,0,10,3,0,0,0,0,0,14,..,0,13,11,21,15,8,3,0,72,..,0,19,28,54,61,68,80,44,352,3,4,12,4,5,4,0,0,0,34,276,165,198,199,238,183,174,191,89,1721
SAL50236,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,20,..,0,0,0,0,6,6,4,0,16,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,3,0,4,8,11,7,0,38
SAL50237,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,4,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9
SAL50238,..,0,0,5,0,0,0,0,0,6,..,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,62,44,44,30,25,20,6,0,0,223,..,6,6,12,12,14,6,0,0,57,..,9,33,21,17,11,4,0,0,89,..,6,20,8,8,0,0,0,0,38,126,..,..,..,..,..,..,..,..,126,..,7,..,..,..,..,..,..,..,7,..,25,8,3,0,0,0,0,0,37,..,17,9,9,7,6,0,0,0,50,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,0,0,0,6,..,4,5,4,4,6,6,0,0,26,5,4,0,0,0,0,0,0,0,12,129,70,84,60,49,42,12,0,0,455
SAL50239,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50240,..,10,6,5,6,11,7,0,0,46,..,0,12,13,27,61,45,34,4,193,3,3,3,3,4,3,8,0,0,28,423,246,273,275,231,288,214,85,17,2039,..,13,152,250,194,272,262,82,12,1226,..,43,133,84,67,37,27,9,0,398,..,8,52,89,58,57,22,10,6,311,842,..,..,..,..,..,..,..,..,842,..,172,..,..,..,..,..,..,..,172,..,195,90,33,24,10,0,0,0,355,..,39,23,5,17,12,22,14,4,128,..,15,17,8,14,7,0,0,0,56,..,19,23,22,18,30,11,0,4,116,..,10,45,48,67,116,76,52,12,433,9,11,11,12,6,12,7,4,0,70,851,524,544,551,460,539,431,166,40,4110
SAL50241,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,13,..,0,0,6,3,0,0,0,0,12,..,0,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,7,0,0,0,0,35
SAL50242,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SAL50243,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,5,0,17,..,0,0,6,0,9,3,3,0,19,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,7,6,9,7,11,4,3,0,50
SAL50244,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,9,..,0,0,0,3,5,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,11,0,5,0,4,5,0,0,0,23
SAL50245,..,42,57,22,20,26,10,9,0,180,..,32,65,70,79,113,188,134,46,735,17,33,28,15,23,19,21,9,0,165,3304,2224,1953,2615,2417,1947,1254,504,143,16369,..,47,1498,3798,3554,2932,1899,644,114,14487,..,133,463,298,267,199,70,23,6,1446,..,19,118,239,345,186,63,38,30,1036,6548,..,..,..,..,..,..,..,..,6548,..,2627,..,..,..,..,..,..,..,2627,..,1314,905,167,81,30,11,0,0,2511,..,220,219,78,58,102,135,70,42,917,..,85,174,47,44,23,8,0,0,381,..,86,143,74,40,49,32,16,0,443,..,59,150,160,158,210,271,171,72,1241,37,52,53,40,38,37,24,17,0,298,6580,4645,3712,4893,4580,3773,2514,974,263,31929
SAL50246,..,103,103,24,5,4,8,0,0,246,..,29,73,19,46,62,65,41,20,352,13,15,8,4,0,0,8,0,0,47,467,460,936,413,238,225,191,100,39,3062,..,53,824,558,245,201,166,82,21,2138,..,111,236,86,25,23,11,6,0,500,..,8,35,46,52,25,27,13,10,207,984,..,..,..,..,..,..,..,..,984,..,149,..,..,..,..,..,..,..,149,..,90,85,29,18,10,0,0,0,236,..,104,128,21,17,36,21,11,8,340,..,100,168,35,5,6,0,0,0,319,..,229,278,63,31,17,9,0,0,627,..,64,167,96,88,114,98,51,23,699,12,21,30,16,5,4,8,3,0,101,993,927,1948,950,488,432,342,162,57,6302
SAL50247,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50248,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,7,19,4,0,49,0,0,4,0,5,5,5,0,0,11,44,18,26,21,34,48,52,10,5,260,..,0,16,27,35,46,49,9,0,184,..,5,17,10,15,18,11,5,0,73,..,0,4,0,5,3,0,0,0,12,66,..,..,..,..,..,..,..,..,66,..,14,..,..,..,..,..,..,..,14,..,14,7,3,0,0,0,0,0,19,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,5,12,22,23,27,11,6,97,5,0,0,0,5,3,0,0,0,19,72,36,56,48,72,92,91,23,9,497
SAL50249,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL50250,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SAL50251,..,4,6,5,6,8,4,3,0,32,..,5,6,10,14,23,32,15,14,116,0,0,0,6,4,6,4,0,0,20,242,113,128,169,183,166,132,63,23,1217,..,5,80,130,191,153,165,71,10,812,..,27,72,61,60,50,21,9,0,295,..,3,25,39,33,13,11,7,3,132,501,..,..,..,..,..,..,..,..,501,..,105,..,..,..,..,..,..,..,105,..,77,14,14,11,7,0,0,0,131,..,7,4,0,0,14,3,0,0,36,..,4,3,3,4,3,0,0,0,14,..,11,15,7,16,9,7,3,0,65,..,7,15,25,27,41,63,31,17,233,4,5,6,3,3,6,6,0,0,45,504,248,228,292,347,299,277,128,30,2357
SAL50252,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,7,3,6,10,16,9,4,0,57,..,0,4,7,16,12,8,8,0,57,..,0,0,0,3,5,0,0,0,7,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,14,7,7,18,26,11,15,0,110
SAL50253,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL50254,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,..,0,0,0,3,3,0,7,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,4,7,0,18
SAL50255,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,37,28,14,24,38,32,17,7,3,191,..,0,16,21,47,55,33,8,4,175,..,0,8,8,8,4,0,0,0,32,..,0,0,0,9,0,3,0,0,16,69,..,..,..,..,..,..,..,..,69,..,28,..,..,..,..,..,..,..,28,..,20,18,5,0,0,0,0,0,41,..,0,3,3,0,0,0,3,0,15,..,0,0,7,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,4,3,5,0,15,0,0,0,0,3,0,0,0,0,4,69,48,42,44,62,67,41,9,8,402
SAL50256,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,6,..,0,0,0,5,0,4,0,0,10,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,4,4,0,0,15
