POW_LGA_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,9,0,8,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,6,6,3,0,5,14,6,41,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,5,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
LGA52520,0,0,0,0,0,0,0,3,0,10,0,6,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,6,7,14,13,57,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,14,0,18,0,4,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3
LGA52590,3,0,4,0,0,5,0,14,0,29,0,4,3,0,0,3,0,9,0,19,0,0,0,0,0,0,0,16,3,23,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,4,0,3,0,10,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,7,13,14,4,3,14,7,72,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,0,3,0,3,0,0,4,0,13,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,3,0,10,0,0,3,0,0,0,4,8,0,24,0,0,0,0,0,3,0,8,0,20,0,7,3,4,3,5,0,11,0,33,0,0,0,0,0,8,0,9,0,28,3,8,4,0,0,4,3,8,0,30,0,3,0,0,0,0,0,0,0,9
LGA52660,0,0,0,0,0,4,0,14,0,16,0,3,4,0,0,3,0,17,0,29,0,0,0,0,3,6,0,14,0,27,0,4,6,4,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,10,0,0,4,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,9,12,15,9,24,28,11,70,3,178,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,5,0,0,0,3,5,0,20,0,7,0,0,3,3,0,9,0,23,0,14,5,5,0,4,0,4,0,34,3,16,3,6,3,4,3,11,0,43,0,0,10,3,5,4,3,6,0,33,0,3,9,3,0,5,0,16,0,46,0,5,3,6,4,4,3,15,0,37,0,5,5,6,7,4,0,9,0,34,0,10,5,0,0,4,0,4,0,24,0,14,4,0,0,0,0,0,0,20
LGA52730,0,0,0,0,0,8,0,3,0,10,0,3,0,3,0,10,0,11,0,30,0,8,3,0,0,6,0,8,0,23,0,0,0,0,0,0,3,0,0,10,0,4,7,0,0,0,0,5,0,14,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,17,22,13,8,34,11,46,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,4,0,3,0,3,0,5,0,26,0,10,5,6,0,5,0,3,0,33,5,8,5,4,0,5,7,7,0,37,4,16,11,3,3,4,4,10,0,55,0,9,0,3,9,12,9,14,0,51,4,8,12,3,0,3,0,27,0,61,5,9,11,0,7,4,0,10,0,48,0,8,9,7,3,3,3,7,0,43,0,7,8,3,0,0,0,3,0,24
LGA52800,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,11,0,0,0,0,4,4,0,5,0,13,0,3,0,0,0,0,0,7,0,10,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,3,12,6,28,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,3,5,0,0,0,0,0,0,5,0,0,5,0,0,3,3,0,0,13,0,0,4,0,0,0,0,6,0,17,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6
LGA52870,0,0,0,8,0,4,0,16,0,23,0,9,0,0,0,12,0,10,0,32,0,0,0,0,0,0,4,9,0,13,0,4,3,0,0,4,3,6,0,21,0,6,3,0,0,0,0,0,0,11,0,3,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,23,8,9,13,27,13,59,5,161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,11,0,0,7,3,0,3,7,6,0,25,0,0,3,0,0,0,3,8,0,23,0,5,0,0,5,6,0,4,0,22,0,3,0,4,0,3,0,15,3,33,0,7,0,5,4,5,0,13,0,37,0,8,0,5,0,6,4,7,0,28,0,16,3,4,3,3,3,8,0,40,0,7,0,3,0,0,0,3,0,21
LGA52940,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,9,5,35,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,5,0,4,0,7,0,0,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,3,0,6
LGA53010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,11,0,22,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,4,4,5,3,10,5,14,0,43,0,7,6,8,4,8,5,12,0,42,0,0,0,0,4,11,3,15,0,35,0,6,0,0,8,5,0,7,0,29,0,5,5,0,0,3,0,5,6,26,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,7,40,29,24,29,56,14,68,4,270,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,5,0,0,7,0,0,0,0,13,0,0,6,0,0,5,0,0,0,14,0,3,3,0,3,6,0,0,0,23,0,11,5,9,5,7,0,5,0,23,3,11,11,8,4,3,0,13,0,46,0,12,5,3,3,6,3,7,0,40,3,0,5,9,4,6,0,4,0,27,0,13,10,3,4,0,0,3,0,29,0,9,3,0,0,3,0,0,0,17,0,3,6,0,0,6,0,0,0,10
LGA53220,0,0,0,0,0,4,5,15,0,17,3,0,0,0,3,0,0,15,0,26,0,0,0,0,0,0,4,14,0,19,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,10,7,7,0,12,18,10,100,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,6,0,17,4,5,0,0,0,0,0,3,0,18,0,3,0,0,0,4,0,3,3,18,0,4,0,0,0,0,0,10,3,24,0,6,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7
LGA53290,3,8,0,0,4,13,3,35,3,74,4,5,5,8,11,11,10,46,0,91,5,8,3,7,10,13,3,29,0,79,6,4,0,0,5,6,8,21,8,51,9,0,5,3,0,4,4,7,4,36,0,0,0,0,0,3,0,9,0,12,0,0,0,5,0,0,0,6,0,11,30,35,33,27,43,87,36,208,17,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,6,0,25,0,12,3,0,0,9,4,18,0,44,5,7,9,5,3,10,6,14,0,61,3,9,10,5,4,10,0,28,0,59,4,3,8,9,11,13,10,38,0,96,4,11,3,4,5,20,7,43,0,95,4,10,3,8,4,24,8,35,3,100,3,13,8,9,4,19,0,12,0,73,3,8,7,0,0,6,3,11,0,43,0,6,4,9,0,0,0,5,0,33
LGA53360,0,0,0,4,0,3,0,5,0,19,3,0,5,3,6,0,4,10,0,32,0,0,4,0,0,0,0,6,0,18,0,0,0,0,0,7,0,7,0,18,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,13,16,12,14,23,7,65,5,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,0,0,0,12,0,6,0,4,0,3,0,0,0,10,0,0,6,0,0,5,0,3,0,11,0,4,0,0,0,3,4,6,0,18,0,0,5,0,0,5,0,6,0,18,0,0,0,4,0,7,0,4,0,20,0,0,4,0,0,3,0,0,0,9,3,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA53430,0,17,25,25,19,68,26,99,0,283,0,17,28,25,36,64,27,102,0,300,5,14,11,22,32,70,17,98,4,271,0,22,20,17,22,39,18,57,0,191,3,24,15,7,9,20,4,28,0,126,7,11,17,9,5,8,0,7,0,71,0,10,12,3,6,4,3,10,0,36,33,158,178,165,200,434,156,603,17,1956,0,8,5,0,0,0,0,0,0,14,0,27,9,5,3,9,0,3,3,57,3,16,11,14,10,21,3,10,3,97,9,36,25,19,14,45,14,27,0,186,9,35,26,26,21,31,16,25,3,200,9,22,42,20,16,37,3,36,0,189,0,38,37,21,30,41,14,47,4,233,7,44,27,13,37,35,16,46,4,233,9,33,34,32,19,49,21,42,0,244,4,48,35,23,18,39,12,30,4,211,5,58,40,10,11,15,3,16,0,152,0,32,25,4,4,4,0,7,0,82
LGA53570,0,0,0,0,0,7,3,9,0,24,0,5,0,0,3,5,0,15,0,32,3,0,3,5,3,0,0,12,0,25,0,4,0,0,0,0,0,7,0,21,0,3,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,3,0,9,0,6,7,0,0,3,0,0,0,10,3,21,13,9,11,33,10,81,4,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,6,0,0,0,0,3,7,0,15,0,4,0,0,0,0,3,9,0,18,0,5,0,0,0,0,0,8,0,18,0,3,3,5,0,7,0,6,0,20,0,4,4,0,3,0,0,11,0,30,0,8,0,0,10,4,0,7,0,34,0,8,0,0,3,0,0,13,0,28,3,6,4,0,0,6,0,4,0,31,0,0,4,0,5,3,0,5,0,21
LGA53640,0,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,8,0,12,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,11,4,6,5,10,7,36,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,7,0,11,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,10,0,16,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,7,7,21,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,0,0,0,8,0,6,0,0,0,4,0,6,0,12,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4
LGA53780,0,18,26,28,37,55,24,75,0,252,6,17,25,15,19,52,16,80,3,236,5,17,22,13,24,41,14,61,4,203,0,22,26,11,21,29,12,48,3,174,0,21,10,6,14,26,10,31,0,115,5,11,8,9,6,13,5,8,0,61,0,8,7,4,0,3,0,3,0,23,31,189,206,146,211,437,145,534,23,1924,0,12,0,0,0,0,0,0,0,22,3,23,17,9,4,10,0,0,0,57,5,30,28,10,10,33,7,19,8,145,3,42,39,19,18,46,10,20,9,208,3,72,57,32,36,62,15,44,7,343,3,62,53,33,24,51,19,54,0,304,3,59,45,39,35,43,15,48,3,281,8,43,37,18,36,47,21,59,0,262,0,45,39,24,23,41,22,50,7,251,0,50,35,23,7,36,13,36,0,209,4,40,33,13,10,20,9,14,0,140,3,25,16,3,5,5,0,5,0,64
LGA53800,9,14,3,11,11,22,16,58,6,154,3,12,11,13,10,28,6,65,6,143,0,13,4,0,0,37,14,63,0,135,6,10,11,9,3,20,12,38,0,117,3,10,16,3,4,9,8,16,0,70,0,4,8,0,3,0,0,6,0,23,0,3,10,0,0,4,0,3,3,29,27,84,90,67,66,174,77,366,14,951,0,0,3,0,0,0,0,0,0,3,0,9,4,0,4,7,0,10,0,27,0,16,0,5,11,12,3,10,0,51,8,11,8,7,0,11,8,17,0,64,0,5,22,18,12,9,8,18,0,94,0,8,12,14,14,19,9,30,0,102,0,17,16,15,16,12,11,35,0,127,5,26,22,16,12,17,14,49,0,165,8,20,13,21,15,28,9,46,0,161,6,21,29,14,10,22,8,36,0,148,3,19,22,7,5,14,5,15,0,92,0,10,0,3,3,9,3,3,0,36
LGA53920,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA53990,0,6,0,0,6,12,3,10,0,39,0,3,6,0,3,18,4,25,0,58,3,8,5,4,4,9,7,19,0,54,4,3,3,0,3,6,3,22,0,47,3,0,4,5,0,4,0,5,0,28,4,0,6,4,0,6,5,0,0,17,0,3,4,0,0,0,0,0,0,13,12,35,38,28,29,75,21,122,7,369,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,3,4,7,0,6,9,0,6,0,32,0,3,7,4,7,3,0,13,0,45,0,18,8,4,0,18,0,8,3,65,0,7,12,0,0,12,3,9,0,48,4,18,9,9,5,11,0,9,4,62,0,6,9,6,13,10,6,15,0,74,0,16,5,4,6,8,3,22,0,73,6,15,17,7,8,8,0,22,0,76,0,11,9,5,0,3,0,10,0,48,0,13,0,3,0,5,0,3,0,29
LGA54060,0,0,0,0,0,0,0,3,0,11,6,0,0,0,0,0,0,12,0,19,5,3,0,0,0,4,0,6,0,17,0,3,3,0,0,0,0,5,0,12,0,0,0,0,0,6,0,4,0,10,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,13,15,11,5,3,20,6,41,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,3,0,0,4,0,12,0,0,0,0,3,0,0,3,0,14,0,0,0,3,0,4,4,4,0,19,0,4,0,0,0,4,3,6,0,11,0,6,5,0,0,7,0,0,0,21,0,4,0,4,0,4,5,0,0,20,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,5,0,6
LGA54130,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,3,0,6,3,0,0,0,0,0,0,6,0,10,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,4,6,3,13,5,28,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,3,0,13,0,0,4,0,0,8,0,5,0,11,0,0,0,0,0,0,0,4,0,8,0,0,0,7,0,4,0,6,0,16,0,0,0,0,0,4,0,10,0,15,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,3,9
