POW_LGA_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA52450,0,0,0,20,4,0,0,0,0,6,0,0,0,0,0,5,7,0,0,0,0,13,7,0,0,0,0,16,12,0,0,0,0,12,4,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,86,3,6,5,0,97,3,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,7,0,0,0,0,7,11,0,0,0,0,13,15,0,0,0,0,19,9,3,0,0,0,13,10,0,0,3,0,17,11,0,3,0,0,12,12,0,3,4,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,87,8,9,16,0,119,6,0,0,0,0,13,0,0,0,0,0,3,182,12,17,15,0,231,20,0,0,0,0,20,34,0,0,0,0,35,51,9,0,0,0,54,25,7,0,0,0,31,25,4,0,0
LGA52520,0,0,0,16,14,0,0,0,0,14,13,0,0,0,0,15,13,0,0,0,0,14,12,0,0,0,0,13,15,0,0,0,0,15,11,5,5,4,0,25,3,0,0,4,0,12,4,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,120,11,8,7,0,150,6,0,0,0,0,6,5,0,0,0,0,7,12,0,0,0,0,11,20,0,3,0,0,22,18,0,0,0,0,22,15,0,0,0,0,18,11,0,0,0,0,14,4,4,0,0,0,14,12,0,0,0,0,8,6,0,3,3,0,9,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,117,14,15,5,0,150,6,0,0,0,0,9,3,0,0,0,0,10,245,23,20,20,0,312,15,0,0,0,0,15,38,5,0,0,0,40,47,3,6,4,0,61,32,9,8,3,0,51,34,8,3,0
LGA52590,0,0,0,44,26,0,4,0,0,32,25,0,6,0,0,29,26,0,0,0,0,28,26,5,5,0,0,38,24,0,4,0,0,34,28,3,8,9,0,46,18,5,3,5,0,34,0,5,5,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,249,20,32,17,0,321,19,0,0,0,0,19,14,0,0,0,0,14,15,0,7,0,0,24,26,0,0,0,0,30,32,0,4,0,0,41,25,5,3,0,0,30,27,5,3,0,0,36,14,0,0,0,0,20,34,0,3,4,0,46,30,3,4,3,0,38,11,0,4,7,0,21,11,0,0,3,0,14,3,0,0,3,0,8,265,19,38,19,0,339,28,0,6,4,0,40,8,3,0,3,3,15,552,44,73,40,4,717,29,0,0,0,0,32,68,0,0,0,0,69,100,5,5,0,0,108,89,3,4,0,0,102,89,4,8,3
LGA52660,0,0,0,60,60,0,5,0,0,67,56,0,4,0,0,65,57,3,3,0,0,68,80,6,10,0,0,92,68,4,8,5,0,83,61,4,0,0,0,72,35,0,3,0,0,38,3,0,0,4,0,11,3,0,0,0,0,3,0,0,0,0,0,0,563,27,38,7,4,646,194,0,0,0,0,200,73,0,0,0,0,71,59,0,4,0,0,66,106,0,10,3,0,116,124,3,18,4,0,147,107,4,19,3,0,130,96,0,7,0,6,109,97,0,16,0,0,118,88,0,10,0,0,96,72,5,9,0,0,88,30,0,8,7,0,50,12,0,5,0,4,26,3,0,0,5,0,9,1058,25,101,32,9,1223,80,5,9,4,3,98,16,0,3,4,0,25,1730,53,153,49,22,1993,67,0,0,0,0,67,145,0,4,0,0,150,150,3,14,0,0,170,168,19,11,0,0,199,155,13,10,3
LGA52730,4,0,0,22,19,0,5,0,0,25,34,5,9,0,0,45,37,9,7,4,0,49,32,3,10,6,0,52,38,9,13,0,0,61,28,3,15,0,0,48,16,0,5,0,0,26,0,0,3,0,0,5,0,0,4,3,0,8,0,0,0,0,0,0,246,39,61,19,4,365,48,0,0,0,0,50,17,0,0,0,0,17,20,0,6,0,0,21,39,3,7,4,0,49,37,4,12,4,0,53,46,8,9,5,0,67,55,4,21,0,0,73,56,0,7,3,4,72,52,8,15,9,0,80,51,0,6,8,0,65,17,0,8,7,0,35,9,0,4,4,0,18,0,0,7,3,0,9,441,32,100,46,5,623,45,3,12,3,0,65,15,0,3,6,4,28,748,70,175,73,11,1075,22,0,0,0,0,22,44,0,0,0,0,44,42,0,4,0,0,46,49,9,13,0,0,71,67,16,17,0
LGA52800,0,0,0,106,105,4,0,0,0,103,84,0,4,0,0,86,60,0,5,0,0,64,76,0,0,0,0,76,77,0,0,0,0,77,72,0,3,0,0,79,60,0,0,0,0,66,23,4,4,0,0,31,11,0,0,0,0,7,0,0,0,0,0,0,757,12,21,0,3,789,17,0,0,0,0,17,27,0,0,0,0,31,29,0,0,0,0,29,42,0,0,0,0,42,31,0,0,0,0,25,24,0,0,0,0,24,13,0,0,0,0,9,25,0,0,0,0,25,11,0,0,0,0,18,19,3,0,0,0,16,11,3,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,240,9,6,10,4,265,66,0,0,0,0,67,29,0,0,0,3,30,1087,17,26,10,11,1154,32,0,0,0,0,31,143,0,5,0,6,144,239,0,0,0,0,242,256,7,0,0,0,266,183,4,3,0
LGA52870,0,0,0,19,30,0,0,0,0,36,21,3,7,0,0,28,26,0,0,0,0,31,32,7,7,3,0,49,29,5,9,0,0,40,24,4,4,9,0,46,30,6,5,0,0,41,0,0,3,5,0,12,0,0,4,0,0,4,0,0,0,0,0,8,243,30,43,20,3,347,50,0,0,0,0,49,19,0,0,0,0,25,17,0,4,0,0,24,24,0,3,0,0,30,42,4,7,5,0,60,36,4,9,3,0,38,46,3,8,0,0,58,45,4,0,8,0,58,37,0,9,3,0,48,53,7,7,7,0,65,8,6,8,7,0,31,6,0,3,3,0,18,3,0,0,0,0,8,392,22,58,39,0,517,31,0,6,4,0,41,7,0,0,4,3,17,674,56,112,71,5,920,28,0,0,0,0,32,51,0,3,0,0,55,51,4,3,0,0,64,82,6,9,0,0,100,65,15,17,0
LGA52940,0,0,0,5,3,0,0,0,0,3,4,4,0,0,0,3,4,0,0,0,0,5,9,0,0,0,0,8,3,0,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,5,3,0,51,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,5,0,0,0,0,6,9,0,0,0,0,14,0,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,4,5,0,3,0,0,11,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,5,48,6,10,5,0,68,0,0,3,0,0,4,0,0,0,0,0,0,81,14,18,11,3,128,4,0,0,0,0,4,13,0,0,0,0,12,13,0,0,0,0,11,7,0,6,0,0,15,8,3,3,0
LGA53010,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,4,0,0,0,3,5,3,4,0,0,11,5,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,8,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,13,3,0,0,0,0,5,3,0,0,0,0,3,3,0,3,0,0,8,4,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,12,8,3,0,54,9,0,4,0,0,11,0,0,0,4,0,3,60,19,15,22,4,121,0,0,0,0,0,0,5,0,0,0,0,10,16,0,0,0,0,18,13,6,4,0,0,21,8,9,6,3
LGA53080,0,0,0,14,21,0,0,0,0,21,8,0,0,0,0,8,21,0,0,0,0,21,16,0,0,0,0,16,14,0,0,0,0,10,12,0,0,0,0,12,10,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,0,3,0,0,126,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,46,13,0,0,0,0,18,12,0,0,0,0,9,184,5,8,3,0,199,5,0,0,0,0,9,33,0,0,0,0,34,51,0,0,0,0,51,63,0,0,0,0,63,49,0,0,0
LGA53150,4,0,0,63,56,0,0,0,0,57,30,4,0,0,0,35,36,3,3,0,0,49,41,8,9,0,0,65,48,7,10,0,0,68,28,12,9,0,0,41,19,7,3,0,0,30,4,5,0,0,0,9,0,0,3,0,0,6,0,0,0,0,0,0,384,42,43,3,0,477,74,0,0,5,0,77,97,0,8,0,0,104,51,5,6,0,0,55,47,5,7,0,0,56,49,3,12,0,0,66,46,5,19,0,0,72,35,7,16,0,0,63,40,11,13,4,0,74,44,0,4,5,0,53,33,7,9,0,0,49,17,0,10,4,0,29,0,4,5,0,0,10,0,0,4,0,0,8,537,51,93,17,3,707,45,0,9,0,0,52,10,0,0,0,0,17,980,101,145,23,3,1250,13,0,0,0,0,13,80,0,3,0,0,81,105,0,6,0,0,110,112,7,9,0,0,128,90,10,10,0
LGA53220,0,0,0,510,427,5,9,0,0,436,311,5,0,0,0,320,263,6,0,0,0,267,264,0,4,0,0,269,260,3,0,0,0,258,202,0,0,0,3,203,109,0,0,0,0,114,25,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,2724,19,10,3,9,2768,40,0,0,0,0,45,50,0,0,0,0,52,61,0,7,0,0,67,91,0,7,0,0,97,71,0,5,0,0,71,68,0,3,0,0,70,29,0,0,0,0,39,46,0,5,0,0,46,14,0,0,0,0,21,26,0,0,0,0,27,6,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,514,10,27,8,3,555,399,0,0,0,0,401,86,0,0,0,11,101,3723,24,37,16,31,3826,107,0,0,0,0,107,810,0,5,0,5,823,1631,3,3,0,7,1640,2002,17,10,3,7,2033,1902,25,6,0
LGA53290,3,0,0,134,74,3,9,4,0,86,91,10,3,3,0,110,104,9,10,4,4,136,124,15,27,6,6,184,119,17,20,5,0,166,106,14,20,8,0,147,61,7,11,7,3,94,33,5,6,4,0,42,5,3,0,6,0,13,4,0,0,3,0,6,1010,97,116,53,17,1282,121,0,0,0,0,125,94,0,0,0,0,92,65,3,5,5,6,84,125,10,14,13,0,166,140,9,15,7,0,175,111,10,12,9,0,140,116,5,13,8,0,143,115,6,11,12,0,146,116,8,16,6,5,150,73,3,19,6,0,105,48,4,7,6,0,61,4,0,9,8,0,17,6,0,4,0,5,18,1139,69,124,70,19,1424,157,17,18,4,5,197,30,3,4,3,12,54,2335,186,261,131,47,2957,159,0,0,0,0,158,325,0,0,0,5,329,325,8,13,6,4,360,238,31,27,5,3,309,294,41,35,11
LGA53360,0,0,0,62,53,0,7,0,0,59,22,7,5,0,0,39,44,5,0,0,0,55,41,5,0,0,0,43,30,8,4,0,0,40,34,4,0,0,0,36,14,5,0,0,0,18,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,349,36,33,0,3,421,30,0,0,0,0,32,36,0,0,0,0,33,44,0,4,0,0,50,42,0,4,0,0,45,46,0,3,0,0,54,22,9,4,0,0,33,31,4,7,0,0,38,21,4,0,0,0,27,17,5,0,0,0,22,20,0,3,3,0,23,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,303,19,25,10,7,357,35,0,0,0,5,39,11,3,0,0,4,19,701,59,57,13,13,841,34,0,0,0,0,34,76,0,5,0,0,81,117,0,8,0,0,129,122,8,7,0,0,140,95,20,12,0
LGA53430,14,0,0,739,699,27,39,0,0,760,589,43,24,4,0,666,592,40,27,3,0,664,632,58,50,3,0,743,641,66,56,0,3,759,589,53,45,8,0,703,366,20,25,7,3,416,112,9,8,3,0,139,14,0,5,0,0,29,0,0,0,0,0,4,5473,336,298,32,18,6156,663,0,8,0,0,671,806,0,27,3,0,839,511,6,22,3,5,547,542,18,53,11,0,626,641,24,61,9,4,742,603,41,61,5,0,709,559,43,63,10,0,669,508,31,61,12,0,609,432,24,50,4,4,514,435,34,73,12,0,548,219,18,53,12,0,300,83,14,27,4,5,133,24,4,14,3,0,47,6022,248,565,91,22,6949,573,14,43,0,4,643,126,0,13,5,6,152,12202,601,920,133,45,13895,230,0,0,0,0,231,983,3,16,0,0,1008,1553,29,49,3,0,1634,1725,123,96,3,6,1947,1603,162,94,13
LGA53570,0,0,0,65,61,0,3,0,0,64,35,0,0,0,0,38,30,0,6,0,0,46,38,7,3,7,0,47,48,9,6,0,0,65,42,7,0,0,0,50,15,8,3,13,0,39,6,0,3,6,0,13,0,0,0,0,0,3,0,0,0,0,0,0,381,36,32,34,5,482,25,0,0,0,0,25,17,0,0,0,0,17,45,0,0,0,0,52,40,0,4,6,0,48,32,3,4,3,0,40,32,0,3,6,0,39,26,0,0,0,0,36,36,0,4,0,0,45,35,8,3,4,0,50,26,0,7,8,0,43,13,0,6,3,0,21,3,0,0,8,0,10,0,4,4,0,0,8,334,21,54,36,3,446,33,0,7,8,0,52,11,0,0,3,4,19,754,62,87,75,15,993,29,0,0,3,0,27,84,3,0,0,0,91,151,4,3,0,0,161,138,11,12,0,0,154,93,6,7,4
LGA53640,0,0,0,7,5,0,0,0,0,12,6,0,0,4,0,11,7,0,0,4,0,12,4,0,6,0,0,14,8,5,3,0,0,16,9,0,4,4,0,18,4,0,0,0,0,11,4,0,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,77,8,17,13,0,115,0,0,0,0,0,0,4,0,0,0,0,4,11,0,4,0,0,12,14,0,0,5,0,27,5,0,0,0,0,11,13,0,0,0,0,12,12,0,0,0,0,15,8,0,0,0,0,12,5,3,4,0,0,7,9,0,0,0,0,10,4,0,4,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,84,11,13,10,0,119,12,0,0,0,0,17,0,0,0,0,0,3,169,24,34,25,0,257,8,0,0,0,0,8,32,0,0,0,0,33,26,9,4,0,0,36,31,5,5,0,0,50,23,6,0,4
LGA53710,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,7,7,0,0,0,0,6,0,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,5,6,0,6,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,3,7,3,3,64,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,4,6,0,0,0,0,6,12,0,4,0,0,18,9,0,3,0,0,14,4,4,6,0,0,11,9,0,0,0,0,6,10,0,3,0,0,16,4,0,0,0,0,4,4,0,0,7,3,6,0,0,0,0,0,3,0,0,0,0,0,3,64,9,14,9,3,94,3,0,0,0,0,13,0,0,0,0,0,0,118,9,19,12,5,166,4,0,0,0,0,4,7,0,5,0,0,8,9,0,0,0,0,12,7,3,0,0,0,12,9,5,6,0
LGA53780,13,0,0,633,559,20,31,3,0,616,563,23,44,3,4,637,547,33,47,6,0,636,611,43,38,0,0,698,631,45,46,10,4,734,510,33,32,3,3,585,304,26,19,0,0,346,121,6,11,5,0,143,21,6,7,0,0,26,4,0,0,0,0,5,5016,250,300,37,14,5617,726,0,7,6,0,742,658,3,24,3,4,683,498,3,35,9,0,549,541,28,59,18,3,652,675,40,100,20,5,840,657,43,87,15,6,806,579,29,72,19,3,712,539,34,49,4,0,628,452,32,51,16,8,559,368,24,52,7,0,454,194,15,30,14,0,253,65,7,15,11,0,96,25,3,12,5,0,44,5977,270,589,141,25,7010,507,10,20,4,11,552,153,3,19,12,15,195,11656,535,926,189,60,13368,395,0,3,0,0,400,1217,18,11,4,0,1249,1599,60,74,0,5,1736,1576,119,97,7,10,1808,1563,213,160,18
LGA53800,8,0,6,404,313,11,13,4,0,342,332,20,7,5,0,360,416,23,26,4,0,474,476,29,37,6,3,541,500,32,30,7,0,573,389,35,30,9,0,461,233,16,22,3,0,282,82,7,5,10,0,100,16,0,0,5,0,26,0,4,0,5,0,0,3585,177,199,60,10,4036,536,0,3,3,0,544,309,4,7,0,0,320,265,0,12,0,0,283,362,10,19,3,0,393,379,12,29,5,0,432,368,13,25,14,0,419,376,16,39,5,0,440,362,17,35,17,0,430,331,10,31,10,0,389,288,17,33,18,0,364,135,19,22,12,0,187,46,0,7,9,0,65,16,3,4,5,0,21,3776,133,270,100,12,4293,411,9,7,7,9,446,99,8,6,4,8,117,7874,325,489,174,38,8894,358,0,0,0,3,363,789,9,19,3,3,815,927,21,39,5,0,993,866,38,32,6,0,944,879,79,53,13
LGA53920,0,0,0,50,38,0,0,0,0,38,25,0,0,0,0,30,22,0,0,0,0,27,27,0,0,0,0,33,35,0,0,0,0,36,44,0,3,0,0,45,17,0,0,0,0,16,13,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,329,3,5,0,3,339,5,0,0,0,0,5,12,0,0,0,0,16,13,0,0,0,0,13,14,0,0,0,0,14,18,0,0,0,0,18,12,0,0,0,0,10,9,0,0,0,0,10,14,0,0,0,0,14,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,115,0,0,0,5,121,27,0,5,0,0,30,17,0,0,0,6,23,491,7,10,3,11,514,26,0,0,0,0,26,60,0,0,0,0,60,102,0,0,0,0,102,96,0,0,0,0,96,75,4,0,0
LGA53990,5,0,0,176,146,3,10,0,3,160,139,9,14,3,0,172,159,0,5,4,0,174,170,11,3,6,0,192,145,7,19,0,0,173,141,8,13,3,0,174,72,7,11,0,0,87,10,5,0,5,0,25,5,0,6,0,0,0,0,0,0,0,0,0,1337,64,95,23,7,1525,218,0,0,0,0,221,89,0,4,0,0,93,126,0,11,3,0,138,144,0,15,10,0,171,199,6,22,10,0,236,182,17,12,0,0,213,167,7,26,0,0,201,186,10,14,5,0,219,137,10,20,10,0,173,106,5,13,7,0,137,39,7,10,10,0,68,10,5,5,6,0,24,5,0,7,3,0,13,1600,63,166,58,8,1893,137,9,20,4,0,168,46,4,0,0,3,58,3119,130,282,92,22,3648,142,0,0,0,0,142,370,0,7,0,0,380,465,9,20,0,0,491,497,18,21,0,3,539,520,38,36,8
LGA54060,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17,20,0,3,0,0,25,27,3,4,0,0,28,21,4,0,0,0,33,23,4,9,0,0,32,12,3,6,0,0,20,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,155,16,23,3,3,201,39,0,0,0,0,38,12,0,0,0,0,12,15,0,0,0,0,11,15,0,3,0,0,19,18,0,7,0,0,27,18,0,3,0,0,27,25,0,6,0,0,32,24,3,8,0,0,36,31,3,5,0,0,44,27,3,6,0,0,29,8,0,4,5,3,18,0,0,0,6,0,10,0,0,0,5,0,10,243,17,34,17,0,314,19,9,0,0,0,28,12,0,0,4,0,17,432,45,59,21,11,563,13,0,0,0,0,13,36,0,0,0,0,41,31,0,0,0,0,29,20,6,0,0,0,28,42,0,3,0
LGA54130,0,0,0,12,5,0,0,0,0,7,10,0,3,0,0,18,4,4,0,0,0,18,3,3,0,0,0,10,13,0,5,0,0,16,10,3,3,0,0,13,4,4,0,3,0,7,6,0,5,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,79,17,15,12,3,118,0,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,11,10,3,0,4,0,11,10,0,4,0,0,15,0,0,0,3,0,4,13,0,3,4,0,23,6,4,3,4,0,14,7,0,0,0,0,13,5,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,72,8,12,15,0,108,9,0,0,3,0,11,4,0,0,0,0,3,155,24,33,30,3,253,5,0,0,0,0,4,29,0,0,0,0,29,27,0,5,0,0,34,16,3,6,5,0,31,26,7,11,3
LGA54170,47,4,0,1372,1101,40,46,0,4,1189,953,61,71,3,0,1094,1037,77,74,4,0,1193,1323,89,107,13,5,1532,1396,92,110,8,10,1621,1110,86,79,9,3,1287,643,54,29,8,4,734,169,24,29,4,0,223,40,6,7,0,0,54,5,5,0,0,0,11,10212,544,625,63,28,11468,2535,5,12,4,6,2569,1938,0,35,7,5,1976,1018,11,72,7,0,1110,1224,38,147,21,3,1433,1494,75,195,34,4,1809,1479,79,210,43,6,1825,1537,77,189,38,4,1834,1504,68,194,22,8,1793,1359,80,148,29,5,1630,1103,76,146,30,4,1355,450,41,75,37,0,600,139,26,44,15,0,222,37,6,13,6,3,63,15823,585,1471,286,55,18220,1227,27,55,11,9,1332,277,10,18,13,12,334,27538,1165,2168,375,107,31355,414,0,4,0,3,425,1658,4,56,0,4,1717,2335,48,133,7,0,2526,2099,177,141,12,4,2430,1962,292,194,9
LGA54200,8,0,0,332,315,17,14,5,0,347,303,25,16,0,0,348,290,26,25,0,0,343,331,30,28,6,0,392,318,22,41,9,0,385,242,35,27,8,6,315,182,17,14,3,0,214,59,11,10,3,0,84,8,3,0,0,0,12,0,0,3,0,0,9,2640,189,198,34,13,3074,445,0,6,6,0,457,334,4,12,0,4,355,242,5,26,6,0,273,252,16,47,10,0,323,317,23,57,14,3,411,305,26,52,13,4,401,306,21,47,8,5,386,299,23,59,14,0,390,270,30,45,16,0,359,232,22,50,11,0,317,114,11,25,12,0,169,35,14,18,17,0,74,18,0,3,10,0,23,3162,192,458,127,13,3955,257,13,25,0,0,301,93,0,8,5,8,115,6151,403,681,165,40,7438,190,0,3,0,0,191,673,10,14,0,0,692,892,24,30,0,4,952,998,84,52,10,3,1152,972,104,92,7
