LGA_CODE_2021,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
LGA53800,12,163,20,197,5,105,25,140,14,167,62,246,22,130,52,202,18,137,32,184,21,104,12,138,10,89,9,117,110,897,214,1218,14,147,15,176,9,135,7,153,38,194,10,245,51,143,25,216,42,148,12,205,33,143,12,192,14,124,15,156,207,1042,95,1344,26,312,35,375,15,241,31,299,58,360,76,492,76,273,71,412,57,282,48,389,56,254,21,325,23,220,28,273,311,1937,306,2561
LGA53920,22,132,25,173,21,87,12,116,48,140,15,207,52,107,24,184,31,99,5,139,13,40,6,59,5,46,3,60,188,650,94,935,15,107,18,142,32,93,20,145,58,159,19,233,47,139,20,204,37,103,9,149,24,64,7,89,9,56,7,78,226,717,99,1038,33,238,40,311,53,180,27,258,105,299,35,435,97,242,47,388,67,204,21,288,35,98,16,154,23,101,16,137,414,1360,198,1972
LGA53990,0,48,0,50,0,28,0,32,8,48,5,57,5,33,0,36,0,29,3,31,0,23,0,30,0,14,0,14,19,225,11,254,0,41,4,45,7,26,0,34,6,40,0,39,13,42,0,56,9,31,0,38,9,24,0,32,3,18,3,19,41,211,9,264,0,91,8,94,3,55,0,62,13,85,4,100,19,76,0,90,9,61,0,72,14,47,0,62,3,26,3,29,63,441,18,523
LGA54060,0,5,0,11,0,4,0,7,0,3,0,4,0,4,0,11,3,4,0,6,4,0,0,3,4,0,0,9,14,32,0,43,0,9,0,9,0,6,0,6,0,3,0,3,3,3,0,10,0,4,0,4,3,11,0,18,0,4,0,7,5,50,0,59,0,17,0,16,0,10,0,10,0,7,0,9,7,12,0,16,0,8,0,13,5,18,0,16,3,8,0,13,15,80,4,100
LGA54130,0,4,0,4,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,4,0,4,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,5,0,3,0,3,0,8,0,8,0,24,0,27
LGA54170,0,69,0,69,3,45,0,46,4,86,3,93,7,67,3,80,16,51,3,72,7,43,0,50,9,34,0,39,50,400,13,462,4,55,0,61,0,41,0,43,9,66,5,83,18,70,0,85,13,47,0,68,6,37,0,47,8,25,6,39,67,353,17,429,11,125,0,135,5,87,0,94,21,153,4,182,25,136,3,170,30,104,6,144,16,86,0,103,16,60,5,79,116,748,26,891
LGA54200,6,76,8,84,3,41,0,48,6,80,0,87,0,67,5,75,3,43,3,52,6,30,0,43,6,17,0,24,33,358,15,405,7,70,3,73,6,55,0,63,12,77,5,92,12,58,0,76,16,55,8,75,8,35,0,43,0,32,0,34,60,379,14,456,11,142,13,162,8,98,0,106,22,153,4,173,17,129,6,143,21,99,9,130,12,65,0,85,8,49,0,58,92,734,38,862
LGA54280,0,68,22,86,7,73,38,118,5,142,69,210,8,73,56,136,14,79,35,126,9,68,10,83,5,38,3,47,42,544,229,814,0,84,12,100,5,59,3,72,12,110,19,136,14,86,23,128,13,82,15,112,14,60,8,82,3,51,10,69,71,536,93,701,0,155,30,188,11,131,42,186,17,246,82,346,27,159,80,268,29,161,53,240,20,129,21,170,12,91,13,115,117,1079,317,1517
LGA54310,3,112,8,131,6,103,28,135,18,161,63,242,13,136,42,201,13,110,24,146,11,60,10,83,4,36,4,41,72,721,186,982,8,86,7,105,7,78,0,82,24,163,8,201,18,124,9,154,27,109,8,147,10,61,0,77,17,42,3,54,106,664,48,822,16,202,21,238,14,174,28,222,40,327,78,443,34,266,55,354,36,221,35,288,25,123,14,159,15,73,8,98,177,1384,236,1801
LGA54340,4,17,3,23,0,10,0,15,0,18,0,17,0,16,0,15,0,15,5,20,0,16,0,18,0,13,0,13,7,98,7,115,0,19,3,25,0,11,4,14,0,25,0,31,3,6,0,10,3,19,0,25,6,11,0,12,0,19,0,19,16,105,13,138,6,33,5,49,4,24,4,29,5,45,0,52,10,24,0,30,3,35,4,43,5,23,0,30,0,29,0,33,27,211,16,253
LGA54410,0,5,0,7,0,3,0,3,0,0,0,4,0,7,0,7,0,7,0,7,0,3,0,4,3,3,0,10,4,27,7,38,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,7,0,12,0,0,0,4,0,3,0,5,4,20,5,26,0,6,3,7,0,3,0,3,0,0,0,4,3,3,0,12,0,13,0,14,3,7,0,12,0,8,0,16,6,48,6,65
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA54550,0,0,0,0,0,4,0,4,0,9,0,9,0,0,0,5,0,5,0,0,0,6,0,3,0,0,0,0,0,23,0,29,0,5,0,5,0,3,0,3,4,4,0,8,0,3,0,9,0,7,0,13,0,3,0,4,0,0,0,0,8,28,3,32,0,8,0,8,0,4,0,4,4,9,0,14,0,7,0,9,0,10,5,13,4,11,0,10,0,0,0,0,10,49,7,64
LGA54620,0,0,0,3,0,5,0,5,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,21,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,5,0,5,0,5,0,3,0,3,7,16,0,21,0,4,0,4,0,4,0,4,0,3,0,5,0,9,0,7,0,7,0,11,0,7,0,9,0,5,0,5,9,29,0,40
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,3,0,10,0,13
LGA54830,4,69,25,96,6,69,85,159,4,98,213,316,4,67,126,195,15,50,45,106,5,20,7,33,3,28,4,41,36,399,510,946,6,68,6,74,7,53,5,65,22,110,0,129,26,66,0,87,17,53,0,68,5,46,0,47,5,26,0,33,78,416,12,505,10,135,30,172,13,124,94,218,27,209,214,446,22,130,126,279,24,102,51,177,14,65,7,79,12,51,7,66,119,812,523,1451
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,16,0,18
LGA54970,0,13,0,16,0,17,0,17,0,22,0,22,0,17,0,23,3,16,0,18,0,18,0,18,0,4,0,4,9,107,0,114,0,10,0,16,0,8,0,8,7,22,0,31,0,20,0,25,0,20,0,23,5,11,0,16,0,13,0,13,13,108,3,123,0,28,4,29,0,24,0,24,7,43,0,51,0,40,0,42,3,41,0,45,3,27,0,32,0,16,0,16,19,216,6,243
LGA55040,0,8,0,8,0,6,0,6,0,12,0,11,0,4,0,7,0,5,0,4,0,3,0,3,0,6,0,3,5,39,0,44,0,5,0,3,0,5,0,5,0,4,0,5,3,10,0,12,0,8,0,10,0,6,0,8,0,5,0,4,5,48,0,57,0,12,0,10,0,12,0,12,0,15,0,19,6,13,0,19,3,16,0,19,0,10,3,16,0,11,0,13,13,90,4,101
LGA55110,16,115,8,145,14,77,0,89,21,138,11,170,14,99,12,116,17,72,3,97,19,64,3,85,8,57,4,67,104,621,46,761,9,119,15,137,18,96,3,115,24,150,4,182,26,92,7,127,34,75,5,116,21,66,0,85,7,58,5,73,143,654,40,842,27,238,22,282,26,173,9,209,46,286,14,347,38,183,15,243,49,152,12,212,46,129,6,180,13,112,11,136,249,1273,84,1605
LGA55180,0,20,0,19,4,19,0,24,0,6,0,8,3,11,0,10,3,12,0,14,0,11,0,13,0,3,0,3,15,83,0,99,0,22,5,19,0,8,0,9,0,7,0,12,3,11,0,12,0,11,0,17,4,18,0,17,3,5,0,11,12,82,5,97,4,34,3,39,3,32,0,33,5,17,0,21,5,20,0,27,6,28,0,34,4,30,0,33,3,10,0,10,25,166,4,201
LGA55250,3,12,8,23,3,12,0,16,5,22,3,30,3,12,3,17,0,13,6,14,5,21,3,30,0,4,3,10,16,101,28,143,3,20,4,26,6,16,9,30,4,20,5,26,3,18,3,27,3,14,7,27,0,17,5,24,0,10,0,20,24,119,34,177,7,33,11,45,8,33,10,46,10,43,14,59,10,33,12,46,6,30,10,44,3,36,10,52,0,18,9,27,43,220,58,321
LGA55320,0,54,7,59,3,42,0,44,3,57,4,69,4,43,0,49,8,24,3,35,10,29,0,39,3,16,0,20,32,265,12,310,3,43,9,54,3,35,5,47,5,57,9,69,11,43,5,58,16,27,0,41,16,27,3,51,3,19,0,24,57,255,33,343,3,100,11,114,10,78,3,90,8,111,11,128,18,84,4,105,18,54,6,76,23,58,9,90,11,36,0,46,93,523,42,656
LGA55390,0,4,0,3,0,3,0,3,4,8,0,13,5,7,0,8,3,8,0,8,0,0,0,0,0,6,0,6,12,30,0,45,0,3,0,3,0,0,0,0,0,4,0,5,4,3,0,5,8,8,0,10,0,3,0,7,0,5,0,5,14,27,0,38,0,3,0,3,0,11,0,11,4,13,0,19,8,7,0,19,5,9,0,17,0,7,0,12,0,8,0,8,21,60,0,82
LGA55460,0,11,0,12,0,4,0,3,0,7,0,9,0,4,0,7,5,3,0,9,0,11,0,11,3,3,0,9,9,45,4,67,0,4,0,5,0,4,0,10,0,9,0,9,0,9,0,8,5,9,0,8,3,4,0,6,0,4,0,4,10,38,4,53,0,17,0,18,3,10,0,15,3,18,6,21,4,12,0,17,8,13,0,18,3,15,3,17,3,5,0,9,22,81,10,115
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,14,0,14
LGA55600,0,14,0,14,0,12,3,13,0,9,0,13,0,12,0,10,0,12,0,14,6,17,0,20,0,7,0,10,0,78,8,90,0,13,0,13,0,13,0,13,0,20,0,17,0,12,0,14,0,17,0,21,0,5,3,10,0,16,0,15,13,86,7,104,0,28,0,28,0,24,4,28,0,31,0,35,0,21,6,22,0,26,0,31,9,21,3,30,0,19,3,24,17,168,15,196
LGA55670,0,3,0,3,0,6,0,6,0,3,0,4,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0,5,25,6,30,0,5,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,5,0,5,4,9,4,19,6,29,0,6,0,4,0,8,0,8,0,9,0,9,0,7,0,8,0,6,0,9,0,4,0,7,0,5,3,11,8,42,8,57
LGA55740,0,3,0,3,0,0,0,0,0,7,0,7,0,3,0,3,0,10,0,10,0,9,0,9,0,3,0,3,0,28,0,29,0,8,0,8,0,4,0,4,5,3,0,5,0,4,0,4,0,10,0,7,0,3,0,6,0,0,0,0,7,29,0,38,0,13,0,13,0,0,0,0,5,9,0,18,0,6,0,6,3,13,0,17,0,12,0,10,0,4,0,4,11,60,0,72
LGA55810,0,0,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,4,9,17,0,19,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,9,0,7,0,7,0,5,0,4,0,0,0,0,6,17,0,20,0,3,0,5,0,4,0,4,0,3,0,8,0,3,0,9,0,7,0,8,5,5,0,9,0,9,0,6,13,29,0,47
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,12,0,15
LGA55950,0,4,0,4,0,4,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,6,9,0,14,0,8,0,8,5,4,0,4,0,5,0,5,0,0,0,5,0,4,0,4,3,0,0,7,0,0,0,0,6,23,0,28
LGA56090,0,48,10,65,4,33,86,131,7,41,262,309,6,39,153,196,9,36,60,106,7,33,18,59,3,13,4,22,35,248,598,888,4,45,0,49,4,26,0,37,8,41,3,52,7,29,0,35,12,31,6,48,12,26,0,39,0,18,0,28,50,220,12,275,10,94,14,111,11,62,86,157,15,84,264,362,13,70,150,233,22,65,66,158,19,53,19,93,4,37,3,50,91,467,606,1163
LGA56160,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,5,0,6,0,3,0,3,0,0,0,0,0,14,3,17,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,8,0,11,0,3,0,3,0,0,0,3,4,19,7,28
LGA56230,3,32,0,30,0,28,0,27,3,16,0,22,8,23,0,30,0,15,4,17,0,20,0,20,0,10,0,15,14,145,5,163,4,31,3,31,0,11,0,11,3,22,0,23,5,26,0,27,3,17,0,21,6,14,0,23,4,15,0,22,21,135,5,165,6,62,0,69,0,39,0,46,8,41,0,46,13,45,0,59,3,33,0,41,8,33,0,44,3,28,0,31,33,286,9,330
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,4,0,4,0,6,0,6,0,15,0,18,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,11,0,17,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,8,0,8,0,4,0,8,6,28,3,32
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,11,0,10
LGA56460,0,7,0,10,0,11,0,6,7,9,0,10,4,10,0,17,0,15,0,19,0,7,0,11,0,11,4,14,11,66,7,81,0,20,3,25,0,11,0,11,0,11,0,15,4,13,0,9,3,13,0,18,3,11,0,15,0,8,0,11,10,78,3,94,0,26,5,32,0,18,0,18,3,18,0,24,6,22,0,26,6,28,0,30,0,15,4,18,0,23,4,19,21,150,12,174
LGA56580,0,0,0,0,0,6,0,6,0,11,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,19,0,19,0,9,0,9,0,3,0,8,0,5,0,5,0,0,0,4,3,3,0,3,0,0,0,3,0,0,0,0,3,22,0,29,0,7,0,7,0,9,0,14,0,13,0,13,0,6,0,6,3,6,0,10,0,0,0,3,0,0,0,0,3,46,0,56
LGA56620,9,51,9,69,0,43,0,52,10,60,3,81,12,62,11,82,4,50,10,66,0,25,5,31,0,24,0,26,49,313,38,405,4,44,17,60,11,30,7,48,10,80,8,97,13,66,9,87,10,65,7,78,4,45,6,53,4,34,3,37,54,358,51,468,15,95,25,135,14,78,5,97,26,141,11,181,30,125,15,174,16,119,13,148,10,71,8,83,3,56,8,63,106,676,92,876
LGA56730,3,38,4,48,4,23,4,25,0,23,0,27,0,22,3,30,4,21,0,27,0,23,0,31,8,11,5,20,28,171,15,211,5,30,3,36,0,11,4,19,5,33,0,40,3,30,0,37,4,28,3,32,12,38,0,50,5,26,0,28,37,188,13,243,5,66,4,83,4,35,4,43,13,56,3,74,9,51,7,59,12,50,3,62,11,67,5,85,7,36,6,50,62,362,34,452
LGA56790,0,6,0,4,0,10,0,10,4,13,0,13,0,6,0,6,0,8,0,12,0,10,0,10,0,10,0,6,9,51,3,57,0,0,0,0,0,6,0,8,0,4,0,6,11,0,0,8,3,3,0,7,4,6,0,9,0,10,0,14,16,40,5,54,0,8,0,16,0,7,0,14,7,20,0,18,11,7,0,19,5,14,0,22,4,13,0,12,0,17,4,20,20,91,3,121
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
LGA57000,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,4,0,4,0,5,0,3,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,12,0,15
LGA57080,3,19,0,24,0,33,0,34,0,35,0,37,3,25,4,26,0,16,4,20,0,13,0,10,0,6,3,14,15,143,9,163,8,24,0,29,5,37,0,44,7,30,0,39,0,10,3,13,0,16,0,17,8,3,3,12,0,5,4,8,22,133,6,164,8,45,0,58,9,69,0,75,8,64,0,75,4,35,4,40,0,29,4,36,4,14,0,23,0,11,3,18,38,273,20,326
LGA57140,0,4,0,4,0,3,0,3,0,6,0,6,3,5,0,3,0,3,0,8,0,7,0,7,0,4,0,4,5,25,0,34,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,3,0,4,0,3,4,6,0,9,0,6,0,6,5,33,0,36,0,7,0,7,0,3,0,3,0,11,0,15,4,4,0,8,0,8,0,9,4,12,0,19,0,10,0,10,6,59,0,68
LGA57210,0,9,0,8,0,3,0,3,0,4,0,3,0,4,5,12,0,10,0,11,4,6,0,8,0,11,0,11,5,50,4,59,0,15,0,14,0,0,0,0,0,8,0,7,0,10,0,12,4,13,0,12,0,12,3,13,5,3,0,6,6,57,3,69,0,26,6,26,0,3,0,5,0,13,3,13,0,17,5,22,3,20,0,20,3,13,7,19,5,13,0,21,13,107,13,129
LGA57280,10,122,14,144,8,91,10,105,22,193,17,233,14,142,13,174,10,122,12,146,7,82,9,103,3,51,0,57,80,811,74,963,6,103,11,126,15,86,9,108,29,188,15,233,33,125,13,164,22,128,12,168,20,103,10,134,6,78,5,90,125,814,75,1022,20,225,29,272,21,179,14,210,50,376,35,462,47,268,29,338,35,253,25,313,29,192,18,237,11,125,7,146,204,1626,154,1982
LGA57350,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,9,0,10,0,4,0,4,0,28,0,26,0,6,0,6,0,3,0,3,0,3,0,3,0,3,0,4,0,0,0,4,0,8,0,8,0,9,0,9,3,25,0,30,0,5,0,5,0,3,0,3,0,9,0,9,0,6,0,11,0,0,0,4,0,16,0,14,0,9,0,9,4,52,0,56
LGA57420,0,0,0,0,0,0,3,3,0,3,0,3,0,9,0,9,0,5,0,5,0,0,0,3,0,0,4,4,0,18,4,27,0,5,4,7,0,0,0,0,0,7,0,0,0,3,0,6,0,4,0,4,0,0,0,9,0,3,0,3,3,26,0,33,0,3,4,4,0,0,3,3,0,7,0,10,0,10,0,10,0,14,0,14,5,9,0,7,0,3,4,5,5,38,8,53
LGA57490,13,141,5,156,8,139,7,160,17,240,3,262,26,154,11,188,20,110,3,136,11,80,6,93,13,43,4,60,100,903,48,1054,20,147,4,167,18,132,6,154,39,218,9,271,33,153,3,193,47,108,0,156,19,87,0,108,11,44,11,76,184,891,42,1121,30,284,10,319,28,274,13,314,60,459,19,538,60,309,15,374,64,221,5,289,29,157,8,201,23,96,21,131,292,1795,85,2170
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,4,26,0,30,3,24,0,34,0,41,24,65,3,36,22,64,4,25,14,37,0,11,4,17,0,12,0,12,19,177,66,263,0,41,0,51,0,30,0,30,11,59,3,71,13,41,0,52,8,27,0,37,4,22,0,20,5,9,0,6,39,220,6,262,4,71,5,77,3,55,0,67,13,94,27,132,14,81,22,111,11,48,14,73,9,27,4,40,5,18,0,27,60,397,68,523
LGA57770,0,0,0,0,0,0,0,0,0,3,0,9,0,10,0,5,0,10,0,10,0,8,0,11,0,4,0,12,5,40,0,45,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,10,0,9,0,4,0,7,4,22,3,29,0,4,0,4,0,0,0,0,0,7,0,10,0,10,0,9,0,15,0,13,0,15,0,15,3,7,0,14,7,56,3,74
LGA57840,0,54,14,67,5,27,0,34,8,32,0,45,0,18,0,18,0,29,4,33,0,18,0,19,0,14,4,17,11,187,26,230,0,36,4,40,0,22,0,21,8,46,0,59,3,13,6,18,5,29,4,37,0,15,0,26,3,9,0,15,25,171,22,220,0,89,17,112,7,53,0,55,16,78,7,96,7,28,4,36,5,57,5,74,0,34,3,44,3,17,6,30,46,358,49,450
LGA57910,11,102,7,121,4,116,3,125,17,186,3,210,20,101,8,126,17,99,7,126,12,86,9,98,7,47,5,60,93,746,31,868,5,91,3,104,10,110,0,126,39,190,5,233,31,146,5,184,42,132,3,176,31,92,0,123,12,66,6,88,178,823,37,1030,22,192,9,226,24,226,8,254,57,374,12,440,51,246,7,309,60,234,13,302,37,173,8,216,22,118,12,150,269,1566,65,1896
LGA57980,0,0,0,0,0,6,0,14,0,5,5,6,0,9,0,9,4,3,0,9,0,3,0,9,0,4,0,0,3,38,5,47,0,4,0,4,0,8,0,8,0,13,0,13,0,5,0,7,3,4,0,4,0,3,0,3,0,0,0,3,8,42,0,49,0,3,0,3,0,15,0,14,0,18,5,22,0,14,0,18,5,7,0,17,3,6,0,11,0,3,0,4,13,74,0,95
LGA58050,8,229,16,261,12,179,7,201,24,330,9,366,25,228,8,257,25,180,9,214,21,121,17,152,10,64,7,80,125,1333,74,1535,17,224,15,254,14,177,26,218,68,343,73,488,49,194,40,289,52,177,21,250,39,131,9,180,14,99,10,117,256,1336,193,1786,26,456,29,511,27,353,33,421,95,676,86,857,74,422,50,544,72,357,31,463,60,250,24,331,22,156,15,196,380,2668,268,3322
LGA58190,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,3,11,0,17,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,3,0,3,0,5,6,20,0,23
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,16,0,13,0,0,0,0,0,3,0,3,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,0,14,0,14,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,4,0,0,0,0,0,3,0,3,0,3,0,3,0,26,0,27
