POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,113,232,131,86,88,24,9,692,23,25,8,12,11,3,4,85,10,15,13,6,4,6,0,44,243,486,334,227,289,84,42,1702,9,20,12,4,9,3,0,65,8,25,13,9,12,4,0,74,20,48,26,14,19,5,0,140,262,536,360,240,308,95,38,1845,234,232,134,67,79,15,7,759,3,7,3,0,0,0,0,23,502,772,494,312,394,102,46,2626
POA6070,0,6,6,9,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,20,4,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,20,4,4,66,4,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,5,19,13,14,20,7,0,88
POA6071,0,7,9,3,6,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,8,13,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,8,11,16,8,13,8,3,71,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,16,20,8,16,8,3,74
POA6072,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,17
POA6073,3,8,17,9,6,0,0,44,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,10,12,26,18,12,4,5,84,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,10,22,18,12,4,5,81,6,5,3,0,6,0,0,17,0,0,0,0,0,0,0,0,14,17,25,18,18,3,5,105
POA6074,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,9,0,0,26,0,4,6,0,3,0,0,7,0,0,0,0,0,0,0,0,3,8,7,0,5,0,0,32
POA6076,32,67,57,20,22,13,4,212,5,0,4,0,0,4,0,7,0,0,0,4,3,0,0,10,43,116,110,64,76,33,24,470,0,0,4,4,0,0,0,6,3,9,3,3,0,0,0,22,3,7,9,7,0,0,0,28,45,125,118,69,84,33,24,495,28,40,33,15,16,6,4,138,0,0,0,0,0,0,0,4,72,170,150,85,102,37,26,639
POA6077,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,3,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,8,10,0,0,4,0,0,24
POA6078,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,18,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,10,4,8,0,0,0,23
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,4,7,7,8,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,17,14,18,5,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,8,10,15,20,14,25,5,0,91,12,9,3,8,6,0,0,32,0,4,0,0,0,0,0,4,17,32,22,23,24,4,0,128
POA6082,0,14,11,7,5,0,0,51,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,8,5,20,32,14,27,8,3,101,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,5,21,32,18,27,8,3,109,7,8,13,5,8,0,0,41,0,0,0,0,0,0,0,0,16,34,43,22,30,8,3,152
POA6083,0,9,8,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,9,11,9,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,14,9,11,9,0,4,50,11,8,0,0,3,0,0,31,0,0,0,0,0,0,0,0,18,21,12,12,10,0,4,81
POA6084,11,28,16,12,16,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,62,46,29,42,6,3,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,17,64,46,26,44,8,3,212,35,36,25,14,15,4,0,120,0,3,0,0,0,0,0,4,51,102,70,44,53,14,5,338
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,20,32,16,12,13,6,3,110,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,6,29,71,38,38,45,28,22,273,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,5,4,3,0,0,0,0,16,33,72,43,36,44,26,22,288,10,9,8,4,8,7,4,57,0,0,0,0,0,0,0,0,44,87,46,45,54,32,25,344
POA6101,22,39,24,17,18,9,7,141,3,4,0,0,5,0,0,11,0,0,0,0,0,0,0,0,37,78,46,36,64,25,22,312,0,0,0,0,3,0,5,12,0,3,3,0,0,0,0,11,7,5,8,0,0,0,5,23,39,82,54,40,66,25,21,329,27,33,30,16,11,11,3,141,0,0,0,0,0,0,0,0,75,119,81,54,83,38,28,478
POA6102,16,31,16,18,14,0,3,108,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,10,35,67,38,31,50,21,16,253,0,0,0,0,0,0,3,7,5,7,7,5,7,0,0,25,4,9,6,4,7,0,3,33,41,78,39,36,51,24,19,283,35,27,26,12,15,11,3,127,12,0,0,0,0,0,0,13,82,110,65,47,64,31,17,424
POA6103,13,24,20,13,11,0,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,34,24,28,13,11,171,0,0,0,4,4,0,0,11,5,9,5,3,7,0,0,30,5,9,3,7,5,0,0,35,24,55,40,28,39,11,13,204,26,20,12,14,6,0,0,88,0,0,0,0,0,0,0,0,52,80,56,43,39,14,16,290
POA6104,16,38,20,19,16,10,9,126,0,5,6,3,3,0,0,12,0,3,0,0,5,0,0,3,39,76,53,41,64,17,17,317,0,3,9,5,4,0,0,21,4,15,3,3,5,0,0,35,5,17,10,8,9,4,0,54,48,92,65,48,73,25,19,377,60,60,16,21,17,4,4,184,0,0,0,0,0,0,0,5,108,153,85,76,91,30,21,559
POA6105,31,27,27,17,28,15,7,158,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,4,52,68,70,53,66,28,17,354,3,11,7,3,6,0,0,29,6,3,5,7,7,0,0,30,5,13,9,12,14,0,0,57,59,83,77,61,83,24,17,411,61,72,32,28,25,10,8,245,0,3,0,4,0,0,0,5,124,161,112,89,104,42,27,663
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,49,110,70,56,70,21,22,400,4,13,7,6,9,0,0,40,3,0,0,0,4,0,3,17,120,202,169,139,190,78,59,951,10,12,13,9,7,0,5,48,9,15,14,11,8,0,0,56,14,30,25,13,19,6,9,108,140,229,185,157,203,79,61,1055,178,138,92,57,66,29,12,568,15,10,6,4,5,0,0,34,325,374,285,215,276,107,74,1662
POA6108,24,77,57,34,47,12,9,260,6,7,7,0,0,0,0,21,0,4,5,3,4,0,0,16,61,135,104,73,107,39,29,553,5,13,7,6,3,0,5,35,16,18,7,5,8,3,0,61,17,29,21,12,9,5,5,100,82,162,124,86,117,44,30,649,93,99,58,24,35,15,9,345,5,9,3,0,0,0,0,14,178,276,180,115,149,59,42,1001
POA6109,21,41,26,24,21,11,4,145,3,0,0,0,0,0,0,9,3,0,0,0,3,0,0,11,37,76,39,46,58,15,14,280,0,7,4,0,0,0,0,15,5,7,3,7,4,0,0,27,5,17,7,7,9,6,0,37,38,93,50,49,62,15,12,319,76,70,32,29,26,6,6,252,4,0,0,0,0,0,6,9,125,165,83,78,90,27,21,584
POA6110,87,177,118,79,90,30,13,585,7,15,9,8,10,0,0,53,3,3,5,4,3,0,3,21,146,323,239,167,220,72,46,1222,21,23,14,7,11,0,0,81,20,54,15,10,4,0,0,110,44,77,33,18,17,0,3,190,187,404,274,186,240,72,55,1414,291,236,122,96,59,26,17,842,10,10,10,10,3,0,0,45,491,649,405,292,300,96,71,2304
POA6111,40,76,44,45,44,13,7,273,10,6,0,3,3,0,3,19,0,0,0,0,0,0,0,9,74,152,127,104,137,32,24,656,13,13,3,9,10,3,0,48,10,19,16,5,5,0,0,50,22,30,17,13,14,3,0,102,95,184,149,118,150,39,29,757,121,117,79,63,39,8,7,436,3,3,5,4,0,0,0,11,216,302,231,184,193,38,34,1203
POA6112,135,239,159,124,130,35,22,850,20,7,9,12,9,3,0,68,8,10,4,6,17,0,0,47,282,496,362,283,332,95,56,1905,16,25,22,20,17,9,0,105,35,63,27,14,17,0,0,162,49,87,54,35,31,13,0,266,333,585,411,318,361,97,60,2171,412,371,205,127,100,22,16,1259,5,13,4,8,5,0,0,39,752,973,622,456,460,123,75,3466
POA6121,4,6,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,5,9,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,5,9,0,3,46,4,3,5,4,0,0,6,15,0,0,0,0,0,0,0,0,12,10,15,9,13,0,4,61
POA6122,60,124,57,34,51,9,0,336,10,10,7,7,0,0,0,28,0,3,0,0,0,0,0,13,118,223,130,98,97,21,12,699,3,12,3,4,0,0,0,31,7,17,5,0,8,0,0,37,16,25,16,8,9,3,0,70,127,250,144,108,104,22,12,763,122,87,45,23,20,3,0,311,4,0,0,0,0,0,0,6,258,343,187,128,129,26,15,1081
POA6123,5,10,7,4,3,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,22,12,9,9,0,0,65,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,19,21,12,9,11,5,0,78,16,16,8,0,0,0,0,41,0,0,0,0,0,0,0,0,29,32,25,11,10,5,0,115
POA6124,5,8,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,8,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,8,3,3,0,35,6,7,6,0,0,0,0,14,0,0,0,0,0,0,0,0,13,15,10,6,7,3,0,52
POA6125,9,8,5,7,6,0,0,34,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,14,19,10,9,14,0,0,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,14,7,17,0,0,60,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,13,22,11,10,17,0,0,75
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,20,45,29,21,25,9,9,157,3,9,0,0,0,3,0,18,0,0,4,0,0,0,0,8,44,92,61,51,51,26,13,342,0,4,4,4,6,0,0,22,0,8,4,0,6,0,0,22,3,12,9,7,12,0,0,43,51,101,71,56,68,28,13,383,51,64,33,23,26,12,15,226,0,0,3,0,0,0,0,9,105,163,109,76,96,44,26,620
POA6148,11,46,53,34,41,20,20,218,6,4,3,5,5,0,0,14,0,0,0,0,0,0,0,8,25,78,98,68,104,50,34,455,0,4,0,0,5,0,0,15,0,3,0,0,0,0,0,14,0,5,0,4,12,0,4,24,30,86,100,74,117,53,35,483,29,36,28,27,36,15,8,176,0,0,0,0,0,0,0,0,61,120,129,93,149,65,40,656
POA6149,12,24,32,22,19,5,4,135,6,0,0,4,4,0,0,15,0,0,0,0,0,0,0,3,31,69,87,64,88,29,23,392,0,0,6,0,0,0,0,5,0,5,8,0,3,0,0,19,0,6,10,4,4,0,0,23,35,74,92,68,95,33,24,417,16,14,16,18,10,9,11,93,0,0,0,0,0,0,0,0,46,90,115,84,107,40,31,512
POA6150,13,19,15,19,32,12,9,118,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,28,43,37,63,36,13,234,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,5,0,0,0,12,14,37,47,42,60,35,13,242,20,15,6,11,8,8,7,79,0,0,0,0,0,0,0,0,41,46,48,50,73,46,21,322
POA6151,13,41,33,13,21,18,8,141,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,34,59,66,32,45,35,25,297,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,6,3,0,3,0,4,0,0,11,32,59,70,35,52,37,25,309,18,25,12,12,20,4,4,103,0,0,0,0,0,0,0,5,51,85,83,47,73,41,29,413
POA6152,25,38,39,19,26,25,7,179,4,7,0,0,0,0,0,11,0,0,0,3,3,0,0,5,53,94,78,64,82,57,32,467,0,4,0,7,0,0,5,20,0,4,7,4,0,0,0,11,0,8,6,12,0,0,5,31,54,104,86,72,86,61,39,503,39,61,38,21,27,11,16,209,0,0,0,0,0,0,0,5,95,172,125,96,109,75,54,718
POA6153,17,56,40,29,38,19,15,211,3,0,0,0,6,0,0,10,0,8,0,0,0,0,0,7,34,115,80,69,99,48,29,476,0,0,4,0,3,5,0,13,0,4,5,0,4,0,0,20,8,5,11,3,6,5,0,34,35,119,93,73,100,50,28,511,22,25,23,12,20,10,5,114,0,0,3,6,3,0,0,12,62,146,118,90,126,64,34,635
POA6154,9,27,27,24,15,13,0,122,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,13,51,50,52,67,43,14,292,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,51,50,53,67,43,14,299,4,15,6,14,8,0,6,56,0,0,0,0,0,0,0,0,14,67,62,67,73,43,13,351
POA6155,44,118,101,90,128,66,25,579,7,9,5,0,9,0,0,39,0,4,5,3,9,8,0,22,100,252,222,191,313,153,94,1320,4,4,5,3,4,0,0,27,7,21,3,11,12,0,0,50,8,22,8,13,16,3,3,78,107,274,231,205,327,150,94,1404,67,85,76,46,65,21,20,376,7,5,4,0,0,5,0,11,179,367,309,253,398,178,114,1794
POA6156,22,35,39,37,40,22,5,198,4,3,0,0,3,0,0,12,0,0,0,0,3,0,0,3,32,75,81,78,90,51,22,439,0,3,0,0,0,0,0,10,4,3,3,6,3,0,0,24,3,11,3,8,7,0,0,36,35,87,83,83,104,52,24,468,31,50,46,22,30,10,4,191,0,3,0,0,0,0,0,3,71,145,130,112,134,64,28,667
POA6157,25,36,23,25,37,19,4,167,0,0,5,0,4,0,0,10,0,6,0,0,0,0,0,4,38,80,59,54,90,42,22,390,0,4,3,5,6,0,0,16,5,4,5,0,0,0,0,12,10,6,6,5,6,0,0,28,46,86,66,57,92,42,25,415,16,17,14,8,15,0,3,74,0,0,4,0,0,0,0,7,63,106,81,63,111,43,34,497
POA6158,9,22,14,12,22,8,3,84,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,38,40,33,49,20,6,203,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,10,17,42,36,33,47,20,6,210,5,12,8,3,5,0,0,38,0,0,0,0,0,0,0,0,24,60,50,38,59,20,6,250
POA6159,0,0,4,3,12,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,14,19,8,10,80,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,3,17,20,14,24,9,11,87,0,0,3,4,3,0,0,26,0,0,0,0,0,0,0,0,4,19,23,17,24,8,11,110
POA6160,8,14,19,13,22,11,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,43,24,46,19,10,195,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,7,14,47,47,24,44,19,10,202,10,10,7,5,3,3,6,44,0,0,0,0,0,0,0,0,27,57,53,26,52,25,9,254
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,14,32,23,19,16,4,0,111,3,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,38,70,45,39,39,19,15,263,0,0,4,0,0,0,0,9,4,4,0,4,3,0,0,13,4,0,6,0,5,0,0,22,43,73,48,46,44,21,15,288,28,29,14,9,17,4,5,101,6,0,0,0,0,0,0,8,74,101,60,50,53,29,20,394
POA6163,86,200,152,114,132,36,16,737,11,15,7,8,3,4,4,54,3,0,5,3,4,0,3,27,146,369,293,235,288,112,69,1512,11,19,4,5,12,0,0,42,15,36,13,9,12,4,4,92,19,53,20,14,14,6,5,138,171,418,313,246,301,123,75,1646,157,140,98,85,77,13,13,579,7,5,3,5,0,0,0,20,333,569,414,338,385,134,87,2253
POA6164,118,282,189,115,130,44,21,892,6,13,7,5,7,6,3,48,3,10,5,3,0,0,0,24,210,514,373,249,338,111,66,1863,4,12,12,8,9,6,0,49,23,18,19,12,10,0,0,81,28,27,25,19,22,7,0,128,236,541,398,275,355,119,74,1991,203,210,110,68,68,14,9,689,0,4,0,0,0,0,0,14,442,756,509,348,426,135,86,2698
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,8,26,25,12,11,10,5,90,0,3,0,0,0,0,3,6,0,4,0,0,0,0,0,8,20,54,39,28,30,12,17,199,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,5,4,0,0,0,0,11,24,61,39,29,31,12,17,214,22,17,5,0,6,0,0,60,0,0,0,0,0,0,0,0,43,78,49,28,43,12,16,275
POA6167,70,103,83,53,62,13,15,391,11,4,5,8,5,0,0,32,6,0,5,3,0,0,0,19,121,187,163,127,136,39,24,793,16,21,9,14,7,4,0,62,14,28,11,7,11,0,0,75,30,44,19,20,22,3,0,142,148,238,182,144,150,40,26,934,223,189,92,73,48,9,3,637,0,3,8,0,0,0,0,15,373,428,279,219,199,54,31,1589
POA6168,39,68,55,41,44,14,3,264,4,3,0,6,4,0,0,20,3,0,3,0,0,0,0,7,67,130,139,82,110,32,15,564,7,8,8,3,4,0,0,37,10,8,17,11,5,4,0,59,19,22,23,13,10,4,3,95,87,144,162,93,123,32,17,659,162,137,70,62,47,14,3,496,3,6,0,0,0,0,0,9,252,286,231,153,177,46,19,1161
POA6169,64,163,115,92,76,10,5,528,3,14,3,6,3,0,0,39,8,10,3,3,3,0,0,24,124,290,209,177,193,32,28,1055,15,26,10,11,13,4,0,77,9,25,17,9,3,0,0,63,25,50,27,21,15,3,0,142,143,337,241,197,212,37,28,1196,224,238,132,83,86,8,5,777,8,3,0,0,0,0,0,16,373,580,375,286,298,45,35,1990
POA6170,51,74,31,26,32,5,0,222,4,6,4,7,3,0,0,19,10,8,8,0,3,0,3,26,94,158,98,69,81,27,17,536,11,13,0,0,3,0,0,33,9,18,3,4,4,0,0,35,20,33,4,10,3,0,0,69,113,182,98,75,86,29,17,605,100,103,42,28,31,0,5,314,0,0,0,0,0,0,0,3,215,293,144,102,115,28,21,917
POA6171,103,195,113,67,88,24,10,595,23,14,10,8,6,0,0,65,3,6,5,4,4,0,0,21,207,354,267,162,221,54,31,1300,12,9,15,12,7,0,0,57,19,34,14,7,5,0,0,74,33,46,28,19,12,0,0,137,236,402,294,185,234,54,31,1432,189,194,95,71,59,6,12,621,4,5,6,0,4,0,0,25,430,599,394,255,293,63,41,2074
POA6172,33,52,47,36,44,7,3,230,6,4,4,0,0,0,0,20,0,3,0,0,3,0,0,9,66,110,93,79,96,31,14,483,4,3,5,6,0,0,0,18,8,7,3,6,5,0,0,25,12,14,9,6,3,0,0,50,74,123,104,84,103,31,14,530,98,98,60,33,34,4,3,334,5,0,7,5,0,0,0,9,167,222,171,123,140,35,20,875
POA6173,24,58,52,39,31,6,7,214,8,6,0,0,3,0,0,18,0,0,0,0,0,0,0,0,42,108,105,86,74,21,13,450,3,9,0,4,5,0,0,14,3,3,6,0,3,0,0,22,3,10,9,7,8,0,0,39,46,120,114,91,82,24,13,490,40,50,20,19,19,3,0,152,3,0,0,3,0,0,0,9,93,171,135,114,99,26,13,644
POA6174,25,33,26,19,19,5,0,130,6,4,3,0,3,0,0,20,0,0,0,0,0,0,0,4,48,72,59,43,49,17,4,290,0,5,4,0,6,0,0,12,0,0,0,0,0,0,0,4,0,5,7,0,6,0,0,18,50,72,61,46,55,17,4,308,39,34,16,7,15,0,0,118,3,0,0,0,0,0,0,9,97,116,79,55,69,17,4,430
POA6175,12,26,14,11,10,3,0,72,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,40,29,27,27,5,8,153,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,38,25,27,27,5,8,157,11,22,14,10,4,0,0,61,0,0,0,0,0,0,0,0,40,57,37,33,36,7,8,215
POA6176,10,13,4,9,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,29,14,16,9,0,0,84,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,5,0,3,0,0,4,0,0,7,15,33,19,16,14,0,0,89,10,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,22,34,17,16,17,0,0,106
POA6180,18,39,23,24,19,0,0,126,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,36,74,53,48,47,11,5,265,4,9,0,4,0,0,0,11,4,4,0,5,0,0,0,15,6,9,0,5,0,0,0,29,47,82,53,56,44,11,5,292,39,49,19,11,12,5,0,140,0,0,0,0,0,0,0,0,83,129,73,67,57,15,8,436
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,7,5,0,0,13
