POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,13,0,0,0,7,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6044,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,0,0,0,11,18,0,74,6,0,12,0,0,0,0,0,0,22,4,0,5,0,0,0,4,0,0,15,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,0,0,0,4,5,0,16,26,20,55,5,0,3,25,35,3,179,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
POA6050,52,133,14,11,5,5,3,9,0,224,30,88,16,10,6,7,4,3,0,164,155,290,189,16,33,20,27,28,9,757,71,52,69,0,18,4,6,7,3,240,10,17,9,0,4,0,4,6,0,46,26,228,12,26,8,3,0,0,0,313,26,77,0,6,0,3,0,3,0,113,269,282,22,29,76,55,15,23,3,775,76,215,17,39,28,6,12,11,11,411,25,105,26,24,20,13,8,10,4,239,8,0,54,6,4,3,8,6,0,88,0,0,0,0,0,0,0,0,0,0,11,6,3,3,9,3,3,0,0,38,3,11,7,4,4,0,6,6,6,58,758,1493,437,184,210,133,104,113,45,3466,25,87,17,12,31,7,0,0,0,185,12,18,0,0,4,0,0,0,0,33,21,57,7,10,8,9,0,0,0,106,14,41,4,8,3,6,0,0,0,75,6,15,4,5,0,3,0,3,0,36
POA6051,21,110,17,12,3,3,8,9,0,182,27,118,23,8,11,12,12,8,0,218,119,283,219,22,31,19,64,53,6,816,30,35,82,4,11,4,10,13,3,187,8,17,5,0,7,0,5,5,0,50,20,119,8,29,4,3,11,5,0,203,8,65,5,7,5,0,0,7,0,92,146,176,42,44,70,41,31,33,8,588,25,132,11,66,31,7,14,23,5,312,22,87,24,21,19,23,12,14,0,236,13,5,68,16,10,8,14,12,0,148,0,0,0,0,0,0,0,0,0,3,10,6,12,6,6,5,8,9,0,63,12,5,14,4,3,3,7,8,13,72,461,1165,522,249,202,131,191,202,58,3178,13,79,10,7,18,6,0,4,0,152,7,20,4,6,3,3,0,6,0,44,8,70,11,7,7,4,4,4,0,117,3,27,12,0,7,0,0,0,0,52,9,11,10,6,12,0,0,3,0,61
POA6052,29,84,12,0,5,0,0,8,0,141,25,66,11,3,11,0,4,3,0,126,126,200,188,17,31,17,25,25,6,623,42,41,84,3,15,4,7,10,0,203,7,10,9,3,0,0,3,3,3,43,14,67,4,20,9,8,0,8,0,131,22,70,3,4,0,0,0,0,0,102,148,166,20,20,58,36,15,19,7,490,33,124,9,31,27,15,4,6,0,261,6,54,17,12,12,11,6,7,0,124,15,3,26,7,4,9,6,9,0,78,0,0,0,0,0,0,0,0,0,0,3,7,11,6,5,0,3,0,0,31,0,3,9,3,6,0,4,6,7,47,471,901,399,128,177,90,89,101,22,2396,19,69,11,3,12,7,0,8,4,123,11,13,0,0,10,0,0,0,0,34,5,29,6,0,0,0,4,3,0,62,5,21,6,5,0,0,0,0,0,35,4,7,8,0,3,0,0,5,0,24
POA6053,30,110,16,9,13,0,4,3,0,184,31,89,16,0,5,13,6,6,0,176,120,241,293,18,37,17,51,36,8,825,48,42,122,3,12,3,13,20,0,262,16,10,20,0,4,3,11,3,0,68,22,101,8,38,4,0,0,0,0,171,25,84,11,7,9,0,8,3,0,145,169,199,20,34,84,40,22,16,9,600,51,139,8,56,25,4,17,12,3,308,10,80,23,5,10,10,10,11,0,167,16,0,42,12,4,3,12,6,0,104,0,0,0,0,0,0,0,0,0,0,8,14,3,11,8,5,0,5,0,57,11,12,16,5,4,3,18,0,15,86,549,1118,594,209,221,103,173,145,44,3155,26,85,8,13,18,5,8,6,0,169,3,19,0,3,3,0,0,6,0,37,15,42,17,0,0,5,0,3,0,88,5,27,9,9,4,5,0,0,0,57,11,8,3,4,3,0,0,0,0,34
POA6054,25,99,17,8,8,8,5,8,0,171,29,84,22,11,6,5,4,7,5,167,115,224,539,14,51,45,110,79,8,1186,49,25,179,7,11,4,27,31,0,339,9,19,29,3,5,7,0,11,7,92,12,95,12,36,4,5,6,3,0,181,14,80,6,13,0,5,0,8,0,132,139,167,18,37,68,55,31,33,12,565,41,97,26,74,23,3,19,24,0,313,13,64,18,21,13,12,8,20,4,174,15,11,64,18,6,10,7,14,0,151,0,0,0,0,0,0,0,0,0,4,8,13,16,7,6,4,12,10,0,70,8,6,27,9,7,4,16,24,16,115,471,981,978,257,215,170,267,261,55,3657,3,66,18,20,14,19,0,5,0,144,6,22,0,4,11,0,0,0,0,46,9,34,16,5,8,3,8,4,0,98,7,25,14,0,5,9,0,0,0,60,4,23,13,4,11,0,0,0,0,59
POA6055,23,75,28,15,12,5,14,9,3,183,55,154,71,22,27,21,40,21,5,409,222,315,1183,43,76,57,282,122,22,2331,62,23,238,10,22,8,63,59,6,494,14,18,28,11,4,9,15,14,0,106,27,159,20,59,14,6,18,16,0,314,8,124,6,14,10,4,11,7,0,188,263,220,73,89,134,68,127,50,12,1044,49,104,30,127,33,16,44,36,7,447,12,57,24,16,16,10,16,10,6,158,34,5,146,34,26,9,99,28,6,395,0,0,3,0,0,0,0,6,0,7,12,7,36,12,11,8,33,16,4,134,16,10,42,17,9,8,18,15,33,167,796,1271,1925,468,394,236,777,402,105,6378,18,70,58,37,30,15,4,6,3,233,12,25,13,20,13,13,9,9,4,117,17,47,31,20,39,10,18,22,0,208,6,16,5,3,4,0,0,0,0,41,6,10,11,8,12,3,4,4,0,44
POA6056,26,93,24,17,14,7,6,8,0,197,34,105,38,13,19,6,16,5,6,253,261,246,1386,55,97,55,246,167,32,2545,71,26,326,12,19,11,68,84,12,631,23,25,48,3,6,11,18,36,5,168,26,114,19,43,11,4,22,10,7,250,36,117,19,16,11,6,18,5,0,226,200,189,65,54,113,64,90,51,16,838,59,98,24,144,36,9,39,28,10,435,25,69,25,17,12,26,33,19,0,216,27,7,105,25,10,22,50,31,4,280,0,0,5,0,0,0,7,0,0,12,13,16,29,14,9,0,35,15,3,132,30,8,46,15,9,9,54,30,52,254,821,1111,2156,431,360,242,694,489,144,6451,19,70,30,21,25,9,5,7,0,185,5,10,0,13,11,9,3,4,0,53,16,29,33,11,17,8,14,20,0,140,10,11,13,0,9,6,0,0,0,55,10,26,17,11,20,16,6,11,0,118
POA6057,18,26,14,4,3,3,3,3,0,71,17,53,11,0,4,0,9,9,3,108,138,128,652,22,40,34,167,83,13,1276,28,8,151,4,14,4,40,29,4,277,13,6,23,0,3,4,12,7,0,63,16,46,7,9,0,5,7,3,0,104,8,57,6,7,0,0,6,0,0,85,83,52,34,22,40,20,27,12,6,299,17,25,6,48,18,4,18,6,4,142,4,17,9,10,5,7,8,4,0,61,5,5,39,12,4,5,23,9,5,100,0,0,0,0,0,0,0,0,0,6,3,6,15,5,0,3,7,9,3,48,11,6,26,0,4,3,22,10,18,106,376,439,978,142,145,91,341,187,53,2750,4,25,19,4,17,6,0,0,0,85,7,0,0,4,6,0,0,0,0,20,8,6,17,3,12,5,4,3,0,62,3,5,3,5,3,5,0,0,0,18,0,3,5,3,12,0,0,6,0,32
POA6058,12,7,3,8,3,0,4,0,0,43,12,38,21,0,6,4,4,6,4,103,73,81,554,6,30,14,102,54,10,921,21,3,134,8,4,3,25,28,0,218,8,5,19,4,0,3,7,16,4,59,5,40,3,18,6,0,0,0,0,78,4,22,11,5,4,0,6,3,0,63,62,42,14,8,40,21,38,11,6,246,15,20,13,33,17,5,15,6,3,120,14,9,12,3,0,8,3,3,0,58,13,4,49,5,4,6,18,15,0,104,0,0,0,0,0,0,0,0,0,0,6,3,14,0,5,0,12,0,4,44,5,5,37,0,0,6,28,4,12,97,255,287,877,102,114,70,259,154,42,2161,3,29,11,8,6,3,0,3,0,62,3,13,0,3,4,0,0,0,0,25,8,17,13,3,3,7,3,3,5,62,0,5,5,0,0,4,0,0,0,14,7,0,10,5,4,8,4,9,0,33
POA6059,26,80,31,6,10,16,8,10,7,193,49,129,34,13,14,20,11,15,3,282,185,289,416,31,36,32,81,82,12,1167,73,29,235,10,32,14,16,33,7,448,3,10,14,4,5,5,3,9,0,49,22,196,10,43,4,8,4,3,3,288,16,98,9,4,7,5,5,6,0,149,247,349,59,47,120,87,38,34,16,995,38,139,23,89,28,11,15,19,3,368,14,70,14,15,18,23,14,12,0,174,27,6,80,12,5,9,13,19,0,173,0,0,0,0,0,0,0,0,0,4,16,16,7,10,5,8,11,6,0,75,7,14,23,0,3,4,8,6,26,95,718,1432,947,276,283,238,211,260,84,4453,16,65,17,12,29,10,3,3,4,158,14,26,5,3,12,0,3,8,0,82,5,47,16,4,14,11,6,5,0,113,9,23,7,6,13,3,0,4,0,66,3,13,8,0,5,4,0,0,0,37
POA6060,33,119,31,13,11,9,8,14,4,248,49,179,52,18,25,16,23,25,9,391,166,392,453,48,55,45,112,101,12,1385,67,51,223,13,24,4,28,43,4,454,9,10,21,6,4,7,6,14,0,74,23,208,16,56,7,10,17,13,3,358,18,130,3,20,6,5,8,4,0,204,264,380,101,66,138,120,75,91,16,1243,50,192,29,100,55,23,28,32,3,507,23,105,30,11,22,20,20,22,0,258,18,4,133,22,0,5,24,24,0,234,0,0,0,0,0,0,4,3,0,9,10,18,13,8,5,5,7,14,4,84,16,17,27,9,5,7,11,18,18,126,744,1802,1134,378,361,274,369,419,75,5565,36,116,31,31,37,10,3,9,4,283,10,45,14,22,16,5,0,12,4,125,20,85,19,14,11,15,5,11,0,176,8,28,16,0,14,14,0,0,0,86,3,22,8,10,8,3,0,4,0,56
POA6061,18,90,44,16,3,7,16,25,0,219,38,178,77,31,30,28,70,37,6,485,122,319,745,75,84,60,232,178,33,1843,43,26,265,16,20,11,47,80,12,517,9,15,29,3,5,6,28,22,0,111,30,135,20,89,6,5,22,19,0,332,10,80,15,25,3,0,19,14,0,171,199,242,101,147,173,96,196,134,11,1298,38,110,53,188,40,20,88,62,13,606,22,67,52,24,21,20,22,17,4,257,45,7,213,43,26,24,79,59,11,505,0,0,0,7,0,0,4,3,0,21,11,9,26,11,12,12,37,26,0,149,14,24,71,33,8,13,43,56,48,300,588,1297,1714,703,444,307,904,731,139,6823,14,85,58,34,33,18,8,27,0,273,6,46,19,34,26,17,6,18,0,178,22,45,31,19,12,20,8,38,3,197,8,17,21,7,11,0,5,3,3,73,5,12,11,5,15,4,6,11,0,66
POA6062,31,80,30,6,8,5,9,15,0,184,50,152,52,13,36,18,11,15,3,358,187,389,815,46,87,60,179,121,22,1895,66,31,343,9,18,8,42,60,11,596,9,9,32,3,6,3,10,7,6,83,16,135,15,67,10,6,7,15,0,272,20,119,9,15,7,5,15,9,0,191,283,316,62,61,148,102,85,61,8,1133,48,112,35,108,40,27,28,40,6,442,16,61,17,22,19,20,19,25,0,199,29,13,160,30,13,8,54,34,8,339,0,0,0,0,0,0,0,5,0,9,6,11,28,9,8,0,10,7,4,83,18,20,68,11,9,10,27,19,40,219,790,1459,1660,396,391,277,488,434,103,6002,21,85,35,25,32,14,3,4,3,233,10,36,8,8,13,0,0,9,0,92,13,42,22,16,13,10,6,9,4,129,6,28,9,7,12,6,3,6,0,75,4,11,5,8,10,7,0,5,0,57
POA6063,3,16,15,7,5,3,12,3,0,63,17,47,16,6,6,5,14,10,0,125,63,88,439,31,44,17,96,64,13,854,19,7,122,4,3,6,21,32,4,217,3,0,10,5,3,0,5,11,0,34,7,46,6,18,3,0,7,13,0,102,4,32,4,4,0,0,10,4,5,63,70,69,27,18,66,28,45,21,5,340,11,30,16,50,10,13,19,26,0,184,0,20,6,5,4,7,8,10,0,59,8,0,58,3,3,3,24,14,0,118,0,0,5,0,0,0,0,0,0,5,0,12,15,3,4,5,5,4,0,49,14,0,25,5,0,5,20,13,23,104,218,367,772,161,161,95,279,217,45,2320,5,14,17,9,13,5,0,3,0,74,0,8,4,6,6,3,0,0,0,31,5,5,10,5,4,5,4,7,7,48,0,6,3,7,3,3,0,0,0,17,4,4,5,0,0,0,0,0,0,25
POA6064,7,35,32,8,8,9,16,9,0,128,19,84,39,8,15,10,11,16,4,204,79,161,697,37,58,36,180,136,13,1395,24,15,299,9,12,9,55,69,4,497,6,11,31,3,3,0,6,15,0,77,13,63,22,40,11,10,17,15,6,192,10,50,8,17,6,0,10,7,0,108,103,98,61,40,99,61,67,48,14,582,24,66,23,101,28,20,28,65,10,362,7,34,20,11,11,6,16,19,3,136,21,4,88,16,8,16,26,33,0,213,0,0,0,0,0,0,0,5,0,12,12,5,14,4,6,0,14,21,4,84,12,7,47,12,11,13,35,38,39,209,339,632,1390,316,252,184,493,498,90,4194,13,48,28,14,15,3,3,10,5,139,0,20,0,3,6,11,0,9,0,45,10,16,10,7,20,4,14,18,0,92,4,11,9,3,0,9,0,0,0,35,4,3,12,0,5,0,0,3,0,39
POA6065,53,138,31,21,18,13,14,17,3,313,143,371,99,22,38,32,37,29,5,777,582,646,2088,82,178,116,397,257,53,4398,182,68,873,35,53,31,112,155,9,1512,27,14,63,12,10,13,28,46,0,209,69,260,29,113,29,17,35,15,9,573,41,219,16,29,13,11,26,17,0,371,549,556,133,102,273,164,177,103,25,2073,97,168,63,240,53,53,53,71,6,797,27,84,54,23,15,24,23,25,4,290,66,7,209,46,25,37,61,45,0,494,0,0,6,0,0,0,0,9,0,15,18,17,53,22,15,15,30,21,0,198,49,29,92,23,9,9,47,50,77,389,1899,2568,3798,768,726,530,1045,867,202,12397,46,127,70,37,51,39,3,15,8,395,29,71,20,19,36,16,6,17,0,208,29,61,46,24,32,22,15,31,0,259,15,25,26,6,30,18,0,5,0,122,11,25,18,16,16,10,0,10,0,105
POA6066,8,25,12,14,10,0,7,7,0,79,25,65,15,9,10,5,6,9,0,144,106,137,564,29,52,38,141,63,16,1144,22,10,184,3,13,8,46,31,3,313,4,5,20,0,0,4,11,15,0,59,5,47,13,22,3,0,10,13,3,111,12,41,5,11,4,0,5,3,0,75,86,79,41,21,67,39,40,32,6,403,17,44,11,51,17,14,23,21,0,206,7,18,15,7,9,3,8,3,0,85,10,3,70,10,7,12,21,20,0,153,0,0,0,0,0,4,0,0,0,4,3,6,18,4,0,6,4,5,0,60,14,6,21,0,3,0,6,12,19,89,318,476,988,185,192,123,330,246,49,2905,6,26,17,6,15,4,0,3,0,81,3,8,5,9,0,3,5,0,0,29,3,15,3,11,10,5,5,11,0,67,5,7,7,3,0,0,4,0,0,27,0,3,5,4,0,4,0,7,0,20
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,33,62,39,11,6,7,14,14,0,179,54,108,57,16,25,19,43,17,9,347,359,307,1561,70,121,69,366,170,30,3048,83,11,373,10,17,13,98,95,11,716,21,17,41,10,6,14,21,25,0,153,44,137,19,67,14,11,14,12,0,310,36,115,21,16,7,8,23,4,0,233,305,224,80,92,150,117,146,62,14,1195,46,86,38,218,47,28,55,43,6,565,27,55,26,17,10,21,9,23,0,190,54,12,148,38,36,19,88,37,3,436,0,0,0,0,5,0,0,0,0,3,22,11,27,25,7,3,33,15,3,148,30,18,70,21,11,9,40,24,46,271,1119,1166,2510,603,462,319,946,541,134,7799,15,57,38,34,21,15,3,7,0,196,10,22,13,15,24,10,3,5,0,102,22,31,38,27,26,12,13,18,5,196,9,22,14,11,8,12,0,0,0,72,14,15,22,3,11,3,6,8,0,83
POA6070,9,35,7,0,0,0,0,0,0,59,6,9,3,0,0,3,0,0,0,21,58,56,72,0,9,3,11,4,5,221,6,8,22,3,0,0,3,5,0,54,11,6,7,0,0,0,0,3,0,23,8,26,0,0,0,0,0,0,0,37,10,26,0,0,0,0,0,0,0,44,50,42,4,3,17,8,0,0,0,124,8,23,3,11,0,0,0,0,0,62,0,18,4,3,3,0,0,0,0,35,6,4,6,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,14,5,0,8,0,0,0,0,3,0,21,183,258,134,41,43,23,23,24,14,741,3,21,4,0,4,7,0,0,0,42,4,0,0,0,0,0,0,0,0,9,0,11,3,0,0,0,0,4,0,18,0,10,3,0,0,0,0,0,0,15,4,5,4,0,5,3,0,0,0,23
POA6071,6,24,0,0,0,0,0,0,0,30,6,10,4,0,0,0,0,0,0,19,42,53,111,8,6,4,14,12,9,261,12,3,28,0,0,0,5,3,0,55,4,4,9,0,0,0,0,3,0,20,6,24,0,6,0,0,0,0,0,40,8,27,0,3,0,0,0,0,0,44,24,25,6,4,4,11,3,0,0,80,13,30,6,5,0,0,0,0,0,58,0,9,5,0,0,3,0,0,0,28,0,3,4,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,11,4,0,5,0,0,0,5,0,0,12,121,208,186,33,21,23,33,32,10,669,9,15,3,4,4,0,0,0,0,29,0,5,0,0,0,0,0,0,0,4,4,5,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,4,0,18
POA6072,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,34,0,4,0,0,9,0,63,0,0,13,0,0,0,5,0,0,21,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,5,7,0,0,3,0,0,0,0,21,0,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,4,8,23,26,67,10,12,4,10,11,3,162,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
