POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6037,7,8,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,6,13,71,4,9,13,6,0,0,0,116,4,0,0,0,0,0,0,0,0,3,7,4,4,7,10,3,0,4,0,46,6,6,0,27,20,6,5,4,0,74,10,5,25,54,27,21,5,19,0,151,0,0,5,5,3,3,0,4,0,20,5,0,0,6,0,5,0,4,0,18,0,0,5,0,0,0,0,0,0,9,4,0,0,3,5,0,0,0,0,16,46,122,41,112,79,45,11,30,5,501,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,7,3,8,0,6,0,0,0,0,0,20,4,7,0,3,0,0,0,0,0,14,18,95,12,15,14,6,0,3,4,163,4,0,0,0,0,0,0,0,0,3
POA6038,0,28,0,27,8,6,0,0,0,69,0,10,0,0,0,0,0,0,0,19,42,321,20,69,63,14,4,18,3,558,0,0,0,0,6,0,0,0,0,8,6,22,10,27,22,7,0,6,0,101,17,42,13,117,45,20,0,8,9,268,44,30,81,169,109,55,13,17,3,526,8,0,0,14,22,14,5,9,0,65,4,3,0,20,21,5,0,4,0,65,0,5,0,3,4,0,0,0,0,19,0,4,0,13,13,0,0,8,5,53,145,540,134,462,323,140,28,64,26,1860,3,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,22,24,111,13,14,17,6,0,5,0,182,5,4,0,0,0,0,0,0,0,12,3,43,0,27,7,6,0,0,0,94,9,20,0,0,0,0,0,0,0,31,102,456,62,110,88,29,18,40,12,910,3,0,0,5,6,0,0,0,0,10
POA6041,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,22,0,6,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,12,3,4,0,3,7,0,0,0,0,25,8,4,0,7,12,9,4,5,0,46,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,17,48,8,28,36,15,11,12,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,21,8,9,5,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,14,3,6,0,0,0,10,3,50,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,16,0,3,0,0,5,0,0,0,0,15,0,0,8,4,7,8,0,0,0,36,0,0,0,3,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,6,3,17,22,23,13,21,27,8,8,28,8,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,9,15,4,6,0,0,6,19,3,70,0,0,0,0,0,0,0,0,0,0
POA6050,27,134,0,13,15,8,0,0,0,207,5,26,0,5,5,4,0,0,0,40,226,856,34,119,200,82,6,26,14,1569,0,0,0,0,0,0,0,0,0,6,30,62,7,36,43,16,4,0,0,196,43,38,13,80,43,27,6,10,0,254,38,34,50,73,74,25,0,11,5,314,0,5,0,16,15,9,0,0,0,53,6,8,3,13,22,0,0,6,0,67,4,8,3,7,4,0,0,0,0,23,8,14,4,4,15,3,0,3,5,51,494,1556,126,375,487,183,19,65,24,3334,6,11,0,0,0,0,0,0,0,22,29,190,5,0,3,0,0,0,0,231,209,522,30,21,52,15,4,9,10,871,4,17,0,0,4,0,0,0,0,34,58,207,6,18,32,9,0,7,0,335,18,33,0,3,8,7,0,0,0,68,571,1739,94,194,304,132,35,54,20,3147,0,0,0,0,0,0,0,0,0,3
POA6051,17,100,3,15,15,0,0,0,0,151,6,27,4,3,4,0,0,0,0,46,164,724,50,121,169,63,8,41,17,1350,4,0,0,0,0,0,0,0,0,3,18,38,16,37,34,3,3,5,0,160,36,46,26,83,71,21,3,18,0,301,29,33,61,137,91,30,15,26,7,422,6,6,6,17,16,12,0,6,0,56,7,3,3,13,15,6,3,7,0,63,7,7,0,9,3,0,0,3,0,31,5,18,0,8,10,3,0,0,10,53,365,1303,177,470,476,155,34,120,47,3152,4,8,0,4,0,0,0,0,0,15,13,104,0,0,4,0,0,0,0,124,144,441,20,47,65,33,13,23,8,794,10,16,0,0,5,3,0,0,0,31,33,145,8,22,23,5,0,3,0,240,16,46,5,8,7,0,0,0,4,76,347,1381,134,208,247,97,57,93,34,2602,4,0,0,0,0,0,0,0,0,5
POA6052,25,111,0,11,12,0,0,0,0,157,9,27,0,6,3,0,0,0,0,45,157,612,28,64,129,46,0,22,6,1069,0,0,0,0,0,0,0,0,0,0,13,52,11,38,31,11,0,4,0,166,25,36,24,49,51,21,5,5,3,216,18,27,41,86,69,37,4,11,0,292,3,9,0,0,11,3,0,0,0,37,5,4,0,9,18,9,3,0,0,56,4,4,0,3,0,7,0,0,0,17,4,12,0,7,7,4,0,0,7,43,326,1115,118,294,382,131,14,57,17,2452,5,6,0,0,0,0,0,0,0,8,15,81,6,0,0,0,0,0,0,105,133,320,15,19,44,17,3,7,4,559,4,14,0,0,0,0,0,0,0,26,42,163,5,9,8,0,0,6,0,233,13,42,0,0,4,0,0,4,0,66,353,1120,68,95,207,74,20,51,12,1998,0,0,0,0,0,0,0,0,0,4
POA6053,22,142,0,8,14,7,0,0,0,198,11,37,0,0,3,0,0,0,0,55,175,727,37,137,177,39,3,33,11,1340,0,0,0,0,0,0,0,0,0,7,28,43,19,29,36,13,4,0,0,180,46,53,20,79,63,12,6,11,3,297,34,35,70,139,88,36,5,23,3,434,6,0,3,9,23,8,5,9,0,54,6,8,4,22,25,6,0,3,0,73,4,15,0,4,3,0,0,0,0,27,8,10,0,8,10,4,0,3,3,50,436,1363,173,453,481,138,27,85,28,3191,7,8,0,0,3,0,0,0,0,19,17,105,0,0,3,0,3,0,0,132,146,385,17,35,59,16,15,3,12,684,3,12,0,5,6,0,0,0,0,25,45,212,0,13,21,7,3,0,0,312,26,56,0,3,8,0,0,0,0,97,392,1335,114,195,270,65,42,65,19,2496,0,0,0,0,0,0,0,0,0,7
POA6054,17,127,5,26,19,0,0,0,0,198,13,32,0,4,4,0,0,0,0,58,166,677,43,143,168,72,7,33,15,1313,0,0,0,0,0,0,0,0,0,8,31,67,15,45,33,12,0,12,0,222,53,62,28,109,91,25,0,9,4,384,45,59,97,216,172,67,14,46,10,723,6,3,6,16,27,17,6,11,0,100,13,10,4,32,32,10,0,13,0,122,4,7,0,10,6,3,0,0,0,28,3,8,0,16,18,6,0,8,10,76,405,1295,228,629,612,230,37,127,42,3600,3,11,0,0,6,0,0,0,0,18,9,73,6,5,3,0,0,0,0,94,119,324,22,15,44,17,9,6,4,560,0,13,0,0,5,0,0,0,0,21,32,196,6,36,24,0,0,0,0,303,19,48,5,4,10,4,0,0,0,86,314,1176,110,201,225,103,38,83,21,2284,0,0,0,4,0,0,0,0,0,9
POA6055,27,117,4,53,10,0,6,0,0,211,5,45,4,0,13,0,0,0,0,71,188,984,87,291,298,86,30,74,24,2064,0,4,0,0,3,0,0,0,0,13,34,58,12,67,82,21,3,10,0,292,77,112,53,245,178,57,12,28,7,775,106,80,153,458,325,111,43,74,11,1360,12,12,12,19,46,32,3,17,0,150,14,7,13,63,47,28,3,15,0,185,11,13,5,12,9,10,4,4,0,62,5,13,8,36,17,17,0,9,17,130,562,1698,376,1311,1097,389,117,252,70,5877,3,7,0,0,0,0,0,0,0,12,5,65,0,0,5,0,0,0,0,77,156,408,55,86,106,46,39,28,15,944,15,28,4,5,8,3,4,0,0,59,34,178,11,51,16,0,7,0,0,302,16,62,9,11,11,0,0,0,0,107,433,1629,260,410,416,147,167,138,42,3640,0,4,0,0,3,0,0,0,0,12
POA6056,26,136,3,43,21,3,0,0,3,233,13,37,0,0,3,0,0,0,0,64,150,840,54,178,182,59,13,43,14,1544,0,4,4,13,4,0,0,0,0,21,34,103,18,73,98,26,11,10,8,376,94,122,54,272,181,74,12,46,8,863,131,97,232,582,387,175,56,125,19,1805,14,6,18,48,75,46,4,27,4,247,29,15,12,62,82,31,4,23,5,262,8,12,10,15,25,7,0,4,0,82,13,24,11,39,29,21,10,21,29,198,570,1653,414,1350,1127,460,110,307,91,6098,0,11,0,0,4,0,0,0,0,20,6,86,7,0,0,0,0,0,0,105,114,297,11,49,47,21,12,13,4,560,3,24,0,0,8,0,0,0,0,35,36,191,9,50,30,8,0,8,3,335,22,59,5,12,11,3,0,0,0,111,335,1350,166,258,253,98,65,81,25,2630,0,3,3,11,4,0,0,0,0,25
POA6057,10,51,0,10,8,0,0,0,0,88,4,15,0,0,3,0,0,0,0,26,47,377,23,64,107,26,7,21,3,669,0,0,0,0,0,0,0,0,0,0,18,28,7,38,50,8,0,0,4,158,43,38,21,104,94,21,17,13,0,353,53,41,97,257,197,74,27,46,6,798,3,3,0,17,35,24,4,19,3,106,12,4,4,25,39,12,6,5,0,105,3,7,3,0,10,6,0,0,0,17,10,6,3,13,25,7,0,0,8,74,218,638,162,540,578,178,58,98,24,2500,3,8,0,0,0,0,0,0,0,11,8,25,0,0,0,0,0,0,0,29,39,76,3,14,9,6,7,3,3,158,0,0,0,0,0,0,0,0,0,8,18,76,0,18,14,0,3,0,0,129,11,25,3,7,5,0,0,0,0,40,128,579,45,86,139,30,22,38,9,1070,0,0,0,0,0,0,0,0,0,0
POA6058,12,17,4,8,3,5,0,0,0,50,4,12,0,0,0,0,0,0,0,21,40,280,21,53,72,23,0,14,3,510,0,0,0,0,0,0,0,0,0,3,10,20,7,26,29,8,3,6,0,112,25,36,16,81,76,10,3,10,3,262,48,40,70,210,145,58,27,47,12,652,3,0,3,9,26,18,3,10,0,85,4,5,7,19,27,8,0,11,6,81,3,5,0,3,5,0,0,0,0,24,5,5,0,17,15,9,4,9,7,68,158,479,133,448,413,136,47,102,37,1954,0,0,0,0,0,0,0,0,0,4,3,21,0,0,0,0,0,0,0,31,26,69,15,12,16,4,3,3,0,152,3,0,0,0,4,0,0,0,0,8,13,31,5,11,3,5,0,0,0,77,6,13,5,0,0,0,0,0,0,28,100,414,70,70,99,33,18,16,9,838,0,3,0,0,0,0,0,0,0,8
POA6059,25,136,3,14,26,3,0,3,0,205,12,34,0,0,5,0,0,0,0,53,171,932,58,172,267,91,6,43,15,1765,0,0,0,0,3,0,0,0,0,9,40,67,22,54,77,20,5,9,6,292,47,48,16,142,101,40,8,12,5,417,43,36,94,179,150,38,12,24,9,582,12,8,3,12,20,25,4,11,0,90,18,10,3,38,45,21,0,4,0,140,11,9,0,11,10,12,0,3,0,55,3,13,6,14,26,7,0,10,7,91,446,1622,211,665,768,274,39,129,52,4205,5,14,0,0,0,0,0,0,0,21,14,120,0,0,5,0,0,0,0,139,153,484,31,35,55,30,11,28,7,833,5,23,0,4,0,3,0,0,0,33,36,212,11,18,35,6,6,5,4,324,22,47,0,7,12,0,0,0,0,82,431,1717,166,265,378,164,46,90,38,3306,0,0,3,0,3,0,0,0,0,14
POA6060,31,159,3,29,27,8,0,0,4,256,14,64,0,7,4,3,0,0,0,89,259,1278,97,266,309,107,17,81,32,2442,0,0,4,3,0,3,0,3,0,7,35,78,16,58,61,25,6,21,0,291,61,81,57,154,151,52,6,36,9,606,61,74,111,222,181,61,16,42,13,783,7,14,4,26,27,18,6,5,0,108,15,21,8,24,43,13,0,7,0,124,5,13,3,10,7,7,0,3,0,49,13,22,8,17,18,3,5,10,5,102,588,2282,336,886,925,332,58,274,75,5757,0,17,3,0,3,0,0,0,0,26,14,143,4,6,11,0,0,0,0,178,188,729,56,98,121,64,45,106,24,1427,10,22,0,3,5,3,0,0,0,52,54,268,5,32,44,8,0,8,4,429,24,78,0,7,5,6,0,0,0,128,555,2283,271,385,465,204,111,188,48,4509,3,0,6,3,0,4,0,0,0,16
POA6061,22,102,3,63,17,4,0,4,0,220,15,36,0,6,4,0,0,0,0,58,156,845,111,376,307,129,28,136,33,2123,0,0,0,7,0,3,0,0,0,14,30,49,20,94,44,23,5,28,9,310,75,90,79,327,177,66,15,62,9,912,61,72,167,525,249,128,38,151,22,1406,4,6,6,38,30,32,4,24,5,156,9,13,7,72,36,20,5,22,0,185,7,18,0,28,18,9,0,23,0,91,11,21,13,56,26,15,5,31,28,208,438,1546,446,1704,1000,485,105,529,118,6362,0,13,3,0,0,0,0,0,0,20,9,73,0,6,3,0,0,0,0,100,124,479,83,167,132,87,91,82,18,1261,7,23,4,3,10,0,4,0,0,58,31,153,10,77,24,11,4,11,0,312,10,46,3,9,14,3,0,0,0,86,338,1521,359,553,451,224,272,262,54,4037,3,4,4,11,0,3,0,0,0,30
POA6062,10,128,3,36,12,8,0,0,0,202,14,28,0,3,7,0,0,0,3,59,179,1000,64,221,307,108,18,53,24,1977,4,0,0,7,0,0,0,0,0,15,21,78,24,67,82,24,3,14,4,309,74,80,42,198,153,53,9,30,10,651,71,56,149,336,251,86,23,71,10,1049,15,7,8,31,42,30,0,19,0,151,13,11,8,40,69,21,4,11,0,174,5,12,3,14,10,7,0,5,0,61,7,19,11,34,31,15,4,13,25,159,480,1769,342,1039,1036,360,65,232,85,5403,6,12,0,0,5,0,0,0,0,22,14,86,0,0,5,0,0,0,3,120,152,498,53,75,88,44,21,21,15,962,5,27,0,0,0,0,0,0,0,35,31,183,10,35,18,11,5,4,0,309,25,37,0,10,13,0,0,0,3,85,449,1839,225,318,443,177,104,139,43,3738,4,3,0,5,5,0,0,3,0,19
POA6063,0,17,0,12,14,0,0,0,0,46,4,6,0,3,0,0,0,5,0,22,50,250,28,86,93,36,0,14,11,576,0,0,0,5,0,0,0,0,0,0,15,15,6,37,28,8,0,7,3,115,24,32,4,99,56,24,4,10,6,262,42,22,68,217,110,50,20,42,8,576,3,3,0,11,16,17,0,10,0,60,8,0,7,31,20,6,6,7,3,81,3,0,0,5,8,4,0,3,0,32,5,3,0,20,12,8,3,10,9,73,161,451,128,540,374,171,33,106,49,2010,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,18,25,107,18,20,28,11,15,10,3,237,0,8,0,0,0,0,0,0,0,17,6,29,3,13,17,0,5,0,0,77,8,12,0,3,3,0,0,5,0,34,113,445,75,117,147,58,44,43,20,1052,0,0,0,5,0,0,0,0,0,8
POA6064,9,68,0,29,12,0,0,0,0,131,0,20,0,4,4,0,0,3,0,29,98,483,51,142,144,53,16,57,10,1046,0,0,0,3,0,0,0,0,0,9,15,44,10,61,55,17,7,23,0,240,44,58,34,188,110,43,14,36,7,533,51,55,110,434,253,100,29,78,8,1107,8,10,12,44,24,37,4,35,0,166,18,3,4,50,43,26,5,27,0,175,5,6,0,16,17,6,0,5,0,60,7,11,12,38,12,18,8,18,21,147,291,896,237,1031,710,300,75,289,58,3885,3,7,0,5,0,0,0,0,0,14,5,38,0,0,0,0,0,0,0,44,44,184,32,31,40,17,7,18,0,374,0,8,0,0,0,0,0,0,0,17,12,91,6,33,11,0,6,4,0,175,6,28,0,4,4,3,5,3,0,47,175,796,146,210,223,95,67,122,18,1857,4,0,0,5,8,0,0,0,0,13
POA6065,41,226,7,81,44,8,0,6,3,415,18,89,0,7,7,4,0,0,0,124,401,2177,146,394,558,165,16,102,42,4008,4,4,0,4,4,4,0,0,0,13,82,171,40,163,214,47,3,29,4,751,188,235,93,492,384,140,21,57,14,1625,207,156,322,851,678,243,56,156,27,2686,22,9,23,83,107,79,8,31,7,362,29,34,22,102,145,59,0,35,4,420,9,27,12,24,36,12,5,10,0,129,20,45,18,68,56,36,6,31,40,318,1139,3653,699,2346,2335,830,121,466,154,11741,5,26,0,0,4,0,0,0,0,46,18,125,0,6,12,0,0,0,0,159,292,747,64,95,140,67,44,35,19,1508,6,44,4,6,3,5,0,3,0,72,82,322,20,93,50,6,3,8,9,591,32,115,5,15,17,6,0,0,4,200,941,3482,400,563,762,293,185,196,65,6892,4,4,3,7,4,4,0,0,0,26
POA6066,6,39,0,18,10,3,0,0,0,75,0,6,0,0,3,0,0,0,0,18,60,375,35,89,89,25,4,36,3,724,0,0,0,0,0,0,0,0,0,0,13,38,3,34,34,15,3,7,0,143,41,40,26,116,81,32,3,9,6,360,44,39,66,264,147,75,21,57,8,717,3,4,7,20,28,11,5,9,3,93,10,12,5,32,54,24,0,4,0,135,3,4,4,9,10,8,0,6,0,42,4,10,0,14,22,7,0,4,11,75,206,648,154,617,485,208,40,136,39,2532,0,4,0,0,0,0,0,0,0,6,0,21,3,0,0,3,0,0,0,35,35,113,14,19,26,19,10,9,5,246,3,3,0,0,0,0,0,0,0,10,5,52,4,17,13,3,3,0,0,99,8,12,3,0,3,0,0,0,0,32,136,613,100,133,150,47,34,69,11,1291,0,0,0,4,3,0,0,0,0,5
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
