POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA6038,46,0,0,0,46,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,235,27,15,4,283,0,0,0,286,14,0,295,50,0,5,0,55,0,0,0,57,6,0,61,60,5,0,0,74,0,0,0,74,0,0,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,11,5,0,138,0,0,0,137,6,0,143,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,118,16,5,0,142,0,0,0,137,6,0,149,16,4,0,0,19,0,0,0,19,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,132,16,10,0,156,0,0,0,163,6,0,166,58,7,6,0,75,0,0,0,75,3,0,78,62,7,7,0,81,0,0,0,81,0,0,80
POA6041,8,6,0,6,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,0,25,6,0,6,27,0,0,29,3,0,0,0,8,0,0,0,11,0,0,11,5,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,15,0,0,17,4,0,0,0,4,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,0,20,0,0,21,10,0,0,0,8,0,0,0,9,0,0,9,3,4,0,0,9,0,0,0,9,0,0,9
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,17,3,0,19,3,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,10,5,0,13,6,0,0,0,6,0,0,0,6,0,0,6,0,4,0,0,5,0,0,0,5,0,0,5
POA6050,58,0,0,0,58,6,0,66,0,0,0,0,3,0,0,0,3,0,0,4,298,21,5,3,325,8,0,4,334,16,0,352,63,11,0,0,80,0,0,0,81,0,0,84,113,12,0,0,126,0,0,0,130,0,0,130,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,186,20,3,0,212,3,0,7,213,0,0,216,4,0,0,0,8,0,0,0,8,0,0,5,5,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,9,0,0,0,9,0,0,12,193,24,3,0,218,3,0,7,224,0,0,225,35,0,0,0,35,0,0,0,35,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,226,26,3,0,256,3,0,7,262,4,0,271,97,16,4,0,117,3,0,3,117,0,0,124,116,15,0,0,130,0,0,0,127,3,0,131
POA6051,29,0,0,0,28,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,139,30,0,5,172,0,5,6,175,10,0,183,33,4,0,0,39,0,0,0,38,0,0,42,46,3,0,0,53,0,0,0,53,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,14,0,0,93,0,0,0,95,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,5,4,0,0,0,4,0,0,0,4,0,0,5,89,14,0,0,93,0,0,0,100,3,0,100,13,3,0,3,21,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,99,16,0,6,115,0,0,0,119,3,0,121,35,13,0,0,38,4,0,4,43,7,0,48,52,9,0,0,64,3,0,3,68,3,0,73
POA6052,30,0,0,0,33,0,0,32,0,0,0,0,0,0,0,0,0,0,0,5,254,21,7,0,286,4,0,7,290,9,0,294,65,11,0,0,74,0,0,0,77,0,0,76,72,6,4,0,75,0,0,0,75,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,11,9,0,156,0,0,0,155,5,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,11,9,0,156,0,0,0,155,4,0,159,13,0,0,0,13,0,0,0,21,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,152,11,9,0,173,0,0,3,174,6,0,182,74,6,3,0,83,4,0,4,90,3,0,92,73,14,0,0,82,0,0,0,82,0,0,82
POA6053,35,4,0,4,39,5,0,45,0,0,0,0,0,0,0,0,0,0,3,4,285,32,10,6,326,8,0,10,341,15,3,364,73,6,0,0,82,0,0,3,84,4,0,90,88,13,0,0,100,0,0,0,100,4,0,103,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,5,166,22,0,0,190,0,0,3,193,8,0,197,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,171,22,0,0,195,0,0,3,200,8,0,203,16,0,0,0,23,0,0,0,23,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,185,21,0,0,213,0,0,3,216,5,0,224,101,17,7,0,119,3,0,4,124,5,0,130,100,11,0,0,111,0,0,0,115,4,0,113
POA6054,74,3,0,3,80,10,0,92,0,0,0,0,0,0,0,0,0,0,0,3,327,72,5,5,409,14,0,13,421,23,0,452,71,15,5,0,90,0,0,4,94,3,0,96,82,20,0,0,111,0,0,0,111,3,0,118,3,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,161,39,5,4,205,0,0,4,206,8,0,216,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,165,39,5,4,215,0,0,4,210,8,0,225,38,9,0,5,51,0,0,0,50,11,0,63,0,0,0,0,0,0,0,0,0,0,0,3,201,49,5,5,261,0,0,3,269,17,0,288,102,16,0,0,116,0,0,0,116,17,0,137,95,26,5,0,127,5,0,5,134,0,0,135
POA6055,148,4,0,4,154,21,0,181,0,0,0,0,0,0,0,0,0,6,4,7,677,87,18,14,798,10,0,11,811,43,8,858,157,19,4,0,177,0,0,0,181,7,3,187,139,16,7,7,167,0,0,4,169,4,0,170,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,301,37,8,7,354,6,0,3,355,13,3,371,0,0,0,0,4,0,0,0,4,0,0,7,5,0,0,0,10,0,0,0,10,0,0,8,11,4,0,0,16,0,0,0,16,0,0,14,311,36,8,6,367,6,0,3,368,11,3,384,67,8,3,6,86,4,0,4,85,15,0,102,0,0,0,0,0,0,0,0,0,0,0,0,380,44,20,11,450,3,0,8,456,24,3,484,194,26,8,0,227,3,0,3,229,9,0,237,191,26,4,0,217,5,0,6,228,12,0,232
POA6056,150,0,0,0,148,29,0,173,0,0,0,0,3,0,0,0,3,0,4,7,640,85,18,18,760,12,0,12,772,66,4,828,170,21,7,0,196,3,0,3,195,12,0,210,195,20,6,0,221,3,0,5,223,5,0,232,5,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,364,41,9,4,421,3,5,7,428,23,0,453,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,3,6,0,0,0,6,0,0,0,10,0,0,12,371,41,9,4,422,8,5,9,435,22,0,459,78,11,7,0,95,5,0,5,94,8,0,108,0,0,0,0,0,0,0,0,0,0,0,0,449,52,10,4,519,5,5,12,532,37,4,574,193,24,4,0,225,0,0,3,224,8,0,231,246,22,7,0,267,0,5,6,274,7,0,278
POA6057,69,0,0,0,67,9,0,72,0,0,0,0,0,0,0,0,0,0,3,3,303,36,16,3,351,0,0,3,353,10,3,368,70,4,0,3,82,3,0,3,84,9,0,91,112,18,0,0,131,0,0,0,133,4,0,135,4,0,6,0,11,0,0,0,11,0,0,11,5,0,0,4,3,0,0,0,3,0,0,3,195,22,7,4,226,5,0,5,227,12,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,23,7,4,225,5,0,5,231,12,0,240,34,0,3,0,39,0,0,0,39,9,0,49,0,0,0,0,0,0,0,0,0,0,3,3,227,25,5,4,267,8,0,8,271,22,3,295,112,10,0,0,128,0,0,0,127,5,0,135,128,10,0,0,143,0,0,0,144,3,0,144
POA6058,62,3,0,3,63,3,0,66,0,0,0,0,5,0,0,0,5,0,3,5,236,23,10,6,273,6,0,6,279,11,3,299,53,3,0,0,60,0,0,3,59,0,0,62,62,0,0,0,68,0,0,0,73,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,6,4,0,126,5,0,5,134,5,0,139,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,123,6,4,0,132,5,0,5,133,5,0,147,21,6,3,3,31,0,0,0,33,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,142,12,9,6,165,8,0,3,169,10,3,179,64,3,0,0,69,0,0,3,69,7,0,73,54,4,0,0,60,0,0,0,60,3,0,66
POA6059,103,0,0,0,105,14,0,119,0,0,0,0,0,0,0,0,0,0,4,7,435,67,3,5,513,10,0,10,526,26,4,555,97,8,0,0,107,0,0,0,110,4,0,110,143,17,0,0,165,0,0,0,165,5,0,173,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,4,5,247,31,3,0,283,0,0,0,281,7,4,293,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,8,0,0,8,253,31,3,0,289,0,0,0,290,7,4,302,44,10,0,0,55,0,4,6,60,14,0,79,0,0,0,0,0,0,0,0,0,0,0,0,300,42,6,0,345,0,4,9,352,20,4,379,145,26,0,0,171,0,0,3,171,6,0,176,196,28,0,0,222,0,3,5,227,4,0,229
POA6060,62,0,0,0,62,5,3,73,0,0,0,0,0,0,0,0,0,0,0,0,325,48,0,4,381,4,0,6,381,16,4,408,64,18,0,0,83,0,0,0,83,5,0,83,72,10,0,0,85,3,0,3,86,0,0,84,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,139,22,0,3,169,3,0,3,168,10,0,177,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,7,0,0,7,136,30,0,3,173,0,0,0,175,10,0,184,21,5,0,0,25,0,0,0,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,156,38,0,3,195,0,0,0,198,6,0,212,100,10,0,0,111,3,0,3,112,0,0,112,123,12,0,0,131,0,0,3,136,6,0,142
POA6061,215,15,9,21,240,94,0,333,0,0,0,0,0,0,0,0,4,0,6,13,467,146,5,19,637,33,12,47,684,129,9,817,69,27,3,0,96,0,0,0,96,6,0,105,97,24,3,3,118,7,0,7,124,11,0,136,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,5,163,48,8,3,225,7,0,3,227,18,0,250,0,4,0,0,9,0,0,0,9,0,0,9,6,0,0,0,14,0,0,6,13,7,0,18,12,4,0,0,19,0,0,6,22,7,0,24,178,52,8,8,240,4,3,11,250,26,3,274,68,29,0,0,104,11,0,10,115,57,0,170,0,0,0,0,0,0,0,0,5,0,9,10,246,83,8,14,344,15,4,19,367,80,12,456,104,20,0,0,130,4,0,4,133,10,0,142,103,21,0,4,137,0,0,4,139,15,0,154
POA6062,125,5,0,5,131,25,0,153,5,0,0,0,5,0,0,0,5,0,0,8,540,95,11,3,646,11,9,15,666,55,3,723,140,14,0,0,150,3,3,6,157,9,0,171,158,27,4,0,191,0,5,5,193,11,0,199,8,0,0,0,7,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,3,0,0,5,302,42,5,5,347,3,4,4,352,22,0,383,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,7,0,0,0,12,3,0,13,9,0,0,0,10,0,0,0,9,3,0,15,312,41,5,5,364,6,4,8,369,25,0,391,35,13,3,4,55,3,0,7,67,14,0,82,0,0,0,0,0,0,0,0,0,0,4,0,349,56,13,5,422,5,4,9,434,44,3,479,191,20,5,0,216,7,0,5,221,14,0,237,173,29,6,3,203,0,5,3,214,16,0,223
POA6063,113,3,0,8,123,31,0,155,0,0,0,6,6,0,0,0,6,0,4,9,316,61,3,6,392,10,5,13,404,53,3,460,75,6,4,0,82,3,0,3,87,0,0,91,73,21,3,0,97,0,0,0,94,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,23,3,0,184,3,0,3,187,6,0,193,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,7,0,0,7,159,23,3,0,189,6,0,6,193,6,0,198,54,12,5,0,76,0,0,5,78,31,0,108,0,0,0,0,0,0,0,0,0,0,0,0,216,37,7,8,266,9,0,10,273,32,0,310,79,13,4,0,97,0,0,0,96,5,0,102,93,18,0,0,118,4,0,4,121,8,0,126
POA6064,189,6,4,13,205,50,0,255,5,0,0,0,4,0,0,0,4,0,4,11,519,114,14,17,668,16,4,19,686,87,13,786,113,18,0,0,131,0,0,3,132,6,0,137,116,25,3,0,149,4,0,4,155,8,0,161,6,0,0,0,13,0,0,0,13,0,0,11,0,0,0,0,5,0,0,0,5,0,0,7,238,40,10,3,289,5,0,8,301,16,0,318,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,17,0,0,0,12,3,0,19,12,5,0,0,11,0,0,3,17,3,0,20,246,48,10,7,310,3,3,11,320,23,4,340,72,25,0,0,98,8,3,8,112,39,0,149,0,0,0,0,3,0,0,0,3,0,0,6,320,71,8,10,412,10,9,21,433,60,8,493,154,27,4,0,183,0,0,0,188,9,0,200,144,32,6,0,182,0,4,3,186,22,0,210
POA6065,370,4,3,3,373,54,0,432,5,0,0,8,8,0,0,0,8,0,6,17,1880,212,49,48,2188,23,7,28,2219,112,8,2342,470,48,10,4,533,9,0,9,539,14,0,548,561,86,16,5,665,5,0,6,672,10,0,685,17,0,4,0,26,0,0,0,26,3,0,29,4,0,0,7,15,0,0,0,15,0,0,18,1051,140,27,18,1239,11,0,14,1250,30,0,1278,9,0,0,0,11,0,0,0,12,3,0,14,15,4,0,0,15,0,0,0,20,0,0,20,23,7,0,0,29,0,0,0,31,3,0,35,1075,145,27,18,1267,16,0,16,1277,32,3,1317,181,29,0,5,215,9,0,6,220,40,0,260,0,0,0,4,4,0,0,0,4,0,4,6,1256,173,28,23,1481,19,0,17,1508,71,5,1577,607,66,11,0,682,13,0,16,690,22,0,713,617,79,14,6,719,8,0,7,728,27,0,748
POA6066,106,12,0,13,112,27,0,148,0,3,0,0,4,0,0,0,4,0,0,6,315,77,17,5,409,18,4,19,430,48,4,481,91,9,5,0,103,0,0,0,106,4,0,110,86,15,0,0,107,3,0,3,108,9,0,110,5,0,0,0,3,0,0,0,3,0,0,4,4,5,0,0,3,0,0,0,3,0,0,3,176,34,3,0,216,0,0,0,218,13,0,233,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,5,0,0,5,3,4,0,0,6,0,0,0,12,0,0,8,179,36,9,0,223,3,0,3,229,14,0,242,54,16,0,0,74,0,0,0,76,20,3,96,0,0,0,4,4,0,0,0,4,0,0,4,234,51,7,8,297,4,0,4,309,34,3,337,118,9,3,0,129,0,0,3,134,8,0,144,120,25,3,0,150,8,0,8,154,10,0,160
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,258,5,6,9,262,42,0,306,4,0,0,4,8,0,0,0,8,0,6,14,1284,117,43,32,1467,23,12,35,1503,78,17,1591,302,25,12,4,336,7,0,7,345,12,3,366,317,35,9,3,365,3,0,3,368,7,0,376,10,0,3,0,16,0,0,0,16,0,0,16,0,0,0,6,5,0,0,0,5,0,0,10,624,64,21,8,721,9,0,9,735,22,3,761,8,0,0,0,8,0,0,0,11,0,0,11,9,5,0,0,13,0,0,0,13,0,0,13,16,5,0,0,19,0,0,0,20,0,0,20,642,69,21,8,738,15,0,15,755,22,3,783,117,20,7,0,139,0,0,0,142,27,0,170,0,0,0,4,3,0,0,0,3,0,4,11,757,94,29,12,885,11,0,13,901,51,5,959,390,32,17,6,446,10,4,9,457,11,0,469,368,35,5,4,412,5,4,9,424,18,0,435
