POA_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA6502,0,0,0,0,0,0,0,0,0,11,5,0,26,0,4,4,25,15,0,41
POA6503,0,0,0,0,0,0,5,0,3,30,9,4,39,0,0,0,38,19,0,63
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6510,0,0,0,0,0,0,0,3,3,11,23,4,38,4,0,6,40,34,5,81
POA6511,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,14
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6513,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
POA6514,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,4,6,4,0,11
POA6515,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,7
POA6516,0,0,0,0,0,0,0,0,0,19,15,5,36,0,7,8,43,12,5,61
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
POA6519,0,0,0,0,0,0,0,0,0,10,3,0,11,0,4,4,11,5,0,18
POA6521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9
POA6522,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,0,0,7
POA6525,0,0,0,0,0,0,0,0,4,35,41,3,81,5,0,5,83,42,0,125
POA6528,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,8,0,13
POA6530,0,3,0,0,0,3,9,14,28,473,366,55,899,46,46,95,994,620,28,1645
POA6532,0,0,0,0,0,5,0,6,4,71,57,7,139,3,7,11,149,55,5,209
POA6535,0,0,0,0,0,0,0,0,0,13,7,0,19,0,3,3,20,23,0,45
POA6536,0,0,0,0,0,0,0,0,0,5,12,3,21,0,0,0,22,12,0,32
POA6537,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,3,0,15
POA6556,0,0,0,0,0,0,0,0,0,31,18,0,52,5,0,5,52,22,0,76
POA6558,0,0,0,0,0,0,0,0,0,7,6,0,14,0,0,0,20,4,0,23
POA6560,0,0,0,0,0,0,0,0,4,9,20,0,32,4,0,6,31,36,0,68
POA6562,0,0,0,0,0,0,0,0,3,10,10,4,27,0,0,0,33,23,0,52
POA6564,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,15
POA6566,0,0,0,0,0,0,0,0,3,25,27,3,54,0,5,9,56,51,0,118
POA6567,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,4,0,12
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6569,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6603,0,0,0,0,0,0,0,0,0,9,16,0,24,0,0,0,27,21,0,48
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6609,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,8,5,0,14
POA6612,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,4
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6620,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,7,0,0,11
POA6623,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,3,0,11
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6630,0,0,0,0,0,0,0,0,0,4,5,0,13,0,0,0,13,15,0,24
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6635,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,3,9,4,0,13
POA6638,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,10,9,0,15
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6642,0,0,0,0,0,0,4,0,3,8,4,0,12,6,0,3,15,24,0,42
POA6646,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,11,0,17
POA6701,0,0,0,0,0,0,7,5,8,64,40,5,101,4,8,13,120,93,3,219
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
POA6707,0,0,0,0,0,0,0,0,0,28,19,0,49,0,4,4,52,15,0,71
POA6710,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,10,10,0,22
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,0,18,3,0,16
POA6714,0,0,0,0,0,0,0,5,8,203,64,17,284,5,10,12,301,63,4,370
POA6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6718,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,22,40,0,60
POA6720,0,0,0,0,0,0,0,0,0,17,8,9,32,0,0,0,32,0,0,36
POA6721,0,0,0,0,0,0,0,3,7,50,4,3,58,0,0,0,59,14,3,74
POA6722,0,5,0,0,0,5,7,12,19,175,54,22,248,16,10,18,274,134,18,426
POA6725,0,7,0,0,0,6,13,17,35,163,91,21,271,8,12,26,296,215,23,530
POA6726,0,0,0,0,0,0,6,6,12,94,48,11,144,4,8,16,163,96,6,269
POA6728,0,0,0,0,0,0,13,0,10,43,21,12,74,6,0,4,81,184,5,262
POA6740,0,0,0,0,0,0,0,6,10,10,11,0,27,0,0,0,29,64,10,108
POA6743,0,4,0,0,0,0,16,9,24,85,39,4,137,3,14,8,147,152,6,303
POA6751,0,0,0,0,0,0,0,0,0,33,5,3,39,0,6,6,44,10,0,59
POA6753,0,0,0,0,0,0,0,0,0,65,11,9,85,0,5,10,96,34,0,131
POA6754,0,0,0,0,0,0,0,0,0,22,4,4,28,0,0,0,28,0,0,28
POA6758,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,15
POA6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,19,0,21
POA6762,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,9,0,15
POA6765,0,0,0,0,0,0,0,0,0,11,12,4,28,0,0,5,31,69,0,103
POA6770,0,0,0,0,0,0,5,16,20,19,25,8,55,3,10,14,65,161,22,254
