POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6059,403,442,234,171,230,174,115,1777,141,127,63,43,58,25,12,465,146,135,63,41,54,31,16,474,369,317,226,141,219,135,66,1468,3,3,0,0,0,0,0,8,1053,1020,582,395,562,361,211,4185,36,54,48,28,38,29,24,253,18,35,26,16,19,11,7,127,11,22,28,11,12,3,3,102,47,68,59,33,53,18,8,288,0,9,0,0,0,0,0,8,106,184,156,84,118,61,52,769,1164,1203,736,480,683,424,260,4958
POA6060,573,395,175,90,146,104,48,1533,143,90,54,30,30,16,16,372,152,123,49,26,38,17,0,398,416,289,147,87,124,45,28,1131,6,9,0,0,0,0,0,21,1290,902,425,227,336,188,92,3456,37,48,36,23,45,31,24,241,22,36,17,13,14,9,3,114,17,18,15,12,10,9,5,81,39,90,51,35,50,17,16,308,0,10,6,4,0,0,0,20,113,204,122,88,125,60,51,762,1406,1106,547,313,458,252,140,4210
POA6061,1800,1478,666,365,490,251,140,5195,164,83,41,29,21,12,4,353,154,99,56,14,27,11,9,360,333,185,89,71,72,11,14,775,19,21,7,3,0,0,0,58,2468,1866,860,480,614,287,169,6744,208,305,152,116,153,87,71,1092,49,53,32,22,33,10,11,205,46,44,39,26,28,8,3,195,170,215,144,81,108,29,15,759,22,40,15,5,4,0,4,90,495,656,384,247,323,138,99,2335,2965,2522,1243,730,932,423,267,9078
POA6062,690,691,332,222,323,216,145,2617,160,128,62,50,58,39,12,508,213,152,81,45,66,27,14,593,593,441,289,182,223,72,37,1833,0,4,3,6,3,0,0,19,1656,1414,762,507,671,354,202,5569,45,101,60,47,74,49,25,405,32,47,34,28,32,9,9,185,28,34,22,19,12,9,5,135,93,142,99,72,108,30,21,573,3,15,0,5,3,3,0,26,203,340,218,177,234,101,56,1324,1855,1754,977,680,906,461,260,6898
POA6063,419,503,273,180,232,151,95,1852,55,71,45,20,36,17,3,255,56,62,32,23,31,11,6,225,182,214,130,100,101,26,12,763,9,3,7,4,0,0,0,21,716,860,486,322,400,198,118,3114,30,54,44,35,42,21,13,231,20,32,12,14,11,7,0,95,8,11,4,10,6,0,4,37,85,125,64,41,50,6,7,381,5,9,0,0,0,0,0,13,148,227,124,103,103,31,25,760,863,1090,614,427,504,234,144,3873
POA6064,734,818,475,294,431,250,180,3176,154,140,70,51,64,25,12,513,138,97,58,33,50,13,14,388,462,400,212,146,164,42,33,1458,16,17,13,3,5,0,0,50,1498,1473,824,528,716,328,237,5592,76,131,105,105,123,69,51,652,28,52,24,27,31,10,6,180,20,39,26,15,16,9,3,116,181,207,131,91,103,26,13,745,19,15,18,4,0,0,0,58,313,439,302,239,274,117,70,1755,1813,1910,1124,760,985,438,312,7350
POA6065,1682,1877,1094,783,996,538,311,7279,548,483,265,169,215,73,37,1793,481,490,241,152,160,55,23,1606,1597,1649,918,589,647,166,117,5680,13,21,5,3,0,0,0,42,4314,4524,2523,1702,2017,833,493,16405,83,157,118,83,137,81,42,709,57,91,66,51,66,18,11,365,50,83,48,41,59,10,12,302,195,351,246,186,183,57,37,1253,19,12,11,7,4,6,0,61,399,693,494,373,447,174,102,2685,4719,5217,3016,2071,2465,1005,592,19091
POA6066,387,443,265,174,252,132,99,1759,63,68,30,29,46,31,9,270,85,96,38,32,38,18,11,318,309,308,179,123,167,53,17,1153,9,13,6,3,0,0,0,32,846,923,517,365,502,228,143,3525,35,56,43,36,55,31,14,269,21,31,21,19,13,4,4,115,7,23,16,15,20,6,7,90,94,131,94,63,80,23,12,496,3,7,5,0,0,0,0,26,161,247,182,137,170,63,36,998,1010,1174,700,503,671,295,177,4527
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,5
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,1123,1264,664,421,523,230,122,4343,352,323,162,106,105,34,18,1103,293,283,172,98,115,42,16,1017,1284,1295,770,462,543,143,39,4538,18,16,21,3,0,0,0,60,3066,3183,1782,1096,1293,441,194,11060,112,181,132,81,107,39,20,683,54,104,60,35,52,5,6,320,41,58,46,26,40,9,0,223,286,407,241,163,187,44,15,1349,13,19,14,8,3,0,0,60,502,772,494,312,394,102,46,2626,3575,3950,2281,1404,1687,550,239,13690
POA6070,23,33,38,27,19,11,15,168,25,52,32,21,25,3,0,160,28,43,21,10,7,9,4,114,81,118,76,42,62,26,10,416,0,0,0,0,0,0,0,0,166,251,158,97,112,46,25,858,0,3,3,0,3,0,0,15,0,3,0,0,4,0,0,14,0,3,0,0,3,0,0,14,4,8,10,9,10,3,0,43,0,0,0,0,0,0,0,0,5,19,13,14,20,7,0,88,176,268,179,115,132,52,27,946
POA6071,11,21,19,14,19,9,7,92,16,22,19,10,13,5,3,89,37,24,15,11,17,7,7,115,82,94,75,49,61,21,6,384,0,0,0,0,0,0,0,0,150,155,126,83,109,41,17,680,0,0,0,0,0,3,0,8,0,3,0,0,0,0,6,13,4,3,0,5,0,0,0,12,3,7,5,0,10,5,0,39,0,0,0,0,0,0,0,0,6,16,20,8,16,8,3,74,157,170,140,95,119,48,27,756
POA6072,0,4,5,0,0,3,0,19,3,3,6,7,0,0,0,13,6,0,4,0,9,0,0,26,22,20,19,12,19,9,5,108,0,0,0,0,0,0,0,0,29,28,32,21,28,11,5,164,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,17,37,38,37,20,34,11,5,177
POA6073,6,13,13,8,15,4,0,63,14,12,8,5,12,3,0,61,6,21,11,3,8,3,0,59,77,93,52,43,42,9,4,319,0,0,0,0,0,0,0,0,106,134,92,60,79,29,6,505,0,0,0,0,0,0,0,9,0,9,4,0,4,0,0,16,0,5,4,3,0,0,0,16,12,9,10,16,11,4,0,66,0,0,0,0,0,0,0,0,14,17,25,18,18,3,5,105,119,158,115,80,99,28,16,608
POA6074,3,5,4,0,0,0,0,19,5,4,6,0,3,3,0,23,5,8,4,6,4,0,0,21,25,28,17,20,15,4,0,108,0,0,0,0,0,0,0,0,37,44,27,23,28,4,0,170,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,4,4,8,0,4,0,0,20,0,0,0,0,0,0,0,0,3,8,7,0,5,0,0,32,42,51,33,27,37,7,0,197
POA6076,93,166,123,97,118,58,40,696,107,131,113,87,93,35,21,580,116,173,103,73,88,21,18,595,477,632,467,304,355,136,79,2450,6,7,7,0,0,0,0,18,801,1114,812,562,653,249,150,4344,9,19,19,11,8,0,8,66,9,27,10,10,12,8,6,79,9,14,20,9,9,9,0,79,50,107,99,52,62,20,10,404,3,4,6,0,0,0,0,13,72,170,150,85,102,37,26,639,876,1278,960,645,755,287,178,4985
POA6077,3,12,8,8,16,10,9,65,8,10,6,4,3,0,0,29,8,4,3,0,4,0,0,18,20,25,15,26,18,11,7,120,0,0,0,0,0,0,0,0,32,50,35,34,47,19,17,243,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,10,0,0,4,0,0,24,41,58,32,39,45,23,20,261
POA6078,6,14,9,0,11,0,6,49,0,5,6,4,3,0,0,13,10,11,6,0,7,0,0,26,11,21,9,11,20,0,3,85,0,0,0,0,0,0,0,0,29,49,31,23,32,10,8,177,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,6,6,3,0,0,0,15,0,0,0,0,0,0,0,0,9,10,4,8,0,0,0,23,34,56,37,24,32,7,13,201
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,14,24,27,17,40,12,3,141,19,35,20,17,26,10,0,136,46,25,24,9,23,7,4,149,153,154,97,88,98,25,6,616,0,0,0,0,0,0,0,0,232,244,176,133,187,50,22,1036,0,0,0,0,6,0,0,9,0,4,3,4,6,0,0,20,3,0,3,0,0,0,0,15,6,23,13,15,15,4,0,81,0,0,0,0,0,0,0,0,17,32,22,23,24,4,0,128,244,272,201,153,209,61,19,1171
POA6082,10,18,6,5,9,0,0,60,15,21,6,8,13,0,4,69,26,23,15,10,15,0,3,88,113,131,60,56,60,8,9,432,0,0,0,0,0,0,0,0,160,189,98,78,95,16,19,654,0,0,5,0,0,0,0,7,0,3,4,0,0,0,0,13,0,4,3,4,6,0,0,11,16,27,28,13,28,3,0,112,0,0,5,0,0,0,0,5,16,34,43,22,30,8,3,152,175,219,139,103,125,22,20,799
POA6083,10,17,15,4,15,3,0,66,5,9,16,8,12,8,8,67,18,13,9,7,7,4,0,57,80,95,77,60,91,27,10,442,0,0,0,0,0,0,0,4,113,145,113,83,127,34,18,633,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,25,12,4,5,0,0,64,3,0,0,0,0,0,0,4,18,21,12,12,10,0,4,81,127,169,125,88,139,39,19,714
POA6084,39,55,45,31,53,17,12,244,48,56,31,25,26,3,0,182,51,48,26,26,27,6,3,190,280,320,201,126,150,26,16,1123,0,0,0,5,0,0,0,14,417,476,309,208,250,60,32,1747,3,5,4,0,0,0,0,20,6,13,7,4,6,0,0,47,5,8,12,9,8,0,0,38,36,62,43,32,36,12,3,222,0,4,3,0,0,0,0,14,51,102,70,44,53,14,5,338,473,582,380,248,301,70,32,2087
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,333,291,107,52,47,35,11,884,54,60,43,18,28,6,0,208,85,62,30,21,27,11,0,242,244,191,97,60,81,41,14,732,3,0,0,0,0,0,0,3,731,603,279,150,186,88,30,2070,12,27,11,8,13,13,6,95,9,8,4,7,3,4,0,36,4,14,7,8,8,5,0,39,26,39,26,25,27,17,12,175,0,0,0,0,0,0,0,8,44,87,46,45,54,32,25,344,778,692,326,194,241,131,57,2417
POA6101,317,237,96,62,81,56,35,886,108,92,40,24,28,11,8,306,125,114,55,31,35,13,12,390,405,263,145,95,96,42,10,1061,0,0,0,0,4,0,0,4,953,716,331,216,241,124,61,2643,12,39,25,11,23,18,16,136,14,7,14,7,11,3,0,65,8,9,8,6,7,3,4,47,33,59,33,34,36,5,7,218,5,6,0,0,0,0,0,14,75,119,81,54,83,38,28,478,1029,829,416,270,325,160,90,3120
POA6102,295,239,104,58,77,40,29,835,34,39,19,17,14,9,7,129,40,32,18,13,13,3,0,129,150,98,46,28,34,15,6,376,0,0,0,0,0,0,0,0,515,407,186,113,133,65,37,1466,22,34,21,20,25,11,9,153,12,8,5,9,4,5,0,46,9,10,5,3,11,5,0,46,30,52,34,11,22,6,4,155,16,0,0,0,0,0,0,19,82,110,65,47,64,31,17,424,601,519,252,168,200,96,59,1890
POA6103,272,180,70,31,41,28,13,652,35,37,14,13,4,3,0,110,58,38,23,9,13,5,8,154,143,107,62,47,44,12,8,415,4,0,0,0,0,0,0,3,519,363,168,106,97,46,28,1330,15,27,10,15,13,10,8,98,12,6,15,3,10,0,3,52,6,9,5,0,4,0,5,24,16,36,23,16,14,8,4,123,0,0,0,0,0,0,0,0,52,80,56,43,39,14,16,290,565,440,223,142,144,64,42,1620
POA6104,362,277,151,86,93,60,21,1058,40,42,23,10,22,3,0,153,65,58,22,18,13,4,8,185,192,207,95,56,89,26,13,686,5,0,0,0,0,0,0,14,676,586,295,179,226,98,38,2098,16,27,19,22,24,13,7,132,13,22,8,10,13,0,0,75,16,17,3,4,5,0,0,50,56,75,43,36,44,9,12,271,5,10,8,0,0,0,0,27,108,153,85,76,91,30,21,559,785,739,383,251,315,129,59,2658
POA6105,510,506,231,122,179,103,42,1694,65,49,23,17,24,4,4,184,69,53,31,12,13,6,3,193,207,192,112,51,89,25,14,684,5,12,0,0,0,0,0,15,855,806,389,202,311,145,66,2764,38,63,45,25,43,24,17,255,16,10,16,10,13,0,5,72,7,16,7,11,12,0,8,62,56,65,43,40,38,8,0,243,0,5,4,0,0,0,0,18,124,161,112,89,104,42,27,663,975,966,500,295,414,184,96,3431
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,2262,1806,856,485,558,334,241,6539,204,134,73,43,57,18,13,541,210,152,60,51,59,17,15,570,558,502,308,191,217,64,32,1865,13,17,11,4,0,3,0,49,3242,2614,1300,770,898,432,303,9568,102,135,86,62,112,52,48,589,43,45,32,20,25,11,8,176,28,35,21,17,29,16,11,151,134,150,130,114,103,33,17,676,29,15,11,0,7,0,0,66,325,374,285,215,276,107,74,1662,3569,2988,1586,987,1173,541,378,11228
POA6108,617,671,385,228,294,171,108,2474,97,94,75,58,39,15,15,397,116,116,44,29,46,23,12,385,328,366,209,157,179,52,24,1317,11,7,7,0,0,0,0,21,1164,1261,717,470,565,261,160,4598,50,61,52,42,50,31,18,298,23,43,15,9,20,7,6,118,19,20,23,13,16,6,4,100,87,145,94,44,66,16,8,469,3,4,5,3,3,0,0,20,178,276,180,115,149,59,42,1001,1341,1535,899,581,715,329,203,5599
POA6109,510,478,231,169,214,117,85,1804,33,29,18,14,14,4,0,113,63,55,15,17,16,3,0,166,150,147,107,53,68,12,8,540,5,4,3,0,0,0,0,15,763,715,376,250,307,136,93,2640,24,35,23,14,25,15,10,149,20,22,6,6,6,3,0,62,8,9,6,9,6,0,0,34,71,103,45,42,42,5,7,319,0,6,0,0,0,0,0,9,125,165,83,78,90,27,21,584,889,880,456,324,398,167,109,3218
POA6110,1371,1472,800,442,630,323,214,5256,182,187,113,67,83,36,9,678,230,201,116,64,82,18,15,731,773,747,502,302,340,86,31,2785,19,8,9,4,0,0,0,34,2579,2619,1535,887,1138,462,262,9480,82,148,82,48,97,45,35,531,49,89,51,45,35,12,11,287,35,56,34,29,29,7,7,196,304,335,236,161,146,36,12,1225,16,17,9,14,0,0,0,63,491,649,405,292,300,96,71,2304,3066,3264,1945,1172,1439,567,337,11785
POA6111,254,265,171,111,150,59,31,1037,91,129,73,55,88,13,7,463,111,139,70,54,54,11,12,456,522,560,294,212,235,58,48,1926,0,5,4,0,0,0,0,9,978,1105,616,438,524,146,99,3892,19,33,30,23,33,8,12,166,32,43,40,27,28,7,3,176,20,36,22,14,23,0,3,125,143,180,136,116,105,18,9,707,6,7,7,3,4,0,0,30,216,302,231,184,193,38,34,1203,1191,1405,850,622,711,186,129,5096
POA6112,2543,2671,1243,685,803,398,191,8534,456,422,217,147,160,44,25,1471,385,377,153,109,106,41,12,1172,1769,1538,783,469,516,114,50,5237,26,22,10,4,0,0,0,71,5176,5031,2411,1420,1586,598,267,16482,144,187,132,96,128,56,34,783,88,118,81,51,50,15,18,413,58,82,59,41,35,12,12,294,446,553,342,258,243,38,15,1891,21,33,14,10,15,4,0,89,752,973,622,456,460,123,75,3466,5930,6007,3032,1875,2047,723,346,19949
POA6121,12,15,7,10,12,3,3,67,16,20,21,14,14,3,0,97,16,22,17,11,18,5,0,87,69,112,84,65,53,16,3,406,0,0,0,0,0,0,0,0,115,169,130,98,103,31,11,662,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,8,0,0,3,0,4,0,0,9,6,11,12,4,8,0,5,42,0,0,0,0,0,0,0,0,12,10,15,9,13,0,4,61,126,185,146,108,112,31,19,722
POA6122,421,487,251,140,167,74,24,1563,223,186,71,59,64,22,4,622,194,177,99,49,44,7,0,575,1009,806,424,276,243,38,20,2819,5,10,10,7,0,0,0,37,1856,1661,853,527,520,139,59,5619,24,57,35,14,24,7,6,169,45,51,26,11,18,3,0,148,19,35,16,18,13,10,0,105,169,196,114,84,70,10,4,643,3,3,4,5,0,0,0,20,258,343,187,128,129,26,15,1081,2117,1997,1039,658,650,169,66,6701
POA6123,20,30,14,10,9,3,4,93,15,15,4,4,6,6,0,51,18,8,5,0,3,0,0,41,125,93,28,15,24,6,4,296,0,3,0,0,0,0,0,3,172,153,54,33,46,13,8,476,5,4,6,5,6,0,0,12,0,0,5,5,0,0,0,8,7,6,5,3,0,0,0,18,13,25,14,8,10,5,0,70,0,0,0,0,0,0,0,0,29,32,25,11,10,5,0,115,204,192,78,43,58,17,8,588
POA6124,0,0,0,8,3,3,0,18,13,15,11,0,4,0,0,38,6,11,3,6,4,0,6,34,37,50,29,19,11,3,0,152,0,3,0,0,0,0,0,4,60,75,41,23,21,3,4,235,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,8,7,3,0,0,0,0,0,13,5,7,9,5,3,0,0,27,0,0,0,0,0,0,0,0,13,15,10,6,7,3,0,52,68,85,51,36,28,6,5,284
POA6125,6,7,15,5,24,9,0,69,17,16,11,8,6,3,0,68,15,18,10,10,13,3,0,77,102,100,64,49,70,15,10,409,0,3,0,0,0,0,0,3,146,146,101,75,114,31,14,626,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,11,12,17,9,4,9,0,0,50,0,0,0,0,0,0,0,0,13,22,11,10,17,0,0,75,162,170,112,87,132,31,14,700
POA6126,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,6,5,5,8,0,0,28,0,0,0,0,0,0,0,0,3,11,10,5,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,5,7,0,0,41
POA6147,462,465,267,151,208,124,85,1765,65,55,30,17,22,7,0,201,71,51,31,10,16,12,3,190,172,165,86,64,58,20,8,572,0,0,0,3,0,0,0,5,770,735,420,244,303,164,99,2737,26,52,32,26,33,29,10,214,14,17,16,7,6,5,0,69,3,21,12,9,8,0,6,59,56,75,40,34,41,7,8,264,4,5,3,0,0,0,3,13,105,163,109,76,96,44,26,620,880,898,520,325,397,205,128,3353
POA6148,424,618,437,301,385,235,127,2531,72,88,56,34,47,36,17,350,90,91,53,32,59,27,11,372,194,256,160,90,152,71,30,951,0,3,3,0,0,0,0,16,785,1047,714,466,637,372,189,4219,15,44,60,49,71,41,31,314,4,10,26,8,19,5,0,73,4,13,10,7,15,10,8,68,27,46,31,29,42,11,0,196,0,5,4,0,0,0,0,13,61,120,129,93,149,65,40,656,843,1169,838,563,787,435,238,4872
POA6149,343,527,308,182,247,167,93,1866,72,85,74,35,61,40,20,397,117,127,85,43,53,26,17,473,272,325,268,171,194,94,48,1369,0,0,0,0,0,0,0,8,800,1072,734,441,560,333,173,4111,4,39,38,27,28,23,18,173,10,10,14,17,13,6,0,72,14,11,14,11,11,0,0,55,20,36,50,27,55,12,9,203,0,0,0,0,0,0,0,3,46,90,115,84,107,40,31,512,848,1161,845,520,663,374,210,4624
POA6150,187,289,174,109,161,141,74,1141,50,62,27,16,30,20,8,214,64,74,45,42,45,16,21,312,155,189,141,106,138,76,57,855,3,8,4,0,0,0,0,15,467,625,396,277,375,252,155,2538,21,17,20,20,22,26,11,128,7,4,3,7,7,5,3,33,7,9,0,6,9,4,0,28,8,21,26,26,35,13,6,129,0,0,6,0,0,0,0,6,41,46,48,50,73,46,21,322,504,671,446,327,447,291,178,2863
POA6151,234,208,99,56,98,65,33,789,96,78,55,38,62,22,17,365,98,102,54,40,55,37,15,399,247,226,181,133,170,118,50,1121,3,0,0,0,0,0,0,3,674,617,392,270,377,240,114,2684,9,20,23,13,24,16,8,115,6,15,22,8,11,3,5,69,12,13,8,0,5,5,0,48,23,40,29,21,28,17,12,174,0,0,3,4,0,0,0,9,51,85,83,47,73,41,29,413,724,703,472,321,455,281,137,3099
POA6152,397,418,195,102,162,116,93,1476,138,82,58,47,56,43,19,445,132,124,84,67,61,28,21,517,412,375,248,181,212,110,42,1585,6,6,0,0,0,0,0,9,1094,996,586,395,500,294,168,4030,20,48,35,26,30,32,19,210,15,28,14,15,9,4,6,98,11,15,17,6,12,4,6,72,43,69,61,48,57,25,19,320,4,9,8,0,0,0,0,26,95,172,125,96,109,75,54,718,1183,1164,709,493,609,370,219,4747
POA6153,324,515,302,191,261,148,81,1821,122,103,62,47,75,30,22,462,136,137,82,51,51,42,23,512,323,387,245,166,216,143,77,1552,0,9,4,0,0,0,0,11,900,1150,697,448,603,362,194,4361,9,40,41,29,43,23,18,200,7,20,13,8,19,10,5,76,6,21,10,11,20,5,3,69,33,62,54,36,47,23,7,265,3,8,0,4,0,0,0,18,62,146,118,90,126,64,34,635,962,1302,815,541,722,428,235,5000
POA6154,123,183,145,94,111,65,38,768,60,84,40,36,24,11,9,267,58,81,50,37,46,22,9,300,213,220,149,98,136,64,41,926,0,0,0,0,0,0,0,3,451,564,388,272,318,173,96,2262,3,15,16,13,29,11,7,88,3,5,3,12,11,10,6,49,3,11,10,11,11,8,0,49,7,40,30,30,26,21,8,159,0,0,0,0,0,0,0,3,14,67,62,67,73,43,13,351,474,639,447,340,387,214,113,2615
POA6155,1601,2430,1406,883,1222,809,525,8868,155,175,140,119,158,55,29,826,212,224,170,105,118,49,35,926,457,607,471,374,473,193,93,2658,11,9,7,8,0,0,0,36,2433,3446,2197,1486,1974,1113,678,13322,76,171,129,107,179,106,80,855,25,44,42,26,42,11,9,198,7,33,33,26,46,11,7,172,69,114,100,91,118,40,22,553,0,4,5,0,5,0,0,16,179,367,309,253,398,178,114,1794,2614,3808,2508,1737,2370,1287,795,15117
POA6156,137,178,100,74,99,59,23,685,115,144,89,55,67,41,12,513,119,123,67,46,56,25,15,442,481,542,320,241,320,131,70,2093,0,0,0,0,0,0,0,11,849,989,582,415,537,253,121,3740,9,20,20,18,22,13,6,110,20,16,29,15,19,11,0,113,8,19,10,13,16,5,9,73,39,79,65,61,71,31,15,364,0,4,0,0,5,0,0,11,71,145,130,112,134,64,28,667,919,1128,714,526,671,312,143,4410
POA6157,127,115,66,50,59,33,13,465,81,91,50,40,46,31,14,347,111,115,52,25,39,16,6,357,399,398,194,129,187,103,49,1452,0,0,0,0,0,0,0,0,712,722,361,238,328,183,86,2631,9,10,11,20,25,5,3,90,11,24,13,9,18,11,7,99,5,17,7,8,15,8,4,62,36,42,37,32,59,13,19,235,4,3,3,0,0,0,0,16,63,106,81,63,111,43,34,497,773,825,449,303,438,229,114,3126
POA6158,52,75,35,26,27,17,7,240,50,53,39,27,47,19,12,238,55,60,30,19,31,14,3,216,162,189,146,110,165,73,32,888,0,0,0,0,0,0,0,5,327,381,258,182,269,122,51,1591,9,4,7,5,8,0,0,37,9,14,4,4,8,0,0,34,0,6,6,11,14,3,3,33,13,28,31,16,34,9,6,144,0,0,0,0,0,0,0,0,24,60,50,38,59,20,6,250,353,435,305,224,324,145,61,1842
